store_id,daily_footfall,conversion_rate,weather_condition,date
277,2867,0.09,Cloudy,2019-06-08 18:12:05
452,1086,0.26,Cloudy,2020-06-20 08:19:50
249,2606,0.06,Cloudy,2020-05-23 17:11:11
158,1275,0.33,Rainy,2021-10-25 14:07:36
211,2758,0.3,Sunny,2023-04-28 23:42:46
279,801,0.24,Sunny,2023-10-04 06:29:24
468,1026,0.11,Rainy,2021-02-04 14:03:59
81,509,0.14,Sunny,2022-06-29 00:46:11
2,1647,0.39,Rainy,2020-04-26 03:25:44
298,1312,0.34,Sunny,2021-04-01 10:56:11
160,564,0.06,Rainy,2021-08-29 15:38:19
444,1887,0.37,Rainy,2022-08-07 01:17:13
192,267,0.14,Sunny,2024-11-17 03:04:34
88,469,0.33,Rainy,2020-09-10 00:05:17
449,478,0.22,Sunny,2021-09-14 08:02:08
63,1626,0.14,Sunny,2020-06-08 21:13:36
490,1551,0.12,Rainy,2019-07-16 13:19:20
327,1917,0.37,Rainy,2024-09-17 02:16:12
162,83,0.3,Rainy,2019-12-13 14:28:23
328,2966,0.36,Rainy,2020-07-03 02:38:59
362,1682,0.2,Rainy,2020-05-11 19:08:19
346,2771,0.36,Rainy,2018-02-08 22:47:15
316,1845,0.21,Sunny,2021-01-31 21:32:17
305,1956,0.12,Rainy,2022-12-31 21:10:23
26,2018,0.3,Rainy,2018-08-09 15:17:00
125,2685,0.21,Rainy,2019-04-19 21:21:53
25,846,0.11,Rainy,2024-10-14 05:37:50
3,1114,0.06,Sunny,2018-07-13 03:53:02
350,81,0.28,Cloudy,2018-06-21 13:50:41
476,1201,0.16,Sunny,2018-09-27 13:32:16
174,427,0.33,Rainy,2020-03-06 22:47:45
177,2724,0.07,Sunny,2020-12-27 01:04:03
65,694,0.15,Cloudy,2021-05-30 16:44:47
216,1672,0.19,Rainy,2019-10-22 00:22:40
20,2913,0.39,Cloudy,2021-05-19 13:13:15
433,1946,0.34,Cloudy,2018-10-24 13:08:47
73,1455,0.09,Rainy,2024-07-08 05:16:08
279,2511,0.15,Rainy,2023-09-14 15:29:03
107,990,0.29,Sunny,2022-08-17 11:57:06
106,350,0.27,Rainy,2021-12-31 02:17:24
318,2293,0.2,Sunny,2019-03-03 01:01:49
314,494,0.06,Sunny,2019-08-27 10:51:53
275,1145,0.2,Rainy,2024-04-13 21:05:18
34,1960,0.17,Cloudy,2022-08-22 08:42:58
275,265,0.12,Sunny,2023-06-04 14:49:51
26,654,0.29,Rainy,2022-03-15 16:05:00
204,2571,0.19,Sunny,2023-09-12 10:09:09
9,2690,0.32,Cloudy,2018-06-15 04:27:31
385,2579,0.24,Rainy,2019-08-07 08:10:36
481,1193,0.09,Cloudy,2023-11-27 19:20:39
2,2522,0.39,Sunny,2024-04-14 05:49:22
304,825,0.33,Cloudy,2019-11-01 16:29:39
409,1067,0.09,Rainy,2019-05-19 10:12:56
266,85,0.22,Rainy,2018-03-14 17:29:32
293,996,0.15,Sunny,2022-05-28 04:17:13
428,2218,0.31,Sunny,2024-10-06 06:33:04
302,545,0.17,Rainy,2023-07-14 01:42:24
184,2447,0.08,Rainy,2024-08-11 21:30:45
184,2218,0.21,Cloudy,2023-02-16 09:47:13
83,51,0.1,Cloudy,2019-12-10 15:10:31
108,648,0.26,Cloudy,2023-05-02 07:19:06
155,1205,0.18,Sunny,2022-08-05 20:48:28
383,1661,0.17,Cloudy,2020-06-06 07:12:15
489,815,0.24,Rainy,2024-04-18 07:28:54
237,1643,0.17,Sunny,2022-09-24 13:32:49
290,2141,0.33,Cloudy,2021-02-02 03:00:38
462,195,0.17,Sunny,2023-02-21 04:45:05
271,2919,0.31,Sunny,2020-04-22 20:28:20
423,1331,0.06,Sunny,2021-01-02 04:02:54
72,1413,0.13,Sunny,2019-03-29 09:17:23
118,2883,0.31,Rainy,2024-07-31 19:19:10
112,2066,0.07,Rainy,2022-05-02 11:36:37
25,2033,0.35,Sunny,2018-07-15 15:23:02
220,436,0.31,Cloudy,2018-12-04 12:58:59
446,2248,0.28,Cloudy,2019-09-07 04:12:27
182,1494,0.14,Sunny,2019-11-24 04:50:31
350,804,0.29,Rainy,2019-01-01 02:47:03
430,668,0.05,Cloudy,2021-10-08 04:00:06
277,2523,0.2,Sunny,2023-07-16 18:27:52
255,1160,0.15,Rainy,2024-03-07 20:47:53
40,741,0.09,Rainy,2021-06-11 03:09:26
458,596,0.15,Cloudy,2019-09-13 22:29:55
1,463,0.05,Sunny,2019-10-16 20:41:07
160,700,0.11,Rainy,2019-04-09 02:07:22
288,714,0.05,Sunny,2019-06-19 07:33:11
114,2060,0.09,Rainy,2023-07-02 15:38:56
254,420,0.21,Rainy,2024-02-29 19:53:39
187,1056,0.15,Rainy,2021-04-02 22:59:54
87,2837,0.26,Sunny,2019-05-15 08:31:54
18,140,0.26,Rainy,2022-09-18 18:54:32
184,2502,0.09,Cloudy,2019-12-09 06:30:46
137,841,0.18,Rainy,2024-08-19 17:10:02
352,1946,0.39,Cloudy,2022-06-14 09:23:21
376,2153,0.39,Sunny,2023-07-17 15:19:44
227,1712,0.2,Sunny,2022-04-19 05:56:11
461,58,0.31,Cloudy,2022-06-27 03:37:07
458,1470,0.1,Cloudy,2019-02-23 22:51:34
287,2716,0.38,Cloudy,2024-04-03 22:42:52
86,1169,0.19,Rainy,2020-05-22 22:00:48
84,744,0.26,Rainy,2019-10-18 13:09:34
300,1568,0.06,Sunny,2019-12-02 13:04:21
250,2052,0.37,Cloudy,2024-01-19 00:26:01
161,1987,0.3,Rainy,2024-04-17 12:22:25
412,191,0.05,Sunny,2022-10-14 13:22:54
24,1147,0.21,Sunny,2024-05-05 07:29:59
60,1110,0.31,Sunny,2019-03-27 01:00:17
370,122,0.25,Cloudy,2021-01-09 03:05:16
463,954,0.16,Rainy,2018-03-17 04:34:08
234,1676,0.21,Cloudy,2018-12-02 23:11:15
70,577,0.25,Sunny,2024-04-07 16:44:47
436,2004,0.38,Cloudy,2024-01-28 21:32:03
414,2882,0.15,Cloudy,2021-07-26 12:36:00
135,874,0.07,Rainy,2023-07-29 17:28:32
136,535,0.23,Rainy,2024-04-21 16:50:48
205,2233,0.1,Sunny,2023-05-17 17:39:57
325,2652,0.19,Sunny,2018-04-02 09:41:23
113,458,0.17,Sunny,2018-10-18 11:50:26
67,269,0.08,Rainy,2018-12-08 12:36:38
347,1010,0.09,Rainy,2021-03-22 23:34:25
15,707,0.08,Rainy,2018-06-26 09:56:29
432,610,0.1,Sunny,2019-03-25 22:59:17
277,1206,0.39,Sunny,2023-03-21 07:38:25
221,2921,0.12,Rainy,2021-06-28 14:00:07
282,2099,0.32,Rainy,2018-06-26 06:54:14
435,377,0.14,Cloudy,2022-05-21 14:37:50
338,2770,0.3,Cloudy,2023-12-17 05:25:23
223,547,0.26,Rainy,2019-07-06 20:58:43
157,2507,0.36,Sunny,2020-01-17 04:11:54
179,2384,0.24,Sunny,2020-03-07 14:08:19
61,2157,0.17,Cloudy,2022-07-22 06:28:14
417,795,0.35,Sunny,2019-05-24 22:43:41
26,1290,0.06,Rainy,2018-10-26 14:18:40
400,2371,0.09,Cloudy,2023-10-29 03:33:23
32,2139,0.08,Sunny,2020-05-24 08:14:15
243,1489,0.13,Rainy,2021-08-13 01:53:37
274,1188,0.3,Sunny,2020-04-09 13:57:26
272,1658,0.3,Cloudy,2021-06-13 13:31:24
221,1327,0.31,Rainy,2018-03-27 16:26:34
324,599,0.27,Cloudy,2019-06-21 09:58:53
346,2007,0.14,Cloudy,2024-03-31 12:56:47
136,1392,0.29,Rainy,2021-10-01 01:36:39
225,1830,0.34,Cloudy,2024-06-04 11:12:05
359,846,0.27,Sunny,2022-06-28 23:51:11
6,2414,0.22,Sunny,2020-06-24 22:53:16
10,661,0.27,Sunny,2024-11-07 02:08:09
174,1550,0.24,Cloudy,2019-08-25 02:22:58
281,2491,0.11,Rainy,2024-03-28 01:18:08
123,2801,0.36,Rainy,2024-02-21 09:52:31
195,1209,0.16,Rainy,2019-02-24 14:47:57
246,873,0.2,Sunny,2020-04-28 18:01:39
182,1884,0.28,Sunny,2019-08-27 02:14:59
66,2366,0.23,Sunny,2020-05-27 22:58:29
454,162,0.27,Cloudy,2024-08-10 23:58:47
312,2108,0.14,Rainy,2024-05-29 06:28:29
34,1830,0.33,Cloudy,2020-12-10 16:35:05
440,1622,0.29,Cloudy,2018-06-12 08:43:06
132,1927,0.24,Rainy,2023-04-06 07:53:18
31,2298,0.09,Rainy,2024-10-16 02:50:38
383,441,0.29,Cloudy,2020-07-04 16:07:09
331,163,0.12,Cloudy,2022-06-25 06:42:14
320,2351,0.21,Cloudy,2022-12-08 02:18:07
358,1953,0.22,Cloudy,2020-08-21 04:45:25
399,1256,0.33,Sunny,2024-04-09 00:18:42
480,257,0.19,Sunny,2021-09-28 19:02:09
417,283,0.28,Rainy,2022-08-27 20:23:38
277,2808,0.32,Rainy,2024-06-16 02:42:27
225,171,0.19,Sunny,2019-03-14 05:47:49
185,380,0.09,Sunny,2021-04-18 22:40:56
105,1103,0.19,Sunny,2020-02-23 22:50:34
277,1167,0.26,Cloudy,2022-04-16 04:28:48
325,671,0.31,Sunny,2021-01-29 15:50:48
462,2200,0.33,Rainy,2022-12-28 20:39:09
407,2375,0.32,Rainy,2020-11-22 19:11:47
249,2154,0.09,Cloudy,2024-02-10 01:37:52
293,250,0.27,Rainy,2020-02-01 09:56:49
206,1455,0.08,Cloudy,2020-08-29 09:48:10
128,2388,0.08,Sunny,2023-10-18 15:52:10
191,2945,0.28,Sunny,2019-10-01 21:07:31
177,2892,0.13,Sunny,2021-02-21 02:42:32
82,1721,0.34,Sunny,2023-02-24 11:44:27
298,2563,0.08,Sunny,2019-09-14 23:47:46
57,1473,0.34,Cloudy,2023-11-26 16:57:14
170,433,0.07,Sunny,2021-07-01 02:22:21
311,1722,0.29,Cloudy,2024-03-29 21:28:06
97,2805,0.22,Sunny,2018-09-25 19:53:33
237,1765,0.23,Sunny,2019-10-06 20:07:03
263,2144,0.15,Rainy,2018-11-23 03:16:25
173,2207,0.09,Rainy,2022-07-26 21:18:21
215,2959,0.31,Rainy,2020-04-20 00:42:50
451,346,0.22,Sunny,2019-05-19 19:58:37
357,1883,0.15,Sunny,2018-06-04 06:10:11
27,1940,0.11,Cloudy,2021-11-06 11:30:47
33,361,0.27,Rainy,2022-09-12 00:09:54
203,1053,0.25,Sunny,2020-06-11 17:49:24
56,795,0.36,Cloudy,2021-12-28 22:10:23
266,1667,0.09,Sunny,2023-08-16 12:46:52
201,1617,0.33,Rainy,2024-03-14 02:29:10
363,1203,0.18,Sunny,2019-04-30 21:55:02
163,429,0.36,Sunny,2022-12-27 11:40:49
313,614,0.27,Cloudy,2021-10-25 19:05:19
427,233,0.13,Rainy,2021-02-14 19:49:10
130,1203,0.13,Cloudy,2024-01-30 01:55:07
488,287,0.1,Rainy,2019-02-03 23:06:13
467,203,0.33,Sunny,2022-08-23 21:11:18
250,1505,0.06,Cloudy,2021-07-05 08:35:45
170,609,0.17,Cloudy,2020-07-29 02:14:18
170,1168,0.06,Rainy,2018-05-16 02:44:26
411,2880,0.28,Rainy,2023-07-27 16:05:45
305,2400,0.38,Cloudy,2020-05-26 18:35:34
266,2634,0.19,Rainy,2020-01-24 02:47:10
151,2155,0.33,Rainy,2023-06-02 03:06:42
314,2618,0.1,Rainy,2018-08-09 06:27:02
357,2863,0.17,Cloudy,2020-06-25 10:45:31
422,1405,0.37,Sunny,2021-09-14 15:27:19
157,2094,0.16,Sunny,2021-05-05 12:00:05
300,2047,0.09,Sunny,2024-05-28 23:02:17
69,368,0.18,Cloudy,2020-07-21 19:40:51
106,1756,0.19,Rainy,2020-12-03 03:03:37
125,792,0.06,Sunny,2024-03-12 11:19:36
356,1328,0.09,Sunny,2019-09-15 08:39:49
322,1447,0.29,Sunny,2022-05-06 15:37:18
403,1234,0.13,Cloudy,2021-03-18 19:11:57
201,2269,0.21,Rainy,2021-05-20 18:48:05
251,2560,0.1,Rainy,2020-06-17 17:44:12
290,784,0.15,Cloudy,2021-08-11 07:50:42
429,1342,0.34,Cloudy,2024-01-26 16:24:55
330,84,0.19,Rainy,2024-01-20 15:56:29
375,2175,0.22,Rainy,2020-04-30 01:26:05
246,1686,0.38,Cloudy,2020-10-28 03:26:27
2,2882,0.16,Cloudy,2018-12-09 21:58:40
329,1156,0.17,Sunny,2020-07-09 22:53:15
135,78,0.36,Sunny,2024-06-02 10:01:39
281,2308,0.39,Rainy,2021-04-23 15:21:17
205,707,0.1,Rainy,2024-09-04 15:59:11
410,2494,0.19,Cloudy,2022-04-13 05:02:28
428,2775,0.31,Sunny,2020-02-06 13:01:16
461,1836,0.18,Rainy,2019-10-10 09:42:42
31,925,0.4,Sunny,2021-12-27 00:31:52
485,1488,0.38,Sunny,2022-02-24 21:44:33
444,1159,0.37,Rainy,2019-09-20 15:27:20
23,393,0.39,Cloudy,2018-08-03 06:01:46
200,2577,0.33,Rainy,2018-06-09 17:29:19
169,1360,0.07,Sunny,2019-12-01 23:43:29
158,2611,0.29,Cloudy,2020-02-28 04:32:28
249,312,0.3,Cloudy,2020-02-07 23:25:17
280,2483,0.12,Sunny,2018-05-17 17:31:44
101,2581,0.22,Rainy,2024-04-15 04:23:14
297,818,0.39,Rainy,2023-08-09 18:58:35
222,368,0.31,Rainy,2024-06-10 00:50:30
446,1659,0.24,Cloudy,2021-03-14 08:24:42
156,2072,0.26,Sunny,2018-02-25 13:50:02
111,1058,0.19,Rainy,2023-05-29 21:25:21
50,2491,0.33,Sunny,2024-12-06 04:32:12
7,2928,0.08,Sunny,2018-03-07 16:59:41
211,2797,0.32,Cloudy,2024-08-12 12:55:00
195,1382,0.17,Cloudy,2021-08-28 01:56:20
168,2374,0.19,Rainy,2024-03-13 20:22:13
341,519,0.23,Rainy,2024-11-06 10:57:35
81,1284,0.21,Cloudy,2018-06-30 18:40:44
205,677,0.11,Cloudy,2023-03-18 16:59:42
171,2608,0.33,Rainy,2021-04-22 08:23:19
314,589,0.31,Rainy,2024-04-19 11:19:49
350,1014,0.3,Cloudy,2018-09-30 18:54:00
185,84,0.11,Rainy,2022-04-06 21:46:16
496,1844,0.25,Cloudy,2024-06-23 20:41:20
404,2529,0.1,Cloudy,2024-07-12 12:21:41
136,2438,0.39,Cloudy,2020-12-03 14:39:11
358,1333,0.14,Rainy,2021-06-10 05:30:36
495,1681,0.32,Cloudy,2018-01-16 03:29:42
54,280,0.18,Cloudy,2023-07-16 19:16:05
200,2800,0.23,Sunny,2018-09-04 04:09:37
394,2011,0.12,Cloudy,2023-10-12 15:55:12
70,529,0.21,Sunny,2020-05-31 08:20:34
305,2160,0.36,Cloudy,2021-07-15 11:19:40
375,989,0.23,Rainy,2018-10-12 22:41:57
82,234,0.31,Rainy,2022-01-14 09:36:59
433,2040,0.22,Rainy,2019-05-28 00:23:55
18,2545,0.26,Rainy,2024-12-16 03:24:21
424,213,0.36,Rainy,2023-04-17 02:17:10
85,431,0.19,Cloudy,2018-11-23 15:54:11
439,1637,0.31,Cloudy,2022-10-04 10:40:54
122,1357,0.29,Rainy,2024-08-29 22:39:30
415,2254,0.2,Cloudy,2019-10-05 11:43:35
170,1078,0.1,Cloudy,2020-05-24 17:33:52
90,249,0.26,Rainy,2018-07-27 06:18:26
274,2892,0.09,Sunny,2022-05-15 17:44:19
242,341,0.31,Rainy,2023-05-09 11:28:19
155,247,0.06,Sunny,2024-12-11 19:31:54
190,1540,0.09,Rainy,2020-08-24 09:56:46
214,1497,0.18,Sunny,2018-04-20 03:23:15
38,2363,0.28,Sunny,2021-06-26 05:03:07
348,1020,0.19,Sunny,2018-07-27 23:50:19
110,2782,0.15,Cloudy,2020-06-11 03:25:20
360,2392,0.38,Cloudy,2022-10-22 09:00:29
276,2187,0.1,Rainy,2018-11-27 07:37:31
393,1999,0.37,Sunny,2020-01-25 20:31:56
60,2798,0.26,Cloudy,2019-09-01 16:10:57
190,2799,0.37,Sunny,2021-10-05 19:37:24
258,549,0.19,Cloudy,2023-05-25 04:16:10
185,2956,0.24,Rainy,2019-07-17 02:24:52
92,888,0.25,Cloudy,2022-10-27 11:04:38
280,156,0.11,Sunny,2019-05-01 08:47:56
385,1888,0.37,Sunny,2023-08-26 07:29:54
302,1953,0.38,Rainy,2024-08-23 10:03:22
306,2792,0.23,Sunny,2019-01-15 11:52:11
434,391,0.06,Rainy,2022-05-28 20:50:38
238,102,0.11,Sunny,2019-09-23 00:35:39
451,1429,0.36,Rainy,2018-09-26 09:22:37
346,2162,0.14,Sunny,2019-04-24 11:05:05
359,2421,0.19,Cloudy,2022-09-21 03:37:59
353,2026,0.26,Cloudy,2021-04-14 12:06:58
257,2574,0.16,Cloudy,2022-04-12 13:54:58
295,1169,0.34,Sunny,2018-12-02 11:54:33
308,2771,0.15,Sunny,2019-01-14 22:26:50
96,1955,0.38,Sunny,2022-11-30 11:42:22
411,295,0.36,Cloudy,2024-09-19 23:24:06
345,2956,0.21,Cloudy,2022-06-26 05:04:23
254,709,0.17,Sunny,2022-06-17 06:06:08
94,1055,0.27,Rainy,2020-10-28 05:50:30
282,1094,0.24,Cloudy,2024-10-29 14:36:47
65,2950,0.24,Sunny,2021-09-10 19:50:14
283,993,0.15,Sunny,2018-05-28 04:15:05
275,2750,0.16,Rainy,2024-04-29 18:39:34
6,597,0.27,Cloudy,2020-09-07 18:56:52
77,2309,0.11,Rainy,2018-03-02 00:25:23
304,1672,0.09,Rainy,2021-08-16 06:14:37
301,2153,0.37,Rainy,2018-01-05 08:04:50
18,1999,0.14,Sunny,2023-01-24 23:58:10
12,1529,0.18,Rainy,2018-11-23 09:36:59
248,2033,0.29,Sunny,2023-03-13 18:58:00
137,2792,0.07,Sunny,2023-11-07 21:26:43
495,1728,0.24,Rainy,2022-06-27 23:50:06
278,1222,0.26,Rainy,2020-12-08 02:50:14
431,413,0.24,Cloudy,2022-12-13 14:19:28
421,2655,0.4,Rainy,2022-10-21 03:47:05
394,859,0.16,Sunny,2024-05-11 14:37:24
58,909,0.4,Cloudy,2019-01-20 22:41:41
181,733,0.28,Cloudy,2023-03-29 00:11:11
264,1227,0.29,Cloudy,2022-06-05 06:49:33
163,2668,0.21,Sunny,2020-08-28 19:19:45
282,2884,0.39,Cloudy,2021-06-18 17:10:09
117,409,0.13,Cloudy,2024-10-07 18:48:50
73,2555,0.15,Rainy,2021-08-27 01:12:12
116,698,0.4,Rainy,2023-03-13 03:22:02
86,2798,0.3,Rainy,2020-09-04 14:57:32
393,856,0.31,Cloudy,2018-01-16 03:40:36
126,1505,0.29,Cloudy,2019-08-09 01:13:31
457,126,0.15,Cloudy,2023-06-12 04:16:28
496,1198,0.1,Sunny,2020-11-23 09:29:28
368,976,0.08,Cloudy,2021-11-02 23:31:29
383,2130,0.19,Sunny,2019-03-18 15:49:18
269,2708,0.37,Cloudy,2024-09-20 04:42:46
190,323,0.23,Cloudy,2023-11-27 15:36:01
70,2072,0.17,Sunny,2020-05-25 18:57:27
265,762,0.2,Rainy,2019-09-07 06:05:27
389,1490,0.1,Sunny,2020-09-17 19:04:28
460,2779,0.09,Cloudy,2022-07-08 01:03:39
439,2688,0.07,Cloudy,2020-07-01 19:28:02
113,1028,0.13,Rainy,2018-09-19 14:17:44
221,780,0.07,Cloudy,2023-09-27 00:16:08
59,439,0.06,Cloudy,2024-01-09 14:10:03
202,178,0.27,Sunny,2018-02-01 15:46:16
151,2407,0.09,Cloudy,2021-03-10 12:42:41
388,2011,0.2,Cloudy,2023-12-29 23:33:51
240,474,0.12,Rainy,2022-05-29 10:05:36
357,1076,0.34,Rainy,2024-09-14 05:04:38
336,2694,0.09,Cloudy,2024-05-25 16:32:55
35,567,0.32,Rainy,2019-09-24 09:06:38
276,1132,0.11,Rainy,2021-06-26 05:59:52
369,1667,0.24,Cloudy,2019-02-11 20:34:54
110,1731,0.17,Sunny,2023-02-16 19:58:23
446,86,0.34,Sunny,2021-08-24 11:54:58
51,1088,0.13,Sunny,2021-06-02 19:31:22
171,2064,0.33,Rainy,2024-01-18 22:24:35
100,1279,0.23,Cloudy,2022-12-10 08:39:37
39,2118,0.13,Sunny,2018-03-07 15:56:06
81,1056,0.27,Cloudy,2018-01-27 10:04:18
173,310,0.08,Rainy,2021-09-25 15:47:51
200,493,0.06,Rainy,2021-02-10 03:37:53
268,934,0.08,Rainy,2024-09-05 13:25:10
53,1569,0.33,Sunny,2022-01-14 22:05:04
318,2993,0.3,Cloudy,2022-07-12 07:11:48
346,773,0.21,Cloudy,2018-01-02 15:48:15
179,2053,0.25,Rainy,2021-07-17 11:57:03
14,495,0.15,Cloudy,2018-08-09 23:59:32
234,2343,0.13,Rainy,2020-03-26 02:25:17
373,263,0.39,Rainy,2023-06-19 00:29:38
94,925,0.11,Cloudy,2021-10-16 18:42:05
43,1968,0.19,Rainy,2023-07-01 14:37:19
288,334,0.24,Rainy,2022-07-01 23:00:36
426,1123,0.18,Sunny,2024-06-25 21:20:22
74,166,0.2,Rainy,2024-09-22 08:27:05
166,283,0.09,Cloudy,2022-02-01 06:27:19
101,116,0.12,Cloudy,2022-08-21 07:11:30
257,2435,0.34,Sunny,2020-12-21 10:30:20
67,1644,0.28,Sunny,2024-01-19 23:00:29
427,126,0.06,Sunny,2022-10-25 20:53:32
101,528,0.21,Cloudy,2024-06-23 07:09:21
333,1896,0.2,Rainy,2019-07-20 05:19:54
144,793,0.35,Rainy,2018-08-14 22:41:29
414,1511,0.3,Cloudy,2022-05-14 04:38:57
393,934,0.24,Rainy,2018-04-24 06:12:00
216,1981,0.38,Sunny,2023-09-08 10:59:24
450,1957,0.05,Cloudy,2023-12-14 12:39:48
345,2587,0.1,Rainy,2020-06-20 01:27:50
492,2371,0.19,Sunny,2024-06-30 03:58:05
239,1301,0.27,Rainy,2020-08-17 22:31:59
352,2200,0.21,Rainy,2019-02-12 02:37:40
136,701,0.11,Cloudy,2024-05-07 13:13:44
322,1147,0.07,Cloudy,2020-03-15 10:02:39
490,99,0.13,Rainy,2019-07-11 09:42:24
233,2363,0.24,Rainy,2019-08-04 14:33:29
48,436,0.09,Cloudy,2022-08-16 13:45:12
457,792,0.15,Rainy,2023-12-29 14:34:25
134,1728,0.16,Sunny,2022-02-19 04:14:11
428,77,0.06,Cloudy,2024-04-18 09:47:03
340,1576,0.36,Rainy,2019-03-24 15:22:25
318,945,0.1,Rainy,2019-08-06 05:22:26
105,965,0.26,Rainy,2018-03-03 18:03:17
284,1519,0.09,Rainy,2023-02-16 21:32:42
450,2580,0.33,Rainy,2023-04-20 05:08:57
229,1778,0.35,Sunny,2019-11-09 02:28:49
164,2096,0.28,Rainy,2023-08-15 04:09:09
1,881,0.28,Rainy,2019-08-23 12:31:15
443,886,0.05,Sunny,2020-06-18 19:58:02
155,2254,0.23,Rainy,2021-07-20 19:43:20
340,1672,0.13,Sunny,2021-08-26 14:17:17
174,1914,0.32,Sunny,2019-09-16 19:04:22
24,260,0.19,Cloudy,2018-08-06 07:13:31
415,1118,0.34,Cloudy,2023-12-09 17:58:34
453,88,0.08,Sunny,2024-10-11 08:47:48
16,2901,0.28,Cloudy,2020-01-03 03:42:15
224,2950,0.37,Cloudy,2018-08-08 11:38:38
449,877,0.34,Rainy,2020-06-13 19:20:03
187,155,0.38,Cloudy,2021-08-26 18:43:57
123,1964,0.12,Cloudy,2020-06-17 16:40:25
385,2184,0.21,Rainy,2018-06-29 14:48:15
7,866,0.1,Rainy,2020-02-22 20:11:23
97,606,0.11,Cloudy,2021-11-05 05:22:23
165,1202,0.35,Rainy,2024-11-14 17:10:13
39,250,0.09,Sunny,2022-06-16 02:33:13
98,394,0.09,Rainy,2020-02-26 05:37:52
413,662,0.2,Cloudy,2020-02-05 20:56:12
319,1869,0.32,Rainy,2021-10-19 05:13:31
273,2092,0.07,Cloudy,2018-12-02 12:38:28
4,1520,0.18,Rainy,2020-03-26 03:15:24
143,1886,0.24,Sunny,2023-06-30 18:16:45
334,2723,0.31,Sunny,2020-05-02 00:28:13
177,1799,0.25,Rainy,2024-01-10 03:25:59
343,2629,0.07,Rainy,2021-04-07 12:31:16
373,176,0.36,Rainy,2024-01-11 04:08:34
264,925,0.06,Rainy,2021-10-31 18:17:06
292,549,0.09,Rainy,2022-05-21 08:45:32
418,2294,0.33,Cloudy,2020-04-16 13:36:12
148,1560,0.4,Sunny,2024-08-21 08:06:24
71,1934,0.13,Cloudy,2021-07-05 19:34:06
422,2085,0.12,Cloudy,2023-01-06 07:59:57
209,2118,0.21,Sunny,2021-02-02 19:45:03
321,2418,0.26,Rainy,2021-01-08 16:07:47
272,943,0.1,Cloudy,2020-07-01 02:09:34
182,2210,0.26,Sunny,2023-01-19 19:56:47
120,192,0.12,Sunny,2020-03-11 05:19:14
140,638,0.4,Cloudy,2024-02-04 22:38:36
170,1538,0.24,Cloudy,2019-10-13 22:12:15
58,968,0.37,Cloudy,2018-10-14 09:33:22
226,696,0.06,Rainy,2021-02-23 12:50:00
437,2387,0.15,Cloudy,2018-07-03 01:55:21
494,1915,0.35,Cloudy,2020-05-26 09:37:22
496,2717,0.07,Sunny,2020-10-19 23:26:30
49,2767,0.26,Sunny,2022-08-12 22:49:34
406,588,0.39,Cloudy,2022-02-25 14:02:57
227,874,0.16,Rainy,2023-03-03 17:33:51
258,2735,0.4,Cloudy,2022-12-06 04:05:58
411,2835,0.12,Sunny,2018-10-13 07:20:40
317,1782,0.08,Sunny,2023-05-24 10:10:54
112,2626,0.19,Rainy,2019-06-03 12:20:05
18,1072,0.36,Cloudy,2019-06-17 10:05:10
454,1257,0.21,Cloudy,2021-08-18 06:32:25
224,673,0.16,Cloudy,2022-05-23 01:26:12
186,284,0.33,Sunny,2020-09-02 20:09:34
286,658,0.07,Rainy,2022-02-26 20:47:37
421,1521,0.36,Cloudy,2018-09-16 02:28:32
57,295,0.31,Rainy,2022-12-04 23:06:27
282,1102,0.12,Cloudy,2021-07-27 01:56:19
395,2565,0.38,Cloudy,2023-07-23 01:34:45
142,386,0.06,Rainy,2020-03-06 18:31:22
155,1941,0.13,Rainy,2021-12-10 22:26:23
474,548,0.1,Rainy,2020-03-17 07:40:57
382,1154,0.14,Cloudy,2023-10-09 19:54:06
235,841,0.3,Rainy,2019-06-17 21:16:42
292,844,0.22,Sunny,2018-03-04 05:38:56
345,51,0.14,Cloudy,2020-02-24 12:19:35
117,2469,0.26,Cloudy,2019-04-02 01:57:56
122,378,0.25,Rainy,2020-03-26 12:09:17
467,1457,0.07,Sunny,2024-09-02 05:36:53
278,2326,0.14,Cloudy,2024-12-07 05:32:20
491,2734,0.19,Sunny,2020-08-11 02:21:17
372,1788,0.24,Cloudy,2019-02-19 11:37:58
123,835,0.3,Cloudy,2019-05-17 17:46:16
184,485,0.12,Cloudy,2018-02-28 17:36:25
488,2270,0.11,Rainy,2019-05-07 20:52:43
112,2042,0.12,Sunny,2021-09-02 19:30:53
11,1589,0.22,Cloudy,2020-06-10 12:14:51
16,139,0.09,Rainy,2021-10-04 15:36:20
456,2812,0.28,Rainy,2023-01-04 03:38:04
212,1089,0.1,Sunny,2023-12-12 05:53:16
203,1379,0.35,Rainy,2019-09-01 20:30:50
140,2181,0.34,Sunny,2020-11-15 16:16:59
32,1736,0.06,Sunny,2022-04-07 02:52:31
16,588,0.32,Sunny,2020-11-05 08:09:07
33,401,0.36,Rainy,2023-04-28 12:46:09
342,1187,0.37,Rainy,2023-03-13 06:37:31
220,2113,0.15,Rainy,2021-11-09 12:08:53
177,1238,0.39,Sunny,2019-07-11 19:14:07
305,1215,0.24,Cloudy,2022-09-11 03:50:08
37,1294,0.12,Rainy,2023-05-05 10:57:11
448,1850,0.36,Cloudy,2022-09-14 17:40:51
375,809,0.1,Sunny,2019-02-07 11:13:24
