product_id,base_price,discount_percent,final_price,units_sold,promotion_flag
15061,1889,41,1115.0,30,Yes
22060,436,21,344.0,15,Yes
23697,5196,55,2338.0,17,Yes
29248,5618,46,3034.0,22,Yes
6550,2944,17,2444.0,39,No
28853,6945,38,4306.0,37,Yes
25654,3302,29,2344.0,33,Yes
6634,211,5,200.0,33,No
11528,6784,18,5563.0,7,No
1360,6120,35,3978.0,22,Yes
7655,1956,34,1291.0,5,Yes
25269,2028,35,1318.0,17,Yes
28859,7242,48,3766.0,32,Yes
16133,878,46,474.0,39,Yes
13727,7305,2,7159.0,7,No
27351,6947,30,4863.0,28,Yes
196,1632,24,1240.0,27,Yes
6190,6024,34,3976.0,14,Yes
8760,2010,24,1528.0,35,Yes
9291,2634,29,1870.0,30,Yes
29503,3733,28,2688.0,17,Yes
24825,1528,28,1100.0,24,Yes
3213,2505,21,1979.0,10,Yes
1571,4773,14,4105.0,24,No
17519,5981,33,4007.0,30,Yes
16125,6701,44,3753.0,14,Yes
16986,2573,59,1055.0,31,Yes
10498,7465,46,4031.0,32,Yes
6836,3150,21,2488.0,13,Yes
28318,4367,52,2096.0,33,Yes
24635,4392,29,3118.0,10,Yes
24077,3623,58,1522.0,37,Yes
6063,3925,22,3062.0,36,Yes
24576,2477,26,1833.0,27,Yes
2821,3960,6,3722.0,39,No
28155,1103,37,695.0,22,Yes
21959,7923,21,6259.0,34,Yes
10191,6479,15,5507.0,31,No
2839,4362,12,3839.0,20,No
8222,5248,33,3516.0,6,Yes
15800,5778,12,5085.0,20,No
850,7371,48,3833.0,17,Yes
1284,1214,33,813.0,36,Yes
4224,3060,45,1683.0,11,Yes
2307,471,16,396.0,31,No
21819,5146,26,3808.0,12,Yes
1017,4071,31,2809.0,27,Yes
24266,7311,11,6507.0,16,No
3146,7118,6,6691.0,27,No
29663,2057,12,1810.0,8,No
2480,7108,58,2985.0,24,Yes
76,3233,18,2651.0,3,No
11176,1531,17,1271.0,10,No
4754,2737,24,2080.0,26,Yes
7641,6561,5,6233.0,37,No
18033,239,0,239.0,5,No
1715,7323,2,7177.0,37,No
2563,2062,23,1588.0,11,Yes
29714,5959,14,5125.0,5,No
18299,911,24,692.0,17,Yes
7401,6205,6,5833.0,21,No
29072,3370,6,3168.0,29,No
3901,886,45,487.0,31,Yes
6250,1210,7,1125.0,8,No
2817,4115,57,1769.0,30,Yes
12491,2591,21,2047.0,39,Yes
6232,2546,38,1579.0,19,Yes
17969,6419,12,5649.0,33,No
3425,5518,9,5021.0,27,No
22204,6887,36,4408.0,7,Yes
17453,3934,19,3187.0,13,No
19876,6907,59,2832.0,33,Yes
14053,5785,52,2777.0,36,Yes
16588,7181,12,6319.0,21,No
3094,7847,47,4159.0,4,Yes
801,5345,5,5078.0,29,No
5463,5188,42,3009.0,28,Yes
23918,3313,17,2750.0,19,No
853,7866,49,4012.0,6,Yes
2716,7923,34,5229.0,13,Yes
11088,2338,3,2268.0,5,No
22714,1101,2,1079.0,21,No
28265,7331,49,3739.0,26,Yes
26629,7872,27,5747.0,1,Yes
13150,3637,46,1964.0,9,Yes
16455,3788,23,2917.0,1,Yes
17070,3647,24,2772.0,12,Yes
1803,1627,29,1155.0,3,Yes
17737,5921,14,5092.0,16,No
28024,7903,6,7429.0,7,No
15982,7029,54,3233.0,25,Yes
15047,2424,6,2279.0,33,No
15284,5525,7,5138.0,33,No
17873,1451,46,784.0,7,Yes
5220,5491,18,4503.0,2,No
3546,1597,33,1070.0,38,Yes
13568,6656,25,4992.0,17,Yes
19778,4299,13,3740.0,29,No
23871,3710,5,3524.0,20,No
26381,960,8,883.0,16,No
10176,2044,8,1880.0,7,No
13814,1917,41,1131.0,10,Yes
11330,4703,16,3951.0,35,No
17895,6331,26,4685.0,5,Yes
3207,5193,58,2181.0,32,Yes
28874,3669,56,1614.0,18,Yes
13377,7219,29,5125.0,19,Yes
25645,6549,1,6484.0,21,No
389,4000,17,3320.0,31,No
2461,6175,10,5558.0,19,No
8484,2663,35,1731.0,30,Yes
8983,4395,54,2022.0,1,Yes
9055,6740,46,3640.0,23,Yes
28075,902,51,442.0,31,Yes
4696,2323,49,1185.0,26,Yes
12039,5920,56,2605.0,12,Yes
9103,996,43,568.0,1,Yes
26252,2845,51,1394.0,8,Yes
11126,5184,17,4303.0,24,No
29783,701,1,694.0,8,No
16556,6508,38,4035.0,36,Yes
19152,4298,26,3181.0,1,Yes
10074,6824,33,4572.0,36,Yes
9765,864,43,492.0,24,Yes
10656,7131,48,3708.0,4,Yes
8966,7915,17,6569.0,5,No
25982,1730,22,1349.0,1,Yes
28003,5756,33,3857.0,35,Yes
10363,5677,45,3122.0,6,Yes
6961,3494,56,1537.0,18,Yes
22813,6928,38,4295.0,5,Yes
13109,4562,34,3011.0,12,Yes
3195,532,38,330.0,27,Yes
18020,619,59,254.0,13,Yes
20975,6233,23,4799.0,13,Yes
28697,3584,26,2652.0,21,Yes
91,775,20,620.0,10,No
22083,2728,3,2646.0,6,No
2405,1336,56,588.0,11,Yes
10557,526,13,458.0,5,No
26839,2005,33,1343.0,9,Yes
29762,558,11,497.0,30,No
4036,3155,49,1609.0,20,Yes
23519,4954,57,2130.0,39,Yes
24675,7480,32,5086.0,15,Yes
12747,2427,28,1747.0,33,Yes
6642,4559,37,2872.0,12,Yes
23420,7551,48,3927.0,32,Yes
5529,380,44,213.0,14,Yes
7828,5689,33,3812.0,6,Yes
23991,2846,36,1821.0,20,Yes
26651,6309,30,4416.0,32,Yes
15983,854,8,786.0,28,No
2312,1689,20,1351.0,21,No
23337,674,28,485.0,10,Yes
22116,6635,3,6436.0,33,No
12326,4031,51,1975.0,16,Yes
18094,5922,43,3376.0,13,Yes
7860,1542,17,1280.0,6,No
18534,5686,24,4321.0,28,Yes
17388,5328,26,3943.0,8,Yes
22881,3964,58,1665.0,21,Yes
3280,6992,9,6363.0,18,No
27890,2160,45,1188.0,21,Yes
5477,3157,45,1736.0,5,Yes
22092,5254,31,3625.0,37,Yes
20057,7623,24,5793.0,3,Yes
25836,1792,30,1254.0,17,Yes
20364,3962,59,1624.0,7,Yes
17338,7877,28,5671.0,4,Yes
20476,7124,16,5984.0,16,No
19523,4305,45,2368.0,27,Yes
16614,807,55,363.0,35,Yes
15598,3349,49,1708.0,11,Yes
18970,334,36,214.0,29,Yes
1943,5309,45,2920.0,39,Yes
26852,7749,43,4417.0,9,Yes
24389,6449,19,5224.0,9,No
7468,788,5,749.0,18,No
26306,4637,0,4637.0,31,No
19550,3127,23,2408.0,5,Yes
12864,7784,11,6928.0,39,No
7577,4601,38,2853.0,5,Yes
20421,6019,1,5959.0,13,No
17861,5598,54,2575.0,22,Yes
5684,3355,31,2315.0,23,Yes
12916,3670,8,3376.0,33,No
14158,1531,34,1010.0,32,Yes
28889,2255,43,1285.0,21,Yes
2154,6482,23,4991.0,7,Yes
27153,6451,16,5419.0,5,No
7472,3975,36,2544.0,32,Yes
8665,3277,29,2327.0,1,Yes
11828,2061,18,1690.0,32,No
16082,2709,20,2167.0,19,No
9334,2823,46,1524.0,37,Yes
26570,4449,57,1913.0,18,Yes
26522,529,49,270.0,23,Yes
15026,3739,24,2842.0,11,Yes
9167,7245,27,5289.0,30,Yes
6344,877,31,605.0,35,Yes
2014,1657,21,1309.0,8,Yes
29050,2983,20,2386.0,22,No
10781,4038,38,2504.0,36,Yes
15039,4573,13,3979.0,24,No
13287,5601,10,5041.0,14,No
13500,2697,16,2265.0,15,No
7646,3958,41,2335.0,31,Yes
16907,5273,50,2636.0,13,Yes
62,1848,31,1275.0,29,Yes
15547,6053,52,2905.0,9,Yes
9892,1869,25,1402.0,27,Yes
15878,7252,6,6817.0,30,No
15812,4357,16,3660.0,9,No
21730,1523,17,1264.0,35,No
21321,3956,47,2097.0,35,Yes
14393,4669,18,3829.0,15,No
936,7620,7,7087.0,29,No
5771,6249,36,3999.0,9,Yes
1150,4190,22,3268.0,2,Yes
8757,4041,36,2586.0,20,Yes
25108,2309,49,1178.0,22,Yes
25027,2449,25,1837.0,5,Yes
1346,2018,58,848.0,36,Yes
18003,5567,53,2616.0,29,Yes
10360,5922,30,4145.0,1,Yes
5425,2705,50,1352.0,31,Yes
21015,7126,2,6983.0,38,No
20723,1722,26,1274.0,29,Yes
18909,2526,54,1162.0,12,Yes
28993,206,50,103.0,1,Yes
25020,5097,0,5097.0,35,No
2726,3966,14,3411.0,7,No
1373,3241,56,1426.0,2,Yes
28607,3542,43,2019.0,19,Yes
25639,644,46,348.0,11,Yes
1547,3761,33,2520.0,3,Yes
24473,7360,59,3018.0,4,Yes
5787,2296,7,2135.0,36,No
18555,3487,7,3243.0,24,No
16879,3373,28,2429.0,12,Yes
6108,4977,18,4081.0,9,No
18320,6191,11,5510.0,7,No
5520,2960,5,2812.0,32,No
12800,2356,33,1579.0,30,Yes
512,7939,1,7860.0,34,No
27859,7212,38,4471.0,34,Yes
10522,5542,8,5099.0,11,No
9788,966,57,415.0,34,Yes
4493,4395,44,2461.0,3,Yes
23892,3977,5,3778.0,34,No
1229,6458,16,5425.0,5,No
1251,3451,10,3106.0,12,No
21623,5485,2,5375.0,2,No
7515,2488,28,1791.0,34,Yes
28735,2374,4,2279.0,20,No
14108,3869,20,3095.0,18,No
4400,995,16,836.0,11,No
26039,2908,9,2646.0,15,No
8658,5661,56,2491.0,15,Yes
10586,5436,34,3588.0,33,Yes
13435,1604,42,930.0,15,Yes
22350,6740,53,3168.0,23,Yes
15771,6979,54,3210.0,12,Yes
29850,7688,6,7227.0,27,No
179,657,31,453.0,29,Yes
5093,4958,51,2429.0,13,Yes
20885,4651,35,3023.0,28,Yes
13178,3090,43,1761.0,9,Yes
8336,4856,7,4516.0,34,No
5659,2365,55,1064.0,11,Yes
10427,3324,31,2294.0,3,Yes
27956,398,30,279.0,25,Yes
18798,6428,38,3985.0,2,Yes
21865,4018,8,3697.0,17,No
3202,2394,56,1053.0,14,Yes
17514,6732,19,5453.0,26,No
3125,520,28,374.0,19,Yes
11271,4376,9,3982.0,13,No
22983,3926,21,3102.0,3,Yes
14941,5760,43,3283.0,32,Yes
22933,4159,50,2080.0,4,Yes
16152,537,25,403.0,29,Yes
9217,4568,19,3700.0,21,No
12677,3156,37,1988.0,5,Yes
781,4561,45,2509.0,15,Yes
25327,4658,12,4099.0,22,No
26419,2488,14,2140.0,31,No
2014,5000,44,2800.0,28,Yes
24226,1215,38,753.0,28,Yes
20124,933,48,485.0,14,Yes
13254,1243,53,584.0,22,Yes
9101,7954,52,3818.0,34,Yes
15027,4794,23,3691.0,13,Yes
25069,4797,33,3214.0,24,Yes
10066,2837,20,2270.0,36,No
26948,5561,15,4727.0,27,No
8688,7167,52,3440.0,7,Yes
8067,6843,57,2942.0,30,Yes
20415,4255,24,3234.0,38,Yes
19895,6879,43,3921.0,39,Yes
24326,592,6,556.0,30,No
9823,457,11,407.0,5,No
23190,6687,27,4882.0,20,Yes
29069,6466,30,4526.0,39,Yes
12462,3893,26,2881.0,14,Yes
4346,1081,38,670.0,23,Yes
9218,5977,40,3586.0,13,Yes
7186,5120,56,2253.0,14,Yes
18418,3618,10,3256.0,28,No
26500,7013,15,5961.0,21,No
28643,2477,47,1313.0,39,Yes
24623,1525,25,1144.0,39,Yes
7636,6451,16,5419.0,19,No
20690,5104,14,4389.0,10,No
3778,2853,2,2796.0,13,No
1832,5134,6,4826.0,28,No
5159,1603,54,737.0,11,Yes
9637,769,38,477.0,26,Yes
26609,2642,44,1480.0,10,Yes
4853,6712,34,4430.0,8,Yes
14049,4571,1,4525.0,18,No
7901,1662,15,1413.0,11,No
26982,3306,58,1389.0,7,Yes
12160,2811,57,1209.0,8,Yes
16904,4559,14,3921.0,36,No
23838,5409,56,2380.0,24,Yes
25897,6690,44,3746.0,15,Yes
21363,2684,1,2657.0,27,No
5285,3616,4,3471.0,11,No
26454,3432,46,1853.0,12,Yes
25880,4572,10,4115.0,31,No
15972,2389,33,1601.0,39,Yes
21773,1766,46,954.0,7,Yes
25297,6913,6,6498.0,24,No
321,4531,5,4304.0,5,No
1440,2499,26,1849.0,12,Yes
22666,7625,29,5414.0,23,Yes
11848,5692,35,3700.0,35,Yes
21132,5086,21,4018.0,12,Yes
17742,6432,8,5917.0,22,No
20543,6962,25,5222.0,30,Yes
11348,399,18,327.0,30,No
12913,463,14,398.0,2,No
12567,3084,18,2529.0,14,No
25103,1660,29,1179.0,34,Yes
24997,2666,23,2053.0,34,Yes
26625,2495,43,1422.0,21,Yes
3786,7091,51,3475.0,2,Yes
22629,6377,43,3635.0,8,Yes
2339,3015,57,1296.0,38,Yes
21069,6020,33,4033.0,2,Yes
6115,7209,45,3965.0,16,Yes
16665,3925,57,1688.0,31,Yes
20278,4932,51,2417.0,21,Yes
7028,4825,3,4680.0,11,No
9238,2315,44,1296.0,32,Yes
26872,6547,41,3863.0,12,Yes
12213,3414,10,3073.0,38,No
25455,2376,12,2091.0,6,No
6192,6243,18,5119.0,6,No
27697,7232,43,4122.0,14,Yes
11843,6266,44,3509.0,26,Yes
14812,2635,1,2609.0,23,No
28500,4237,56,1864.0,15,Yes
8789,3176,30,2223.0,23,Yes
27722,7168,13,6236.0,34,No
8682,5393,52,2589.0,7,Yes
17252,6937,51,3399.0,6,Yes
8595,3682,34,2430.0,21,Yes
17184,5880,50,2940.0,13,Yes
28737,1339,45,736.0,37,Yes
19589,4988,30,3492.0,30,Yes
13530,1972,1,1952.0,17,No
25930,3528,5,3352.0,10,No
29104,200,57,86.0,38,Yes
15061,5743,28,4135.0,29,Yes
3193,3913,40,2348.0,9,Yes
6177,5852,40,3511.0,30,Yes
12676,800,31,552.0,3,Yes
16333,2344,23,1805.0,30,Yes
24917,5919,29,4202.0,22,Yes
26045,5083,55,2287.0,27,Yes
4097,940,9,855.0,10,No
8413,6845,34,4518.0,22,Yes
9880,5694,59,2335.0,28,Yes
6423,3509,33,2351.0,9,Yes
29400,6806,36,4356.0,30,Yes
5422,2280,58,958.0,37,Yes
16084,5117,54,2354.0,14,Yes
15132,7080,41,4177.0,5,Yes
9808,7048,58,2960.0,11,Yes
11867,1680,42,974.0,29,Yes
15658,3190,15,2712.0,37,No
25827,1605,45,883.0,31,Yes
24366,7658,11,6816.0,1,No
16984,1296,25,972.0,18,Yes
22970,7092,35,4610.0,20,Yes
17925,2393,58,1005.0,6,Yes
5324,7370,28,5306.0,6,Yes
22461,4606,47,2441.0,2,Yes
12140,1206,44,675.0,20,Yes
14185,4542,4,4360.0,2,No
27823,2829,52,1358.0,8,Yes
2037,7257,1,7184.0,21,No
6992,2194,26,1624.0,18,Yes
5662,1323,52,635.0,36,Yes
16487,7404,31,5109.0,4,Yes
12831,2017,33,1351.0,16,Yes
8491,2894,40,1736.0,18,Yes
7453,1767,35,1149.0,8,Yes
5045,5415,19,4386.0,2,No
12479,3833,15,3258.0,3,No
19048,1732,53,814.0,20,Yes
4097,6933,5,6586.0,30,No
16534,6204,9,5646.0,25,No
14351,6118,21,4833.0,3,Yes
16418,7355,20,5884.0,7,No
11622,3323,11,2957.0,21,No
1638,7974,28,5741.0,24,Yes
11353,7716,36,4938.0,38,Yes
17353,2127,53,1000.0,1,Yes
13997,1499,10,1349.0,32,No
1865,6497,26,4808.0,29,Yes
29269,5961,57,2563.0,12,Yes
26395,6845,6,6434.0,6,No
19254,1743,57,749.0,34,Yes
11189,556,59,228.0,15,Yes
18052,6576,52,3156.0,16,Yes
1528,1695,12,1492.0,17,No
2149,496,3,481.0,31,No
28021,1289,42,748.0,7,Yes
363,3307,54,1521.0,21,Yes
18835,7421,4,7124.0,38,No
11687,6071,41,3582.0,20,Yes
12068,4831,43,2754.0,2,Yes
9594,1474,55,663.0,17,Yes
23909,720,22,562.0,4,Yes
19214,2149,9,1956.0,5,No
18430,684,32,465.0,15,Yes
13464,6423,36,4111.0,9,Yes
10792,2801,5,2661.0,17,No
5141,5515,20,4412.0,17,No
25846,3165,37,1994.0,39,Yes
20444,5905,47,3130.0,16,Yes
8017,5473,55,2463.0,14,Yes
26976,3372,7,3136.0,36,No
8367,3732,9,3396.0,4,No
24713,2533,53,1191.0,12,Yes
26870,4415,51,2163.0,19,Yes
19220,5097,53,2396.0,14,Yes
21543,6914,35,4494.0,1,Yes
23075,1313,57,565.0,30,Yes
21791,3852,56,1695.0,26,Yes
5716,6689,9,6087.0,15,No
3363,565,38,350.0,21,Yes
7159,1155,25,866.0,3,Yes
11315,818,29,581.0,6,Yes
19388,403,31,278.0,28,Yes
15525,6741,48,3505.0,8,Yes
4735,3851,41,2272.0,16,Yes
13118,1450,22,1131.0,6,Yes
4548,802,53,377.0,10,Yes
15641,7773,32,5286.0,16,Yes
21162,5989,8,5510.0,4,No
10302,4564,16,3834.0,10,No
11111,2862,40,1717.0,39,Yes
591,6164,53,2897.0,39,Yes
25328,4037,4,3876.0,29,No
1446,6529,3,6333.0,2,No
6685,2975,0,2975.0,30,No
15576,443,35,288.0,33,Yes
16289,6672,35,4337.0,35,Yes
17640,2796,43,1594.0,24,Yes
3938,7066,24,5370.0,33,Yes
6807,2605,49,1329.0,8,Yes
14808,6048,23,4657.0,19,Yes
25261,4476,37,2820.0,33,Yes
9152,3913,48,2035.0,39,Yes
13277,843,53,396.0,1,Yes
1062,3153,15,2680.0,16,No
28302,4695,41,2770.0,18,Yes
7883,7151,58,3003.0,18,Yes
20610,7986,51,3913.0,34,Yes
3032,7989,2,7829.0,38,No
16155,1748,33,1171.0,30,Yes
25565,3138,48,1632.0,36,Yes
7848,2326,34,1535.0,38,Yes
23770,7314,51,3584.0,3,Yes
24262,4326,9,3937.0,34,No
5578,4889,14,4205.0,22,No
23891,7797,39,4756.0,19,Yes
13633,7572,55,3407.0,12,Yes
12363,7135,52,3425.0,32,Yes
21966,1029,46,556.0,36,Yes
29279,5716,33,3830.0,35,Yes
9398,4348,43,2478.0,32,Yes
21058,2904,11,2585.0,14,No
22137,4178,51,2047.0,32,Yes
4024,4276,16,3592.0,20,No
18375,7768,17,6447.0,4,No
9439,4465,16,3751.0,23,No
25983,805,7,749.0,32,No
12805,7769,38,4817.0,13,Yes
19122,487,49,248.0,10,Yes
6055,5666,37,3570.0,22,Yes
17461,7572,1,7496.0,10,No
5674,769,21,608.0,28,Yes
24249,5340,8,4913.0,27,No
20965,1311,0,1311.0,11,No
12492,3016,30,2111.0,10,Yes
15882,1405,8,1293.0,16,No
10136,5178,5,4919.0,19,No
29659,2741,58,1151.0,35,Yes
1183,3414,18,2799.0,14,No
23606,7104,37,4476.0,31,Yes
9960,6091,39,3716.0,13,Yes
13727,3778,32,2569.0,28,Yes
7054,5847,28,4210.0,36,Yes
11993,4437,46,2396.0,29,Yes
14149,7819,20,6255.0,5,No
14788,5936,6,5580.0,16,No
10036,7303,24,5550.0,29,Yes
6093,1767,33,1184.0,28,Yes
22417,360,21,284.0,27,Yes
29944,6268,42,3635.0,29,Yes
12186,3884,46,2097.0,15,Yes
27333,1174,46,634.0,17,Yes
18584,5074,35,3298.0,26,Yes
24077,3340,59,1369.0,35,Yes
18196,6161,17,5114.0,23,No
28472,7199,16,6047.0,39,No
22366,1192,37,751.0,36,Yes
11588,353,30,247.0,18,Yes
26280,3023,21,2388.0,27,Yes
18817,4470,27,3263.0,29,Yes
22297,3460,14,2976.0,27,No
17821,4451,18,3650.0,7,No
19840,1069,38,663.0,39,Yes
27802,2695,44,1509.0,7,Yes
23987,1428,24,1085.0,9,Yes
9347,2833,36,1813.0,38,Yes
22714,3316,6,3117.0,34,No
9331,5410,56,2380.0,33,Yes
23467,2291,52,1100.0,2,Yes
13750,861,45,474.0,29,Yes
19846,7773,31,5363.0,36,Yes
11677,7605,22,5932.0,16,Yes
11625,5465,50,2732.0,15,Yes
2180,3487,45,1918.0,11,Yes
5495,6294,2,6168.0,4,No
2840,501,14,431.0,24,No
13481,2946,34,1944.0,24,Yes
24859,3993,43,2276.0,15,Yes
26783,7494,44,4197.0,23,Yes
23604,2568,9,2337.0,39,No
24086,7673,43,4374.0,35,Yes
408,5429,53,2552.0,24,Yes
28392,2145,20,1716.0,1,No
8993,937,11,834.0,18,No
13340,7633,43,4351.0,37,Yes
12405,5300,46,2862.0,11,Yes
22640,2133,55,960.0,16,Yes
24469,3936,56,1732.0,22,Yes
18209,4814,32,3274.0,10,Yes
9613,6265,57,2694.0,1,Yes
24315,2216,34,1463.0,14,Yes
19412,829,57,356.0,18,Yes
14404,5465,44,3060.0,24,Yes
5657,7216,43,4113.0,10,Yes
21431,1417,39,864.0,21,Yes
23032,3595,57,1546.0,8,Yes
27874,5011,55,2255.0,32,Yes
2289,2938,5,2791.0,23,No
9576,5436,49,2772.0,24,Yes
13114,1950,21,1540.0,39,Yes
27853,3562,21,2814.0,4,Yes
13455,1635,13,1422.0,7,No
2643,1702,3,1651.0,21,No
14402,2436,21,1924.0,13,Yes
25772,4568,44,2558.0,28,Yes
18778,4533,59,1859.0,1,Yes
5978,1589,52,763.0,35,Yes
10125,826,47,438.0,4,Yes
22220,3700,32,2516.0,6,Yes
14018,2010,55,904.0,28,Yes
1417,1533,53,721.0,32,Yes
10383,3292,35,2140.0,10,Yes
16462,7936,38,4920.0,30,Yes
1441,2922,43,1666.0,16,Yes
23022,547,48,284.0,12,Yes
17577,606,13,527.0,6,No
10513,6851,43,3905.0,26,Yes
27590,4563,12,4015.0,10,No
19848,5552,0,5552.0,35,No
1912,4746,42,2753.0,11,Yes
17159,1953,17,1621.0,20,No
10227,6457,49,3293.0,20,Yes
12144,941,42,546.0,36,Yes
13543,3088,9,2810.0,3,No
26536,7766,18,6368.0,9,No
22936,5765,30,4035.0,19,Yes
28324,2781,28,2002.0,20,Yes
1631,6871,41,4054.0,11,Yes
13561,5420,18,4444.0,29,No
29739,5519,29,3918.0,21,Yes
1063,2104,18,1725.0,21,No
8374,3802,28,2737.0,18,Yes
5433,2093,48,1088.0,14,Yes
6552,7419,49,3784.0,3,Yes
18718,1191,9,1084.0,26,No
13210,4904,18,4021.0,18,No
3721,215,23,166.0,20,Yes
27379,1300,56,572.0,31,Yes
25703,1810,52,869.0,12,Yes
27667,6583,43,3752.0,31,Yes
27597,7813,31,5391.0,27,Yes
15512,5718,47,3031.0,22,Yes
3462,6275,46,3388.0,37,Yes
7865,5271,38,3268.0,13,Yes
18262,473,26,350.0,21,Yes
2092,5937,15,5046.0,31,No
4480,4474,18,3669.0,3,No
15426,4078,28,2936.0,4,Yes
24970,5565,4,5342.0,24,No
22959,4982,51,2441.0,17,Yes
6318,3223,53,1515.0,39,Yes
11018,7416,12,6526.0,34,No
18790,4099,34,2705.0,28,Yes
27440,5495,55,2473.0,18,Yes
1968,375,36,240.0,22,Yes
23523,2720,0,2720.0,32,No
26083,5987,8,5508.0,7,No
22431,5241,13,4560.0,10,No
1332,648,2,635.0,34,No
3635,1701,6,1599.0,30,No
27945,3181,14,2736.0,29,No
25370,2943,37,1854.0,33,Yes
10577,4551,19,3686.0,18,No
4603,5632,35,3661.0,24,Yes
12076,6380,5,6061.0,9,No
16861,1634,1,1618.0,16,No
7307,470,48,244.0,39,Yes
16913,3150,56,1386.0,32,Yes
517,3411,41,2012.0,30,Yes
9404,6268,32,4262.0,28,Yes
18598,5538,31,3821.0,4,Yes
7921,3358,56,1478.0,37,Yes
18305,4701,38,2915.0,36,Yes
12185,7911,46,4272.0,16,Yes
1641,5456,53,2564.0,30,Yes
18847,5787,47,3067.0,10,Yes
11643,7019,16,5896.0,19,No
5157,2356,41,1390.0,17,Yes
15905,1438,30,1007.0,4,Yes
15020,6131,52,2943.0,35,Yes
11600,6134,7,5705.0,37,No
23859,7421,13,6456.0,17,No
8770,2237,21,1767.0,16,Yes
6302,1301,48,677.0,26,Yes
28529,4793,31,3307.0,32,Yes
18264,6189,34,4085.0,33,Yes
2713,2148,52,1031.0,33,Yes
16409,1674,44,937.0,6,Yes
5763,4372,23,3366.0,34,Yes
8959,2408,24,1830.0,34,Yes
22593,2858,50,1429.0,1,Yes
3720,4382,13,3812.0,18,No
11655,1234,38,765.0,28,Yes
26851,2615,1,2589.0,15,No
13197,3675,16,3087.0,36,No
1770,2671,18,2190.0,16,No
24607,7165,8,6592.0,37,No
19052,7261,36,4647.0,24,Yes
25601,7934,58,3332.0,25,Yes
18760,5392,31,3720.0,35,Yes
6555,4382,36,2804.0,30,Yes
28124,2202,30,1541.0,26,Yes
7879,4623,38,2866.0,5,Yes
29425,3706,34,2446.0,2,Yes
13529,5869,26,4343.0,35,Yes
23474,3276,50,1638.0,17,Yes
8900,1626,6,1528.0,18,No
28018,7173,55,3228.0,38,Yes
28650,2392,32,1627.0,22,Yes
3606,6307,7,5866.0,12,No
20444,654,5,621.0,35,No
10363,7191,5,6831.0,35,No
28456,5866,42,3402.0,12,Yes
13773,4154,47,2202.0,23,Yes
12683,4563,43,2601.0,18,Yes
7335,3716,27,2713.0,36,Yes
4165,7919,36,5068.0,27,Yes
2679,7533,24,5725.0,11,Yes
3373,4649,14,3998.0,34,No
23402,1921,18,1575.0,18,No
28690,3582,49,1827.0,23,Yes
13976,1387,55,624.0,39,Yes
948,7966,32,5417.0,9,Yes
28348,734,13,639.0,17,No
11971,1498,23,1153.0,34,Yes
4902,7161,7,6660.0,38,No
2270,5178,36,3314.0,7,Yes
7822,4158,0,4158.0,33,No
2469,6662,36,4264.0,38,Yes
8269,4216,45,2319.0,17,Yes
18465,5046,26,3734.0,24,Yes
29557,3150,19,2552.0,28,No
3698,4547,14,3910.0,31,No
13781,5685,57,2445.0,13,Yes
28956,5328,27,3889.0,9,Yes
28629,5919,41,3492.0,36,Yes
22160,4810,28,3463.0,17,Yes
6284,7706,12,6781.0,7,No
7805,4364,22,3404.0,23,Yes
21212,5546,27,4049.0,14,Yes
12033,5994,0,5994.0,3,No
5944,638,59,262.0,5,Yes
8883,1180,6,1109.0,9,No
23338,867,7,806.0,17,No
22863,6752,26,4996.0,7,Yes
13828,1027,15,873.0,34,No
21872,3342,1,3309.0,3,No
21763,1159,24,881.0,36,Yes
7645,2670,7,2483.0,16,No
11999,3179,42,1844.0,31,Yes
13918,5887,51,2885.0,38,Yes
17230,5350,40,3210.0,6,Yes
17668,2481,0,2481.0,35,No
19821,5261,6,4945.0,27,No
5885,7065,24,5369.0,20,Yes
18507,7592,57,3265.0,38,Yes
4602,2122,0,2122.0,27,No
8822,3346,59,1372.0,9,Yes
17290,5825,33,3903.0,3,Yes
8452,6235,38,3866.0,11,Yes
8153,6795,17,5640.0,6,No
11516,7240,33,4851.0,12,Yes
15225,7117,28,5124.0,16,Yes
8883,6723,19,5446.0,2,No
27211,3447,48,1792.0,36,Yes
28142,1669,1,1652.0,9,No
24544,1308,11,1164.0,38,No
20639,5805,8,5341.0,27,No
27579,367,11,327.0,36,No
7147,5064,40,3038.0,10,Yes
6635,5321,7,4949.0,1,No
13353,3514,35,2284.0,3,Yes
15241,4466,34,2948.0,18,Yes
10013,688,28,495.0,35,Yes
3818,4415,2,4327.0,21,No
19398,4572,1,4526.0,13,No
20112,6021,9,5479.0,23,No
6874,6437,58,2704.0,26,Yes
2620,6334,23,4877.0,29,Yes
14178,7380,56,3247.0,18,Yes
8129,5547,55,2496.0,5,Yes
29483,5678,29,4031.0,13,Yes
28023,973,24,739.0,27,Yes
20433,883,59,362.0,25,Yes
4505,5336,35,3468.0,35,Yes
29009,7534,31,5198.0,6,Yes
4221,4819,47,2554.0,36,Yes
14538,2914,59,1195.0,38,Yes
26370,6239,40,3743.0,39,Yes
12773,5585,34,3686.0,35,Yes
29993,4375,40,2625.0,8,Yes
29189,1776,16,1492.0,5,No
12498,1959,42,1136.0,30,Yes
17521,3080,22,2402.0,24,Yes
28258,7856,24,5971.0,9,Yes
17134,7321,41,4319.0,16,Yes
25021,6535,0,6535.0,12,No
