product_id,warehouse_id,current_stock,reorder_level,stock_status,last_updated
27159,96,373,172,Sufficient,2021-06-07 15:45:35
6346,147,455,150,Sufficient,2019-08-11 03:13:15
19327,166,11,149,Reorder,2023-09-15 22:13:07
25451,125,835,126,Sufficient,2018-11-26 00:49:43
21549,172,277,176,Sufficient,2023-01-24 19:55:01
21081,89,472,140,Sufficient,2022-08-13 22:14:53
9348,156,563,175,Sufficient,2020-12-06 05:39:51
11549,117,727,247,Sufficient,2018-12-26 02:17:14
9903,71,240,239,Sufficient,2018-11-13 01:32:08
26109,10,265,254,Sufficient,2023-03-10 16:24:17
7555,153,949,232,Sufficient,2021-12-12 02:37:31
27376,133,82,168,Reorder,2019-10-31 05:14:32
24364,93,217,131,Sufficient,2020-04-19 19:16:39
9507,123,903,129,Sufficient,2018-01-24 12:46:58
21599,198,654,126,Sufficient,2020-11-09 14:53:07
26180,77,139,178,Reorder,2018-01-30 02:54:14
29363,7,194,299,Reorder,2020-06-28 15:28:15
13589,125,823,206,Sufficient,2021-03-17 06:57:03
7252,181,15,152,Reorder,2021-08-11 14:27:35
7713,93,183,280,Reorder,2019-05-22 20:33:09
15647,89,220,235,Reorder,2019-04-17 05:13:32
27188,181,885,284,Sufficient,2023-10-16 16:30:14
14086,194,933,259,Sufficient,2022-05-16 14:56:38
23384,140,379,295,Sufficient,2018-10-04 19:11:51
8721,134,646,179,Sufficient,2024-02-08 15:58:01
794,133,327,106,Sufficient,2021-01-10 12:37:45
6906,65,685,137,Sufficient,2019-02-08 18:19:07
15314,50,435,230,Sufficient,2024-05-19 11:58:04
809,188,433,192,Sufficient,2019-10-15 19:51:26
21490,157,908,230,Sufficient,2022-11-14 21:04:10
22910,9,251,139,Sufficient,2024-07-15 21:07:16
22834,121,803,235,Sufficient,2019-09-09 08:56:52
12536,102,464,169,Sufficient,2024-04-11 02:29:18
5726,50,318,195,Sufficient,2021-02-03 19:24:12
18566,119,900,153,Sufficient,2023-01-06 19:54:35
17483,199,619,221,Sufficient,2022-12-17 23:11:20
6364,21,963,181,Sufficient,2020-08-17 13:30:57
24008,15,902,146,Sufficient,2022-08-10 13:17:51
24263,104,22,105,Reorder,2018-07-10 11:56:39
22661,173,899,136,Sufficient,2019-01-27 06:31:21
14832,173,936,126,Sufficient,2024-05-22 15:06:38
9662,87,932,115,Sufficient,2018-11-20 04:50:56
21227,62,944,153,Sufficient,2023-11-12 08:41:25
17856,124,717,253,Sufficient,2019-03-06 03:25:34
4497,171,448,299,Sufficient,2022-05-31 00:08:14
19920,27,516,149,Sufficient,2024-06-28 16:34:15
26925,95,235,141,Sufficient,2024-08-13 15:13:48
2549,190,302,200,Sufficient,2023-02-20 22:29:18
11603,134,338,111,Sufficient,2022-07-05 04:18:24
17857,91,351,145,Sufficient,2022-04-02 14:47:35
27394,7,584,285,Sufficient,2023-11-04 05:27:02
19512,55,329,172,Sufficient,2020-02-29 01:25:16
16254,75,414,264,Sufficient,2019-07-11 12:30:17
3125,10,633,220,Sufficient,2020-01-12 14:10:04
1356,39,297,293,Sufficient,2021-04-28 01:12:03
10345,92,249,298,Reorder,2023-08-11 08:16:16
25,22,783,243,Sufficient,2022-11-13 05:37:12
10401,34,272,210,Sufficient,2022-05-25 19:34:27
5152,49,598,228,Sufficient,2023-02-13 17:27:46
26665,156,679,288,Sufficient,2024-08-22 19:26:49
29160,163,642,243,Sufficient,2023-11-05 09:36:41
851,147,168,225,Reorder,2020-11-05 17:28:01
12549,56,131,159,Reorder,2023-01-05 11:55:01
28551,132,199,110,Sufficient,2024-12-17 08:38:47
8491,159,736,190,Sufficient,2021-01-23 06:49:12
18047,16,654,260,Sufficient,2022-10-17 22:08:25
8941,34,194,128,Sufficient,2020-04-17 04:15:12
29347,23,643,139,Sufficient,2018-07-17 00:57:18
8156,64,511,199,Sufficient,2021-06-06 11:22:00
25266,57,301,191,Sufficient,2020-02-08 05:31:51
8117,30,974,149,Sufficient,2024-10-24 02:10:38
8339,76,218,246,Reorder,2020-11-07 23:06:13
27424,93,528,150,Sufficient,2023-11-29 18:28:57
17285,119,360,166,Sufficient,2024-02-27 09:49:24
4878,182,172,198,Reorder,2019-05-27 17:34:44
15255,132,731,226,Sufficient,2023-03-09 16:20:31
1296,142,629,144,Sufficient,2019-02-24 11:37:09
13274,100,876,299,Sufficient,2022-04-11 21:58:16
23025,98,20,101,Reorder,2024-07-13 06:18:30
25890,123,249,141,Sufficient,2023-10-06 02:48:19
18440,63,349,103,Sufficient,2022-07-28 03:23:09
1058,190,410,190,Sufficient,2022-07-06 21:41:41
4957,78,292,116,Sufficient,2020-09-28 06:14:42
304,90,230,131,Sufficient,2022-09-20 17:16:41
16769,48,994,276,Sufficient,2020-03-30 02:04:26
29390,44,155,102,Sufficient,2023-04-01 18:37:29
6993,126,3,197,Reorder,2021-09-12 11:23:21
1462,95,927,236,Sufficient,2021-11-06 21:19:28
3884,159,165,197,Reorder,2020-07-02 13:06:35
15976,2,368,124,Sufficient,2020-08-07 03:27:54
4208,160,258,125,Sufficient,2023-11-14 08:09:44
19450,95,910,259,Sufficient,2021-12-10 07:49:36
16891,108,337,291,Sufficient,2024-01-23 21:32:54
12857,183,138,202,Reorder,2018-07-16 00:51:16
1494,69,658,209,Sufficient,2023-04-11 15:49:57
20194,101,151,231,Reorder,2022-10-19 01:17:26
20777,26,640,252,Sufficient,2024-08-29 12:51:22
1150,18,380,212,Sufficient,2021-01-29 14:58:53
5949,6,632,199,Sufficient,2019-08-30 06:53:20
8113,97,632,196,Sufficient,2023-02-25 04:46:07
22493,46,259,221,Sufficient,2018-01-26 05:37:02
22315,199,411,119,Sufficient,2022-04-14 06:44:02
26462,30,641,274,Sufficient,2023-04-15 12:03:38
2835,142,590,136,Sufficient,2022-07-28 05:40:13
2388,110,128,186,Reorder,2018-04-12 08:13:31
21581,43,70,183,Reorder,2023-07-28 04:20:39
4556,52,93,199,Reorder,2024-07-01 09:17:28
7391,86,718,274,Sufficient,2020-04-29 12:38:30
20474,147,441,169,Sufficient,2023-03-28 12:20:56
19946,190,139,211,Reorder,2022-10-16 17:48:02
21626,47,146,111,Sufficient,2021-07-13 12:17:15
6807,118,777,224,Sufficient,2020-09-09 00:49:45
13288,97,844,217,Sufficient,2018-03-28 04:24:09
10861,44,216,191,Sufficient,2020-08-25 15:21:01
21511,128,209,121,Sufficient,2022-08-21 23:48:04
17850,62,717,256,Sufficient,2023-11-07 04:44:28
16286,99,777,297,Sufficient,2019-01-05 03:44:39
5315,182,273,203,Sufficient,2024-11-11 19:37:50
10915,195,431,110,Sufficient,2021-09-15 03:11:10
26966,43,900,125,Sufficient,2019-12-21 09:19:45
10271,169,343,115,Sufficient,2024-04-06 04:15:32
18197,77,751,275,Sufficient,2021-10-30 15:39:58
6146,164,497,200,Sufficient,2021-09-18 04:14:22
6715,49,313,260,Sufficient,2023-07-28 00:52:41
22872,5,211,276,Reorder,2021-09-15 06:36:44
22910,44,164,242,Reorder,2019-08-03 01:36:03
1244,51,26,258,Reorder,2021-04-19 06:58:15
17494,29,677,298,Sufficient,2019-06-18 14:23:50
20763,52,806,220,Sufficient,2020-04-17 01:39:54
849,192,272,139,Sufficient,2023-04-02 04:40:19
20875,146,55,160,Reorder,2020-11-30 17:03:23
13785,15,131,128,Sufficient,2022-06-05 22:43:10
23965,155,28,210,Reorder,2021-04-15 05:50:17
27848,129,264,157,Sufficient,2021-12-08 02:40:16
2822,149,840,166,Sufficient,2021-12-23 06:07:47
447,110,957,248,Sufficient,2024-11-05 05:23:08
6190,108,58,217,Reorder,2024-06-03 07:05:03
27021,101,729,188,Sufficient,2022-02-26 09:07:22
5769,154,658,130,Sufficient,2018-04-24 08:42:43
5778,56,201,163,Sufficient,2022-04-29 23:34:27
10701,62,663,217,Sufficient,2021-06-05 08:54:37
4674,145,839,123,Sufficient,2021-06-02 21:18:51
21142,8,21,190,Reorder,2022-12-13 01:14:00
26083,181,398,257,Sufficient,2018-08-02 18:52:56
2530,37,420,152,Sufficient,2020-08-21 12:56:13
29038,172,226,234,Reorder,2023-09-29 06:02:34
14649,21,689,209,Sufficient,2022-09-29 13:35:08
12920,19,207,120,Sufficient,2020-12-21 16:11:19
24751,46,692,235,Sufficient,2022-05-31 16:21:40
26423,161,183,188,Reorder,2024-09-27 22:22:06
21277,16,89,133,Reorder,2018-01-09 06:01:09
4181,127,579,298,Sufficient,2021-02-12 00:29:28
4827,66,467,214,Sufficient,2021-11-25 04:14:15
8672,4,78,240,Reorder,2022-06-22 05:03:58
26799,33,293,180,Sufficient,2020-10-17 23:05:22
20763,90,925,242,Sufficient,2020-06-15 03:40:27
4325,183,963,210,Sufficient,2024-06-07 06:36:07
9051,168,945,282,Sufficient,2022-05-22 20:55:16
25490,184,322,276,Sufficient,2020-04-16 07:14:29
25111,108,542,256,Sufficient,2023-03-02 05:27:11
15224,8,752,175,Sufficient,2023-11-30 17:41:12
24331,123,299,201,Sufficient,2018-10-26 13:27:00
10205,150,322,134,Sufficient,2024-10-22 10:31:28
24478,92,7,146,Reorder,2021-02-25 14:26:14
29381,65,737,109,Sufficient,2019-05-21 22:15:29
7560,186,421,107,Sufficient,2020-01-22 12:38:49
22625,97,180,118,Sufficient,2022-03-21 00:27:27
11999,158,141,263,Reorder,2023-12-30 11:59:50
11524,146,392,258,Sufficient,2024-10-06 15:08:24
2388,110,331,176,Sufficient,2020-03-26 18:29:21
11066,132,626,128,Sufficient,2023-03-24 10:03:44
8180,49,923,247,Sufficient,2019-10-08 03:16:53
27999,46,224,239,Reorder,2021-08-19 10:59:53
11927,189,401,237,Sufficient,2023-11-16 09:58:37
18398,156,713,255,Sufficient,2022-02-11 17:41:20
6548,47,407,260,Sufficient,2022-11-09 13:00:04
12489,39,775,170,Sufficient,2022-07-30 15:58:42
13681,73,915,151,Sufficient,2018-12-04 23:04:44
26780,193,857,293,Sufficient,2022-03-31 00:11:03
22726,24,206,174,Sufficient,2020-01-08 09:41:02
9591,135,250,294,Reorder,2020-03-26 15:39:58
23779,160,942,180,Sufficient,2023-10-03 16:00:05
19492,72,36,240,Reorder,2018-01-20 23:41:33
14881,64,239,212,Sufficient,2024-01-17 07:18:31
15971,64,664,160,Sufficient,2020-06-06 19:56:27
14448,77,993,121,Sufficient,2022-06-13 08:19:41
21491,114,171,231,Reorder,2023-06-20 08:31:00
11988,26,646,102,Sufficient,2020-05-25 11:49:12
28203,89,479,164,Sufficient,2023-08-08 05:03:01
14239,111,942,277,Sufficient,2018-04-12 03:26:04
14142,59,202,119,Sufficient,2021-07-01 04:08:00
15663,24,577,258,Sufficient,2018-07-09 19:39:44
11203,39,561,131,Sufficient,2020-06-03 12:20:02
2561,83,862,106,Sufficient,2023-04-02 18:38:23
29444,37,731,168,Sufficient,2024-05-08 23:38:43
7262,19,958,188,Sufficient,2022-01-01 19:52:26
11374,178,270,169,Sufficient,2022-03-19 00:16:10
21195,139,31,120,Reorder,2020-09-18 08:56:43
16741,168,668,282,Sufficient,2023-10-07 00:43:37
2813,25,442,100,Sufficient,2018-06-19 11:37:57
5343,140,477,156,Sufficient,2021-07-07 19:10:51
3492,79,425,205,Sufficient,2021-04-07 11:59:30
17031,174,532,161,Sufficient,2022-02-07 01:43:36
11831,13,98,260,Reorder,2021-01-05 10:06:05
7961,75,440,291,Sufficient,2021-12-27 13:17:29
23901,17,944,149,Sufficient,2022-10-31 20:06:00
27716,53,473,222,Sufficient,2024-06-16 15:16:32
14654,79,271,205,Sufficient,2022-10-01 11:56:24
12826,11,793,112,Sufficient,2023-03-12 11:10:07
2355,178,118,267,Reorder,2019-06-28 20:40:22
12462,161,570,164,Sufficient,2020-07-22 02:31:54
6843,151,956,114,Sufficient,2021-11-17 06:07:27
22574,50,983,162,Sufficient,2018-06-14 03:12:57
4112,76,72,113,Reorder,2023-10-07 00:59:12
29996,74,939,101,Sufficient,2018-11-17 19:00:55
4906,124,199,238,Reorder,2022-10-03 05:35:31
705,13,689,219,Sufficient,2024-02-17 21:45:04
19696,74,142,207,Reorder,2022-08-05 18:13:16
13520,129,352,198,Sufficient,2019-04-24 15:52:40
7616,161,561,109,Sufficient,2022-08-12 13:51:45
21863,85,827,249,Sufficient,2021-04-15 04:06:58
28664,115,904,104,Sufficient,2023-09-20 16:03:49
13166,132,696,237,Sufficient,2022-08-14 03:00:08
24033,86,354,152,Sufficient,2022-01-30 02:10:16
5374,155,860,171,Sufficient,2023-01-03 05:39:18
19006,96,31,202,Reorder,2023-06-04 09:33:12
19030,185,522,238,Sufficient,2024-10-12 20:06:46
11971,89,555,227,Sufficient,2019-02-15 20:13:39
12256,89,707,173,Sufficient,2024-04-18 06:43:14
26311,152,630,199,Sufficient,2020-06-25 02:18:40
8200,87,494,107,Sufficient,2023-01-19 22:20:00
16105,180,55,153,Reorder,2019-06-24 03:19:33
5322,24,45,116,Reorder,2021-07-06 07:51:25
18657,13,473,294,Sufficient,2022-12-09 18:20:56
19815,183,900,276,Sufficient,2020-11-18 16:10:02
24825,169,795,225,Sufficient,2018-03-28 03:20:39
11455,189,950,245,Sufficient,2022-06-23 18:36:35
25390,164,219,169,Sufficient,2021-11-26 14:08:25
29677,60,293,134,Sufficient,2022-05-14 23:40:04
29520,138,629,275,Sufficient,2020-03-17 16:04:10
12584,172,710,255,Sufficient,2022-11-22 05:57:21
22338,180,430,277,Sufficient,2019-07-12 14:01:05
19488,84,169,162,Sufficient,2019-09-22 18:10:06
29966,198,729,296,Sufficient,2021-01-04 16:39:07
21341,142,441,158,Sufficient,2018-06-06 11:56:26
12423,2,847,118,Sufficient,2020-02-14 11:10:23
5153,85,335,160,Sufficient,2021-07-22 16:32:07
22168,168,755,297,Sufficient,2023-11-20 17:42:16
13057,196,104,250,Reorder,2018-12-12 19:57:57
21106,67,999,189,Sufficient,2024-07-26 09:10:35
28752,190,249,281,Reorder,2020-04-23 15:42:34
20346,78,419,226,Sufficient,2021-03-17 12:55:52
21202,105,715,142,Sufficient,2022-04-05 06:50:59
14723,128,402,155,Sufficient,2019-04-16 15:53:40
15512,150,666,187,Sufficient,2024-01-23 22:54:17
15345,24,119,273,Reorder,2023-12-06 15:35:04
5813,21,993,204,Sufficient,2024-05-23 19:13:51
24617,114,861,240,Sufficient,2021-05-25 10:48:46
392,92,452,126,Sufficient,2020-07-21 11:19:51
16080,131,988,192,Sufficient,2020-09-21 03:18:12
7846,113,521,193,Sufficient,2023-02-13 23:11:28
6090,120,124,199,Reorder,2018-10-04 02:51:48
13005,53,289,195,Sufficient,2018-06-03 05:04:23
27128,22,828,213,Sufficient,2021-09-13 05:25:36
2951,195,292,285,Sufficient,2020-01-17 22:40:16
12171,51,346,113,Sufficient,2024-03-01 05:00:11
10280,113,344,224,Sufficient,2020-06-05 15:34:41
17312,112,673,247,Sufficient,2018-03-24 12:11:12
6282,151,594,298,Sufficient,2020-04-03 17:39:49
476,45,919,102,Sufficient,2021-02-16 06:00:53
15393,181,404,271,Sufficient,2020-05-13 14:49:45
16985,152,583,160,Sufficient,2024-06-12 10:22:19
7064,141,928,161,Sufficient,2020-10-31 16:52:24
19170,100,68,196,Reorder,2018-11-22 03:15:39
1885,8,929,175,Sufficient,2023-04-17 10:01:48
22031,161,81,212,Reorder,2021-02-13 16:18:08
26907,92,680,153,Sufficient,2018-07-07 16:19:58
26522,3,150,107,Sufficient,2018-09-24 20:38:48
12281,18,340,142,Sufficient,2022-04-12 05:50:45
9654,41,706,177,Sufficient,2018-01-21 19:33:40
29848,38,884,196,Sufficient,2020-12-30 00:59:31
234,189,840,146,Sufficient,2022-10-15 19:03:58
14244,167,57,181,Reorder,2019-04-14 15:33:14
26112,174,666,137,Sufficient,2021-02-03 08:29:54
16890,137,752,299,Sufficient,2022-12-20 21:18:46
4269,181,531,109,Sufficient,2023-05-06 17:12:27
28618,29,492,238,Sufficient,2024-04-25 19:20:26
8794,103,389,172,Sufficient,2018-10-13 10:25:24
29425,123,698,137,Sufficient,2022-10-17 00:45:38
5175,42,769,274,Sufficient,2024-05-31 02:02:41
24583,75,225,119,Sufficient,2021-09-05 23:21:32
20547,70,69,288,Reorder,2023-10-03 04:20:20
21394,62,90,209,Reorder,2020-09-07 18:33:41
8389,159,618,138,Sufficient,2023-08-17 06:50:22
10645,16,496,256,Sufficient,2023-08-31 23:14:37
23660,102,490,251,Sufficient,2020-09-29 19:13:07
17580,49,650,165,Sufficient,2024-05-01 00:34:18
9654,41,951,225,Sufficient,2019-09-24 05:49:44
14750,24,965,255,Sufficient,2022-02-23 01:50:27
18860,73,147,212,Reorder,2021-01-29 17:30:29
15530,68,404,195,Sufficient,2019-10-28 15:26:52
7436,121,875,209,Sufficient,2019-03-01 09:40:35
7766,124,312,253,Sufficient,2020-09-29 21:58:05
4793,33,115,226,Reorder,2018-07-07 13:36:19
24625,116,84,126,Reorder,2018-02-05 16:29:03
18896,120,818,234,Sufficient,2024-07-05 10:40:35
24371,131,371,114,Sufficient,2022-01-04 00:50:46
15461,138,152,192,Reorder,2019-02-04 14:41:49
18183,10,998,143,Sufficient,2023-11-05 09:02:10
26799,18,483,109,Sufficient,2022-06-10 19:58:33
11539,103,855,207,Sufficient,2020-04-05 08:50:38
11387,188,888,273,Sufficient,2019-09-08 09:31:02
326,34,24,297,Reorder,2018-09-01 18:55:00
28322,80,789,245,Sufficient,2021-01-03 04:07:43
8343,18,982,183,Sufficient,2021-06-15 02:25:54
14410,26,572,289,Sufficient,2020-02-24 23:07:08
8188,134,150,109,Sufficient,2022-10-10 17:43:14
26998,70,382,172,Sufficient,2024-04-12 05:01:59
14356,136,512,153,Sufficient,2018-05-28 07:26:24
19050,154,669,264,Sufficient,2022-06-04 15:42:57
26248,124,672,244,Sufficient,2023-08-12 11:52:21
4988,40,493,187,Sufficient,2018-02-11 02:28:07
14839,5,800,243,Sufficient,2019-06-03 07:20:29
16525,73,305,296,Sufficient,2024-05-12 12:56:23
13725,86,316,161,Sufficient,2018-08-12 04:06:30
13116,77,762,257,Sufficient,2021-06-03 00:11:06
15993,117,548,129,Sufficient,2020-08-28 15:14:04
3514,144,402,180,Sufficient,2019-10-25 14:41:03
6304,53,551,262,Sufficient,2021-08-28 20:46:23
28952,199,536,285,Sufficient,2024-06-05 14:58:23
25154,87,529,253,Sufficient,2021-07-10 05:26:49
7817,97,318,191,Sufficient,2021-12-31 02:54:23
17975,98,67,194,Reorder,2021-04-15 14:37:42
3711,190,76,183,Reorder,2022-05-16 11:14:03
16094,180,753,297,Sufficient,2018-02-14 18:14:41
18812,64,709,260,Sufficient,2024-08-13 10:57:09
28967,120,569,103,Sufficient,2022-04-21 02:15:55
14241,91,832,266,Sufficient,2024-04-25 04:59:22
21544,116,869,179,Sufficient,2019-10-04 10:43:35
8660,173,250,297,Reorder,2023-05-24 21:10:05
29116,155,372,153,Sufficient,2024-10-17 07:29:29
19806,113,580,282,Sufficient,2019-06-23 01:54:35
21409,93,679,144,Sufficient,2018-12-07 18:26:18
5098,51,549,145,Sufficient,2018-11-15 02:21:50
12468,45,396,262,Sufficient,2022-02-23 18:06:27
14468,58,952,152,Sufficient,2018-12-26 15:27:51
28547,183,818,154,Sufficient,2020-04-21 12:41:45
18488,80,395,285,Sufficient,2018-10-03 08:32:08
2196,64,892,115,Sufficient,2021-03-05 14:31:54
11609,71,306,293,Sufficient,2022-06-04 14:44:01
25824,119,946,154,Sufficient,2018-09-13 17:05:00
10881,128,607,134,Sufficient,2018-08-23 21:58:41
26124,163,261,287,Reorder,2019-05-02 14:47:44
26926,146,340,259,Sufficient,2021-05-06 06:37:56
18259,141,817,216,Sufficient,2024-06-16 03:44:45
25627,135,946,200,Sufficient,2019-05-13 09:38:42
27457,32,515,143,Sufficient,2024-11-18 16:16:27
1066,114,253,216,Sufficient,2019-04-03 08:50:56
22907,151,784,227,Sufficient,2022-05-30 21:06:22
24201,151,985,140,Sufficient,2022-03-03 09:10:56
9057,138,586,144,Sufficient,2024-08-05 23:36:14
11789,124,866,179,Sufficient,2020-10-09 13:38:08
747,7,939,168,Sufficient,2018-12-31 09:12:17
4536,41,391,156,Sufficient,2021-06-04 17:36:40
18542,73,525,279,Sufficient,2023-06-13 01:37:46
14083,175,268,208,Sufficient,2019-12-17 11:09:27
24232,144,582,226,Sufficient,2020-12-18 14:49:10
11698,193,453,104,Sufficient,2019-08-08 19:52:25
21711,3,121,177,Reorder,2023-01-05 18:06:19
8223,180,854,101,Sufficient,2019-01-11 07:13:06
25262,5,339,139,Sufficient,2019-01-12 13:12:05
12255,190,574,264,Sufficient,2023-12-03 21:55:51
23195,83,250,176,Sufficient,2023-12-20 14:55:25
22865,166,475,272,Sufficient,2024-05-09 19:29:43
28822,21,428,224,Sufficient,2022-02-05 12:58:36
7077,3,65,192,Reorder,2023-10-02 07:00:23
4449,160,205,169,Sufficient,2019-01-28 03:37:47
26940,66,404,146,Sufficient,2020-12-12 14:54:07
483,108,658,145,Sufficient,2019-07-28 23:28:31
15551,193,526,112,Sufficient,2019-06-02 07:59:08
2179,137,676,249,Sufficient,2022-10-17 12:44:54
29986,35,64,171,Reorder,2020-06-07 07:47:22
28255,72,901,137,Sufficient,2019-03-21 07:30:03
17950,158,120,190,Reorder,2023-04-15 21:26:07
6154,179,124,131,Reorder,2018-09-28 05:13:46
4099,162,405,106,Sufficient,2024-09-27 14:09:15
17992,173,488,111,Sufficient,2022-05-11 02:12:28
23174,159,944,268,Sufficient,2019-11-05 16:12:36
29023,21,34,200,Reorder,2023-12-24 00:50:27
17621,52,361,265,Sufficient,2018-04-26 19:54:13
18230,50,112,243,Reorder,2024-03-10 16:00:31
190,184,368,229,Sufficient,2022-12-27 16:31:44
15551,28,33,286,Reorder,2024-10-08 03:57:30
20789,182,611,157,Sufficient,2020-12-21 03:15:51
24786,50,722,262,Sufficient,2019-03-26 12:31:05
6771,49,260,234,Sufficient,2018-08-04 18:07:51
12209,29,904,286,Sufficient,2022-01-18 10:01:39
27098,64,9,117,Reorder,2020-06-16 01:01:30
26524,164,453,255,Sufficient,2024-11-17 16:29:02
20452,154,520,196,Sufficient,2021-03-06 00:57:10
28826,80,350,234,Sufficient,2023-07-16 12:35:22
20443,175,862,204,Sufficient,2018-07-21 19:29:33
12348,151,605,151,Sufficient,2024-03-20 18:43:34
9727,124,362,135,Sufficient,2023-02-09 23:16:53
5646,161,97,224,Reorder,2024-06-18 08:11:28
25718,174,938,291,Sufficient,2021-07-07 04:40:30
7454,80,328,151,Sufficient,2022-05-13 19:22:29
24081,51,789,225,Sufficient,2023-07-17 04:50:09
10868,123,140,219,Reorder,2023-07-08 12:48:21
29479,46,345,146,Sufficient,2023-09-29 14:28:55
21203,27,444,116,Sufficient,2023-12-23 22:15:13
375,45,881,182,Sufficient,2019-09-09 23:17:20
14865,40,738,189,Sufficient,2024-08-20 19:45:21
17052,78,118,224,Reorder,2021-01-25 09:20:37
21822,190,775,151,Sufficient,2020-10-05 02:16:15
6962,47,3,224,Reorder,2023-08-12 11:41:56
13674,129,135,109,Sufficient,2022-10-20 15:48:01
2887,180,313,296,Sufficient,2019-12-31 12:37:07
17302,56,744,182,Sufficient,2022-12-12 15:57:03
12049,162,113,145,Reorder,2018-08-27 20:24:47
11027,36,867,206,Sufficient,2023-05-01 13:57:02
16,124,976,184,Sufficient,2024-11-28 01:18:36
20825,159,139,260,Reorder,2022-08-25 00:50:20
14522,80,670,188,Sufficient,2019-11-03 16:39:46
11662,153,461,212,Sufficient,2023-10-13 15:18:06
1637,60,256,208,Sufficient,2024-02-13 09:25:21
10950,35,865,200,Sufficient,2019-01-18 10:29:25
18636,18,901,286,Sufficient,2023-09-30 19:50:23
28620,111,304,122,Sufficient,2023-06-21 20:53:40
13448,35,886,267,Sufficient,2024-05-01 15:39:17
2359,123,266,298,Reorder,2023-11-02 02:19:04
25220,76,959,299,Sufficient,2018-05-01 05:12:07
3663,159,700,223,Sufficient,2022-07-12 17:45:26
9501,96,631,199,Sufficient,2023-07-02 00:51:05
20794,61,708,145,Sufficient,2019-06-16 04:50:31
23761,9,642,146,Sufficient,2022-05-22 07:39:08
29816,171,546,141,Sufficient,2023-10-11 04:55:33
19435,180,593,283,Sufficient,2019-12-26 21:20:10
16234,98,845,100,Sufficient,2018-04-23 14:31:45
1911,40,320,293,Sufficient,2022-04-06 21:20:06
25323,59,604,156,Sufficient,2024-04-07 22:38:25
29987,154,617,116,Sufficient,2018-06-17 08:49:40
21627,112,578,172,Sufficient,2023-04-28 19:13:23
19669,74,692,176,Sufficient,2021-08-22 03:26:26
11381,3,401,184,Sufficient,2022-01-17 05:45:42
21667,119,819,167,Sufficient,2019-08-28 08:54:51
1869,157,772,142,Sufficient,2023-09-11 11:36:21
20751,99,785,279,Sufficient,2021-11-22 10:50:07
22664,43,14,215,Reorder,2019-06-08 12:47:10
17894,50,502,144,Sufficient,2019-10-26 09:21:29
918,19,944,258,Sufficient,2018-05-29 09:26:15
20339,139,747,119,Sufficient,2023-04-25 05:20:03
4515,123,831,262,Sufficient,2021-09-03 08:10:51
22395,193,374,166,Sufficient,2020-06-12 06:38:28
379,97,556,282,Sufficient,2021-01-26 14:45:33
4802,186,885,154,Sufficient,2022-11-17 07:53:44
5757,162,752,109,Sufficient,2020-03-15 21:52:10
26086,120,237,264,Reorder,2022-12-07 06:58:55
19165,183,79,189,Reorder,2023-03-07 07:49:35
17477,39,733,110,Sufficient,2019-07-02 12:31:43
26548,125,548,295,Sufficient,2019-11-24 08:34:36
27521,98,184,109,Sufficient,2022-07-12 20:03:30
2178,22,4,191,Reorder,2020-04-16 14:29:56
26621,41,982,203,Sufficient,2022-07-01 18:48:09
9833,49,279,175,Sufficient,2022-10-18 13:31:16
26416,87,956,131,Sufficient,2021-03-23 02:35:54
22049,23,689,250,Sufficient,2023-09-08 03:13:43
10347,186,125,106,Sufficient,2020-09-30 04:30:52
23109,70,196,246,Reorder,2023-06-27 18:32:42
26014,143,463,117,Sufficient,2022-04-04 06:33:13
9215,16,415,169,Sufficient,2024-11-26 21:02:00
13911,27,740,278,Sufficient,2023-10-21 13:55:20
29303,167,720,290,Sufficient,2024-02-21 19:34:00
29076,160,612,252,Sufficient,2019-01-24 02:20:23
4071,176,495,144,Sufficient,2023-10-17 09:57:39
2301,57,111,132,Reorder,2021-10-21 09:42:20
18752,42,154,215,Reorder,2020-10-25 20:23:11
12273,37,165,111,Sufficient,2020-11-17 15:48:45
27011,114,93,114,Reorder,2021-02-15 05:18:39
1539,118,173,202,Reorder,2019-05-16 09:31:39
6470,54,695,274,Sufficient,2022-11-14 18:06:49
9577,125,487,259,Sufficient,2022-11-19 07:15:57
25912,35,403,294,Sufficient,2019-05-10 01:33:47
1373,16,272,277,Reorder,2018-02-20 23:22:58
10681,23,731,118,Sufficient,2024-05-20 04:51:27
17268,48,704,129,Sufficient,2018-01-19 08:23:30
10583,129,327,137,Sufficient,2018-04-27 01:17:26
21994,100,664,210,Sufficient,2020-12-21 07:41:59
23105,65,294,282,Sufficient,2024-07-29 18:50:19
26447,57,845,291,Sufficient,2021-05-25 19:54:25
19682,89,987,298,Sufficient,2022-07-29 11:33:01
23079,79,724,192,Sufficient,2024-04-03 08:00:44
23145,105,812,177,Sufficient,2021-05-22 21:29:41
16353,173,309,220,Sufficient,2024-07-18 13:54:09
23230,151,231,232,Reorder,2023-06-08 18:16:18
13509,40,739,104,Sufficient,2018-05-19 19:27:01
7074,5,313,191,Sufficient,2020-03-08 12:28:11
3307,111,820,299,Sufficient,2022-07-06 11:53:41
2911,21,472,107,Sufficient,2019-02-18 16:09:51
13218,36,135,271,Reorder,2024-12-31 21:53:08
23060,174,945,203,Sufficient,2024-06-13 00:58:28
7887,153,338,256,Sufficient,2021-12-28 10:12:05
