product_id,return_reason,return_rate_percent,loss_amount,return_date
22536,Damaged,8.72,11961,2019-04-13 17:51:27
3191,Expired,13.22,5631,2019-01-24 20:20:18
27402,Customer Return,11.92,29315,2022-10-01 11:22:46
7521,Damaged,10.24,23889,2023-09-18 05:22:35
10031,Damaged,4.84,1461,2023-06-17 17:46:56
19178,Customer Return,7.05,27891,2021-10-19 23:23:53
28251,Expired,6.56,17321,2022-07-19 08:05:28
7432,Wrong Item,6.61,16846,2020-12-09 01:10:17
25340,Damaged,10.2,21365,2021-12-07 13:03:24
29398,Expired,9.32,13832,2023-07-12 01:35:10
16278,Wrong Item,0.92,13812,2023-05-05 01:06:16
11794,Damaged,10.47,18336,2019-09-17 03:00:05
19759,Expired,14.8,5787,2020-07-04 06:06:59
14815,Customer Return,9.01,2843,2023-11-04 01:44:12
13508,Expired,2.87,18609,2022-04-26 09:32:46
11099,Wrong Item,11.29,22865,2021-02-01 03:54:07
24375,Expired,5.96,24940,2019-07-02 10:59:52
25223,Expired,4.83,2778,2020-06-05 17:25:53
27147,Damaged,0.79,21422,2024-07-30 14:05:43
24835,Damaged,6.06,27675,2023-07-25 18:14:16
8987,Customer Return,8.69,22042,2022-07-12 21:22:45
16493,Wrong Item,13.38,4477,2020-03-17 23:55:23
19737,Damaged,12.93,25004,2023-12-05 14:46:52
28596,Wrong Item,14.42,27252,2024-01-23 04:16:32
19353,Customer Return,6.72,2737,2022-04-01 04:10:25
21095,Expired,13.65,24312,2021-03-30 21:44:28
20437,Damaged,5.26,5221,2019-03-03 01:21:54
21223,Damaged,2.78,20881,2022-08-01 21:55:40
23086,Damaged,0.13,17381,2019-05-12 21:27:48
19950,Wrong Item,6.71,13950,2018-08-16 22:01:58
3885,Damaged,1.99,16085,2021-07-19 03:35:30
20297,Damaged,1.64,6477,2022-07-24 05:52:36
18014,Damaged,1.61,3711,2018-04-02 20:44:27
1030,Expired,6.49,19160,2018-07-01 20:14:51
10774,Damaged,14.51,946,2021-09-14 09:47:05
11286,Expired,7.84,8442,2023-09-21 17:20:36
18654,Wrong Item,8.15,25892,2018-02-18 19:27:34
20074,Wrong Item,3.8,10484,2022-04-20 06:55:43
25055,Expired,12.61,19385,2020-02-10 13:54:12
8155,Customer Return,8.99,21016,2018-09-22 18:59:26
3423,Expired,0.87,21519,2018-06-26 22:14:15
21099,Customer Return,7.32,15288,2022-11-01 10:39:26
16865,Customer Return,7.07,27374,2020-03-30 08:05:55
21389,Wrong Item,0.97,25135,2020-03-21 01:43:27
12450,Customer Return,8.63,4602,2019-05-27 19:39:59
22119,Expired,0.04,19927,2024-06-12 08:04:47
14392,Wrong Item,12.49,28621,2018-06-12 07:03:32
16693,Expired,12.65,21577,2020-02-03 20:27:46
13165,Expired,12.57,4486,2022-09-05 15:10:36
4340,Customer Return,9.03,18888,2021-01-13 00:59:07
12943,Expired,10.45,18492,2020-04-09 10:03:44
16960,Customer Return,14.55,894,2020-10-11 01:12:43
20806,Customer Return,5.9,20528,2019-05-18 20:39:09
163,Damaged,13.78,6564,2021-11-10 03:07:07
265,Wrong Item,0.01,10478,2021-10-11 07:48:15
16257,Wrong Item,0.53,10555,2019-06-15 22:54:16
28855,Wrong Item,2.58,2043,2020-05-03 10:54:19
28408,Customer Return,2.63,22222,2018-04-24 09:38:29
9802,Wrong Item,7.84,27720,2022-06-17 01:58:18
26950,Wrong Item,7.48,24961,2018-08-12 20:31:32
18558,Wrong Item,1.22,16413,2018-08-28 13:57:33
16490,Customer Return,6.84,13661,2020-09-30 07:26:17
28085,Wrong Item,10.34,15818,2023-08-18 14:52:04
14511,Customer Return,1.51,9270,2018-10-15 06:39:21
2753,Expired,10.66,29215,2021-06-04 00:11:46
25386,Customer Return,5.39,24075,2020-03-31 19:47:05
3774,Expired,0.33,21955,2023-04-06 16:29:23
5332,Customer Return,6.04,18438,2020-09-30 02:11:26
3819,Customer Return,13.02,14327,2018-03-28 13:46:07
28633,Customer Return,4.81,15876,2023-05-21 10:49:17
24679,Wrong Item,0.36,15505,2018-05-01 06:06:31
9497,Expired,1.32,29049,2018-11-06 11:10:59
6178,Customer Return,3.19,7930,2022-07-13 04:07:55
21626,Damaged,9.16,23239,2019-10-19 20:05:34
28347,Damaged,5.99,24111,2020-04-01 15:40:06
16880,Damaged,6.07,27289,2022-02-06 07:37:45
20831,Wrong Item,13.91,22489,2018-07-25 21:39:38
5489,Wrong Item,0.32,12876,2023-03-22 07:10:42
29210,Customer Return,4.95,15163,2018-12-05 04:31:02
14652,Wrong Item,12.5,10889,2024-07-10 07:34:31
6408,Wrong Item,4.74,19182,2019-05-08 17:50:40
7185,Wrong Item,11.84,11190,2018-03-03 06:56:51
23867,Damaged,11.76,20709,2023-07-25 20:35:50
17539,Damaged,1.1,18367,2022-08-12 19:34:24
25607,Wrong Item,0.12,3503,2022-10-22 06:53:53
26065,Expired,0.13,17203,2024-11-30 15:39:36
5980,Expired,6.28,26195,2021-08-22 17:13:05
14195,Damaged,2.66,23976,2024-11-06 18:02:23
15966,Damaged,2.31,26102,2018-11-13 19:33:48
4206,Wrong Item,10.14,16570,2020-02-02 09:35:04
17053,Expired,13.32,11661,2024-05-23 03:11:58
7941,Damaged,0.94,26207,2024-01-11 17:01:33
27511,Customer Return,12.39,23590,2019-10-26 07:21:14
25232,Customer Return,13.71,13378,2021-06-20 06:34:24
24080,Customer Return,2.17,24383,2020-12-04 14:43:22
19001,Damaged,9.43,2130,2022-12-28 03:24:51
26057,Customer Return,5.08,19228,2022-04-29 03:57:16
11753,Expired,6.35,18325,2024-04-29 23:36:13
4338,Customer Return,5.53,2620,2024-01-02 09:51:19
16215,Wrong Item,14.06,22667,2022-01-30 18:30:28
11609,Expired,9.13,1361,2019-03-10 01:05:43
27939,Customer Return,9.84,19093,2018-07-19 14:02:11
20476,Wrong Item,1.21,14173,2022-08-30 03:28:23
7751,Damaged,11.35,17234,2023-03-26 22:57:49
23086,Wrong Item,4.91,975,2023-05-19 18:40:18
9602,Wrong Item,2.47,1469,2019-04-08 01:25:27
1095,Damaged,14.32,7483,2023-06-14 11:08:23
29352,Damaged,14.8,24452,2023-04-15 14:50:51
18193,Customer Return,10.38,16660,2021-02-01 10:04:27
11916,Wrong Item,13.41,4553,2020-09-25 02:19:59
14298,Customer Return,5.49,3976,2024-08-27 04:48:23
26266,Customer Return,4.51,21253,2019-02-05 02:48:58
26614,Damaged,3.65,10980,2021-07-14 09:19:59
21229,Expired,13.44,10512,2023-07-23 08:09:18
686,Expired,8.91,23928,2024-07-11 13:56:30
19318,Customer Return,11.95,17223,2019-12-26 21:56:24
17361,Expired,4.66,5583,2021-05-17 07:25:52
16682,Customer Return,2.71,17316,2018-11-25 01:49:03
8122,Customer Return,0.98,19859,2018-06-08 19:07:15
24797,Customer Return,9.24,29369,2021-12-26 16:11:50
27576,Expired,6.3,15155,2018-01-06 02:50:39
23872,Customer Return,9.22,6725,2021-03-18 16:45:07
5713,Wrong Item,9.8,22980,2022-05-08 10:15:53
12649,Damaged,10.3,14958,2019-06-14 00:28:32
21403,Expired,13.17,29552,2021-11-21 14:49:27
18246,Wrong Item,3.83,23640,2021-05-06 10:25:16
4102,Customer Return,10.06,16894,2022-09-19 11:27:18
4991,Expired,7.82,26457,2018-12-12 19:06:27
12861,Wrong Item,8.21,14486,2020-04-13 15:01:42
22982,Expired,1.69,19018,2020-03-03 05:50:05
18603,Damaged,2.76,15179,2021-10-17 16:36:12
14272,Expired,12.74,3071,2023-04-02 02:13:35
9395,Damaged,5.05,6691,2020-11-08 14:32:04
18910,Expired,0.25,26320,2019-04-16 19:12:07
1004,Customer Return,5.06,3173,2021-09-06 03:29:42
28923,Customer Return,11.21,678,2019-07-08 20:51:26
2002,Expired,6.48,12337,2022-09-11 16:13:15
24298,Damaged,4.75,3508,2018-09-11 03:12:02
20173,Expired,2.29,24259,2018-04-02 18:38:44
1788,Damaged,2.21,7008,2022-11-04 03:36:31
17202,Expired,4.18,5430,2018-07-21 01:00:38
337,Damaged,1.86,11275,2019-04-25 08:04:50
20336,Expired,8.08,21655,2022-02-04 15:22:05
28558,Customer Return,7.89,16231,2019-06-26 15:05:23
24360,Customer Return,4.34,20188,2022-06-19 01:51:41
22130,Damaged,0.63,20699,2023-12-29 10:26:58
19658,Customer Return,12.28,1065,2018-03-24 17:48:33
8860,Damaged,2.63,15491,2020-04-16 04:38:07
27257,Expired,13.41,24367,2019-01-28 13:22:52
27127,Customer Return,8.0,25874,2018-03-26 20:43:12
12685,Customer Return,1.58,1208,2024-09-14 04:45:25
14873,Customer Return,6.31,24760,2019-12-18 14:03:15
8999,Damaged,10.15,15840,2020-05-29 00:31:25
16259,Wrong Item,10.51,9018,2024-04-11 03:03:48
26231,Damaged,2.17,2067,2019-01-08 17:58:49
16748,Damaged,0.74,5878,2023-10-05 17:26:06
12836,Damaged,4.69,12352,2022-12-14 07:43:04
10497,Wrong Item,12.07,26142,2019-03-20 03:28:32
12632,Wrong Item,4.35,577,2023-09-24 06:10:08
17244,Damaged,6.3,27553,2019-03-10 14:39:25
27024,Wrong Item,7.03,3841,2023-06-20 13:51:30
29095,Damaged,4.35,11312,2023-06-19 03:06:51
24478,Expired,0.16,19380,2022-04-23 13:50:29
130,Damaged,9.22,11106,2019-10-28 00:58:50
29901,Damaged,5.73,7007,2018-11-17 23:14:10
4421,Damaged,1.21,28236,2022-11-02 22:58:23
1573,Damaged,5.25,27649,2018-10-24 12:30:25
18284,Expired,13.88,16286,2019-07-13 08:23:35
9921,Customer Return,3.22,22961,2020-08-17 07:46:53
14266,Damaged,14.75,17478,2019-11-10 14:05:01
18005,Customer Return,11.99,23517,2019-11-18 08:45:58
23063,Wrong Item,7.4,11639,2022-09-30 01:42:13
11742,Customer Return,4.77,13363,2020-01-06 00:30:59
8683,Wrong Item,12.61,28587,2022-10-30 21:47:18
9732,Expired,6.9,21602,2021-07-12 13:33:05
7094,Customer Return,12.7,25098,2018-01-28 10:23:14
16982,Expired,1.95,22783,2021-04-17 06:34:45
12164,Expired,5.46,26006,2022-06-22 02:39:52
8505,Customer Return,5.33,3302,2024-07-03 12:26:43
3427,Wrong Item,1.86,19825,2020-09-15 16:38:21
23044,Expired,6.09,29495,2019-09-13 02:55:22
28479,Customer Return,3.46,10758,2019-01-04 15:26:55
2039,Damaged,10.86,2822,2021-04-18 23:11:08
18894,Damaged,2.96,10391,2019-01-12 13:59:43
18000,Wrong Item,8.53,16001,2024-06-05 16:50:46
11518,Damaged,4.7,24986,2019-10-03 12:29:07
16211,Wrong Item,5.68,27485,2019-07-26 16:37:15
24725,Wrong Item,1.09,4909,2024-10-04 00:54:07
28047,Damaged,10.28,25780,2019-09-21 13:10:01
897,Wrong Item,0.37,14899,2021-04-12 11:51:43
21680,Expired,9.28,21560,2021-07-11 13:14:08
20385,Wrong Item,14.3,25780,2020-08-09 14:44:58
27765,Damaged,4.49,7261,2020-03-29 20:43:43
20358,Expired,3.78,22683,2023-05-27 03:41:55
26098,Customer Return,1.66,19052,2022-08-11 20:17:17
16526,Wrong Item,14.11,17793,2022-09-08 20:41:26
5377,Wrong Item,12.17,1113,2021-06-27 09:39:22
17984,Customer Return,0.39,22278,2024-02-28 11:03:40
1375,Wrong Item,0.72,16174,2022-04-21 20:52:21
25011,Damaged,3.97,14092,2019-03-07 12:10:22
24453,Expired,4.75,11645,2018-01-20 21:21:45
7141,Customer Return,11.38,14881,2020-12-03 02:49:53
14321,Wrong Item,4.08,21826,2024-07-11 05:24:44
12914,Customer Return,12.98,13939,2023-10-28 22:55:00
11241,Customer Return,6.39,9895,2020-09-27 17:20:56
23855,Customer Return,10.9,12685,2023-09-07 23:59:53
11608,Damaged,14.48,29366,2022-05-07 09:04:25
23174,Customer Return,0.51,26493,2021-04-12 01:36:45
17220,Wrong Item,11.12,9425,2019-09-14 14:42:49
16816,Damaged,13.93,2989,2018-05-28 09:18:07
28035,Customer Return,0.52,22461,2023-02-25 01:18:10
18607,Damaged,5.48,14053,2021-11-30 21:03:48
11696,Expired,0.35,21369,2019-10-27 08:58:55
15112,Customer Return,0.61,9069,2021-02-23 01:12:32
6863,Damaged,14.79,14844,2018-09-05 09:49:09
4841,Wrong Item,7.65,5812,2020-09-11 15:52:29
1449,Wrong Item,10.51,24915,2021-12-12 18:33:52
13906,Damaged,10.57,962,2022-09-05 15:28:39
24849,Customer Return,14.19,12930,2019-09-22 05:24:53
8456,Damaged,0.68,26395,2024-08-14 13:12:03
25975,Expired,6.72,24456,2018-09-02 05:07:58
20353,Customer Return,12.06,21150,2022-02-26 20:01:47
18392,Customer Return,12.05,5932,2022-01-16 11:10:52
21192,Wrong Item,2.87,23260,2022-10-23 08:07:00
13141,Customer Return,13.93,3389,2024-12-30 06:14:01
7577,Damaged,4.93,23985,2018-12-19 19:42:21
18087,Wrong Item,8.48,22265,2023-01-06 16:23:44
21984,Wrong Item,6.56,7150,2020-07-12 23:18:32
9937,Wrong Item,0.23,14566,2022-12-30 14:58:13
22319,Damaged,1.5,26732,2018-09-22 19:00:35
10927,Expired,6.11,7558,2024-09-03 06:05:19
3982,Customer Return,12.02,15421,2023-10-16 05:33:33
20234,Damaged,0.86,9391,2024-09-13 21:40:40
4239,Customer Return,11.76,25395,2018-07-26 09:48:56
3195,Wrong Item,4.06,710,2019-06-22 06:05:45
19228,Customer Return,10.17,19128,2020-03-31 00:06:00
15391,Wrong Item,10.3,13191,2020-11-24 00:23:45
17305,Customer Return,10.2,11711,2023-01-28 18:07:23
21240,Damaged,7.78,5566,2019-04-26 09:39:59
12299,Customer Return,7.55,19495,2021-12-18 14:27:50
22574,Wrong Item,14.91,13790,2020-06-21 23:25:17
26475,Wrong Item,2.09,27367,2024-11-11 07:11:15
5984,Customer Return,2.2,22837,2022-02-11 18:33:07
28318,Customer Return,5.82,4312,2021-06-20 05:09:45
7720,Customer Return,6.67,26612,2024-04-14 03:38:23
18034,Expired,4.09,8737,2022-06-30 20:04:25
2183,Wrong Item,5.68,24547,2023-10-11 18:18:18
21361,Wrong Item,1.28,23269,2024-12-30 00:20:32
4826,Expired,14.06,2067,2019-09-17 06:33:46
9881,Customer Return,0.28,24267,2021-06-03 22:07:50
1416,Damaged,4.86,26919,2019-05-03 21:03:01
6383,Customer Return,5.93,4873,2024-05-31 16:59:01
22730,Customer Return,10.27,18867,2021-04-08 22:45:30
13794,Wrong Item,10.41,16166,2023-01-18 20:55:00
4742,Wrong Item,12.69,27964,2024-01-20 13:17:15
13160,Expired,8.73,15056,2019-05-15 19:39:54
11312,Damaged,12.75,17007,2019-05-10 21:01:48
3736,Expired,8.22,17105,2020-09-08 19:11:16
4783,Damaged,9.47,9783,2020-10-16 17:57:07
1587,Customer Return,4.3,8893,2018-07-16 13:23:35
16165,Damaged,4.43,25061,2024-03-31 15:14:06
17541,Damaged,5.76,16625,2024-08-11 04:21:00
825,Customer Return,5.16,14442,2021-09-17 22:15:47
16560,Damaged,9.34,27112,2024-08-25 23:05:05
5133,Damaged,3.92,29976,2019-05-14 12:07:49
10487,Damaged,1.27,19677,2022-12-16 02:13:17
14821,Damaged,8.52,12999,2021-06-24 07:08:21
29174,Expired,0.77,13373,2021-04-06 08:54:05
591,Customer Return,4.29,29528,2019-12-26 21:18:19
15589,Expired,7.87,26803,2024-12-03 08:49:13
1515,Damaged,9.14,25471,2023-10-02 17:20:41
15660,Customer Return,3.61,16179,2023-03-10 22:35:42
8818,Wrong Item,11.61,1646,2021-11-24 11:01:24
20604,Expired,12.29,21983,2018-12-25 02:54:39
9069,Wrong Item,0.92,7220,2020-04-11 14:31:45
6242,Damaged,2.24,9048,2021-07-22 22:58:23
9861,Damaged,11.16,4077,2021-05-18 07:25:45
10573,Wrong Item,1.08,702,2023-04-28 12:52:47
16775,Wrong Item,13.85,7952,2021-02-17 02:31:13
3228,Customer Return,11.73,13133,2020-02-25 00:18:59
29003,Wrong Item,12.78,17692,2022-08-25 01:51:10
7102,Expired,10.46,20409,2024-07-19 03:15:59
1588,Wrong Item,5.07,18925,2021-07-25 07:58:47
16248,Damaged,5.61,12451,2019-07-26 05:57:16
2460,Damaged,12.89,8664,2018-01-30 12:46:55
5355,Wrong Item,1.08,17799,2018-02-02 08:32:21
16741,Expired,5.9,25516,2018-06-13 11:28:38
13830,Wrong Item,6.25,25524,2019-01-06 18:26:36
22113,Expired,10.39,7652,2020-04-11 01:22:24
15344,Customer Return,8.23,3795,2019-01-28 03:54:05
15098,Damaged,12.74,22076,2021-03-29 17:02:11
28083,Customer Return,1.04,18838,2020-11-29 20:54:02
2083,Wrong Item,7.66,17398,2024-11-02 23:30:26
21172,Damaged,1.56,12192,2024-05-31 03:46:04
2194,Damaged,6.61,18190,2020-11-22 19:26:59
21922,Customer Return,0.7,27661,2024-07-03 17:50:42
6376,Expired,9.04,22326,2023-02-03 06:23:27
13571,Wrong Item,3.3,17633,2019-03-20 11:46:58
12932,Wrong Item,0.41,5071,2024-09-07 00:45:18
9952,Damaged,11.86,20183,2018-08-08 23:27:05
9824,Customer Return,14.27,5399,2021-10-12 00:19:58
29921,Damaged,11.42,2995,2024-10-20 17:21:13
9676,Customer Return,4.05,8812,2022-02-22 20:03:16
20343,Damaged,7.82,24239,2022-04-11 09:24:05
5757,Customer Return,2.96,28766,2022-02-06 00:30:55
17674,Wrong Item,5.8,12606,2018-10-24 22:05:50
11955,Damaged,6.51,26680,2022-11-08 06:21:35
16126,Expired,0.26,15488,2021-06-22 14:52:24
17513,Expired,11.18,29996,2018-01-17 04:42:13
2872,Expired,7.2,15034,2020-11-04 15:32:55
29302,Expired,4.67,5639,2023-07-29 13:40:29
68,Customer Return,11.25,29165,2019-10-17 10:01:15
1306,Expired,13.45,29119,2024-05-07 08:10:59
8632,Customer Return,8.94,7862,2018-05-20 10:39:12
23209,Damaged,2.85,17199,2023-06-27 16:55:26
16660,Wrong Item,7.36,25865,2018-05-06 05:42:56
11219,Damaged,14.43,14393,2022-11-26 07:27:04
29174,Wrong Item,13.26,4353,2019-12-17 02:36:35
1887,Wrong Item,6.07,29632,2020-02-04 03:14:06
480,Wrong Item,7.65,17853,2019-05-20 23:12:22
16247,Customer Return,6.13,19719,2020-08-08 22:16:23
17735,Wrong Item,1.1,3525,2022-08-23 13:32:21
15072,Wrong Item,11.16,1877,2019-10-12 08:32:16
21626,Customer Return,14.98,8123,2020-01-24 13:50:43
19062,Customer Return,6.26,6165,2024-12-25 12:41:45
24736,Wrong Item,12.9,6062,2023-05-14 15:40:15
10193,Customer Return,5.03,9992,2022-11-21 20:14:16
3873,Expired,4.71,15246,2020-02-24 06:01:25
11174,Customer Return,11.26,23582,2021-05-27 17:06:15
22676,Wrong Item,6.14,22308,2019-06-07 18:31:16
4312,Damaged,9.27,11551,2023-09-05 23:14:41
11042,Customer Return,3.97,3014,2022-03-05 15:11:58
2589,Customer Return,14.02,1009,2020-04-22 13:16:45
20733,Customer Return,11.57,20845,2023-02-16 08:22:23
14861,Wrong Item,1.51,20318,2021-10-28 06:20:03
4360,Expired,11.5,21068,2024-06-02 05:29:00
2000,Damaged,0.07,3236,2019-09-28 07:42:35
25836,Expired,13.18,6744,2022-05-14 22:43:39
439,Wrong Item,3.7,7112,2018-03-18 05:04:48
14740,Damaged,3.74,21032,2024-12-29 11:34:24
24200,Customer Return,11.72,7673,2023-11-19 19:13:50
13359,Wrong Item,11.15,29979,2018-10-24 01:17:42
22653,Expired,3.91,9583,2024-09-18 07:33:40
26249,Damaged,14.28,15886,2023-10-27 07:58:24
24870,Expired,10.84,22132,2019-01-13 15:06:29
26671,Wrong Item,2.14,13583,2019-06-03 17:15:36
24796,Damaged,14.9,3855,2024-05-07 11:21:19
24457,Wrong Item,9.2,28858,2020-11-28 12:15:42
29973,Wrong Item,1.37,27830,2024-02-13 15:18:54
21877,Damaged,12.47,28121,2024-10-02 19:24:48
15259,Wrong Item,9.94,19902,2024-02-15 10:35:38
6079,Damaged,0.67,13130,2023-12-13 13:25:53
7559,Wrong Item,2.92,23987,2023-11-06 01:52:03
23674,Damaged,12.67,2068,2021-08-31 02:25:09
2593,Damaged,3.03,17829,2023-04-13 13:32:55
1990,Expired,13.18,7646,2022-10-21 07:35:11
15763,Customer Return,4.16,27247,2023-07-04 21:28:18
429,Wrong Item,10.55,2785,2021-09-19 11:35:23
21177,Damaged,1.35,533,2019-04-18 10:54:34
4129,Wrong Item,3.93,20481,2018-07-29 03:00:17
646,Damaged,2.85,14262,2022-12-28 16:00:23
1867,Customer Return,13.42,11109,2021-05-30 17:42:27
24434,Customer Return,5.3,27999,2022-12-19 19:46:31
23411,Wrong Item,14.47,11673,2018-05-18 04:40:09
17329,Wrong Item,6.98,1983,2019-07-22 03:07:13
1654,Customer Return,13.06,12681,2018-04-23 16:14:44
16325,Damaged,7.5,24452,2022-02-25 02:34:08
14187,Damaged,14.42,28372,2021-12-20 13:45:17
289,Expired,13.48,26947,2018-02-07 09:06:06
12066,Damaged,11.12,27787,2023-06-05 06:29:03
16300,Customer Return,8.25,7260,2024-03-18 08:38:34
21760,Customer Return,9.51,12686,2018-04-22 16:11:49
2700,Customer Return,10.31,27159,2023-03-19 17:17:43
20812,Expired,10.96,20918,2020-07-04 07:52:54
5679,Customer Return,12.56,4736,2020-07-01 01:52:26
20048,Wrong Item,3.49,9139,2022-08-14 08:02:41
7297,Customer Return,2.33,23368,2021-03-15 01:01:59
18398,Wrong Item,6.13,9106,2018-01-01 20:21:24
13833,Customer Return,9.02,20189,2021-09-13 04:29:15
21940,Wrong Item,7.38,28463,2020-11-11 17:16:59
10398,Expired,1.37,5802,2021-12-19 04:01:59
21603,Damaged,5.5,27835,2023-10-12 18:30:11
11425,Damaged,12.48,21561,2024-06-09 21:40:18
24914,Customer Return,8.51,2127,2019-11-20 13:24:51
8202,Customer Return,5.87,9502,2020-10-19 23:45:45
7744,Expired,9.07,7944,2021-08-10 12:18:26
18375,Customer Return,7.21,3697,2021-06-09 19:54:50
3409,Damaged,13.32,11838,2023-11-22 01:40:35
5970,Wrong Item,10.2,18473,2020-03-02 09:30:24
4102,Damaged,8.49,13147,2020-05-31 03:22:02
11571,Wrong Item,3.83,17398,2020-05-10 21:12:52
1857,Damaged,12.65,7609,2023-08-16 17:48:52
6708,Damaged,6.75,9147,2019-03-23 11:19:49
18087,Expired,4.6,9836,2018-03-27 13:47:27
22144,Damaged,10.89,12127,2024-04-14 23:18:11
22773,Damaged,13.13,9968,2021-11-28 06:35:09
14252,Expired,10.02,7977,2023-04-08 19:22:58
11162,Damaged,2.76,22185,2021-03-23 10:47:08
8236,Wrong Item,0.9,1259,2021-11-02 13:54:56
20585,Damaged,4.31,12999,2018-04-19 20:09:41
4499,Expired,14.12,17754,2023-12-24 15:14:16
20414,Damaged,2.76,28408,2021-02-25 14:20:15
13406,Expired,8.83,3548,2024-07-19 11:35:54
9002,Damaged,6.69,16870,2020-05-15 11:38:11
5601,Customer Return,6.96,6031,2021-03-22 03:00:24
14791,Expired,7.81,7524,2019-11-22 12:40:51
18921,Expired,8.08,25546,2019-02-24 12:47:25
8490,Wrong Item,8.01,8400,2023-06-07 07:19:59
27484,Wrong Item,1.29,20880,2022-01-26 23:21:00
26656,Wrong Item,5.66,17133,2018-03-08 11:24:20
28910,Customer Return,10.93,3815,2020-10-05 23:54:14
29684,Damaged,2.84,5952,2020-06-07 09:22:02
445,Damaged,2.87,10188,2018-04-01 08:35:12
27386,Customer Return,11.94,23956,2024-02-07 08:48:54
21038,Damaged,12.21,29537,2018-11-02 01:31:21
6994,Customer Return,12.72,12088,2022-07-16 02:46:56
17439,Expired,8.84,28529,2020-01-25 02:57:17
4182,Damaged,8.36,4978,2022-05-26 09:57:36
27845,Expired,6.59,9741,2023-04-03 03:11:03
16670,Expired,8.21,20016,2024-05-25 03:17:14
16935,Customer Return,0.95,22336,2019-04-18 19:07:07
28646,Damaged,7.79,1133,2023-09-07 04:52:48
415,Expired,12.07,10053,2019-07-04 16:58:42
24436,Damaged,12.15,18161,2023-10-17 03:52:18
17052,Customer Return,3.28,29522,2023-11-15 22:35:22
2722,Wrong Item,9.53,23046,2020-07-11 07:40:25
9425,Expired,11.0,26949,2024-10-24 04:23:20
24861,Wrong Item,12.63,16323,2024-07-20 23:20:04
1951,Expired,13.4,13095,2024-12-02 16:32:12
2785,Damaged,10.14,4801,2018-06-24 18:10:47
644,Damaged,0.12,13168,2023-04-13 02:52:08
26822,Wrong Item,13.11,12220,2018-04-14 22:32:11
20037,Expired,10.85,21082,2018-12-20 22:35:24
24997,Customer Return,7.33,5858,2024-09-22 13:44:39
24087,Wrong Item,1.96,20674,2023-05-05 16:56:51
20971,Expired,14.2,29173,2020-11-16 15:08:30
8219,Wrong Item,2.32,1749,2019-02-26 14:50:34
26476,Customer Return,8.41,27852,2022-03-29 17:51:14
13688,Customer Return,6.51,15682,2021-02-25 04:15:35
23893,Damaged,9.75,17729,2021-07-21 07:43:55
4061,Wrong Item,8.29,5262,2018-10-08 07:44:55
29673,Wrong Item,7.28,22078,2018-12-20 13:52:35
13240,Expired,2.88,973,2018-08-02 06:44:02
23668,Expired,8.33,25584,2022-12-25 02:24:30
2320,Damaged,12.99,16135,2018-10-15 05:25:35
22616,Wrong Item,6.81,14527,2024-04-24 00:56:34
8093,Wrong Item,3.91,4588,2020-10-03 02:45:56
15064,Customer Return,8.32,1000,2021-03-20 17:32:36
9899,Wrong Item,3.51,8290,2022-11-05 10:07:22
16649,Expired,7.59,24992,2023-11-08 20:21:40
27049,Wrong Item,2.48,9253,2023-12-20 19:49:03
11146,Wrong Item,13.03,16618,2018-04-02 19:22:34
29974,Damaged,0.78,6899,2021-06-02 10:19:49
4611,Wrong Item,5.13,2624,2021-12-03 22:40:55
28481,Damaged,0.7,16682,2024-03-01 08:49:09
20302,Wrong Item,8.82,7904,2024-09-18 00:15:17
26994,Damaged,6.25,16254,2024-09-30 04:40:53
12522,Damaged,5.65,13215,2021-07-22 21:00:06
15610,Customer Return,1.21,7513,2019-12-11 12:33:44
1419,Expired,6.48,16511,2023-12-12 22:28:24
16179,Expired,13.56,4224,2022-01-08 12:59:13
17959,Customer Return,3.21,12691,2024-07-13 18:12:13
17231,Wrong Item,14.69,26577,2021-04-21 03:10:37
2058,Expired,7.89,3755,2024-04-13 03:50:36
11139,Customer Return,11.76,26582,2022-09-15 00:48:13
5457,Customer Return,7.78,19540,2022-03-12 02:27:55
5714,Wrong Item,5.29,18869,2018-07-24 05:29:06
27640,Wrong Item,8.09,15283,2024-01-20 00:59:38
11086,Damaged,6.8,15894,2019-03-14 16:44:10
25358,Customer Return,10.31,29348,2019-06-19 19:38:13
22926,Expired,5.6,1690,2019-02-07 20:21:13
17285,Wrong Item,11.83,17249,2024-03-12 17:37:29
22838,Customer Return,7.26,21295,2019-08-06 13:07:47
7392,Damaged,11.15,1287,2021-08-31 21:46:19
2188,Expired,13.33,26017,2019-01-08 13:19:40
13561,Customer Return,11.63,2159,2020-08-24 10:10:41
27075,Wrong Item,4.59,17213,2022-12-19 08:04:51
13967,Expired,14.69,14438,2020-06-28 11:13:49
767,Wrong Item,6.08,6959,2022-12-15 10:41:39
3285,Customer Return,4.36,5392,2023-01-02 06:26:43
2677,Expired,4.14,16634,2023-11-07 15:30:03
4698,Damaged,12.17,25786,2022-05-06 14:48:18
4170,Customer Return,14.08,8485,2018-07-01 17:23:47
3173,Wrong Item,5.68,21893,2022-05-06 21:00:11
804,Wrong Item,13.76,8725,2024-10-01 11:34:16
18135,Damaged,13.51,4912,2021-03-13 13:03:41
17371,Wrong Item,5.0,3028,2019-03-31 18:16:40
314,Customer Return,7.51,11587,2021-12-19 20:36:53
2130,Customer Return,0.77,10884,2022-04-28 13:21:53
