supplier_id,product_category,delivery_days,defect_rate_percent,supplier_rating,last_delivery_date
4074,Home,15,5.56,Average,2022-03-10 21:14:19
3539,Electronics,7,4.35,Average,2024-07-02 09:17:51
1513,Clothing,5,4.7,Good,2018-01-20 22:22:26
4638,Home,16,3.23,Average,2024-01-14 00:19:13
3366,Electronics,14,5.1,Average,2019-06-11 20:12:32
2106,Home,17,6.6,Average,2024-03-14 13:01:07
1982,Clothing,15,6.86,Average,2024-12-12 22:40:39
2529,Electronics,9,2.1,Average,2020-01-16 01:05:23
3221,Home,9,3.05,Average,2024-12-28 21:25:58
1149,Electronics,12,6.11,Average,2019-12-17 11:59:44
4051,Home,17,1.95,Average,2020-07-18 22:46:11
1643,Home,3,0.24,Good,2018-12-06 01:23:47
2686,Home,8,5.74,Average,2019-01-02 04:21:55
2104,Clothing,15,5.49,Average,2024-07-13 17:39:53
1488,Home,3,1.0,Good,2022-05-02 16:50:07
2042,Home,19,5.7,Average,2019-09-14 09:53:18
2669,Home,7,1.61,Average,2024-05-16 06:55:57
1091,Clothing,7,3.57,Average,2018-02-14 19:57:57
3339,Home,6,5.95,Average,2021-07-20 21:31:36
1653,Home,9,7.5,Average,2020-05-18 14:33:20
1423,Grocery,8,3.58,Average,2021-12-26 04:24:35
4995,Home,1,0.84,Good,2019-06-19 15:19:28
3346,Home,10,0.99,Average,2021-04-14 04:00:18
2504,Home,7,7.49,Average,2022-12-14 03:38:38
3515,Electronics,16,6.57,Average,2024-01-20 04:08:24
4137,Electronics,6,5.9,Average,2020-11-07 17:28:39
3273,Electronics,13,6.41,Average,2018-11-22 03:53:38
4746,Clothing,4,3.4,Good,2018-04-10 02:25:56
4832,Grocery,11,1.16,Average,2024-12-14 18:51:09
4112,Home,15,1.8,Average,2023-05-09 10:58:02
4091,Electronics,11,4.99,Average,2024-11-07 03:20:53
1359,Home,15,7.1,Average,2020-09-23 08:04:26
1238,Electronics,12,4.41,Average,2020-08-18 02:07:30
2013,Grocery,14,5.14,Average,2024-09-20 06:38:09
1405,Electronics,14,1.35,Average,2019-12-16 09:19:43
2190,Grocery,18,4.71,Average,2018-03-23 04:28:29
4453,Home,2,6.37,Good,2022-06-11 03:16:04
3365,Electronics,19,4.5,Average,2019-06-20 20:16:19
4142,Electronics,9,5.85,Average,2018-02-16 10:14:12
2059,Home,12,1.95,Average,2023-09-04 16:57:16
2622,Home,9,7.32,Average,2021-12-03 20:26:31
2758,Clothing,14,6.01,Average,2023-01-19 20:02:25
847,Home,7,4.62,Average,2018-07-18 14:05:40
1934,Clothing,10,0.74,Average,2020-09-20 09:03:59
3284,Home,2,6.53,Good,2020-03-02 08:28:30
384,Electronics,11,5.31,Average,2019-05-29 02:34:45
2738,Grocery,16,2.02,Average,2023-04-02 22:27:12
4280,Home,16,2.7,Average,2019-10-20 22:09:42
3554,Electronics,13,1.27,Average,2023-10-08 04:47:42
3879,Home,15,7.43,Average,2021-11-18 13:24:08
3924,Home,2,7.65,Good,2018-06-30 16:17:02
3917,Electronics,18,3.46,Average,2018-01-28 15:03:32
236,Home,1,3.73,Good,2019-06-01 02:02:14
1126,Grocery,9,6.1,Average,2022-12-16 13:07:37
2377,Grocery,19,4.66,Average,2018-05-21 21:55:47
396,Electronics,19,4.65,Average,2019-02-26 21:42:16
3487,Clothing,14,5.0,Average,2022-11-01 00:26:41
3050,Home,7,3.18,Average,2024-06-27 10:54:32
2346,Home,4,0.1,Good,2024-11-10 01:41:13
2946,Electronics,12,2.6,Average,2024-08-11 03:46:41
333,Grocery,18,4.83,Average,2022-08-25 07:32:57
524,Electronics,11,1.49,Average,2020-04-06 17:51:20
1314,Grocery,15,7.5,Average,2021-07-03 05:31:45
2274,Electronics,19,1.05,Average,2024-12-01 22:40:58
4968,Grocery,15,0.64,Average,2018-05-24 09:38:41
4262,Grocery,7,3.4,Average,2020-11-24 23:08:29
212,Clothing,13,6.9,Average,2020-07-30 22:50:06
4053,Home,5,6.22,Good,2024-09-29 07:47:38
582,Electronics,4,1.95,Good,2021-08-21 13:16:56
2317,Electronics,11,0.34,Average,2024-09-09 06:09:33
69,Clothing,11,7.2,Average,2023-01-11 10:03:52
3496,Electronics,15,3.29,Average,2018-07-10 19:09:45
4435,Electronics,10,1.4,Average,2020-05-04 08:53:58
4519,Grocery,14,5.76,Average,2020-12-27 12:33:02
3608,Grocery,5,0.47,Good,2021-04-09 07:06:44
2151,Grocery,14,5.29,Average,2022-09-10 02:25:30
3983,Clothing,2,0.17,Good,2021-11-13 23:23:14
676,Clothing,19,3.63,Average,2019-05-06 07:32:34
3382,Clothing,8,0.23,Average,2018-12-18 10:29:39
569,Grocery,18,2.12,Average,2022-08-23 18:31:44
4630,Electronics,8,1.58,Average,2018-07-06 12:13:06
2001,Grocery,19,7.58,Average,2023-04-15 17:12:16
1799,Electronics,2,2.47,Good,2019-01-03 06:51:34
4778,Home,16,3.83,Average,2021-01-23 12:49:09
1513,Home,12,4.83,Average,2023-10-31 02:19:45
4062,Clothing,1,6.38,Good,2019-04-09 14:49:26
1267,Electronics,13,3.21,Average,2019-11-05 00:15:01
701,Electronics,12,7.14,Average,2018-11-05 13:57:32
1580,Electronics,16,7.22,Average,2018-08-27 08:29:10
4475,Clothing,19,4.93,Average,2022-10-08 16:35:41
4259,Clothing,15,2.01,Average,2024-01-12 03:03:06
4177,Electronics,5,7.66,Good,2023-02-18 10:46:19
3116,Grocery,1,1.81,Good,2018-07-03 13:09:57
2528,Electronics,7,4.65,Average,2024-06-08 11:49:08
4998,Grocery,8,2.91,Average,2023-02-16 17:11:15
3310,Electronics,18,1.97,Average,2019-03-21 02:23:39
2037,Clothing,10,6.52,Average,2022-01-16 08:44:49
3030,Home,6,4.25,Average,2019-03-01 02:23:59
4044,Home,2,3.94,Good,2023-12-15 06:55:55
2543,Grocery,17,0.57,Average,2022-07-26 02:56:31
3872,Electronics,10,7.86,Average,2019-05-05 02:56:44
2715,Clothing,17,7.78,Average,2021-03-14 18:52:44
592,Clothing,4,1.6,Good,2021-10-16 18:25:21
1408,Home,15,1.5,Average,2018-08-10 08:49:46
697,Clothing,4,3.95,Good,2018-10-03 23:00:29
1904,Clothing,13,0.12,Average,2023-03-30 00:14:37
405,Grocery,2,0.29,Good,2024-05-26 10:21:37
297,Electronics,5,2.32,Good,2018-05-28 21:20:54
3294,Electronics,13,5.29,Average,2023-11-19 07:19:37
4480,Home,15,4.06,Average,2019-10-31 04:17:12
4989,Electronics,3,7.22,Good,2020-10-19 06:21:39
4989,Clothing,8,1.7,Average,2023-04-22 10:29:39
4554,Electronics,10,0.46,Average,2022-01-10 01:45:28
3898,Home,13,4.03,Average,2022-08-25 07:15:40
4991,Electronics,7,2.78,Average,2022-03-21 11:13:39
8,Clothing,10,0.82,Average,2022-01-06 22:04:06
304,Grocery,15,2.18,Average,2021-11-02 08:37:50
3149,Grocery,17,6.57,Average,2020-02-24 23:28:51
1726,Home,4,5.17,Good,2021-08-07 04:38:16
2096,Electronics,19,4.62,Average,2024-06-05 07:23:35
4268,Grocery,16,5.82,Average,2024-07-21 14:53:02
3425,Clothing,9,1.37,Average,2018-02-28 16:49:44
3073,Clothing,9,2.39,Average,2022-02-09 08:25:23
4649,Home,7,5.53,Average,2023-04-22 16:01:27
3581,Electronics,3,2.46,Good,2019-12-31 14:05:17
1003,Clothing,15,4.72,Average,2019-06-22 00:42:34
2114,Clothing,5,4.86,Good,2019-01-15 15:26:17
3374,Clothing,11,0.03,Average,2023-07-12 00:08:26
3077,Home,5,0.55,Good,2024-09-25 11:29:04
2248,Clothing,18,7.23,Average,2024-11-17 23:15:21
431,Electronics,14,6.84,Average,2019-09-20 23:01:40
2275,Clothing,8,6.1,Average,2018-12-29 09:39:17
2619,Clothing,6,2.69,Average,2019-07-20 11:43:44
1246,Electronics,4,7.0,Good,2018-08-29 23:52:40
4484,Clothing,2,1.02,Good,2019-03-06 18:22:47
4490,Clothing,10,0.67,Average,2020-01-15 01:56:27
529,Electronics,15,2.21,Average,2020-09-10 21:36:20
468,Home,13,6.9,Average,2018-06-21 15:55:35
3224,Grocery,1,1.61,Good,2024-08-27 16:09:10
2519,Electronics,19,6.04,Average,2022-07-26 05:54:23
4658,Home,19,2.54,Average,2022-08-31 07:52:30
836,Clothing,10,4.51,Average,2024-04-17 18:58:55
4046,Grocery,13,1.1,Average,2018-01-23 09:25:20
4080,Clothing,2,0.69,Good,2019-11-09 20:11:32
2924,Electronics,1,5.65,Good,2024-01-31 10:42:54
382,Electronics,2,6.79,Good,2019-02-25 23:43:33
4232,Electronics,10,2.94,Average,2021-04-16 12:37:47
229,Grocery,6,4.34,Average,2022-08-13 09:20:10
2904,Electronics,18,7.35,Average,2021-10-03 23:50:23
1373,Grocery,12,5.66,Average,2019-12-02 18:30:43
4530,Electronics,10,2.22,Average,2020-07-08 20:18:28
3693,Electronics,15,4.57,Average,2019-06-07 03:32:47
1824,Clothing,4,7.98,Good,2022-07-20 08:14:37
4511,Home,15,0.51,Average,2019-08-16 22:39:33
3554,Home,3,0.62,Good,2022-02-13 05:21:33
2221,Electronics,2,7.65,Good,2021-07-31 18:32:06
2909,Electronics,7,5.51,Average,2018-01-31 04:30:25
4097,Home,14,3.78,Average,2019-08-14 16:39:15
1866,Electronics,3,4.25,Good,2022-01-05 03:14:49
3580,Clothing,12,0.56,Average,2018-05-25 12:29:33
822,Grocery,1,3.15,Good,2024-11-27 05:30:31
2377,Grocery,19,1.41,Average,2022-06-17 15:20:13
2702,Electronics,14,3.77,Average,2024-10-22 08:40:14
2151,Grocery,14,2.53,Average,2023-08-31 07:29:49
588,Grocery,18,3.49,Average,2019-01-26 14:29:55
4383,Electronics,3,6.8,Good,2023-04-03 00:04:22
4648,Home,6,7.89,Average,2018-02-20 01:26:54
407,Clothing,18,2.36,Average,2020-05-20 16:16:16
2736,Grocery,18,4.15,Average,2019-04-22 16:52:36
3791,Clothing,8,0.62,Average,2023-03-26 16:55:50
3524,Electronics,18,4.5,Average,2022-08-28 18:24:15
2473,Electronics,15,3.9,Average,2024-05-27 23:20:15
3195,Home,3,1.82,Good,2024-08-25 19:21:23
754,Home,2,0.56,Good,2023-01-17 16:40:31
3789,Grocery,6,1.51,Average,2024-07-23 02:00:22
4444,Grocery,6,3.61,Average,2023-06-19 19:20:25
1747,Electronics,10,3.27,Average,2018-04-13 08:22:47
57,Clothing,9,4.71,Average,2018-05-22 21:02:22
4335,Home,11,3.44,Average,2021-08-14 02:46:16
3034,Electronics,13,3.92,Average,2018-08-26 10:26:07
2696,Electronics,14,5.7,Average,2020-08-09 09:08:20
1528,Grocery,7,5.14,Average,2019-09-05 23:53:58
1114,Clothing,9,5.8,Average,2021-11-13 20:43:23
290,Grocery,17,6.99,Average,2023-04-18 00:18:49
844,Clothing,8,4.92,Average,2019-10-18 05:40:38
3546,Grocery,10,5.96,Average,2020-06-06 18:57:04
3670,Electronics,17,1.15,Average,2022-11-13 00:08:27
504,Clothing,8,2.69,Average,2023-01-18 00:12:01
1138,Clothing,11,4.75,Average,2020-11-02 07:39:02
3570,Grocery,12,2.37,Average,2018-09-10 20:49:54
694,Home,2,3.01,Good,2018-06-24 13:31:19
930,Electronics,10,0.99,Average,2023-10-10 06:22:15
2928,Clothing,17,5.06,Average,2021-05-09 09:10:10
3324,Home,2,4.85,Good,2023-11-12 01:32:44
4329,Electronics,11,4.69,Average,2019-06-03 01:51:51
4520,Electronics,1,6.49,Good,2021-03-08 03:47:44
2672,Electronics,11,7.06,Average,2020-10-06 00:23:20
4361,Clothing,9,2.37,Average,2018-10-28 06:22:37
2794,Home,8,7.33,Average,2020-04-11 16:58:44
125,Home,13,2.93,Average,2022-02-04 06:07:05
3170,Home,9,1.36,Average,2020-12-11 15:57:38
4238,Grocery,19,1.36,Average,2018-08-26 20:36:47
4186,Clothing,16,5.57,Average,2018-07-11 01:26:24
4255,Electronics,6,1.74,Average,2021-02-21 04:47:51
3686,Home,16,0.41,Average,2021-06-21 14:03:09
2300,Grocery,16,4.59,Average,2023-05-07 06:52:30
731,Grocery,12,3.0,Average,2022-12-22 20:21:47
2608,Home,16,0.85,Average,2024-07-12 23:46:06
4043,Grocery,9,6.58,Average,2024-12-10 13:26:08
4276,Grocery,4,0.28,Good,2021-02-13 11:24:27
553,Home,10,3.66,Average,2023-12-29 22:50:49
123,Clothing,18,1.3,Average,2020-01-08 17:27:58
4127,Grocery,13,7.58,Average,2022-07-03 04:54:18
1870,Clothing,8,3.58,Average,2023-05-23 06:54:32
4108,Home,18,3.32,Average,2020-07-22 17:33:23
89,Grocery,8,1.55,Average,2023-05-28 01:15:44
3029,Electronics,1,5.26,Good,2022-12-12 20:15:52
2513,Clothing,10,2.73,Average,2018-03-11 11:12:31
4586,Clothing,3,5.3,Good,2018-06-04 11:12:45
3681,Grocery,8,3.97,Average,2018-05-09 21:46:53
2352,Electronics,8,0.52,Average,2023-02-15 04:17:51
4464,Grocery,10,3.28,Average,2021-08-07 00:36:34
3002,Grocery,17,3.88,Average,2018-01-25 17:07:58
3099,Clothing,3,1.49,Good,2023-04-01 09:29:38
4113,Clothing,17,7.16,Average,2024-05-08 09:53:19
2730,Electronics,6,6.64,Average,2021-01-02 06:43:36
1387,Electronics,8,2.51,Average,2024-09-16 15:28:45
3390,Home,11,1.53,Average,2020-12-12 09:21:50
4056,Clothing,15,5.86,Average,2020-11-20 11:12:23
238,Home,16,5.27,Average,2024-12-16 09:02:41
979,Electronics,15,6.25,Average,2021-02-10 10:14:13
3635,Home,11,4.63,Average,2022-12-22 00:28:35
2990,Electronics,1,1.1,Good,2024-05-01 16:24:04
1506,Electronics,10,0.96,Average,2020-11-19 01:11:39
4728,Home,11,3.14,Average,2022-11-28 13:46:37
3769,Clothing,2,4.62,Good,2021-12-02 03:22:22
2757,Clothing,19,3.18,Average,2022-12-22 21:06:29
370,Clothing,19,1.01,Average,2020-08-02 03:53:09
2441,Home,1,1.89,Good,2022-12-02 19:31:22
4194,Grocery,8,5.32,Average,2023-06-20 22:03:18
1375,Home,15,3.63,Average,2020-02-26 22:45:33
3214,Home,4,3.7,Good,2023-05-01 07:30:27
3086,Clothing,18,7.62,Average,2018-02-28 00:39:47
1897,Grocery,4,3.57,Good,2020-08-09 14:21:41
4678,Clothing,10,1.32,Average,2020-03-31 07:32:22
1111,Home,17,1.12,Average,2018-10-29 04:23:20
2754,Electronics,10,0.93,Average,2021-03-30 12:32:35
4706,Clothing,11,0.6,Average,2024-05-19 05:09:49
1913,Clothing,18,1.5,Average,2020-01-18 14:48:47
3644,Clothing,12,2.02,Average,2018-05-23 04:01:39
2083,Electronics,18,6.6,Average,2019-06-18 11:23:06
1975,Electronics,10,2.72,Average,2023-03-18 03:44:49
4445,Grocery,4,7.84,Good,2021-11-17 22:46:59
4934,Electronics,7,3.66,Average,2021-05-23 17:20:01
4891,Grocery,17,6.86,Average,2021-05-20 01:05:14
1733,Home,16,4.63,Average,2019-07-02 18:27:52
2239,Clothing,4,4.51,Good,2023-12-18 09:21:56
921,Home,2,1.54,Good,2018-12-29 21:54:25
2074,Electronics,1,3.46,Good,2020-02-21 01:44:05
716,Electronics,4,7.97,Good,2023-02-28 02:21:51
4688,Home,11,0.27,Average,2020-01-12 09:26:25
4793,Clothing,4,2.37,Good,2021-03-12 00:22:46
4265,Electronics,14,2.64,Average,2022-04-20 09:34:39
1416,Clothing,9,0.7,Average,2018-03-25 06:57:31
2861,Home,1,6.4,Good,2024-01-15 07:28:06
1009,Home,4,3.74,Good,2020-03-19 02:04:34
1697,Clothing,4,5.6,Good,2020-02-11 06:30:55
2834,Grocery,19,3.03,Average,2020-08-31 01:55:58
1625,Home,2,3.03,Good,2020-03-13 13:38:07
771,Grocery,6,3.18,Average,2023-04-22 14:50:17
1713,Clothing,1,6.37,Good,2018-08-24 12:13:55
4324,Home,11,3.95,Average,2023-11-06 06:56:43
1419,Grocery,11,6.8,Average,2022-07-06 15:49:28
2170,Electronics,10,5.16,Average,2018-06-16 10:01:29
1315,Home,19,7.19,Average,2024-12-13 05:08:16
2955,Grocery,16,0.17,Average,2022-11-20 07:30:20
984,Grocery,6,7.71,Average,2018-04-28 22:18:11
379,Home,18,1.1,Average,2021-12-04 07:52:14
4800,Clothing,5,0.63,Good,2019-01-13 17:16:04
449,Home,16,5.82,Average,2019-10-20 20:40:06
2053,Clothing,14,0.69,Average,2023-12-13 12:24:21
4495,Home,9,4.67,Average,2021-11-18 09:57:21
3964,Clothing,15,3.91,Average,2020-01-18 10:45:13
3847,Electronics,14,2.4,Average,2023-08-23 02:30:52
2252,Clothing,4,0.08,Good,2019-12-11 15:46:32
1668,Grocery,5,7.61,Good,2018-01-13 03:34:13
3777,Electronics,13,3.04,Average,2018-03-31 10:23:22
3641,Home,7,5.72,Average,2020-03-18 04:26:30
1473,Grocery,11,1.59,Average,2021-07-07 19:16:29
3517,Grocery,7,3.78,Average,2023-05-17 15:08:10
94,Grocery,11,3.71,Average,2023-07-20 17:54:43
3509,Home,10,4.5,Average,2022-08-30 02:19:33
1366,Grocery,14,2.02,Average,2023-10-09 06:11:01
3357,Electronics,17,0.4,Average,2020-09-29 22:00:17
2624,Grocery,16,4.99,Average,2018-11-04 18:37:43
1243,Grocery,7,3.69,Average,2024-04-12 02:11:16
778,Home,14,6.71,Average,2021-10-28 15:39:34
999,Home,10,5.29,Average,2021-03-03 13:36:30
790,Electronics,6,4.54,Average,2021-09-24 03:15:57
2387,Home,1,3.42,Good,2024-06-22 14:30:00
59,Clothing,14,3.49,Average,2024-05-26 17:32:53
3165,Grocery,19,0.67,Average,2018-03-08 22:45:32
4077,Electronics,11,1.03,Average,2024-01-03 20:21:45
652,Clothing,15,7.1,Average,2019-02-16 22:13:02
2224,Clothing,7,7.11,Average,2018-06-03 03:33:49
3230,Home,4,5.48,Good,2018-05-19 14:31:40
1133,Grocery,6,5.3,Average,2023-11-27 17:05:40
1378,Electronics,17,0.31,Average,2024-04-26 16:52:37
74,Clothing,5,6.16,Good,2020-02-29 14:59:06
3265,Clothing,3,2.3,Good,2021-09-06 19:02:21
3257,Clothing,2,3.74,Good,2021-05-24 09:28:57
2419,Grocery,7,1.59,Average,2018-03-28 12:08:47
1578,Grocery,17,0.57,Average,2020-07-12 05:53:22
1929,Home,18,3.87,Average,2020-05-13 18:58:56
912,Electronics,1,5.74,Good,2018-05-25 19:16:24
303,Clothing,12,5.49,Average,2024-12-07 05:39:35
3884,Home,13,5.53,Average,2023-07-04 09:27:04
1535,Clothing,4,7.85,Good,2021-04-13 06:09:27
3955,Grocery,4,3.03,Good,2019-08-10 06:48:09
1789,Clothing,14,1.22,Average,2019-10-10 03:22:50
3366,Clothing,6,5.37,Average,2023-01-30 15:53:18
2398,Electronics,17,6.01,Average,2022-01-04 02:27:58
3413,Clothing,1,1.46,Good,2019-12-01 10:07:53
276,Clothing,19,2.08,Average,2021-04-17 08:17:24
272,Grocery,6,4.45,Average,2018-03-17 17:39:36
2530,Clothing,13,0.64,Average,2021-05-23 14:17:55
2244,Grocery,12,3.46,Average,2021-08-23 22:03:09
3097,Home,17,7.81,Average,2020-02-25 23:30:27
4100,Grocery,13,3.5,Average,2023-03-20 23:42:04
2546,Electronics,8,1.01,Average,2020-05-17 07:14:24
2796,Home,10,4.95,Average,2018-02-01 17:16:13
3242,Electronics,8,2.71,Average,2023-03-20 00:01:48
1224,Electronics,14,1.29,Average,2019-04-17 21:44:06
4993,Electronics,3,2.57,Good,2020-08-12 10:48:41
2914,Grocery,13,3.47,Average,2021-11-25 18:52:03
727,Home,7,2.06,Average,2022-10-21 08:57:33
1552,Home,11,0.64,Average,2023-09-02 12:01:33
2101,Grocery,9,3.92,Average,2019-07-26 09:04:47
2773,Home,2,6.63,Good,2023-09-30 10:23:18
3955,Electronics,3,0.85,Good,2022-07-25 02:34:07
2887,Grocery,18,7.56,Average,2019-09-12 08:08:57
3758,Grocery,11,5.3,Average,2020-01-12 02:48:30
3369,Electronics,15,2.33,Average,2020-09-27 19:36:09
267,Home,15,3.82,Average,2018-02-24 17:49:20
778,Electronics,14,7.3,Average,2022-01-17 17:24:43
3979,Home,13,0.43,Average,2018-05-17 20:39:09
2831,Grocery,1,3.83,Good,2018-11-08 07:34:01
1939,Grocery,5,4.29,Good,2019-03-11 13:00:47
3024,Home,5,7.84,Good,2024-01-15 03:09:57
4471,Clothing,13,1.26,Average,2018-12-27 12:22:27
4406,Grocery,19,7.41,Average,2024-10-13 19:10:52
2510,Electronics,3,2.68,Good,2023-10-30 21:49:33
810,Grocery,18,2.73,Average,2022-01-12 19:31:03
4636,Clothing,9,4.84,Average,2022-06-26 21:26:45
3994,Grocery,13,1.3,Average,2024-08-11 21:36:42
1719,Grocery,16,6.85,Average,2019-11-26 13:21:36
3092,Electronics,5,6.56,Good,2022-03-12 19:59:51
1074,Clothing,8,4.05,Average,2024-05-30 21:41:26
1868,Electronics,17,0.26,Average,2021-08-08 10:52:45
2511,Clothing,16,6.26,Average,2023-02-16 03:25:27
2986,Home,2,4.25,Good,2019-06-10 19:11:08
1353,Grocery,16,2.27,Average,2021-06-28 01:13:09
4093,Electronics,6,5.43,Average,2021-05-17 05:10:20
2858,Home,15,4.92,Average,2022-10-14 18:43:58
4917,Home,8,0.96,Average,2020-12-26 08:48:03
3585,Home,19,1.7,Average,2019-11-05 02:22:57
3648,Grocery,1,7.73,Good,2024-11-21 13:50:49
1299,Electronics,9,3.05,Average,2024-02-16 21:21:00
2273,Home,5,7.89,Good,2019-08-04 20:05:10
2914,Electronics,7,2.28,Average,2023-10-31 03:16:11
1792,Electronics,4,1.77,Good,2023-09-20 05:55:05
2912,Electronics,13,2.65,Average,2023-07-25 10:46:06
2769,Electronics,2,6.15,Good,2024-08-26 02:35:03
783,Home,12,6.88,Average,2021-07-24 22:58:26
4213,Grocery,3,6.02,Good,2019-12-01 06:17:14
1323,Electronics,17,4.7,Average,2022-01-22 22:21:25
1919,Clothing,16,6.7,Average,2022-04-11 04:18:39
4390,Clothing,2,4.31,Good,2023-04-28 17:13:19
882,Clothing,5,2.86,Good,2023-07-14 14:19:06
2383,Electronics,18,4.83,Average,2024-11-16 04:28:39
758,Electronics,18,6.29,Average,2020-11-07 07:21:47
646,Clothing,12,1.55,Average,2018-11-14 02:05:06
3500,Electronics,17,2.04,Average,2022-09-17 13:17:02
2556,Grocery,15,5.59,Average,2018-09-29 10:14:51
4729,Home,19,3.6,Average,2020-10-24 12:00:44
1742,Electronics,8,0.27,Average,2024-09-23 19:12:58
2454,Clothing,2,0.43,Good,2018-08-15 18:48:52
587,Grocery,17,3.22,Average,2022-09-05 13:10:51
3119,Electronics,1,4.96,Good,2019-03-12 06:14:56
23,Electronics,3,7.54,Good,2020-01-19 10:19:27
261,Electronics,8,4.77,Average,2019-08-30 17:58:03
4606,Grocery,10,4.47,Average,2018-07-15 00:09:52
2509,Clothing,11,2.2,Average,2023-12-19 22:26:54
477,Clothing,11,7.94,Average,2019-01-15 16:01:50
2664,Grocery,12,7.12,Average,2020-08-19 02:40:58
4769,Clothing,14,4.55,Average,2019-08-05 10:36:03
1482,Clothing,15,5.53,Average,2023-03-03 00:19:05
796,Clothing,16,0.02,Average,2018-09-18 06:33:14
2520,Clothing,11,5.09,Average,2022-10-16 16:02:42
1128,Home,4,5.31,Good,2022-04-21 20:58:16
4554,Clothing,19,4.98,Average,2019-12-27 16:32:58
4785,Home,17,5.5,Average,2021-05-30 15:23:03
2133,Home,7,7.31,Average,2023-07-26 23:53:58
476,Clothing,5,4.65,Good,2023-08-02 15:57:42
2183,Clothing,4,7.0,Good,2020-09-20 21:47:12
546,Electronics,16,1.9,Average,2023-12-06 19:18:10
3082,Electronics,6,1.83,Average,2022-06-13 21:39:02
1187,Electronics,4,5.17,Good,2018-07-01 23:32:26
1463,Home,19,1.74,Average,2023-02-03 05:22:57
2304,Home,14,1.46,Average,2018-07-01 04:56:50
2146,Home,5,5.94,Good,2024-04-18 19:12:42
3195,Grocery,1,4.97,Good,2024-11-24 03:08:16
1479,Clothing,12,5.11,Average,2019-10-25 21:11:01
1737,Clothing,17,1.79,Average,2019-04-10 08:43:59
3035,Electronics,7,4.08,Average,2020-11-18 22:21:29
864,Electronics,1,2.35,Good,2019-03-24 15:57:41
3127,Grocery,3,3.82,Good,2024-06-27 04:28:27
2806,Grocery,18,3.98,Average,2021-03-23 07:35:15
4504,Clothing,17,0.36,Average,2020-06-14 09:52:04
927,Grocery,18,1.52,Average,2023-09-17 20:15:06
2342,Electronics,4,3.19,Good,2024-09-29 05:53:00
633,Grocery,15,0.57,Average,2024-09-11 23:53:09
4145,Clothing,17,0.97,Average,2022-05-15 13:24:40
1058,Electronics,18,3.46,Average,2021-06-03 21:03:54
4428,Electronics,14,6.5,Average,2023-09-03 08:08:55
4549,Home,11,6.3,Average,2018-12-16 08:35:44
2901,Clothing,8,6.88,Average,2023-06-03 13:30:14
3021,Grocery,5,5.69,Good,2019-05-09 22:47:40
1687,Home,10,5.66,Average,2020-09-15 15:05:50
667,Electronics,13,0.26,Average,2024-05-17 21:11:59
1132,Electronics,13,2.24,Average,2023-11-19 05:45:57
4646,Grocery,9,6.8,Average,2019-10-17 17:22:48
2499,Home,17,6.84,Average,2023-06-29 17:30:20
2698,Home,11,3.32,Average,2024-02-17 10:52:02
1377,Electronics,12,3.05,Average,2023-09-24 08:27:00
3023,Grocery,9,2.74,Average,2018-12-05 06:28:22
1935,Clothing,8,1.01,Average,2024-10-03 23:34:52
4984,Grocery,3,0.19,Good,2023-04-04 03:48:38
973,Clothing,18,6.75,Average,2022-11-15 09:32:51
4167,Electronics,13,4.46,Average,2020-03-28 13:22:39
835,Home,17,0.39,Average,2023-02-22 00:17:30
2695,Home,1,4.9,Good,2021-08-11 20:49:51
2731,Grocery,1,0.56,Good,2018-10-04 13:57:34
4979,Home,3,1.12,Good,2022-07-08 11:14:00
836,Clothing,1,3.38,Good,2020-05-09 05:39:21
59,Electronics,6,6.34,Average,2018-06-14 03:39:26
2494,Clothing,7,5.11,Average,2020-11-20 08:22:03
609,Clothing,15,0.51,Average,2018-07-22 07:34:30
569,Electronics,17,2.29,Average,2022-01-17 17:09:40
4500,Grocery,2,2.08,Good,2018-07-06 03:47:50
1153,Electronics,9,1.1,Average,2021-06-05 22:26:15
2147,Grocery,5,5.11,Good,2024-10-05 01:43:52
2294,Electronics,19,4.88,Average,2024-03-30 13:20:30
3474,Grocery,15,7.97,Average,2023-02-25 13:55:09
2620,Electronics,9,4.55,Average,2021-05-19 01:05:05
3003,Home,18,7.15,Average,2019-09-17 05:50:14
1864,Clothing,1,2.58,Good,2020-03-16 12:45:02
4054,Clothing,12,6.68,Average,2024-03-23 01:05:54
3986,Home,5,3.19,Good,2022-06-27 16:02:04
2771,Clothing,18,6.17,Average,2021-12-01 05:42:16
4273,Clothing,3,0.86,Good,2024-01-17 00:18:31
3825,Electronics,8,1.33,Average,2024-03-31 08:40:41
4724,Grocery,3,2.97,Good,2021-01-20 17:19:30
3334,Home,5,6.33,Good,2021-04-19 21:23:39
454,Home,3,3.49,Good,2023-05-16 11:54:49
1065,Clothing,1,5.59,Good,2021-01-01 17:24:49
2738,Home,7,6.88,Average,2018-12-05 11:32:47
372,Electronics,2,3.07,Good,2022-07-18 02:34:42
1700,Electronics,8,6.92,Average,2020-11-25 02:02:46
1365,Clothing,8,3.47,Average,2020-05-29 17:18:39
409,Electronics,17,5.92,Average,2018-12-18 03:34:33
3939,Grocery,6,6.63,Average,2024-09-20 23:39:12
4990,Electronics,9,7.33,Average,2022-12-27 14:38:00
2901,Home,5,7.82,Good,2018-05-22 10:59:47
2990,Home,6,4.6,Average,2018-07-30 14:21:50
3773,Clothing,11,6.67,Average,2022-06-04 15:12:27
