order_id,warehouse_id,order_to_ship_days,delivery_days,fulfillment_status,order_date
248704,20,7,4,Delayed,2022-04-13 16:23:22
154924,44,9,6,Delayed,2018-07-25 16:48:22
155655,87,9,5,Delayed,2019-12-12 06:21:24
225296,54,6,4,Delayed,2018-05-22 22:19:48
294407,46,1,6,Fast,2019-12-19 13:50:26
236515,186,2,4,Fast,2019-12-20 07:49:41
210693,49,4,6,Delayed,2018-09-16 08:11:03
176944,112,5,5,Delayed,2020-02-14 02:20:49
169680,94,7,3,Delayed,2024-03-12 19:46:45
200216,103,3,4,Fast,2022-08-02 15:07:00
157371,5,6,1,Delayed,2020-12-09 19:19:14
270566,118,3,5,Fast,2022-02-02 08:36:05
148819,41,8,5,Delayed,2022-05-14 04:55:05
131194,59,8,4,Delayed,2019-07-08 09:58:25
155980,127,6,5,Delayed,2018-11-17 07:25:58
139911,66,4,1,Delayed,2024-08-19 06:10:25
113856,133,7,2,Delayed,2018-06-16 00:56:01
149545,105,1,5,Fast,2019-01-21 07:48:42
219042,11,1,5,Fast,2022-05-03 08:35:17
185527,101,8,5,Delayed,2023-07-26 15:12:49
136456,136,7,1,Delayed,2022-08-02 18:04:34
222899,75,7,6,Delayed,2024-07-24 10:37:41
292367,113,6,2,Delayed,2021-01-24 09:21:26
298995,24,6,2,Delayed,2019-09-13 17:16:46
234071,10,9,2,Delayed,2020-11-25 17:37:33
246362,125,8,4,Delayed,2023-01-21 04:23:23
213175,89,8,5,Delayed,2018-01-11 20:41:32
287084,54,4,2,Delayed,2020-04-11 17:44:47
172458,101,7,2,Delayed,2023-08-24 03:42:39
136048,55,8,3,Delayed,2018-06-12 12:40:09
276153,118,8,1,Delayed,2023-08-11 09:31:26
233909,51,3,6,Fast,2019-10-23 15:09:08
218934,147,9,3,Delayed,2024-11-06 01:13:02
199935,112,1,6,Fast,2018-04-27 13:34:25
223688,90,4,2,Delayed,2021-01-01 19:54:22
121759,107,8,6,Delayed,2019-08-24 10:55:42
197195,45,9,1,Delayed,2020-06-30 07:34:37
208716,4,1,4,Fast,2021-10-08 15:51:43
212651,15,6,3,Delayed,2020-08-22 13:06:52
172867,180,2,1,Fast,2022-10-23 07:20:20
140922,110,6,2,Delayed,2020-02-25 23:27:34
223325,72,3,2,Fast,2020-09-02 02:45:08
120362,107,3,2,Fast,2024-08-31 04:32:00
118738,3,6,3,Delayed,2019-05-20 00:09:52
204051,85,5,4,Delayed,2024-04-24 05:59:57
218863,152,8,6,Delayed,2021-03-19 18:25:14
114934,35,2,6,Fast,2022-02-19 03:00:14
247558,96,6,3,Delayed,2023-05-22 06:17:08
103476,169,5,5,Delayed,2022-05-22 23:27:07
185452,34,9,3,Delayed,2019-09-01 04:26:15
216225,94,4,2,Delayed,2023-07-20 11:54:03
275600,69,4,2,Delayed,2021-01-31 23:11:11
250910,49,3,1,Fast,2022-05-27 04:51:19
215790,180,2,3,Fast,2023-08-07 09:26:05
127256,170,5,2,Delayed,2021-01-17 20:14:10
207196,42,9,5,Delayed,2021-08-04 05:33:00
191617,19,2,2,Fast,2019-08-07 22:15:11
219555,188,2,6,Fast,2022-07-17 20:44:29
121452,180,2,4,Fast,2021-05-25 06:06:44
281046,12,6,6,Delayed,2020-04-07 20:27:05
282404,153,4,3,Delayed,2021-04-22 12:07:39
266449,78,9,4,Delayed,2022-04-11 02:43:19
295835,4,9,2,Delayed,2023-01-03 05:33:43
211368,32,4,4,Delayed,2019-09-25 00:41:30
247561,24,2,1,Fast,2024-08-27 02:12:17
225262,108,4,2,Delayed,2018-06-27 13:53:33
238321,84,1,1,Fast,2022-12-08 13:22:16
245314,175,2,4,Fast,2018-11-18 09:52:59
219149,99,3,1,Fast,2018-06-14 09:21:52
266471,82,9,2,Delayed,2021-04-07 18:17:07
284484,25,1,2,Fast,2021-02-08 13:02:48
283876,53,9,2,Delayed,2022-09-13 09:14:28
257072,57,4,6,Delayed,2020-10-31 04:35:18
125043,20,2,2,Fast,2018-12-22 17:18:24
122896,93,7,3,Delayed,2024-12-31 23:02:00
159738,70,9,2,Delayed,2019-08-22 19:19:48
105688,166,2,3,Fast,2020-06-22 16:41:28
100978,168,9,1,Delayed,2020-09-30 06:38:46
258633,197,8,2,Delayed,2018-08-20 19:24:51
138258,94,3,6,Fast,2019-06-12 20:11:40
125204,158,3,3,Fast,2022-09-10 19:48:03
298602,79,3,5,Fast,2021-11-14 15:29:00
127597,6,5,6,Delayed,2022-04-18 00:04:52
153168,183,2,3,Fast,2018-12-31 18:39:33
189302,62,7,3,Delayed,2019-01-15 18:37:35
110968,130,5,1,Delayed,2022-12-06 02:04:02
227766,72,2,5,Fast,2022-09-25 05:12:52
232998,114,4,2,Delayed,2018-09-06 05:01:34
252908,59,2,2,Fast,2018-07-13 14:53:49
148849,131,3,5,Fast,2022-07-11 16:17:21
292978,69,7,6,Delayed,2023-11-18 21:47:48
111750,192,3,6,Fast,2019-07-01 14:12:55
148543,153,7,4,Delayed,2023-07-16 20:03:38
134374,34,5,1,Delayed,2024-01-26 18:56:02
296891,142,8,3,Delayed,2024-02-23 00:57:34
254706,174,3,1,Fast,2022-11-21 02:48:55
147682,52,1,3,Fast,2022-09-05 20:09:53
109004,158,1,2,Fast,2024-03-18 16:33:48
111024,197,9,1,Delayed,2019-12-29 07:22:16
159527,38,1,5,Fast,2020-08-07 07:41:23
217910,110,9,1,Delayed,2024-02-21 18:14:58
264392,180,8,1,Delayed,2018-05-08 13:43:20
247313,113,5,2,Delayed,2018-03-09 07:36:08
276316,60,6,2,Delayed,2021-02-05 06:35:00
242915,77,6,1,Delayed,2021-02-14 14:01:45
243510,22,1,2,Fast,2021-08-01 07:53:10
152812,116,7,5,Delayed,2020-04-01 18:49:33
221970,28,9,6,Delayed,2018-04-20 01:05:29
106307,29,3,2,Fast,2019-05-30 04:04:05
106269,112,9,6,Delayed,2021-06-15 06:31:28
117479,122,8,6,Delayed,2018-08-18 13:16:31
112537,91,3,1,Fast,2019-03-06 17:03:30
177468,115,5,3,Delayed,2023-06-18 05:51:42
175329,57,9,1,Delayed,2021-09-26 09:08:18
237849,192,8,2,Delayed,2022-10-26 10:42:11
249038,199,7,4,Delayed,2018-01-20 15:27:31
133293,98,3,4,Fast,2024-04-29 10:11:10
212765,174,5,6,Delayed,2019-05-07 23:32:46
292037,52,2,3,Fast,2024-09-05 01:11:27
271241,106,6,5,Delayed,2018-02-25 19:37:02
189358,39,6,4,Delayed,2024-06-19 10:23:11
237655,99,5,1,Delayed,2022-10-19 16:40:15
213574,71,5,3,Delayed,2024-02-08 08:57:16
185605,28,9,3,Delayed,2021-07-08 09:01:09
233373,54,6,2,Delayed,2020-11-16 00:41:07
247145,78,6,2,Delayed,2018-04-28 01:35:06
144026,56,8,2,Delayed,2020-02-10 19:36:28
101122,59,5,4,Delayed,2022-04-28 11:47:14
272776,108,8,2,Delayed,2020-08-12 04:44:55
295455,5,1,2,Fast,2023-08-19 04:46:49
256018,77,7,2,Delayed,2018-06-13 15:15:36
121726,160,2,4,Fast,2024-05-21 12:17:49
299549,94,8,4,Delayed,2022-08-30 10:21:41
145024,115,6,2,Delayed,2018-04-01 10:58:46
128051,89,3,3,Fast,2018-02-24 18:15:40
138355,135,2,6,Fast,2021-10-07 08:51:33
276822,18,9,5,Delayed,2018-10-29 23:06:03
260212,84,2,1,Fast,2023-08-23 22:23:41
196832,155,9,3,Delayed,2021-11-11 09:42:20
254495,169,5,5,Delayed,2024-05-19 17:58:28
125965,68,8,5,Delayed,2020-11-02 03:44:26
127366,54,6,2,Delayed,2021-01-26 16:52:16
254521,139,8,3,Delayed,2020-01-18 19:13:23
205620,46,3,1,Fast,2018-04-24 10:36:35
282370,33,9,3,Delayed,2020-04-06 22:47:00
238240,160,3,6,Fast,2024-05-30 14:46:36
274275,56,9,4,Delayed,2024-07-28 02:29:19
229159,44,5,1,Delayed,2018-12-17 16:21:06
185898,37,6,1,Delayed,2024-05-10 01:05:41
192939,3,2,3,Fast,2019-10-11 18:32:47
193956,48,6,6,Delayed,2024-07-19 07:42:41
258080,114,4,3,Delayed,2018-03-13 00:36:57
118034,112,1,2,Fast,2020-03-28 14:58:33
119308,182,7,5,Delayed,2021-02-21 06:00:14
278074,99,1,6,Fast,2018-03-18 17:57:26
134492,62,1,2,Fast,2020-08-14 23:00:37
109647,197,8,4,Delayed,2022-10-14 14:30:07
216590,24,2,6,Fast,2020-06-14 06:00:59
267650,65,6,4,Delayed,2018-05-31 11:16:55
133238,69,6,6,Delayed,2019-03-11 06:00:15
212327,165,4,4,Delayed,2023-12-06 06:14:47
281772,46,4,5,Delayed,2019-05-26 18:40:46
140791,172,1,3,Fast,2023-07-29 00:56:34
159849,129,9,4,Delayed,2023-01-21 08:13:19
157943,94,1,3,Fast,2019-01-09 18:34:35
141895,93,7,2,Delayed,2022-09-04 02:07:43
239811,133,3,3,Fast,2020-06-12 02:21:19
130318,45,7,3,Delayed,2022-06-17 06:28:00
185539,180,2,2,Fast,2024-06-17 22:13:18
202411,170,7,3,Delayed,2023-07-12 07:25:27
171305,143,2,2,Fast,2022-04-17 09:49:56
146209,182,2,4,Fast,2024-04-26 19:28:49
217230,50,4,6,Delayed,2022-08-28 07:06:09
121142,10,8,5,Delayed,2019-04-02 09:03:12
257749,106,1,6,Fast,2023-10-22 17:33:53
196605,98,6,5,Delayed,2022-06-29 11:46:20
144345,127,8,6,Delayed,2024-05-16 10:36:11
128718,53,5,1,Delayed,2024-06-06 07:06:13
176927,90,5,3,Delayed,2023-08-27 02:00:52
267849,176,7,5,Delayed,2023-07-01 13:34:56
171842,6,6,1,Delayed,2021-10-29 02:06:15
104113,61,9,5,Delayed,2023-06-15 00:31:10
119520,40,3,3,Fast,2024-12-31 18:34:50
256937,61,1,2,Fast,2024-01-26 10:10:41
290670,98,5,3,Delayed,2018-05-29 15:49:55
266430,178,7,6,Delayed,2023-10-09 08:33:52
102389,45,4,4,Delayed,2018-02-09 09:09:15
156798,73,9,5,Delayed,2022-12-04 01:47:21
130276,68,8,2,Delayed,2021-04-08 22:42:03
134795,181,6,6,Delayed,2022-12-03 20:18:47
143225,72,1,5,Fast,2023-02-22 08:25:07
159656,100,7,1,Delayed,2019-03-22 10:15:46
267961,151,2,6,Fast,2021-01-16 08:02:25
167312,55,1,4,Fast,2022-11-07 18:11:53
260505,143,8,1,Delayed,2018-05-20 03:29:33
236170,119,8,1,Delayed,2023-08-28 11:49:29
178807,133,5,5,Delayed,2024-07-28 07:26:42
133636,31,2,1,Fast,2020-12-10 07:51:24
205960,164,4,5,Delayed,2020-07-30 00:36:45
137883,156,1,4,Fast,2019-05-02 08:26:08
281169,76,9,2,Delayed,2021-01-08 10:24:34
204034,90,5,3,Delayed,2019-01-31 14:39:05
186531,197,8,2,Delayed,2019-03-15 19:34:13
264979,25,6,4,Delayed,2022-09-23 02:14:25
215173,131,9,6,Delayed,2022-12-30 19:38:20
255460,19,6,2,Delayed,2023-01-19 20:23:36
273189,56,9,3,Delayed,2024-04-10 21:42:12
179729,62,5,1,Delayed,2021-10-21 03:42:28
163732,141,2,4,Fast,2019-05-29 21:39:49
284240,124,2,3,Fast,2019-02-18 09:57:51
238946,50,7,3,Delayed,2024-09-02 11:35:59
260443,12,2,1,Fast,2021-09-28 17:18:33
248498,90,3,1,Fast,2022-10-08 16:35:33
124116,36,7,5,Delayed,2024-10-13 03:05:45
224091,119,5,5,Delayed,2024-01-15 09:20:04
167251,144,7,2,Delayed,2022-01-16 03:12:22
172270,16,6,3,Delayed,2021-07-31 08:38:16
167675,148,1,1,Fast,2024-06-14 07:25:51
164652,188,7,2,Delayed,2020-11-24 19:28:51
110244,6,2,1,Fast,2023-07-04 18:23:33
297184,113,8,5,Delayed,2022-04-05 00:22:46
237227,190,3,5,Fast,2019-09-18 16:03:05
238910,80,6,1,Delayed,2022-08-13 13:49:02
289523,38,2,6,Fast,2022-12-04 17:48:43
265694,52,8,5,Delayed,2019-12-12 22:38:11
167444,110,8,6,Delayed,2020-10-01 03:36:58
151737,168,2,3,Fast,2020-05-19 15:27:29
277712,182,1,5,Fast,2022-08-22 03:02:14
145362,75,4,6,Delayed,2018-03-03 17:50:25
152215,39,8,6,Delayed,2023-05-06 10:42:40
229713,35,8,4,Delayed,2018-08-28 08:45:41
275558,97,4,4,Delayed,2019-11-07 07:32:04
297230,7,7,5,Delayed,2021-09-26 13:27:39
219478,33,3,4,Fast,2020-08-16 15:58:19
263460,109,5,2,Delayed,2021-09-10 20:32:36
159526,53,1,2,Fast,2019-11-20 21:50:23
278513,183,5,3,Delayed,2021-05-05 13:08:49
161066,198,7,1,Delayed,2018-06-19 15:03:40
148216,113,7,2,Delayed,2022-09-16 15:58:33
202808,90,6,1,Delayed,2018-01-17 00:19:04
163548,194,9,5,Delayed,2018-10-20 19:00:04
213008,82,3,4,Fast,2022-12-31 01:24:54
117460,188,2,5,Fast,2022-11-29 11:21:56
121044,194,8,1,Delayed,2024-02-21 04:01:06
125158,91,3,4,Fast,2019-09-13 15:03:03
129426,138,3,1,Fast,2022-06-17 21:44:35
183646,174,2,1,Fast,2020-12-22 14:10:10
231338,121,3,2,Fast,2022-02-23 10:02:47
257381,22,1,3,Fast,2022-07-28 10:27:51
183833,60,9,5,Delayed,2019-07-07 08:32:54
294564,198,5,3,Delayed,2022-09-18 22:00:33
224939,12,2,3,Fast,2020-08-12 16:34:45
238600,67,1,4,Fast,2019-04-02 04:43:35
176442,24,2,5,Fast,2022-10-23 14:21:59
281803,150,4,3,Delayed,2018-12-09 22:27:51
103312,66,1,6,Fast,2018-05-05 11:57:46
298915,61,9,2,Delayed,2020-02-06 21:25:55
218172,38,4,3,Delayed,2018-05-25 11:50:40
240466,68,3,1,Fast,2022-01-22 13:23:27
185916,51,8,4,Delayed,2022-07-08 22:02:26
186980,125,8,6,Delayed,2024-01-24 13:10:34
129326,7,9,5,Delayed,2021-06-10 19:43:17
213602,65,6,1,Delayed,2021-06-18 19:27:50
170654,50,9,2,Delayed,2023-07-12 02:42:31
199961,126,9,3,Delayed,2018-11-19 06:33:25
128486,137,9,4,Delayed,2018-09-27 11:02:30
208170,72,1,5,Fast,2023-10-17 19:49:42
239133,194,4,1,Delayed,2019-02-25 00:32:36
181432,139,8,5,Delayed,2019-04-19 00:04:19
268528,73,1,4,Fast,2019-08-21 10:23:27
193403,108,2,4,Fast,2020-04-07 15:35:59
129391,35,2,3,Fast,2021-08-19 09:22:16
126347,23,7,2,Delayed,2022-10-17 06:32:40
232547,129,4,4,Delayed,2018-07-12 19:16:07
156497,183,4,5,Delayed,2020-01-01 23:11:32
242655,45,3,5,Fast,2022-04-30 18:58:49
294952,23,3,2,Fast,2022-08-23 11:42:09
215403,97,8,6,Delayed,2022-04-05 12:18:23
209946,20,6,3,Delayed,2021-10-27 14:44:11
117508,72,2,1,Fast,2018-05-19 16:12:11
113940,64,9,6,Delayed,2020-10-31 21:33:50
162361,51,6,2,Delayed,2023-06-08 04:37:47
182127,70,7,6,Delayed,2019-07-12 07:07:30
277388,178,4,5,Delayed,2021-05-03 16:46:17
162244,176,3,4,Fast,2020-03-23 02:43:44
136591,70,8,4,Delayed,2021-07-27 18:34:16
153633,118,8,5,Delayed,2023-03-21 23:49:35
171434,166,7,2,Delayed,2024-08-10 04:58:40
158553,172,9,4,Delayed,2019-11-21 22:49:48
133715,178,1,6,Fast,2020-01-24 05:30:45
143132,78,3,4,Fast,2018-08-12 17:15:10
233761,139,1,1,Fast,2023-12-12 03:55:37
299385,189,1,2,Fast,2024-02-07 01:05:27
298573,55,2,3,Fast,2022-06-11 14:07:31
124937,35,4,5,Delayed,2022-06-18 08:25:18
212955,93,2,3,Fast,2024-11-04 17:54:39
289306,173,8,3,Delayed,2019-07-03 20:21:21
199470,160,8,1,Delayed,2022-02-27 19:10:13
268147,3,1,2,Fast,2020-05-03 21:01:50
202214,93,9,1,Delayed,2022-02-21 15:42:05
187405,53,1,6,Fast,2020-10-11 09:50:24
123540,21,1,1,Fast,2022-01-03 12:18:19
225828,151,6,4,Delayed,2020-06-09 20:36:12
170423,187,1,5,Fast,2019-06-10 13:43:32
168482,176,2,6,Fast,2021-12-12 08:49:43
249543,116,4,1,Delayed,2018-08-31 08:45:26
264580,161,5,6,Delayed,2018-10-10 05:16:43
108899,121,4,6,Delayed,2022-12-27 11:44:05
220826,157,6,4,Delayed,2022-08-22 07:15:45
120738,64,1,4,Fast,2023-10-25 04:19:49
201677,67,7,2,Delayed,2024-03-24 00:33:28
214221,79,5,4,Delayed,2020-08-02 21:13:01
187259,24,1,4,Fast,2018-03-13 05:07:23
294309,61,2,5,Fast,2021-10-15 09:06:27
193420,137,5,3,Delayed,2019-07-02 20:46:47
278679,164,7,6,Delayed,2021-05-15 00:07:35
150572,157,9,3,Delayed,2022-09-18 19:16:01
149959,114,2,1,Fast,2018-06-03 02:57:11
284199,169,3,6,Fast,2018-05-24 12:34:44
227935,59,4,6,Delayed,2023-06-13 23:08:22
222308,189,9,3,Delayed,2021-11-03 03:04:06
230448,50,6,5,Delayed,2018-03-01 03:24:40
205901,89,1,4,Fast,2022-04-01 09:02:24
177777,171,9,6,Delayed,2019-04-14 12:12:57
272678,129,3,3,Fast,2018-03-05 09:47:11
158980,99,7,5,Delayed,2022-04-10 00:02:42
229307,98,7,2,Delayed,2020-03-19 12:32:34
115502,31,4,5,Delayed,2022-07-29 06:04:29
249969,117,3,3,Fast,2018-03-08 15:37:54
148183,189,3,6,Fast,2020-07-04 15:41:22
100769,114,6,6,Delayed,2019-06-07 20:48:10
297209,199,1,2,Fast,2020-04-18 02:55:34
256101,30,9,2,Delayed,2018-01-24 08:40:04
231519,79,5,4,Delayed,2024-01-08 08:14:39
206695,12,7,2,Delayed,2020-10-06 22:24:33
132989,174,2,6,Fast,2022-11-13 05:57:22
180036,139,3,5,Fast,2019-07-30 22:48:53
196819,51,1,2,Fast,2023-11-04 12:06:17
143762,65,9,1,Delayed,2020-07-19 12:24:04
299937,147,5,2,Delayed,2018-12-24 18:12:05
238370,187,5,3,Delayed,2022-08-24 16:00:44
271760,164,2,3,Fast,2024-12-09 15:13:32
219220,194,8,6,Delayed,2018-04-17 13:51:35
131614,90,2,4,Fast,2020-01-17 13:27:57
199287,44,7,3,Delayed,2023-02-11 08:48:53
284191,147,9,4,Delayed,2024-12-31 13:03:25
205512,164,3,6,Fast,2024-03-26 12:35:57
100087,101,4,2,Delayed,2023-01-06 00:43:51
224437,48,4,3,Delayed,2021-09-06 14:33:11
140472,186,6,5,Delayed,2018-03-10 09:30:10
207504,39,7,1,Delayed,2021-09-30 11:26:13
118957,140,5,6,Delayed,2020-08-14 20:04:39
100647,50,1,3,Fast,2020-12-22 06:42:26
157845,164,1,1,Fast,2024-11-17 20:10:16
206934,142,9,5,Delayed,2022-03-09 16:10:15
178565,51,4,5,Delayed,2023-01-07 18:21:53
174488,108,7,1,Delayed,2022-08-03 12:00:39
222486,70,7,6,Delayed,2022-11-15 16:23:09
289042,66,4,5,Delayed,2019-08-01 11:26:29
174064,76,9,3,Delayed,2021-09-10 00:02:15
196481,132,9,6,Delayed,2022-09-20 21:06:43
181205,93,8,2,Delayed,2019-10-24 07:43:14
188365,177,5,5,Delayed,2024-10-18 07:07:24
236184,132,2,4,Fast,2020-04-09 16:57:41
111970,127,3,6,Fast,2019-12-09 01:36:35
151019,18,9,1,Delayed,2024-07-19 16:04:02
199251,182,4,2,Delayed,2024-10-05 23:43:54
143052,41,8,3,Delayed,2022-05-06 22:46:28
227554,101,1,3,Fast,2019-10-15 15:30:32
194248,194,8,5,Delayed,2024-04-28 21:31:19
275793,32,6,6,Delayed,2019-08-30 19:19:41
194678,159,8,6,Delayed,2020-04-24 04:10:49
174234,66,9,6,Delayed,2024-10-16 23:49:11
208745,125,6,2,Delayed,2022-12-09 00:01:40
166679,145,8,4,Delayed,2022-07-07 01:19:26
136128,80,8,4,Delayed,2018-03-26 23:53:25
103736,45,9,6,Delayed,2019-02-10 10:39:33
225411,195,8,2,Delayed,2020-11-27 14:28:41
277157,76,5,5,Delayed,2018-10-24 09:02:45
213593,186,7,3,Delayed,2022-08-15 20:36:07
230322,177,7,4,Delayed,2019-08-20 00:57:04
163855,108,5,2,Delayed,2022-07-08 01:28:13
158375,181,7,3,Delayed,2020-07-22 23:38:14
123779,193,1,3,Fast,2024-05-08 17:09:49
218784,63,7,2,Delayed,2020-01-10 21:57:17
270424,32,7,6,Delayed,2021-12-11 22:54:07
273517,155,6,3,Delayed,2024-02-27 00:39:28
161468,61,1,6,Fast,2024-07-10 19:24:11
190540,100,1,3,Fast,2021-08-03 14:48:18
130009,13,9,4,Delayed,2024-11-02 15:18:16
114861,83,7,4,Delayed,2023-02-14 06:21:22
217488,71,5,3,Delayed,2020-10-16 05:49:24
140664,98,7,3,Delayed,2018-02-12 07:30:36
118666,67,3,5,Fast,2018-04-12 22:40:53
210404,81,7,1,Delayed,2020-01-29 01:33:46
222985,32,7,2,Delayed,2019-12-16 14:35:58
196964,150,3,5,Fast,2023-04-06 14:55:37
137951,26,5,1,Delayed,2018-08-09 15:50:38
161481,194,2,5,Fast,2019-09-16 18:18:23
243880,95,4,5,Delayed,2023-06-30 07:39:59
195527,196,4,3,Delayed,2020-12-24 19:38:31
105251,195,8,5,Delayed,2021-08-01 12:55:30
114077,180,9,5,Delayed,2019-12-21 03:36:16
201548,192,2,3,Fast,2023-11-11 10:41:56
273730,183,8,2,Delayed,2020-12-14 05:34:56
147239,186,5,3,Delayed,2018-05-20 00:07:31
188965,140,1,3,Fast,2018-11-19 07:55:49
203815,129,4,1,Delayed,2019-11-09 01:52:43
174607,20,7,4,Delayed,2018-10-10 09:14:29
258462,145,5,2,Delayed,2019-10-11 03:07:20
208920,51,5,5,Delayed,2019-05-17 15:16:59
130375,25,6,3,Delayed,2020-06-24 12:13:03
293624,192,2,3,Fast,2020-02-12 03:34:33
109281,106,3,5,Fast,2024-03-16 15:37:53
103800,132,9,6,Delayed,2018-06-16 11:12:28
271914,120,2,6,Fast,2019-05-15 23:20:06
191723,150,9,5,Delayed,2020-02-04 18:16:56
170693,145,4,2,Delayed,2023-10-14 00:40:58
168704,22,2,4,Fast,2021-05-20 12:46:14
293770,12,9,1,Delayed,2024-05-14 12:32:24
269242,174,9,2,Delayed,2023-04-16 02:49:40
175782,7,4,6,Delayed,2024-05-23 13:26:26
297005,168,6,4,Delayed,2020-02-27 03:05:28
225703,84,8,2,Delayed,2023-02-01 08:24:24
185465,171,4,6,Delayed,2023-02-15 22:57:16
249544,176,9,6,Delayed,2021-08-05 03:14:13
156273,117,9,2,Delayed,2022-04-30 00:06:40
145326,117,9,5,Delayed,2021-12-09 23:01:12
104767,31,6,2,Delayed,2020-04-24 13:16:48
269210,64,2,5,Fast,2019-01-13 02:37:15
157562,110,4,3,Delayed,2022-01-06 12:34:46
159292,138,5,4,Delayed,2024-10-12 08:38:11
280974,90,2,4,Fast,2019-12-21 06:41:12
136178,41,9,1,Delayed,2019-09-26 15:23:15
183827,112,6,3,Delayed,2023-06-24 14:34:47
270215,17,8,1,Delayed,2020-10-22 17:54:24
290166,19,5,6,Delayed,2020-06-28 09:14:45
182588,136,7,6,Delayed,2021-01-07 22:53:18
292107,65,6,5,Delayed,2021-02-03 09:45:07
105980,133,5,2,Delayed,2024-11-30 03:25:08
175762,123,4,1,Delayed,2024-10-27 06:37:57
136707,41,9,3,Delayed,2024-12-02 18:27:02
231169,78,7,6,Delayed,2020-12-24 02:21:16
133184,76,8,4,Delayed,2019-05-29 06:53:46
181708,23,1,4,Fast,2018-04-07 23:51:13
285541,44,1,4,Fast,2021-02-20 02:58:20
230314,22,1,6,Fast,2023-11-15 15:20:42
234395,145,8,5,Delayed,2022-09-16 09:24:36
112582,70,8,1,Delayed,2021-11-05 23:33:07
166137,154,9,1,Delayed,2023-06-01 16:33:05
148828,180,1,3,Fast,2022-06-08 14:08:17
224807,64,9,6,Delayed,2020-10-12 04:02:31
246691,105,3,1,Fast,2018-01-13 05:49:53
139162,75,7,6,Delayed,2022-11-17 15:47:08
103493,65,4,5,Delayed,2019-07-02 16:40:38
226120,102,3,4,Fast,2022-12-31 18:12:18
111624,113,6,1,Delayed,2020-11-08 03:02:29
280401,34,5,4,Delayed,2023-11-03 10:26:18
249337,33,2,1,Fast,2019-03-14 20:31:19
207883,90,3,2,Fast,2023-06-01 08:04:27
298788,111,8,3,Delayed,2021-07-06 14:59:18
167812,31,5,5,Delayed,2019-03-25 14:59:32
137039,152,7,6,Delayed,2018-07-25 07:34:06
123226,198,1,5,Fast,2022-12-05 05:53:38
180439,15,5,3,Delayed,2023-02-04 17:42:57
123071,172,5,2,Delayed,2018-05-09 20:01:26
224803,70,7,5,Delayed,2022-08-21 20:55:41
244240,158,4,4,Delayed,2018-12-27 09:42:01
105285,178,3,2,Fast,2021-10-19 14:15:35
224132,194,9,3,Delayed,2024-10-13 05:00:26
287649,30,2,4,Fast,2024-03-18 01:58:36
260636,73,4,6,Delayed,2024-07-19 01:43:35
124450,40,7,5,Delayed,2018-01-07 05:31:53
186018,163,2,4,Fast,2019-03-03 01:28:50
133424,50,4,5,Delayed,2020-09-02 10:12:43
268699,2,4,4,Delayed,2019-12-17 10:22:49
245556,195,8,6,Delayed,2019-12-20 01:59:24
264838,43,7,4,Delayed,2022-02-05 02:24:14
206053,64,1,4,Fast,2019-04-17 22:45:27
183952,34,2,4,Fast,2023-12-26 18:04:16
114621,17,6,5,Delayed,2022-09-22 11:16:39
208520,49,3,6,Fast,2019-05-20 06:47:59
227518,114,4,6,Delayed,2019-01-14 20:35:05
155873,118,9,3,Delayed,2020-09-09 14:24:08
281244,46,1,3,Fast,2019-09-21 00:14:15
162830,176,2,3,Fast,2024-01-20 13:14:54
118662,180,4,1,Delayed,2021-09-16 18:51:09
222069,4,8,4,Delayed,2020-08-25 14:28:47
275183,152,5,2,Delayed,2023-12-31 19:46:02
217395,47,4,4,Delayed,2021-06-18 18:00:05
121421,114,3,3,Fast,2024-04-14 11:25:48
215056,111,3,4,Fast,2023-05-01 14:37:03
201464,10,5,3,Delayed,2018-03-17 03:07:15
149867,49,7,5,Delayed,2020-02-01 13:05:13
195051,2,8,4,Delayed,2019-09-18 17:31:29
283961,124,5,6,Delayed,2021-06-30 12:42:52
178988,139,5,2,Delayed,2022-11-27 13:56:28
245574,159,9,3,Delayed,2019-03-19 06:21:26
274849,199,6,6,Delayed,2022-06-26 04:55:42
251365,108,8,3,Delayed,2020-03-25 09:02:36
106094,34,7,5,Delayed,2023-10-12 12:39:28
197368,43,2,5,Fast,2022-07-09 00:33:14
111789,101,9,1,Delayed,2021-09-13 02:14:35
272475,84,8,6,Delayed,2019-11-11 01:10:51
197108,113,8,3,Delayed,2018-11-13 18:11:09
174863,158,8,4,Delayed,2023-07-03 06:40:50
256071,108,5,6,Delayed,2019-05-08 22:21:21
297371,82,8,4,Delayed,2023-08-19 02:37:14
203161,24,2,3,Fast,2024-11-15 21:12:52
195120,136,2,4,Fast,2021-02-26 15:44:47
204811,42,9,2,Delayed,2018-04-02 04:50:16
196610,17,8,3,Delayed,2022-11-15 18:03:12
121222,168,5,1,Delayed,2022-01-19 19:28:08
295503,127,1,2,Fast,2020-08-04 17:35:13
158676,61,6,3,Delayed,2022-08-29 04:41:39
229986,57,3,2,Fast,2020-09-02 20:59:22
296409,173,3,1,Fast,2022-09-03 21:17:36
124669,122,3,6,Fast,2024-08-10 20:29:19
107052,18,6,5,Delayed,2022-12-28 02:46:15
183614,183,4,1,Delayed,2024-05-31 19:59:51
183835,50,7,3,Delayed,2023-10-27 12:12:23
223607,138,7,2,Delayed,2020-12-10 23:11:46
107548,124,6,4,Delayed,2023-04-13 18:41:44
