product_id,historical_demand,forecasted_demand,forecast_error,season,forecast_month
16814,337,406,69,Festive,2019-10-13 14:04:05
28223,312,343,31,Festive,2023-11-12 14:11:53
1007,22,-6,-28,Monsoon,2020-06-09 05:47:41
10697,48,10,-38,Festive,2024-11-11 19:50:19
20878,141,105,-36,Festive,2022-01-01 17:06:05
10995,341,320,-21,Winter,2018-06-28 04:19:55
20006,102,105,3,Summer,2022-01-07 08:47:49
19878,24,7,-17,Festive,2024-04-17 21:38:53
28788,326,322,-4,Winter,2024-10-12 04:51:30
17234,445,468,23,Monsoon,2021-11-10 23:57:48
2695,319,392,73,Festive,2024-05-08 17:25:09
21957,149,199,50,Winter,2023-08-26 06:32:14
10427,145,136,-9,Summer,2021-08-02 15:07:52
11317,196,245,49,Winter,2024-01-10 12:52:32
10560,322,334,12,Summer,2023-01-05 17:27:00
5346,129,97,-32,Summer,2022-08-27 16:12:01
204,423,426,3,Festive,2022-03-30 03:16:39
1099,122,75,-47,Monsoon,2020-11-26 02:47:43
2023,391,372,-19,Summer,2020-03-10 17:32:02
28353,202,154,-48,Summer,2023-02-19 16:01:07
28389,103,170,67,Festive,2023-06-12 08:33:42
22178,335,383,48,Winter,2022-09-13 14:13:52
10598,234,210,-24,Festive,2020-10-10 07:54:04
17989,145,196,51,Summer,2020-08-23 13:38:33
21128,80,36,-44,Winter,2020-02-03 21:28:34
18092,441,448,7,Festive,2024-08-11 20:43:42
8227,173,224,51,Monsoon,2020-06-22 14:12:24
26430,422,458,36,Winter,2022-03-23 21:38:01
7654,112,173,61,Festive,2019-03-19 18:53:54
3986,66,63,-3,Summer,2023-07-30 06:05:33
20326,277,351,74,Summer,2020-03-25 14:14:00
8425,360,424,64,Winter,2018-03-10 17:01:44
18093,463,503,40,Festive,2018-04-24 05:23:04
26612,79,144,65,Monsoon,2019-09-17 18:54:32
21840,455,454,-1,Winter,2020-05-17 13:40:00
20339,400,448,48,Festive,2018-06-14 07:40:49
9811,274,280,6,Monsoon,2024-07-30 20:39:00
8071,228,194,-34,Monsoon,2024-11-07 09:58:08
10181,225,198,-27,Summer,2020-11-08 12:59:43
1936,105,133,28,Monsoon,2024-09-03 09:22:56
4440,72,68,-4,Monsoon,2019-09-20 23:42:57
17555,480,522,42,Monsoon,2020-09-20 18:08:57
6681,51,82,31,Monsoon,2019-12-29 05:25:06
29278,361,438,77,Winter,2024-12-13 05:24:34
10092,48,84,36,Winter,2019-11-26 20:27:29
19371,241,254,13,Monsoon,2024-09-17 06:11:20
24060,120,85,-35,Winter,2022-08-31 21:18:20
8072,76,110,34,Summer,2019-01-15 09:40:53
6981,95,135,40,Monsoon,2022-08-19 00:02:20
23956,63,111,48,Festive,2018-01-05 15:38:16
4085,493,454,-39,Monsoon,2018-08-26 00:32:29
8816,25,25,0,Summer,2020-02-07 14:03:49
21477,366,400,34,Winter,2020-10-29 11:12:39
14265,319,302,-17,Winter,2018-07-24 20:33:59
16131,455,484,29,Monsoon,2023-07-02 11:14:58
16601,171,239,68,Monsoon,2018-07-06 11:53:07
3744,30,42,12,Festive,2023-10-18 00:05:03
12849,474,528,54,Festive,2024-12-26 19:11:36
21633,83,36,-47,Summer,2019-11-19 04:16:36
15775,297,298,1,Winter,2024-06-22 04:44:16
16669,419,432,13,Summer,2021-03-29 03:50:33
223,446,525,79,Monsoon,2022-05-25 11:55:04
3043,207,170,-37,Monsoon,2019-11-18 04:40:31
3729,175,162,-13,Summer,2022-07-17 06:21:23
14201,204,201,-3,Monsoon,2018-02-08 05:56:29
24566,162,141,-21,Monsoon,2022-04-20 18:17:52
5853,245,206,-39,Monsoon,2019-06-25 04:10:48
13321,83,107,24,Winter,2023-11-11 05:35:59
22779,104,56,-48,Festive,2022-09-18 01:46:30
18753,384,358,-26,Monsoon,2019-08-31 21:08:56
11305,418,421,3,Monsoon,2022-08-25 09:20:13
20258,394,447,53,Summer,2021-11-07 20:41:12
10174,382,374,-8,Winter,2020-08-24 15:25:56
2414,29,5,-24,Festive,2020-01-19 04:44:23
25025,63,68,5,Summer,2023-01-11 22:55:42
20476,45,-1,-46,Winter,2018-01-14 04:59:10
6441,345,321,-24,Summer,2020-03-19 16:24:35
23102,212,277,65,Winter,2024-12-15 22:46:08
20996,252,226,-26,Festive,2022-03-02 18:40:21
16757,231,240,9,Monsoon,2020-04-26 16:11:58
23477,197,243,46,Monsoon,2020-07-26 17:06:51
22070,444,422,-22,Monsoon,2023-02-13 10:58:22
4598,427,418,-9,Monsoon,2022-05-07 08:06:45
392,148,199,51,Festive,2019-04-08 20:13:17
24,218,269,51,Winter,2024-08-22 00:29:29
15880,278,338,60,Festive,2019-02-13 14:51:48
10247,342,340,-2,Festive,2019-06-23 09:49:55
7175,400,458,58,Winter,2020-03-20 06:13:23
11258,234,304,70,Summer,2022-09-16 05:59:27
5629,26,7,-19,Summer,2020-01-09 20:21:03
19462,206,164,-42,Winter,2021-11-26 23:31:47
8616,54,132,78,Monsoon,2019-10-18 01:02:53
17103,249,303,54,Monsoon,2020-03-30 16:17:43
29663,207,166,-41,Summer,2018-07-02 02:12:13
14109,101,57,-44,Festive,2018-04-20 18:21:11
22340,284,338,54,Festive,2024-06-15 13:03:51
5241,172,244,72,Winter,2019-02-14 10:30:03
12217,319,271,-48,Monsoon,2022-11-15 09:43:14
16250,343,298,-45,Monsoon,2021-06-16 08:41:01
13210,498,568,70,Winter,2023-10-25 19:15:18
7118,371,401,30,Summer,2024-05-21 14:15:42
25762,52,42,-10,Monsoon,2022-02-27 14:49:56
8421,444,489,45,Winter,2019-03-08 11:17:45
4451,374,403,29,Winter,2019-05-11 06:52:41
23063,173,170,-3,Festive,2019-04-05 08:55:15
26259,140,142,2,Festive,2024-05-31 16:27:05
17907,168,202,34,Summer,2024-04-02 18:56:03
4017,122,73,-49,Festive,2019-03-25 21:24:21
29250,210,198,-12,Winter,2023-08-23 22:15:31
27282,151,137,-14,Summer,2023-11-26 16:26:38
15948,353,315,-38,Festive,2024-08-19 01:12:42
17652,65,124,59,Festive,2024-12-02 04:57:19
21147,46,47,1,Monsoon,2023-05-02 02:40:43
1953,126,191,65,Summer,2024-10-08 05:55:20
25528,319,275,-44,Monsoon,2019-12-04 06:19:59
10350,32,87,55,Winter,2020-09-11 00:02:32
21616,196,254,58,Summer,2019-11-08 07:50:29
3510,320,309,-11,Winter,2018-06-16 17:22:51
14141,319,398,79,Festive,2018-08-06 00:07:46
5784,326,378,52,Summer,2022-08-24 02:01:38
20310,322,389,67,Monsoon,2019-08-23 04:08:14
14369,146,215,69,Monsoon,2019-07-26 21:34:15
932,376,432,56,Summer,2022-01-12 09:24:11
7749,496,554,58,Summer,2024-05-25 18:27:15
2023,73,30,-43,Summer,2024-09-14 18:50:26
1762,169,130,-39,Summer,2023-06-15 20:28:43
18320,472,448,-24,Monsoon,2024-07-30 03:48:21
29336,114,64,-50,Monsoon,2019-07-14 20:03:20
6857,487,462,-25,Winter,2023-09-06 20:09:18
7721,72,140,68,Monsoon,2019-05-16 11:09:11
5291,352,365,13,Monsoon,2020-10-14 11:13:05
5347,225,243,18,Festive,2023-08-07 05:41:55
21297,435,480,45,Summer,2020-04-27 15:19:20
25635,442,396,-46,Festive,2022-06-09 05:17:20
12892,55,75,20,Winter,2020-10-08 15:43:02
24002,373,351,-22,Summer,2020-03-27 08:29:41
28253,367,381,14,Festive,2021-03-01 23:50:07
1229,424,385,-39,Winter,2022-01-28 09:07:28
25916,170,166,-4,Summer,2022-01-30 15:08:29
20973,434,433,-1,Festive,2018-11-07 05:01:31
14302,365,414,49,Festive,2018-09-20 09:43:56
20725,186,262,76,Monsoon,2020-09-26 20:16:50
14669,86,162,76,Summer,2021-07-29 03:53:42
21685,427,425,-2,Summer,2022-12-14 07:27:41
23428,190,153,-37,Summer,2021-06-26 04:37:28
9610,286,344,58,Summer,2021-02-05 07:04:12
27044,105,92,-13,Summer,2021-08-17 23:15:30
2497,324,311,-13,Festive,2024-11-25 01:21:43
26947,308,332,24,Summer,2022-02-26 20:36:16
10488,380,382,2,Festive,2020-11-20 03:42:44
11699,109,128,19,Monsoon,2021-07-17 01:35:23
4813,477,507,30,Festive,2018-01-09 12:49:31
12531,386,447,61,Winter,2020-11-29 15:49:20
6621,39,6,-33,Winter,2024-11-09 08:03:37
9259,291,331,40,Summer,2020-01-24 06:40:55
3113,421,423,2,Monsoon,2020-01-25 06:27:26
27410,362,365,3,Summer,2018-12-03 02:20:27
13116,327,317,-10,Festive,2019-08-01 16:51:20
11142,31,38,7,Monsoon,2020-11-18 19:39:33
9018,52,116,64,Summer,2018-03-24 10:43:20
5587,141,195,54,Monsoon,2023-12-06 23:41:06
19851,308,278,-30,Winter,2019-04-19 21:12:53
24810,364,330,-34,Monsoon,2018-07-30 19:20:56
7060,401,434,33,Summer,2024-05-05 15:45:49
5999,412,443,31,Winter,2022-09-21 07:25:51
22229,231,218,-13,Festive,2023-06-11 06:21:47
4298,59,106,47,Summer,2019-10-25 03:56:38
2624,27,15,-12,Festive,2024-03-01 08:24:48
6878,105,144,39,Festive,2019-07-02 16:42:43
26612,244,282,38,Winter,2022-09-23 05:46:33
7071,331,359,28,Winter,2023-03-17 16:01:07
16385,84,74,-10,Summer,2022-09-02 06:53:47
23534,344,311,-33,Summer,2019-09-24 13:24:02
27977,236,258,22,Monsoon,2024-10-02 11:02:49
28159,323,304,-19,Festive,2018-01-17 14:42:50
18007,149,212,63,Summer,2021-08-23 15:43:16
21221,319,384,65,Summer,2023-08-29 08:19:31
27862,281,263,-18,Festive,2018-09-17 09:26:10
11873,375,383,8,Festive,2021-07-31 01:20:26
21472,305,276,-29,Winter,2019-01-20 22:21:43
5591,123,80,-43,Festive,2020-08-13 19:53:15
1611,420,397,-23,Winter,2020-04-08 18:39:14
8554,225,255,30,Monsoon,2023-05-26 23:46:31
14718,207,243,36,Monsoon,2020-12-29 12:10:49
13745,111,144,33,Monsoon,2021-11-14 17:58:26
25735,145,164,19,Winter,2024-12-13 08:35:54
17193,184,249,65,Summer,2022-11-08 01:13:47
7122,348,352,4,Monsoon,2018-05-21 09:02:57
13068,360,381,21,Monsoon,2019-07-31 00:29:47
4385,199,266,67,Summer,2019-06-21 05:47:24
24250,302,311,9,Winter,2019-12-24 04:13:55
17487,384,451,67,Monsoon,2022-06-26 00:08:11
21666,54,67,13,Summer,2020-01-03 09:04:25
18678,61,124,63,Monsoon,2021-10-28 19:34:40
29934,247,236,-11,Monsoon,2022-01-22 00:48:26
26550,109,90,-19,Winter,2019-12-28 06:05:22
14286,409,446,37,Summer,2019-12-29 22:11:32
12414,208,258,50,Winter,2018-09-23 13:08:30
27700,86,59,-27,Monsoon,2024-04-01 07:24:08
8170,109,153,44,Festive,2022-01-08 07:54:03
20622,360,427,67,Summer,2018-12-08 09:27:42
10115,179,254,75,Festive,2023-01-10 00:20:59
24139,292,333,41,Monsoon,2021-04-23 03:31:51
8964,463,450,-13,Festive,2022-01-23 21:02:29
28791,131,146,15,Monsoon,2022-11-18 05:56:01
5217,486,446,-40,Summer,2023-06-05 19:53:11
9913,473,521,48,Festive,2018-01-21 14:16:08
29008,470,477,7,Winter,2021-11-07 10:45:48
382,414,426,12,Festive,2023-02-06 14:53:21
29761,267,255,-12,Summer,2024-06-02 10:40:23
2858,363,440,77,Summer,2021-11-23 02:17:37
12298,158,149,-9,Festive,2023-09-01 22:46:51
8085,72,25,-47,Festive,2021-03-23 16:22:36
7588,137,191,54,Festive,2021-07-22 03:04:18
27686,89,92,3,Summer,2024-11-15 23:38:22
8635,112,111,-1,Monsoon,2021-12-15 19:18:04
12057,36,9,-27,Winter,2021-10-27 20:07:37
8549,144,211,67,Summer,2019-07-23 06:31:10
9047,266,316,50,Summer,2018-09-30 06:17:41
8132,138,104,-34,Winter,2023-08-19 19:44:38
6574,231,216,-15,Summer,2022-10-16 00:48:01
27835,251,322,71,Summer,2022-07-30 17:08:20
26805,422,501,79,Winter,2022-03-28 23:43:55
18491,271,229,-42,Winter,2022-12-22 05:38:28
4314,222,230,8,Summer,2019-01-22 19:59:39
26285,293,313,20,Winter,2021-09-24 18:50:13
18040,181,161,-20,Monsoon,2018-11-04 08:12:41
9891,297,288,-9,Monsoon,2021-01-07 06:36:58
21908,158,110,-48,Summer,2024-07-11 22:52:38
12219,379,348,-31,Summer,2022-11-23 11:29:24
26747,432,509,77,Monsoon,2019-04-20 09:18:58
9584,173,186,13,Summer,2024-11-15 20:49:33
5670,423,447,24,Summer,2019-09-28 13:36:05
27762,192,241,49,Festive,2022-03-10 10:42:43
24980,85,121,36,Festive,2020-12-26 21:02:00
16263,317,303,-14,Festive,2024-07-07 06:12:48
13127,449,471,22,Monsoon,2021-07-12 09:17:38
26490,351,416,65,Summer,2021-08-13 22:49:38
28731,28,84,56,Winter,2018-07-05 05:53:38
19781,369,328,-41,Monsoon,2019-06-19 13:05:30
14103,140,213,73,Monsoon,2021-10-02 09:11:48
25107,49,71,22,Summer,2019-01-03 21:21:15
5392,62,118,56,Summer,2023-03-24 16:31:34
7608,34,36,2,Winter,2018-07-04 17:29:21
21072,448,409,-39,Monsoon,2024-05-15 13:29:37
26579,186,260,74,Monsoon,2022-10-05 06:30:48
6545,98,152,54,Monsoon,2019-04-27 11:44:26
14953,437,442,5,Summer,2020-09-25 00:31:07
1872,427,453,26,Winter,2022-10-02 04:22:01
1025,376,438,62,Summer,2019-08-06 08:44:49
8024,303,371,68,Monsoon,2024-12-23 00:41:13
5892,54,19,-35,Winter,2018-02-07 06:53:53
16713,340,362,22,Monsoon,2024-03-28 21:58:01
1153,236,276,40,Festive,2019-05-12 23:41:59
26244,441,428,-13,Festive,2023-05-18 06:53:54
24628,305,380,75,Summer,2022-08-27 21:16:36
7963,324,350,26,Monsoon,2024-06-26 11:07:38
13594,242,261,19,Monsoon,2018-05-17 04:26:23
14769,344,356,12,Festive,2024-04-30 12:06:00
9734,258,312,54,Monsoon,2024-11-21 23:02:28
18445,250,288,38,Summer,2023-02-12 02:33:27
10915,48,102,54,Winter,2019-04-10 08:28:33
27028,192,202,10,Summer,2019-07-17 03:58:02
17390,123,118,-5,Monsoon,2020-12-19 20:50:27
12289,202,237,35,Summer,2019-01-06 00:38:08
25310,291,330,39,Monsoon,2022-05-21 14:32:27
4240,232,302,70,Summer,2024-07-09 09:34:30
3505,257,255,-2,Festive,2018-02-13 09:34:03
21429,134,165,31,Festive,2023-01-18 09:00:26
7490,388,417,29,Monsoon,2022-01-23 06:00:25
4186,30,60,30,Summer,2022-10-24 13:45:32
27291,466,496,30,Monsoon,2021-03-30 09:53:58
15773,235,204,-31,Festive,2021-09-09 03:08:34
22598,480,495,15,Summer,2022-12-09 12:22:55
15140,357,416,59,Monsoon,2018-08-29 04:32:30
6457,451,412,-39,Winter,2022-02-19 09:33:03
11148,413,374,-39,Summer,2023-04-18 20:16:16
26416,286,278,-8,Summer,2020-04-23 07:11:35
5323,199,211,12,Monsoon,2020-10-17 17:49:32
19244,164,115,-49,Festive,2018-09-26 04:07:49
12517,305,327,22,Festive,2023-08-30 10:20:14
2501,20,20,0,Monsoon,2018-08-28 22:08:10
22197,187,204,17,Winter,2023-08-19 14:22:58
17986,311,348,37,Festive,2022-02-12 12:22:52
2460,382,345,-37,Summer,2022-04-01 23:22:03
4910,160,215,55,Festive,2024-05-07 07:47:02
2311,344,383,39,Winter,2020-06-05 08:54:52
16813,371,322,-49,Monsoon,2024-07-31 04:57:37
11141,470,469,-1,Monsoon,2023-02-18 03:27:32
18550,371,437,66,Summer,2019-11-26 12:04:31
754,278,241,-37,Winter,2024-02-12 01:33:00
5150,182,198,16,Summer,2024-04-18 20:37:52
22080,451,482,31,Festive,2024-04-09 01:43:36
17371,312,283,-29,Festive,2024-08-15 14:21:35
12469,38,104,66,Festive,2019-10-11 19:08:13
9757,146,163,17,Summer,2019-03-26 17:48:51
434,269,257,-12,Monsoon,2021-01-22 03:28:47
9198,422,452,30,Festive,2019-08-01 23:42:07
16340,322,364,42,Summer,2020-09-09 21:40:04
24442,419,390,-29,Summer,2024-10-03 08:52:11
25926,113,192,79,Monsoon,2023-10-15 00:20:29
4231,86,96,10,Monsoon,2024-03-27 02:19:35
23134,41,113,72,Monsoon,2021-01-03 15:03:26
2923,358,378,20,Winter,2024-02-02 16:48:46
7524,257,306,49,Summer,2023-02-26 22:53:09
4823,28,50,22,Festive,2023-02-11 18:23:03
13414,36,-10,-46,Summer,2023-06-12 18:17:31
7042,205,242,37,Monsoon,2023-02-21 04:59:43
22591,260,230,-30,Festive,2020-05-31 19:22:38
17115,92,74,-18,Festive,2018-08-26 12:31:27
12281,33,95,62,Summer,2018-10-26 06:43:02
15708,437,500,63,Monsoon,2024-04-13 07:31:17
5064,406,482,76,Winter,2021-11-03 05:45:06
23231,459,464,5,Winter,2023-07-20 04:13:42
27863,196,183,-13,Monsoon,2021-02-08 08:24:35
23581,479,461,-18,Monsoon,2021-08-11 00:36:42
19125,113,154,41,Festive,2024-01-14 03:08:05
23175,336,409,73,Summer,2023-12-01 22:59:20
9588,78,69,-9,Winter,2022-02-13 12:16:23
28162,217,199,-18,Festive,2019-06-23 02:38:36
16917,36,114,78,Summer,2020-05-31 02:07:43
12493,262,231,-31,Summer,2024-07-19 14:35:39
3236,471,545,74,Winter,2019-01-26 10:24:29
24292,178,214,36,Winter,2024-07-09 23:05:03
28432,210,165,-45,Winter,2020-02-21 13:59:37
3912,65,47,-18,Festive,2021-09-11 10:35:27
22502,382,426,44,Festive,2018-05-19 21:07:07
29170,186,150,-36,Winter,2024-06-25 12:45:34
12189,324,283,-41,Festive,2022-03-30 07:09:58
25664,34,29,-5,Summer,2024-02-05 16:36:58
21707,319,340,21,Summer,2023-12-14 09:34:35
22300,33,24,-9,Monsoon,2020-06-20 08:03:43
26325,380,437,57,Monsoon,2020-06-01 01:03:41
5999,276,307,31,Winter,2022-05-25 08:27:34
1112,203,197,-6,Summer,2021-06-06 14:26:26
6069,98,160,62,Monsoon,2019-12-12 15:21:12
27113,189,231,42,Winter,2020-07-11 14:18:02
23798,145,220,75,Winter,2021-06-17 06:19:46
23515,63,110,47,Festive,2018-06-10 06:55:39
18235,350,344,-6,Festive,2023-12-17 15:38:39
4260,425,477,52,Winter,2022-07-19 15:07:05
26444,384,362,-22,Summer,2023-04-22 15:48:20
18029,148,132,-16,Winter,2020-11-11 21:59:36
23082,309,302,-7,Winter,2019-03-06 11:58:44
20052,147,158,11,Monsoon,2019-08-31 01:35:07
19499,282,281,-1,Summer,2023-08-25 02:48:02
7892,287,353,66,Monsoon,2021-05-14 11:40:19
29324,358,389,31,Summer,2021-08-06 12:44:51
8083,260,222,-38,Winter,2022-08-16 05:18:16
1537,423,466,43,Monsoon,2023-08-15 15:27:34
763,104,154,50,Monsoon,2023-02-02 14:04:45
10878,296,311,15,Summer,2024-05-21 06:46:51
27501,116,91,-25,Monsoon,2018-06-28 13:51:51
9039,312,268,-44,Winter,2020-10-03 20:20:03
2674,401,473,72,Winter,2023-10-15 13:25:00
1919,136,99,-37,Festive,2023-10-20 19:09:34
15687,68,141,73,Winter,2018-07-24 06:45:18
19419,412,411,-1,Festive,2023-06-01 09:06:37
22938,415,434,19,Festive,2021-08-12 03:07:19
27426,208,166,-42,Festive,2020-10-04 11:03:33
27900,321,298,-23,Summer,2023-12-01 12:09:51
20062,311,335,24,Winter,2019-12-14 06:52:43
6121,29,36,7,Summer,2018-02-08 05:39:25
6459,279,299,20,Winter,2019-03-18 10:07:49
19196,67,135,68,Festive,2018-10-28 08:30:32
26581,165,185,20,Festive,2018-04-08 18:31:24
27367,222,199,-23,Monsoon,2020-09-25 17:06:37
16034,162,208,46,Monsoon,2024-06-21 13:23:30
11181,127,99,-28,Summer,2019-09-12 17:55:03
27273,116,116,0,Winter,2019-03-25 20:54:42
1457,66,33,-33,Monsoon,2021-05-16 11:01:30
18380,486,525,39,Summer,2020-12-11 22:34:56
11255,140,157,17,Festive,2019-09-14 03:44:19
13665,371,324,-47,Festive,2018-05-29 02:47:47
212,354,357,3,Festive,2019-08-10 13:49:14
12623,124,129,5,Monsoon,2021-08-26 12:17:04
7003,274,351,77,Monsoon,2022-04-24 16:02:19
28187,172,171,-1,Festive,2022-02-07 23:58:18
8405,199,217,18,Monsoon,2021-08-19 07:11:44
20395,283,317,34,Festive,2018-06-15 01:50:26
5838,256,331,75,Festive,2021-07-23 07:15:50
25877,477,449,-28,Festive,2021-08-14 01:50:46
5315,356,406,50,Summer,2020-11-17 21:20:55
2670,224,261,37,Monsoon,2021-10-08 15:28:41
9771,221,198,-23,Festive,2023-05-15 06:39:40
3220,296,262,-34,Festive,2018-01-12 10:35:58
25733,65,112,47,Winter,2021-10-19 10:45:05
14283,109,137,28,Monsoon,2020-01-11 04:43:57
25986,46,30,-16,Monsoon,2020-06-10 18:17:46
13809,176,203,27,Festive,2022-06-13 12:47:15
13937,463,426,-37,Monsoon,2022-04-23 21:57:41
23092,382,459,77,Festive,2018-02-19 04:23:22
7623,480,557,77,Winter,2023-04-06 08:30:42
21780,54,87,33,Winter,2019-10-02 02:53:25
4774,379,344,-35,Monsoon,2021-04-23 12:33:51
12302,345,411,66,Summer,2022-11-03 13:05:13
11971,42,25,-17,Winter,2019-10-30 16:48:39
19490,42,14,-28,Festive,2020-10-01 21:18:15
27700,312,344,32,Winter,2021-12-06 09:14:59
18286,298,287,-11,Monsoon,2024-12-23 12:24:12
11139,324,396,72,Monsoon,2024-01-27 05:02:57
13398,110,161,51,Festive,2018-04-11 04:17:02
6254,346,386,40,Festive,2019-12-06 06:53:14
18877,281,338,57,Winter,2019-10-17 01:33:59
17580,122,187,65,Summer,2019-06-13 11:15:38
7108,198,261,63,Winter,2021-04-09 05:22:41
29587,221,278,57,Monsoon,2021-03-06 17:43:21
10646,334,378,44,Monsoon,2018-04-12 06:43:58
5577,97,59,-38,Summer,2023-07-30 07:29:45
8336,165,193,28,Festive,2020-10-24 11:17:11
9781,58,39,-19,Festive,2021-01-30 18:20:55
2885,380,346,-34,Winter,2019-07-06 00:23:25
8622,237,238,1,Summer,2020-11-24 08:43:32
8932,247,248,1,Summer,2018-06-03 22:42:56
8360,179,149,-30,Winter,2018-11-22 19:25:12
17611,217,280,63,Winter,2024-03-20 20:06:37
14342,35,17,-18,Summer,2024-03-11 01:09:16
2417,433,410,-23,Winter,2021-08-05 17:56:22
11858,49,31,-18,Festive,2024-09-13 01:26:47
23807,200,279,79,Festive,2018-06-15 07:26:43
1588,43,63,20,Winter,2019-04-11 08:07:45
26370,381,366,-15,Summer,2024-03-19 15:43:13
25367,179,174,-5,Monsoon,2020-09-25 13:06:23
12862,406,372,-34,Monsoon,2018-05-30 08:50:42
13302,268,332,64,Winter,2020-04-07 09:13:09
15741,134,201,67,Summer,2022-08-31 17:54:46
11897,277,279,2,Festive,2019-04-27 15:47:24
21551,486,444,-42,Monsoon,2021-06-12 04:52:02
19104,264,221,-43,Winter,2019-10-28 15:14:36
7848,387,412,25,Summer,2021-03-18 14:02:32
29341,124,99,-25,Summer,2023-05-01 00:23:45
28419,342,377,35,Festive,2018-03-23 11:07:55
2844,93,74,-19,Winter,2023-08-26 03:03:02
168,485,436,-49,Festive,2024-07-04 06:31:02
24803,177,135,-42,Winter,2020-12-15 03:38:47
29009,88,162,74,Festive,2024-12-22 05:49:31
12466,282,256,-26,Winter,2021-04-06 23:43:18
5805,58,63,5,Festive,2018-08-16 13:04:42
13665,195,198,3,Summer,2024-07-02 13:01:28
28780,77,37,-40,Monsoon,2022-03-02 03:55:36
13236,209,272,63,Festive,2022-04-03 07:26:40
463,487,459,-28,Winter,2020-10-14 05:47:08
29279,314,389,75,Summer,2020-08-06 17:46:38
17241,308,310,2,Summer,2018-05-18 19:45:03
24280,176,246,70,Monsoon,2018-12-24 17:36:47
19576,34,79,45,Winter,2021-12-04 04:48:36
6512,217,203,-14,Summer,2019-11-18 20:43:27
24975,321,380,59,Summer,2023-09-28 12:06:56
25623,443,485,42,Monsoon,2024-07-26 23:56:37
22792,308,362,54,Winter,2020-02-28 05:17:25
21313,211,229,18,Festive,2022-07-23 21:34:49
25943,109,163,54,Summer,2021-09-04 03:06:21
1104,156,138,-18,Summer,2019-06-24 14:55:30
15188,443,397,-46,Festive,2023-04-06 14:45:02
11605,475,452,-23,Festive,2023-01-03 21:53:32
13653,293,338,45,Monsoon,2020-01-19 14:29:47
1825,131,115,-16,Summer,2022-07-11 01:03:56
4727,390,460,70,Summer,2020-05-18 10:22:41
15927,77,82,5,Festive,2024-08-07 00:20:03
21787,368,413,45,Monsoon,2024-01-17 14:48:20
4955,40,63,23,Monsoon,2022-09-30 02:07:02
18134,416,421,5,Winter,2018-06-11 07:43:23
2862,98,133,35,Festive,2018-04-17 08:28:28
1926,490,559,69,Monsoon,2021-08-12 19:36:59
25914,39,-3,-42,Winter,2023-07-25 13:00:48
1751,385,345,-40,Festive,2020-03-17 09:01:23
29849,119,164,45,Winter,2022-11-02 13:37:05
25517,80,55,-25,Summer,2020-10-15 00:20:01
22247,193,265,72,Festive,2022-01-15 11:31:15
11035,405,477,72,Festive,2024-10-22 17:31:33
6985,377,390,13,Winter,2024-09-17 20:18:01
18507,417,454,37,Winter,2021-10-30 02:29:38
11809,295,304,9,Winter,2022-10-22 19:17:36
2366,439,435,-4,Monsoon,2021-02-01 11:52:07
12047,455,482,27,Winter,2018-09-02 20:42:11
8697,47,8,-39,Winter,2018-01-20 02:16:33
3167,417,484,67,Summer,2019-08-04 17:59:47
9489,99,91,-8,Monsoon,2019-01-05 18:54:29
12979,263,253,-10,Monsoon,2021-08-06 13:45:50
3529,266,219,-47,Summer,2021-02-06 22:28:04
28100,266,265,-1,Festive,2018-12-05 01:53:28
15333,59,44,-15,Monsoon,2018-10-07 16:53:01
2232,410,465,55,Monsoon,2019-12-15 05:32:00
15551,203,200,-3,Festive,2020-01-17 18:13:46
16703,437,433,-4,Monsoon,2024-04-19 07:18:41
3943,224,231,7,Monsoon,2020-09-25 00:58:51
17139,64,110,46,Summer,2022-03-15 03:29:38
3730,67,127,60,Summer,2019-11-10 06:03:28
27853,408,438,30,Winter,2024-03-25 12:17:45
6061,46,118,72,Monsoon,2020-03-26 22:13:55
16310,221,183,-38,Monsoon,2018-09-19 11:28:42
22729,419,389,-30,Festive,2019-03-11 20:51:19
8994,421,433,12,Winter,2018-08-18 14:52:15
6727,372,417,45,Summer,2024-09-12 21:10:50
2132,186,246,60,Winter,2022-02-03 00:48:13
16036,485,552,67,Monsoon,2020-03-15 15:50:48
17595,57,59,2,Festive,2024-07-20 20:26:15
5888,213,272,59,Summer,2019-03-22 06:54:49
7279,371,351,-20,Festive,2024-09-19 09:15:56
7636,452,526,74,Festive,2018-12-16 05:17:56
21852,329,316,-13,Monsoon,2020-07-21 07:12:03
12377,470,446,-24,Summer,2023-01-09 04:23:58
15041,486,490,4,Festive,2018-08-02 15:28:36
27799,52,126,74,Festive,2023-04-07 02:52:11
1712,433,427,-6,Festive,2020-05-05 02:32:05
11781,398,446,48,Festive,2019-11-11 19:05:18
3078,124,79,-45,Winter,2019-10-02 20:48:14
27806,171,238,67,Festive,2019-04-03 23:23:41
9031,390,440,50,Summer,2023-01-29 10:53:38
25952,62,70,8,Festive,2018-02-15 11:40:44
27770,155,108,-47,Monsoon,2021-05-31 21:15:20
14816,142,190,48,Summer,2018-11-10 05:30:07
24945,42,46,4,Monsoon,2022-02-05 13:52:59
22576,25,46,21,Monsoon,2021-12-24 22:19:17
25822,254,261,7,Summer,2019-05-21 16:15:03
28407,121,171,50,Festive,2024-02-27 16:40:29
15655,102,112,10,Festive,2019-02-12 12:55:21
12024,59,82,23,Summer,2020-09-01 10:21:43
12505,219,177,-42,Monsoon,2020-06-22 22:52:45
