shipment_id,distance_km,transport_mode,transport_cost,delivery_delay_days
1902,1229,Rail,18464.0,2
107466,123,Sea,1963.0,4
127674,331,Air,6802.0,4
92730,937,Sea,23409.0,3
126028,1577,Road,13177.0,3
4513,653,Road,7637.0,2
115501,1252,Sea,27450.0,4
58817,1698,Rail,31150.0,6
106551,533,Rail,5316.0,2
45567,742,Air,23045.0,2
55023,166,Road,2712.0,4
14986,1301,Sea,25313.0,4
90758,256,Rail,7216.0,4
91342,428,Air,11301.0,6
70937,1689,Air,39145.0,4
4254,1879,Road,15978.0,5
2083,90,Rail,3090.0,1
112329,1788,Rail,56796.0,6
108668,493,Road,9966.0,1
11649,1173,Sea,15635.0,3
16420,1926,Rail,56644.0,2
2596,1728,Road,48891.0,1
86485,1610,Rail,37942.0,6
6677,630,Air,8994.0,3
122446,335,Air,10851.0,2
118399,461,Air,10589.0,4
114037,1038,Sea,19023.0,5
76773,723,Air,6793.0,1
81542,662,Rail,15924.0,0
67602,1984,Air,59749.0,4
53755,1433,Air,15646.0,4
34483,1612,Road,15661.0,2
89511,1131,Rail,39026.0,4
36701,1014,Rail,15846.0,1
46286,868,Rail,11870.0,3
128647,1547,Sea,45533.0,4
95671,1000,Road,25256.0,5
55066,1554,Air,49138.0,2
119515,1166,Road,35669.0,2
11015,975,Road,19083.0,1
3204,962,Air,23460.0,1
74959,905,Road,11341.0,3
38853,1208,Sea,20132.0,0
120829,1010,Sea,12535.0,6
35599,584,Road,13626.0,6
49937,1450,Rail,41537.0,1
20063,277,Rail,5914.0,2
133868,108,Rail,2962.0,2
36887,1124,Sea,37467.0,5
9757,1934,Rail,21925.0,0
129640,67,Road,2029.0,5
95861,1830,Road,45024.0,5
45693,1345,Air,36947.0,1
53525,1570,Road,41307.0,2
61076,810,Rail,26008.0,5
99821,1047,Rail,17441.0,5
85559,685,Road,7346.0,1
37607,41,Rail,1010.0,3
28618,539,Sea,14624.0,6
85461,949,Air,25874.0,4
108965,554,Road,12093.0,3
146260,737,Air,16972.0,0
62813,509,Sea,13955.0,1
138967,1985,Sea,39453.0,5
93529,29,Road,865.0,3
74426,1244,Road,15590.0,6
43713,454,Rail,9073.0,1
92783,351,Road,6958.0,3
33149,1105,Rail,23486.0,5
51173,601,Road,12535.0,3
9063,379,Air,12046.0,5
56573,1720,Road,51233.0,5
91104,801,Air,26884.0,1
55211,562,Sea,15312.0,4
92582,1249,Rail,17583.0,5
126961,1756,Rail,19588.0,5
65089,491,Rail,6361.0,5
14641,1393,Road,48068.0,2
81572,755,Sea,13670.0,5
117503,1171,Road,18295.0,1
54461,1640,Road,37338.0,2
58340,44,Sea,1054.0,0
110179,381,Rail,12857.0,1
106846,406,Rail,13745.0,5
26813,864,Air,24407.0,3
109991,848,Road,8847.0,6
48976,56,Road,732.0,0
145549,1886,Air,33396.0,2
2535,192,Road,3372.0,0
110382,1240,Rail,34699.0,5
54311,1967,Air,49222.0,6
78198,67,Sea,1597.0,1
45965,593,Rail,6268.0,0
100908,1158,Air,37202.0,4
71752,795,Road,14540.0,2
43061,277,Air,6129.0,5
39361,1436,Sea,20505.0,2
28383,589,Road,10705.0,3
141605,1000,Air,23363.0,0
64232,1344,Air,17897.0,5
143494,1173,Air,33255.0,1
15752,570,Road,10493.0,1
22501,1555,Rail,25235.0,5
99798,1030,Rail,26264.0,4
43273,161,Sea,1838.0,2
69727,654,Road,9677.0,6
137118,441,Rail,8773.0,4
11800,534,Air,16865.0,4
96974,1399,Road,19465.0,6
23350,1076,Air,12132.0,1
48495,568,Road,7089.0,5
138736,1170,Rail,23127.0,1
120298,1695,Sea,28746.0,1
961,96,Rail,2370.0,3
79133,390,Road,7044.0,4
125551,888,Air,25624.0,0
70549,1935,Air,55697.0,1
15510,1787,Road,45399.0,3
13544,1001,Road,22245.0,2
18146,1714,Rail,25664.0,6
7729,1118,Rail,23750.0,4
19049,507,Sea,16461.0,0
27506,372,Road,5244.0,4
109674,1796,Road,18755.0,2
25353,1137,Road,14106.0,0
126028,820,Rail,27677.0,3
135684,512,Rail,13351.0,3
90492,420,Air,8354.0,5
76931,585,Air,17224.0,6
118119,1176,Road,35974.0,2
139739,830,Air,17502.0,4
117364,39,Air,728.0,0
149987,1475,Sea,26620.0,6
37647,1952,Road,31219.0,3
61871,690,Sea,16001.0,6
140916,1387,Air,17145.0,2
38462,1818,Sea,39513.0,3
35568,551,Sea,17317.0,1
53503,343,Sea,6121.0,0
16081,1134,Sea,13936.0,2
7103,910,Air,25835.0,4
127509,535,Sea,16103.0,1
3306,433,Rail,11222.0,3
39712,48,Road,1644.0,0
5369,815,Rail,17669.0,0
101675,1884,Sea,32185.0,6
52029,1069,Road,34375.0,6
64043,176,Rail,1637.0,4
57177,1051,Road,36298.0,4
62447,735,Sea,7658.0,2
66546,1392,Rail,31315.0,3
76413,343,Road,10421.0,0
82095,863,Road,14336.0,3
9333,641,Sea,9188.0,3
22775,1225,Air,10198.0,1
18467,76,Air,1526.0,0
68470,1337,Air,22502.0,1
69226,1121,Road,22174.0,2
78267,504,Sea,15982.0,5
124973,238,Rail,2583.0,2
129812,314,Sea,8683.0,2
79329,1532,Rail,50460.0,2
31783,749,Air,6910.0,0
605,1075,Sea,14695.0,1
101661,1174,Air,9747.0,0
113014,1340,Air,46062.0,3
45515,56,Rail,1515.0,4
58069,1694,Road,39380.0,6
7338,1110,Rail,26085.0,5
77854,148,Road,1461.0,4
46859,385,Air,6111.0,0
84457,235,Rail,2160.0,2
11201,384,Sea,9816.0,4
45618,1516,Air,26417.0,2
108837,1000,Air,10170.0,0
7294,1373,Road,39666.0,1
68575,167,Air,2638.0,5
69781,883,Road,16727.0,2
30288,867,Road,13742.0,4
14659,232,Sea,7349.0,0
132865,1750,Sea,39398.0,1
130306,459,Rail,5590.0,1
81300,1453,Road,50350.0,0
25184,1589,Road,49415.0,6
79471,1975,Sea,21667.0,5
7004,892,Sea,11027.0,0
72295,577,Rail,16725.0,5
107996,753,Rail,22830.0,6
69498,1132,Rail,14305.0,5
76590,1518,Road,42154.0,6
8758,718,Sea,10007.0,3
95599,161,Air,3542.0,2
37872,1841,Rail,60046.0,3
50597,58,Rail,1320.0,6
66738,709,Sea,9373.0,1
46696,540,Air,10281.0,5
130139,730,Road,14460.0,0
32853,1763,Rail,31634.0,1
44326,1643,Rail,45538.0,3
132292,352,Air,8041.0,5
104041,117,Air,3378.0,2
128125,713,Sea,11834.0,2
110706,962,Air,9851.0,6
148931,1827,Sea,40859.0,3
147796,311,Sea,6553.0,3
137275,308,Air,5716.0,2
28960,1042,Sea,22067.0,6
7612,192,Air,2830.0,6
72534,182,Air,2292.0,3
725,416,Sea,3368.0,1
135037,1250,Sea,28965.0,5
93845,1118,Rail,39095.0,0
51743,1108,Rail,17967.0,5
45353,260,Road,3389.0,3
90454,704,Air,8232.0,3
27105,548,Rail,5846.0,6
54968,1352,Air,28633.0,0
56341,1780,Road,20302.0,6
32865,1679,Sea,57894.0,4
35083,471,Sea,4977.0,6
61391,714,Rail,8160.0,4
52902,1508,Road,21492.0,4
47090,1809,Sea,18145.0,5
18652,136,Rail,1943.0,4
24106,1643,Sea,22916.0,6
43179,1365,Rail,47616.0,3
11464,1211,Sea,21037.0,3
39356,1654,Air,41206.0,2
75770,1894,Sea,48635.0,0
86698,156,Sea,4993.0,6
134883,1096,Road,32958.0,6
121488,1736,Sea,45253.0,2
28907,187,Sea,3412.0,1
137854,196,Air,6197.0,4
145238,1813,Sea,41585.0,0
10919,1159,Road,14176.0,1
86585,556,Rail,11315.0,6
33851,1129,Road,32126.0,3
29583,688,Road,14892.0,6
41292,728,Air,12489.0,2
111875,1299,Air,34955.0,3
73451,1482,Sea,12457.0,1
121713,90,Sea,1564.0,3
34916,1929,Sea,31303.0,6
124698,1762,Road,49559.0,2
31089,415,Sea,5501.0,5
138864,1718,Rail,35484.0,2
48430,1821,Sea,43859.0,1
69079,585,Rail,17070.0,0
92823,1402,Air,25877.0,4
79750,965,Air,24271.0,3
35214,1415,Rail,36182.0,5
116603,189,Road,4205.0,2
137605,1912,Rail,60453.0,4
148263,1365,Sea,20049.0,1
49294,1685,Road,28858.0,0
30293,1898,Road,57822.0,4
28889,391,Road,11168.0,5
147477,1623,Air,22700.0,0
33352,90,Rail,1494.0,5
142056,1573,Sea,15375.0,6
147776,1937,Air,39324.0,5
85114,1613,Sea,27508.0,1
115289,1471,Sea,42074.0,3
67538,1689,Air,52142.0,1
136743,494,Sea,14970.0,0
21465,1546,Road,43322.0,3
40351,1961,Sea,68627.0,5
34170,722,Rail,14223.0,6
71962,320,Rail,3114.0,1
124104,1772,Air,28160.0,1
28575,510,Sea,14461.0,6
94278,1166,Sea,22703.0,1
123588,464,Air,6338.0,3
6062,1176,Sea,13409.0,5
107138,463,Sea,8273.0,1
75696,480,Road,11220.0,2
28938,1265,Road,20056.0,2
40256,1501,Air,27775.0,2
87654,545,Road,17568.0,3
96593,20,Air,245.0,4
109555,1516,Sea,39823.0,2
109361,29,Sea,821.0,4
129075,476,Rail,8336.0,5
130314,1974,Sea,43179.0,4
77556,165,Sea,2458.0,6
57144,169,Sea,2884.0,5
17132,1729,Rail,22454.0,1
118699,1971,Rail,61865.0,2
85745,1210,Air,42266.0,6
21595,1351,Sea,32849.0,4
42813,1922,Road,29740.0,2
44003,673,Sea,12081.0,5
74552,242,Road,3922.0,3
44529,83,Rail,1644.0,5
57614,878,Rail,8129.0,2
46232,646,Rail,20803.0,6
10943,737,Road,23922.0,4
48126,635,Rail,7334.0,6
5205,570,Sea,13811.0,5
33810,543,Rail,13206.0,2
5370,912,Road,19068.0,4
81900,1030,Air,30664.0,2
118464,888,Rail,24747.0,3
40684,1706,Air,42013.0,2
114710,1061,Rail,20639.0,1
77707,1026,Rail,12986.0,4
4545,1446,Rail,29575.0,0
106287,151,Rail,2086.0,5
115256,23,Sea,204.0,4
8406,274,Air,2512.0,5
70070,1813,Sea,15077.0,1
22721,886,Road,13680.0,3
85357,1332,Rail,44125.0,3
95276,1302,Sea,25969.0,5
79830,1743,Air,39301.0,3
132977,1805,Sea,29578.0,1
131038,1959,Rail,39451.0,1
104714,1095,Road,13723.0,5
73288,981,Air,15766.0,6
111490,341,Rail,8512.0,4
53008,414,Road,9647.0,5
135345,1255,Sea,18373.0,0
67694,1171,Sea,10579.0,5
125198,581,Sea,6378.0,0
8653,278,Rail,9195.0,2
143639,1102,Rail,22631.0,3
75202,1078,Rail,10029.0,3
23890,1089,Rail,38081.0,5
48767,1484,Sea,13152.0,4
83928,601,Air,18404.0,5
59599,1548,Road,35169.0,2
32390,33,Rail,311.0,3
143684,80,Sea,1192.0,3
116888,696,Road,11530.0,1
118160,1483,Rail,22599.0,2
74982,1195,Sea,26909.0,3
146538,290,Sea,8630.0,2
142465,488,Road,8607.0,6
53807,1128,Sea,15170.0,4
21882,1134,Road,34531.0,4
98005,294,Road,4978.0,0
3174,1320,Sea,27654.0,1
99372,61,Sea,637.0,5
108352,1080,Road,32292.0,2
78495,962,Road,30267.0,2
52315,312,Rail,4241.0,1
86320,156,Road,3204.0,0
105897,1095,Air,34941.0,3
42965,1996,Road,17784.0,0
46876,126,Road,2121.0,6
6031,626,Rail,13274.0,0
39343,1822,Sea,34066.0,3
91560,943,Air,27291.0,3
81302,1076,Sea,35769.0,4
109974,275,Rail,8441.0,0
127809,904,Air,25787.0,2
52723,1816,Sea,53311.0,6
126630,657,Road,11691.0,6
139999,946,Sea,30045.0,1
74722,825,Road,24679.0,1
7418,1596,Air,32081.0,4
7920,1487,Rail,42309.0,6
45141,1425,Rail,15044.0,5
140786,990,Road,18842.0,4
9140,447,Sea,7789.0,4
126502,653,Air,17015.0,6
69218,267,Road,5989.0,1
109680,225,Sea,4834.0,0
148637,1731,Sea,23392.0,1
9722,829,Rail,24912.0,0
40814,933,Sea,25116.0,0
1614,651,Air,20593.0,6
21073,426,Rail,11292.0,1
51437,730,Sea,24977.0,5
59931,895,Sea,10387.0,5
56587,405,Rail,13396.0,1
71766,1050,Road,27629.0,2
120692,530,Sea,8895.0,5
70318,1580,Rail,49624.0,6
137726,825,Air,11343.0,4
119771,1982,Sea,60218.0,0
1975,358,Road,11233.0,1
66376,840,Sea,26199.0,1
11938,197,Road,6238.0,2
98014,792,Air,23307.0,4
37119,62,Air,1315.0,3
115611,20,Road,306.0,4
18754,860,Air,20092.0,5
37285,63,Air,1623.0,5
96414,469,Air,15398.0,6
146125,283,Air,7745.0,4
123750,484,Air,10597.0,6
7330,580,Air,5999.0,6
11597,1130,Sea,34512.0,4
32322,481,Road,10231.0,1
104555,1280,Air,26773.0,2
20308,1380,Air,40088.0,4
92135,460,Sea,7284.0,1
35777,896,Sea,17982.0,3
5199,1785,Sea,18725.0,0
59474,188,Rail,3498.0,5
16017,1878,Sea,41449.0,1
41857,593,Sea,12087.0,0
106079,1653,Rail,43531.0,1
84954,1610,Road,31339.0,0
104745,1447,Air,36241.0,4
54855,1371,Sea,44929.0,0
118979,1229,Air,18538.0,2
52502,1512,Air,17098.0,5
128019,376,Rail,3849.0,5
10159,1388,Road,42731.0,5
110235,168,Air,2113.0,1
53130,1482,Road,28734.0,4
37956,603,Rail,13510.0,1
79289,1516,Road,15115.0,5
111395,698,Air,19537.0,5
63100,899,Road,29496.0,0
63245,1343,Air,23315.0,4
73854,1361,Air,15301.0,3
18513,1711,Sea,25446.0,4
69952,1332,Sea,32505.0,1
49336,1045,Air,8816.0,5
131265,1092,Air,14111.0,2
78295,202,Rail,1902.0,3
114987,776,Rail,9405.0,4
127242,1118,Sea,28924.0,1
25537,409,Sea,12148.0,0
71206,1216,Road,24250.0,1
122547,1167,Sea,16678.0,0
112222,1392,Road,23036.0,2
105555,1668,Road,52635.0,0
69929,1187,Road,18095.0,4
56486,1288,Air,23034.0,4
23864,1015,Rail,31943.0,5
138860,102,Road,1425.0,1
39469,1299,Rail,21411.0,6
79811,360,Sea,11331.0,3
27734,911,Air,21794.0,1
146802,235,Road,6028.0,1
148770,349,Air,5903.0,3
12863,1521,Sea,45260.0,5
63215,965,Road,30534.0,5
77288,1412,Air,40377.0,4
16262,446,Rail,9673.0,3
22384,999,Sea,29618.0,5
17431,1356,Road,28405.0,2
65379,249,Sea,4289.0,1
122941,579,Sea,7021.0,6
100246,1883,Rail,55111.0,4
20511,1369,Air,46437.0,6
65817,1799,Rail,43020.0,0
124422,902,Rail,28904.0,4
122146,1032,Air,35810.0,6
74893,1316,Road,30607.0,1
49833,665,Road,7249.0,3
16626,1107,Air,11326.0,5
12703,1715,Road,44223.0,6
103268,591,Air,17174.0,4
76126,730,Air,11320.0,0
93633,93,Sea,3057.0,4
122143,1174,Road,19976.0,2
24760,1567,Air,21639.0,3
137541,837,Sea,16139.0,6
92633,1117,Rail,16577.0,4
124530,491,Road,9394.0,5
119355,1283,Road,13296.0,5
121981,1495,Air,50730.0,6
59728,1516,Rail,34815.0,0
141157,1760,Air,15529.0,3
123773,1140,Road,29368.0,5
63153,1555,Air,38624.0,1
129114,1428,Rail,42173.0,2
114671,1258,Sea,23312.0,6
29291,424,Sea,6760.0,1
54558,998,Sea,24491.0,6
59949,1386,Rail,24772.0,5
6666,1788,Road,31895.0,5
103407,1942,Rail,58798.0,5
126236,16,Rail,328.0,5
72610,619,Sea,10956.0,5
9084,1041,Air,21420.0,0
114576,1225,Sea,25106.0,1
118736,1362,Sea,33285.0,0
115821,889,Sea,30620.0,5
119330,1278,Rail,17783.0,2
7622,965,Air,8742.0,2
13764,1615,Sea,32539.0,6
137506,803,Sea,16958.0,3
83246,341,Rail,5163.0,6
37290,533,Rail,4854.0,5
127453,203,Road,6255.0,1
23086,645,Rail,15684.0,3
34159,380,Air,6748.0,3
2536,1101,Sea,20420.0,1
87746,1962,Rail,65077.0,3
41758,861,Sea,25030.0,4
67700,501,Road,12957.0,1
140863,1746,Road,52007.0,3
96022,1246,Rail,20098.0,3
19469,1894,Road,46596.0,4
75686,1999,Air,52340.0,3
127587,178,Air,4240.0,5
19918,206,Road,2898.0,4
7117,504,Air,13265.0,4
5141,912,Rail,19371.0,1
2095,545,Road,5467.0,0
58456,1403,Sea,39995.0,6
5750,646,Air,21526.0,1
3914,338,Road,10465.0,3
24596,988,Air,22522.0,6
94829,1612,Road,51628.0,1
65593,753,Sea,15087.0,6
60036,573,Sea,17517.0,5
104649,1285,Sea,25748.0,6
48517,895,Road,29726.0,3
107166,1375,Road,17404.0,2
93927,18,Air,233.0,3
57357,1400,Road,28795.0,3
2463,1015,Road,25634.0,5
47667,1044,Rail,10538.0,3
26242,1739,Road,49758.0,5
107985,1152,Rail,12872.0,1
46879,292,Rail,2710.0,5
109628,1228,Road,25098.0,4
2406,963,Sea,32691.0,4
9372,445,Road,7188.0,3
94237,179,Air,1905.0,3
88234,1208,Sea,39790.0,3
133968,857,Air,8811.0,1
63599,1824,Air,50069.0,1
103211,1305,Rail,27872.0,1
121801,1525,Air,51276.0,2
53685,1264,Air,10877.0,0
42042,13,Air,179.0,0
81445,1562,Air,30952.0,0
82324,118,Rail,2172.0,5
2266,836,Air,13593.0,1
28746,1548,Road,52014.0,3
48990,48,Sea,759.0,4
146256,1908,Sea,40401.0,6
40620,1135,Air,38443.0,6
144081,211,Rail,3884.0,4
45419,1665,Road,50507.0,6
81112,248,Air,8281.0,4
5344,1417,Air,20090.0,2
75003,1811,Air,14538.0,0
136598,1435,Rail,20637.0,0
72427,1349,Sea,14826.0,0
64965,1041,Rail,27486.0,2
68573,1978,Sea,67976.0,1
104118,1877,Air,60197.0,3
102096,1085,Air,13478.0,2
50413,47,Air,1286.0,2
87429,285,Air,3811.0,1
58167,1933,Sea,44071.0,3
126692,896,Sea,9797.0,6
11510,318,Sea,7138.0,2
376,608,Road,12492.0,3
26428,1613,Air,31222.0,3
90720,685,Road,17178.0,1
82074,679,Road,18135.0,6
55802,1769,Sea,47421.0,3
127893,552,Road,13416.0,5
50740,431,Rail,13490.0,6
115826,856,Air,10903.0,4
134453,1543,Rail,45793.0,6
81727,988,Air,19890.0,2
13834,1471,Sea,19832.0,5
105021,1587,Road,43071.0,4
146127,1490,Sea,50908.0,1
126599,1067,Sea,23544.0,6
104210,1441,Road,35755.0,2
14689,1754,Rail,25214.0,3
25347,776,Rail,10916.0,3
17914,1794,Sea,28057.0,5
51305,1142,Sea,34333.0,5
139401,1950,Sea,24356.0,6
135781,1442,Rail,26231.0,5
147406,338,Rail,5097.0,3
24777,1717,Air,16817.0,0
103486,1062,Road,11917.0,6
56264,1481,Rail,18817.0,0
73193,1406,Road,22555.0,3
71150,1909,Sea,58601.0,3
48489,774,Sea,11959.0,5
113455,495,Road,10850.0,1
138932,1668,Sea,45471.0,5
127062,1475,Road,28343.0,6
108229,1635,Sea,23462.0,1
77549,865,Rail,20506.0,5
18325,483,Air,11565.0,2
23045,456,Air,10758.0,6
117482,860,Road,28132.0,0
19843,1954,Air,56817.0,6
73584,919,Rail,30210.0,4
99398,1407,Air,48224.0,6
93101,564,Air,9504.0,6
95606,524,Road,14673.0,1
85754,1374,Air,41135.0,6
124187,1993,Road,46169.0,5
80375,12,Sea,404.0,0
6553,241,Rail,7423.0,4
43586,415,Road,3409.0,1
72595,1706,Air,38648.0,2
147237,1937,Air,62616.0,5
28103,1680,Air,49669.0,6
107399,374,Road,3969.0,5
20845,1067,Rail,29695.0,2
142419,785,Air,7512.0,2
36712,158,Sea,4616.0,0
67472,1672,Air,27858.0,4
89344,94,Road,1611.0,4
108473,50,Sea,1163.0,6
104647,1432,Air,15197.0,4
92429,88,Road,1059.0,6
87362,752,Road,13017.0,0
140324,962,Sea,27878.0,5
87625,858,Air,25077.0,4
123556,969,Road,13984.0,0
79634,745,Rail,18273.0,2
8435,126,Sea,2228.0,0
699,1947,Air,42628.0,4
64236,1487,Air,33438.0,4
53028,1684,Rail,13535.0,6
71540,951,Road,31785.0,2
63531,869,Rail,27414.0,6
119626,686,Rail,17467.0,6
83875,1068,Sea,18172.0,1
139305,1570,Sea,19265.0,4
114352,703,Rail,10748.0,2
127108,1268,Air,37191.0,0
120353,1276,Air,30520.0,4
58399,1586,Rail,52169.0,1
3274,1112,Sea,15656.0,5
128708,824,Sea,28780.0,1
108311,914,Air,23814.0,0
138155,1869,Road,42535.0,0
139473,1796,Rail,61191.0,4
109980,1615,Sea,39994.0,1
76345,120,Road,1946.0,3
126420,1256,Road,14401.0,4
17716,730,Rail,20132.0,0
80359,1807,Road,41456.0,5
139314,1124,Air,21280.0,1
631,795,Rail,22925.0,6
101320,333,Road,8423.0,0
80869,1102,Rail,20186.0,2
120972,594,Sea,9531.0,0
42534,285,Air,5114.0,5
145280,990,Air,16234.0,1
86742,1013,Rail,16145.0,4
16654,659,Sea,8164.0,6
133285,1038,Rail,8662.0,4
71109,1227,Air,26178.0,1
89254,455,Road,6819.0,0
61382,713,Road,12551.0,2
93695,1309,Air,40955.0,4
61316,1557,Rail,48493.0,2
127620,325,Air,7096.0,2
138307,1243,Sea,32177.0,6
14963,872,Road,10375.0,6
71648,1588,Air,40873.0,0
9063,1438,Sea,25582.0,2
5077,1415,Air,46061.0,4
109324,1076,Road,12933.0,5
17077,1239,Air,43004.0,2
64226,1637,Road,34199.0,0
17907,1795,Road,55735.0,5
117534,1385,Air,30081.0,3
7415,800,Rail,19301.0,4
44647,1439,Sea,47320.0,5
118414,1308,Road,33446.0,0
104280,165,Rail,4340.0,4
28854,687,Road,23474.0,1
88306,1670,Rail,35901.0,2
67155,57,Rail,1361.0,5
117712,1161,Rail,27634.0,5
75125,337,Air,4325.0,6
82723,854,Air,12138.0,2
140792,1875,Rail,27588.0,3
83270,1000,Road,34515.0,0
145806,651,Air,11460.0,0
3277,32,Air,1037.0,5
34200,29,Rail,866.0,0
15641,1455,Air,34479.0,2
75739,586,Air,15273.0,1
131944,721,Rail,16336.0,2
54487,711,Air,18461.0,1
147761,42,Sea,1186.0,0
138542,1808,Rail,60647.0,6
102928,1422,Air,43305.0,2
34387,1340,Sea,26589.0,6
48202,1134,Road,24944.0,2
29273,1844,Sea,49541.0,3
47161,169,Road,3066.0,0
48663,278,Rail,3822.0,0
48698,537,Road,10833.0,3
35558,1386,Sea,17284.0,6
87635,140,Sea,3199.0,3
36421,1956,Sea,52092.0,3
38478,1264,Rail,37420.0,0
44850,1892,Road,33310.0,1
7453,1713,Sea,44687.0,5
58213,297,Road,9008.0,1
136980,938,Air,21670.0,6
44026,742,Sea,17486.0,4
74913,1301,Road,26661.0,3
119718,1086,Road,29491.0,2
135317,1947,Air,47110.0,4
21955,734,Air,25540.0,4
24284,1435,Rail,34780.0,2
91525,1977,Rail,35185.0,0
5447,1364,Sea,31762.0,5
76536,338,Sea,11310.0,4
69575,1604,Sea,32596.0,1
122000,868,Rail,8539.0,6
138772,1540,Road,51634.0,1
46155,1860,Rail,17034.0,1
126470,45,Air,1285.0,6
106326,307,Sea,6216.0,4
20597,1203,Road,18786.0,4
136570,1414,Rail,19258.0,0
9595,1392,Sea,27892.0,0
62978,1974,Sea,20161.0,4
26639,1083,Air,8854.0,0
117225,1721,Road,50327.0,5
51981,836,Sea,21470.0,2
93981,1222,Road,25453.0,2
27696,1184,Sea,26591.0,3
49112,553,Road,18191.0,1
13272,1590,Rail,20665.0,0
141553,125,Air,3768.0,3
64813,1699,Sea,45979.0,4
2071,1037,Air,16721.0,0
23119,1018,Rail,15455.0,5
84416,983,Rail,11895.0,2
129436,1749,Road,53667.0,4
89697,1409,Road,14519.0,6
48681,1050,Sea,29704.0,0
29740,198,Road,1928.0,4
47451,124,Rail,4185.0,0
63562,1037,Rail,24579.0,6
17465,474,Rail,10602.0,2
68259,1581,Air,23340.0,2
54606,612,Road,6022.0,1
18034,1523,Road,31151.0,6
6376,549,Sea,14357.0,2
96305,1241,Air,26304.0,5
24972,1778,Air,60635.0,6
18192,1545,Sea,38887.0,1
92677,1273,Air,34604.0,6
28016,1901,Road,49308.0,5
98810,1405,Rail,37358.0,3
18271,1472,Road,42613.0,1
108715,1298,Air,26624.0,4
143926,1237,Road,34895.0,4
23776,1471,Air,42347.0,1
1740,59,Air,1047.0,5
12020,899,Road,7677.0,5
44932,895,Sea,30369.0,5
124309,1039,Air,12704.0,5
32051,1491,Rail,44265.0,5
56149,1444,Sea,41069.0,0
23476,364,Sea,8430.0,4
47464,1599,Rail,37674.0,5
67270,1587,Road,51334.0,2
84216,1347,Sea,28074.0,5
42138,1778,Sea,39980.0,1
30380,174,Road,4544.0,2
13331,576,Sea,5818.0,6
116500,1461,Road,28618.0,3
26961,1155,Rail,23813.0,4
37464,249,Road,8659.0,6
34463,437,Air,15263.0,1
9298,1537,Rail,24185.0,6
35744,796,Air,11385.0,6
113591,1330,Sea,30506.0,6
143475,823,Sea,27473.0,2
120534,1567,Air,53795.0,2
107761,1524,Sea,23097.0,3
116606,1443,Road,41882.0,5
79330,872,Air,29532.0,3
42398,1250,Rail,26598.0,1
61444,797,Rail,17656.0,2
35106,121,Rail,1175.0,3
131379,563,Air,8441.0,2
108342,479,Sea,12702.0,5
132471,1759,Road,17338.0,2
5052,1446,Road,30571.0,0
7331,586,Road,11338.0,2
14803,1952,Rail,60028.0,6
104130,810,Road,7538.0,0
105290,1160,Air,22561.0,4
117669,797,Air,9151.0,6
130068,1769,Road,58407.0,5
100900,891,Sea,8026.0,6
52401,272,Air,3356.0,3
95318,1485,Air,14096.0,5
31271,707,Rail,10133.0,0
129266,1420,Sea,18146.0,2
143415,1234,Rail,16733.0,0
2896,650,Air,6012.0,5
57183,388,Air,10041.0,4
131593,555,Sea,5603.0,3
20189,1930,Sea,55041.0,5
89,884,Rail,15611.0,0
32286,964,Sea,14732.0,2
15276,1384,Road,29677.0,3
46441,1842,Rail,17039.0,5
43613,475,Rail,16149.0,6
34912,1151,Sea,17555.0,5
22685,923,Rail,14700.0,4
20220,1797,Rail,27482.0,6
1879,1531,Air,27008.0,1
38489,879,Road,23168.0,2
104389,1427,Sea,16723.0,6
59225,56,Rail,1421.0,1
90933,1038,Rail,35954.0,2
82613,572,Sea,17283.0,3
145048,458,Rail,11585.0,5
90698,1145,Rail,29289.0,0
28336,1773,Rail,61880.0,4
48656,1352,Road,30175.0,4
35936,226,Sea,2453.0,2
73768,1845,Sea,34115.0,5
78357,151,Rail,1643.0,6
125122,1534,Air,28492.0,6
112550,1557,Air,47701.0,4
109529,631,Road,5475.0,2
62074,712,Air,20441.0,5
21752,78,Sea,1754.0,4
86889,407,Rail,11665.0,4
136472,845,Sea,10073.0,2
15731,574,Road,7313.0,3
83570,1546,Sea,23761.0,6
133821,970,Road,8415.0,1
22112,1028,Rail,13102.0,2
32933,574,Road,8362.0,5
71943,629,Rail,14582.0,3
11452,1836,Sea,55341.0,5
83113,817,Rail,22485.0,3
53091,1459,Rail,13937.0,4
120152,773,Rail,18487.0,6
140808,131,Sea,2387.0,1
133661,1662,Air,46059.0,5
84537,1306,Sea,44936.0,1
54353,1004,Road,27787.0,2
98552,1351,Air,23658.0,0
15447,523,Road,13414.0,2
87814,687,Road,10026.0,1
23166,1169,Road,10200.0,0
63473,1766,Rail,61206.0,0
21428,515,Rail,13295.0,6
6459,557,Air,16750.0,1
133279,1022,Sea,19602.0,1
96110,394,Sea,12967.0,2
22735,1620,Air,52363.0,1
65046,678,Road,22462.0,6
132907,834,Road,8758.0,5
101672,1084,Rail,11945.0,6
105394,785,Sea,6735.0,5
86844,880,Road,8859.0,1
3742,234,Sea,2718.0,0
76827,624,Rail,18860.0,2
56537,333,Rail,10070.0,6
110210,687,Rail,6498.0,3
44315,668,Sea,19429.0,0
16175,1312,Rail,25328.0,4
16948,1912,Road,66107.0,6
81971,639,Sea,15486.0,2
81871,1945,Air,47403.0,2
55597,1948,Sea,46213.0,2
