student_id,attendance_percent,assignment_score,exam_score,final_grade
14656,78,95,98,Pass
17886,82,73,52,Pass
15671,99,52,50,Pass
12160,75,94,89,Fail
28612,78,46,54,Pass
35731,80,59,51,Pass
23903,59,62,95,Fail
41345,54,78,35,Fail
33227,67,45,65,Fail
8613,92,59,76,Pass
42747,93,43,90,Pass
11876,83,61,61,Pass
27398,95,62,98,Pass
5132,64,68,94,Fail
2310,77,79,62,Pass
1489,92,47,69,Pass
29617,99,63,70,Pass
11278,73,40,58,Fail
1912,81,65,40,Pass
7865,51,66,89,Fail
25782,56,68,95,Fail
14258,87,72,66,Pass
10122,85,53,87,Pass
9133,66,47,37,Fail
41883,96,57,61,Pass
20350,86,56,62,Pass
47551,62,73,77,Fail
48603,59,44,73,Fail
34625,59,97,74,Fail
3821,89,41,57,Pass
16861,80,87,43,Pass
32833,96,64,39,Pass
24576,81,58,63,Pass
5138,79,51,45,Pass
46847,89,61,99,Pass
17895,57,79,71,Fail
27073,56,70,69,Fail
6565,83,73,42,Pass
11418,66,60,81,Fail
13329,70,56,66,Fail
42207,80,95,53,Pass
16598,66,42,40,Fail
43838,87,88,53,Pass
13006,84,50,84,Pass
6525,68,83,94,Fail
45327,51,96,92,Fail
15905,82,93,95,Pass
47908,51,87,85,Fail
26166,85,58,71,Pass
2516,63,75,69,Fail
3513,65,82,49,Fail
22107,86,99,77,Pass
31568,89,46,71,Pass
48865,91,77,70,Pass
6377,74,87,82,Fail
31706,69,76,35,Fail
21123,65,62,63,Fail
39750,64,40,67,Fail
42051,60,79,43,Fail
29725,59,47,75,Fail
45170,94,79,53,Pass
14389,65,64,66,Fail
11435,86,64,55,Pass
42482,58,43,62,Fail
20196,51,43,97,Fail
44876,79,63,92,Pass
10376,84,59,44,Pass
37931,64,93,90,Fail
19383,56,54,66,Fail
41044,60,64,59,Fail
19935,90,46,96,Pass
5913,97,73,55,Pass
17148,94,92,56,Pass
47695,99,58,63,Pass
45435,61,85,46,Fail
45892,94,75,56,Pass
43654,84,71,99,Pass
30305,87,61,54,Pass
38525,62,84,96,Fail
4364,90,86,65,Pass
28873,92,93,75,Pass
11302,97,42,87,Pass
25117,50,92,72,Fail
1659,64,88,36,Fail
46022,76,45,52,Pass
7310,70,73,51,Fail
16409,53,79,86,Fail
46298,94,93,58,Pass
18805,69,94,71,Fail
45393,97,42,59,Pass
22878,57,86,97,Fail
35557,90,71,80,Pass
20333,87,62,78,Pass
7494,56,69,94,Fail
922,79,79,84,Pass
7651,61,53,40,Fail
17661,50,86,59,Fail
1726,83,72,39,Pass
35676,68,72,99,Fail
12137,86,56,91,Pass
4842,60,96,68,Fail
23731,72,61,81,Fail
49128,76,69,93,Pass
27312,84,78,70,Pass
30519,57,82,66,Fail
35016,56,62,60,Fail
21326,63,77,37,Fail
88,91,61,99,Pass
3919,50,84,35,Fail
26618,96,44,79,Pass
48007,92,68,98,Pass
752,97,51,74,Pass
38175,86,94,69,Pass
2937,96,82,77,Pass
4135,65,68,90,Fail
4651,76,61,64,Pass
32396,84,79,35,Pass
42469,97,71,60,Pass
40777,54,75,88,Fail
48299,83,68,56,Pass
4692,75,82,78,Fail
8458,83,79,61,Pass
46437,62,59,49,Fail
654,71,65,43,Fail
46223,60,75,95,Fail
24304,90,51,78,Pass
21762,83,85,80,Pass
39697,86,59,76,Pass
6572,90,41,76,Pass
20406,56,83,64,Fail
25429,90,53,78,Pass
10225,62,75,54,Fail
14652,92,69,89,Pass
45821,93,62,86,Pass
41130,61,53,96,Fail
30367,84,42,50,Pass
4725,83,89,39,Pass
1613,65,68,90,Fail
5625,63,80,87,Fail
48676,99,75,52,Pass
35330,74,90,63,Fail
37702,99,95,52,Pass
36695,70,86,99,Fail
2928,91,84,44,Pass
12564,50,44,35,Fail
11916,98,86,46,Pass
29017,72,92,53,Fail
14662,57,84,86,Fail
24013,91,59,52,Pass
4464,83,67,67,Pass
12483,67,68,89,Fail
17440,53,52,36,Fail
27133,55,57,88,Fail
17165,55,65,50,Fail
35693,91,92,90,Pass
48761,82,41,70,Pass
23449,90,86,82,Pass
23108,56,64,66,Fail
22808,95,78,89,Pass
25777,65,91,71,Fail
22230,92,66,35,Pass
41065,81,73,84,Pass
38120,55,64,73,Fail
17650,76,88,90,Pass
30316,96,55,77,Pass
18046,78,90,58,Pass
39294,70,61,68,Fail
35105,53,55,92,Fail
35137,79,82,92,Pass
26884,52,43,40,Fail
10058,79,74,62,Pass
23730,56,67,96,Fail
30047,93,47,58,Pass
802,53,88,44,Fail
40786,86,92,45,Pass
20945,89,80,51,Pass
9649,87,97,51,Pass
18116,85,62,36,Pass
17130,71,60,63,Fail
39938,82,75,95,Pass
19509,89,84,92,Pass
25525,83,56,93,Pass
40257,94,50,66,Pass
8217,95,84,98,Pass
44270,90,71,91,Pass
48673,77,87,46,Pass
22285,68,62,64,Fail
22122,95,58,46,Pass
333,66,59,88,Fail
7162,96,77,63,Pass
5791,54,67,98,Fail
38518,96,90,57,Pass
9837,99,40,76,Pass
24015,53,80,74,Fail
21359,71,90,96,Fail
39382,94,60,86,Pass
35645,89,63,59,Pass
21439,76,56,35,Pass
945,59,93,80,Fail
32372,72,68,96,Fail
49521,69,61,58,Fail
34772,57,44,44,Fail
12503,76,80,66,Pass
24402,86,51,37,Pass
23535,59,97,60,Fail
436,55,92,96,Fail
36844,98,76,70,Pass
7787,86,72,94,Pass
23377,61,49,71,Fail
3078,95,84,78,Pass
13962,61,48,50,Fail
12987,89,93,44,Pass
44830,61,43,79,Fail
48972,53,63,84,Fail
26953,70,95,43,Fail
45451,82,40,83,Pass
24549,74,42,73,Fail
10058,54,74,63,Fail
37701,71,66,98,Fail
9146,77,90,45,Pass
13927,59,76,68,Fail
29442,65,89,78,Fail
43186,91,97,80,Pass
14359,67,65,36,Fail
5715,93,70,53,Pass
11656,72,93,64,Fail
30843,51,80,42,Fail
32897,79,51,64,Pass
28642,56,63,62,Fail
17615,51,92,56,Fail
41175,82,63,74,Pass
34025,86,43,91,Pass
10173,65,56,48,Fail
49600,55,88,66,Fail
20470,59,61,78,Fail
45458,82,90,90,Pass
8682,74,84,86,Fail
48153,66,89,36,Fail
17778,97,81,81,Pass
44797,68,55,82,Fail
46205,61,91,41,Fail
7569,53,89,58,Fail
48729,61,73,62,Fail
16092,90,69,57,Pass
19491,97,80,52,Pass
12843,62,98,62,Fail
25360,87,97,43,Pass
47370,88,96,44,Pass
8404,88,93,68,Pass
12674,59,89,60,Fail
6339,82,56,96,Pass
6254,77,93,87,Pass
35932,73,76,74,Fail
32983,70,46,96,Fail
5839,59,75,60,Fail
16780,89,87,72,Pass
28895,93,62,94,Pass
14923,50,80,44,Fail
12012,88,66,48,Pass
29430,75,82,66,Fail
33654,64,99,52,Fail
45480,95,56,51,Pass
3413,89,53,81,Pass
2411,76,53,97,Pass
11109,55,80,87,Fail
4813,72,81,85,Fail
5369,65,51,49,Fail
7305,87,96,75,Pass
45863,79,53,35,Pass
14052,82,87,83,Pass
44185,69,41,63,Fail
16349,89,54,64,Pass
23423,69,82,45,Fail
23001,50,42,56,Fail
40533,89,83,90,Pass
16461,62,55,53,Fail
26954,58,87,35,Fail
37764,55,68,71,Fail
43230,56,57,42,Fail
41406,70,69,78,Fail
10588,51,82,89,Fail
37610,81,98,75,Pass
25211,76,96,60,Pass
9994,53,66,57,Fail
43305,94,58,63,Pass
43049,69,76,96,Fail
5367,59,54,79,Fail
5304,97,74,65,Pass
38014,68,99,47,Fail
12209,76,92,90,Pass
38239,79,40,72,Pass
48543,69,96,69,Fail
16406,89,60,88,Pass
40739,99,51,89,Pass
23484,99,71,85,Pass
42737,99,79,58,Pass
4566,99,84,71,Pass
43056,53,98,60,Fail
16665,53,88,89,Fail
15874,71,45,72,Fail
46012,73,89,77,Fail
28667,89,52,99,Pass
40919,75,94,55,Fail
5119,81,49,71,Pass
24453,90,65,43,Pass
38425,65,88,36,Fail
2311,63,94,99,Fail
10869,81,84,64,Pass
38620,63,81,77,Fail
49484,54,43,47,Fail
14019,93,57,49,Pass
16791,68,75,38,Fail
3428,56,80,79,Fail
47257,63,94,79,Fail
22073,95,94,99,Pass
46227,65,52,44,Fail
47786,96,45,82,Pass
23506,95,91,83,Pass
19450,73,91,51,Fail
44163,70,46,97,Fail
42710,51,67,72,Fail
34743,83,98,59,Pass
34862,70,91,52,Fail
35126,81,85,65,Pass
618,76,77,52,Pass
10984,63,82,81,Fail
39571,59,99,94,Fail
12263,70,41,96,Fail
8140,74,55,58,Fail
33501,94,46,53,Pass
24797,51,50,65,Fail
3131,57,87,66,Fail
11892,73,61,69,Fail
31935,91,47,63,Pass
47277,55,46,93,Fail
12009,95,70,36,Pass
46626,61,68,73,Fail
30199,59,82,86,Fail
42185,58,41,56,Fail
2674,85,87,47,Pass
34952,83,50,85,Pass
27102,80,78,51,Pass
22160,82,59,42,Pass
32449,53,98,78,Fail
45543,80,47,45,Pass
32855,71,51,84,Fail
16969,61,47,43,Fail
5615,80,59,38,Pass
1719,88,84,55,Pass
546,97,85,93,Pass
19633,53,56,56,Fail
35586,98,79,57,Pass
8652,72,54,48,Fail
10693,88,98,62,Pass
3180,67,97,91,Fail
40845,54,71,72,Fail
7030,88,52,92,Pass
1987,78,41,81,Pass
18815,66,83,84,Fail
32319,71,93,51,Fail
2015,74,47,70,Fail
4834,56,71,92,Fail
47521,55,46,84,Fail
5497,89,75,57,Pass
36538,64,87,36,Fail
12581,78,47,90,Pass
11774,90,70,67,Pass
21519,94,57,80,Pass
19842,99,41,70,Pass
17996,63,73,99,Fail
29866,70,70,65,Fail
49216,92,43,63,Pass
37492,87,94,73,Pass
18897,66,62,75,Fail
14052,84,45,47,Pass
8490,96,65,43,Pass
8672,52,97,66,Fail
36994,94,57,61,Pass
32468,60,55,85,Fail
27139,68,92,71,Fail
32083,54,49,89,Fail
37510,61,79,64,Fail
18942,86,78,62,Pass
33528,87,68,67,Pass
13434,59,86,38,Fail
19603,65,68,84,Fail
48047,63,58,86,Fail
33768,60,76,41,Fail
34259,71,84,41,Fail
41682,75,40,49,Fail
44484,95,88,59,Pass
39727,97,45,45,Pass
8463,91,64,59,Pass
48225,68,87,91,Fail
22433,65,95,75,Fail
28062,69,55,55,Fail
3848,89,84,58,Pass
37092,97,79,67,Pass
20984,52,76,80,Fail
16005,62,80,40,Fail
4960,73,45,66,Fail
14216,83,68,95,Pass
184,69,90,95,Fail
7127,94,84,81,Pass
33683,84,64,82,Pass
15762,86,70,68,Pass
2462,90,91,52,Pass
9940,85,80,61,Pass
32385,59,76,65,Fail
4556,58,62,64,Fail
16233,52,78,48,Fail
214,64,49,98,Fail
8130,96,47,79,Pass
37567,68,41,64,Fail
22725,55,80,57,Fail
9826,84,74,74,Pass
563,83,59,72,Pass
34566,93,91,39,Pass
5559,77,51,93,Pass
42208,59,72,41,Fail
26165,71,55,75,Fail
13429,81,96,68,Pass
19028,64,73,81,Fail
43269,69,50,50,Fail
34723,83,46,73,Pass
11237,63,63,80,Fail
17736,88,99,80,Pass
9344,92,96,79,Pass
16569,80,75,74,Pass
8258,69,63,44,Fail
10248,61,73,75,Fail
18325,74,43,61,Fail
42851,54,94,96,Fail
34352,52,74,78,Fail
8607,71,64,75,Fail
24787,74,80,92,Fail
27735,94,85,46,Pass
18726,98,83,73,Pass
33064,86,76,42,Pass
2939,72,73,43,Fail
37073,74,77,41,Fail
15797,54,51,55,Fail
2289,71,40,87,Fail
17456,63,69,91,Fail
9734,58,61,37,Fail
9374,82,74,59,Pass
35095,71,57,87,Fail
37046,75,89,64,Fail
15519,75,84,92,Fail
48080,70,77,78,Fail
23888,57,88,82,Fail
14769,66,87,45,Fail
37126,89,58,52,Pass
9702,93,92,60,Pass
43428,63,71,77,Fail
8233,90,84,64,Pass
40823,76,82,80,Pass
18316,59,72,82,Fail
34648,86,63,81,Pass
23181,53,41,54,Fail
22211,64,53,44,Fail
7298,88,66,87,Pass
49958,52,50,52,Fail
23364,53,40,53,Fail
24500,86,79,73,Pass
42099,60,42,51,Fail
16669,58,70,45,Fail
45616,72,88,65,Fail
40843,61,83,77,Fail
40536,68,80,73,Fail
19030,91,82,45,Pass
11176,80,77,59,Pass
6033,52,60,77,Fail
10783,95,50,62,Pass
12951,89,97,40,Pass
46916,90,86,77,Pass
49004,69,93,81,Fail
37522,80,99,63,Pass
29633,72,41,52,Fail
8291,87,74,61,Pass
16160,97,64,64,Pass
35906,74,98,86,Fail
34741,51,92,84,Fail
32702,70,48,44,Fail
36566,92,81,91,Pass
12465,53,63,87,Fail
42366,53,45,74,Fail
12248,56,70,82,Fail
19047,76,85,52,Pass
33742,58,89,87,Fail
47010,91,40,91,Pass
21943,54,48,76,Fail
8091,91,82,88,Pass
46797,95,44,48,Pass
42969,93,62,66,Pass
27405,99,88,60,Pass
20817,63,55,92,Fail
533,55,40,37,Fail
31679,85,64,62,Pass
23090,87,49,82,Pass
17482,69,92,63,Fail
16611,76,45,72,Pass
32728,63,78,80,Fail
17666,53,82,87,Fail
1272,75,44,83,Fail
5018,51,42,92,Fail
13914,64,98,88,Fail
44234,91,48,85,Pass
47568,66,96,91,Fail
47297,70,75,69,Fail
10040,59,57,91,Fail
32265,54,43,43,Fail
38373,86,56,89,Pass
36228,64,80,53,Fail
17274,53,52,94,Fail
27408,71,86,79,Fail
531,94,66,49,Pass
4501,87,43,37,Pass
45628,77,65,87,Pass
9206,56,91,67,Fail
47385,88,76,96,Pass
36605,84,44,50,Pass
47299,79,46,92,Pass
26244,62,95,92,Fail
7765,63,78,74,Fail
19232,53,99,46,Fail
4707,71,56,81,Fail
36994,99,44,54,Pass
18874,77,54,88,Pass
3699,56,40,40,Fail
10118,76,49,57,Pass
2580,79,78,83,Pass
37249,69,41,68,Fail
17418,63,95,49,Fail
44276,80,74,74,Pass
11959,83,49,74,Pass
44679,70,80,51,Fail
17361,87,52,90,Pass
6596,89,52,69,Pass
29565,88,90,40,Pass
38216,72,97,37,Fail
6068,77,55,35,Pass
45703,54,77,72,Fail
46907,87,83,54,Pass
11725,81,89,88,Pass
5108,85,97,69,Pass
45045,62,42,85,Fail
33344,72,60,86,Fail
31106,67,93,94,Fail
34411,84,78,55,Pass
33119,88,74,99,Pass
14273,98,45,86,Pass
49365,79,56,77,Pass
12258,53,49,93,Fail
45962,94,72,64,Pass
33363,50,48,35,Fail
9033,55,57,63,Fail
501,53,65,93,Fail
44813,86,60,39,Pass
30108,50,79,51,Fail
26912,93,95,50,Pass
22630,62,60,56,Fail
24601,87,52,85,Pass
48022,73,86,61,Fail
16886,79,41,87,Pass
11311,78,53,93,Pass
34016,80,71,36,Pass
16225,64,80,61,Fail
3846,58,96,40,Fail
14938,55,48,44,Fail
6803,79,74,77,Pass
40925,87,83,49,Pass
14404,91,66,93,Pass
9976,68,68,64,Fail
12694,75,98,68,Fail
30804,97,44,85,Pass
5316,92,76,95,Pass
39833,53,51,59,Fail
40182,64,51,96,Fail
36011,92,82,79,Pass
34228,95,99,43,Pass
4113,91,67,52,Pass
18554,51,49,40,Fail
29626,59,71,47,Fail
22511,77,76,41,Pass
12971,69,84,95,Fail
46051,69,93,69,Fail
48302,59,54,53,Fail
1138,78,46,82,Pass
25156,97,97,55,Pass
4866,78,60,63,Pass
12275,52,45,68,Fail
10542,75,91,68,Fail
32754,81,86,53,Pass
30226,63,78,81,Fail
38121,56,88,86,Fail
33778,87,63,67,Pass
1941,50,61,60,Fail
1013,99,79,67,Pass
19471,87,48,86,Pass
37214,88,80,90,Pass
17629,61,51,51,Fail
16489,64,40,77,Fail
27172,93,82,66,Pass
26070,72,51,61,Fail
19532,83,74,50,Pass
43442,72,81,95,Fail
45274,50,85,73,Fail
28194,97,85,44,Pass
33266,86,53,80,Pass
8298,90,86,43,Pass
46604,92,41,53,Pass
12442,58,71,88,Fail
1586,72,44,46,Fail
20319,78,77,95,Pass
19438,52,42,78,Fail
20130,79,83,40,Pass
12422,96,72,66,Pass
43588,61,99,40,Fail
31512,89,78,54,Pass
6728,71,95,35,Fail
30994,54,89,53,Fail
24127,81,44,39,Pass
9797,79,59,48,Pass
42497,97,97,43,Pass
24814,99,42,80,Pass
20036,96,49,45,Pass
21287,81,44,93,Pass
31066,91,93,99,Pass
44113,95,42,42,Pass
44205,99,50,58,Pass
19557,70,97,63,Fail
5081,70,75,83,Fail
19218,51,48,85,Fail
42751,54,76,99,Fail
47133,65,99,82,Fail
12412,54,56,48,Fail
26933,62,47,53,Fail
27629,81,97,95,Pass
22752,94,67,40,Pass
18532,99,52,99,Pass
49917,82,77,55,Pass
24180,77,65,73,Pass
47222,94,74,88,Pass
4643,89,49,41,Pass
10886,63,50,84,Fail
38096,86,66,68,Pass
24813,56,58,62,Fail
46678,59,97,40,Fail
47150,87,84,79,Pass
47748,79,55,81,Pass
2173,78,69,37,Pass
4056,86,73,78,Pass
1221,68,49,81,Fail
11859,79,83,99,Pass
6485,89,70,76,Pass
219,50,90,94,Fail
37175,65,74,69,Fail
33945,97,59,93,Pass
41406,67,41,93,Fail
11785,50,54,44,Fail
42804,61,74,98,Fail
42501,69,96,54,Fail
40805,52,97,69,Fail
17391,74,56,84,Fail
33085,51,73,36,Fail
13629,54,44,64,Fail
28834,53,44,56,Fail
20471,94,46,70,Pass
16521,89,54,91,Pass
12251,55,68,55,Fail
33329,95,84,93,Pass
11651,87,74,39,Pass
35377,58,54,63,Fail
28372,88,61,36,Pass
34987,74,69,98,Fail
37139,66,43,82,Fail
7471,60,68,67,Fail
2898,53,53,73,Fail
23885,77,90,53,Pass
36553,91,82,79,Pass
33241,53,88,39,Fail
17433,67,95,64,Fail
16036,96,77,55,Pass
2813,80,97,92,Pass
33982,62,65,48,Fail
24385,63,92,88,Fail
18698,78,67,42,Pass
3449,65,61,49,Fail
12265,68,86,96,Fail
11389,64,79,41,Fail
12418,86,94,85,Pass
1196,56,42,95,Fail
13065,91,74,70,Pass
7226,93,73,98,Pass
11096,78,49,87,Pass
7066,76,58,72,Pass
24418,79,82,65,Pass
872,64,88,48,Fail
25858,66,86,71,Fail
28558,68,78,96,Fail
47519,55,90,73,Fail
3644,97,86,75,Pass
43470,97,60,56,Pass
14798,74,86,56,Fail
37428,90,80,54,Pass
10319,90,95,35,Pass
658,61,80,54,Fail
46845,90,88,62,Pass
9451,65,89,93,Fail
12322,70,75,40,Fail
23185,73,65,97,Fail
4210,91,69,72,Pass
26258,50,60,57,Fail
33746,78,87,53,Pass
49749,83,89,92,Pass
32936,52,94,62,Fail
37734,58,97,76,Fail
31484,88,57,55,Pass
36983,51,50,35,Fail
5268,55,56,44,Fail
48929,98,46,70,Pass
42930,51,89,94,Fail
30590,63,62,72,Fail
14661,92,75,70,Pass
38803,83,76,74,Pass
18879,80,49,73,Pass
15180,89,77,54,Pass
38401,77,80,98,Pass
6123,93,49,97,Pass
21354,71,86,95,Fail
44575,70,48,45,Fail
19036,68,63,77,Fail
11617,56,48,80,Fail
4000,63,42,67,Fail
1357,89,57,48,Pass
4781,69,83,69,Fail
10513,77,52,78,Pass
9416,51,79,56,Fail
45841,90,49,75,Pass
37672,53,94,91,Fail
35322,58,53,94,Fail
13446,75,46,91,Fail
18757,81,81,56,Pass
35062,93,84,96,Pass
44786,98,65,97,Pass
42233,57,44,80,Fail
10530,97,93,92,Pass
8467,71,48,38,Fail
26426,87,56,48,Pass
40486,96,82,38,Pass
46095,59,78,88,Fail
2654,87,46,50,Pass
25698,86,42,75,Pass
8379,84,78,71,Pass
8870,75,90,52,Fail
30952,72,95,55,Fail
37138,62,95,35,Fail
41338,59,67,48,Fail
39876,76,58,55,Pass
7421,58,88,93,Fail
43334,84,88,50,Pass
21939,91,44,70,Pass
47243,89,91,81,Pass
22355,54,52,49,Fail
42996,61,40,41,Fail
49126,56,47,49,Fail
15635,59,90,48,Fail
19324,55,40,76,Fail
40289,58,57,66,Fail
49716,89,84,66,Pass
17186,54,64,58,Fail
1979,61,94,81,Fail
1641,80,99,42,Pass
14805,73,51,50,Fail
14557,70,60,70,Fail
39839,99,61,78,Pass
16328,85,85,91,Pass
22917,89,81,95,Pass
5769,80,80,96,Pass
553,57,81,93,Fail
49331,67,97,53,Fail
11407,99,92,81,Pass
22562,98,80,97,Pass
48638,92,87,40,Pass
46443,85,86,45,Pass
39652,52,96,54,Fail
48302,54,86,54,Fail
15442,72,94,47,Fail
22209,77,86,56,Pass
9899,92,57,71,Pass
7318,78,49,93,Pass
12311,70,83,37,Fail
19959,94,69,50,Pass
28945,80,58,73,Pass
36241,93,69,70,Pass
33123,83,67,38,Pass
631,51,78,75,Fail
21887,71,82,96,Fail
4295,97,47,72,Pass
913,58,55,47,Fail
5601,84,77,74,Pass
35670,78,55,83,Pass
40794,92,91,56,Pass
27676,96,67,69,Pass
33910,61,90,85,Fail
34030,60,66,59,Fail
12551,95,64,39,Pass
23961,83,90,75,Pass
10113,93,86,96,Pass
29669,79,80,60,Pass
11089,68,47,78,Fail
28093,52,82,81,Fail
26290,96,99,44,Pass
11321,57,44,99,Fail
22823,71,97,94,Fail
25604,67,44,95,Fail
38493,67,54,72,Fail
2033,66,50,35,Fail
49152,58,41,45,Fail
7520,89,84,95,Pass
5462,82,92,84,Pass
39437,80,67,98,Pass
15514,56,91,95,Fail
2636,64,93,76,Fail
33076,57,85,62,Fail
539,68,72,54,Fail
47964,56,48,72,Fail
47660,82,63,52,Pass
24583,86,61,61,Pass
3485,68,97,44,Fail
6299,58,83,49,Fail
19268,53,48,69,Fail
28019,74,57,85,Fail
28540,65,72,47,Fail
27104,68,89,93,Fail
41647,66,89,95,Fail
23681,58,95,43,Fail
47308,80,88,72,Pass
34356,69,67,74,Fail
48042,96,92,55,Pass
2582,63,48,46,Fail
11044,59,45,46,Fail
11256,98,89,53,Pass
4706,71,42,56,Fail
830,76,58,76,Pass
1985,67,81,58,Fail
45637,53,95,37,Fail
29105,83,44,92,Pass
2668,68,55,37,Fail
19879,66,91,50,Fail
3236,77,60,88,Pass
35078,77,66,67,Pass
36382,71,98,97,Fail
4965,69,56,65,Fail
8667,77,54,40,Pass
32479,69,98,63,Fail
23233,85,97,49,Pass
8831,51,47,74,Fail
42163,57,88,72,Fail
11718,81,58,53,Pass
20556,79,67,96,Pass
11255,84,81,78,Pass
7231,76,93,58,Pass
37795,50,40,74,Fail
35481,94,79,98,Pass
45537,81,86,93,Pass
29007,50,70,51,Fail
32584,56,64,50,Fail
43384,75,51,98,Fail
28086,55,59,84,Fail
21475,77,77,36,Pass
22007,56,98,96,Fail
37376,85,73,90,Pass
6494,75,51,67,Fail
4419,69,40,35,Fail
27644,76,85,94,Pass
11861,87,45,79,Pass
12028,59,70,43,Fail
7610,96,99,55,Pass
42169,89,89,40,Pass
2483,58,72,45,Fail
7891,93,57,70,Pass
44815,94,60,65,Pass
27081,80,54,91,Pass
3812,73,42,75,Fail
15310,62,81,40,Fail
45655,96,47,57,Pass
3163,63,86,70,Fail
7433,80,50,88,Pass
19792,99,56,51,Pass
3230,75,66,85,Fail
47737,77,90,77,Pass
34324,92,67,63,Pass
11533,71,89,80,Fail
46141,60,95,90,Fail
5381,94,81,46,Pass
11411,75,80,71,Fail
48737,80,59,97,Pass
23570,51,77,50,Fail
28760,84,48,47,Pass
44482,94,83,35,Pass
48661,60,60,79,Fail
10110,56,96,94,Fail
12426,77,99,93,Pass
17596,72,78,93,Fail
15643,58,76,44,Fail
49683,63,85,42,Fail
39958,91,74,47,Pass
21012,58,50,50,Fail
43037,88,74,54,Pass
39482,98,43,83,Pass
17695,66,77,68,Fail
28646,98,72,70,Pass
36760,82,83,70,Pass
10949,77,71,84,Pass
20319,59,81,64,Fail
48806,90,96,89,Pass
35269,64,60,52,Fail
43715,94,97,68,Pass
37265,96,82,62,Pass
19406,71,68,92,Fail
33356,62,50,72,Fail
37469,92,85,67,Pass
38651,89,93,90,Pass
43733,80,74,95,Pass
7982,86,52,41,Pass
45897,62,50,85,Fail
34182,58,44,84,Fail
38872,70,87,37,Fail
4445,85,73,75,Pass
35948,68,91,55,Fail
29786,66,61,75,Fail
36631,99,73,81,Pass
21050,72,59,49,Fail
28281,63,95,89,Fail
19785,87,97,48,Pass
7268,90,45,94,Pass
41559,70,68,95,Fail
39230,70,90,45,Fail
27058,93,92,87,Pass
31932,66,55,89,Fail
40402,77,41,80,Pass
26282,86,40,78,Pass
29969,59,85,56,Fail
24791,50,69,85,Fail
42372,92,65,96,Pass
39477,99,43,91,Pass
26011,53,65,44,Fail
15955,68,82,61,Fail
20930,93,46,37,Pass
25762,90,91,72,Pass
42714,80,96,35,Pass
1689,97,69,60,Pass
2928,63,71,43,Fail
36645,68,46,46,Fail
46080,78,57,40,Pass
15412,76,82,36,Pass
29907,99,98,58,Pass
30994,62,84,55,Fail
41526,50,71,61,Fail
3175,89,90,94,Pass
4807,71,68,74,Fail
14605,97,51,96,Pass
2287,78,67,37,Pass
36973,56,92,69,Fail
21479,51,54,40,Fail
39378,55,94,44,Fail
41296,53,88,70,Fail
41242,92,50,58,Pass
23777,62,70,94,Fail
14338,76,78,40,Pass
34987,93,43,78,Pass
8897,89,89,50,Pass
44068,73,95,72,Fail
16284,99,51,63,Pass
8848,96,69,56,Pass
34760,97,57,95,Pass
44161,68,79,38,Fail
39729,76,88,80,Pass
7961,74,54,86,Fail
29802,54,85,77,Fail
47499,80,75,87,Pass
28959,57,67,83,Fail
19365,59,49,48,Fail
14171,56,83,81,Fail
13454,94,62,82,Pass
11746,84,93,85,Pass
3074,72,75,68,Fail
38343,75,48,39,Fail
33871,70,64,61,Fail
3371,67,49,92,Fail
31368,74,69,55,Fail
37924,86,63,87,Pass
44813,89,41,93,Pass
36595,69,42,51,Fail
28790,59,94,96,Fail
33601,76,58,79,Pass
33635,57,42,48,Fail
18688,52,58,37,Fail
5626,65,81,68,Fail
33679,65,43,37,Fail
9025,76,49,97,Pass
15452,76,89,52,Pass
43032,99,76,42,Pass
19697,94,64,56,Pass
49521,63,41,87,Fail
42513,91,67,67,Pass
16604,72,43,84,Fail
15551,98,72,89,Pass
30606,77,99,94,Pass
8088,53,40,93,Fail
30239,81,52,60,Pass
25855,57,54,99,Fail
13047,76,94,37,Pass
36597,51,60,42,Fail
46325,70,50,80,Fail
20116,87,70,94,Pass
48237,94,94,75,Pass
39820,90,86,90,Pass
26149,51,96,60,Fail
13102,63,58,38,Fail
31710,82,81,50,Pass
29648,73,43,72,Fail
17814,61,44,82,Fail
41350,89,94,35,Pass
48302,72,54,42,Fail
37884,95,98,84,Pass
28173,87,45,99,Pass
15862,81,85,56,Pass
23068,90,82,56,Pass
31907,53,94,83,Fail
18114,66,58,75,Fail
38876,52,47,54,Fail
976,52,56,97,Fail
33212,69,70,75,Fail
37230,86,80,38,Pass
11102,99,75,60,Pass
33980,99,82,86,Pass
27298,73,49,95,Fail
6953,68,87,42,Fail
27350,57,55,92,Fail
14828,50,66,35,Fail
34563,60,90,72,Fail
48597,53,51,88,Fail
4025,96,80,50,Pass
20434,56,54,35,Fail
40691,95,71,44,Pass
21113,91,64,79,Pass
7096,82,85,97,Pass
574,85,61,71,Pass
36959,95,60,52,Pass
7510,75,92,49,Fail
15320,81,98,69,Pass
24669,59,78,79,Fail
22185,53,56,69,Fail
16062,78,63,72,Pass
31616,79,56,46,Pass
6054,96,53,41,Pass
24337,63,51,95,Fail
41254,79,76,37,Pass
15659,72,81,72,Fail
23681,97,99,70,Pass
12471,90,83,78,Pass
10164,55,84,89,Fail
1586,86,84,41,Pass
46479,61,88,80,Fail
24504,91,97,39,Pass
20623,98,54,89,Pass
29828,87,84,91,Pass
45394,86,45,62,Pass
34880,78,88,82,Pass
10393,59,51,47,Fail
43245,98,55,60,Pass
2019,64,68,57,Fail
31703,99,91,72,Pass
