student_id,subject,score,grade,exam_date
36314,Science,11,F,2022-01-31 09:49:42
31543,Science,87,B,2018-11-16 16:35:32
25402,Computer,90,B,2017-12-24 00:53:51
27224,Computer,15,F,2024-07-04 06:19:06
9460,Science,42,D,2020-05-25 03:44:27
35839,English,23,F,2017-07-02 10:46:25
6466,English,33,F,2017-06-09 13:35:14
17797,Science,0,,2021-06-11 12:59:31
33589,English,64,C,2017-06-25 09:34:22
39663,Science,98,A,2024-12-24 11:27:55
26622,Computer,48,D,2017-02-14 16:46:40
35749,Computer,44,D,2022-10-12 20:39:46
45681,Science,41,D,2020-01-10 05:53:47
6783,Science,2,F,2020-09-09 17:22:32
13955,Maths,51,D,2024-04-15 10:53:30
8017,English,38,F,2024-10-11 05:04:13
9740,History,61,C,2023-08-30 03:06:57
17111,English,58,D,2023-08-04 09:16:29
33077,History,7,F,2021-12-13 13:07:29
31525,Computer,26,F,2023-05-28 05:33:07
36977,Science,37,F,2020-10-10 04:27:09
19187,English,46,D,2020-04-06 10:51:50
46325,History,80,B,2020-05-04 11:41:28
44475,Maths,78,B,2021-12-21 14:51:33
343,Computer,24,F,2022-12-14 14:58:05
36730,History,95,A,2018-01-08 22:07:44
28007,English,70,C,2022-05-25 18:11:11
31693,History,11,F,2023-06-23 10:26:56
37190,English,83,B,2021-07-25 08:55:09
33028,Computer,47,D,2023-02-09 15:14:42
40347,Computer,97,A,2021-09-11 03:40:09
43445,Computer,26,F,2023-12-16 16:48:45
49812,History,6,F,2018-02-09 09:48:52
46006,History,15,F,2018-10-08 11:02:08
39079,Computer,64,C,2017-05-12 09:25:52
34541,English,11,F,2020-02-26 14:59:56
34052,Maths,10,F,2023-10-28 20:31:54
19909,English,9,F,2017-08-24 04:12:27
48254,Computer,81,B,2022-07-21 11:30:00
15988,English,38,F,2020-09-30 11:30:21
40654,English,97,A,2017-12-19 21:48:51
5648,Maths,94,A,2021-12-15 13:37:08
20559,History,14,F,2019-06-28 06:34:57
22628,Science,36,F,2022-08-07 23:52:51
25569,English,57,D,2018-09-26 23:35:15
45372,English,86,B,2023-06-30 19:09:25
26691,History,31,F,2020-04-06 17:22:38
16197,Maths,35,F,2024-06-22 15:22:01
31687,Computer,12,F,2024-01-19 14:43:55
9606,Science,57,D,2017-02-04 05:31:33
15260,Maths,72,C,2019-04-03 05:03:05
11765,Maths,40,F,2018-02-07 00:01:19
15079,Computer,90,B,2024-07-19 10:37:52
29467,Computer,71,C,2017-03-02 14:07:05
8778,Computer,75,C,2018-10-22 14:02:58
8394,English,22,F,2019-01-13 20:11:37
11176,Maths,0,,2020-08-28 02:47:34
13962,Science,30,F,2020-05-22 06:40:55
3732,English,78,B,2019-08-21 13:12:37
35725,English,18,F,2017-03-01 02:55:50
23268,Computer,35,F,2024-02-09 20:34:10
35592,English,10,F,2023-02-11 14:46:32
1796,History,37,F,2017-09-02 03:30:20
6664,Computer,71,C,2022-04-06 13:58:44
24495,History,84,B,2023-05-14 22:22:15
15096,English,3,F,2024-01-28 02:03:49
29471,History,4,F,2022-12-07 19:58:47
14243,Science,3,F,2020-05-02 16:51:26
31773,Maths,55,D,2022-04-27 01:03:29
30683,English,77,B,2017-03-05 17:56:07
28149,History,31,F,2018-03-19 00:05:17
45565,History,29,F,2023-12-17 17:13:25
6437,Maths,88,B,2023-06-21 14:24:13
13819,Science,64,C,2023-05-13 12:58:40
24441,Maths,98,A,2023-05-11 01:12:49
9829,Science,52,D,2024-05-11 07:35:10
21203,Science,95,A,2023-11-20 11:36:39
1917,Science,63,C,2021-07-10 11:25:02
17280,Science,13,F,2023-12-22 03:09:35
31484,English,28,F,2022-05-31 13:43:57
28770,Computer,0,,2019-10-01 01:17:43
46155,English,61,C,2023-12-28 14:37:53
47052,History,89,B,2017-01-30 17:33:14
1523,Maths,74,C,2017-03-02 18:29:33
31051,History,3,F,2018-11-03 09:29:56
29611,Science,44,D,2022-09-14 22:36:38
23708,English,59,D,2018-09-04 19:14:08
46774,History,71,C,2021-01-20 06:51:57
7439,Maths,69,C,2018-06-27 22:09:51
39273,Computer,94,A,2024-12-18 00:36:10
40343,Science,25,F,2019-11-12 00:20:02
17202,Computer,97,A,2023-02-21 15:59:13
5944,Maths,5,F,2017-08-31 11:33:06
22875,History,25,F,2019-03-10 09:31:50
27093,History,76,B,2020-05-17 02:30:13
7395,Computer,64,C,2022-01-04 22:23:36
49514,History,81,B,2018-03-03 04:17:52
4760,Maths,65,C,2017-05-02 01:28:33
40285,Science,86,B,2020-03-21 15:03:48
5181,Science,16,F,2019-03-03 10:50:19
16166,Maths,97,A,2020-06-22 19:04:03
15611,Computer,25,F,2020-11-12 04:55:31
1833,Computer,22,F,2022-05-24 22:11:41
36107,Maths,79,B,2020-02-18 08:38:13
44428,Science,30,F,2024-05-28 10:33:18
35497,Science,7,F,2017-12-17 06:06:35
25557,History,64,C,2017-07-28 12:57:56
8977,English,36,F,2017-12-26 02:37:41
28511,History,48,D,2021-01-21 21:00:10
42341,Maths,10,F,2019-05-09 19:22:37
10194,Computer,30,F,2020-07-18 07:53:41
36218,English,55,D,2020-01-22 01:10:30
45758,Computer,5,F,2021-02-09 15:04:13
49317,Computer,72,C,2019-07-18 14:42:35
46620,English,20,F,2024-04-03 03:56:36
16706,Maths,52,D,2021-01-24 23:46:46
22305,English,87,B,2024-05-12 12:13:28
41708,Computer,7,F,2023-01-21 12:58:45
45168,English,37,F,2021-10-22 12:58:41
36917,Science,46,D,2024-07-02 14:29:46
6922,Maths,51,D,2018-10-12 09:47:43
36414,Computer,68,C,2024-12-01 23:39:17
31805,History,57,D,2023-04-04 23:11:27
42405,Computer,10,F,2017-04-14 14:50:58
26119,English,87,B,2024-10-30 01:51:19
18244,Computer,70,C,2023-07-18 00:00:35
49771,Science,17,F,2020-11-14 11:45:23
46569,Science,9,F,2017-02-16 13:33:38
11278,English,31,F,2024-10-11 10:24:29
7801,Maths,51,D,2020-02-15 14:56:24
45052,Computer,30,F,2024-03-13 02:50:30
2857,Science,61,C,2023-08-31 10:13:45
17577,Science,23,F,2020-06-01 02:41:10
33045,Science,51,D,2019-02-27 09:00:22
5936,English,16,F,2017-01-11 02:03:41
42619,History,38,F,2022-09-10 09:39:06
35545,Science,53,D,2021-03-01 10:55:45
31025,Science,77,B,2024-02-25 21:46:32
34466,Science,20,F,2024-04-08 04:17:46
24127,Maths,54,D,2018-04-20 07:27:03
48940,History,18,F,2020-06-06 21:04:08
26103,Computer,88,B,2020-02-20 19:41:18
26471,English,14,F,2021-01-21 12:07:40
19506,Computer,43,D,2021-08-23 07:08:33
9979,Science,39,F,2017-09-27 01:13:15
6899,English,63,C,2018-11-01 18:05:06
49360,History,43,D,2017-09-18 06:05:55
46029,Computer,5,F,2024-12-24 05:57:28
33004,Science,52,D,2019-09-05 04:30:00
34767,English,22,F,2017-06-22 09:18:31
14115,History,97,A,2017-10-29 01:33:12
47962,English,21,F,2021-02-24 10:44:38
23578,English,98,A,2022-03-05 22:01:42
35385,Computer,93,A,2017-10-02 12:06:43
33171,Maths,70,C,2024-11-03 11:09:05
20111,English,71,C,2018-04-10 11:52:02
17028,English,58,D,2019-07-19 08:42:09
49079,Computer,47,D,2019-07-20 08:42:20
7534,Computer,67,C,2019-12-05 13:09:43
19204,English,15,F,2022-09-05 08:57:38
44211,Computer,28,F,2023-08-07 05:10:54
43363,Computer,55,D,2019-12-30 16:12:25
48054,English,27,F,2017-02-26 20:40:09
28653,English,58,D,2020-11-18 14:58:10
652,Science,3,F,2022-10-23 23:51:57
4647,Computer,3,F,2022-05-14 03:14:17
4317,Science,37,F,2017-05-14 03:07:48
16372,English,71,C,2020-11-29 12:21:35
29559,English,91,A,2017-07-20 05:44:44
43109,History,10,F,2023-09-27 23:51:39
31485,Maths,69,C,2023-06-23 06:47:26
28306,History,76,B,2021-07-14 16:33:17
41096,Science,95,A,2018-05-24 07:43:49
29367,English,2,F,2023-03-22 17:05:39
22707,Computer,85,B,2017-06-11 03:42:08
41849,English,74,C,2024-05-04 15:22:42
37241,History,83,B,2024-05-27 01:37:59
9988,Maths,47,D,2022-07-03 10:16:31
38939,Maths,67,C,2019-03-30 16:34:21
13897,Computer,28,F,2022-07-29 20:45:13
7856,Maths,18,F,2020-08-31 15:12:27
44522,Science,61,C,2021-03-16 13:51:15
15535,English,48,D,2024-08-20 06:46:50
23594,History,15,F,2020-08-08 16:13:08
28727,Computer,37,F,2022-12-31 16:28:50
45111,History,30,F,2024-05-26 15:02:29
15850,Maths,69,C,2018-05-29 16:33:54
14560,Maths,10,F,2018-07-26 16:59:32
39090,Maths,64,C,2020-11-17 14:52:36
19152,Science,8,F,2023-02-16 10:02:23
40784,Maths,22,F,2022-06-16 14:13:42
41003,Computer,24,F,2017-11-24 04:14:54
45181,Maths,84,B,2021-06-09 11:47:30
2754,Science,28,F,2024-02-15 10:32:56
40440,Maths,15,F,2021-04-02 06:54:40
35053,Maths,66,C,2024-12-11 06:22:32
43212,Science,83,B,2017-01-21 08:52:33
32341,Science,8,F,2020-07-31 00:16:45
16131,History,61,C,2019-02-16 10:42:04
48164,Science,5,F,2019-04-02 18:44:24
15253,English,53,D,2017-12-30 21:36:33
4609,History,32,F,2019-09-01 00:17:44
868,History,94,A,2018-10-14 11:21:39
27107,English,69,C,2021-01-28 06:08:24
34752,Maths,90,B,2018-04-04 13:35:39
39414,Science,57,D,2023-04-06 08:09:55
18043,Maths,70,C,2024-12-02 16:06:24
4052,English,67,C,2017-12-02 16:15:42
47277,Computer,74,C,2023-04-15 05:42:42
38360,English,82,B,2022-10-01 10:56:53
40480,History,71,C,2017-12-08 16:44:46
28274,Computer,11,F,2024-01-17 08:52:19
24445,History,46,D,2017-12-12 22:39:22
876,Computer,26,F,2020-01-09 14:18:57
48219,Science,1,F,2018-10-01 20:59:18
10031,Science,69,C,2021-05-27 20:43:17
39175,History,8,F,2018-04-21 02:49:05
42516,Maths,99,A,2021-06-13 18:15:03
34813,History,49,D,2019-07-24 08:29:27
33059,Science,31,F,2022-03-04 03:18:21
6536,Maths,25,F,2023-06-03 04:12:27
37440,Computer,92,A,2022-01-11 04:06:38
12068,English,86,B,2023-04-30 05:05:43
32472,History,71,C,2017-10-15 20:41:30
6833,English,96,A,2022-06-01 08:32:05
14329,Computer,64,C,2024-04-22 21:56:45
45015,Maths,19,F,2020-01-03 11:03:54
2192,Computer,52,D,2024-08-21 09:47:48
10244,Maths,74,C,2022-04-07 07:26:10
24711,Maths,24,F,2021-01-13 21:39:10
39039,Maths,97,A,2020-11-23 18:24:36
30382,History,45,D,2024-04-27 00:11:01
26075,English,23,F,2024-06-15 19:55:16
23104,History,59,D,2024-08-20 01:42:15
25781,English,60,D,2019-06-28 07:36:36
9768,History,58,D,2021-05-13 09:30:40
5968,Science,83,B,2022-03-28 08:40:41
30091,Science,26,F,2018-02-23 18:56:52
25355,Maths,7,F,2019-06-16 16:48:10
23726,Computer,18,F,2023-05-06 00:12:27
12777,Computer,24,F,2019-04-25 04:58:30
10605,Computer,82,B,2023-10-27 11:17:39
14326,English,99,A,2019-01-27 19:20:52
15293,Maths,41,D,2017-03-16 04:22:19
415,Science,21,F,2020-04-12 21:14:16
34312,Maths,55,D,2017-11-11 07:52:01
13024,Computer,15,F,2019-09-08 01:47:00
21229,History,48,D,2018-07-18 17:53:29
25418,English,44,D,2018-01-09 01:00:04
33735,Computer,0,,2017-03-19 17:47:47
9323,Maths,66,C,2019-07-24 03:02:33
5550,History,43,D,2021-04-16 16:46:40
11576,Science,25,F,2021-01-15 01:46:45
17510,Science,44,D,2020-02-29 05:16:49
29752,History,49,D,2017-05-31 01:24:23
33637,History,47,D,2019-04-22 17:17:10
24637,Science,61,C,2019-01-23 21:26:56
21174,English,57,D,2017-08-21 23:47:28
10100,Maths,7,F,2023-11-07 19:35:13
30375,Computer,1,F,2019-02-27 10:21:47
42603,Computer,90,B,2018-09-13 15:46:47
35881,Maths,7,F,2018-01-26 23:34:44
34342,Science,74,C,2017-05-09 13:08:00
18546,History,15,F,2022-12-05 01:16:02
41719,Maths,23,F,2024-11-26 12:00:31
42281,English,20,F,2018-06-07 20:37:45
25706,Science,56,D,2022-12-01 04:17:43
44700,Computer,25,F,2024-09-27 15:16:22
14479,English,78,B,2022-01-25 17:24:11
41532,Science,95,A,2019-09-28 08:22:22
27480,Science,20,F,2019-06-06 08:33:24
29945,Science,85,B,2023-01-01 04:10:54
22442,Computer,89,B,2024-04-07 08:48:04
43422,Computer,56,D,2017-01-08 15:46:31
7162,Science,74,C,2023-11-13 06:12:16
33247,Maths,51,D,2023-04-05 02:48:08
46548,Science,33,F,2024-03-10 22:47:18
44095,Science,39,F,2022-05-15 03:27:48
13113,English,74,C,2021-03-04 10:17:44
40789,Computer,36,F,2020-10-08 14:07:13
47900,Science,92,A,2022-12-06 01:47:32
44781,Maths,91,A,2024-07-25 11:07:50
18566,English,44,D,2021-01-08 09:58:49
39945,History,45,D,2022-10-14 03:11:09
8314,Maths,12,F,2022-09-15 20:36:52
9992,English,56,D,2019-09-16 00:02:27
10961,English,22,F,2020-06-19 10:48:35
11225,Science,26,F,2022-02-23 13:08:10
19356,History,44,D,2024-02-26 00:05:29
16707,Computer,63,C,2020-09-28 18:54:56
7870,Maths,11,F,2019-05-25 02:31:10
38374,Maths,24,F,2019-08-17 10:05:36
18613,Maths,82,B,2023-05-03 08:25:34
31941,Computer,17,F,2021-07-10 15:07:46
7600,English,61,C,2024-12-27 11:25:03
33255,Science,71,C,2017-11-15 23:05:58
43246,Computer,38,F,2019-08-22 10:54:17
35667,English,62,C,2019-02-04 18:30:29
18308,Computer,52,D,2020-03-21 18:19:07
5445,Computer,23,F,2021-04-24 15:02:03
32829,History,13,F,2017-03-14 07:05:48
34602,History,98,A,2019-11-26 14:56:09
29847,History,44,D,2017-06-22 23:30:17
43046,Maths,79,B,2024-04-11 15:22:55
49689,History,34,F,2017-12-02 14:50:48
23598,History,70,C,2020-03-09 18:19:29
22736,English,48,D,2023-02-04 22:42:09
32945,Computer,44,D,2018-02-08 19:40:06
36032,English,65,C,2024-03-27 13:13:11
34250,English,91,A,2018-03-07 01:19:13
14879,History,73,C,2020-03-01 01:07:57
47839,History,32,F,2023-11-01 00:40:02
22564,Computer,66,C,2024-07-24 03:17:29
32320,Computer,97,A,2018-12-09 12:58:39
33258,Science,87,B,2022-06-02 14:35:33
24558,English,74,C,2018-09-18 21:36:05
47408,Science,38,F,2020-06-23 15:37:59
48949,History,10,F,2019-04-30 15:53:12
13421,English,35,F,2023-07-21 08:08:56
9123,History,46,D,2022-03-24 08:03:49
41364,Computer,32,F,2020-05-04 23:10:54
35262,English,41,D,2021-03-06 11:35:28
5292,Computer,18,F,2017-07-28 09:31:52
6420,English,2,F,2022-01-23 17:00:59
31544,Science,67,C,2019-01-13 06:00:13
3832,Computer,45,D,2017-08-14 01:18:01
36754,Science,71,C,2023-10-15 16:05:18
48216,History,95,A,2020-10-27 14:58:47
47641,Maths,97,A,2021-10-14 02:57:19
21690,History,75,C,2017-10-23 06:09:30
39365,English,78,B,2017-04-15 16:11:15
16513,English,5,F,2020-01-07 10:24:36
5980,Maths,50,D,2018-02-06 15:39:44
41052,English,18,F,2018-10-21 14:02:01
5904,Computer,51,D,2024-02-27 02:11:32
46211,History,3,F,2020-05-06 10:34:42
36822,Computer,84,B,2023-01-16 09:34:34
35675,Maths,75,C,2019-10-17 02:47:24
29254,History,68,C,2020-08-31 08:18:55
38201,Science,71,C,2021-07-14 03:07:06
557,Maths,90,B,2018-04-06 17:16:13
48551,History,78,B,2021-07-17 07:03:19
2236,Computer,33,F,2018-08-04 02:21:42
34855,English,21,F,2018-05-21 06:35:42
45005,English,21,F,2024-09-28 02:40:46
34414,English,92,A,2022-07-04 02:26:57
28338,History,38,F,2024-08-27 11:27:32
35533,History,58,D,2021-08-18 01:45:31
14638,English,86,B,2022-03-13 09:38:58
12278,English,7,F,2022-04-02 02:35:14
26660,English,13,F,2018-05-25 16:03:34
26818,Computer,24,F,2018-02-24 00:14:39
36620,Maths,89,B,2022-01-23 12:56:25
45626,Computer,15,F,2017-09-18 19:27:08
43032,English,24,F,2024-01-16 03:31:31
15000,Maths,14,F,2024-05-04 16:04:04
28242,English,27,F,2020-05-29 02:37:19
27351,Computer,69,C,2021-11-30 07:24:30
41079,Computer,23,F,2024-01-04 08:45:54
11209,English,67,C,2023-11-11 01:10:57
11038,Computer,49,D,2022-09-11 07:39:44
23453,Computer,49,D,2018-05-22 12:46:32
17597,Computer,99,A,2020-01-22 02:11:05
43694,Maths,55,D,2023-01-12 17:46:09
35634,History,70,C,2024-11-27 22:53:36
35002,English,8,F,2021-07-03 02:05:06
25687,Computer,64,C,2023-08-12 15:46:36
5817,History,83,B,2017-06-01 03:17:26
49946,Computer,79,B,2020-10-26 09:04:55
26794,History,11,F,2023-08-09 05:39:37
22382,Computer,35,F,2022-06-26 17:15:52
10784,Maths,42,D,2020-09-20 17:46:46
49800,Computer,86,B,2021-05-31 12:57:32
33364,History,54,D,2024-04-05 11:11:39
8414,Computer,91,A,2017-01-06 18:27:33
15893,Science,37,F,2024-12-21 20:41:36
32955,History,33,F,2017-09-02 10:41:32
28999,Science,45,D,2017-05-26 07:12:25
11879,Science,19,F,2022-06-16 07:52:52
47871,Maths,89,B,2021-09-25 20:13:51
18800,Computer,72,C,2017-12-25 13:36:59
7490,Computer,12,F,2017-04-26 04:42:54
9741,Science,21,F,2019-06-17 20:20:59
19993,History,66,C,2019-09-16 05:55:30
7222,Maths,85,B,2021-03-03 07:17:01
41276,History,79,B,2024-07-29 04:22:26
3047,English,67,C,2019-08-24 16:05:59
36703,English,49,D,2024-12-21 19:31:29
27596,Computer,99,A,2019-11-10 02:00:14
22156,History,98,A,2018-04-15 10:55:08
40301,Science,66,C,2019-05-16 16:41:21
35677,Science,5,F,2022-04-29 12:46:16
39699,Computer,36,F,2017-01-20 06:04:12
24439,Science,45,D,2020-09-05 23:25:09
11239,Computer,48,D,2017-06-25 18:27:57
35565,Maths,94,A,2021-05-11 09:11:59
18549,Computer,70,C,2020-07-19 10:16:45
40557,Maths,40,F,2018-02-17 22:46:41
23935,History,47,D,2021-08-02 11:12:26
7210,Maths,14,F,2024-09-06 14:24:36
37794,English,90,B,2020-06-23 13:15:32
4865,Science,41,D,2022-01-13 21:59:15
22293,History,35,F,2017-06-04 18:22:53
37976,Computer,32,F,2019-08-10 09:27:26
18802,English,93,A,2017-02-20 00:34:07
49984,English,80,B,2020-01-10 22:32:09
7230,Computer,8,F,2017-09-27 07:25:47
486,Maths,79,B,2023-12-31 10:59:00
115,History,87,B,2023-02-21 16:10:47
1670,Science,70,C,2022-01-31 23:13:13
5780,History,50,D,2020-05-08 17:49:55
4500,English,67,C,2022-12-15 05:38:31
10954,Computer,95,A,2018-09-24 13:59:19
6532,Computer,11,F,2024-12-26 21:24:29
20806,Computer,48,D,2023-07-15 23:22:00
44297,History,81,B,2021-11-08 07:34:59
43378,Computer,56,D,2021-10-20 12:14:57
4501,English,22,F,2017-12-14 15:29:16
46066,Maths,24,F,2023-09-27 02:29:48
17423,Maths,31,F,2023-06-13 02:25:38
2254,Maths,41,D,2020-07-30 14:42:19
1215,History,72,C,2023-11-01 19:42:20
36461,History,74,C,2022-05-20 02:36:12
47486,Computer,22,F,2017-02-24 18:23:38
33513,English,3,F,2019-10-27 23:14:19
5898,Computer,17,F,2023-10-10 18:38:28
17422,English,72,C,2018-08-14 12:13:50
17639,Maths,96,A,2022-11-19 10:18:44
7724,English,69,C,2024-04-17 05:21:48
26087,History,72,C,2020-11-05 13:16:43
1343,Computer,69,C,2021-01-09 16:29:45
25399,English,3,F,2023-10-02 12:16:41
16095,Science,53,D,2024-01-18 03:37:17
22887,History,50,D,2023-10-31 20:28:19
10483,History,91,A,2017-06-20 19:51:36
46234,Maths,68,C,2022-07-10 02:13:17
34518,Maths,43,D,2018-12-18 17:00:24
511,English,46,D,2018-07-04 12:55:17
22388,Computer,83,B,2023-02-19 20:29:44
6985,English,3,F,2023-08-18 23:34:47
40094,English,54,D,2022-09-01 15:04:53
11370,History,99,A,2017-09-18 21:45:33
46584,Computer,82,B,2017-09-19 06:38:17
12998,Computer,8,F,2024-08-23 04:05:27
42800,English,95,A,2023-11-09 02:51:29
5393,Science,77,B,2022-10-08 01:30:44
28866,Computer,97,A,2017-01-24 10:45:03
26325,Maths,99,A,2017-09-05 09:04:19
16917,Science,86,B,2022-12-09 21:18:43
10441,Science,78,B,2017-12-30 14:38:31
17895,Maths,1,F,2021-12-21 17:00:43
48412,Science,29,F,2020-03-23 15:09:14
20612,Science,12,F,2017-06-14 14:02:16
17844,History,55,D,2018-03-20 21:00:32
39386,English,64,C,2020-12-26 15:00:47
35095,English,46,D,2020-08-29 22:56:27
577,Maths,7,F,2017-08-05 12:10:14
42712,History,51,D,2020-06-05 19:50:15
41846,Computer,89,B,2018-10-01 14:40:06
23147,Computer,38,F,2019-09-20 02:08:35
1454,History,75,C,2024-06-07 01:24:47
48436,Science,7,F,2024-08-04 12:35:37
45983,Science,79,B,2021-12-04 08:02:28
30470,Science,96,A,2024-01-13 17:13:42
11519,English,59,D,2024-09-02 11:22:16
39622,Computer,49,D,2023-06-09 16:05:36
30465,Maths,81,B,2024-04-18 04:54:56
30955,Computer,66,C,2019-06-21 06:52:30
6966,Science,79,B,2017-12-28 20:32:35
33898,Science,38,F,2023-05-30 01:09:57
7026,History,44,D,2021-03-20 02:30:14
17927,Science,18,F,2017-09-23 01:03:46
28865,Computer,44,D,2020-04-19 12:54:33
16094,History,4,F,2019-04-05 17:30:53
43355,Computer,5,F,2018-08-26 06:21:21
49538,History,85,B,2020-07-04 07:19:17
30858,Maths,15,F,2024-12-15 21:07:43
39822,Computer,25,F,2017-12-31 06:07:18
47507,History,92,A,2024-08-11 22:28:30
33743,Maths,30,F,2022-12-22 17:32:53
46806,History,69,C,2017-04-05 00:09:58
38697,English,58,D,2021-01-10 10:10:44
20925,English,8,F,2019-07-14 23:24:56
41169,Science,79,B,2023-09-30 14:02:51
17026,Maths,19,F,2020-04-26 08:37:10
6082,Maths,52,D,2018-04-19 18:50:45
10598,Computer,35,F,2023-08-17 22:34:57
10485,Computer,45,D,2018-05-26 15:54:23
39314,Maths,67,C,2021-07-25 00:11:28
47213,Science,12,F,2020-10-21 01:50:44
37279,Science,59,D,2018-05-13 13:55:30
21286,History,74,C,2022-10-03 06:13:00
42933,Maths,36,F,2017-05-01 00:21:22
6144,Science,6,F,2017-02-23 01:01:15
551,Computer,97,A,2023-08-04 08:46:45
49700,Science,73,C,2019-09-28 09:34:57
49067,English,37,F,2023-07-27 23:15:10
35865,Science,26,F,2017-05-31 07:11:22
12874,Science,1,F,2020-06-13 01:03:40
14659,Maths,74,C,2020-04-10 18:44:12
46811,Computer,47,D,2017-11-08 00:28:59
23031,Maths,54,D,2018-02-03 15:53:40
24727,Computer,66,C,2023-03-29 03:40:43
13117,Computer,69,C,2024-08-07 04:45:07
38821,English,11,F,2020-07-10 22:44:45
46620,Computer,26,F,2017-07-10 00:21:02
40107,History,65,C,2020-05-27 14:28:40
25437,English,22,F,2018-09-25 22:30:54
7618,English,29,F,2021-10-02 20:43:57
47870,History,40,F,2022-02-04 14:53:28
12168,Science,13,F,2024-02-05 07:45:10
26290,Maths,44,D,2022-03-28 02:52:28
14700,Maths,3,F,2022-02-13 19:09:26
20898,Computer,95,A,2020-09-23 02:39:13
15793,English,64,C,2022-03-22 16:38:16
2410,English,15,F,2019-10-31 15:50:32
44340,History,80,B,2021-01-27 05:21:02
29832,Science,83,B,2018-03-10 22:29:57
36175,Computer,32,F,2024-06-04 01:25:45
44571,Science,12,F,2022-11-20 23:30:01
12770,Maths,16,F,2019-02-10 08:48:48
30739,English,81,B,2023-07-17 23:41:03
17388,History,42,D,2024-11-09 10:28:41
34108,Maths,30,F,2019-06-30 11:58:31
21345,Computer,23,F,2017-07-12 12:34:56
21709,English,91,A,2021-07-09 08:01:27
35679,English,90,B,2019-12-27 05:46:14
44725,Science,20,F,2018-02-19 11:05:17
162,Maths,28,F,2018-08-11 03:51:56
3744,English,25,F,2019-03-02 14:57:56
26306,History,91,A,2023-04-15 00:47:23
619,Science,81,B,2019-06-06 18:36:39
25133,Computer,62,C,2018-08-04 03:29:35
44534,Maths,3,F,2024-11-26 20:49:59
47854,Science,1,F,2023-05-10 12:09:29
11427,Computer,46,D,2019-03-25 18:23:28
16663,English,48,D,2022-03-12 01:49:03
35672,Science,89,B,2017-08-15 10:31:46
25454,Computer,2,F,2018-03-29 04:13:12
33251,Computer,6,F,2018-11-08 17:26:30
1983,Computer,56,D,2018-12-11 14:41:21
516,Computer,19,F,2024-11-18 14:53:20
44893,Computer,84,B,2019-04-29 01:09:39
33103,Maths,83,B,2024-04-10 13:28:41
16802,Maths,93,A,2018-02-27 08:24:01
27117,History,74,C,2024-05-03 20:02:42
37284,History,30,F,2021-09-15 16:07:06
45841,History,77,B,2022-06-24 15:00:14
23190,Computer,5,F,2021-02-18 19:48:15
14471,Computer,4,F,2024-12-18 21:50:59
33070,History,60,D,2020-04-22 19:05:38
43405,History,20,F,2020-12-05 07:23:51
10102,Computer,1,F,2023-03-15 11:58:55
633,Computer,69,C,2023-09-11 03:37:48
17011,Maths,11,F,2022-07-02 02:16:22
26432,English,95,A,2023-07-17 06:31:10
5614,Science,56,D,2018-01-25 10:35:03
42961,English,37,F,2018-10-02 17:38:33
8892,Science,92,A,2021-12-13 09:35:42
15383,Computer,38,F,2023-04-01 07:12:50
14665,History,32,F,2021-06-20 06:50:13
4198,English,98,A,2022-11-06 20:15:38
42422,English,83,B,2021-11-19 04:29:24
15676,Computer,27,F,2018-08-25 17:14:51
34749,History,3,F,2018-05-27 20:24:09
49644,English,74,C,2019-11-23 13:49:32
49751,Science,94,A,2023-01-24 04:49:49
30231,English,52,D,2017-12-16 07:54:34
21498,Maths,46,D,2021-07-25 01:17:19
21932,Science,37,F,2024-03-07 22:51:35
12756,Computer,42,D,2017-02-21 14:57:07
43399,Computer,42,D,2017-10-10 00:31:32
39829,Science,86,B,2023-03-26 03:53:52
10091,History,96,A,2017-05-22 03:31:43
44630,Computer,38,F,2017-12-24 00:02:55
36406,English,12,F,2017-09-09 00:21:49
32136,English,7,F,2021-07-12 13:22:36
8517,Maths,53,D,2019-05-17 23:09:32
6287,English,2,F,2022-12-16 22:00:30
7664,Maths,41,D,2023-12-13 22:58:24
8709,History,91,A,2020-11-25 05:00:40
40530,English,66,C,2021-05-18 04:46:10
3649,Maths,91,A,2024-02-26 11:13:14
774,History,43,D,2022-07-01 04:33:36
7054,Science,68,C,2024-08-05 05:22:28
6392,English,88,B,2018-11-14 21:24:58
40273,English,83,B,2024-01-14 09:57:09
40687,Science,26,F,2017-12-01 02:51:19
29952,Science,57,D,2017-07-04 02:08:10
14990,Science,27,F,2022-10-30 09:21:42
21549,Science,89,B,2022-04-10 12:11:55
28710,Computer,17,F,2018-04-11 14:30:46
28680,Maths,89,B,2020-05-11 09:58:15
47937,Maths,44,D,2020-10-28 02:26:37
19995,History,31,F,2017-03-20 00:54:59
41305,Maths,62,C,2019-12-29 03:29:04
22323,Science,78,B,2024-10-11 16:19:00
24424,Computer,28,F,2019-10-20 14:11:44
35350,Maths,25,F,2023-02-21 09:55:50
45783,Science,67,C,2023-10-27 10:55:44
26079,English,20,F,2017-09-26 03:47:29
41414,Science,45,D,2018-10-17 07:15:40
29569,History,63,C,2024-04-17 23:59:45
41649,Maths,31,F,2020-11-30 00:03:40
11760,Computer,91,A,2019-06-02 14:54:41
45422,Maths,54,D,2019-12-08 20:51:51
43250,History,46,D,2018-09-12 19:17:21
18208,History,8,F,2020-04-11 01:14:14
