teacher_id,subject,student_feedback_score,experience_years,evaluation_date
6690,English,2.3,12,2021-12-12 04:41:04
5498,English,2.08,4,2019-02-21 19:30:49
7884,Science,3.4,29,2022-10-25 11:57:12
9912,Science,4.6,15,2024-05-28 20:37:28
8374,English,3.66,22,2017-06-10 03:15:52
8299,Maths,3.54,4,2020-05-06 15:44:58
3506,Maths,1.06,1,2019-05-18 22:07:54
3381,English,4.08,18,2020-09-01 20:59:58
3719,Computer,1.35,27,2023-07-16 19:22:32
6478,Maths,2.56,16,2023-04-19 22:02:59
4674,Science,2.01,3,2022-07-22 03:35:07
5690,Computer,1.4,4,2017-07-25 10:42:33
4657,English,2.11,28,2021-02-14 09:32:19
5330,Science,1.63,5,2018-01-14 11:56:22
5739,Science,1.55,5,2022-05-07 17:15:45
4775,Maths,1.03,14,2020-02-26 20:39:28
1898,English,1.63,13,2017-06-23 23:38:28
5122,English,4.45,1,2024-10-04 23:48:22
3359,Science,3.75,9,2024-06-16 00:10:59
9404,Maths,1.76,29,2017-10-27 04:10:48
463,Maths,1.7,19,2020-08-17 04:48:43
7054,Science,4.37,10,2023-05-09 06:04:18
8935,Science,2.63,10,2020-08-05 12:21:10
1498,English,4.83,28,2018-05-25 13:34:33
9780,English,2.31,3,2023-03-05 15:09:12
4983,Computer,2.72,5,2018-04-28 08:44:04
5840,English,2.37,5,2022-06-17 12:10:03
4175,Maths,2.36,18,2024-03-16 23:41:16
1816,Maths,3.99,18,2024-07-27 00:35:45
1971,English,1.43,23,2022-09-17 08:01:10
625,Science,3.81,15,2020-10-26 13:38:12
5686,Maths,3.87,24,2022-01-31 16:39:18
2506,Computer,4.13,10,2022-05-13 08:35:19
9346,Science,1.15,29,2023-08-15 07:57:47
5247,English,2.61,29,2024-06-21 00:39:54
8668,Computer,1.22,25,2023-08-27 11:17:39
3002,Maths,4.09,17,2022-10-04 15:26:27
5859,English,4.04,6,2019-08-15 09:52:51
2359,Science,1.44,9,2020-12-20 17:47:55
7913,Maths,2.04,8,2023-07-12 18:48:42
9202,Science,4.39,24,2017-08-24 19:56:50
4809,Computer,1.33,21,2020-10-01 18:27:45
7047,English,4.49,6,2021-10-04 10:08:00
8767,English,4.48,5,2017-04-21 14:11:26
5625,Science,4.78,5,2021-05-16 19:26:09
3682,Computer,2.43,26,2019-04-12 04:43:26
9766,Science,2.39,6,2017-08-29 16:24:37
8317,Computer,1.81,2,2019-11-28 05:03:31
9025,Science,4.51,20,2018-12-24 19:35:57
1569,English,1.06,21,2019-09-17 18:33:19
2490,English,2.03,5,2019-05-05 11:35:13
2398,Maths,4.62,24,2020-02-09 14:01:18
4170,Computer,2.41,29,2019-04-06 02:48:16
4464,Maths,3.05,27,2019-06-21 14:15:27
5190,English,2.81,7,2022-02-07 01:14:49
5959,Maths,2.34,5,2022-04-29 07:20:21
4616,Maths,4.43,15,2022-02-22 20:12:23
7082,English,3.26,25,2022-08-19 02:59:57
5096,Science,1.13,4,2018-04-13 14:24:19
2137,Science,1.95,14,2022-02-07 04:14:54
6471,English,3.03,19,2019-09-08 09:15:27
1930,English,2.48,18,2021-05-13 17:22:38
7609,Maths,3.66,29,2020-03-31 21:16:25
2320,Science,2.1,1,2017-03-31 13:33:15
5497,Science,4.26,5,2024-09-13 16:37:20
1472,Computer,3.8,19,2020-01-11 10:00:29
2258,Maths,3.84,17,2024-01-06 23:23:33
3251,English,4.38,7,2022-06-09 02:57:57
7856,English,3.9,10,2024-06-12 10:17:59
7519,English,4.53,14,2021-05-23 02:45:17
2314,Science,1.68,16,2020-09-17 19:46:22
8341,Computer,2.87,22,2024-08-20 18:02:11
8823,Maths,2.72,6,2021-08-15 04:46:03
1226,English,4.6,22,2021-09-02 10:46:08
3981,English,1.61,20,2017-09-13 02:41:15
574,Computer,2.31,9,2021-03-09 14:17:05
8417,Computer,3.4,21,2023-09-09 00:20:19
2016,Computer,4.52,4,2020-09-02 07:21:41
7890,Computer,4.0,3,2023-10-01 10:56:31
2990,Computer,2.94,16,2019-05-29 10:53:04
1021,Computer,1.1,10,2019-11-26 17:49:04
6768,Maths,3.93,4,2022-08-25 01:20:47
4530,Science,2.12,1,2019-07-08 15:27:40
7186,Science,3.74,24,2021-09-22 21:42:25
8036,Science,2.43,9,2020-07-05 00:40:56
4418,Maths,3.33,6,2022-09-01 04:22:36
9720,Science,3.16,16,2019-05-22 18:59:32
6151,Maths,1.92,19,2018-04-16 12:19:46
6838,Science,4.88,23,2023-01-19 06:35:13
7972,Maths,4.0,26,2022-02-16 03:25:37
4685,Computer,1.06,15,2024-07-24 09:51:41
6398,Maths,4.13,15,2021-04-15 23:49:12
4148,Science,2.06,18,2017-02-18 13:14:34
1085,Computer,2.01,20,2023-02-08 18:09:32
7474,Science,2.95,6,2021-09-21 10:01:23
7482,English,2.44,15,2018-03-24 13:54:55
7888,English,2.57,12,2018-10-13 05:32:54
119,Maths,1.84,11,2023-09-01 17:34:37
3633,Maths,2.97,4,2021-10-05 01:14:43
3447,Computer,3.37,27,2019-05-08 01:04:19
6328,Science,2.59,18,2024-09-05 14:19:03
185,Maths,3.97,23,2023-01-17 11:51:23
4067,Maths,3.69,1,2021-08-09 19:04:29
4696,English,2.49,12,2023-04-25 13:02:14
6677,English,2.3,11,2022-11-04 01:00:52
360,English,4.51,24,2024-12-19 10:48:35
9034,Computer,2.38,23,2022-09-15 16:09:59
9802,English,1.98,19,2022-11-07 05:40:03
5549,Computer,1.69,25,2024-03-01 22:44:40
1671,Science,1.71,27,2018-10-28 03:53:39
5822,Science,1.55,29,2023-06-16 13:41:18
6988,Computer,4.71,11,2019-10-05 14:33:21
3776,English,2.77,4,2021-04-03 17:45:17
6857,Maths,3.32,20,2024-11-26 15:25:27
9335,Science,2.1,23,2019-04-19 00:43:52
6888,Maths,1.9,29,2022-01-11 08:27:03
8399,Maths,3.02,9,2021-07-12 15:49:52
9007,Computer,1.32,14,2023-02-21 06:06:35
3436,Science,3.53,5,2017-05-02 09:14:30
2327,Maths,4.34,3,2021-10-25 13:50:55
9519,English,2.12,22,2019-05-25 00:46:22
6713,Computer,2.86,5,2024-08-01 15:51:18
1232,Maths,1.72,28,2021-09-12 13:53:22
1367,Maths,4.34,28,2018-11-21 11:49:01
487,Computer,2.58,25,2018-01-30 08:18:00
4922,English,2.13,24,2020-06-19 20:49:34
3101,Science,1.51,22,2021-05-19 05:47:14
9322,English,1.21,21,2023-07-07 02:21:26
4064,Science,1.89,12,2024-09-18 00:06:22
4812,Maths,3.69,9,2018-12-13 20:07:00
3013,Computer,4.66,26,2020-01-21 03:00:58
1728,Maths,2.58,20,2021-01-10 12:22:17
5025,English,3.55,3,2022-11-17 00:19:55
6946,Science,4.54,6,2019-07-07 16:33:03
2449,Computer,2.74,14,2021-04-21 06:22:03
2475,Science,2.2,14,2023-06-03 18:17:47
4204,Maths,3.23,11,2022-02-05 13:16:42
6916,Maths,2.42,15,2017-04-17 16:48:07
8686,Computer,1.74,11,2020-04-07 23:32:01
7753,Computer,3.43,25,2024-07-24 01:03:16
43,English,3.88,5,2017-04-17 00:29:54
4727,Science,2.75,29,2020-11-23 22:15:39
1219,Computer,1.11,27,2022-09-08 02:19:08
7831,Science,4.31,27,2024-05-16 13:36:53
9275,Maths,2.79,8,2022-06-18 15:23:45
7806,Computer,1.05,26,2019-08-26 20:09:57
2748,Science,4.82,5,2017-07-07 17:18:09
9815,Maths,1.78,9,2020-04-03 19:04:22
7246,Maths,3.21,14,2020-12-26 08:47:04
4242,Computer,1.89,19,2019-03-14 16:23:00
6246,Maths,2.16,13,2017-05-23 11:33:59
7824,Science,4.19,26,2017-05-13 19:15:50
493,Computer,1.31,13,2023-03-19 21:44:04
2282,Maths,4.66,25,2022-01-01 00:33:03
1424,Maths,2.61,4,2020-02-07 05:39:09
533,English,3.85,16,2022-07-26 20:59:44
4319,Maths,3.05,23,2019-02-13 21:38:12
664,Science,4.15,8,2022-12-18 13:46:42
1715,Maths,3.38,7,2023-05-04 10:16:37
5518,English,2.73,5,2019-06-16 00:37:50
3603,Maths,4.22,2,2018-12-05 13:33:22
1864,Science,3.99,25,2024-06-11 22:33:24
7756,English,3.52,5,2020-07-22 20:49:39
1541,Maths,4.27,28,2021-03-12 16:02:17
397,English,1.67,12,2023-10-31 15:14:29
2093,Computer,3.56,29,2019-11-20 23:43:43
940,English,2.65,9,2023-06-22 02:18:02
2535,Computer,1.04,26,2023-01-12 01:09:25
187,Science,3.06,3,2020-03-11 04:50:19
9807,Science,3.79,29,2024-08-16 05:35:15
462,Science,4.69,10,2018-06-13 10:46:10
7799,Computer,4.66,9,2017-06-10 18:40:45
7611,Science,1.62,26,2019-08-03 15:37:42
661,Maths,4.52,4,2020-05-28 17:36:55
2843,English,1.09,10,2017-09-21 05:15:26
9044,Computer,3.81,29,2023-05-14 01:31:12
7506,Maths,2.71,4,2023-11-25 05:00:35
8928,Computer,1.97,21,2021-08-13 11:05:58
422,Maths,1.18,23,2021-04-26 16:24:32
9461,Maths,1.21,29,2022-09-19 08:51:44
1684,Maths,3.4,25,2017-05-21 15:00:46
7528,English,4.16,9,2017-06-26 05:25:34
7561,English,3.75,15,2018-12-07 18:26:54
7758,Maths,1.4,3,2024-06-06 19:56:47
6208,Science,4.74,24,2023-08-20 21:43:26
5064,Computer,3.95,9,2018-10-28 04:40:02
6443,Maths,2.02,24,2023-12-25 13:25:00
3442,Computer,3.08,21,2024-06-16 11:13:03
6515,Science,1.39,12,2023-11-07 08:27:32
826,English,1.59,4,2020-08-24 23:35:08
6963,Science,1.03,14,2017-08-22 15:55:52
9041,English,1.66,26,2019-05-04 08:36:27
4231,Science,4.03,17,2017-01-25 03:46:48
4480,Maths,2.17,1,2024-12-03 12:44:23
1447,Computer,3.16,28,2022-08-23 09:38:08
3200,Maths,1.26,23,2021-05-07 20:51:06
2784,Science,2.17,27,2024-12-21 16:53:24
9762,Science,1.9,6,2021-05-09 14:10:22
7345,Science,2.59,5,2024-02-08 03:05:12
1615,Maths,2.4,22,2023-12-28 16:36:57
316,Maths,4.59,18,2017-07-04 09:44:13
3844,Science,4.71,9,2021-03-13 11:21:59
1798,Science,1.03,28,2017-09-13 09:03:02
3171,English,2.11,23,2018-07-28 03:42:55
2639,Science,2.91,6,2024-03-27 13:53:50
826,Science,1.88,19,2020-05-20 02:24:22
9737,Maths,3.39,3,2018-11-18 13:38:58
3931,English,3.68,10,2022-06-02 13:40:59
3522,Computer,2.61,21,2018-02-08 23:42:32
5146,English,4.69,10,2023-08-19 10:24:49
2608,English,1.66,3,2022-03-19 20:34:39
4089,Computer,3.62,25,2021-11-15 16:30:24
5261,Maths,1.2,7,2018-10-10 19:51:11
6168,Maths,3.6,10,2019-01-27 14:02:40
1795,Computer,2.04,24,2022-12-07 13:54:05
1047,Computer,4.17,10,2020-06-19 05:14:50
4116,Science,1.76,21,2020-06-17 10:46:43
4640,English,3.98,21,2024-08-11 01:40:41
281,English,3.05,1,2022-06-19 06:45:58
788,Maths,3.02,20,2023-04-21 21:36:32
4648,English,4.22,25,2022-11-29 13:39:16
9740,Computer,1.16,15,2024-10-21 11:01:01
1910,English,4.03,2,2020-03-04 09:47:49
2837,Maths,4.37,2,2023-05-14 19:52:04
1213,Maths,2.38,21,2018-11-15 14:23:32
337,Maths,4.07,21,2019-05-26 22:50:42
7649,Maths,4.85,1,2019-07-03 10:03:25
8545,Maths,3.73,13,2021-02-28 10:26:24
6825,Computer,2.71,1,2017-09-09 22:15:09
4002,Computer,3.58,26,2023-07-26 05:44:09
3264,Maths,3.17,11,2022-05-24 20:08:34
4352,Computer,1.85,25,2023-11-07 20:06:37
6557,Computer,1.01,21,2023-05-20 12:36:00
9922,Science,4.24,15,2018-12-01 04:07:44
6722,Computer,4.79,27,2017-10-27 03:35:20
1864,English,2.4,22,2021-05-23 01:08:59
9477,Science,4.35,20,2024-04-15 02:36:50
1995,English,1.66,20,2017-03-10 14:21:45
7409,Science,4.65,18,2018-12-19 16:19:16
883,Science,1.58,1,2021-10-06 12:26:24
4945,Computer,2.58,11,2018-08-21 02:47:56
6888,Computer,1.8,27,2017-06-12 02:07:32
2418,Science,4.15,11,2017-09-28 23:12:29
2986,Science,1.63,11,2017-03-29 07:36:23
3569,Maths,3.26,18,2024-12-18 13:49:01
6405,English,2.75,24,2022-02-01 15:35:11
2837,Science,1.82,24,2022-10-15 06:39:39
5592,Science,4.53,23,2021-07-29 17:18:21
9058,Science,3.25,9,2020-10-14 21:47:26
702,Maths,2.05,9,2020-10-29 16:20:18
9761,Science,1.66,18,2017-02-06 11:02:28
2454,Maths,3.46,18,2021-01-16 10:24:18
9078,Maths,2.97,17,2020-09-18 17:04:41
1488,English,2.63,6,2022-12-21 12:51:27
1609,Computer,1.73,27,2019-05-05 04:05:48
1344,Computer,1.16,27,2018-05-26 09:28:29
4320,Maths,3.89,2,2023-01-16 02:49:47
3988,Science,3.27,13,2018-04-04 15:15:20
5654,Science,3.65,14,2018-07-10 07:29:29
7493,Computer,4.0,8,2018-10-05 21:15:36
1275,Computer,3.53,27,2022-03-25 04:16:07
4450,English,1.6,2,2023-10-16 23:06:47
5506,Science,2.41,14,2020-05-20 00:52:16
899,Computer,4.47,26,2023-04-05 17:21:08
5054,Computer,3.9,4,2017-05-18 05:59:39
3257,Computer,1.63,7,2018-01-09 11:26:19
4402,English,4.13,12,2022-04-15 20:38:27
3114,Maths,3.68,5,2018-10-11 02:53:49
583,Science,2.04,7,2023-07-15 06:32:43
7000,English,3.3,6,2024-02-02 22:52:58
377,Maths,1.11,22,2020-04-02 18:46:26
3719,Science,1.69,16,2024-04-05 13:50:26
904,Science,2.01,9,2017-03-23 15:35:11
44,Computer,2.94,17,2020-07-20 21:18:19
6491,English,3.62,28,2018-12-27 09:36:53
5387,English,3.71,8,2024-03-23 22:26:39
2419,English,4.44,16,2021-07-09 05:40:54
2802,Science,2.46,10,2024-10-31 07:00:21
6583,English,3.79,7,2023-10-27 07:53:30
9285,English,4.77,16,2019-12-19 18:33:39
1956,Maths,2.09,24,2022-02-01 05:11:51
134,Science,3.0,12,2022-02-12 04:14:20
1737,Computer,2.74,9,2021-04-22 13:25:54
5753,Computer,5.0,8,2019-10-03 18:47:10
7286,Computer,3.97,26,2022-01-23 19:32:08
1968,Computer,3.33,16,2017-08-28 07:48:22
9004,Science,2.22,26,2021-12-13 06:03:20
1891,Science,2.89,19,2020-06-22 13:07:27
7668,Computer,4.58,22,2021-10-08 06:57:09
581,Maths,3.59,16,2020-07-29 09:54:36
2576,Science,1.45,29,2021-02-03 21:11:12
7251,Computer,1.1,28,2020-06-09 10:57:50
4805,Computer,1.98,7,2019-09-19 22:15:21
8316,English,1.06,9,2023-03-23 23:42:53
9714,Maths,3.03,21,2020-02-04 15:53:56
7943,English,4.41,27,2024-05-26 05:31:32
6559,Computer,1.14,20,2022-11-15 05:37:04
8830,Computer,4.88,26,2024-11-22 03:20:22
549,English,2.31,28,2017-02-11 20:38:45
7424,Science,4.88,2,2023-10-30 10:07:18
3711,English,3.62,7,2021-02-08 15:23:20
138,Maths,4.09,14,2017-03-12 19:01:30
6235,Computer,2.44,4,2020-04-14 09:51:49
7339,Maths,2.56,28,2020-05-03 12:20:57
3775,Computer,2.24,21,2024-05-04 04:51:10
3912,English,2.03,24,2022-02-15 14:35:15
8583,Maths,2.49,19,2017-12-31 17:13:12
8958,Computer,2.09,3,2019-05-04 08:53:43
6441,Computer,1.96,13,2023-03-06 22:01:04
2299,Maths,2.75,18,2019-01-12 04:02:35
4655,Computer,4.78,14,2021-07-18 13:45:20
5462,Science,3.13,6,2021-07-24 09:05:46
4584,Maths,3.39,17,2017-04-25 10:52:49
446,English,4.51,26,2024-01-28 14:02:09
8797,Maths,1.65,19,2021-10-09 08:21:15
6500,Computer,3.36,21,2023-01-11 20:54:48
9333,Maths,4.49,28,2017-02-14 03:42:07
7635,Computer,2.56,17,2019-09-08 12:36:10
742,Computer,1.11,25,2020-02-28 03:55:11
3176,English,4.49,29,2018-06-27 00:11:04
7875,English,1.23,6,2023-01-29 04:44:28
2656,Maths,2.07,26,2017-11-04 00:33:09
148,Science,4.14,4,2017-09-20 03:31:33
8843,Computer,3.51,23,2022-03-01 21:57:08
8481,English,2.54,25,2019-01-01 21:23:32
9594,Computer,4.76,28,2019-01-06 00:27:23
2502,Science,3.49,22,2021-09-01 18:40:48
8745,English,2.26,11,2022-07-10 07:33:57
3246,Maths,3.04,28,2021-11-20 18:30:37
6547,Maths,2.47,18,2017-08-18 11:27:49
8375,Maths,4.27,14,2017-02-06 19:51:24
5764,Science,2.11,22,2022-12-05 20:34:10
4770,Computer,3.07,18,2024-08-12 08:37:08
8983,English,2.74,2,2018-06-14 07:41:15
9685,Computer,2.38,3,2022-01-30 21:19:28
6251,Computer,1.52,4,2019-01-28 00:31:56
5355,Computer,1.61,15,2024-12-07 20:06:41
4797,Computer,3.35,26,2024-12-23 23:50:34
615,Science,4.81,25,2024-04-16 09:18:15
9553,Science,3.07,24,2017-07-15 04:49:54
2648,English,2.78,2,2017-08-14 23:29:03
5572,English,2.8,28,2017-10-22 15:45:04
7901,Computer,4.44,10,2023-08-13 18:13:10
5651,Maths,2.74,17,2023-11-27 06:48:17
5229,Science,4.06,14,2020-05-01 14:56:39
5007,Science,3.24,29,2018-05-19 22:35:25
7797,Maths,1.76,25,2021-06-10 22:53:12
1067,Maths,2.63,21,2024-02-03 02:33:54
4922,Maths,2.08,28,2023-12-23 03:48:03
5894,Computer,4.01,16,2022-03-08 22:04:42
3336,Maths,3.96,24,2018-07-16 14:03:37
9820,English,3.09,24,2022-12-19 05:38:27
2061,English,1.75,28,2018-05-20 09:07:18
695,English,1.74,12,2018-11-04 13:32:51
1376,English,4.12,5,2024-02-25 13:36:27
5168,Science,1.89,12,2023-02-23 01:05:57
8042,Maths,4.51,19,2018-04-28 06:56:44
6611,English,3.61,20,2022-03-09 21:59:34
1158,Science,3.21,26,2019-02-27 02:58:22
9835,English,2.02,4,2019-04-19 19:00:14
9656,Science,1.78,24,2017-07-05 17:31:07
6474,Maths,1.94,19,2019-10-03 06:53:56
4650,Science,1.12,17,2023-02-24 16:46:10
365,Computer,2.61,26,2019-10-15 16:24:27
7780,Computer,4.37,17,2022-02-24 08:38:17
1484,Computer,1.83,11,2020-06-15 16:10:09
3212,Computer,3.78,15,2017-03-11 00:08:33
7331,Science,3.32,22,2020-03-26 02:51:59
150,English,2.47,19,2021-09-06 10:14:30
8217,English,3.6,27,2021-01-30 19:21:46
2792,Computer,1.08,23,2021-02-17 14:53:35
5673,Computer,4.66,2,2020-11-23 15:44:26
6778,English,2.55,5,2017-01-31 20:04:41
5237,Maths,2.13,8,2017-12-24 07:07:45
2310,Science,4.98,27,2023-06-24 19:06:21
9645,Maths,3.31,9,2024-07-18 09:34:37
2329,Computer,3.45,16,2019-05-31 21:25:59
7267,Science,1.84,26,2021-04-01 12:46:59
1792,Science,1.5,29,2024-12-09 03:27:20
2346,Computer,2.39,13,2022-10-14 13:07:45
5443,Science,2.8,6,2017-11-01 06:57:43
8048,Computer,3.69,29,2021-04-27 03:49:23
2989,Maths,4.03,28,2020-08-27 18:25:01
267,Computer,2.19,13,2023-06-12 10:51:53
6687,Computer,3.77,29,2023-02-12 14:36:16
4409,English,2.36,22,2018-12-31 09:20:27
6053,Computer,1.91,20,2019-07-04 18:01:15
6609,Computer,3.44,29,2018-05-15 01:21:11
9096,Computer,1.63,10,2024-09-22 23:08:55
7604,Computer,1.63,16,2020-08-01 19:40:35
7518,Computer,3.62,13,2018-03-26 22:43:17
7048,Science,4.67,5,2019-02-17 21:58:51
3126,Computer,4.67,2,2018-04-17 14:21:01
7084,Computer,2.48,15,2021-11-22 08:23:04
8603,Science,4.44,17,2021-11-15 20:56:21
9068,Maths,2.97,5,2017-04-26 10:21:49
6420,Computer,4.31,28,2019-07-20 20:43:35
2268,English,3.64,24,2018-08-24 15:35:39
7961,Computer,1.56,9,2024-08-28 06:38:25
1638,Computer,1.05,25,2024-10-28 06:42:50
3591,Science,2.63,29,2019-12-05 09:53:48
6860,English,2.32,22,2017-01-30 02:07:38
2549,Science,2.32,22,2020-09-04 17:29:09
9669,Computer,2.13,16,2019-12-07 04:07:17
5937,Maths,4.46,4,2019-01-22 20:57:10
8519,Maths,2.82,25,2024-11-27 08:06:54
5352,Computer,1.21,4,2022-05-20 14:39:44
5320,English,4.69,25,2019-02-15 16:15:18
178,Computer,4.29,28,2019-12-22 08:12:48
7286,Maths,1.64,3,2017-07-13 08:55:29
6563,English,1.64,3,2018-11-17 06:55:54
5522,Science,1.24,11,2017-12-16 17:19:42
4468,Science,3.27,1,2019-03-30 22:56:33
3968,Science,3.29,1,2019-06-15 15:54:25
4898,Maths,3.83,26,2022-05-22 21:13:03
6033,English,4.08,5,2024-11-15 06:08:03
6266,English,2.85,12,2020-04-04 10:38:02
8696,Computer,4.66,28,2023-02-25 00:06:57
2933,Science,3.91,11,2020-01-23 10:46:14
666,English,1.04,20,2023-12-05 06:33:28
2155,English,3.42,25,2018-05-30 20:35:43
7690,English,4.98,4,2024-12-16 16:12:49
1028,English,3.26,17,2020-02-15 07:03:04
4924,Computer,4.89,26,2017-07-17 07:53:05
4659,Maths,2.12,11,2020-05-04 17:18:17
3033,Computer,1.78,16,2019-04-26 20:16:08
1554,Maths,1.38,24,2020-04-21 18:49:39
1745,Science,3.78,14,2024-03-12 12:46:12
8917,English,1.27,14,2018-08-13 00:12:19
4061,Science,3.58,15,2023-10-13 08:42:54
3335,Maths,3.21,6,2022-10-07 03:08:43
6129,Maths,4.62,12,2023-11-09 22:50:41
6041,Science,2.08,27,2019-12-16 03:30:54
6266,Computer,2.87,28,2020-10-07 10:37:10
8471,Computer,3.55,13,2023-08-19 19:52:08
1316,Science,1.04,15,2024-07-29 18:07:05
2369,English,4.76,12,2020-11-23 04:34:39
2072,Computer,1.62,21,2024-09-28 09:48:56
1136,Maths,2.14,21,2020-05-02 20:28:37
1066,Maths,4.52,20,2021-06-28 07:32:55
9711,Science,4.0,8,2017-05-30 04:55:26
3581,Computer,2.73,27,2017-10-09 21:46:33
3101,Computer,1.54,27,2023-08-25 00:10:24
4092,Science,3.81,11,2021-10-31 18:40:53
3674,Science,4.73,7,2023-10-30 16:54:52
7796,Computer,1.32,3,2021-02-25 15:00:30
9119,Maths,1.25,9,2024-10-21 19:29:09
3390,Computer,3.15,2,2019-02-14 14:19:40
1337,Science,2.77,28,2018-10-30 17:13:54
6486,English,3.25,5,2023-02-03 10:41:32
615,English,1.97,12,2023-06-07 01:30:18
2827,Science,1.38,18,2019-08-08 20:57:47
9505,Maths,4.93,9,2020-09-12 16:47:21
6714,Science,3.86,12,2019-11-19 07:46:06
6708,Science,3.91,23,2020-02-04 19:47:20
6142,Computer,1.44,20,2021-03-04 20:03:02
7318,English,4.25,22,2017-07-27 19:30:38
6024,Computer,2.11,25,2017-07-04 14:13:14
5038,Maths,2.95,17,2021-11-15 00:31:15
9530,Maths,1.5,22,2017-12-10 08:49:09
6049,Computer,1.14,1,2017-12-04 15:29:07
6148,English,3.27,27,2017-03-09 04:34:45
2821,Maths,3.84,27,2024-03-24 17:46:13
8105,Computer,1.18,14,2023-06-04 15:36:30
8335,Maths,3.05,21,2018-04-30 09:13:50
6919,English,3.02,28,2017-05-30 13:39:00
8631,Maths,2.71,17,2021-06-18 22:49:34
1548,Science,3.52,17,2024-07-29 13:59:00
9746,Maths,2.99,4,2022-04-09 19:29:50
3447,Science,4.87,18,2018-02-07 12:54:18
1859,Computer,1.8,27,2023-02-12 08:51:14
1688,Computer,1.02,22,2021-01-16 00:11:45
5465,Computer,1.23,11,2024-01-18 11:11:24
7861,English,3.2,5,2019-06-12 05:00:48
5028,Computer,2.97,2,2018-05-23 11:06:21
9272,Computer,2.63,13,2022-01-12 22:12:54
8786,Maths,2.09,7,2020-10-10 15:41:01
8569,Computer,4.41,5,2023-03-11 03:21:49
4148,Science,3.0,18,2017-12-15 12:38:08
7565,Science,1.93,2,2023-02-10 00:53:56
4189,Computer,1.75,2,2019-10-09 17:18:22
193,Science,3.31,26,2022-04-22 23:18:00
3817,Science,4.35,10,2020-12-13 04:17:51
6813,Maths,4.63,11,2020-11-24 08:13:04
7761,English,3.02,25,2023-01-25 06:34:11
9634,English,2.19,16,2019-10-07 19:07:18
1112,Maths,4.17,17,2019-10-24 06:35:27
8869,Computer,3.3,14,2020-07-19 16:19:56
1164,Computer,2.12,14,2020-07-20 02:11:53
7692,English,4.44,7,2022-11-07 10:48:30
654,English,2.14,25,2018-05-25 01:05:30
264,Science,4.38,11,2024-05-03 16:17:47
204,English,1.38,13,2022-09-11 20:51:22
6742,Maths,4.74,24,2023-11-10 05:49:42
3719,Science,1.77,21,2023-02-27 06:55:14
8907,Computer,3.52,24,2023-08-16 15:26:49
262,Maths,4.81,7,2021-04-22 04:43:52
8886,Computer,2.3,18,2019-02-09 13:23:10
1098,Computer,3.85,8,2019-03-07 03:36:26
5934,Computer,4.0,7,2023-08-14 20:52:39
6079,Maths,3.72,27,2022-11-11 02:17:57
554,Maths,3.8,24,2018-01-03 18:59:33
8837,Maths,3.77,18,2019-01-09 04:48:51
2386,Maths,1.11,9,2019-04-05 19:30:32
2027,Science,3.46,4,2018-09-30 05:25:46
347,English,4.9,14,2024-02-03 23:29:03
41,Maths,2.29,17,2023-06-10 03:41:29
8620,Science,4.42,10,2020-08-02 06:23:56
1639,Science,2.75,29,2024-08-10 11:42:24
8079,Maths,4.61,6,2020-08-29 06:34:43
4612,Science,4.9,15,2018-09-07 21:29:46
6357,Computer,2.06,1,2021-01-09 15:09:54
1536,Computer,2.37,26,2019-10-15 22:24:06
9532,Maths,2.24,17,2023-08-27 14:28:05
9570,English,3.92,3,2020-04-26 06:12:39
876,Maths,4.62,27,2017-08-08 10:23:42
1334,English,2.29,11,2024-07-25 16:55:19
130,Science,3.47,1,2017-12-29 17:30:06
5283,English,3.41,4,2018-05-23 06:32:31
7958,Maths,2.04,27,2024-04-23 16:58:32
2444,Science,2.25,5,2018-01-19 15:41:03
8789,Computer,4.08,27,2023-09-17 21:20:21
5736,Computer,4.04,4,2017-03-17 20:36:20
6521,English,1.45,7,2023-03-29 21:06:56
7111,Maths,4.68,25,2017-03-14 11:53:49
2857,English,2.76,22,2023-08-06 06:08:07
7929,Science,1.66,2,2022-10-03 17:57:01
5452,Science,2.15,16,2017-09-12 10:52:23
5339,Maths,4.31,24,2024-03-29 12:27:50
4032,English,4.42,9,2022-11-08 01:08:44
6215,English,2.49,7,2021-03-20 14:57:00
3605,Science,3.87,4,2017-06-14 08:21:14
969,Maths,4.08,24,2018-05-24 06:43:50
5013,Maths,3.99,26,2022-11-19 06:56:34
8315,Computer,2.41,24,2023-10-28 15:42:40
9623,English,1.35,19,2018-11-30 08:03:46
8310,Maths,3.64,3,2022-11-08 19:36:09
1840,Maths,4.68,5,2022-01-03 23:20:50
7125,English,2.05,4,2024-06-03 07:42:22
8329,English,2.48,17,2018-10-18 02:52:22
1922,Maths,1.13,12,2018-01-10 22:08:06
5430,Science,3.96,19,2023-08-31 19:18:09
3435,Science,4.66,11,2018-04-24 17:07:12
7469,Computer,4.0,24,2018-10-12 11:39:07
5195,English,4.33,5,2017-02-11 22:36:32
3768,Science,2.08,8,2020-01-20 17:10:38
794,Science,1.42,1,2022-01-26 06:24:25
99,Computer,1.85,14,2017-04-16 22:50:43
6138,Computer,1.7,20,2020-07-21 15:03:19
6650,Computer,4.03,1,2022-07-10 22:24:35
5411,Maths,2.76,13,2020-06-30 13:43:50
671,English,2.28,19,2023-03-21 05:18:46
5579,English,1.8,3,2020-10-15 01:30:30
9321,Science,4.42,6,2020-05-28 03:02:32
