applicant_id,entrance_score,board_percentage,preferred_stream,admission_status,application_date
39085,33,94,Science,Rejected,2024-02-21 23:28:21
25238,95,93,Science,Admitted,2021-06-07 12:25:37
46012,93,80,Commerce,Rejected,2023-02-23 22:17:36
36542,88,83,Arts,Rejected,2021-11-22 10:33:05
18809,77,52,Commerce,Rejected,2020-09-20 22:35:37
15493,92,53,Commerce,Rejected,2017-08-08 12:06:52
30271,50,58,Science,Admitted,2021-06-24 04:49:33
50710,43,83,Arts,Admitted,2021-01-24 15:19:34
25940,30,66,Arts,Rejected,2020-04-27 16:06:56
19642,74,97,Science,Rejected,2024-11-14 21:35:00
34291,99,69,Arts,Rejected,2018-08-23 03:33:41
51571,99,78,Commerce,Rejected,2023-04-03 08:35:05
25363,69,66,Science,Rejected,2023-10-18 06:33:20
42649,31,65,Arts,Admitted,2020-10-12 05:46:24
45428,92,62,Commerce,Admitted,2022-09-10 03:59:47
17777,55,92,Science,Rejected,2017-02-03 22:43:08
3829,52,71,Science,Admitted,2023-12-23 07:06:13
7697,75,66,Commerce,Admitted,2023-03-21 23:31:33
7336,37,89,Arts,Rejected,2018-12-30 12:23:02
37222,44,45,Commerce,Admitted,2020-11-21 15:31:00
27444,69,56,Science,Rejected,2022-10-07 16:55:24
42347,53,55,Science,Admitted,2024-07-01 04:07:45
55191,71,58,Science,Rejected,2024-07-07 06:01:45
8056,47,48,Arts,Rejected,2019-05-22 06:51:28
33366,95,47,Science,Admitted,2017-03-02 02:06:21
54466,55,77,Science,Admitted,2021-09-20 09:13:14
4533,68,90,Arts,Admitted,2023-07-02 01:50:08
15118,96,45,Commerce,Admitted,2021-02-03 00:33:17
46863,99,74,Arts,Admitted,2020-06-14 20:23:45
30192,99,94,Commerce,Rejected,2020-05-30 22:37:44
33687,79,68,Science,Rejected,2020-07-30 10:32:12
18803,57,72,Arts,Rejected,2018-10-15 15:11:14
15858,68,49,Arts,Admitted,2020-09-14 02:29:12
26828,78,74,Arts,Admitted,2018-12-01 17:30:48
18669,89,51,Commerce,Rejected,2019-04-24 06:04:50
30194,76,74,Arts,Admitted,2024-06-30 02:47:55
7952,38,53,Science,Rejected,2018-09-03 00:08:55
16454,48,61,Science,Admitted,2024-04-02 18:37:13
57126,78,84,Commerce,Admitted,2023-02-06 20:44:55
19581,39,50,Commerce,Admitted,2023-10-30 00:56:48
30336,64,98,Science,Rejected,2024-11-01 06:05:00
26022,89,52,Science,Admitted,2018-12-23 13:17:34
8351,88,66,Arts,Rejected,2024-08-22 01:48:43
5045,88,73,Arts,Rejected,2020-12-18 15:52:04
3529,74,50,Commerce,Rejected,2023-02-24 09:44:05
47465,95,55,Commerce,Rejected,2022-05-01 03:13:44
6885,49,60,Commerce,Rejected,2023-04-03 20:22:46
50713,52,99,Science,Admitted,2019-06-21 18:50:42
15315,42,95,Arts,Rejected,2021-07-23 15:27:27
30399,47,91,Arts,Rejected,2019-07-08 18:33:49
28410,47,88,Science,Rejected,2021-12-31 07:07:30
58082,79,46,Science,Rejected,2018-12-03 23:34:46
50304,84,57,Science,Admitted,2017-08-24 07:00:56
48265,75,87,Arts,Rejected,2017-06-03 03:43:17
57296,72,92,Science,Rejected,2020-06-17 23:48:24
10346,72,66,Science,Admitted,2019-07-29 09:37:46
31436,40,76,Arts,Admitted,2023-05-21 18:40:18
42635,92,83,Science,Admitted,2024-05-01 17:48:53
8659,44,87,Arts,Rejected,2018-05-10 06:12:36
19296,39,92,Commerce,Admitted,2022-10-09 14:37:40
40500,37,80,Science,Admitted,2020-07-16 20:14:00
28980,63,91,Commerce,Admitted,2020-11-09 11:05:28
17300,57,71,Commerce,Rejected,2019-02-11 12:31:54
17304,81,92,Commerce,Admitted,2024-04-11 11:30:49
8301,79,88,Science,Rejected,2024-06-25 17:23:09
334,77,78,Arts,Rejected,2023-04-21 13:27:59
24129,51,61,Commerce,Admitted,2019-04-27 14:20:37
8217,87,63,Arts,Rejected,2019-03-16 06:21:32
6051,49,92,Commerce,Admitted,2018-03-15 06:02:01
50112,60,84,Arts,Admitted,2019-05-28 20:38:19
8138,37,95,Commerce,Rejected,2017-04-26 14:10:55
31899,48,91,Commerce,Rejected,2024-03-29 23:11:52
34913,80,70,Commerce,Rejected,2022-02-09 21:05:25
17116,33,66,Science,Rejected,2024-04-09 19:58:16
35352,75,92,Arts,Admitted,2021-11-20 20:14:51
40910,85,98,Science,Admitted,2017-10-21 00:23:55
272,89,81,Commerce,Admitted,2019-11-11 19:33:00
52330,77,52,Arts,Admitted,2023-07-15 23:39:43
21776,52,87,Commerce,Rejected,2020-08-24 05:06:04
47941,97,69,Arts,Admitted,2021-05-17 13:29:37
39215,87,92,Science,Admitted,2021-10-30 01:57:28
39971,85,55,Arts,Admitted,2022-02-26 05:07:21
12160,95,81,Science,Rejected,2019-10-07 19:37:15
46233,48,74,Commerce,Rejected,2019-01-18 03:09:14
45580,87,70,Arts,Admitted,2018-12-20 00:18:07
59880,42,47,Commerce,Rejected,2017-09-11 10:00:19
52512,63,91,Commerce,Admitted,2017-02-21 12:46:52
16954,38,96,Arts,Admitted,2017-03-21 08:03:32
53573,33,98,Arts,Rejected,2020-12-07 12:10:07
52840,49,46,Arts,Rejected,2023-01-10 18:19:21
5003,94,54,Science,Admitted,2019-09-18 12:10:25
13547,71,75,Science,Rejected,2019-02-01 14:25:14
50486,97,72,Science,Rejected,2021-07-25 20:36:34
18029,79,94,Science,Admitted,2023-09-26 15:18:30
27994,74,94,Science,Rejected,2020-07-09 10:25:05
29144,63,91,Commerce,Admitted,2017-06-13 02:13:17
49430,56,70,Commerce,Rejected,2021-06-05 13:50:37
18768,76,59,Commerce,Rejected,2024-08-25 18:19:51
24814,73,78,Commerce,Admitted,2020-08-25 22:28:57
16153,95,67,Science,Rejected,2021-07-18 19:06:23
23742,94,80,Commerce,Admitted,2023-06-20 04:41:23
6565,34,75,Arts,Admitted,2021-08-12 11:38:11
49564,62,48,Arts,Admitted,2020-03-09 02:02:33
31820,91,71,Arts,Rejected,2024-11-13 15:01:45
21188,80,83,Arts,Rejected,2017-09-07 06:19:47
45337,49,97,Commerce,Rejected,2019-09-17 10:45:26
11525,53,93,Commerce,Admitted,2020-05-13 04:07:31
29892,95,79,Commerce,Rejected,2018-06-09 08:47:57
32793,65,95,Commerce,Admitted,2022-03-22 09:42:52
20382,52,53,Commerce,Admitted,2022-08-31 06:43:50
53803,99,71,Commerce,Rejected,2020-09-11 20:49:53
20648,55,49,Commerce,Rejected,2018-01-06 09:31:44
38201,36,53,Arts,Rejected,2018-11-18 07:04:58
26855,78,97,Commerce,Admitted,2018-10-28 04:49:07
6668,97,80,Arts,Rejected,2020-11-18 14:45:34
42805,33,81,Arts,Admitted,2022-10-15 02:06:19
7044,36,64,Commerce,Rejected,2023-01-30 21:58:16
33970,42,48,Commerce,Rejected,2023-05-12 10:02:39
16503,56,83,Science,Admitted,2018-12-02 00:27:34
21151,53,78,Commerce,Admitted,2022-05-24 08:05:39
36790,90,92,Arts,Rejected,2022-06-18 17:53:51
43992,82,46,Commerce,Admitted,2018-08-07 03:13:56
22125,77,94,Arts,Admitted,2021-01-28 05:12:10
47803,47,90,Science,Admitted,2021-11-20 02:16:57
58261,60,75,Commerce,Rejected,2021-10-23 17:45:31
51980,42,74,Commerce,Rejected,2021-01-17 11:48:00
28017,84,54,Arts,Admitted,2021-08-14 16:50:47
2838,65,99,Arts,Admitted,2021-06-15 23:21:23
48161,44,60,Arts,Rejected,2021-04-16 10:40:47
25108,64,47,Commerce,Admitted,2020-03-15 07:00:22
309,48,80,Commerce,Rejected,2023-03-14 07:37:40
44057,68,78,Commerce,Admitted,2022-12-23 05:41:51
24890,30,94,Arts,Rejected,2018-07-08 10:38:02
25073,72,60,Commerce,Rejected,2020-12-01 04:06:26
33430,53,52,Commerce,Rejected,2019-12-20 16:56:04
48965,86,74,Science,Admitted,2018-10-29 00:49:47
46181,90,81,Arts,Admitted,2020-03-19 05:47:34
58280,90,59,Commerce,Rejected,2022-10-12 12:54:28
38733,35,93,Commerce,Rejected,2021-07-10 01:23:27
47631,82,58,Science,Admitted,2019-11-28 22:52:04
23824,71,52,Arts,Admitted,2023-01-01 22:56:01
57065,99,91,Arts,Admitted,2020-09-16 21:15:31
29857,89,89,Science,Admitted,2019-05-21 06:36:48
39494,56,99,Arts,Admitted,2023-02-27 21:37:26
15521,76,92,Commerce,Admitted,2023-09-01 07:40:55
25172,48,94,Commerce,Admitted,2018-12-19 04:48:18
29158,64,72,Science,Rejected,2019-06-05 17:21:02
24044,38,48,Arts,Rejected,2019-10-18 12:03:54
48664,57,97,Arts,Admitted,2017-01-03 09:54:01
50164,66,50,Science,Rejected,2018-05-03 17:08:00
46935,68,71,Commerce,Rejected,2022-04-16 11:29:20
46212,83,54,Arts,Admitted,2023-05-21 06:25:40
36984,58,51,Science,Admitted,2019-02-14 11:08:11
7000,93,87,Commerce,Admitted,2019-10-14 15:05:42
16754,75,76,Science,Rejected,2023-08-09 19:36:08
54906,92,64,Science,Admitted,2017-12-21 09:40:48
59874,79,89,Arts,Rejected,2022-02-03 23:59:35
52072,56,68,Science,Rejected,2022-02-23 10:41:38
22478,79,50,Commerce,Rejected,2017-12-26 07:49:24
10708,58,75,Arts,Rejected,2022-03-15 07:47:33
22209,97,82,Science,Admitted,2021-12-01 11:44:09
43534,82,59,Arts,Admitted,2023-02-20 07:04:03
40619,84,99,Arts,Rejected,2018-05-15 13:31:26
54691,68,96,Arts,Rejected,2020-12-27 05:25:09
44395,86,88,Science,Admitted,2020-12-01 21:15:11
39314,63,69,Science,Admitted,2022-09-12 21:01:58
33639,54,87,Arts,Rejected,2023-12-11 01:50:27
20753,92,55,Science,Admitted,2024-08-03 14:41:10
51979,94,56,Arts,Admitted,2018-02-12 10:34:15
999,71,64,Commerce,Admitted,2018-03-11 00:35:24
57967,44,78,Science,Admitted,2021-09-11 11:29:02
21034,74,74,Arts,Admitted,2021-09-22 23:00:49
672,94,98,Arts,Admitted,2023-10-27 08:34:11
19831,64,59,Arts,Rejected,2021-06-09 04:29:05
19089,56,78,Arts,Admitted,2020-06-08 23:56:31
49861,49,74,Commerce,Rejected,2019-08-06 17:33:11
30399,32,48,Science,Rejected,2024-08-05 06:14:14
52479,91,83,Commerce,Admitted,2023-06-27 03:49:23
28457,90,54,Commerce,Rejected,2024-08-11 02:20:58
54701,53,71,Arts,Rejected,2024-08-28 21:31:09
10668,66,47,Arts,Admitted,2022-11-04 08:09:20
6165,79,54,Arts,Rejected,2024-04-10 07:56:22
42645,39,96,Arts,Admitted,2020-11-28 05:06:57
40100,84,53,Science,Rejected,2022-01-09 14:55:39
48221,93,86,Science,Admitted,2023-04-14 18:40:16
11610,39,91,Arts,Rejected,2017-05-23 11:07:58
58101,60,65,Commerce,Admitted,2018-08-27 15:51:49
45485,40,89,Commerce,Admitted,2024-10-04 14:18:38
59189,75,54,Arts,Admitted,2017-04-05 16:53:30
59909,61,73,Arts,Admitted,2018-12-18 09:33:59
39985,72,65,Commerce,Admitted,2020-11-16 21:58:47
6190,98,93,Science,Admitted,2022-03-10 12:31:24
1395,31,52,Commerce,Rejected,2017-03-01 19:34:57
22337,57,71,Science,Admitted,2024-12-22 05:59:41
9930,74,78,Arts,Admitted,2017-06-18 23:56:52
26651,99,70,Commerce,Admitted,2023-07-11 08:39:27
37800,72,55,Arts,Admitted,2019-08-24 06:36:27
51527,64,78,Commerce,Rejected,2019-11-15 21:24:27
22260,86,95,Commerce,Rejected,2024-11-11 01:40:49
57979,37,82,Arts,Rejected,2019-09-07 19:08:05
32094,92,99,Science,Admitted,2024-09-08 03:32:24
23794,83,46,Arts,Admitted,2019-07-12 23:57:59
24920,86,64,Arts,Admitted,2021-04-10 09:18:38
40421,84,81,Arts,Rejected,2019-07-31 00:22:52
9945,54,50,Commerce,Admitted,2018-10-03 21:32:21
46691,70,92,Science,Admitted,2019-08-17 22:53:05
2118,75,76,Arts,Admitted,2017-10-09 07:32:25
24500,44,86,Commerce,Rejected,2023-09-19 15:46:25
58219,56,89,Arts,Rejected,2020-04-08 06:30:00
34373,80,64,Commerce,Admitted,2022-12-28 05:10:35
46577,34,73,Commerce,Rejected,2023-04-09 05:45:58
229,68,87,Arts,Admitted,2024-09-21 10:43:58
22158,76,79,Science,Rejected,2022-08-25 05:58:03
8177,70,68,Science,Rejected,2020-03-07 03:56:14
16241,65,64,Science,Rejected,2024-03-22 06:40:11
9221,30,71,Commerce,Rejected,2020-04-14 10:57:02
51356,44,60,Commerce,Admitted,2022-06-18 10:16:59
31045,87,68,Arts,Rejected,2019-08-03 02:54:24
23591,87,99,Science,Rejected,2018-10-09 05:12:20
31068,39,64,Arts,Rejected,2017-07-23 01:12:25
42637,68,67,Commerce,Admitted,2022-04-23 19:23:57
4287,32,77,Commerce,Admitted,2019-04-30 23:46:48
33932,86,53,Arts,Rejected,2022-04-04 17:38:12
23825,32,83,Science,Admitted,2022-11-12 09:07:20
3694,85,55,Commerce,Rejected,2018-10-22 19:25:37
12369,61,95,Commerce,Rejected,2022-06-20 10:49:23
12812,90,92,Commerce,Admitted,2019-12-09 01:12:57
46587,98,53,Arts,Admitted,2017-03-26 19:17:52
10841,59,54,Arts,Rejected,2018-01-22 03:19:48
8380,30,67,Arts,Rejected,2018-10-06 23:31:47
18339,98,88,Arts,Admitted,2020-11-22 15:43:55
37726,48,74,Science,Admitted,2021-07-06 16:07:08
34033,61,71,Science,Rejected,2020-04-02 09:07:34
41855,72,84,Commerce,Rejected,2023-07-08 12:15:27
32757,34,59,Science,Admitted,2019-08-26 20:33:07
7214,61,59,Arts,Rejected,2021-04-18 11:48:09
1557,78,46,Arts,Rejected,2023-12-16 14:09:11
37045,37,94,Arts,Rejected,2018-03-24 07:11:00
48836,50,76,Arts,Admitted,2023-02-23 00:42:56
18437,50,82,Science,Rejected,2020-12-07 02:58:11
45933,51,57,Science,Admitted,2018-03-03 23:15:47
46926,97,49,Commerce,Admitted,2022-05-12 04:06:43
3916,78,52,Science,Rejected,2019-09-25 17:21:11
46217,68,72,Science,Rejected,2017-06-28 19:03:42
12743,73,53,Science,Admitted,2021-05-03 10:11:47
4787,84,96,Arts,Rejected,2021-08-01 06:27:51
31241,78,63,Arts,Rejected,2023-12-17 02:34:50
36374,59,58,Arts,Rejected,2019-01-24 21:27:00
54296,62,90,Arts,Admitted,2019-12-20 18:49:40
41144,91,51,Science,Admitted,2019-05-23 01:56:01
51738,38,92,Commerce,Rejected,2017-10-29 18:08:34
32289,71,64,Science,Rejected,2021-05-19 22:41:41
56404,66,51,Commerce,Rejected,2022-08-03 06:08:43
52913,96,58,Commerce,Rejected,2021-06-27 09:50:07
45654,73,54,Commerce,Rejected,2019-04-13 13:05:26
32842,47,86,Commerce,Rejected,2023-05-01 04:25:36
13762,70,88,Arts,Admitted,2020-07-14 00:53:32
57218,78,52,Science,Admitted,2024-02-03 22:47:39
55524,71,72,Science,Admitted,2022-05-31 15:16:32
28288,36,82,Arts,Rejected,2023-03-01 20:11:18
56602,92,70,Arts,Admitted,2023-06-06 06:35:14
47487,87,86,Commerce,Rejected,2017-12-19 14:34:09
53230,91,70,Commerce,Rejected,2018-10-28 08:01:56
53278,90,63,Science,Admitted,2024-11-21 15:43:13
22986,94,65,Commerce,Admitted,2021-02-21 17:22:07
43454,37,75,Arts,Rejected,2019-06-21 05:09:50
33730,58,74,Science,Rejected,2024-04-09 10:14:52
49314,89,84,Arts,Admitted,2024-12-16 06:56:47
40673,61,70,Science,Rejected,2021-08-19 07:54:51
19007,94,52,Arts,Rejected,2018-09-12 16:40:25
2172,30,50,Science,Rejected,2023-09-30 12:04:30
7353,39,94,Arts,Rejected,2022-05-18 20:28:26
29618,44,85,Commerce,Admitted,2024-08-10 07:22:44
31302,36,87,Science,Admitted,2024-09-11 05:33:07
45666,36,89,Science,Admitted,2022-05-10 04:25:44
16016,92,92,Science,Admitted,2018-05-17 23:26:56
31983,45,91,Science,Admitted,2024-06-04 09:13:35
5681,72,99,Arts,Admitted,2022-10-29 07:48:31
29015,58,82,Science,Admitted,2017-07-26 07:07:14
33753,31,57,Arts,Rejected,2024-10-26 14:56:39
8874,78,64,Science,Rejected,2017-07-01 16:39:05
51995,93,48,Commerce,Admitted,2019-05-11 18:59:54
25062,86,49,Arts,Rejected,2022-09-01 21:23:53
25495,76,56,Science,Rejected,2017-05-06 08:12:01
7239,77,96,Commerce,Rejected,2023-06-30 08:14:47
31683,52,67,Commerce,Rejected,2022-03-16 22:25:29
9277,71,69,Arts,Rejected,2017-10-13 09:27:40
50728,47,77,Science,Rejected,2023-03-30 07:05:33
21299,57,73,Science,Admitted,2024-10-07 12:32:22
52730,30,98,Arts,Admitted,2019-01-26 06:55:09
47732,56,52,Science,Admitted,2020-02-25 01:32:29
38116,85,89,Commerce,Rejected,2019-09-15 11:48:54
12364,55,68,Commerce,Admitted,2018-03-31 16:38:43
42911,43,97,Commerce,Rejected,2023-02-21 02:40:43
51137,56,45,Arts,Rejected,2017-04-14 03:05:05
17559,39,96,Arts,Admitted,2021-06-20 15:39:55
32937,77,75,Arts,Admitted,2023-10-14 13:05:46
17701,84,52,Science,Admitted,2024-06-05 02:26:59
48542,67,60,Commerce,Admitted,2018-08-20 04:58:35
4467,46,67,Arts,Rejected,2019-04-11 03:41:26
53315,37,93,Commerce,Rejected,2020-06-10 12:31:25
46324,76,84,Science,Rejected,2018-10-21 17:28:25
39087,31,99,Science,Rejected,2018-10-17 06:13:42
34594,85,50,Science,Admitted,2019-11-22 16:49:33
26878,59,59,Science,Admitted,2017-02-03 20:07:20
31709,96,50,Commerce,Rejected,2024-07-05 10:23:29
21226,89,61,Commerce,Rejected,2024-10-18 00:25:59
26568,65,65,Commerce,Admitted,2021-03-19 00:22:14
34347,36,78,Arts,Admitted,2022-10-09 16:38:38
25864,48,45,Commerce,Rejected,2017-11-20 02:05:26
373,54,55,Arts,Admitted,2024-08-29 12:03:57
40859,33,68,Arts,Admitted,2018-01-01 12:53:19
25961,31,94,Commerce,Admitted,2022-07-19 11:57:28
1516,86,89,Science,Admitted,2021-06-14 01:10:15
16213,85,92,Science,Admitted,2021-05-26 03:30:07
39108,72,95,Arts,Rejected,2017-08-18 14:14:44
54331,31,73,Science,Rejected,2022-10-18 08:42:01
20046,86,76,Commerce,Rejected,2024-01-02 09:46:09
24554,43,50,Science,Rejected,2017-08-03 17:20:05
10553,54,52,Arts,Rejected,2023-04-22 14:09:13
45980,47,69,Arts,Rejected,2018-11-07 07:14:48
56147,77,64,Science,Rejected,2017-11-08 05:55:35
53777,70,54,Science,Admitted,2019-03-13 06:23:36
766,54,53,Commerce,Rejected,2017-10-03 00:39:49
9558,93,69,Science,Rejected,2018-07-18 00:14:28
40230,42,79,Arts,Rejected,2022-02-21 18:22:52
13240,50,57,Science,Admitted,2017-12-25 14:09:10
38895,63,82,Arts,Admitted,2022-08-15 20:47:00
49332,72,73,Commerce,Rejected,2023-10-05 11:19:37
31583,98,79,Science,Admitted,2022-09-24 03:32:59
26103,66,45,Arts,Admitted,2018-07-15 22:05:47
19071,60,84,Science,Admitted,2024-01-31 03:33:32
51630,75,71,Commerce,Admitted,2023-03-13 17:56:03
6322,31,76,Arts,Rejected,2020-12-09 11:49:24
7605,89,93,Arts,Rejected,2017-10-14 02:30:14
9081,37,75,Commerce,Rejected,2017-04-30 09:30:21
58831,71,64,Science,Admitted,2022-01-11 08:28:18
9939,75,67,Arts,Admitted,2020-07-28 05:08:58
33371,41,68,Science,Admitted,2021-07-07 22:39:20
57007,88,92,Arts,Admitted,2021-07-21 23:33:19
9338,32,95,Science,Admitted,2017-11-26 19:43:50
15528,67,87,Commerce,Rejected,2017-01-25 06:26:12
1088,57,69,Commerce,Admitted,2019-09-25 06:51:28
19078,84,83,Science,Rejected,2018-12-28 06:28:30
25566,85,62,Arts,Admitted,2019-01-28 01:07:46
14499,44,71,Commerce,Rejected,2022-06-16 05:43:49
3430,41,88,Science,Rejected,2020-03-21 14:38:49
9521,87,80,Arts,Admitted,2021-09-12 01:56:26
54412,50,55,Science,Rejected,2020-07-07 02:39:44
900,68,48,Commerce,Admitted,2021-06-16 15:14:33
9186,50,83,Commerce,Rejected,2023-08-18 00:16:18
42594,93,78,Arts,Rejected,2020-10-08 00:17:52
10464,86,70,Commerce,Admitted,2021-04-11 22:14:04
54442,84,50,Commerce,Admitted,2017-06-16 21:50:02
9437,72,98,Commerce,Admitted,2024-02-08 03:10:40
45649,90,53,Arts,Rejected,2020-12-28 16:49:51
23330,69,48,Science,Rejected,2022-11-05 07:32:12
22565,60,72,Commerce,Admitted,2023-01-02 00:38:24
34067,98,47,Science,Admitted,2022-06-21 13:40:28
20113,66,87,Science,Admitted,2021-01-09 22:17:36
16915,43,83,Arts,Admitted,2017-02-14 05:07:47
15010,97,99,Commerce,Admitted,2024-08-13 13:04:28
38698,48,46,Commerce,Admitted,2019-07-16 02:54:33
45523,68,71,Science,Admitted,2021-01-23 00:03:50
40732,84,49,Commerce,Rejected,2020-05-13 10:42:01
1672,72,84,Commerce,Admitted,2022-04-17 09:00:35
3983,30,84,Science,Admitted,2019-10-29 08:24:32
58286,99,66,Commerce,Rejected,2019-12-10 13:25:33
27023,71,68,Commerce,Rejected,2018-04-27 12:44:25
33314,99,45,Arts,Admitted,2021-08-23 23:50:43
13668,56,76,Science,Admitted,2024-08-27 19:49:32
9857,60,55,Commerce,Admitted,2022-05-24 02:09:40
19040,68,62,Commerce,Rejected,2019-12-24 05:22:03
6981,53,88,Science,Admitted,2024-12-02 00:45:16
40539,69,48,Arts,Rejected,2020-02-25 09:59:24
52893,45,94,Science,Rejected,2018-05-22 04:58:50
30516,64,79,Commerce,Rejected,2017-09-02 10:31:10
35360,65,66,Science,Admitted,2024-04-21 12:33:37
22718,74,97,Arts,Admitted,2021-02-06 19:11:51
45041,48,52,Commerce,Rejected,2017-03-14 10:59:12
6635,43,59,Arts,Admitted,2020-05-18 04:23:52
8845,33,93,Arts,Admitted,2023-06-18 16:45:20
521,41,64,Commerce,Admitted,2021-04-03 07:53:50
41997,37,64,Arts,Admitted,2020-08-18 01:55:47
57978,66,90,Science,Rejected,2022-04-17 03:09:32
29892,84,87,Science,Admitted,2018-10-02 18:07:09
55281,85,60,Arts,Rejected,2021-05-11 19:49:35
17393,60,97,Arts,Rejected,2024-09-26 00:54:12
17064,96,58,Science,Admitted,2024-12-04 00:52:54
37160,51,56,Commerce,Rejected,2019-10-25 06:39:17
513,52,50,Commerce,Rejected,2019-07-30 21:21:48
26441,88,52,Commerce,Rejected,2024-12-28 01:31:18
50285,40,92,Arts,Rejected,2023-10-14 20:33:26
50704,67,64,Arts,Admitted,2020-12-24 02:42:00
14554,44,85,Science,Rejected,2022-09-09 05:55:37
6545,62,67,Science,Rejected,2023-12-04 19:59:34
54763,73,70,Arts,Admitted,2020-09-26 03:30:03
35025,56,86,Arts,Admitted,2021-08-12 12:07:55
48581,63,46,Arts,Rejected,2024-10-28 21:16:47
8263,37,65,Science,Admitted,2024-01-18 17:34:49
844,85,74,Science,Admitted,2018-09-07 15:22:55
1699,51,70,Science,Admitted,2023-06-08 03:45:13
56814,88,53,Arts,Admitted,2022-06-05 21:07:45
38698,61,62,Commerce,Admitted,2018-11-26 11:26:54
24439,60,59,Commerce,Rejected,2020-08-06 01:24:49
39584,62,86,Commerce,Rejected,2023-04-02 00:32:32
16064,90,59,Science,Rejected,2020-09-24 02:44:21
27827,54,64,Commerce,Rejected,2023-05-18 14:45:05
20937,61,64,Science,Admitted,2017-09-04 15:45:37
41372,39,64,Science,Rejected,2018-04-15 09:15:09
58945,73,67,Arts,Rejected,2023-05-07 17:41:43
45297,36,72,Science,Rejected,2022-11-01 08:06:19
23667,86,71,Commerce,Rejected,2019-10-07 01:26:31
15996,84,52,Arts,Admitted,2023-02-05 08:40:31
29855,62,82,Science,Rejected,2023-07-08 22:43:43
28044,95,46,Arts,Rejected,2022-05-06 18:11:07
20666,36,96,Arts,Rejected,2017-04-09 23:50:02
19409,32,77,Commerce,Admitted,2023-12-16 06:42:15
49885,54,85,Science,Admitted,2019-04-22 17:57:15
25042,65,88,Science,Admitted,2019-06-19 14:51:14
47687,84,99,Science,Admitted,2024-12-13 09:07:24
43928,51,49,Science,Rejected,2019-08-03 17:24:28
39996,83,51,Commerce,Admitted,2019-06-05 01:58:25
55665,63,86,Arts,Admitted,2017-03-16 06:43:50
39285,48,55,Arts,Admitted,2018-03-22 01:55:47
23283,40,86,Arts,Rejected,2019-09-15 09:15:28
30825,94,90,Arts,Admitted,2017-11-08 07:29:58
52559,82,68,Commerce,Admitted,2024-09-02 01:31:37
20853,45,88,Arts,Admitted,2018-04-16 22:26:22
25103,49,74,Commerce,Admitted,2022-12-19 19:01:41
7294,90,84,Commerce,Admitted,2017-07-27 07:14:36
56106,92,67,Commerce,Rejected,2023-05-31 20:33:19
1025,63,84,Science,Rejected,2022-02-12 12:19:15
20735,63,46,Commerce,Rejected,2017-03-17 02:15:55
38024,84,57,Commerce,Admitted,2020-02-21 16:42:41
4489,68,64,Science,Rejected,2020-01-15 03:13:08
57757,75,94,Commerce,Rejected,2017-05-07 13:44:27
2729,98,85,Arts,Rejected,2020-09-25 08:11:12
8978,35,77,Arts,Admitted,2022-08-10 14:41:18
38114,93,69,Arts,Admitted,2018-07-01 16:38:11
57787,52,65,Arts,Rejected,2019-02-20 12:27:39
35285,81,55,Arts,Admitted,2021-11-08 19:25:04
43443,36,79,Arts,Rejected,2019-07-11 04:27:45
32395,36,85,Commerce,Rejected,2024-01-21 08:28:59
6601,99,53,Science,Rejected,2019-12-16 05:26:10
36246,40,77,Commerce,Rejected,2020-02-19 19:45:38
45275,83,71,Arts,Admitted,2017-05-27 21:45:31
8267,71,53,Commerce,Admitted,2019-09-02 00:12:08
32528,85,53,Arts,Rejected,2019-02-09 00:03:51
29829,72,74,Commerce,Rejected,2019-09-08 17:05:55
59921,82,45,Science,Rejected,2018-08-05 23:47:38
22660,94,48,Commerce,Admitted,2022-09-23 01:15:20
50246,97,84,Commerce,Admitted,2023-10-30 21:37:46
11736,62,71,Commerce,Rejected,2021-05-09 06:20:38
52692,39,73,Science,Admitted,2021-01-28 15:04:32
57360,44,99,Science,Rejected,2022-08-10 04:33:45
612,54,60,Arts,Rejected,2019-06-04 09:45:20
38978,76,84,Science,Rejected,2021-07-02 16:15:16
46416,78,99,Arts,Rejected,2021-08-14 22:29:58
59471,88,79,Commerce,Admitted,2022-11-03 14:23:25
10116,73,73,Commerce,Admitted,2020-03-04 07:04:39
56610,61,85,Science,Admitted,2019-08-07 05:04:43
33424,71,99,Arts,Admitted,2019-04-04 22:28:50
46210,97,82,Science,Rejected,2018-11-02 01:52:59
6269,51,61,Arts,Rejected,2018-12-03 11:05:22
16954,48,56,Commerce,Rejected,2019-04-23 11:43:25
15147,81,92,Science,Admitted,2024-04-20 11:03:51
27850,33,60,Commerce,Rejected,2024-01-21 01:09:57
48039,37,89,Commerce,Rejected,2019-09-01 22:21:53
53660,51,60,Science,Admitted,2019-03-25 17:15:23
59787,33,82,Commerce,Rejected,2018-03-10 02:21:41
56940,60,73,Science,Rejected,2024-07-24 04:47:12
14344,54,81,Science,Rejected,2022-09-22 19:21:44
49982,85,48,Commerce,Rejected,2021-01-08 02:28:41
13673,87,49,Science,Admitted,2017-04-05 19:40:19
39649,85,99,Science,Rejected,2018-10-27 05:07:36
54861,88,51,Arts,Rejected,2018-09-09 19:12:38
55588,92,46,Arts,Admitted,2020-06-16 16:25:46
1825,58,86,Arts,Admitted,2024-09-18 00:03:17
35110,70,52,Science,Rejected,2023-08-31 14:58:17
46750,51,69,Science,Rejected,2023-08-29 01:03:36
