student_id,family_income,merit_score,scholarship_amount,scholarship_awarded
13704,532940,60,0,No
43545,601965,95,0,No
11983,461356,85,0,No
11965,309158,82,0,No
21423,667818,51,0,No
30216,140911,74,89795,Yes
46462,452087,72,0,No
18454,356571,81,0,No
41721,147483,92,77536,Yes
45584,616341,83,0,No
36780,568347,66,0,No
36115,722879,90,0,No
6172,642898,88,0,No
1124,558360,96,0,No
33093,727111,53,0,No
18101,441207,90,0,No
24129,403947,82,0,No
10240,478585,76,0,No
1350,133758,53,94791,Yes
29617,400081,85,0,No
35748,619989,99,0,No
38493,623823,74,0,No
38399,710060,89,0,No
34392,782541,95,0,No
40612,518053,77,0,No
10763,368072,69,0,No
30578,267673,62,61171,Yes
32056,778288,70,0,No
3169,516222,69,0,No
8071,358146,98,0,No
33937,233607,88,51987,Yes
2195,632083,59,0,No
483,332555,97,0,No
17281,698992,84,0,No
47310,342982,76,0,No
30029,502430,70,0,No
15224,431871,75,0,No
10543,307067,52,0,No
19431,153713,70,67654,Yes
20542,546575,64,0,No
48989,673613,96,0,No
49586,595122,92,0,No
5115,426415,65,0,No
41499,619833,99,0,No
42217,102088,68,53523,Yes
23894,452826,77,0,No
40463,665608,60,0,No
16336,119830,96,78502,Yes
35935,757858,94,0,No
5391,496253,59,0,No
21998,358214,50,0,No
47389,269544,68,50295,Yes
302,348559,70,0,No
29907,492797,69,0,No
39173,638143,77,0,No
9482,449647,73,0,No
16865,215914,64,94281,Yes
960,161034,63,31837,Yes
28803,657567,75,0,No
31471,384967,97,0,No
11078,413832,95,0,No
33828,776718,64,0,No
22628,631795,82,0,No
10933,350825,80,0,No
44587,175315,92,62440,Yes
17274,223008,73,86567,Yes
8825,564608,87,0,No
9985,120321,77,61041,Yes
25507,80621,52,90883,Yes
6665,407265,59,0,No
32015,703500,59,0,No
47535,695150,71,0,No
28852,716728,84,0,No
884,364858,75,0,No
29557,169199,89,49159,Yes
28832,494917,76,0,No
46720,471823,96,0,No
12559,426271,50,0,No
5891,682321,85,0,No
28170,627929,99,0,No
11383,573903,90,0,No
6423,135698,61,23117,Yes
31206,746369,98,0,No
30310,697135,70,0,No
42893,757893,83,0,No
34912,473171,70,0,No
16522,607586,87,0,No
48796,472518,82,0,No
38487,498010,53,0,No
34591,557107,56,0,No
2223,220878,62,76383,Yes
37508,205676,86,29675,Yes
10982,555393,86,0,No
22288,478762,90,0,No
17278,503244,67,0,No
44752,194620,88,94743,Yes
37691,358621,99,0,No
49046,336600,56,0,No
26684,350610,79,0,No
16351,417796,62,0,No
28093,770692,95,0,No
18720,260507,50,51729,Yes
12251,606847,80,0,No
7399,553764,61,0,No
14662,490031,98,0,No
43487,323787,59,0,No
47332,586751,57,0,No
44122,208831,79,34769,Yes
32136,661992,61,0,No
8844,606037,90,0,No
7885,501882,86,0,No
24210,221365,68,28581,Yes
8125,268440,63,86321,Yes
18476,424646,80,0,No
5310,356527,84,0,No
17203,55103,50,99793,Yes
14862,565268,56,0,No
16224,618080,54,0,No
36256,50947,52,77536,Yes
37804,109957,58,35742,Yes
46952,368822,67,0,No
19022,137857,62,38262,Yes
13671,726873,62,0,No
26642,722027,81,0,No
17894,590690,55,0,No
7054,702059,69,0,No
9463,346827,92,0,No
40988,567771,87,0,No
33110,112761,64,95521,Yes
12365,641951,57,0,No
5868,155558,75,29244,Yes
2593,722634,86,0,No
38953,399382,71,0,No
48067,763439,97,0,No
47049,363607,74,0,No
6064,53418,87,48440,Yes
21088,97049,93,62125,Yes
31478,401984,98,0,No
11228,406701,94,0,No
23395,511765,70,0,No
28696,135868,84,71231,Yes
13062,471397,51,0,No
41278,707540,80,0,No
3607,78490,60,33842,Yes
7137,154287,55,35803,Yes
36164,610429,91,0,No
46910,386877,64,0,No
1414,486690,79,0,No
43636,612500,60,0,No
19782,315840,80,0,No
15201,233737,92,85865,Yes
5472,204730,57,75161,Yes
44302,669001,53,0,No
45214,248007,72,45488,Yes
2730,725061,71,0,No
46429,323666,55,0,No
20942,64993,72,72537,Yes
33781,294574,74,40155,Yes
5162,297983,69,75106,Yes
11503,263327,50,24571,Yes
1877,579853,59,0,No
30631,61567,66,45727,Yes
19438,564083,95,0,No
23726,170683,77,65614,Yes
39184,111500,68,53345,Yes
36972,206871,63,87518,Yes
7441,106589,61,99313,Yes
27484,749112,52,0,No
14557,446403,53,0,No
38266,486406,99,0,No
18361,755258,53,0,No
14447,315260,91,0,No
4163,436430,66,0,No
35783,249723,97,42201,Yes
24349,504773,67,0,No
24277,635023,70,0,No
25876,393849,62,0,No
13025,380898,85,0,No
47747,503357,96,0,No
29796,496415,85,0,No
4192,223362,70,42216,Yes
20998,98411,54,68134,Yes
33632,564013,74,0,No
45820,717357,78,0,No
24844,100787,87,99803,Yes
27442,653401,76,0,No
45606,446798,62,0,No
42083,210749,62,62702,Yes
21299,79349,72,93461,Yes
15051,755289,63,0,No
18205,528626,76,0,No
11873,370101,63,0,No
22215,716142,60,0,No
12607,430971,66,0,No
21365,140189,55,71530,Yes
18691,423417,89,0,No
49076,93554,57,73885,Yes
27405,281288,96,24399,Yes
36730,113800,61,94750,Yes
3456,670836,59,0,No
793,296037,86,65602,Yes
16506,766412,56,0,No
27757,706196,80,0,No
31229,86198,82,55796,Yes
24280,234321,91,61625,Yes
49281,190505,56,70633,Yes
17820,323331,91,0,No
32002,728436,92,0,No
46555,79566,86,27237,Yes
29869,673473,61,0,No
19605,673026,93,0,No
6378,529261,83,0,No
49851,727046,80,0,No
4817,202910,55,33608,Yes
27093,173332,82,58696,Yes
26083,113479,77,40496,Yes
38717,625077,53,0,No
21120,738842,56,0,No
878,431132,65,0,No
44296,451142,55,0,No
45781,463251,82,0,No
39197,486243,77,0,No
42887,170270,52,69864,Yes
38284,210515,64,69008,Yes
7010,570534,62,0,No
42155,57123,60,89873,Yes
9294,779854,89,0,No
13618,569513,85,0,No
32663,589456,99,0,No
17395,583835,91,0,No
942,79408,75,20380,Yes
7632,350967,81,0,No
36198,688692,66,0,No
15905,433822,54,0,No
20272,752830,79,0,No
43889,575712,64,0,No
40258,81617,68,25369,Yes
11336,80397,58,77445,Yes
25508,358207,73,0,No
31470,261505,60,79771,Yes
11273,742054,66,0,No
46314,775070,75,0,No
25427,66706,64,99003,Yes
49852,242357,76,93733,Yes
39814,425167,98,0,No
5003,71532,93,39419,Yes
35467,551176,54,0,No
45162,701414,66,0,No
33964,791071,98,0,No
28430,723200,51,0,No
40282,420133,74,0,No
11457,728959,82,0,No
15232,190610,79,40707,Yes
37213,108233,81,91381,Yes
34820,321346,61,0,No
9852,270326,80,75567,Yes
10839,96420,98,27899,Yes
5476,397953,84,0,No
4077,258414,86,88983,Yes
48835,347743,76,0,No
10011,782557,68,0,No
38151,301071,63,0,No
34004,248280,88,24513,Yes
4516,244752,76,83535,Yes
30095,436702,83,0,No
12570,454678,62,0,No
42072,253400,83,75231,Yes
45067,769970,59,0,No
37328,712222,57,0,No
48045,172861,84,81952,Yes
33286,702581,51,0,No
25965,682722,51,0,No
22768,483487,92,0,No
13657,471259,58,0,No
10310,604667,89,0,No
42054,466994,63,0,No
43933,280729,51,74631,Yes
42226,297461,60,70723,Yes
22115,337219,73,0,No
41533,546339,54,0,No
39861,689241,77,0,No
20764,166168,69,73866,Yes
25018,666517,81,0,No
26213,600124,94,0,No
32024,230365,65,61338,Yes
45605,97721,78,71893,Yes
13630,721071,97,0,No
10891,607777,76,0,No
39647,462254,89,0,No
7094,166986,53,82005,Yes
27783,678209,74,0,No
7292,403212,98,0,No
40598,71165,79,80325,Yes
33800,133355,77,70000,Yes
18223,639482,80,0,No
14356,669126,67,0,No
12021,302983,77,0,No
2287,248559,58,34114,Yes
45261,100438,66,63654,Yes
362,91907,56,47219,Yes
36404,719534,63,0,No
16655,450955,91,0,No
18864,287928,71,84907,Yes
35307,244667,71,94989,Yes
41450,564321,93,0,No
38529,205468,56,81609,Yes
49416,174703,93,20625,Yes
24141,731758,68,0,No
15691,478818,74,0,No
15979,231609,73,52104,Yes
3475,587394,51,0,No
33545,217551,79,44381,Yes
4218,657594,91,0,No
44736,398414,65,0,No
38778,580097,70,0,No
11333,226192,90,86551,Yes
3378,793124,86,0,No
23975,420749,65,0,No
31485,319147,76,0,No
32639,653236,79,0,No
39832,533881,93,0,No
19951,700523,98,0,No
22228,674667,69,0,No
39576,383857,96,0,No
13606,143120,79,21985,Yes
36581,533917,66,0,No
12157,518286,79,0,No
20762,173769,95,97792,Yes
500,758817,88,0,No
35095,580506,84,0,No
4726,775868,98,0,No
1059,575188,61,0,No
30717,252093,67,89661,Yes
42760,612591,62,0,No
32695,167904,85,65643,Yes
27959,638384,63,0,No
17693,291469,51,62178,Yes
27361,573002,65,0,No
36186,271969,50,53307,Yes
2696,401804,72,0,No
33689,248170,81,42765,Yes
17327,69136,72,83390,Yes
5382,546814,70,0,No
38172,216262,52,33042,Yes
44603,442244,96,0,No
48746,265960,97,81689,Yes
19741,351207,86,0,No
38199,583229,85,0,No
17163,413452,72,0,No
39218,773054,60,0,No
45709,618444,62,0,No
45168,479634,76,0,No
21401,622225,50,0,No
11456,616879,67,0,No
18419,347048,75,0,No
39600,246407,86,34741,Yes
41133,467671,64,0,No
20323,296804,84,21269,Yes
44346,571244,87,0,No
13476,335334,62,0,No
49290,768148,84,0,No
47630,393040,59,0,No
6911,279605,78,61493,Yes
13735,588304,99,0,No
10269,774848,61,0,No
47433,594195,59,0,No
20353,604200,80,0,No
27765,318591,53,0,No
41623,507870,90,0,No
13365,341569,59,0,No
36590,419397,73,0,No
13011,598047,60,0,No
1225,155331,56,57396,Yes
18119,537873,80,0,No
12391,742251,98,0,No
3079,360409,79,0,No
11569,643751,67,0,No
2603,162316,78,31989,Yes
36770,157943,59,50337,Yes
40720,268679,98,87673,Yes
16087,516290,62,0,No
31622,118238,86,50793,Yes
30040,387397,54,0,No
33312,474083,61,0,No
3518,502599,71,0,No
34106,753542,62,0,No
44358,132987,57,42619,Yes
30515,89510,98,71034,Yes
18831,337558,57,0,No
44218,771282,85,0,No
20381,92068,50,24959,Yes
30427,59905,56,45821,Yes
30161,265359,53,80006,Yes
17045,390016,75,0,No
46127,153273,74,41504,Yes
40459,792392,52,0,No
27251,197704,62,20666,Yes
31247,489433,63,0,No
44747,484125,79,0,No
47266,327514,62,0,No
46055,138628,63,57887,Yes
48832,281139,79,59567,Yes
6986,726790,68,0,No
5725,194603,57,92768,Yes
46392,200068,56,56615,Yes
26231,264929,58,22631,Yes
8518,259213,87,92032,Yes
27089,513037,61,0,No
24388,241823,77,57126,Yes
24735,51076,91,40716,Yes
49617,727841,60,0,No
9806,64144,62,54676,Yes
4229,130216,61,79743,Yes
13516,192280,71,31707,Yes
14484,541286,80,0,No
28413,470313,50,0,No
34735,271915,89,86177,Yes
19082,592275,95,0,No
8761,400693,88,0,No
9783,428008,65,0,No
12567,540834,83,0,No
47554,300682,91,0,No
46766,368804,63,0,No
25454,606416,53,0,No
41349,128553,57,60130,Yes
23285,147026,60,82741,Yes
20295,338071,81,0,No
25920,488860,62,0,No
31434,491713,52,0,No
1063,161810,83,96678,Yes
1989,418680,93,0,No
6685,456019,92,0,No
8423,238478,86,90873,Yes
15079,147227,65,60802,Yes
7348,501486,95,0,No
21590,233392,59,95245,Yes
2023,484153,92,0,No
25902,521894,64,0,No
6838,141215,98,72806,Yes
21170,256982,50,36009,Yes
21546,86711,53,69145,Yes
15972,182820,65,56963,Yes
24361,538618,71,0,No
27363,86807,95,89884,Yes
15656,671046,80,0,No
45809,752392,76,0,No
41413,543561,93,0,No
49808,778047,96,0,No
19791,671661,55,0,No
3708,350955,58,0,No
19424,783692,52,0,No
2223,795021,70,0,No
15534,260011,88,67016,Yes
30483,522529,84,0,No
20387,652085,88,0,No
13432,157412,60,71539,Yes
43712,249575,94,64761,Yes
20861,419396,63,0,No
24662,190285,59,93192,Yes
24356,240704,64,37583,Yes
28510,553110,58,0,No
44484,521858,87,0,No
44449,757770,68,0,No
16782,336692,82,0,No
13050,282397,75,90117,Yes
14609,562310,72,0,No
44357,497870,54,0,No
799,196809,69,34701,Yes
28889,695385,74,0,No
24322,278362,56,55563,Yes
3210,596614,91,0,No
6437,790812,90,0,No
30761,551616,50,0,No
8216,146181,58,50034,Yes
19470,93934,97,39643,Yes
16186,583122,59,0,No
10008,159521,84,20704,Yes
28664,52481,84,68842,Yes
9990,455976,69,0,No
16419,783364,55,0,No
25012,520567,56,0,No
15956,525424,78,0,No
47146,774420,90,0,No
27067,698915,57,0,No
8093,161523,73,41962,Yes
43281,200951,66,41544,Yes
25566,632603,82,0,No
37842,361985,84,0,No
24799,776972,54,0,No
7358,66583,56,63096,Yes
6932,521001,85,0,No
39400,431220,74,0,No
8415,265645,72,26893,Yes
4495,571826,52,0,No
40755,444732,76,0,No
20628,559248,69,0,No
15967,530818,56,0,No
35109,292073,84,99017,Yes
22636,774545,94,0,No
6050,98120,60,44806,Yes
31551,343376,84,0,No
23123,339807,86,0,No
39823,434997,72,0,No
31801,126270,88,49473,Yes
12134,682853,83,0,No
46521,478019,62,0,No
18698,716896,51,0,No
17521,155817,62,25838,Yes
49442,488475,56,0,No
10203,237323,87,91553,Yes
22706,263378,67,98330,Yes
13744,529016,58,0,No
40618,353526,93,0,No
1498,451755,76,0,No
32924,621958,80,0,No
8914,254724,84,74455,Yes
19175,374608,91,0,No
38854,546441,58,0,No
38227,337584,52,0,No
29620,380286,80,0,No
26799,385421,58,0,No
29674,100473,57,48251,Yes
1381,787882,87,0,No
40993,121993,88,93075,Yes
45871,367031,65,0,No
13061,352793,57,0,No
4057,456211,65,0,No
19860,347264,74,0,No
35123,217678,73,53017,Yes
17477,355304,51,0,No
21708,631301,94,0,No
13445,678109,91,0,No
24393,550365,64,0,No
28432,370450,64,0,No
24939,55215,74,99969,Yes
41360,385513,67,0,No
26621,724219,92,0,No
3331,207374,85,99982,Yes
48324,86802,94,42683,Yes
38081,302465,89,0,No
12241,551458,93,0,No
19078,525198,82,0,No
9366,494699,77,0,No
39890,375784,84,0,No
6262,375117,59,0,No
36371,166745,64,91999,Yes
15063,125379,54,70071,Yes
49928,528775,73,0,No
33587,721581,72,0,No
32117,592827,80,0,No
43584,190362,56,37002,Yes
35397,111554,62,90850,Yes
29919,212068,71,86174,Yes
35996,770730,92,0,No
24423,356784,91,0,No
20114,133613,96,25827,Yes
1765,379786,89,0,No
48701,181907,67,90290,Yes
34332,574501,57,0,No
2186,545259,79,0,No
48880,742483,82,0,No
15986,668463,77,0,No
27913,119957,83,64822,Yes
41538,692445,52,0,No
42668,537590,59,0,No
30321,759775,98,0,No
46244,275756,61,92540,Yes
34088,391091,62,0,No
49655,200184,52,52698,Yes
28917,500935,98,0,No
17350,478759,70,0,No
38820,84896,62,59976,Yes
17665,212073,77,95361,Yes
16945,418507,72,0,No
35138,632756,64,0,No
10060,57912,52,92748,Yes
32537,439999,82,0,No
36808,561483,95,0,No
27671,66568,71,32483,Yes
21941,170591,71,55404,Yes
35269,53538,60,49888,Yes
47098,298156,86,60050,Yes
49251,486771,76,0,No
27635,463750,63,0,No
17331,797081,61,0,No
37703,234757,63,44439,Yes
49187,347974,92,0,No
49092,799669,72,0,No
46140,773470,53,0,No
25919,525790,90,0,No
6911,494525,99,0,No
14485,564880,62,0,No
29799,225994,87,32572,Yes
49967,425305,92,0,No
16803,116724,66,91798,Yes
26440,264042,71,51184,Yes
41563,726931,52,0,No
9262,698163,66,0,No
10093,205798,57,87866,Yes
30299,593696,89,0,No
955,259278,90,88904,Yes
20786,797211,56,0,No
4744,746464,71,0,No
26356,239853,80,64047,Yes
48139,257756,99,36901,Yes
31496,352594,89,0,No
47579,279746,86,25110,Yes
6078,747657,55,0,No
25768,274561,76,58524,Yes
47967,595753,69,0,No
49766,456153,59,0,No
29576,285720,90,31432,Yes
18899,199452,88,65859,Yes
14961,522527,80,0,No
49884,584311,77,0,No
1911,257099,73,77388,Yes
28972,165753,85,25310,Yes
24458,172613,96,44963,Yes
34580,140316,77,57882,Yes
35019,188265,68,56472,Yes
850,367566,89,0,No
10004,104746,81,69204,Yes
25906,95065,75,31612,Yes
5480,329700,83,0,No
22545,702771,67,0,No
1719,352713,63,0,No
24758,496614,56,0,No
25619,688867,97,0,No
16020,68881,67,24634,Yes
45974,237080,64,74295,Yes
15715,499499,98,0,No
18108,222997,71,47552,Yes
13436,357252,79,0,No
42585,349172,91,0,No
44112,565661,53,0,No
43806,464160,84,0,No
35504,765547,76,0,No
33107,741043,83,0,No
32940,540386,56,0,No
14054,82689,63,68002,Yes
2181,577807,94,0,No
46983,744782,80,0,No
42844,564869,79,0,No
37545,791736,97,0,No
630,130885,53,42793,Yes
43906,423167,63,0,No
19391,171477,55,71673,Yes
49120,378138,65,0,No
5279,395387,78,0,No
21542,84117,70,68432,Yes
14632,252030,64,35818,Yes
47205,165717,80,41908,Yes
34273,605308,70,0,No
34349,232350,65,40562,Yes
8476,469445,98,0,No
44148,545470,69,0,No
37659,408356,85,0,No
48518,628606,91,0,No
2104,542487,56,0,No
25229,398662,66,0,No
30777,638514,72,0,No
16344,117628,93,42533,Yes
25426,626286,77,0,No
28100,745072,83,0,No
19097,596551,60,0,No
37365,755302,77,0,No
23038,167980,71,82320,Yes
21712,210618,98,75559,Yes
31881,644174,51,0,No
7469,640723,53,0,No
29096,178830,89,92964,Yes
18236,227104,66,37735,Yes
30224,534545,82,0,No
18352,52769,97,31135,Yes
14321,603115,63,0,No
49428,202512,68,63577,Yes
9569,667943,88,0,No
43212,516244,55,0,No
45376,387663,83,0,No
34485,658025,66,0,No
19073,482069,80,0,No
31149,63863,81,79068,Yes
6340,652629,67,0,No
8216,664431,63,0,No
21028,329134,72,0,No
17547,570708,71,0,No
49184,562429,74,0,No
42156,358068,87,0,No
3639,177537,73,44174,Yes
38260,181136,85,75807,Yes
20663,553418,69,0,No
5898,579003,78,0,No
8790,72608,94,93681,Yes
27062,76204,59,44293,Yes
31800,371581,58,0,No
6725,298409,90,23412,Yes
6272,126031,64,45267,Yes
30800,325862,99,0,No
5612,532347,68,0,No
4814,201461,58,33387,Yes
16207,127428,80,91005,Yes
29200,649883,60,0,No
49537,486123,62,0,No
21239,396665,52,0,No
4162,597376,58,0,No
32089,444926,58,0,No
35042,772225,78,0,No
35978,72060,93,79703,Yes
17651,708422,75,0,No
30671,153813,57,40648,Yes
31359,582736,98,0,No
2309,581058,93,0,No
13379,657732,55,0,No
45024,718492,85,0,No
16201,667569,55,0,No
14030,549435,54,0,No
42238,109365,65,51609,Yes
21642,600111,62,0,No
44952,170213,88,73741,Yes
8585,328224,94,0,No
21554,560111,67,0,No
13373,446956,69,0,No
11655,739368,71,0,No
16831,189674,61,84402,Yes
17593,231683,81,30865,Yes
45306,709682,66,0,No
27268,469778,74,0,No
31312,794352,89,0,No
9031,420388,94,0,No
49407,113211,71,30135,Yes
29795,126605,63,27862,Yes
33549,463241,79,0,No
10727,170534,74,27859,Yes
5960,245170,56,46057,Yes
46081,409947,94,0,No
37509,198654,95,54044,Yes
29198,70608,95,76765,Yes
21486,293227,97,93978,Yes
31087,108260,74,49930,Yes
49677,546126,65,0,No
5245,349941,69,0,No
10861,527244,92,0,No
28038,747702,87,0,No
11988,77554,84,95128,Yes
7860,220701,84,42228,Yes
1786,411079,81,0,No
48357,334736,95,0,No
4952,643487,83,0,No
40303,750437,63,0,No
28155,81736,50,65559,Yes
6513,626855,77,0,No
37006,495869,54,0,No
44275,82756,58,95698,Yes
36654,114635,56,44156,Yes
36676,600266,78,0,No
24532,465746,97,0,No
11748,715926,87,0,No
46852,430998,95,0,No
30783,453616,90,0,No
18898,762237,93,0,No
3533,416167,78,0,No
6590,735784,99,0,No
1123,471451,90,0,No
6223,549086,52,0,No
27499,469894,73,0,No
33073,439778,80,0,No
45363,273408,85,47517,Yes
43895,95923,85,64861,Yes
13255,748728,68,0,No
17595,311151,62,0,No
21290,306413,67,0,No
45212,739477,94,0,No
13758,528689,53,0,No
15429,122694,93,48417,Yes
6397,313162,54,0,No
18424,520196,57,0,No
27635,148494,84,34553,Yes
45593,450181,50,0,No
30317,735909,90,0,No
44016,353468,58,0,No
25072,123679,77,67747,Yes
37161,233866,63,73909,Yes
31840,518913,81,0,No
25177,218298,74,37637,Yes
25222,554933,91,0,No
17213,517333,65,0,No
15307,671276,51,0,No
47859,127136,99,73956,Yes
34526,639546,52,0,No
39221,150457,87,96107,Yes
36727,464873,81,0,No
43718,382647,56,0,No
21594,545160,87,0,No
14025,729898,94,0,No
27693,429604,92,0,No
10055,691467,56,0,No
39902,782848,88,0,No
17020,708580,78,0,No
27930,506681,82,0,No
39092,492313,98,0,No
29477,191150,99,66147,Yes
24971,576314,62,0,No
34198,234504,60,35236,Yes
16272,231276,58,44382,Yes
43936,175223,82,90728,Yes
18813,693710,56,0,No
44352,537055,96,0,No
13399,79534,65,95898,Yes
39571,526587,95,0,No
7626,186983,62,65274,Yes
34433,152992,55,86471,Yes
24603,430581,66,0,No
35063,509737,59,0,No
18630,745772,75,0,No
36741,332190,93,0,No
18262,605295,70,0,No
23333,259555,93,70344,Yes
28878,187344,62,26974,Yes
37935,131996,51,39585,Yes
27234,759621,70,0,No
33892,376423,64,0,No
36487,456750,56,0,No
10074,635349,74,0,No
34575,433391,60,0,No
40229,609317,95,0,No
46294,62189,88,80314,Yes
22928,224762,97,46243,Yes
1821,417979,89,0,No
11020,221966,54,91556,Yes
41046,220171,74,69798,Yes
39882,192388,72,85664,Yes
48065,408260,66,0,No
39183,151840,78,38179,Yes
46308,423071,54,0,No
23356,430921,89,0,No
30348,282137,79,50252,Yes
21146,171942,58,92022,Yes
1070,426911,69,0,No
18025,534656,86,0,No
16820,784269,96,0,No
39399,487039,73,0,No
20912,279761,65,52257,Yes
1243,483172,92,0,No
3739,515854,50,0,No
20463,168312,71,79478,Yes
23668,400509,95,0,No
14466,213672,57,64340,Yes
22548,733612,87,0,No
14997,148101,76,80332,Yes
12169,684150,67,0,No
12513,633463,79,0,No
11968,314619,94,0,No
42030,593701,87,0,No
27252,492058,63,0,No
42166,180825,79,95635,Yes
8397,250647,55,53463,Yes
17249,114070,71,48053,Yes
16551,385552,76,0,No
16222,157702,72,23385,Yes
7889,284614,53,42407,Yes
49181,427144,86,0,No
18730,323525,72,0,No
19515,295312,60,67940,Yes
10383,384482,92,0,No
38149,117064,69,91793,Yes
25488,612100,89,0,No
9583,228297,56,61801,Yes
24386,271999,74,71016,Yes
14448,140826,77,72898,Yes
10049,525171,79,0,No
32681,318444,66,0,No
1095,681900,90,0,No
13517,383093,73,0,No
15628,792646,60,0,No
35982,598154,92,0,No
47355,484705,92,0,No
5428,382792,93,0,No
42534,397189,81,0,No
49880,332084,73,0,No
41044,418970,78,0,No
16290,327845,85,0,No
37349,386981,83,0,No
17815,756044,68,0,No
46277,682459,76,0,No
44986,586688,87,0,No
40611,545545,65,0,No
2202,754008,64,0,No
23485,610711,63,0,No
40048,597003,78,0,No
11372,351559,87,0,No
3956,75689,81,58095,Yes
10957,79965,66,38402,Yes
35601,69509,50,43608,Yes
5793,107782,74,36738,Yes
34176,555665,63,0,No
2784,80169,74,80859,Yes
3859,376257,87,0,No
46921,401042,72,0,No
40362,573750,99,0,No
27631,81885,89,73628,Yes
42089,743852,72,0,No
46825,205335,94,52086,Yes
13225,133394,97,27002,Yes
48687,286875,92,87807,Yes
14841,340046,80,0,No
40714,195522,73,38200,Yes
32265,322466,78,0,No
43840,259516,89,82371,Yes
26865,68595,50,40976,Yes
33330,183211,93,90276,Yes
40145,715454,94,0,No
4231,324686,99,0,No
22171,97863,76,48210,Yes
36094,130236,99,29188,Yes
14590,477654,72,0,No
13808,763301,81,0,No
3099,219438,75,42205,Yes
30205,261231,90,34097,Yes
6081,90505,88,46941,Yes
22553,526743,61,0,No
29603,766001,81,0,No
40623,788428,96,0,No
40674,543100,91,0,No
27320,551140,85,0,No
39509,614063,55,0,No
18200,799479,79,0,No
48903,381209,82,0,No
7541,268292,94,74921,Yes
25076,224668,52,90172,Yes
28478,330903,77,0,No
38094,577862,59,0,No
26111,501737,51,0,No
14805,115952,86,67559,Yes
36839,644326,75,0,No
40502,427629,62,0,No
9615,585545,54,0,No
1662,342565,67,0,No
37818,308208,82,0,No
11979,457948,68,0,No
18647,764366,76,0,No
30336,692443,50,0,No
34332,638999,56,0,No
32552,562655,99,0,No
32872,388873,73,0,No
11091,384639,63,0,No
24822,360694,62,0,No
20866,389338,61,0,No
4169,171298,83,53279,Yes
14055,791259,66,0,No
18242,170203,57,48899,Yes
3882,284278,52,20311,Yes
28896,571461,50,0,No
29855,626170,76,0,No
24753,759105,68,0,No
2442,368665,61,0,No
9115,791091,73,0,No
11909,291918,81,45082,Yes
23715,302816,70,0,No
40520,781171,60,0,No
43331,292960,75,30748,Yes
37458,310722,87,0,No
39376,77975,57,90119,Yes
49066,448349,74,0,No
45405,668748,68,0,No
5451,137057,56,72925,Yes
29338,759481,99,0,No
6531,524811,76,0,No
33588,768828,72,0,No
20795,117497,83,80818,Yes
37634,278061,66,39028,Yes
19471,128260,55,24402,Yes
34670,139076,99,46022,Yes
29345,112697,52,25463,Yes
26555,154158,89,48556,Yes
25483,200388,63,36238,Yes
44052,772747,89,0,No
4339,120080,65,66691,Yes
36848,109383,70,78831,Yes
40238,369485,84,0,No
24908,657285,88,0,No
33595,515031,60,0,No
367,634035,65,0,No
33200,550201,55,0,No
39397,730123,56,0,No
28741,176531,65,50371,Yes
49340,235939,89,46133,Yes
8987,477200,89,0,No
35735,148077,75,96610,Yes
48788,390173,59,0,No
35198,232720,56,49526,Yes
25055,675606,86,0,No
21570,270946,76,83662,Yes
24685,566962,88,0,No
32757,258196,66,67377,Yes
13012,213319,77,95468,Yes
2345,74594,97,97283,Yes
1988,345417,63,0,No
9997,307272,93,0,No
24167,517603,58,0,No
16620,747254,56,0,No
14995,312384,64,0,No
36189,745506,67,0,No
27328,730401,69,0,No
34624,371125,92,0,No
37998,429296,94,0,No
4337,699047,68,0,No
14298,683688,97,0,No
42976,115367,71,79314,Yes
29456,342257,95,0,No
41464,431275,92,0,No
45271,462724,54,0,No
22595,382071,67,0,No
3429,641838,90,0,No
41320,150616,58,53470,Yes
8940,268322,57,91029,Yes
2908,546984,78,0,No
6643,80038,99,84940,Yes
11007,751613,87,0,No
36280,497919,87,0,No
48470,81677,80,82925,Yes
49181,412224,77,0,No
17075,162294,81,76026,Yes
46032,353423,86,0,No
22698,398278,58,0,No
39118,682919,98,0,No
992,173715,58,33601,Yes
19298,95300,96,67727,Yes
16970,761176,78,0,No
35414,527446,80,0,No
22317,670255,52,0,No
35460,494853,64,0,No
30115,397344,67,0,No
47410,202075,61,26082,Yes
31544,320847,78,0,No
28460,765902,80,0,No
40794,328637,64,0,No
45544,370284,54,0,No
17175,431238,67,0,No
18571,131545,56,83166,Yes
32174,485129,55,0,No
30441,255890,75,61201,Yes
46111,400527,98,0,No
43287,163896,86,49134,Yes
27844,738466,67,0,No
48636,474993,90,0,No
33018,494728,91,0,No
36016,596510,54,0,No
8584,488490,92,0,No
27088,116589,75,73196,Yes
10124,563066,63,0,No
19230,633635,78,0,No
22415,109180,85,41943,Yes
22627,787906,84,0,No
13329,388508,72,0,No
19997,368882,54,0,No
40975,240852,99,60440,Yes
42730,303000,96,0,No
6391,305694,87,0,No
9573,711736,90,0,No
49045,403519,94,0,No
5247,452763,91,0,No
1657,467373,74,0,No
18632,134141,82,32622,Yes
1163,70173,89,36936,Yes
43210,530041,99,0,No
18797,457077,53,0,No
25142,128114,89,75980,Yes
24404,99458,85,88937,Yes
46313,567031,98,0,No
16114,538778,91,0,No
20448,247780,64,75811,Yes
12218,249076,74,71710,Yes
9359,380880,58,0,No
