user_id,subscription_plan,monthly_fee,months_active,churn_risk
33046,Free,499,10,Low
49874,Basic,0,35,High
20346,Premium,499,31,High
13651,Basic,499,21,High
44527,Premium,0,6,Low
29521,Free,499,34,Low
46015,Premium,999,11,High
2182,Free,0,19,High
7330,Basic,999,2,High
16653,Basic,0,7,High
59719,Free,499,1,Low
12250,Basic,499,32,High
22938,Free,499,9,Low
30616,Premium,499,9,High
44845,Free,0,19,Low
35942,Basic,999,22,Low
35256,Basic,499,6,Low
34407,Free,999,14,Low
23940,Premium,999,14,High
35945,Basic,0,21,Low
55616,Free,999,6,Low
16254,Free,499,2,Low
35219,Basic,0,24,Low
37811,Premium,499,10,Low
30967,Basic,499,2,High
50851,Premium,499,24,High
43410,Free,999,9,High
42587,Free,999,27,Low
27413,Basic,0,21,High
49089,Free,0,2,Low
19291,Free,999,22,Low
7555,Free,499,6,Low
57986,Basic,999,33,Low
8462,Free,0,34,High
58645,Basic,999,12,Low
58806,Premium,0,26,High
39501,Premium,999,16,Low
29215,Premium,499,21,Low
19228,Basic,0,18,High
50468,Basic,499,29,Low
8530,Premium,0,3,Low
35808,Premium,0,28,Low
56136,Premium,499,27,Low
11020,Free,0,29,Low
31641,Free,499,23,Low
43628,Free,999,10,High
45151,Free,0,28,Low
132,Free,999,13,High
22980,Premium,0,9,High
19376,Free,499,33,Low
26680,Premium,499,10,High
52552,Basic,499,11,High
37362,Basic,499,30,Low
54942,Free,499,7,Low
39545,Free,999,17,Low
13564,Premium,0,1,High
51185,Premium,0,18,Low
26094,Free,999,31,High
39332,Free,499,33,Low
17538,Free,999,8,Low
35131,Free,999,30,Low
47735,Basic,499,16,Low
293,Basic,499,2,Low
3872,Free,499,11,Low
29090,Free,999,11,Low
56917,Free,999,1,Low
16682,Basic,999,34,High
6777,Premium,0,10,Low
55450,Basic,499,28,High
52045,Free,999,30,High
471,Free,0,18,Low
19628,Premium,0,20,High
37152,Free,999,33,Low
7628,Basic,0,7,Low
32364,Premium,499,13,Low
14242,Free,499,20,Low
11412,Basic,999,7,High
51984,Free,499,24,High
27481,Premium,999,17,High
53099,Premium,999,3,Low
14727,Premium,999,5,Low
18833,Free,499,30,Low
6347,Premium,999,1,Low
45195,Basic,499,13,Low
27613,Basic,0,23,High
8666,Free,0,10,Low
11616,Premium,0,18,Low
49676,Basic,999,21,High
25271,Free,999,17,High
43066,Premium,999,19,Low
54262,Premium,999,23,High
13391,Free,0,28,High
48194,Premium,499,14,Low
32269,Basic,999,25,Low
25163,Premium,999,28,Low
26528,Free,499,31,Low
2018,Premium,999,33,Low
43618,Basic,0,22,Low
23874,Basic,0,29,Low
16864,Premium,999,23,Low
19163,Premium,0,31,High
11574,Free,499,20,High
28734,Premium,999,3,High
44887,Premium,999,27,Low
44636,Premium,499,28,Low
19920,Free,499,21,Low
45648,Premium,999,32,Low
20819,Basic,499,12,Low
24643,Premium,0,8,Low
9807,Premium,499,3,High
21402,Free,999,33,High
58646,Free,999,21,Low
24795,Free,0,16,Low
31692,Basic,0,7,Low
1695,Basic,0,33,Low
25844,Free,0,16,High
14448,Premium,0,1,High
20558,Premium,999,8,Low
20522,Free,0,26,Low
24054,Free,999,20,Low
46518,Premium,499,17,Low
55005,Free,999,3,Low
18763,Free,999,12,Low
51110,Premium,0,12,High
6095,Basic,0,25,Low
26763,Basic,999,1,Low
44522,Free,0,33,High
26382,Premium,999,13,High
2961,Free,499,24,High
18637,Free,499,6,High
40755,Basic,999,1,High
1734,Basic,499,9,Low
2557,Free,0,4,High
13624,Premium,499,1,High
52929,Basic,499,25,Low
55204,Free,499,1,High
22787,Premium,0,26,Low
58649,Free,0,12,High
28911,Premium,999,30,Low
17280,Basic,499,31,Low
48359,Basic,999,23,Low
34408,Free,0,1,High
2631,Premium,999,9,High
57483,Premium,999,10,High
13022,Free,999,26,High
17884,Free,999,14,Low
16069,Free,499,6,High
26767,Basic,499,21,High
32676,Basic,0,17,Low
37365,Premium,999,18,High
28103,Basic,499,9,Low
37421,Premium,0,26,Low
2016,Premium,499,13,High
24164,Basic,999,7,High
56584,Free,499,35,High
1841,Premium,499,5,High
18837,Free,499,13,Low
1924,Free,999,12,Low
54369,Free,999,13,Low
3320,Premium,0,6,High
4309,Premium,999,35,High
5331,Premium,499,23,Low
27731,Basic,999,35,Low
44680,Premium,0,35,Low
54911,Free,499,16,Low
559,Premium,0,8,Low
16423,Free,499,9,High
10158,Basic,499,27,Low
1105,Free,499,30,Low
6030,Free,0,10,Low
42637,Free,999,3,Low
1118,Free,0,6,Low
17829,Basic,999,25,Low
25185,Premium,0,23,High
56057,Premium,999,8,Low
40433,Premium,0,16,Low
28588,Basic,499,12,Low
37597,Premium,0,7,High
43314,Basic,999,2,Low
21675,Free,999,27,Low
31087,Basic,999,24,Low
42791,Premium,499,14,High
16501,Premium,0,12,Low
40735,Basic,999,35,Low
57227,Premium,499,24,High
260,Basic,0,25,Low
33671,Premium,499,5,Low
18770,Basic,499,32,Low
36788,Basic,999,32,Low
54768,Basic,499,1,Low
14428,Premium,999,34,High
18395,Basic,999,22,Low
28746,Basic,499,23,Low
2077,Free,0,35,High
22762,Free,499,35,Low
56647,Basic,0,12,Low
57165,Basic,499,14,Low
24991,Premium,499,34,Low
27606,Premium,499,33,High
28945,Premium,999,7,Low
57961,Basic,0,9,Low
2643,Free,0,2,Low
2433,Free,0,13,Low
12288,Premium,999,29,Low
6579,Free,499,6,Low
16401,Free,0,18,Low
53850,Free,0,9,High
47300,Premium,999,24,Low
12092,Free,999,31,Low
10606,Basic,499,2,Low
2067,Basic,0,16,Low
39606,Basic,0,25,Low
38578,Free,499,25,Low
52051,Free,499,23,High
52943,Premium,999,20,Low
19955,Basic,0,25,High
24147,Basic,0,34,Low
4615,Basic,999,1,High
51056,Premium,999,15,High
27539,Free,999,28,Low
7963,Premium,999,18,High
42800,Premium,0,6,Low
48789,Basic,499,12,High
40417,Premium,0,8,High
23566,Basic,0,35,Low
47268,Premium,499,31,High
1242,Free,499,19,Low
39309,Basic,499,21,High
12728,Premium,0,15,High
46016,Basic,0,26,High
38155,Free,999,34,High
53411,Premium,0,1,Low
52126,Premium,999,7,Low
42627,Premium,999,35,High
15516,Basic,0,8,Low
36146,Premium,0,32,Low
42264,Free,999,1,Low
29792,Free,499,19,High
14949,Free,0,16,Low
14073,Free,499,23,High
45531,Premium,999,28,Low
58567,Basic,999,21,Low
57808,Premium,499,33,Low
4024,Free,0,1,Low
51905,Basic,0,18,Low
17449,Free,999,9,Low
44726,Basic,999,13,Low
21997,Premium,499,5,Low
44427,Basic,499,4,Low
8381,Free,0,22,Low
13302,Free,499,5,High
52176,Free,499,4,Low
27272,Basic,999,30,Low
3798,Premium,499,17,High
51074,Free,499,31,High
45234,Free,999,17,Low
27101,Free,0,24,Low
47265,Premium,999,21,High
37966,Basic,0,30,High
29275,Premium,499,5,High
8668,Basic,999,28,Low
18907,Basic,0,26,Low
12515,Free,0,6,Low
34986,Free,999,22,High
8440,Premium,999,28,Low
56677,Free,499,5,Low
10667,Free,0,13,Low
13640,Free,999,26,High
36805,Premium,999,11,High
44030,Free,499,5,High
1346,Basic,499,2,High
32832,Free,499,4,Low
14833,Basic,0,32,High
15389,Free,499,13,Low
18653,Basic,999,23,Low
35202,Premium,999,25,High
58383,Premium,999,7,High
44431,Basic,999,15,High
43220,Free,0,24,Low
48599,Free,499,23,Low
11506,Basic,499,6,Low
53335,Premium,499,17,Low
50627,Free,999,35,Low
11808,Basic,0,3,High
34801,Basic,0,7,Low
8140,Premium,0,1,High
12691,Free,0,17,High
33286,Free,0,10,High
50196,Basic,999,4,Low
9902,Premium,999,31,Low
50809,Basic,0,1,Low
18190,Premium,0,35,High
12944,Premium,0,4,High
51345,Premium,499,1,Low
32382,Free,499,35,Low
33718,Basic,0,35,High
25496,Free,499,27,Low
15852,Free,499,22,High
53519,Basic,499,19,Low
37003,Free,0,27,Low
23792,Free,0,35,Low
4646,Free,999,24,Low
13156,Premium,999,26,High
30356,Basic,0,21,High
41989,Basic,499,33,Low
31049,Premium,999,11,Low
4235,Free,499,3,High
44588,Basic,999,19,Low
48670,Basic,0,22,Low
9797,Free,0,2,High
36492,Basic,999,32,High
40345,Premium,999,11,High
53349,Premium,999,10,High
11184,Basic,499,22,Low
13916,Basic,999,23,High
30666,Premium,0,8,Low
54513,Basic,999,20,Low
40524,Basic,0,6,High
54294,Free,999,9,High
16480,Basic,999,7,High
35473,Free,0,20,Low
15929,Premium,499,28,High
31575,Premium,999,3,High
2158,Basic,999,10,High
7258,Free,999,7,High
37581,Free,999,12,Low
50517,Basic,0,28,Low
1477,Premium,0,17,Low
11181,Free,0,10,Low
33928,Premium,499,17,Low
9356,Premium,499,3,Low
59340,Basic,999,7,High
22117,Basic,0,5,High
11010,Free,0,25,Low
56984,Premium,0,30,Low
47140,Free,0,27,Low
57861,Basic,499,28,High
42293,Free,499,30,Low
9839,Basic,999,31,Low
32572,Premium,999,17,Low
52719,Free,499,28,High
47110,Free,999,35,Low
48098,Free,999,19,Low
13216,Basic,999,23,Low
14495,Basic,999,24,High
53293,Premium,999,22,Low
1806,Free,999,35,Low
40030,Basic,0,9,High
54134,Free,0,30,Low
32050,Basic,499,25,Low
48803,Premium,499,25,Low
5948,Free,999,20,Low
40350,Free,0,24,Low
429,Basic,499,5,Low
49788,Premium,999,16,High
190,Basic,999,17,Low
40172,Free,0,21,High
2903,Basic,999,22,High
11817,Free,999,8,High
13059,Free,999,1,High
34232,Basic,0,5,Low
43372,Premium,0,15,High
40211,Basic,0,9,Low
15786,Basic,0,9,Low
18558,Premium,499,26,High
5222,Free,0,1,High
21505,Premium,999,15,Low
44243,Basic,0,27,Low
43812,Premium,0,1,High
2753,Free,499,8,High
18056,Free,499,1,High
56141,Free,499,32,High
49838,Free,999,4,Low
11777,Basic,499,35,Low
35977,Basic,0,19,High
18822,Basic,999,13,High
27370,Premium,0,32,High
15343,Free,499,12,Low
46916,Premium,999,30,Low
13595,Basic,999,1,Low
9699,Premium,999,16,Low
31787,Basic,999,32,High
31847,Premium,0,32,High
30223,Free,499,16,Low
15771,Free,499,7,Low
9223,Premium,0,25,Low
49845,Free,999,2,Low
44536,Free,999,17,High
280,Free,0,4,Low
5433,Premium,499,30,High
12907,Basic,999,15,High
39849,Premium,0,16,High
36057,Free,499,17,Low
17625,Basic,0,12,Low
19382,Free,0,27,High
40777,Basic,999,4,High
45869,Premium,999,23,High
42381,Premium,0,2,High
26410,Basic,0,10,High
57213,Basic,999,19,Low
13582,Free,499,29,High
27481,Free,499,31,High
10178,Premium,0,25,Low
33843,Free,499,28,Low
38407,Basic,499,5,High
57361,Basic,999,1,Low
54607,Premium,999,21,Low
55910,Basic,499,21,Low
31137,Basic,499,31,High
311,Premium,0,17,Low
51676,Free,0,31,High
305,Basic,999,13,Low
26655,Premium,999,33,Low
55792,Basic,499,15,Low
54550,Basic,499,4,Low
6763,Basic,499,29,High
37544,Premium,999,12,Low
52747,Free,0,19,Low
56521,Basic,0,14,Low
54965,Basic,499,24,High
5817,Free,0,15,Low
20717,Basic,999,28,High
29174,Premium,999,26,Low
59032,Free,999,31,Low
28635,Basic,999,12,Low
282,Premium,999,5,High
44417,Basic,999,13,High
38514,Premium,499,23,High
45095,Premium,499,20,High
35416,Basic,499,28,Low
32180,Free,499,13,Low
16967,Free,999,19,Low
36701,Basic,499,32,High
53828,Free,499,10,Low
16884,Free,999,10,Low
16678,Free,999,24,Low
8996,Free,499,30,Low
44488,Premium,499,25,Low
59016,Free,0,11,Low
45515,Free,999,25,High
34550,Basic,999,14,High
10378,Free,0,33,High
53286,Basic,999,9,High
50140,Basic,499,6,High
56083,Free,499,17,Low
786,Free,499,12,High
46209,Premium,0,7,High
10219,Basic,0,31,High
5808,Premium,999,2,Low
12189,Premium,499,16,High
4507,Basic,499,32,Low
52498,Premium,999,20,Low
2912,Free,499,33,Low
23615,Premium,499,35,High
43090,Premium,999,17,Low
32225,Free,0,28,High
53410,Free,0,35,Low
4424,Premium,0,12,Low
36792,Premium,499,12,Low
50081,Premium,999,4,High
16078,Basic,0,11,High
12028,Premium,999,15,Low
40311,Basic,0,2,Low
59116,Basic,999,4,High
24414,Free,499,34,Low
5167,Basic,0,20,High
1532,Basic,999,11,High
38356,Basic,499,18,High
22725,Free,999,20,High
27246,Premium,0,10,High
11060,Premium,499,2,High
44362,Basic,499,1,Low
19857,Premium,499,24,Low
56653,Free,999,21,Low
53483,Basic,999,2,High
47138,Premium,999,33,Low
42883,Premium,999,22,Low
29747,Premium,999,12,High
57986,Basic,499,8,Low
1171,Free,0,1,High
36596,Basic,499,16,Low
18698,Basic,999,30,Low
17511,Basic,499,18,Low
33777,Basic,499,2,Low
511,Basic,999,18,High
24167,Premium,499,34,Low
53095,Basic,999,26,Low
40840,Free,0,28,Low
39271,Free,0,26,High
5265,Free,499,30,High
37905,Premium,499,7,High
59547,Premium,999,11,High
33723,Premium,999,22,Low
38602,Basic,499,26,High
23820,Premium,999,17,Low
1628,Free,0,4,High
28305,Free,0,35,High
30164,Free,0,31,Low
58234,Basic,999,7,High
23818,Premium,499,31,Low
46081,Free,499,32,High
31982,Free,999,27,High
18430,Premium,0,4,High
44080,Basic,999,7,Low
31907,Basic,0,28,Low
32407,Premium,999,29,Low
5027,Premium,499,31,Low
97,Basic,0,24,High
36735,Premium,499,26,Low
8683,Premium,499,29,High
21503,Free,999,25,High
40961,Basic,999,12,High
15474,Free,0,18,Low
49921,Premium,0,9,High
15976,Basic,0,34,High
37771,Premium,499,15,High
41252,Free,499,28,High
15772,Premium,0,19,High
28508,Basic,0,26,High
53304,Premium,499,34,Low
54683,Premium,999,27,Low
17414,Basic,499,24,High
21145,Free,499,1,Low
14410,Free,999,8,Low
34302,Premium,999,19,Low
46198,Free,0,8,High
11328,Premium,0,32,Low
57989,Basic,0,22,High
20896,Basic,999,18,Low
19362,Basic,999,29,Low
14267,Free,999,29,High
55104,Free,499,18,Low
55627,Premium,999,28,High
38371,Basic,999,26,High
59318,Premium,499,19,Low
3056,Basic,999,2,High
55867,Free,499,21,High
18031,Free,0,12,High
51056,Free,0,30,Low
34766,Premium,0,27,High
18131,Free,499,16,Low
669,Basic,0,33,High
2060,Free,999,26,High
33070,Free,499,9,High
32873,Basic,499,12,High
11138,Free,999,26,Low
44051,Premium,999,33,Low
54351,Premium,499,25,Low
6364,Premium,499,11,Low
49876,Basic,999,32,High
29945,Premium,999,25,Low
5686,Free,999,5,Low
51587,Premium,0,29,Low
22825,Premium,499,5,Low
49576,Free,0,15,Low
8757,Basic,0,1,High
43460,Basic,499,32,Low
20326,Premium,0,19,Low
7158,Basic,499,26,Low
10994,Premium,0,5,High
51273,Free,0,18,Low
3481,Premium,999,2,Low
9116,Premium,499,5,High
33042,Free,999,21,High
40160,Premium,0,25,High
57269,Free,499,26,Low
14297,Basic,499,25,Low
52336,Basic,499,11,Low
44369,Basic,499,18,High
38490,Basic,0,30,High
52752,Premium,999,29,Low
57444,Premium,999,33,Low
47857,Free,999,14,High
14563,Premium,499,28,Low
55437,Basic,999,16,Low
42789,Basic,499,22,High
15304,Premium,499,26,High
32629,Free,499,9,Low
43183,Basic,499,34,High
16549,Free,499,3,High
50765,Basic,0,9,Low
55129,Basic,999,10,High
23414,Basic,499,6,Low
38113,Basic,999,35,Low
32639,Free,0,28,High
36477,Basic,0,15,Low
41302,Free,0,33,Low
44679,Free,0,31,High
9217,Free,0,22,Low
26150,Basic,0,26,Low
55846,Basic,999,4,Low
23195,Basic,999,23,High
50631,Basic,499,15,Low
6693,Basic,0,16,Low
22540,Basic,0,28,Low
19070,Basic,999,32,High
17437,Free,0,28,Low
33562,Free,499,13,High
11789,Premium,0,17,Low
55568,Free,0,6,Low
13632,Basic,499,10,Low
44294,Basic,0,34,High
35919,Basic,999,27,Low
24292,Free,499,8,Low
42694,Premium,0,1,High
43559,Premium,0,32,High
42765,Basic,499,19,High
24785,Premium,499,5,Low
37958,Premium,499,33,Low
40380,Basic,499,34,High
2932,Free,499,30,Low
7126,Basic,999,25,Low
59714,Free,499,21,High
2764,Basic,0,35,Low
28506,Premium,999,8,Low
45847,Premium,499,31,Low
42374,Free,0,25,High
27821,Free,499,24,Low
51067,Free,999,4,Low
57926,Basic,499,30,Low
41498,Free,499,17,High
3493,Free,999,30,High
41770,Free,0,21,High
59422,Free,0,19,Low
4268,Basic,0,26,Low
6755,Basic,999,29,High
37106,Free,0,16,High
44390,Free,499,9,Low
36329,Basic,0,24,High
10894,Free,999,31,Low
3797,Free,999,30,Low
5147,Free,499,23,Low
22188,Free,999,19,Low
39392,Free,499,6,High
57212,Free,999,6,Low
30421,Basic,0,4,Low
2328,Free,499,1,Low
10899,Premium,499,30,High
16369,Basic,499,33,High
5307,Basic,0,34,High
13366,Premium,499,28,Low
56164,Basic,499,24,High
57629,Free,0,17,Low
56999,Premium,999,9,High
35708,Free,0,24,High
13382,Free,0,19,Low
21848,Free,499,4,High
40152,Basic,0,30,Low
30010,Premium,499,10,Low
6791,Basic,499,30,Low
37025,Basic,0,18,Low
53097,Basic,499,30,Low
28274,Premium,0,2,Low
34916,Premium,499,22,High
34196,Premium,0,34,Low
47774,Premium,499,15,Low
31274,Basic,999,23,Low
24691,Basic,499,9,High
37048,Premium,999,26,Low
25235,Premium,0,16,High
23205,Free,499,32,Low
43409,Free,499,11,Low
17042,Basic,999,10,High
5364,Free,499,9,Low
36780,Basic,0,27,High
21297,Free,499,17,Low
44406,Free,999,22,High
52584,Premium,499,18,High
32582,Basic,0,14,High
54972,Basic,999,9,High
32701,Premium,999,4,High
17989,Basic,999,31,Low
31217,Free,0,25,High
48893,Basic,999,33,Low
13184,Premium,499,30,High
53391,Premium,499,3,Low
46010,Premium,0,21,Low
43299,Free,499,20,Low
2122,Premium,0,1,Low
48534,Basic,0,24,High
41749,Basic,999,12,High
8755,Free,0,20,Low
27346,Free,499,6,Low
46759,Premium,0,18,Low
8672,Basic,999,3,Low
23676,Premium,999,9,High
38047,Basic,999,4,Low
26669,Premium,0,20,Low
50707,Free,499,35,High
15158,Basic,499,30,Low
30922,Basic,499,5,Low
55095,Premium,999,16,Low
15718,Basic,0,16,Low
45375,Free,499,7,High
46074,Basic,499,13,Low
51295,Basic,499,25,High
38293,Free,499,24,High
34218,Premium,499,10,High
52915,Premium,499,27,Low
54595,Premium,0,17,Low
41671,Basic,499,2,Low
7371,Premium,999,9,Low
17547,Basic,999,2,Low
28853,Free,499,8,High
31186,Premium,999,13,Low
7107,Free,499,19,Low
40406,Free,999,21,Low
19120,Free,999,5,Low
45771,Premium,0,29,Low
17425,Free,0,20,Low
25801,Free,999,12,Low
33652,Free,999,34,High
27984,Free,0,30,Low
10320,Basic,0,31,High
45960,Basic,999,24,Low
27755,Free,0,23,Low
59686,Premium,0,6,Low
4678,Basic,499,15,Low
5182,Free,0,15,Low
12253,Premium,999,34,Low
18511,Free,499,11,Low
17160,Basic,999,29,High
53642,Premium,0,24,High
42073,Premium,0,9,Low
59136,Basic,999,31,Low
7781,Free,999,1,Low
25686,Free,499,21,Low
42357,Basic,499,31,Low
5118,Free,999,17,Low
38644,Free,0,15,Low
11507,Free,0,18,Low
36367,Free,0,5,High
13996,Basic,499,22,Low
38719,Basic,499,28,Low
45298,Basic,499,31,Low
2090,Premium,999,14,Low
35870,Premium,499,11,High
18496,Premium,0,18,High
35683,Premium,499,20,Low
32276,Basic,499,31,Low
16988,Free,999,5,High
8274,Premium,999,24,High
139,Free,999,32,Low
34291,Premium,0,29,High
55766,Free,499,11,Low
55789,Basic,0,8,Low
20419,Basic,999,18,High
32810,Premium,0,20,Low
20798,Premium,0,29,High
38262,Premium,0,8,Low
58442,Basic,0,19,High
22403,Premium,999,2,Low
7954,Free,999,19,High
49782,Free,999,2,Low
52571,Basic,0,3,High
39743,Basic,0,16,High
50312,Free,0,21,Low
36763,Basic,999,21,Low
10650,Premium,499,22,High
27887,Free,0,1,High
49078,Basic,999,12,Low
38625,Premium,999,3,Low
38001,Free,0,8,Low
39199,Basic,999,9,Low
5132,Premium,999,21,High
20989,Basic,499,25,Low
54743,Free,999,18,Low
27757,Premium,999,17,Low
27037,Basic,999,34,Low
20986,Premium,0,20,High
22753,Premium,999,18,Low
57044,Premium,499,23,Low
33178,Free,999,17,High
5975,Free,999,18,Low
35014,Premium,999,11,Low
36827,Premium,999,15,Low
3525,Free,0,14,Low
26676,Basic,999,17,High
55659,Free,999,24,Low
26344,Premium,0,21,High
57656,Premium,0,23,High
45961,Free,0,33,Low
23854,Premium,999,7,Low
48621,Free,999,10,High
45334,Premium,0,6,High
45698,Premium,999,24,High
40008,Basic,0,10,High
14654,Free,499,27,High
30713,Premium,0,22,Low
5924,Free,499,8,High
14921,Basic,999,29,Low
57011,Free,999,35,Low
1326,Basic,999,26,High
5197,Premium,0,9,High
44645,Basic,499,8,Low
55605,Free,499,35,High
40144,Basic,499,8,Low
52949,Basic,999,3,Low
304,Free,999,31,High
39149,Premium,0,11,Low
54230,Basic,999,21,Low
51274,Basic,499,7,Low
40522,Basic,0,21,Low
47848,Basic,0,2,High
48753,Free,999,24,Low
54698,Free,999,7,Low
25502,Basic,0,10,Low
35119,Free,999,13,Low
5612,Free,0,3,Low
14859,Free,999,23,Low
2809,Premium,499,4,High
46248,Basic,999,34,Low
54461,Premium,499,20,Low
11206,Basic,499,22,Low
56961,Premium,999,35,High
6820,Basic,499,12,High
10282,Free,0,4,Low
54629,Free,0,31,Low
16032,Free,0,5,Low
58272,Premium,0,3,High
31205,Premium,0,7,High
990,Free,499,32,Low
37896,Free,499,32,High
27005,Free,0,18,High
56264,Premium,0,17,High
5441,Basic,0,20,High
53209,Premium,499,19,Low
34530,Free,0,4,Low
17667,Free,499,21,High
17538,Basic,0,22,High
39668,Basic,499,33,Low
54670,Basic,499,18,High
5675,Free,499,24,High
57458,Premium,999,28,High
19960,Free,0,28,High
53647,Free,0,13,Low
39919,Free,999,18,Low
18289,Premium,0,29,Low
36082,Basic,0,31,Low
9857,Premium,499,12,High
38593,Premium,999,31,High
55207,Basic,499,34,Low
54308,Free,0,33,High
7633,Basic,999,20,Low
53303,Free,499,30,Low
17018,Premium,0,15,High
59899,Basic,999,14,Low
22703,Premium,0,11,High
23651,Premium,499,1,Low
39937,Basic,499,29,Low
36882,Free,499,24,Low
16094,Premium,499,29,Low
14525,Premium,999,9,High
44057,Basic,999,1,High
59763,Free,999,26,Low
16705,Basic,499,20,High
56063,Basic,499,17,Low
18212,Free,499,5,Low
46078,Basic,499,35,Low
50994,Basic,499,32,High
52738,Basic,499,22,Low
52064,Premium,499,21,High
15614,Basic,0,26,High
3966,Premium,499,6,High
26424,Basic,999,5,Low
26644,Free,499,19,Low
29872,Basic,499,2,High
45825,Basic,499,29,Low
47970,Basic,0,14,Low
7598,Basic,0,1,Low
59564,Basic,999,4,High
34307,Free,499,4,Low
52594,Free,999,29,Low
10626,Basic,0,30,Low
10413,Basic,499,6,Low
16683,Free,999,25,Low
39847,Basic,999,28,Low
1338,Free,0,13,High
34795,Basic,0,7,Low
48991,Basic,499,20,Low
42375,Premium,0,21,High
44532,Basic,499,21,Low
17583,Premium,0,35,Low
47697,Basic,999,9,High
32628,Free,999,32,High
43379,Premium,0,33,High
22966,Free,999,12,Low
6465,Premium,499,4,High
12307,Free,999,16,High
24066,Free,0,17,High
31124,Premium,0,15,Low
30625,Free,499,28,Low
15304,Premium,0,32,Low
10923,Free,499,5,High
36722,Free,0,12,Low
33909,Premium,499,35,Low
9279,Basic,999,7,High
51246,Basic,0,26,High
40614,Premium,0,35,High
3379,Basic,0,7,Low
8642,Free,999,21,Low
12101,Basic,499,15,Low
49943,Free,0,24,High
18139,Free,499,30,Low
48338,Basic,499,27,Low
42133,Basic,0,25,High
59623,Free,499,26,Low
41928,Free,999,32,High
14964,Free,999,14,Low
27458,Premium,0,29,High
58175,Free,999,34,Low
42143,Basic,499,2,Low
47656,Free,999,19,Low
1723,Free,0,20,High
59825,Basic,499,27,High
45870,Free,0,12,Low
58005,Premium,0,11,High
31795,Premium,999,21,Low
5104,Free,0,4,High
8442,Premium,999,9,High
50658,Premium,499,11,High
36429,Basic,0,32,High
23736,Premium,499,19,Low
14329,Free,999,6,Low
19656,Basic,999,5,High
10133,Free,499,26,High
58917,Free,499,15,High
30460,Free,0,17,High
48465,Basic,999,10,Low
8830,Basic,0,23,High
54316,Free,499,24,Low
28328,Basic,0,10,Low
35762,Premium,499,17,Low
4922,Free,999,28,Low
29213,Basic,0,32,High
11310,Free,999,21,Low
13149,Premium,499,8,Low
26053,Premium,499,6,Low
27785,Premium,0,13,High
42232,Basic,499,2,Low
47667,Basic,499,1,High
42823,Free,999,33,Low
41567,Free,0,6,Low
22399,Basic,499,32,High
29196,Premium,999,29,High
37701,Basic,499,24,Low
19777,Premium,999,17,High
23946,Free,499,32,High
21388,Free,999,9,High
43090,Basic,0,7,Low
14108,Free,499,21,Low
48584,Premium,999,11,Low
48638,Premium,999,12,Low
14000,Premium,0,22,High
57046,Basic,999,4,High
48333,Free,999,23,High
34863,Free,0,6,High
57446,Premium,499,28,Low
52607,Premium,999,15,Low
48181,Basic,499,23,Low
19425,Free,0,25,Low
20315,Premium,499,27,Low
57299,Free,499,24,High
19797,Free,0,25,Low
44322,Free,0,27,Low
13304,Free,499,33,High
59252,Premium,0,12,Low
30560,Basic,999,4,Low
11148,Free,0,25,High
21342,Free,499,23,Low
56056,Basic,999,6,Low
58574,Premium,0,25,Low
56077,Basic,0,35,High
5012,Basic,499,4,High
9297,Basic,499,6,High
53606,Basic,499,3,High
10233,Premium,999,17,Low
50941,Free,499,14,Low
4040,Premium,499,11,Low
55460,Basic,0,34,High
45778,Basic,0,18,Low
53667,Premium,999,11,High
18681,Free,499,34,Low
21012,Premium,499,30,Low
42263,Free,999,12,Low
29307,Free,0,14,Low
11286,Premium,0,13,Low
47889,Basic,999,14,High
9831,Free,0,28,Low
55296,Basic,499,31,Low
53812,Basic,0,32,High
18038,Free,999,30,High
38788,Basic,499,4,Low
9490,Basic,0,32,Low
41854,Free,999,11,High
53132,Free,0,14,High
23379,Free,999,12,Low
51397,Basic,0,20,High
6453,Free,0,20,Low
13049,Basic,0,12,Low
38386,Premium,999,27,Low
25096,Premium,999,29,High
47900,Premium,0,4,High
15657,Basic,999,34,Low
50911,Free,499,33,High
33097,Premium,0,10,High
3283,Free,0,10,High
138,Basic,999,31,High
31087,Basic,499,26,High
7327,Free,999,20,High
22937,Basic,999,31,Low
23701,Premium,0,6,Low
39639,Basic,0,21,Low
27298,Basic,999,28,Low
44582,Basic,499,17,High
57798,Free,499,21,High
7217,Basic,499,24,Low
26016,Free,499,14,High
358,Basic,999,28,High
17295,Basic,0,21,High
14770,Premium,999,14,Low
33988,Free,499,1,Low
12584,Free,499,20,High
13749,Free,499,2,High
9642,Free,499,19,Low
59089,Free,0,15,High
36907,Basic,0,30,Low
30877,Premium,499,15,Low
6293,Basic,499,1,High
42346,Free,999,7,Low
53835,Free,499,7,Low
5088,Free,999,32,High
49574,Premium,499,26,Low
35027,Premium,999,1,Low
40233,Premium,499,14,Low
33270,Free,499,16,Low
53654,Free,499,23,Low
43330,Basic,0,7,Low
59764,Premium,499,23,Low
30485,Basic,999,20,Low
56765,Premium,999,30,Low
10019,Basic,0,8,High
27022,Free,499,10,High
32452,Free,0,1,Low
18931,Free,0,24,High
45864,Premium,999,21,Low
11712,Free,0,30,Low
50429,Basic,499,25,Low
16819,Premium,0,10,High
17345,Basic,499,10,High
33244,Basic,499,16,High
10778,Free,999,21,Low
11055,Basic,499,12,High
44178,Premium,0,23,High
41726,Basic,499,35,High
31232,Free,0,15,High
34780,Premium,0,20,Low
21036,Basic,0,18,Low
