station_id,pm2_5,pm10,aqi_category,recorded_date
49,248,291,Very Poor,2019-11-10 16:40:00
288,192,199,Poor,2024-12-12 06:17:34
789,187,217,Poor,2022-02-23 15:40:07
535,211,248,Very Poor,2022-01-10 07:02:47
87,272,294,Very Poor,2018-07-06 23:28:22
222,137,185,Poor,2024-06-28 02:49:23
195,49,81,Good,2024-03-19 16:05:21
66,185,214,Poor,2024-03-22 05:55:17
351,151,255,Poor,2020-07-28 00:04:46
776,213,237,Very Poor,2019-06-03 12:23:45
486,256,335,Very Poor,2019-07-02 21:17:28
340,241,313,Very Poor,2021-05-14 15:22:03
345,73,150,Moderate,2019-01-12 20:14:07
346,188,234,Poor,2019-08-21 04:48:02
393,48,145,Good,2021-01-23 00:47:57
197,232,313,Very Poor,2018-03-16 01:29:01
475,321,329,Severe,2018-12-26 22:37:21
481,74,126,Moderate,2019-10-27 23:16:08
263,113,140,Poor,2022-09-10 03:58:46
582,254,335,Very Poor,2020-06-26 17:46:12
629,223,289,Very Poor,2019-07-05 16:19:26
355,186,205,Poor,2018-05-20 12:45:02
27,106,197,Poor,2019-06-16 19:45:40
122,156,272,Poor,2021-12-11 16:27:20
304,84,199,Moderate,2022-04-22 22:51:48
400,113,163,Poor,2019-12-11 02:08:00
612,19,89,Good,2018-06-16 16:55:47
115,177,296,Poor,2020-04-10 08:23:58
48,128,236,Poor,2022-07-12 20:30:46
647,185,223,Poor,2020-09-20 21:19:49
477,77,186,Moderate,2024-01-30 07:02:16
56,308,404,Severe,2024-05-29 06:54:21
716,247,313,Very Poor,2024-05-18 01:03:56
176,94,116,Moderate,2020-05-29 00:42:27
646,153,192,Poor,2024-02-18 20:07:49
653,112,133,Poor,2021-02-21 21:07:29
736,256,324,Very Poor,2022-11-22 02:02:44
328,37,89,Good,2023-04-01 04:38:00
125,63,134,Moderate,2020-02-10 11:19:53
285,56,108,Moderate,2020-09-01 03:51:05
583,66,178,Moderate,2020-09-29 17:43:01
328,167,241,Poor,2022-01-27 00:17:05
140,341,354,Severe,2022-01-02 09:15:00
542,219,276,Very Poor,2023-07-19 22:50:50
511,62,135,Moderate,2018-12-13 21:41:06
575,98,137,Moderate,2023-01-25 18:05:10
127,298,373,Very Poor,2021-12-10 04:35:34
714,251,280,Very Poor,2018-12-23 19:34:06
619,277,336,Very Poor,2022-06-10 15:07:47
354,261,365,Very Poor,2022-09-19 02:20:13
362,292,356,Very Poor,2021-11-30 01:50:00
224,200,303,Poor,2020-08-11 21:54:17
768,105,156,Poor,2019-01-18 14:23:19
638,251,324,Very Poor,2018-01-22 11:08:28
174,275,296,Very Poor,2021-04-25 19:45:13
422,260,302,Very Poor,2019-03-30 04:17:32
643,286,300,Very Poor,2023-07-30 20:15:08
460,37,64,Good,2019-11-12 11:04:52
233,15,102,Good,2020-10-05 17:44:00
484,122,237,Poor,2018-05-29 02:59:06
798,318,402,Severe,2019-10-25 14:34:07
236,304,411,Severe,2022-06-23 18:52:05
539,330,388,Severe,2022-04-16 01:33:58
271,184,256,Poor,2022-09-04 18:53:35
757,114,137,Poor,2020-02-15 21:13:16
595,276,330,Very Poor,2020-07-01 18:24:38
36,108,209,Poor,2024-06-21 16:05:23
217,18,60,Good,2021-02-16 14:37:35
647,334,400,Severe,2019-05-24 05:06:20
97,269,364,Very Poor,2022-06-07 20:11:31
132,267,294,Very Poor,2021-02-28 06:46:29
672,262,295,Very Poor,2018-05-03 22:08:40
600,334,449,Severe,2024-12-10 16:59:15
400,171,271,Poor,2020-11-26 17:04:42
46,95,152,Moderate,2019-02-23 00:21:38
212,263,284,Very Poor,2023-08-16 06:34:18
216,179,287,Poor,2020-01-29 10:20:10
615,136,181,Poor,2023-08-15 07:28:44
28,310,416,Severe,2023-07-29 12:22:14
334,104,181,Poor,2019-09-17 10:23:22
646,219,234,Very Poor,2020-06-23 00:18:26
720,30,138,Good,2019-10-03 14:32:27
94,281,389,Very Poor,2023-12-21 21:24:51
636,35,142,Good,2018-12-17 22:43:01
134,79,96,Moderate,2023-07-23 11:21:22
661,20,67,Good,2018-07-01 14:52:00
643,208,269,Very Poor,2019-04-20 12:39:42
627,161,181,Poor,2023-08-22 22:46:10
43,114,137,Poor,2019-07-13 11:54:51
681,333,411,Severe,2020-12-04 22:03:37
734,235,283,Very Poor,2023-01-21 01:14:15
533,201,213,Very Poor,2020-04-13 08:58:06
154,127,226,Poor,2023-03-24 14:33:52
780,328,393,Severe,2023-12-19 09:54:20
727,285,293,Very Poor,2022-08-24 22:14:18
678,329,437,Severe,2024-11-20 06:35:46
331,151,263,Poor,2021-01-23 18:35:51
285,82,96,Moderate,2022-06-17 09:25:48
351,190,277,Poor,2022-07-22 04:02:52
258,224,309,Very Poor,2019-10-14 07:16:55
633,76,109,Moderate,2018-10-11 08:40:24
249,173,224,Poor,2021-08-02 15:50:58
191,297,368,Very Poor,2018-12-25 05:23:56
735,104,116,Poor,2023-09-26 18:50:23
115,121,191,Poor,2022-10-23 17:57:58
692,123,232,Poor,2018-02-02 12:35:37
153,344,444,Severe,2019-05-10 00:11:56
323,92,136,Moderate,2019-11-16 00:29:01
252,286,330,Very Poor,2020-05-01 15:01:31
537,75,177,Moderate,2022-03-20 04:33:10
164,112,152,Poor,2023-11-10 10:01:12
212,26,94,Good,2021-04-11 06:40:27
544,206,287,Very Poor,2024-11-22 08:59:59
386,247,311,Very Poor,2020-11-19 09:57:11
557,274,317,Very Poor,2022-12-12 07:20:33
564,11,68,Good,2018-12-17 16:25:47
740,264,345,Very Poor,2024-03-11 06:47:56
614,192,292,Poor,2021-09-20 01:13:54
92,18,26,Good,2018-03-05 00:06:18
31,208,312,Very Poor,2019-03-09 02:03:46
267,257,287,Very Poor,2023-06-21 09:52:41
283,271,363,Very Poor,2022-10-23 09:04:26
242,158,273,Poor,2019-10-10 13:17:10
226,275,335,Very Poor,2019-03-01 18:00:19
101,192,198,Poor,2019-06-02 04:45:05
98,179,207,Poor,2021-07-22 15:22:18
175,86,131,Moderate,2023-06-08 22:36:14
218,194,311,Poor,2018-05-30 00:18:10
722,75,116,Moderate,2018-12-24 02:52:50
499,330,440,Severe,2019-07-07 06:02:43
52,289,332,Very Poor,2021-08-08 03:28:09
737,231,316,Very Poor,2019-07-06 06:36:38
515,213,283,Very Poor,2022-04-18 02:59:17
469,228,259,Very Poor,2018-12-21 01:43:57
58,227,254,Very Poor,2021-09-18 19:36:28
562,338,360,Severe,2024-04-29 11:50:41
132,254,315,Very Poor,2020-01-17 17:50:37
288,305,409,Severe,2018-10-02 19:24:03
577,136,181,Poor,2020-04-26 00:48:51
296,66,126,Moderate,2021-03-15 16:23:37
247,37,106,Good,2022-12-01 12:34:16
664,32,90,Good,2019-12-21 01:19:59
731,299,383,Very Poor,2023-01-08 18:13:41
7,338,350,Severe,2022-07-25 23:52:11
542,40,77,Good,2024-06-05 21:38:31
478,323,349,Severe,2021-11-21 19:20:06
213,36,104,Good,2022-08-20 07:00:01
688,70,107,Moderate,2020-06-27 17:23:07
21,162,184,Poor,2024-10-26 14:27:35
734,342,406,Severe,2020-06-05 03:58:25
275,46,74,Good,2021-12-03 19:08:54
70,284,373,Very Poor,2022-07-13 00:26:44
541,257,351,Very Poor,2023-09-27 10:46:48
238,286,307,Very Poor,2024-09-16 06:38:07
159,276,309,Very Poor,2024-10-26 06:18:18
188,14,95,Good,2022-04-11 14:53:41
205,81,89,Moderate,2021-06-04 11:04:05
181,116,158,Poor,2024-12-30 10:33:57
43,75,134,Moderate,2023-05-21 15:33:34
530,24,51,Good,2020-01-01 23:34:46
592,115,159,Poor,2024-05-21 00:16:31
17,87,172,Moderate,2024-05-31 07:13:22
536,121,163,Poor,2023-06-18 20:42:44
500,202,305,Very Poor,2020-08-15 05:56:44
282,274,286,Very Poor,2024-06-20 13:31:00
273,106,155,Poor,2023-11-20 14:12:33
654,318,340,Severe,2020-10-23 09:06:54
757,79,159,Moderate,2018-09-07 17:05:55
19,348,420,Severe,2020-02-11 00:09:57
345,132,153,Poor,2020-06-08 02:19:55
760,227,309,Very Poor,2023-06-12 08:23:17
222,74,84,Moderate,2020-08-25 00:05:00
347,247,283,Very Poor,2021-07-13 18:47:22
28,150,183,Poor,2021-04-18 22:00:15
537,311,380,Severe,2024-09-19 23:41:53
69,287,372,Very Poor,2021-03-28 18:00:10
270,252,370,Very Poor,2019-04-04 07:28:51
396,97,127,Moderate,2019-06-16 14:01:11
444,297,332,Very Poor,2021-05-27 13:30:28
762,216,301,Very Poor,2019-05-09 10:18:49
545,214,243,Very Poor,2024-01-03 22:52:10
458,229,270,Very Poor,2020-10-08 13:05:14
536,273,303,Very Poor,2023-12-30 06:15:46
114,241,357,Very Poor,2020-12-24 11:12:11
516,199,212,Poor,2019-04-16 08:48:46
647,264,337,Very Poor,2018-05-19 05:36:59
697,131,239,Poor,2018-07-12 22:30:31
228,66,86,Moderate,2022-09-21 20:52:03
597,194,228,Poor,2022-09-02 11:22:16
374,311,393,Severe,2024-03-05 16:07:47
201,51,63,Moderate,2021-03-21 00:24:38
19,136,186,Poor,2019-06-21 09:04:50
545,202,242,Very Poor,2022-11-08 14:02:10
172,286,294,Very Poor,2020-04-22 11:23:42
252,173,258,Poor,2024-11-27 13:39:18
399,225,248,Very Poor,2024-12-03 01:11:39
479,126,243,Poor,2020-08-17 23:57:18
226,254,284,Very Poor,2022-05-14 19:40:10
381,131,247,Poor,2023-05-11 06:27:50
594,107,123,Poor,2019-11-01 07:38:17
641,188,209,Poor,2018-07-19 05:08:50
91,235,245,Very Poor,2019-09-02 18:58:52
585,267,345,Very Poor,2021-02-01 14:33:53
382,148,197,Poor,2019-07-31 03:21:47
64,49,110,Good,2020-02-10 02:29:19
306,217,305,Very Poor,2024-02-01 20:50:10
84,44,79,Good,2019-02-20 03:16:51
116,252,309,Very Poor,2024-11-30 17:24:16
148,111,144,Poor,2020-08-15 07:00:24
383,13,94,Good,2022-11-20 03:39:22
199,61,135,Moderate,2024-10-19 02:09:04
766,271,334,Very Poor,2023-01-19 23:20:52
28,349,453,Severe,2018-04-16 02:49:02
151,211,233,Very Poor,2021-10-11 19:37:23
774,249,263,Very Poor,2018-06-22 03:42:48
84,228,297,Very Poor,2020-05-29 07:55:28
262,104,116,Poor,2020-01-25 23:47:38
502,213,256,Very Poor,2019-08-14 11:38:40
151,142,151,Poor,2024-06-13 12:55:04
492,326,363,Severe,2018-07-22 16:47:57
205,275,352,Very Poor,2023-02-27 14:30:19
439,232,253,Very Poor,2020-08-07 03:39:34
408,88,146,Moderate,2021-09-08 15:42:40
355,177,188,Poor,2021-11-21 21:02:34
149,248,257,Very Poor,2021-09-08 12:57:50
242,179,215,Poor,2019-12-12 00:09:56
545,213,228,Very Poor,2019-04-25 13:07:55
119,327,336,Severe,2018-01-20 02:58:00
358,61,161,Moderate,2019-02-18 20:30:50
60,165,222,Poor,2020-01-16 06:24:11
454,308,398,Severe,2021-05-20 08:56:44
214,312,330,Severe,2022-09-26 04:13:08
40,194,226,Poor,2020-02-26 09:24:19
798,252,258,Very Poor,2023-07-26 07:28:28
418,119,218,Poor,2020-06-07 04:15:09
286,14,60,Good,2023-02-11 11:37:12
363,61,177,Moderate,2021-01-06 21:24:49
477,285,292,Very Poor,2022-02-16 08:50:52
616,170,178,Poor,2018-02-19 19:55:12
520,303,396,Severe,2022-10-31 03:45:00
784,16,133,Good,2021-07-27 10:30:04
644,102,148,Poor,2022-07-02 15:43:28
92,264,317,Very Poor,2022-05-16 12:58:51
611,326,345,Severe,2019-09-25 03:26:42
28,193,285,Poor,2020-04-27 11:40:39
382,265,383,Very Poor,2024-02-20 08:52:41
271,61,151,Moderate,2020-01-15 08:16:55
690,13,22,Good,2019-08-07 15:23:44
150,323,419,Severe,2018-10-20 01:16:24
641,315,352,Severe,2024-01-03 18:51:41
663,231,297,Very Poor,2022-01-20 18:42:25
515,114,212,Poor,2022-12-07 11:50:01
431,177,270,Poor,2024-12-21 04:12:24
516,320,339,Severe,2019-12-13 07:45:06
243,166,172,Poor,2024-10-09 22:18:00
356,317,356,Severe,2019-11-09 02:32:26
279,142,198,Poor,2024-06-20 04:33:30
612,226,300,Very Poor,2021-06-15 04:17:07
552,195,224,Poor,2020-06-27 00:05:01
583,53,61,Moderate,2020-11-23 05:44:57
546,32,81,Good,2023-01-31 11:53:30
788,224,272,Very Poor,2019-12-26 22:28:00
584,44,144,Good,2021-04-23 03:41:48
37,292,300,Very Poor,2019-01-18 14:06:25
182,122,216,Poor,2023-02-18 14:27:14
596,341,444,Severe,2020-09-26 02:55:43
22,243,323,Very Poor,2018-11-17 13:15:02
527,182,254,Poor,2020-05-12 20:20:37
718,153,173,Poor,2019-09-06 23:09:56
461,171,217,Poor,2018-01-31 16:55:45
28,330,409,Severe,2020-05-18 02:32:40
305,73,184,Moderate,2023-01-01 09:18:42
616,228,283,Very Poor,2020-10-14 08:17:45
535,306,344,Severe,2021-09-02 22:44:39
487,287,377,Very Poor,2018-12-07 15:03:24
143,222,315,Very Poor,2022-10-29 18:21:38
197,186,212,Poor,2022-11-27 23:25:42
202,311,378,Severe,2024-08-04 09:59:39
734,159,176,Poor,2019-05-27 17:17:34
798,319,331,Severe,2020-01-11 04:00:37
794,292,394,Very Poor,2020-09-24 22:51:58
108,268,276,Very Poor,2023-08-14 04:04:52
122,267,304,Very Poor,2018-12-01 16:57:22
63,207,240,Very Poor,2020-06-29 08:12:47
771,248,313,Very Poor,2023-01-16 11:03:09
286,224,325,Very Poor,2023-01-01 15:01:28
514,124,167,Poor,2023-09-22 18:36:19
597,312,417,Severe,2018-12-02 08:20:12
26,232,260,Very Poor,2024-09-04 21:39:30
528,111,186,Poor,2023-03-29 12:43:39
299,180,224,Poor,2019-09-22 18:23:44
648,264,314,Very Poor,2020-03-21 05:51:06
531,65,114,Moderate,2023-04-20 07:06:15
473,278,396,Very Poor,2022-06-07 09:05:16
46,144,153,Poor,2022-01-30 19:04:48
790,80,152,Moderate,2022-06-08 13:00:19
629,78,151,Moderate,2020-05-02 09:28:58
363,254,337,Very Poor,2021-10-29 15:29:48
402,186,295,Poor,2020-02-06 13:23:09
754,47,135,Good,2024-02-03 03:53:08
765,310,371,Severe,2023-10-27 22:32:51
183,333,363,Severe,2024-05-27 23:19:40
768,209,274,Very Poor,2022-07-20 17:32:14
300,237,297,Very Poor,2024-03-20 16:58:35
315,174,183,Poor,2019-05-23 08:38:08
746,217,266,Very Poor,2024-02-20 05:43:51
581,144,220,Poor,2021-11-23 04:56:44
132,200,315,Poor,2022-04-17 18:30:47
41,248,343,Very Poor,2024-11-20 21:46:15
724,79,150,Moderate,2022-06-10 17:31:20
504,225,309,Very Poor,2022-08-30 05:30:04
141,33,135,Good,2019-01-10 03:33:39
766,75,102,Moderate,2023-06-25 14:55:45
337,127,224,Poor,2019-11-11 01:12:15
372,272,294,Very Poor,2021-08-06 20:02:23
102,199,287,Poor,2024-02-06 07:36:57
40,286,336,Very Poor,2019-08-24 04:32:58
303,160,260,Poor,2022-09-11 11:43:10
85,278,386,Very Poor,2023-10-21 01:49:32
299,174,283,Poor,2021-09-22 00:33:55
656,240,320,Very Poor,2023-09-26 16:46:17
83,177,250,Poor,2023-08-22 14:21:16
60,177,184,Poor,2023-05-09 13:25:02
585,122,186,Poor,2019-12-22 00:32:48
330,163,240,Poor,2022-12-25 10:40:17
260,222,238,Very Poor,2019-06-29 13:13:33
88,83,143,Moderate,2023-04-19 16:16:00
225,87,142,Moderate,2022-04-14 02:58:29
696,53,147,Moderate,2018-04-15 15:58:05
689,34,49,Good,2018-12-15 05:33:59
715,130,212,Poor,2023-01-26 00:24:43
507,139,168,Poor,2019-01-15 16:37:57
385,161,195,Poor,2020-09-06 15:38:48
474,141,176,Poor,2023-07-30 07:22:34
599,181,192,Poor,2021-07-14 18:11:39
178,15,118,Good,2021-12-05 11:44:21
472,117,189,Poor,2021-09-26 06:21:26
528,112,145,Poor,2018-08-13 10:54:46
34,87,198,Moderate,2020-10-13 02:12:25
216,347,365,Severe,2023-02-15 14:56:20
226,340,394,Severe,2024-12-18 00:45:15
739,164,241,Poor,2021-05-24 14:56:17
166,54,107,Moderate,2021-02-13 04:37:50
399,319,361,Severe,2018-10-20 18:29:14
435,331,345,Severe,2018-07-05 06:43:02
259,346,438,Severe,2018-08-31 12:31:22
334,159,222,Poor,2021-05-23 18:23:41
698,185,301,Poor,2021-08-06 07:01:11
87,313,403,Severe,2020-01-29 08:27:25
305,165,250,Poor,2018-07-25 10:13:09
464,13,102,Good,2018-09-25 06:00:24
459,181,231,Poor,2021-04-12 08:29:38
326,184,209,Poor,2020-04-07 01:45:22
8,63,84,Moderate,2021-06-16 15:45:21
37,26,119,Good,2021-09-01 13:49:09
14,319,357,Severe,2024-01-05 16:50:25
399,44,98,Good,2023-01-06 09:17:50
160,103,207,Poor,2020-05-05 04:32:44
482,294,301,Very Poor,2021-05-17 17:49:26
614,330,363,Severe,2022-08-14 04:54:28
61,15,66,Good,2019-08-27 06:25:19
11,27,66,Good,2021-12-31 18:44:26
229,341,403,Severe,2023-06-15 23:13:31
446,341,414,Severe,2023-06-07 16:40:54
142,30,53,Good,2022-06-03 21:10:45
220,25,86,Good,2022-12-14 07:48:52
203,89,180,Moderate,2019-12-04 15:55:43
493,43,135,Good,2022-11-05 05:28:27
205,115,199,Poor,2022-09-10 19:42:14
580,50,141,Good,2018-12-19 08:57:43
100,15,28,Good,2018-08-03 14:17:21
702,337,440,Severe,2021-01-18 13:06:56
663,168,207,Poor,2018-01-03 17:44:39
53,169,184,Poor,2023-02-02 01:37:52
476,70,113,Moderate,2018-05-13 18:11:45
780,41,68,Good,2022-03-20 02:44:38
705,274,280,Very Poor,2020-10-15 22:36:48
53,31,49,Good,2021-09-06 21:16:26
677,330,429,Severe,2021-07-25 21:05:47
231,27,105,Good,2020-06-10 07:15:16
114,137,147,Poor,2022-05-09 03:25:43
181,208,305,Very Poor,2018-12-23 02:03:52
385,171,182,Poor,2018-06-28 04:36:04
528,122,216,Poor,2022-09-22 14:51:46
28,231,285,Very Poor,2019-09-18 09:32:43
654,273,329,Very Poor,2024-02-15 09:18:53
786,319,406,Severe,2023-08-14 06:57:08
166,169,187,Poor,2022-05-25 03:15:10
608,281,348,Very Poor,2023-05-03 04:11:01
130,88,207,Moderate,2022-09-30 03:08:32
309,251,329,Very Poor,2020-03-27 15:51:00
126,74,151,Moderate,2018-04-23 01:09:44
299,320,417,Severe,2018-03-31 20:11:27
369,348,367,Severe,2024-01-27 21:43:27
304,307,344,Severe,2019-09-09 18:25:58
786,246,342,Very Poor,2019-02-03 04:09:16
527,334,403,Severe,2020-08-19 09:50:02
102,197,255,Poor,2019-01-10 03:46:26
632,55,172,Moderate,2022-08-07 00:43:02
763,23,139,Good,2018-10-01 19:25:46
648,92,107,Moderate,2018-03-21 17:23:16
229,89,190,Moderate,2021-03-24 05:44:56
641,113,193,Poor,2021-07-11 13:52:01
718,200,289,Poor,2023-04-01 03:18:33
5,166,213,Poor,2023-03-20 22:49:43
654,172,218,Poor,2024-03-20 21:25:24
521,323,387,Severe,2018-06-12 23:48:33
68,239,263,Very Poor,2018-04-14 03:27:56
498,43,103,Good,2018-07-14 15:44:06
2,225,330,Very Poor,2021-06-03 18:37:27
227,94,189,Moderate,2022-11-22 23:32:05
332,86,180,Moderate,2021-05-19 03:30:04
155,252,338,Very Poor,2022-09-09 10:35:05
338,239,244,Very Poor,2019-03-21 18:39:53
531,194,267,Poor,2022-02-03 18:58:35
643,82,123,Moderate,2020-10-05 17:16:05
411,202,261,Very Poor,2018-04-17 14:27:11
682,332,379,Severe,2019-09-02 15:02:58
265,116,206,Poor,2021-03-14 00:40:22
551,80,89,Moderate,2021-01-18 00:32:49
333,218,320,Very Poor,2022-02-15 00:20:14
711,15,52,Good,2020-10-19 06:00:12
461,66,137,Moderate,2023-02-02 15:20:55
702,349,429,Severe,2023-10-31 06:22:34
143,102,217,Poor,2022-11-26 14:13:10
241,131,250,Poor,2019-03-23 18:16:34
433,158,253,Poor,2020-10-20 21:14:03
220,332,346,Severe,2021-06-13 02:52:23
587,170,233,Poor,2018-04-25 15:29:55
711,331,351,Severe,2020-11-04 14:12:50
757,102,141,Poor,2024-07-01 00:44:20
43,205,213,Very Poor,2024-05-24 17:37:07
783,294,352,Very Poor,2023-02-07 01:10:08
644,101,125,Poor,2019-07-13 04:24:44
411,148,229,Poor,2024-01-09 22:16:40
304,253,371,Very Poor,2024-01-13 08:20:55
799,36,44,Good,2019-06-08 06:50:25
663,203,279,Very Poor,2019-06-03 19:08:01
799,344,393,Severe,2021-02-19 08:42:30
799,164,234,Poor,2020-05-29 16:48:02
753,191,306,Poor,2020-05-30 04:17:20
627,192,265,Poor,2023-06-05 00:50:35
496,286,291,Very Poor,2018-05-21 04:21:28
73,292,317,Very Poor,2020-12-06 02:40:27
197,336,341,Severe,2021-12-23 02:50:52
454,72,183,Moderate,2024-08-15 21:13:45
217,162,278,Poor,2020-05-13 00:51:53
58,248,285,Very Poor,2019-02-04 20:34:45
616,81,113,Moderate,2023-09-18 21:09:08
642,304,398,Severe,2020-04-29 15:00:41
403,63,152,Moderate,2020-10-08 06:00:11
464,162,211,Poor,2024-10-05 07:38:08
481,275,328,Very Poor,2018-02-23 22:52:55
162,200,233,Poor,2024-12-17 23:07:01
686,275,304,Very Poor,2018-01-25 18:27:45
1,258,319,Very Poor,2024-05-20 13:33:26
318,266,278,Very Poor,2023-10-15 16:33:10
645,270,280,Very Poor,2021-03-20 15:55:45
470,165,225,Poor,2020-02-09 05:58:06
588,171,241,Poor,2023-10-09 23:50:59
179,58,79,Moderate,2020-06-30 08:35:14
658,146,253,Poor,2022-11-29 21:21:35
492,171,256,Poor,2018-08-21 01:01:38
645,123,241,Poor,2020-10-05 01:59:36
445,47,99,Good,2023-01-23 18:03:53
428,115,144,Poor,2022-11-17 06:54:50
763,341,358,Severe,2024-07-30 13:48:30
670,149,225,Poor,2020-08-05 17:01:09
745,149,209,Poor,2023-09-02 08:58:05
597,238,303,Very Poor,2018-10-27 15:02:11
50,99,190,Moderate,2022-06-21 22:24:52
154,14,81,Good,2024-06-21 07:29:01
148,126,234,Poor,2023-04-14 21:11:59
163,49,104,Good,2022-09-15 00:34:06
58,124,242,Poor,2018-10-30 02:35:19
143,88,103,Moderate,2020-01-04 22:23:40
67,93,150,Moderate,2022-09-05 12:51:06
342,327,399,Severe,2022-10-29 06:31:03
370,308,338,Severe,2021-04-26 03:12:03
653,112,194,Poor,2023-02-07 06:35:03
385,53,172,Moderate,2020-02-02 09:21:43
102,178,275,Poor,2024-02-06 00:46:01
57,203,302,Very Poor,2023-08-06 15:43:23
776,301,363,Severe,2020-09-15 00:18:04
559,255,341,Very Poor,2018-11-21 06:39:51
712,239,255,Very Poor,2019-11-26 14:11:51
294,15,62,Good,2020-05-22 21:19:13
749,65,79,Moderate,2018-02-09 23:18:21
749,149,246,Poor,2020-11-21 14:06:49
315,275,286,Very Poor,2020-10-14 14:07:07
482,285,370,Very Poor,2024-07-29 10:35:47
269,160,224,Poor,2021-02-13 17:57:40
728,110,200,Poor,2018-09-18 00:45:01
202,222,287,Very Poor,2023-10-13 20:27:42
444,131,183,Poor,2022-04-12 23:37:36
464,331,410,Severe,2023-03-18 20:57:34
193,173,210,Poor,2023-06-20 09:23:07
632,268,344,Very Poor,2021-02-09 15:32:51
177,228,298,Very Poor,2023-03-12 00:41:41
483,303,369,Severe,2023-08-09 05:03:39
650,339,441,Severe,2023-07-11 11:00:15
297,252,313,Very Poor,2022-06-28 03:24:53
738,139,231,Poor,2018-03-21 17:40:17
332,290,330,Very Poor,2020-12-14 08:12:53
503,50,143,Good,2019-10-10 14:39:28
141,86,158,Moderate,2021-06-08 20:59:02
98,270,285,Very Poor,2024-09-07 14:59:11
111,322,337,Severe,2023-07-09 08:30:02
252,171,239,Poor,2018-10-06 12:30:19
201,139,181,Poor,2021-05-13 13:17:23
640,345,381,Severe,2023-02-21 10:24:27
3,344,456,Severe,2023-06-06 08:11:02
186,313,321,Severe,2023-07-23 23:36:26
506,224,271,Very Poor,2019-07-28 20:49:33
653,46,120,Good,2024-03-10 07:57:27
390,241,247,Very Poor,2019-08-01 19:20:03
210,153,247,Poor,2022-06-30 01:41:18
168,44,63,Good,2022-03-01 12:17:30
185,62,148,Moderate,2019-09-12 18:42:35
82,52,140,Moderate,2021-06-08 02:07:49
46,314,382,Severe,2020-01-22 09:58:15
409,312,336,Severe,2023-08-24 14:32:30
315,67,170,Moderate,2018-11-19 01:06:22
25,189,246,Poor,2021-07-07 01:10:56
10,153,185,Poor,2024-12-16 12:18:44
316,29,140,Good,2021-05-26 18:47:26
63,200,266,Poor,2018-02-07 01:49:09
116,158,241,Poor,2018-04-02 03:51:33
171,199,233,Poor,2020-11-02 08:58:51
769,228,262,Very Poor,2024-10-26 02:03:56
167,294,387,Very Poor,2019-04-28 13:47:11
355,282,288,Very Poor,2020-12-10 07:52:07
334,17,69,Good,2024-10-12 05:43:28
337,276,382,Very Poor,2018-08-14 03:11:12
265,169,182,Poor,2022-09-13 18:15:24
439,100,158,Moderate,2023-08-09 05:52:33
376,23,46,Good,2022-08-20 20:59:36
96,221,339,Very Poor,2022-04-15 22:58:40
367,32,59,Good,2020-07-26 18:11:02
433,102,125,Poor,2019-12-21 06:26:50
426,227,288,Very Poor,2023-08-17 02:33:30
493,333,436,Severe,2019-01-27 12:53:46
200,156,189,Poor,2023-07-12 08:26:56
672,195,252,Poor,2019-12-01 11:40:21
741,95,122,Moderate,2024-07-14 13:58:42
126,96,126,Moderate,2020-07-29 08:35:36
714,169,216,Poor,2023-04-10 08:23:59
104,338,377,Severe,2022-09-05 07:26:24
56,219,316,Very Poor,2023-11-26 02:25:47
303,110,141,Poor,2018-02-19 00:40:10
759,229,336,Very Poor,2024-12-11 20:28:02
267,305,366,Severe,2022-09-28 07:33:36
627,271,347,Very Poor,2018-06-24 22:59:38
796,323,382,Severe,2021-07-07 15:02:20
282,99,128,Moderate,2024-05-09 15:52:32
402,228,328,Very Poor,2024-10-03 02:27:19
620,158,266,Poor,2023-08-16 07:04:46
605,127,166,Poor,2023-11-12 03:18:53
350,192,220,Poor,2018-05-05 04:04:38
299,314,398,Severe,2023-10-20 00:45:04
38,143,160,Poor,2022-11-28 09:45:05
211,202,220,Very Poor,2022-11-21 08:42:48
82,269,333,Very Poor,2020-04-09 12:54:54
548,69,159,Moderate,2018-12-09 11:48:59
793,221,274,Very Poor,2021-09-10 09:44:27
226,312,392,Severe,2022-09-30 22:10:10
411,54,130,Moderate,2024-03-16 07:40:45
731,51,159,Moderate,2019-06-22 09:54:29
15,285,299,Very Poor,2023-03-12 00:46:14
62,140,196,Poor,2020-07-30 08:30:59
791,84,180,Moderate,2021-02-07 14:47:27
518,61,122,Moderate,2020-06-14 21:48:24
63,224,238,Very Poor,2023-02-16 15:11:06
271,223,280,Very Poor,2022-03-06 21:45:17
596,113,201,Poor,2019-07-12 14:08:44
328,56,89,Moderate,2019-04-18 03:14:34
460,40,115,Good,2020-03-20 19:24:01
645,101,106,Poor,2024-08-16 09:03:57
722,226,281,Very Poor,2021-11-26 17:19:50
181,229,338,Very Poor,2024-03-16 23:12:03
685,347,445,Severe,2020-03-09 21:23:19
696,10,72,Good,2021-11-04 15:09:10
96,30,64,Good,2020-04-19 13:31:04
76,202,237,Very Poor,2024-08-02 23:10:43
361,331,403,Severe,2019-12-26 02:39:17
185,44,156,Good,2023-09-25 04:43:29
242,165,279,Poor,2022-04-13 12:30:29
710,146,231,Poor,2024-12-03 19:05:35
25,271,386,Very Poor,2021-10-29 14:15:56
231,76,193,Moderate,2019-10-30 22:42:40
544,57,158,Moderate,2023-07-05 12:28:31
