influencer_id,platform,followers,campaign_sales,roi,campaign_date
2521,Instagram,1967691,17611,40164.35,2024-03-06 11:00:49
2396,YouTube,280844,2937,4932.39,2024-09-24 09:49:06
944,Instagram,698932,628,614.5,2022-06-07 15:00:07
5347,YouTube,690432,9726,19517.83,2018-05-14 02:53:48
9359,Instagram,1404885,7004,10069.94,2024-07-19 21:35:40
11207,Instagram,1284663,9070,17655.04,2020-05-10 04:39:28
3901,Instagram,1681660,20197,41795.85,2023-12-23 11:13:26
13781,Instagram,430540,6171,13803.8,2020-08-07 06:40:30
9413,TikTok,1080033,9497,17885.08,2018-09-25 00:41:20
688,TikTok,146583,381,486.47,2019-02-28 11:28:22
6469,YouTube,124245,232,577.96,2020-05-20 14:20:45
9063,YouTube,968816,17890,31125.19,2022-04-22 10:59:41
6331,Instagram,1732756,22936,21095.17,2020-06-06 12:07:20
14430,YouTube,105424,474,301.95,2023-04-14 09:32:54
1571,TikTok,1794501,23084,28527.39,2018-07-31 07:31:12
563,Instagram,1223885,8435,8161.63,2023-05-24 08:48:52
1628,YouTube,1258583,16148,22348.33,2019-06-20 00:52:53
11978,TikTok,1955118,36992,38024.02,2023-03-04 18:29:49
11672,Instagram,359713,1359,2049.26,2022-12-17 16:55:11
14903,TikTok,815439,16297,8186.64,2021-04-01 16:00:01
9387,YouTube,1203980,837,707.08,2023-02-03 06:13:30
4765,YouTube,1509342,13678,12957.69,2024-07-14 09:23:05
1492,TikTok,425160,1861,3163.87,2023-06-03 00:29:28
417,YouTube,1922921,3653,8326.0,2019-06-29 18:35:26
13315,TikTok,1429270,12881,17551.54,2019-09-15 04:44:16
7632,TikTok,369290,4283,7479.68,2019-11-04 23:19:45
12457,TikTok,1428166,10043,19339.4,2019-08-07 20:32:45
8079,YouTube,410223,1872,3561.14,2023-07-23 10:51:07
8544,YouTube,358138,3021,2606.87,2022-01-26 23:09:41
13219,Instagram,1708340,26612,50554.19,2019-12-29 15:57:41
14214,Instagram,125867,998,2009.51,2022-09-15 02:05:30
12279,Instagram,596909,11808,20828.76,2019-07-22 18:43:56
9391,TikTok,1676743,7564,4848.21,2023-10-27 19:55:33
6611,YouTube,1734782,10419,9450.96,2022-03-29 02:03:58
12543,TikTok,1352734,15838,16424.22,2022-06-27 06:44:19
3850,TikTok,200572,182,358.02,2021-05-23 02:42:51
11790,YouTube,59340,920,1512.17,2022-11-15 10:44:03
263,Instagram,506942,5710,13426.92,2021-03-31 13:23:33
109,TikTok,1937496,12798,17648.51,2019-06-24 04:08:32
5140,Instagram,272907,1969,1191.0,2021-02-16 02:04:06
3848,TikTok,1826006,7946,8373.87,2024-10-29 02:58:09
4734,Instagram,1208438,5623,12742.59,2024-06-14 06:38:41
11322,Instagram,118008,700,1371.77,2018-01-22 00:33:56
1979,YouTube,1072411,20984,37528.64,2019-06-17 19:50:38
12590,YouTube,1922740,15455,26966.89,2019-10-10 05:22:56
10259,YouTube,1385506,19889,38018.51,2023-06-29 04:04:05
12041,Instagram,828989,10452,9040.13,2024-12-29 05:36:54
2607,YouTube,1180802,2149,3245.47,2024-01-03 16:22:30
14731,YouTube,357682,5102,6566.07,2021-07-06 00:23:56
10399,Instagram,1655346,28704,24111.45,2024-05-31 17:07:51
9869,TikTok,426297,2666,5346.53,2022-11-12 05:17:13
10612,Instagram,217204,3055,2651.66,2024-08-18 01:05:24
7612,Instagram,1964679,24303,48848.74,2018-04-14 19:56:38
7877,TikTok,26385,390,195.52,2023-11-02 16:25:23
3936,TikTok,597910,10556,12155.62,2019-02-19 15:30:52
12051,YouTube,512171,6347,11015.61,2021-11-02 12:16:31
8198,Instagram,1380117,14790,12065.98,2023-03-20 20:26:47
6600,Instagram,1156511,19200,18613.91,2022-09-07 05:22:11
6433,TikTok,1780908,34417,69221.1,2023-01-21 15:39:23
520,Instagram,1607644,9910,13499.81,2023-05-23 20:22:46
11311,TikTok,1871333,4866,5808.76,2022-03-01 00:20:29
11758,TikTok,1029040,12280,24126.12,2023-08-04 16:15:00
5130,TikTok,1185804,21798,33842.69,2019-10-01 23:54:38
8556,Instagram,933532,9974,15614.05,2024-10-23 04:03:59
563,TikTok,81169,301,201.08,2018-08-22 23:31:07
733,YouTube,1320064,3986,2810.64,2022-09-07 06:46:43
9902,YouTube,757680,11382,14694.91,2023-10-02 20:06:59
14960,YouTube,907457,11191,12611.09,2023-03-15 22:23:28
11378,YouTube,487570,1237,2466.68,2019-10-30 11:20:49
9812,TikTok,1091767,8700,20698.94,2024-04-07 22:04:56
11447,YouTube,1366851,25895,27521.68,2024-03-06 16:07:08
7476,YouTube,1638609,18542,21465.7,2020-10-12 20:48:59
13807,YouTube,570755,1367,2276.17,2021-12-16 16:27:30
7333,YouTube,512010,7865,15433.39,2020-09-07 13:03:17
6885,Instagram,1217083,23595,14717.31,2021-12-20 00:48:24
1879,Instagram,1112213,3393,7127.5,2020-01-01 08:08:08
4172,TikTok,935429,7419,5772.65,2021-02-03 17:52:23
3050,Instagram,1461962,25109,37882.49,2023-12-10 13:41:34
14694,Instagram,579758,5122,5368.7,2020-06-19 18:04:14
8330,Instagram,1620678,2041,4739.46,2019-09-17 15:40:54
4693,Instagram,958683,6530,14081.11,2021-07-08 11:24:42
1956,Instagram,201989,3591,7754.89,2018-09-28 15:09:26
8249,Instagram,255123,2739,3462.67,2019-03-26 02:48:16
2970,TikTok,867707,16352,39471.8,2024-09-04 21:06:21
4994,YouTube,103540,864,777.84,2020-08-31 03:07:31
14129,TikTok,1374808,12064,16020.07,2021-06-30 11:28:15
10658,TikTok,1681305,22509,16096.97,2022-05-23 12:18:40
12640,TikTok,1897855,34813,44800.68,2022-12-17 00:08:19
10384,YouTube,1709500,28711,43328.19,2021-05-06 21:46:32
13510,TikTok,102209,230,429.14,2023-02-20 13:47:13
3525,Instagram,170067,2868,1768.42,2018-06-04 00:04:06
5837,Instagram,1300408,10472,16491.26,2020-12-21 11:57:24
4830,YouTube,39535,724,1300.47,2021-07-03 03:26:52
4467,Instagram,111906,637,1534.17,2019-08-16 04:06:16
7963,TikTok,1208599,19273,19711.59,2020-08-01 18:50:17
11413,YouTube,1050470,5907,5297.42,2024-08-23 00:40:00
3035,Instagram,741976,7539,6268.86,2019-07-18 13:27:42
1270,Instagram,295472,1224,2818.65,2020-10-23 21:55:21
435,TikTok,867511,10385,17499.48,2022-12-17 09:34:04
4629,Instagram,1332216,14956,10062.44,2021-09-27 06:40:46
14173,TikTok,827835,1702,4035.69,2021-09-15 05:15:03
1508,TikTok,1909507,26227,55800.67,2019-05-25 13:46:55
14767,TikTok,996501,15936,17286.71,2024-12-14 06:50:02
11720,Instagram,712282,996,1984.02,2022-03-18 09:12:54
108,Instagram,6371,29,63.25,2021-03-03 04:52:36
1004,TikTok,1608173,27243,19554.05,2024-01-05 13:54:47
9577,TikTok,1476604,11249,19928.94,2023-06-07 03:22:07
9753,TikTok,1985435,30052,28879.41,2018-06-13 07:39:46
9744,YouTube,961214,11893,15417.87,2019-08-13 07:23:15
10422,YouTube,1400976,16121,30449.28,2020-02-10 00:37:51
554,Instagram,1628637,11420,22223.39,2018-05-09 12:30:36
9111,TikTok,1239814,13097,16108.08,2022-08-10 15:47:28
2691,Instagram,646277,1474,2064.43,2020-06-14 13:13:24
2242,Instagram,1339399,4564,6132.28,2020-06-09 00:23:50
13340,Instagram,1284953,24254,44275.54,2019-12-04 16:45:14
2738,TikTok,536043,808,1023.09,2024-06-10 18:00:44
1424,YouTube,734569,3017,5967.0,2019-08-19 06:07:36
5003,YouTube,104971,556,694.5,2024-08-03 09:58:31
10553,TikTok,12431,7,13.61,2022-08-03 16:30:31
1226,Instagram,527513,6776,12223.03,2021-06-12 15:30:28
5564,YouTube,725017,5262,12462.03,2019-12-11 14:31:11
9215,YouTube,1371719,12442,8005.74,2021-11-15 20:48:39
6538,Instagram,1022655,3361,3576.93,2020-11-22 03:28:52
1660,TikTok,985142,4677,6195.51,2024-07-05 23:59:05
11543,Instagram,536984,4959,11146.17,2022-06-24 20:13:21
14811,YouTube,1956901,30238,72124.45,2021-02-10 09:23:49
1723,YouTube,1932343,12710,12729.44,2018-02-27 00:38:49
7161,TikTok,1422601,26625,49573.4,2022-05-08 16:44:16
373,YouTube,599447,9559,16201.84,2023-11-22 10:23:25
4757,Instagram,411322,6581,13268.81,2023-03-17 01:20:30
8967,TikTok,685355,8566,19772.88,2020-08-29 06:30:57
9739,YouTube,1348486,26796,30784.09,2019-11-10 06:29:46
10636,TikTok,719856,12261,18327.61,2019-12-05 03:58:09
2563,Instagram,281188,235,479.98,2019-04-18 22:22:35
675,TikTok,1555163,18876,22659.91,2019-03-04 03:48:37
1832,TikTok,954127,15854,22821.09,2023-11-24 08:34:45
9720,Instagram,395916,409,653.44,2022-12-17 03:23:14
9667,Instagram,1971922,7577,8446.45,2022-09-03 19:19:08
6960,TikTok,58485,592,970.1,2022-10-08 23:24:13
8333,YouTube,288695,3370,7852.4,2023-02-24 00:44:45
2591,YouTube,1664161,1658,1056.97,2024-08-26 10:46:39
7996,YouTube,1847687,15739,25228.48,2022-02-27 19:23:12
1485,YouTube,1977668,26327,36136.61,2024-04-06 07:15:09
6791,Instagram,220279,1120,1642.39,2019-12-11 08:58:31
9102,YouTube,938076,4765,7778.95,2022-10-13 03:52:15
2326,Instagram,1900046,8632,5521.95,2018-04-07 20:52:37
550,TikTok,1404368,21044,50081.63,2020-04-08 19:57:00
7271,Instagram,266889,275,433.5,2023-02-19 10:44:48
5032,TikTok,523123,1728,2807.04,2021-01-10 02:24:19
5330,TikTok,526768,382,616.96,2024-08-17 15:11:42
12635,Instagram,470305,6307,8787.96,2023-09-02 06:00:55
10951,Instagram,1584351,16125,17150.87,2020-10-17 07:19:33
6178,Instagram,1834466,11476,7004.74,2021-02-15 08:48:44
3262,TikTok,1611106,30114,21526.1,2024-05-04 02:05:35
13063,YouTube,191358,1957,4652.54,2020-07-23 00:48:12
9182,TikTok,165005,2364,1357.72,2019-07-22 01:16:49
8683,YouTube,1316322,20918,43795.18,2021-12-30 17:43:41
6807,YouTube,479005,1725,3061.19,2018-03-11 03:39:24
1432,Instagram,463585,828,1090.13,2020-10-28 20:20:50
12268,YouTube,574364,2813,6278.11,2020-01-02 08:11:26
14837,YouTube,1759287,12034,27237.46,2021-02-11 19:06:42
9766,YouTube,1087505,18400,28436.4,2018-09-17 10:40:26
4635,Instagram,413565,1344,2354.24,2019-04-14 00:22:47
3715,TikTok,1425257,19902,44799.14,2018-02-17 23:48:02
12130,YouTube,573965,8317,9049.63,2020-05-05 11:55:45
12895,Instagram,132771,2640,3162.59,2020-07-26 20:41:19
4683,Instagram,815483,4627,11071.26,2021-03-07 00:31:22
9030,Instagram,876223,16739,19468.17,2019-01-17 15:15:04
11486,TikTok,1835083,17092,39524.75,2022-09-07 04:52:13
3173,YouTube,1493971,8989,19281.26,2019-02-14 13:04:44
9455,YouTube,1415132,8901,12273.37,2024-04-19 06:41:26
904,TikTok,385803,1079,1686.43,2024-09-04 00:36:07
695,Instagram,764015,2876,5271.92,2020-07-25 03:13:09
3614,TikTok,1813968,21489,18059.42,2022-02-24 06:11:58
13384,TikTok,439934,4445,9270.44,2023-04-05 10:11:44
14831,TikTok,1912952,20661,41046.34,2021-09-27 22:16:19
13006,TikTok,792972,7164,3995.12,2024-07-20 10:56:20
6172,TikTok,587866,11446,12422.2,2018-09-29 01:34:59
5923,TikTok,1123775,16896,30321.42,2021-03-07 02:13:29
8972,TikTok,1733280,2594,3148.86,2024-12-16 23:45:10
2227,TikTok,1458386,9626,5200.1,2021-10-23 13:10:27
14517,YouTube,1639243,17594,23843.05,2022-09-27 05:29:44
3184,TikTok,509525,4956,10253.03,2020-04-29 21:46:27
8182,Instagram,225824,1920,1624.95,2019-01-04 20:50:12
2006,YouTube,1916004,10291,19868.75,2024-10-15 06:47:54
11683,YouTube,88953,286,616.93,2021-06-13 16:21:30
4214,YouTube,719981,12714,25417.58,2021-06-10 18:53:11
13833,YouTube,1962589,21309,27467.21,2020-04-17 22:27:12
14424,Instagram,42961,316,528.29,2023-08-09 06:40:18
5745,YouTube,444269,6499,12717.86,2022-05-14 19:17:55
7040,TikTok,519537,1666,1227.87,2024-09-24 19:04:30
8509,YouTube,1178263,14724,11721.62,2019-07-13 06:02:32
13881,YouTube,950121,12279,29802.43,2018-11-08 17:03:44
1000,TikTok,307770,1150,895.07,2020-07-04 00:36:02
6740,Instagram,1303762,18996,32634.24,2022-09-06 20:10:26
13596,Instagram,1634106,19542,25060.01,2019-04-24 10:36:52
14019,YouTube,1114538,6399,5816.84,2023-02-18 20:41:26
13391,YouTube,1933629,4539,7271.37,2022-02-11 23:07:29
10511,TikTok,1473646,11773,24706.3,2023-06-23 07:24:25
7373,YouTube,1468333,10531,20272.22,2020-01-21 00:29:56
12915,YouTube,1759192,34771,18624.75,2022-06-25 12:59:31
12092,YouTube,120068,2188,2547.2,2024-12-18 19:01:29
7839,Instagram,146892,955,1226.96,2020-01-04 14:32:53
9251,Instagram,1138459,4248,2605.76,2023-09-14 16:54:02
1750,Instagram,1095665,10460,20105.21,2023-03-14 20:41:18
604,TikTok,292839,302,612.72,2019-04-06 11:20:02
13143,TikTok,651917,4882,9587.97,2022-09-11 03:21:35
13849,YouTube,1556494,13366,24761.89,2018-11-07 10:52:34
3435,TikTok,504319,9612,8059.39,2024-08-04 11:31:18
11437,TikTok,1546586,4628,9575.81,2024-01-24 11:43:35
9711,TikTok,86143,471,1036.29,2022-06-28 10:44:56
3567,TikTok,356013,5038,11859.99,2018-06-22 00:38:25
11710,TikTok,1501224,19152,44221.08,2023-02-06 20:20:57
390,Instagram,1965312,13491,33640.57,2019-06-24 18:10:11
9094,YouTube,658331,5983,14119.91,2022-05-29 00:05:35
2885,TikTok,372385,6886,7866.5,2023-04-27 23:44:40
8583,Instagram,736031,10312,22472.04,2022-04-04 22:32:13
1371,TikTok,719472,7254,8946.98,2019-10-02 18:01:25
12618,TikTok,1340743,14401,7432.17,2019-08-16 14:47:12
5227,Instagram,364540,3691,2924.79,2020-04-23 13:41:27
13934,Instagram,1746250,32228,41381.01,2022-01-05 11:55:09
11362,TikTok,1530770,28919,21430.85,2020-11-07 03:35:28
1459,Instagram,87907,727,1006.86,2022-12-07 09:16:55
1663,Instagram,1622890,2444,6012.3,2020-06-10 03:44:13
5364,TikTok,697126,4426,4614.34,2019-08-25 05:43:04
12356,YouTube,1260685,18307,16650.25,2023-12-09 01:31:23
8625,TikTok,682297,6313,12233.4,2023-06-30 21:18:30
9143,Instagram,1539884,25880,56558.72,2022-01-09 14:54:58
11715,Instagram,358749,5820,10115.63,2022-02-12 18:24:37
6342,YouTube,1209885,7678,17871.35,2024-11-10 17:57:12
11103,YouTube,1842584,36184,65406.3,2018-12-18 20:03:06
698,Instagram,1400242,18317,44436.15,2024-12-28 02:08:01
1800,Instagram,1071302,10430,10484.8,2021-03-06 02:57:32
3684,Instagram,1662863,3248,7796.99,2020-03-25 21:35:44
5187,YouTube,1175518,12221,7369.16,2024-09-14 10:33:27
4801,Instagram,1503335,18148,23552.76,2020-10-27 18:08:59
11165,TikTok,1639560,18754,15944.99,2021-09-16 18:13:34
10105,YouTube,59511,224,197.57,2018-01-03 11:09:41
9613,Instagram,134334,2119,3327.67,2023-09-16 04:03:37
14391,TikTok,1227424,18944,39566.36,2018-02-20 10:24:03
4299,TikTok,1632170,5232,10477.62,2021-08-01 05:00:14
13222,TikTok,484046,1222,2881.45,2021-08-15 22:57:48
4561,TikTok,444302,4661,2663.52,2024-05-06 08:27:48
10266,Instagram,1192306,7500,18699.69,2019-11-26 13:23:33
13012,TikTok,413618,6918,10967.52,2019-07-17 03:26:48
4119,YouTube,1762106,25386,14433.85,2021-10-19 23:17:40
11444,TikTok,798201,5255,6466.83,2022-07-17 10:42:24
14572,YouTube,1182640,13908,27413.14,2023-04-16 11:17:22
8297,YouTube,18574,146,86.55,2023-08-26 04:07:28
64,Instagram,892039,12530,9652.63,2023-07-18 14:00:57
4795,Instagram,1806339,22639,29706.8,2020-08-15 13:40:53
10612,TikTok,212197,1310,936.18,2021-06-29 11:49:18
4490,TikTok,1916265,4356,10272.99,2018-02-20 02:34:54
14200,YouTube,1810015,19808,26268.68,2019-08-15 02:18:39
6143,Instagram,1406982,20822,43083.45,2020-07-27 09:02:11
8591,TikTok,1261581,2230,2777.39,2024-03-24 23:32:04
9985,Instagram,666388,9052,6437.35,2019-05-03 08:40:50
13354,Instagram,7010,137,253.01,2022-03-05 01:26:19
11906,Instagram,933175,1986,2710.66,2020-04-14 01:58:18
1217,YouTube,1497928,6073,3505.57,2018-04-01 10:05:03
3322,Instagram,648684,3205,7545.98,2018-08-25 00:09:47
3269,TikTok,1585925,794,1237.2,2018-12-25 19:12:01
9023,YouTube,129666,1929,2066.61,2020-07-15 22:18:19
826,YouTube,1835969,21209,34106.28,2024-06-11 15:38:17
11760,TikTok,1350052,17629,34652.84,2023-09-14 15:24:06
4187,TikTok,831521,5327,5499.99,2021-08-18 07:35:16
12724,YouTube,1002809,6281,10878.5,2021-11-28 08:36:23
14008,TikTok,1773586,18302,16053.63,2019-01-07 11:05:17
13227,Instagram,1132862,19320,28359.19,2021-03-14 13:35:57
8558,Instagram,1272953,1967,1980.11,2023-04-04 03:00:21
8746,Instagram,1937964,31745,38641.79,2022-01-12 22:43:51
8779,TikTok,488639,1864,3852.86,2018-06-22 14:09:04
8166,YouTube,613338,11553,21621.87,2018-08-28 02:31:58
2722,YouTube,365585,5035,4301.85,2024-11-06 23:55:29
12248,Instagram,1766262,11643,23533.66,2019-06-15 09:24:55
12580,YouTube,1077315,12336,12430.96,2019-01-15 05:45:43
12533,YouTube,1990571,39388,94678.03,2020-09-27 06:35:48
9756,TikTok,1666931,27502,51022.44,2022-09-26 04:21:00
2159,TikTok,1175191,15447,28697.28,2021-10-16 04:31:21
10620,YouTube,1097512,2111,1972.55,2024-03-11 03:19:01
1965,Instagram,845069,16612,28983.49,2021-08-20 05:19:19
14872,Instagram,1252397,8547,8097.79,2019-04-25 16:40:39
7018,YouTube,549988,9411,21082.01,2019-07-16 06:58:42
3673,YouTube,615733,4386,9317.42,2021-03-29 02:18:46
13792,Instagram,928263,12043,14170.37,2020-09-16 13:28:22
3847,TikTok,55662,607,684.3,2023-01-12 16:27:00
5333,TikTok,658925,654,1302.95,2021-06-01 09:11:26
3331,YouTube,1881655,15598,19624.74,2020-04-06 16:52:33
12237,Instagram,1771867,10963,27330.94,2021-03-06 18:23:23
10140,Instagram,398374,6084,5290.8,2023-01-17 09:25:53
7160,Instagram,709107,8240,8112.62,2023-01-10 06:03:42
4866,TikTok,157429,877,1974.1,2023-11-25 19:31:21
4296,Instagram,1997946,15966,8768.37,2023-03-14 23:49:33
4034,Instagram,577193,3861,4156.17,2018-02-12 13:34:57
12782,YouTube,1931504,24310,15365.64,2022-06-26 18:24:37
10267,TikTok,1735901,13380,6806.13,2020-01-18 18:29:29
5306,TikTok,541426,7585,16623.91,2022-01-19 10:47:18
206,YouTube,1923338,33280,20503.38,2023-05-03 05:57:38
6121,Instagram,1020788,16360,28264.7,2024-11-10 18:02:49
8126,TikTok,783106,4241,3132.52,2018-10-23 07:56:42
2324,Instagram,291122,1466,1119.26,2020-06-22 17:54:38
12863,TikTok,1476125,20983,19470.98,2018-03-20 00:59:08
9065,YouTube,753030,8212,4478.07,2018-06-22 04:36:44
2945,Instagram,347306,6047,11428.41,2021-07-02 22:40:30
5641,YouTube,1480987,4913,4417.23,2019-03-05 21:01:53
8411,Instagram,639465,10908,15812.93,2024-02-23 18:53:27
4800,YouTube,1903401,26001,44388.77,2023-07-30 20:10:05
3024,TikTok,1309436,8042,11764.89,2023-07-04 01:57:49
10841,Instagram,619344,3817,7600.36,2020-10-28 21:58:38
5815,YouTube,897942,562,1391.41,2019-02-21 09:19:40
12760,YouTube,1526129,16447,38194.84,2021-10-30 21:44:46
4967,Instagram,358944,2055,4270.1,2018-08-09 06:03:33
5272,TikTok,663113,537,711.49,2018-07-19 19:18:29
2329,TikTok,1621664,27400,65202.71,2024-11-22 20:23:07
13717,Instagram,1585458,20970,19689.55,2024-02-25 05:05:03
3953,YouTube,1465753,22778,33782.15,2024-03-12 15:19:21
4388,YouTube,424853,4928,7877.66,2018-06-01 23:32:26
1319,Instagram,1611950,27205,33841.58,2018-04-18 06:11:34
4805,YouTube,818553,11672,27632.69,2021-12-19 17:57:14
12171,YouTube,1356515,26177,28084.32,2023-07-06 18:26:11
12096,Instagram,1158697,4176,7499.99,2022-09-26 06:41:28
3002,YouTube,1407551,22462,15222.95,2021-09-25 14:00:05
12902,YouTube,1899558,7483,4700.33,2019-01-07 09:46:13
9616,TikTok,1231407,21664,22480.88,2020-07-02 18:28:45
9886,Instagram,250126,1987,1846.79,2024-12-24 06:45:41
4214,Instagram,675295,6480,14789.55,2021-10-12 15:33:52
1886,TikTok,1520602,23463,36034.15,2020-07-14 02:22:37
11590,Instagram,746018,14242,24283.68,2023-04-22 19:00:12
13652,TikTok,469434,7673,13411.34,2023-09-29 01:23:46
3706,Instagram,1889431,16273,19644.83,2020-03-01 05:13:51
3710,YouTube,1326732,5840,10388.37,2023-10-30 01:16:29
129,YouTube,1850184,4381,5535.81,2024-07-13 04:51:06
2367,YouTube,1799838,26239,27008.69,2021-05-20 14:57:18
12727,Instagram,1414484,23015,30318.02,2022-05-19 10:38:12
14046,TikTok,1206815,23225,36963.32,2023-04-11 12:39:52
10645,YouTube,1548356,15561,23333.77,2022-12-13 06:10:28
4899,TikTok,981242,5807,4728.15,2021-03-05 09:29:09
10491,Instagram,879092,3203,3351.44,2020-03-12 04:58:51
2759,YouTube,1775654,978,1115.4,2019-01-13 10:44:14
14517,TikTok,1916550,23362,44243.81,2021-08-23 07:07:27
10652,TikTok,370721,2489,4852.56,2020-10-31 17:03:00
2378,YouTube,1137924,6424,6110.66,2021-08-08 00:04:11
4475,Instagram,1828827,35651,83495.29,2024-03-23 16:28:07
4866,TikTok,1235136,23065,42285.6,2024-10-20 13:47:36
12219,YouTube,477083,6829,3540.08,2020-06-13 23:11:02
5836,YouTube,718178,8898,13344.62,2024-12-18 00:00:13
3665,TikTok,535168,5125,11169.53,2024-10-31 01:01:18
2774,TikTok,1019589,18842,21389.1,2019-09-12 02:52:03
8445,Instagram,1293127,2517,2601.84,2020-10-18 11:12:31
10577,Instagram,899975,16542,14195.12,2019-02-20 01:34:22
942,YouTube,1483881,8312,7603.12,2023-12-01 09:24:39
4622,Instagram,1480684,14644,13407.31,2023-06-13 09:06:01
4410,YouTube,1219035,3778,2292.12,2020-12-19 21:25:40
10151,Instagram,1646692,8264,14871.42,2018-02-16 02:31:23
13153,TikTok,652127,4047,4446.71,2021-06-03 07:21:44
6834,Instagram,364227,3313,2638.81,2021-10-11 05:56:45
2210,Instagram,1166459,5367,11859.71,2024-04-28 15:59:08
1727,TikTok,1908655,8045,17604.82,2024-03-31 07:03:58
13832,Instagram,1934245,14447,30440.62,2022-05-09 18:41:27
13832,YouTube,277793,575,448.47,2022-01-20 09:14:01
12030,Instagram,142238,925,1913.84,2022-03-10 02:19:38
2777,YouTube,1481751,1548,3529.04,2019-01-28 12:59:30
10695,Instagram,583018,10823,15311.66,2019-02-27 12:14:12
1795,Instagram,273467,4101,2682.84,2018-07-04 02:13:52
10453,TikTok,1396169,4195,9676.08,2023-09-18 03:27:48
307,Instagram,252511,2009,4365.41,2019-03-13 02:06:55
7602,TikTok,1260437,18406,39023.01,2018-11-02 17:53:55
9322,YouTube,910426,12609,29520.29,2022-01-19 06:12:37
2765,YouTube,944208,13256,13468.01,2019-10-15 00:22:41
3317,YouTube,483227,1950,2183.83,2019-07-29 11:49:51
8426,TikTok,295544,5254,13031.25,2024-05-12 12:02:31
7553,YouTube,1770141,7102,17670.14,2020-10-07 01:40:29
9596,TikTok,420382,5744,9272.56,2021-07-26 17:27:45
11240,Instagram,1321946,22217,34131.43,2020-10-17 17:32:06
2673,Instagram,1581287,15749,35517.7,2024-04-17 09:19:54
11384,TikTok,660289,13190,23000.45,2018-02-22 05:49:45
3932,Instagram,1590127,2390,4514.86,2018-01-30 14:10:46
3305,YouTube,974824,13077,25052.52,2019-10-01 17:07:24
11534,TikTok,412564,735,1603.56,2022-10-14 04:19:07
8915,Instagram,1222263,17621,29645.75,2022-04-15 11:26:16
14258,Instagram,553714,10046,18724.61,2024-01-20 08:53:36
7606,YouTube,1064692,4175,5607.52,2018-12-25 06:49:44
14926,Instagram,1878558,10220,18391.73,2020-11-11 10:18:19
6337,YouTube,134133,1215,1339.55,2021-01-23 17:31:27
4873,TikTok,1905790,1960,3566.53,2020-01-18 05:21:59
6911,YouTube,358125,805,463.32,2022-01-27 05:04:13
13229,Instagram,773709,5256,10471.61,2021-03-01 13:42:11
6571,YouTube,1741568,23342,41300.49,2018-11-29 02:07:00
10171,YouTube,253605,2298,5250.38,2023-07-19 19:49:43
13173,Instagram,1340894,26476,17178.4,2021-10-01 02:27:34
2955,Instagram,515668,5301,12118.44,2020-02-13 08:12:13
6409,TikTok,1220790,22082,19596.59,2018-05-29 12:36:39
626,TikTok,280222,1197,1660.97,2019-05-29 23:41:19
12670,TikTok,444629,6191,11275.46,2020-09-09 21:40:36
10872,TikTok,345067,731,1284.92,2018-04-13 11:31:48
570,YouTube,267368,2630,4923.03,2021-10-23 02:33:43
1144,TikTok,69287,276,628.47,2022-09-05 21:10:33
11763,TikTok,1728808,11679,29121.04,2019-08-10 18:56:11
5826,Instagram,1288641,8844,6162.62,2022-02-24 09:59:35
415,YouTube,1503009,4257,9563.07,2019-07-18 12:59:01
263,TikTok,1229487,1131,1010.24,2022-09-07 14:11:33
13704,YouTube,567835,6225,13938.75,2018-12-05 12:55:47
14125,YouTube,937450,1796,2260.41,2020-11-13 11:30:06
10685,TikTok,593444,4586,7628.44,2024-07-01 15:57:21
8111,Instagram,1256015,3209,6475.06,2019-10-10 16:32:31
3214,TikTok,1851530,33503,55039.12,2020-07-11 01:34:56
9781,YouTube,1103764,13419,33144.01,2019-12-17 21:42:20
8823,Instagram,1740014,12406,12637.61,2018-08-05 01:28:03
14444,Instagram,1918708,28467,52034.24,2021-05-18 11:45:40
5541,Instagram,1028138,17032,37917.48,2024-05-22 21:24:10
1759,YouTube,772686,4296,3009.67,2023-10-18 02:31:15
940,YouTube,910067,869,1022.5,2018-08-24 15:41:31
13674,Instagram,585549,2961,1820.92,2023-04-12 20:40:51
5855,YouTube,1649663,32250,23976.46,2021-06-20 18:37:06
10076,TikTok,651210,9624,11966.77,2021-10-08 17:16:53
5579,YouTube,327239,2317,1818.0,2020-08-25 05:34:29
9924,TikTok,1346111,19727,46353.76,2019-11-17 15:59:46
14102,Instagram,169486,2511,2360.74,2021-09-13 10:54:32
11770,YouTube,1087006,21222,51355.69,2023-03-02 20:17:23
8830,YouTube,1597965,15533,18681.53,2020-09-01 02:33:38
12201,Instagram,1542503,26611,18925.7,2018-09-01 20:51:57
5221,YouTube,1939958,16658,26279.13,2019-10-09 19:46:00
2394,YouTube,728144,9637,21962.64,2022-12-16 23:05:10
6916,YouTube,1047473,15956,13936.42,2019-02-13 23:02:39
6926,TikTok,380573,4079,2402.48,2018-03-18 17:29:28
3644,Instagram,1479553,12074,25501.04,2020-08-24 15:13:33
2865,YouTube,1696710,14734,23831.18,2024-10-01 20:27:58
3293,Instagram,1249134,10289,10115.22,2021-08-23 00:40:43
2103,Instagram,51942,1035,1053.01,2024-05-19 06:27:02
4151,YouTube,441272,3811,7535.73,2020-05-03 03:04:54
6051,YouTube,1435759,19333,41022.04,2018-11-19 00:21:58
14192,Instagram,968792,4767,7644.81,2020-01-27 23:56:43
2039,YouTube,1976772,22505,36622.26,2019-03-05 07:29:48
