session_id,page_visits,signups,purchases,dropoff_rate,funnel_date
374620,7469,3642,809,0.89,2018-01-02 22:39:08
430155,8160,3257,1619,0.8,2019-10-11 22:23:02
17457,8251,957,424,0.95,2019-08-12 18:49:57
258669,12778,2593,751,0.94,2019-02-24 22:22:22
263150,16394,7195,1148,0.93,2022-01-12 06:08:34
151380,2241,639,107,0.95,2022-06-22 22:45:39
302369,12130,3222,1269,0.9,2021-12-10 10:20:10
234425,8227,3105,1043,0.87,2019-06-25 03:13:24
114986,4789,817,303,0.94,2019-12-16 10:14:21
327137,19897,2860,1630,0.92,2021-12-31 18:00:19
18661,7152,1280,630,0.91,2019-10-26 22:25:59
306539,10911,4319,2334,0.79,2024-02-06 20:39:42
8059,18316,6808,3271,0.82,2020-09-15 16:35:24
426168,9562,1465,306,0.97,2019-07-25 05:15:48
173717,4728,2219,275,0.94,2024-08-24 13:36:31
53090,15750,6876,3423,0.78,2020-04-18 01:08:04
490601,18470,4413,1627,0.91,2020-05-02 13:53:42
354953,16610,8038,1292,0.92,2024-12-09 11:21:57
461705,4331,1211,125,0.97,2019-08-02 12:03:50
269335,6946,2052,455,0.93,2018-07-04 21:06:10
163543,16684,5544,1353,0.92,2019-03-15 06:21:47
281816,6163,2616,449,0.93,2018-01-22 16:36:57
334477,18703,2044,756,0.96,2023-04-11 15:46:31
364409,12052,4207,441,0.96,2020-12-01 14:12:36
107736,19364,7403,3230,0.83,2022-10-05 23:51:30
350250,6371,1926,391,0.94,2024-10-30 19:01:15
275898,14149,3833,1730,0.88,2020-05-21 00:51:05
133870,7744,2720,1518,0.8,2018-06-12 20:17:52
207565,19824,5369,1336,0.93,2018-11-30 23:45:46
309036,14251,4800,2172,0.85,2024-06-19 20:51:13
257343,19057,5166,2258,0.88,2019-02-08 11:04:32
368430,2277,814,241,0.89,2022-07-06 16:38:36
55668,2921,423,240,0.92,2019-04-21 12:18:52
488641,6890,1923,582,0.92,2018-05-14 02:40:40
467297,18384,6789,2154,0.88,2018-06-11 16:53:04
406364,6135,1237,671,0.89,2023-01-06 20:20:09
241287,10602,5136,1314,0.88,2020-02-26 10:36:14
234389,1715,746,314,0.82,2021-06-10 14:38:16
73521,18411,4565,2440,0.87,2018-11-07 14:01:19
468303,10952,1276,190,0.98,2021-06-24 03:25:10
263060,7485,2170,1054,0.86,2019-09-13 02:29:07
291782,4500,933,334,0.93,2022-11-24 07:54:22
341576,7923,2325,1362,0.83,2021-06-14 05:35:56
101717,5353,791,404,0.92,2023-09-03 01:08:44
439564,13095,3682,1081,0.92,2021-09-19 16:09:40
297836,17633,7061,1750,0.9,2024-11-01 11:43:45
27145,11710,5815,1409,0.88,2019-06-15 04:40:49
79649,5460,2726,1149,0.79,2023-09-04 04:40:09
15249,13638,1887,495,0.96,2022-10-18 09:42:31
336685,15662,5409,2118,0.86,2023-01-18 19:11:38
324975,16485,4553,1411,0.91,2019-10-28 19:49:12
300028,1458,489,116,0.92,2022-09-04 11:59:08
125344,15326,2994,975,0.94,2023-01-23 00:21:35
35044,13181,4348,1842,0.86,2021-09-10 01:17:56
194868,17643,2438,1044,0.94,2024-06-16 13:21:15
323706,13686,3024,1674,0.88,2022-08-08 18:03:33
317052,3418,819,153,0.96,2023-07-03 17:29:03
307253,13431,4536,1979,0.85,2020-11-04 01:00:49
49927,12842,2024,732,0.94,2023-02-20 13:04:13
472438,15975,7910,2992,0.81,2018-10-15 06:37:13
114136,3922,961,248,0.94,2022-11-05 17:54:14
254350,14292,1760,445,0.97,2019-09-05 03:43:07
339397,5320,868,260,0.95,2024-10-04 21:59:46
352176,7756,3352,596,0.92,2024-11-11 16:20:06
387248,1590,236,35,0.98,2020-11-04 08:23:35
161004,9784,3604,1377,0.86,2018-10-18 01:27:13
280222,19335,8075,3670,0.81,2021-05-09 12:26:13
17144,1231,230,107,0.91,2023-09-06 08:23:43
58926,13602,1887,1087,0.92,2019-06-22 11:22:48
105125,13090,5739,2941,0.78,2022-05-07 01:02:36
282610,15054,4517,487,0.97,2021-09-28 23:24:08
456213,16559,5158,2352,0.86,2021-06-20 19:51:14
309272,12590,4217,453,0.96,2019-08-22 15:25:50
67968,1410,453,115,0.92,2018-07-31 01:12:10
72342,3564,972,497,0.86,2022-04-17 14:30:43
231264,2973,708,217,0.93,2019-06-02 16:16:01
306992,11941,1406,285,0.98,2020-11-29 08:32:00
452537,11867,4138,654,0.94,2020-05-28 09:05:56
265849,14889,2829,1039,0.93,2023-08-26 04:35:53
443892,12488,2598,312,0.98,2020-09-04 19:05:10
151413,7059,3255,1832,0.74,2021-03-31 19:44:33
182108,8321,3004,1756,0.79,2023-10-21 15:25:25
264570,13381,1589,856,0.94,2024-09-06 20:30:36
14933,8857,3966,483,0.95,2019-01-04 12:51:51
459822,19519,7686,4140,0.79,2020-06-17 04:15:33
102356,16398,5149,2576,0.84,2019-12-11 16:42:57
114908,11453,4743,712,0.94,2019-11-18 16:22:14
257914,18365,7896,4473,0.76,2018-08-31 20:40:59
262125,5781,2136,741,0.87,2021-04-21 06:34:36
481490,17056,6358,3441,0.8,2020-04-08 09:39:41
492859,19396,7757,4157,0.79,2023-07-21 00:04:10
4048,5839,825,152,0.97,2019-10-16 07:53:49
193707,17097,7577,3956,0.77,2019-05-21 15:53:25
496339,16234,4441,1597,0.9,2020-05-30 16:27:51
35757,7616,2530,1313,0.83,2021-05-02 21:42:32
2009,9348,3147,512,0.95,2019-08-15 11:35:30
50252,1613,504,158,0.9,2021-07-29 00:32:38
111077,2316,326,56,0.98,2018-03-14 06:07:22
252094,10368,3908,1533,0.85,2018-05-26 20:10:55
257620,16110,4171,1615,0.9,2019-08-07 08:50:58
455189,7324,1309,615,0.92,2021-01-15 19:12:36
242656,4140,1577,597,0.86,2022-09-29 01:23:11
304295,4152,1638,844,0.8,2018-11-11 02:04:33
360992,9257,3252,1276,0.86,2024-03-23 15:20:45
71709,17573,8361,4498,0.74,2020-04-16 12:11:40
392900,15823,6025,2416,0.85,2018-02-04 16:16:22
354627,853,144,45,0.95,2024-01-28 16:51:24
210762,6934,2592,364,0.95,2020-08-14 01:01:55
248126,9500,1564,161,0.98,2022-10-30 16:54:56
468897,5560,913,258,0.95,2021-07-09 00:27:42
341831,2302,372,96,0.96,2019-03-06 21:55:19
468553,6789,1695,935,0.86,2018-12-08 12:55:52
138940,19912,7453,2803,0.86,2024-02-10 02:52:04
496433,2764,440,130,0.95,2020-08-20 09:47:22
443286,5315,1709,623,0.88,2018-03-07 03:25:10
875,18778,3309,777,0.96,2023-04-03 23:43:09
290940,19234,3176,1638,0.91,2021-09-19 15:35:26
303579,3743,618,81,0.98,2018-06-20 07:58:44
302919,12621,3945,1287,0.9,2018-02-05 08:52:14
473008,6635,1059,325,0.95,2020-11-16 11:27:07
425035,8477,2810,1095,0.87,2019-01-07 18:29:25
399210,15583,4087,655,0.96,2021-01-02 17:32:45
40989,7776,3861,1498,0.81,2024-12-23 07:57:10
204291,4400,1121,391,0.91,2023-07-26 03:01:20
106142,12766,2309,611,0.95,2023-07-25 16:52:28
434499,13249,4135,497,0.96,2021-07-16 01:33:10
32672,19491,4591,679,0.97,2019-10-07 00:29:21
33425,2240,524,148,0.93,2021-01-22 16:43:39
348538,17684,5413,1556,0.91,2018-06-28 18:08:02
340244,4250,1676,269,0.94,2020-12-21 18:47:15
102079,1635,404,129,0.92,2019-07-22 04:55:19
445924,5037,789,301,0.94,2020-01-02 19:30:56
338646,4696,2289,843,0.82,2023-03-09 23:48:38
15783,3455,455,271,0.92,2019-03-09 17:32:18
21667,7934,2882,863,0.89,2018-07-15 17:35:45
227796,379,126,43,0.89,2024-06-29 09:04:38
367771,4781,859,131,0.97,2020-03-15 17:02:46
416795,12128,1930,1106,0.91,2023-07-18 10:57:00
495408,9703,1706,589,0.94,2019-02-22 14:58:20
432239,12158,4184,1937,0.84,2018-05-27 06:31:53
149232,17527,7037,2046,0.88,2018-08-18 10:34:50
125388,3520,769,244,0.93,2022-08-19 17:35:23
121564,4920,2318,581,0.88,2020-11-21 08:08:10
84051,19428,3801,2103,0.89,2024-04-24 13:59:17
284020,10035,4184,2343,0.77,2020-02-04 20:42:05
432683,12693,3178,1601,0.87,2019-09-12 14:41:34
49432,13430,6543,3474,0.74,2021-10-23 15:12:28
443980,11977,1671,284,0.98,2018-04-12 08:29:07
214842,7298,2743,1477,0.8,2019-02-17 12:26:08
478331,641,298,82,0.87,2020-08-05 01:33:47
238332,15380,1844,366,0.98,2022-06-02 14:18:50
61053,16928,6853,944,0.94,2022-09-17 23:27:54
78138,13964,3640,726,0.95,2023-03-31 03:13:43
302193,11895,2025,1093,0.91,2020-04-22 01:37:00
383494,6534,2427,1014,0.84,2024-03-16 06:28:03
92497,14283,3698,1534,0.89,2020-08-10 14:48:11
195336,6221,2638,453,0.93,2024-11-16 10:23:06
366534,8707,2524,392,0.95,2020-05-14 07:44:22
227255,11020,4730,1194,0.89,2020-07-10 22:32:47
369098,17561,6675,1416,0.92,2019-04-17 06:44:39
359570,9570,2292,488,0.95,2022-11-25 17:28:18
379146,4349,960,253,0.94,2019-10-17 17:20:58
132089,8464,1740,607,0.93,2022-07-28 10:35:44
152638,5783,998,365,0.94,2022-10-04 00:14:03
111202,6346,2684,549,0.91,2018-01-02 20:41:33
499518,11861,4592,1760,0.85,2020-10-12 22:47:13
361163,7568,3396,1829,0.76,2021-08-18 04:54:13
424747,7565,1165,598,0.92,2023-05-23 01:23:42
68304,13732,2517,420,0.97,2019-08-27 16:45:09
70467,14950,2506,1271,0.91,2023-04-23 01:33:33
91966,16717,7282,3410,0.8,2018-08-06 06:51:07
331713,6893,823,388,0.94,2020-12-19 12:05:51
359259,14686,1610,863,0.94,2022-12-12 03:33:11
330851,15336,3905,2241,0.85,2018-01-27 17:56:42
410401,2401,470,269,0.89,2019-03-06 18:38:57
373613,16316,3878,1610,0.9,2018-08-18 08:33:17
159364,4639,559,230,0.95,2023-06-11 05:39:53
469700,7477,2274,1271,0.83,2022-07-03 06:28:15
296133,4341,1643,626,0.86,2018-12-07 02:58:38
184225,11687,3805,1239,0.89,2020-06-25 22:32:18
350753,4304,600,67,0.98,2019-05-31 20:26:47
226416,16786,8275,1926,0.89,2018-04-26 04:45:37
20825,9233,3750,1086,0.88,2019-07-08 04:18:46
240422,2458,1154,284,0.88,2021-04-22 05:57:27
322207,11587,1799,592,0.95,2022-02-15 08:55:39
140876,5555,588,350,0.94,2024-11-28 15:36:41
359369,7481,3451,1860,0.75,2018-01-14 01:17:55
266676,2736,656,73,0.97,2018-12-10 15:19:01
224648,19401,4483,2263,0.88,2022-04-09 05:33:55
42163,15520,6808,3978,0.74,2020-10-12 09:54:16
361215,18861,5713,1826,0.9,2023-07-08 14:54:35
356699,5652,574,72,0.99,2021-08-01 04:40:54
126122,3276,821,273,0.92,2021-08-29 21:08:21
414703,14626,7192,3847,0.74,2021-08-20 15:39:48
79497,11144,1298,681,0.94,2020-03-28 12:37:09
286579,9977,3181,518,0.95,2022-03-19 05:32:25
370043,5116,2552,580,0.89,2018-09-28 19:40:03
421881,1897,280,60,0.97,2020-07-08 15:24:40
74677,19624,1981,229,0.99,2021-01-22 00:04:12
109805,2586,583,69,0.97,2018-01-05 13:12:51
206649,14362,4355,1511,0.89,2018-12-16 20:05:08
259833,16169,6372,2335,0.86,2023-12-03 05:17:58
21521,14904,5178,1633,0.89,2022-07-14 06:00:41
94817,6476,2545,838,0.87,2020-05-29 20:54:16
244558,12569,4810,1940,0.85,2022-02-03 13:50:36
234988,5523,2077,763,0.86,2021-04-30 01:03:44
76412,5327,1322,203,0.96,2022-11-27 19:41:48
45581,15630,2769,839,0.95,2022-08-18 09:54:18
70912,10595,4507,1763,0.83,2022-08-23 06:34:23
434866,900,384,201,0.78,2022-12-01 01:18:13
329891,9357,1978,805,0.91,2020-10-31 14:02:47
293124,17920,6549,2864,0.84,2024-10-26 18:03:04
442349,4730,948,214,0.95,2021-10-18 16:48:41
136966,1963,375,86,0.96,2022-09-12 22:17:05
98749,15308,2196,477,0.97,2024-11-26 11:24:18
387678,6206,680,300,0.95,2024-03-08 15:54:55
410285,17470,7291,902,0.95,2020-01-06 16:57:00
112011,15526,6398,1262,0.92,2021-11-27 19:41:32
8215,5450,1514,803,0.85,2018-03-09 21:15:23
413157,12737,4524,681,0.95,2020-04-29 17:41:19
250261,5304,1352,706,0.87,2024-07-02 08:15:21
226886,9452,3996,1669,0.82,2024-10-19 06:01:04
46769,7200,1228,649,0.91,2022-08-15 06:39:24
221105,19333,4551,571,0.97,2024-03-15 06:31:35
199899,5486,926,244,0.96,2018-07-12 21:18:14
190544,2490,1060,401,0.84,2022-11-01 01:52:08
188562,2682,753,190,0.93,2024-02-16 11:06:30
384723,16207,2709,1138,0.93,2024-08-03 10:10:24
46738,9611,1981,556,0.94,2021-09-12 18:21:08
295444,6796,1572,165,0.98,2024-05-12 15:20:32
367961,6799,991,177,0.97,2022-05-23 03:54:44
481239,6757,3283,648,0.9,2019-12-29 16:53:26
21717,5692,1535,690,0.88,2018-03-17 14:47:23
166780,3273,1119,256,0.92,2020-07-15 17:04:38
417253,9070,1429,511,0.94,2024-12-29 06:54:52
249372,11957,3483,1995,0.83,2019-05-06 09:36:51
146834,6435,1285,263,0.96,2023-10-23 22:19:40
42750,5472,1028,331,0.94,2019-05-10 02:30:23
272421,4650,1896,503,0.89,2024-06-14 05:33:12
7542,19131,7998,1456,0.92,2024-07-09 20:46:57
346454,7455,2806,1614,0.78,2018-10-08 08:01:05
181151,19995,4960,2386,0.88,2020-06-21 19:35:49
111588,6620,1384,428,0.94,2018-11-16 12:44:54
340949,19778,8660,1128,0.94,2021-03-23 20:35:50
196316,19361,4569,1124,0.94,2020-02-11 23:48:11
32715,19501,9461,2453,0.87,2024-12-10 00:17:44
13472,11248,1445,759,0.93,2019-01-15 08:03:49
6571,14291,3246,1491,0.9,2022-03-05 21:23:59
289092,6838,2777,1295,0.81,2019-02-17 05:38:54
168271,16147,7247,1838,0.89,2024-12-24 00:00:20
336318,3245,1281,326,0.9,2019-11-24 19:47:20
170020,18622,6829,1005,0.95,2023-09-18 18:19:07
150450,3342,1251,667,0.8,2024-06-30 20:01:58
461104,1979,967,127,0.94,2023-09-10 15:57:17
210714,11013,4586,2148,0.8,2022-12-12 10:08:41
85414,14843,5203,2749,0.81,2018-03-07 18:15:21
159959,5785,2016,580,0.9,2023-08-31 23:17:51
54954,19020,4256,2316,0.88,2023-06-15 21:41:22
12370,10928,4829,1371,0.87,2022-08-24 02:14:43
146653,14614,4791,2577,0.82,2018-12-19 04:20:26
479137,5692,2621,695,0.88,2018-10-10 08:54:20
108458,15108,4663,2089,0.86,2023-03-17 12:18:14
109835,6078,1755,346,0.94,2024-12-29 06:26:06
340464,15643,3001,998,0.94,2021-01-06 02:02:28
375598,6232,1173,144,0.98,2023-01-26 21:49:59
110309,5528,828,323,0.94,2022-02-23 05:20:21
342658,11414,4112,987,0.91,2018-07-04 13:01:25
71161,13109,4737,723,0.94,2019-01-17 04:27:36
1754,3508,1285,472,0.87,2023-04-28 22:57:47
71722,17860,3781,1978,0.89,2022-07-16 03:09:45
115077,7823,1188,527,0.93,2023-02-17 10:13:02
33727,8946,4258,832,0.91,2022-02-26 18:23:13
64281,6243,2192,380,0.94,2021-10-05 12:57:50
427448,17908,8484,4807,0.73,2018-04-27 06:48:29
484205,12144,1889,640,0.95,2019-09-27 04:39:33
256940,10328,4349,1850,0.82,2024-07-21 22:26:18
93276,3029,770,179,0.94,2022-06-10 07:38:57
328727,3886,559,205,0.95,2019-10-03 03:07:23
417540,1693,791,321,0.81,2021-05-12 13:39:47
299500,2718,689,160,0.94,2021-07-12 09:09:37
486465,5859,2422,634,0.89,2023-04-17 21:18:42
58716,18989,8926,2771,0.85,2020-01-05 08:52:13
184445,11506,3583,1427,0.88,2024-12-17 12:45:38
283681,18452,7666,4584,0.75,2020-04-05 07:43:59
202602,19692,9641,3622,0.82,2019-12-31 16:40:01
30115,5579,2727,731,0.87,2020-09-04 20:27:04
170476,13920,6905,1603,0.88,2022-05-16 02:42:17
58419,18060,5673,1425,0.92,2022-02-09 09:06:55
300703,3613,822,89,0.98,2024-02-18 10:48:39
471879,2317,1096,509,0.78,2018-12-05 02:17:40
201955,6824,2497,679,0.9,2020-06-07 19:59:56
405044,7384,2290,742,0.9,2022-06-15 02:00:17
88875,13482,2227,1244,0.91,2023-02-22 15:28:49
242448,13661,3919,861,0.94,2022-07-23 03:43:55
272791,3984,790,201,0.95,2022-11-30 08:00:03
94539,10884,5194,2184,0.8,2018-06-30 16:55:51
49558,14757,1802,422,0.97,2020-08-06 04:39:19
221373,19285,9313,2726,0.86,2023-06-19 14:40:56
293772,16193,3887,1506,0.91,2022-01-27 04:25:56
497349,17627,5195,778,0.96,2019-10-25 00:54:03
48512,16714,4058,2185,0.87,2024-08-19 20:22:20
119179,3804,1605,393,0.9,2019-12-31 09:08:55
337372,13875,1536,497,0.96,2021-09-28 10:02:54
345626,14647,5119,2078,0.86,2023-06-08 08:32:07
380459,2848,751,322,0.89,2021-05-25 03:01:23
20612,1724,844,248,0.86,2020-04-25 17:48:26
62630,3800,1733,1019,0.73,2018-12-31 12:30:33
480075,7380,2472,828,0.89,2024-10-30 20:29:00
33117,11637,2245,642,0.94,2019-05-17 10:32:32
454230,3373,1243,213,0.94,2022-12-31 14:42:19
290935,3742,1041,269,0.93,2021-01-18 03:12:00
296334,2233,732,127,0.94,2020-05-17 02:41:33
298481,15700,3925,1373,0.91,2019-05-20 13:01:36
410221,12595,5701,3320,0.74,2024-09-12 21:03:18
82310,18515,2561,492,0.97,2019-12-14 05:35:39
376939,14155,2033,492,0.97,2022-09-09 21:20:45
221356,9334,2132,860,0.91,2024-12-19 03:43:58
21433,19200,4522,2070,0.89,2019-10-13 22:18:31
415673,6860,870,306,0.96,2018-10-27 23:16:13
406051,19390,4382,796,0.96,2023-04-06 02:16:00
285870,19228,6481,3750,0.8,2021-06-18 14:30:22
381342,4021,947,451,0.89,2018-01-01 23:00:30
176732,13622,5293,2108,0.85,2019-05-29 23:05:54
490772,8312,4114,798,0.9,2022-05-10 16:31:44
291839,8700,2217,1297,0.85,2024-12-16 16:41:44
240128,9679,1934,351,0.96,2019-01-23 13:27:46
421842,1399,631,278,0.8,2024-02-18 13:26:07
212606,17083,7607,3226,0.81,2021-11-30 08:43:56
348146,19238,4159,651,0.97,2024-07-02 20:23:35
385379,8796,3794,747,0.92,2023-07-15 08:25:01
427140,19252,5914,2830,0.85,2020-07-19 07:01:47
14269,11626,3830,1347,0.88,2018-03-31 00:27:14
347752,2675,862,211,0.92,2019-09-23 11:11:47
224998,7467,1910,565,0.92,2018-03-24 07:35:01
77253,908,237,41,0.95,2023-07-30 03:05:15
46218,5583,634,255,0.95,2019-04-29 01:36:42
282902,5398,2129,1210,0.78,2024-09-11 07:25:10
236780,7941,2896,634,0.92,2019-07-23 07:07:02
13368,855,143,54,0.94,2021-11-22 04:43:29
69309,13479,4640,2709,0.8,2018-05-06 09:24:52
474191,9013,1649,473,0.95,2024-01-12 00:01:24
72678,2367,321,137,0.94,2020-01-25 11:35:48
301570,14128,6532,810,0.94,2024-10-06 19:37:42
368822,15624,3183,1656,0.89,2019-12-03 01:31:04
317989,7063,857,319,0.95,2023-06-10 21:43:29
487799,15864,5430,658,0.96,2020-10-27 23:38:30
87535,16508,4891,1350,0.92,2023-10-19 06:36:02
28190,5014,681,219,0.96,2019-12-22 22:24:46
379972,18387,6353,1113,0.94,2022-06-19 23:24:09
149390,2137,437,253,0.88,2020-04-09 14:54:06
482049,5153,2388,894,0.83,2021-01-17 18:10:52
343514,9594,2277,303,0.97,2024-09-30 04:31:52
93125,13431,3057,322,0.98,2021-07-02 22:29:53
257080,11718,5397,1416,0.88,2021-12-09 23:13:59
246135,10313,1238,538,0.95,2022-12-30 03:57:11
482348,17260,4256,1702,0.9,2023-06-15 09:41:24
127666,737,95,15,0.98,2024-03-05 00:56:34
316756,16316,4206,2110,0.87,2021-02-24 03:10:32
392803,14036,6703,3986,0.72,2018-04-29 12:12:17
391230,13730,5465,986,0.93,2018-08-08 06:38:56
136273,10854,3979,1928,0.82,2021-04-01 12:28:02
143519,19980,4787,752,0.96,2019-01-12 08:54:13
324630,15171,6068,1139,0.92,2019-04-18 19:20:06
303374,3683,997,564,0.85,2019-02-14 14:44:58
14264,17711,2801,1039,0.94,2019-11-28 17:23:59
225783,1801,730,118,0.93,2019-10-28 20:06:57
54093,14638,6396,2816,0.81,2022-05-19 19:56:48
83211,7729,2654,453,0.94,2020-01-08 21:50:22
305725,7364,1203,416,0.94,2023-02-09 23:49:41
4986,12804,3761,1566,0.88,2022-09-09 10:50:37
80441,3914,1857,707,0.82,2020-11-16 02:55:40
460817,8011,1032,195,0.98,2018-10-17 11:43:31
245615,13482,2431,675,0.95,2020-09-01 00:34:01
109575,13246,2149,1186,0.91,2019-07-30 18:05:32
70237,18255,2901,504,0.97,2024-05-31 19:42:13
61462,3318,666,263,0.92,2020-12-26 12:28:37
408500,14799,2493,1154,0.92,2019-10-12 07:00:54
121472,18995,4648,2299,0.88,2021-06-07 01:37:43
413129,15334,3216,857,0.94,2019-12-07 23:27:47
333582,11148,2488,875,0.92,2018-07-06 22:37:51
334441,3638,1238,636,0.83,2024-07-24 21:06:01
386385,5931,1965,1067,0.82,2021-08-08 21:26:26
340712,11232,4146,474,0.96,2020-02-06 08:25:42
228623,631,293,146,0.77,2018-04-11 11:23:47
434687,18806,7480,1219,0.94,2018-05-29 20:52:36
163167,1079,374,139,0.87,2021-11-21 14:24:06
29718,8301,3685,610,0.93,2018-08-11 21:14:50
79689,2800,398,147,0.95,2018-07-15 20:16:29
192404,14512,6235,2304,0.84,2018-01-10 12:30:30
36801,18012,4110,1237,0.93,2018-05-22 04:01:18
363483,9722,1822,737,0.92,2020-07-09 21:13:38
136760,4359,664,321,0.93,2019-04-07 21:31:15
66073,3367,1177,440,0.87,2018-12-04 05:10:39
477825,7982,2666,530,0.93,2024-12-22 07:12:55
303345,17914,5589,2953,0.84,2024-10-19 21:49:43
431545,16507,2745,848,0.95,2020-06-23 03:54:37
214420,19897,2629,1318,0.93,2019-01-24 19:35:38
264121,418,186,40,0.9,2022-03-21 04:56:53
372817,13383,2645,1158,0.91,2021-01-11 02:59:48
80481,19658,4691,1439,0.93,2021-06-09 09:50:34
342003,7123,1594,666,0.91,2019-01-30 01:10:31
101948,4894,1952,919,0.81,2020-10-26 22:56:35
353208,7267,1990,1146,0.84,2019-10-04 16:51:18
44694,2608,485,226,0.91,2019-08-02 15:51:14
424397,5374,950,181,0.97,2021-03-22 17:47:54
389065,11055,4855,1618,0.85,2021-09-24 00:45:26
491470,17609,1845,211,0.99,2023-03-19 19:18:37
221460,14726,7124,3868,0.74,2024-10-15 18:52:22
117385,1819,442,212,0.88,2020-11-15 08:45:22
94194,19568,5308,1986,0.9,2020-09-10 19:18:25
470874,17762,2502,1463,0.92,2022-03-17 03:18:50
413779,8451,2726,885,0.9,2020-06-30 03:02:28
422579,2654,1285,189,0.93,2020-01-06 21:36:41
93248,6142,2300,998,0.84,2020-08-29 08:55:53
154617,15746,3087,1029,0.93,2019-02-28 05:21:00
14242,18341,2740,441,0.98,2024-01-23 14:13:28
211961,16883,6906,2445,0.86,2018-03-04 01:18:58
45189,5754,2488,415,0.93,2021-07-05 02:33:30
175329,6081,2791,805,0.87,2022-05-18 10:50:50
5291,18570,1887,197,0.99,2022-01-17 13:46:24
476845,12928,3132,1013,0.92,2020-10-31 17:50:02
317313,13169,1517,432,0.97,2022-10-28 20:22:46
111853,4994,1619,469,0.91,2024-04-10 14:47:58
447258,5344,1419,510,0.9,2024-03-14 09:01:39
165789,19743,7518,4236,0.79,2019-09-08 04:45:53
386083,3886,1803,614,0.84,2023-02-04 06:46:56
379072,8495,2509,999,0.88,2019-01-18 13:51:55
160719,10422,1587,567,0.95,2018-06-28 16:12:27
54429,10986,1822,518,0.95,2024-01-08 20:36:07
244637,6635,1874,495,0.93,2020-10-03 15:40:48
264713,8692,3869,580,0.93,2020-08-23 06:12:15
297210,3464,1579,432,0.88,2021-02-16 06:42:27
166354,5165,2361,804,0.84,2020-05-29 09:38:54
215942,11298,3555,492,0.96,2023-12-16 00:39:08
160493,9143,2186,534,0.94,2018-06-21 19:19:55
270568,8809,1272,267,0.97,2020-05-26 14:09:25
262297,16125,3211,1697,0.89,2018-08-03 08:15:32
349267,11148,1857,1080,0.9,2024-03-21 03:05:15
321822,19897,5126,2467,0.88,2022-11-29 01:59:31
91472,4644,1257,197,0.96,2021-12-16 05:31:07
266868,9535,4589,2463,0.74,2022-04-29 05:47:05
322316,8206,2959,1360,0.83,2019-09-23 18:28:45
171095,7287,2525,403,0.94,2018-11-03 16:15:37
262556,12525,5014,1800,0.86,2019-11-09 20:03:57
402774,15478,4566,1800,0.88,2023-06-17 17:34:01
311140,7910,2512,1193,0.85,2020-12-11 02:51:19
235711,13017,3964,679,0.95,2018-10-28 01:49:01
396068,4120,1715,512,0.88,2023-07-17 10:49:01
242209,19572,4032,2272,0.88,2022-12-01 05:49:51
6533,17685,3635,711,0.96,2018-04-14 23:10:17
230060,18830,4206,1045,0.94,2021-06-05 00:06:00
255308,13617,2081,1242,0.91,2020-07-30 19:26:35
169431,1278,179,70,0.95,2020-12-04 23:17:54
412135,721,85,14,0.98,2020-01-04 17:39:54
376779,8131,2819,1417,0.83,2022-08-30 21:48:03
103353,10448,5126,525,0.95,2018-01-19 10:16:18
395506,18568,3510,1197,0.94,2024-08-22 05:48:31
327191,14737,1625,511,0.97,2023-01-10 20:45:14
25304,12966,4922,988,0.92,2022-05-12 01:52:00
216419,5948,1969,259,0.96,2018-08-22 22:20:13
55858,9582,3910,2123,0.78,2020-02-10 03:50:12
57620,7148,1256,443,0.94,2023-09-05 23:31:01
327469,5864,2829,1540,0.74,2019-07-28 08:35:52
47633,2491,772,366,0.85,2021-05-22 12:47:58
265088,1341,392,145,0.89,2020-02-07 18:24:44
3070,15879,2905,613,0.96,2018-07-13 14:41:10
292301,7452,2978,748,0.9,2024-08-14 07:55:30
168803,13093,5854,1807,0.86,2022-12-02 13:47:35
170452,15219,5606,2219,0.85,2023-03-02 12:38:04
187517,9276,1200,634,0.93,2020-09-09 11:22:32
256035,14799,6308,2205,0.85,2023-12-31 04:19:49
497750,13517,6456,1064,0.92,2021-03-15 03:02:50
124092,13924,5289,554,0.96,2024-10-16 23:05:00
466528,10364,1466,233,0.98,2019-12-26 08:38:13
226718,5438,2504,1028,0.81,2020-12-11 21:51:03
404686,11911,3420,2051,0.83,2022-01-11 03:01:46
342047,2658,777,379,0.86,2024-09-07 05:05:56
174497,14162,1809,1034,0.93,2019-04-10 09:34:07
206700,9413,2676,1156,0.88,2024-06-17 06:04:30
247532,14842,5685,1369,0.91,2024-01-15 01:57:17
457718,16610,3632,893,0.95,2020-05-29 21:35:23
419557,19284,5687,991,0.95,2023-10-13 02:03:16
189194,6599,1685,321,0.95,2020-09-17 15:38:59
214719,15764,5851,2622,0.83,2018-09-22 18:37:02
83156,18864,6211,2123,0.89,2022-08-15 02:22:34
122010,10220,4327,2153,0.79,2024-09-28 13:41:52
470835,16027,5629,1637,0.9,2024-03-20 16:15:39
69988,832,268,29,0.97,2022-12-06 14:34:43
178346,10867,2158,386,0.96,2024-11-06 01:58:47
444659,7598,2190,1158,0.85,2021-07-21 10:09:38
120106,13147,1334,657,0.95,2024-09-26 23:57:50
79055,658,257,90,0.86,2021-05-18 01:37:19
83837,15726,4062,1895,0.88,2024-06-07 05:41:19
25879,12859,2291,535,0.96,2021-06-27 04:30:39
91779,4828,1820,212,0.96,2019-10-15 07:01:08
