month,new_mrr,expansion_mrr,churned_mrr,net_mrr
2023-09,626350,164036,212597,609336
2023-03,426563,268352,277609,415811
2025-08,114632,213291,232667,254935
2023-04,431848,253222,256463,199336
2021-03,291673,212344,281518,173628
2025-04,626539,139253,143646,683083
2024-11,764130,324366,110095,499137
2022-06,527203,40877,116815,507795
2025-04,103342,332636,386817,391702
2022-12,441499,70794,203298,846605
2021-11,357635,472191,152135,391655
2025-11,722909,84519,181424,295569
2023-11,394443,473099,61178,792112
2022-12,104034,236836,311921,554721
2022-12,700761,57051,301862,259560
2021-11,360757,488089,276525,167949
2022-03,554498,223288,82651,133410
2024-06,777464,114237,128232,851025
2023-02,637506,322543,28020,456179
2023-08,334384,437069,19272,425315
2025-10,567077,475840,202345,651016
2022-09,160298,499158,35853,100359
2023-03,436860,220508,12953,150116
2024-09,450190,452695,110152,742275
2025-05,637780,347406,206609,646624
2025-05,280156,284033,50277,183092
2022-03,197726,57973,78777,476771
2024-05,647256,140782,178810,788095
2024-08,320845,428203,157151,640260
2021-03,680653,459711,100249,152081
2022-11,405464,52013,224052,779686
2024-11,429514,212910,362053,895339
2022-05,608922,207829,333025,362438
2023-01,495385,176169,246406,459651
2023-06,736493,137099,353236,414177
2023-04,776008,262637,150954,721240
2023-06,291271,248994,87915,405208
2024-02,60758,472377,85181,767910
2021-06,142974,273742,354444,526165
2021-11,425527,317546,95828,186692
2025-03,372333,67863,199742,834864
2024-08,552163,384054,276210,783257
2021-11,132345,348703,86410,58937
2022-11,161945,159443,65140,856072
2025-11,182529,281747,231297,433307
2025-07,401866,102306,321465,431866
2022-07,427713,453222,337084,552015
2025-09,783467,323449,148137,231193
2022-07,711876,447696,360940,728577
2025-07,166660,342601,152697,580601
2025-10,620611,265465,228334,813042
2022-08,304046,187631,57789,124257
2022-06,270121,426471,53057,386158
2024-11,741356,384238,53116,463539
2021-01,503353,463701,392342,492285
2023-08,669870,434707,291568,161154
2021-04,787993,456904,240054,462417
2023-01,324781,324912,389431,69560
2024-11,618437,395702,197596,641358
2025-02,236535,57848,154854,486085
2022-01,491365,496059,127981,568446
2025-06,152383,30658,399251,716986
2022-06,572473,198158,116912,739566
2021-07,711276,364761,286650,712499
2022-08,598596,30808,194243,103776
2023-11,730210,176419,93675,606881
2022-02,652320,181119,203761,165947
2022-12,547036,256752,348829,455835
2025-01,396355,231336,69028,496469
2025-06,347494,433209,141152,817904
2022-01,608479,456785,40389,247185
2024-02,568921,124621,264911,826662
2021-12,237082,301862,303903,823016
2022-05,773462,79323,243014,132737
2021-07,661089,35611,179283,753683
2021-09,758682,80687,281894,125644
2023-05,276434,468721,239256,186534
2023-10,68740,245541,39962,516439
2025-06,94706,172806,84967,777863
2023-02,706440,116621,136401,896843
2023-08,66760,272072,98993,310248
2023-09,552572,266434,114064,844255
2024-09,207356,361255,127179,161899
2025-06,596890,259569,154963,713753
2022-09,383280,403209,246262,840727
2021-07,66300,308615,29729,877840
2024-05,662175,231398,221627,179097
2021-02,542909,274316,272349,170527
2022-01,439328,53099,383619,845416
2021-09,133030,346051,271745,417419
2025-12,310715,451575,14173,339206
2024-08,557227,236621,331132,623057
2021-09,468185,168962,340047,366477
2023-11,389517,36717,301134,228182
2023-11,606849,433161,163109,868244
2023-10,749023,464033,14322,339520
2023-01,188420,299786,69383,516795
2023-04,202613,72831,184555,653237
2024-01,184277,473872,22996,708226
2023-10,793250,258527,62725,217602
2024-08,126826,203526,338640,285074
2024-08,251240,323411,247366,206698
2024-02,302449,47516,121700,229912
2021-07,313721,495753,261184,432277
2023-06,556415,128958,195061,433293
2023-11,226682,115490,172039,612713
2025-03,509553,427839,215107,850372
2022-10,206316,467945,119426,553121
2025-09,495672,386483,198131,898508
2025-03,595350,218804,251782,782793
2021-05,144158,219503,296175,315922
2024-02,561623,48627,200342,821059
2021-12,532693,277149,192125,780814
2021-12,474403,151929,352252,790330
2025-01,199523,357570,130314,887254
2024-11,766087,434691,53464,579003
2022-06,158009,110327,334237,702409
2024-09,577750,435734,338502,433957
2021-11,241518,275407,383063,228253
2021-05,328775,430750,103864,410500
2024-09,204489,341764,14744,721757
2023-09,590857,381838,266993,624424
2024-09,242171,251167,256532,549654
2021-12,82137,384739,50767,659818
2021-07,373481,24108,55444,322045
2025-05,397506,387997,280303,747695
2021-08,449647,400337,387467,550185
2022-01,80874,216752,385845,756026
2022-11,526856,78480,191869,890744
2023-06,798048,446452,184562,560816
2025-09,327437,165332,77061,252289
2024-09,418101,81096,366007,198654
2025-07,578494,45431,38636,781980
2025-03,775886,58496,212763,410406
2022-06,396527,345382,95826,194156
2021-11,265567,357207,230814,232518
2021-04,505755,450380,355673,100981
2022-09,80208,123351,282680,267031
2024-01,614264,418416,272140,82473
2025-01,786912,340822,80762,713101
2025-04,591387,306947,174245,477981
2024-07,403387,203984,239903,896009
2021-08,141928,349153,331693,342482
2022-09,755493,344509,74732,432384
2022-03,728237,457303,70821,405158
2024-07,620241,104832,275175,799359
2025-09,142880,490766,37667,198070
2025-09,400924,136265,280399,202524
2024-07,573213,49268,139830,137485
2025-02,111828,259405,368362,253882
2025-12,145050,392683,98794,615692
2025-03,325429,108372,375212,409871
2023-06,696372,136397,71602,887860
2025-11,691513,171491,219700,97113
2021-05,268334,166148,363970,379222
2023-03,727310,311039,137275,504296
2023-05,697127,131599,21138,830671
2022-09,282253,476668,311800,869084
2022-07,511955,68398,46932,474108
2021-10,292309,362030,81030,141317
2023-11,226537,298510,366773,578679
2021-02,437931,327443,290683,591196
2022-10,739317,236686,71439,354200
2022-07,285938,183283,102010,147773
2022-11,381675,169147,209639,650596
2021-02,456274,314937,150593,547853
2021-08,685243,81117,105374,498329
2023-12,80922,306043,279279,489761
2023-12,640182,159410,36579,834752
2025-12,507874,170666,167939,708567
2024-04,72262,56949,312710,156426
2021-07,786383,44704,96471,283744
2024-10,58087,73519,23618,171936
2024-05,581162,240081,201585,505576
2023-12,761649,308606,322579,722397
2021-09,614570,419472,229885,209343
2021-12,525029,388367,189136,398076
2021-05,417836,48930,67370,419850
2023-04,776381,494851,35214,330537
2023-06,266583,488749,95081,362080
2021-06,643082,489978,294828,380484
2021-10,171314,268108,139194,801425
2022-03,523863,223865,210070,633270
2021-07,421052,406210,143960,255475
2024-02,106244,319362,71019,715794
2025-10,193012,348586,265329,674066
2024-10,348951,173803,175441,643283
2022-09,55884,176849,168866,277368
2022-03,655890,489079,274620,391007
2021-03,541472,81912,140354,463800
2022-09,220301,390648,29948,358393
2022-08,290681,67077,335400,390210
2021-01,138498,415046,359169,882518
2025-12,709024,248043,194299,561223
2025-03,546525,381457,88504,498213
2022-08,533037,474595,246019,444158
2022-06,398765,489576,90729,794640
2021-11,603920,454034,160782,216643
2022-04,656500,469866,131097,539386
2025-06,241811,378556,264620,165640
2025-01,423284,43680,17993,723331
2021-12,337943,144150,168717,335976
2025-03,567002,148622,64971,473683
2022-06,80779,53093,173461,134047
2022-09,799764,195478,343368,137316
2023-10,764934,349261,395885,314913
2022-11,367880,297904,344835,684993
2021-09,475654,251973,245351,842838
2025-10,134189,168757,336929,53171
2023-06,780544,228335,12299,533854
2025-06,372147,437975,361576,841336
2024-02,131017,476603,55128,378893
2022-05,624655,388315,265137,328532
2024-03,323069,300716,310414,438213
2021-11,68216,94561,276432,327828
2024-03,96935,497316,136467,391942
2021-03,673998,314698,184438,797076
2025-10,724149,221057,189306,556177
2024-03,613422,395992,372997,558113
2022-11,184279,345898,62031,646108
2022-03,761205,220608,302568,791679
2025-11,168973,369330,153875,268479
2022-04,410674,357220,337962,627388
2023-03,760823,23778,314113,498607
2025-08,397197,107981,27013,211197
2024-03,276270,45121,246111,318916
2022-09,665755,157802,163985,869252
2024-02,480103,67606,38633,306770
2024-04,313972,229942,346915,544391
2025-12,316993,45467,264502,764643
2022-02,188235,115199,177365,226759
2022-12,300130,271387,65808,133548
2024-05,792761,462938,396158,318012
2024-06,585728,463337,55087,176375
2022-06,796637,478906,104529,878432
2025-05,600804,288388,49806,309781
2025-07,204970,309957,81722,540616
2025-11,725307,233408,349030,216637
2025-09,429388,395754,103101,655468
2025-06,409054,161470,218635,133688
2024-08,186012,102274,205835,273930
2023-02,316128,250075,89931,837580
2021-09,480363,106687,68053,458846
2021-05,696915,265860,59116,780652
2022-12,330218,26546,28896,582848
2024-03,745221,156385,349161,462781
2025-06,776049,92512,159331,863202
2022-05,518429,388787,206753,559046
2023-11,316071,189443,383411,855824
2022-01,60887,369584,83709,892660
2021-05,498267,275196,174093,491648
2023-01,199564,411118,338305,620202
2025-08,487142,66800,356332,247470
2023-07,177871,264108,337109,379569
2021-03,80669,303008,265459,261658
2023-12,705976,326722,284480,353514
2023-02,677775,217193,201384,262372
2025-02,319813,274823,39411,186860
2022-02,296357,141318,162573,448683
2025-03,712708,112987,327052,322810
2022-06,336815,454344,41865,176653
2025-07,90250,479811,310753,553652
2022-04,732389,365713,348888,110799
2024-09,96446,381175,95565,430672
2022-06,743290,56252,374234,414215
2025-03,743851,458315,194794,711993
2025-06,534548,110015,10403,652945
2022-12,662419,84492,73115,460229
2024-12,420227,422510,82519,311082
2021-02,206786,169285,166781,613464
2021-02,605743,200202,186310,893287
2021-11,776886,101271,251302,328357
2023-05,556216,165794,393302,879037
2023-06,167044,285149,240170,283784
2023-04,691386,326390,204366,408339
2021-01,265112,419225,265831,639066
2023-11,332060,52841,253500,363506
2025-02,299531,189121,347285,892333
2021-06,625487,76492,307008,475569
2024-07,775878,380935,72691,871233
2022-12,581472,342168,220311,57589
2024-09,408886,469651,136164,829549
2025-01,604120,346650,111871,116015
2023-04,184443,179423,38095,371506
2025-04,331595,261984,130906,836537
2021-04,471765,56975,379045,243927
2024-09,284688,203466,52490,622808
2024-01,270301,160612,246976,224671
2021-08,127235,263316,386984,593912
2024-03,424708,341095,38547,255006
2025-07,490339,32900,129065,296428
2021-09,467796,125780,195257,838482
2023-05,103931,298888,258418,773850
2023-10,413365,82540,268888,132251
2024-06,549685,141089,294237,176746
2022-07,331911,110826,181055,429464
2025-11,183883,123287,353767,876200
2023-07,551162,170885,151628,184591
2025-02,256657,83190,17764,720545
2022-08,106064,359400,131440,117577
2024-11,681489,273093,202295,888535
2021-02,543346,27920,364752,808873
2023-04,315045,441267,31818,312487
2024-12,754389,385029,186330,545184
2025-05,704456,57163,231167,556616
2021-10,133281,413591,329023,501859
2023-07,650910,133280,27164,370144
2023-10,234442,362072,205307,359260
2022-02,184424,407061,159293,548206
2021-07,135158,93416,265868,865756
2022-05,155268,311633,181427,467116
2022-12,213764,440033,157060,454008
2022-04,616405,395935,117617,480825
2022-06,523699,325224,369089,649507
2024-08,795428,391269,200182,273732
2022-07,538097,215571,28700,367738
2024-03,408645,377716,393188,597584
2024-08,235387,402754,390896,128617
2024-06,251060,125506,68213,387178
2025-03,387609,195275,134942,98346
2023-01,671854,87991,52117,458138
2021-10,399662,103017,346754,415662
2022-04,456911,214296,218780,204946
2022-03,654241,252065,222658,80507
2025-06,779721,164589,54174,630763
2024-01,531357,490568,159375,717675
2024-03,749892,263794,205111,771307
2021-11,279334,109267,375714,899169
2024-12,118447,253115,38360,367486
2022-09,680566,154024,119989,202381
2024-05,109732,138536,81065,808592
2025-02,499738,319595,153793,537833
2025-06,520781,47829,224103,288931
2023-10,216173,186083,47129,112637
2022-06,502435,257801,338393,886775
2023-09,655604,311088,206820,397121
2022-03,385847,458669,38476,830419
2025-11,752191,154302,264483,603159
2021-03,276863,162958,117735,345375
2024-09,580100,39632,191272,753905
2025-08,199768,308995,397242,849628
2023-11,497799,282000,268611,733715
2025-08,717866,299708,238573,490273
2023-12,310073,376274,45179,467250
2024-06,312933,50728,269823,867142
2021-12,503149,325860,156735,612395
2023-06,519143,64114,399997,669017
2022-08,474656,260034,133661,899846
2021-01,508350,347893,264558,631768
2025-03,607775,229078,313506,570333
2025-08,583245,452287,107245,467288
2024-06,257004,163436,89372,111615
2021-03,744285,100590,161551,130639
2025-04,397791,348269,315502,69128
2021-07,214618,423087,47403,897060
2021-03,289185,418858,107517,524397
2021-08,162471,131234,326297,477446
2021-11,728797,397627,181663,577344
2025-08,765452,471542,374500,359480
2021-10,428135,218623,373322,342590
2025-01,139318,398592,272973,129671
2023-01,71467,149110,91604,462461
2023-11,152048,210549,236210,437942
2025-06,630942,205445,101187,76850
2022-05,297822,222331,128433,448866
2023-03,444042,468003,199258,138892
2021-11,103961,81753,147415,347295
2023-02,422738,212582,41121,222361
2023-07,236183,225323,53153,770467
2021-11,251353,310758,99947,586388
2022-08,326032,377125,158424,394726
2022-03,646714,36566,181753,110705
2024-01,770197,35452,264925,623232
2021-02,565452,133133,328539,430927
2022-01,458669,89663,264663,170534
2024-09,282876,276358,340967,672129
2022-06,560187,179329,112128,702532
2023-11,670164,237081,346663,849483
2024-05,692085,412219,294928,262928
2022-05,473082,309990,141297,247628
2021-07,616964,253173,138974,485166
2025-07,155440,319340,340326,674909
2022-07,249524,115746,39023,683705
2022-12,314378,54842,355830,798723
2024-04,225712,135859,182641,262344
2022-07,212393,383938,17433,804732
2022-01,376747,355299,345965,316662
2023-11,698927,25579,159743,581357
2024-02,69340,290734,127375,617002
2024-12,523277,345611,229431,671659
2022-12,558950,83873,334064,277130
2022-05,55416,414594,329134,856365
2021-04,569516,454338,239517,604527
2023-06,312164,249389,237794,850691
2025-08,485271,226796,371414,371020
2024-05,403826,318962,184417,430569
2025-12,452636,216280,303973,294873
2022-05,544215,418217,187911,534993
2022-10,168459,373955,20739,181311
2022-02,708668,228865,129790,785779
2022-11,403821,426930,61539,804001
2021-06,453542,199137,216417,556782
2024-05,431657,290238,378408,784895
2023-09,157421,38422,392265,361565
2024-04,280645,137848,10554,255173
2021-03,586238,480235,274682,426354
2022-01,730566,482001,45562,840928
2022-10,142044,438514,179856,77611
2023-05,484145,341353,230604,216180
2025-03,457218,69651,110448,669371
2024-01,693065,415383,253169,795861
2025-06,196459,92225,358797,276672
2025-03,601411,373291,327364,582774
2021-02,633752,454741,217362,209313
2022-11,459634,415725,210538,732525
2023-03,530712,388210,149956,747222
2024-04,294679,486851,380991,843677
2021-09,528823,489103,69961,731750
2025-01,88610,371156,77608,606072
2025-01,424575,247428,335588,861695
2023-05,709016,309487,350004,529244
2024-01,229066,431142,394698,748944
2024-03,448065,265114,275684,891899
2024-12,182006,170271,338689,581932
2021-06,759667,263699,88140,222644
2021-04,264424,100359,268336,362164
2025-11,218233,482537,73871,153980
2022-12,390053,220016,349200,72546
2023-07,776853,291296,122341,434370
2022-05,168875,336127,263352,336524
2023-08,395487,308659,190300,439583
2021-09,723822,154912,261218,404136
2024-05,89552,494440,29106,277009
2025-04,307031,175818,102382,673173
2024-03,711317,488744,321593,607668
2023-09,346525,433746,73455,756668
2022-09,234463,45862,317603,887079
2024-09,59677,299827,163120,690140
2022-09,442351,70580,116800,67984
2025-08,439824,175955,236579,269003
2021-10,93178,464581,369443,828118
2024-05,742717,430473,146010,121988
2025-05,324701,29763,64018,378968
2025-11,242704,91079,29905,359680
2022-08,167823,497086,40521,874462
2025-09,335685,291722,284819,324873
2023-10,758865,146528,246943,669143
2024-01,71430,393201,118918,243047
2025-04,235810,382412,10154,745637
2021-10,302375,316521,369721,163765
2025-04,741644,316488,88270,778070
2025-08,338115,367830,342200,732670
2024-05,572122,268059,334410,801889
2023-07,562446,277291,245992,446200
2024-06,582008,143827,43913,666208
2023-03,249923,57168,208596,157632
2025-04,507424,150297,254440,168953
2025-10,583222,74240,301139,866603
2025-09,657993,350422,121419,887671
2022-02,406082,28613,356852,881457
2023-04,68217,337789,36916,598349
2022-05,326175,35365,155577,490609
2024-03,614381,241176,28230,235675
2022-08,503960,34308,337309,477406
2021-12,108180,260743,71609,196069
2021-12,470703,303760,298551,692795
2021-08,544985,352532,149982,340110
2025-01,618613,401236,287261,389646
2024-03,435306,394376,195679,701132
2025-06,301267,361152,100183,125466
2023-04,415073,147096,184158,129331
2024-11,695028,276945,85463,786823
2021-09,440979,204307,398490,412332
2024-10,468585,208203,392601,569099
2025-01,464506,454984,361392,742827
2021-07,241265,106699,365019,277760
2021-03,198973,416368,24174,662255
2024-03,623311,198260,116927,843704
2023-01,650614,53743,331834,663390
2023-06,738812,131318,144558,547815
2025-08,647539,31714,152105,228780
2025-05,631111,54715,52028,438728
2022-09,744509,183060,265155,216655
2022-07,224676,160464,99344,466035
2025-07,389055,452238,233798,405874
2024-04,271484,372907,212682,80775
2025-12,324270,128985,389226,193488
2021-12,179694,346197,30713,291947
2023-03,608846,401916,399104,148069
2025-11,301973,159678,42277,419383
2023-07,186686,264014,11993,628365
2021-09,175131,311100,388444,861644
2021-04,323708,460247,210461,421250
2025-03,337507,469159,94834,771376
2021-08,750699,212508,13490,675168
2022-07,426500,401305,253560,871111
2025-04,392785,422043,251134,116433
2024-02,407701,335180,173846,323626
2025-01,346432,24608,23999,601566
2022-03,467797,264132,138192,532719
2025-06,214913,436582,319914,396405
2024-01,381322,203358,159484,841367
2025-06,647636,271100,292814,635809
2022-08,337169,472016,305442,385018
2024-02,589806,446407,259260,395740
2025-01,95218,414233,253289,822185
2023-05,217084,119681,92454,704984
2024-05,94177,221543,51417,250399
2021-11,92150,411536,179310,606361
2021-03,715126,403772,293674,760051
2025-02,84193,470556,188631,673201
2021-08,446904,238957,291860,161341
2025-08,630238,456236,340855,93180
2024-03,725997,171680,229992,725713
2022-06,659306,270391,219903,351540
2025-06,382786,156994,287137,311604
2025-01,114975,327129,34467,424411
2022-10,331789,60503,372860,806664
2022-08,561548,249920,52192,813039
2025-10,242990,31092,170851,385084
2021-09,178767,484894,395956,187985
2025-06,391976,23074,163007,130879
2022-09,626855,211908,50748,375666
2023-08,52580,116298,63825,189670
2025-09,297518,251772,16994,407189
2023-09,757496,224082,208778,291332
2023-11,468984,335044,286822,541264
2022-11,532459,147634,390868,385719
2025-05,769856,294668,74907,619774
2024-07,352884,176108,89225,672083
2025-06,489675,84830,385698,730753
2025-02,213783,241065,391662,797432
2022-12,384938,284000,74650,204633
2022-11,610260,380843,114694,371743
2022-05,254128,193749,70998,822861
2022-11,356518,235778,120859,604137
2025-11,571883,388127,84503,212191
2022-04,698752,220032,156995,482027
2024-11,269572,459557,374976,799086
2024-02,203729,133517,166449,531079
2025-03,239055,27819,10928,576416
2025-08,573656,95304,108753,556779
2021-03,513495,447794,48809,251440
2021-12,625797,341811,53982,316350
2024-09,337279,203190,104653,149233
2023-08,262414,307864,52430,526163
2022-03,762376,110458,56187,118811
2021-03,423279,198431,202592,487900
2023-12,268022,159646,308382,133434
2021-09,242387,231401,310346,828818
2021-10,170008,102525,204569,391107
2024-11,215232,429185,219366,640753
2024-03,166261,85853,174476,870678
2021-06,241294,342606,372131,84441
2023-05,274621,158286,265390,401111
2025-07,675407,408336,148242,620677
2024-07,573815,475586,379762,67910
2023-05,274182,65925,189768,320365
2025-05,302730,80677,139994,807298
2022-11,172134,86557,82817,171384
2023-07,293851,367497,331662,811214
2023-06,636909,290925,352336,455926
2025-05,713837,239031,241434,266020
2024-02,646414,370026,55502,236915
2024-03,382476,240851,21943,547612
2023-08,405048,474726,228975,564518
2024-06,457958,48158,369195,167684
2022-09,441883,164694,16514,456119
2023-03,314793,301537,14362,821115
2024-03,496104,58016,277543,305061
2022-03,328853,80681,168197,501293
2022-12,605540,127255,326901,812637
2021-07,88159,482599,231708,552620
2022-08,137398,408750,67921,189936
2025-04,588182,197091,329886,631515
2025-04,233873,354385,314252,507413
2021-09,465543,27059,364746,541386
2022-12,174825,307873,222245,642786
2022-12,626615,236301,50389,675459
2021-04,451356,236169,55595,200186
2023-08,169590,250116,396337,720666
2021-06,158695,67679,344173,283825
2021-02,463707,396583,246325,488883
2022-06,717307,87379,88644,196621
2025-07,138093,309621,353033,368822
2022-01,233032,213705,284894,285675
2025-09,122348,173417,55007,597265
2021-04,190697,38011,200335,448873
2025-02,623050,312666,326224,343844
2025-02,71973,224181,151596,587252
2025-02,557816,98811,183660,277440
2023-09,228327,291041,321021,836606
2021-05,129180,124331,75923,375232
2022-02,150858,115753,180482,110743
2022-01,360278,217731,263815,142479
2023-11,721468,245319,316820,545763
2025-12,215875,403395,117424,265883
2022-10,135882,234935,104453,501579
2024-12,370896,148240,17445,223099
2025-08,529811,141419,232096,477859
2022-06,655981,26944,374354,432757
2021-04,365877,429147,90351,534393
2023-09,339707,141931,324431,380065
2022-10,173538,469866,392494,796092
2023-05,254343,341331,357069,886545
2025-07,784376,443227,121645,212741
2025-01,292043,479515,293779,135583
2025-10,669954,185272,190434,505079
2024-08,149655,477963,226977,864180
2024-02,101411,482837,131664,470925
2023-04,348693,150123,211001,809052
2022-08,626931,347781,237235,666982
2021-12,370490,136014,322622,822507
2024-10,785262,335401,67488,226283
2024-10,397054,403382,394696,163820
2022-07,754608,24075,368752,219154
2021-10,161114,260099,366313,875144
2022-01,409955,102922,95758,281963
2024-04,640410,136742,222317,130807
2021-07,187495,357296,107050,246227
2022-04,765877,155453,100550,80264
2023-02,449357,63397,113870,70926
2022-11,565199,412153,154217,602296
2025-01,660432,438457,106961,509059
2022-04,106790,322021,282333,661847
2022-03,383912,378175,335443,523607
2023-02,75132,82774,307113,872267
2024-07,440347,105373,378229,718131
2024-08,83643,246291,213077,193723
2024-10,56781,401573,198361,590691
2024-03,319086,161075,257943,860974
2024-09,487501,130612,54402,647799
2024-04,101441,233410,258786,897632
2025-12,276907,262723,314649,559431
2021-12,642366,97746,383907,370054
2024-09,87373,183541,99867,331101
2024-04,462254,142466,87555,418474
2023-12,575052,302284,328003,610896
2024-10,370212,71469,105506,236454
2025-12,320150,337132,60970,258769
2024-05,413267,282646,141116,196642
2022-03,398965,321245,353887,899989
2022-04,144708,277783,333915,443897
2025-11,269712,383226,126120,130819
2025-07,381669,388195,220391,190226
2021-10,685819,125198,263128,565698
2024-02,705011,395744,76425,407613
2021-05,65873,353565,293862,575319
2023-07,359944,254608,140875,225234
2024-05,134773,338528,44236,604712
2022-03,710612,262203,146264,572635
2022-03,276123,328877,62289,622666
2023-06,112458,216279,336346,166043
2022-11,608980,334842,173169,475713
2022-03,215882,368559,320722,208626
2022-09,164302,224811,153021,493524
2025-10,795752,205125,224741,57148
2024-01,630407,294332,270552,726792
2021-09,523669,188070,306170,109064
2023-02,756720,88701,283582,629312
2025-05,762842,21121,304327,585694
2024-01,664015,367764,33907,531748
2022-08,546659,82870,270813,249711
2021-10,106710,122005,283777,536199
2024-11,303673,434229,95627,274620
2021-03,192934,395709,154164,831811
2024-10,75835,458886,21871,320244
2022-07,798954,240496,19995,468128
2022-10,76267,338844,239071,504615
2025-12,97931,231132,271863,580081
2023-03,485835,381510,340127,637407
2024-10,241310,96072,144818,155053
2023-05,154038,428526,300404,671912
2022-05,673230,419798,103919,301285
2022-05,476486,61446,92097,151968
2025-09,193676,462091,392293,144899
2021-10,90678,328586,313013,750707
2022-10,132135,192932,171859,529505
2024-02,218804,63121,128793,742508
2021-04,223350,107761,259834,710050
2022-01,403470,39901,379435,557672
2021-03,731663,357977,321595,595647
2025-03,338876,106388,234352,808505
2022-11,586738,71312,282195,648596
2023-10,570642,471473,280693,739085
2025-04,533345,127230,77001,378844
2024-01,574533,95105,359461,258177
2024-11,714027,222405,244567,678965
2024-12,312978,23816,111932,474798
2023-01,421254,30371,202468,854899
2024-03,436484,50720,77001,867273
2025-12,716246,343649,397358,156842
2024-12,141375,488608,48111,567811
2021-10,223628,296249,33333,157882
2022-11,432633,415654,189345,313420
2024-11,301502,187471,118509,159465
2021-11,479558,407875,296033,826905
2023-06,111449,111313,263070,399653
2025-11,739222,202143,156859,229419
2024-11,392366,457032,119917,525718
2022-11,289260,482597,91435,357252
2022-02,565152,134411,110234,584621
2022-01,445292,498325,63172,522654
2025-07,118315,184275,255486,613776
2024-11,504044,208030,371699,872564
2023-11,184575,365883,288432,812635
2022-06,793097,128754,391053,471192
2023-05,548990,449472,307269,793006
2022-08,520397,79476,43013,524233
2025-12,239078,46739,171381,436614
2024-10,125145,205036,281052,872301
2024-04,571853,62861,243874,448914
2023-11,476410,364302,324599,63344
2025-02,61795,349961,356218,578156
2025-01,321674,466495,336199,681537
2022-10,361989,221570,376608,410588
2024-10,659239,26607,352951,383313
2023-05,497261,236674,204406,174140
2024-08,622760,255526,102840,142371
2021-04,772772,378798,315564,390899
2024-01,616798,36638,389761,887761
2024-07,569181,27006,133601,343974
2024-08,457554,300492,135593,719914
2021-01,453845,454473,382443,754605
2022-12,609284,471870,375664,533061
2023-08,200058,204847,19342,117571
2023-04,220258,432540,202012,773643
2025-10,58260,432759,119921,630889
2023-06,296026,298588,97446,345197
2021-07,199037,310376,216813,785196
2024-10,454808,66760,118717,284007
2025-09,275192,486591,197381,726827
2022-08,617154,398947,268914,388633
2025-12,144235,449962,365281,568072
2021-02,565864,328327,30255,822093
2023-04,150562,298910,124950,709402
2022-09,274548,296300,338100,422081
2023-03,541643,419769,144383,689002
2025-04,470766,367493,110301,841346
2021-11,773682,444064,269942,610523
2022-08,60665,471748,118411,843547
2021-06,665339,496682,194082,472018
2023-06,54740,454590,336568,681472
2021-09,675126,253416,247766,301868
2024-06,764013,247399,54926,666118
2025-04,419878,188339,61720,619623
2022-01,476191,447850,273290,816183
2021-12,728357,150366,388750,504094
2025-05,614617,223591,77692,801020
2025-10,396528,60737,291230,77569
2022-08,781880,360088,34053,862206
2021-11,342037,234336,232271,274502
2024-04,721642,430335,221697,408598
2021-11,232140,20262,75842,714475
2021-01,708837,398967,221815,758293
2023-10,668610,59223,78131,786403
2022-05,750512,331699,155993,214809
2024-05,351655,361772,98465,185835
2024-01,666275,167260,151936,62467
2023-01,396205,466464,267382,793796
2024-01,526267,334220,121591,823091
2021-04,174916,450115,184147,801704
2024-06,736920,178027,330412,844455
2021-04,319474,451214,108453,527353
2024-11,690356,222910,399093,280750
2023-07,796327,139731,311454,565902
2024-07,715823,362324,259728,482344
2022-06,121476,98904,245885,482222
2023-08,383159,26472,238366,807792
2025-05,179167,61302,302847,863278
2021-01,765268,355315,256363,703786
2025-11,525781,121521,310642,587771
2021-12,181995,27261,107536,213558
2024-06,193982,276010,146956,531928
2022-04,469597,425471,307728,668357
2024-02,112328,404507,384649,85126
2023-09,482308,52983,73944,155839
2022-12,430020,433275,385329,327399
2024-03,328789,386959,313409,889491
2024-12,126731,61700,188906,424618
2023-10,141038,372919,355015,276025
2024-01,196628,94661,369834,848456
2024-03,642408,253621,279216,811187
2023-05,298956,285823,228763,394171
2025-10,214456,34365,191259,264708
2021-11,652468,386847,80263,524599
2022-10,59167,200487,378790,606126
2021-01,355105,492468,313996,320052
2024-03,261268,81844,69530,424207
2021-04,520205,269483,188262,650259
2023-01,497080,86007,82145,607082
2022-09,395095,108864,69892,709250
2022-09,151846,274980,38417,358671
2024-07,132221,387472,35822,510312
2024-10,148166,330740,161795,640324
2025-06,376047,122694,293405,146763
2025-09,577279,131521,182411,370742
2021-02,364428,70262,329981,249917
2025-03,89673,206957,73560,658757
2021-08,750166,37970,288185,442132
2021-09,574387,328392,325159,743876
2021-08,219522,353187,24751,671445
2024-05,543639,144644,206871,472430
2025-11,610836,477583,235057,226993
2024-09,128445,456489,201827,645318
2022-06,531341,101743,112502,99723
2022-07,268232,273537,363273,76058
2023-08,79566,58209,20126,239853
2021-12,635431,351494,271940,338785
2025-09,125138,426460,259527,787095
2022-06,581222,302089,89468,831092
2025-07,161332,170287,25147,735324
2024-11,588776,164522,80226,101293
2023-01,253101,376322,150101,781037
2024-11,532202,489455,332876,775807
2022-11,132118,405679,354870,51987
2025-06,653444,235012,93507,882481
2025-06,340423,458059,42006,701232
2023-12,776748,356707,60688,54762
2025-07,765040,56966,57324,491232
2023-03,538697,144819,180800,444176
