experiment_id,pricing_variant,price,conversion_rate,experiment_date
479,A,999,0.226,2022-10-27 18:55:25
2493,A,699,0.305,2023-02-14 05:05:46
5094,A,499,0.317,2021-06-03 02:43:16
5412,A,999,0.342,2021-05-27 12:20:50
729,B,999,0.182,2020-09-15 09:15:50
7981,B,699,0.076,2024-12-08 13:02:15
4746,A,999,0.278,2024-11-30 19:08:35
4558,B,499,0.294,2024-09-20 05:14:48
4813,A,699,0.314,2018-06-26 06:39:34
4180,A,999,0.181,2023-10-06 01:45:18
6808,B,499,0.085,2018-05-10 22:19:30
3215,B,699,0.342,2023-10-20 00:07:31
9988,B,699,0.324,2021-10-11 09:44:32
5138,B,499,0.331,2023-10-19 15:29:27
6429,A,699,0.064,2022-01-07 02:06:17
173,B,999,0.307,2024-01-04 22:57:42
3690,A,999,0.269,2018-11-02 00:31:24
9206,A,999,0.126,2018-02-12 14:02:51
9764,B,999,0.289,2022-10-27 19:59:14
4184,B,999,0.317,2018-09-25 20:41:47
6475,B,999,0.269,2020-04-02 02:14:40
3448,A,999,0.187,2021-12-20 16:45:02
2867,B,699,0.31,2023-03-12 08:05:29
8083,A,699,0.054,2023-02-09 13:48:43
1299,A,499,0.245,2018-06-09 18:40:13
5729,B,999,0.108,2021-01-15 21:35:44
7469,B,699,0.107,2020-07-03 14:27:59
4951,A,699,0.326,2024-05-19 17:53:28
2354,A,699,0.219,2020-12-11 06:23:43
9942,A,999,0.228,2019-12-25 21:24:57
3305,A,699,0.338,2023-09-19 00:42:42
5831,B,699,0.326,2018-11-09 19:17:53
9811,B,999,0.215,2021-01-01 06:15:23
3841,A,999,0.236,2022-06-28 05:17:22
8776,B,999,0.103,2019-05-18 01:55:06
3262,A,699,0.056,2020-05-21 00:57:39
3779,A,699,0.197,2019-10-01 05:54:37
7066,B,499,0.272,2021-04-24 00:51:38
6628,A,699,0.058,2019-06-06 15:24:02
6098,A,699,0.197,2024-06-02 05:53:21
2843,B,999,0.134,2018-08-10 02:14:50
4787,B,499,0.054,2022-05-02 20:21:27
8906,A,699,0.269,2019-02-17 15:52:44
8612,A,999,0.202,2022-04-19 21:50:18
5251,A,699,0.073,2024-02-27 05:58:36
5227,B,499,0.091,2020-06-28 21:06:56
600,B,499,0.275,2020-09-25 11:57:43
8374,B,699,0.227,2022-04-12 12:34:16
1676,A,999,0.32,2021-09-28 16:16:07
1663,B,999,0.243,2023-04-17 07:07:50
4396,A,499,0.177,2022-03-17 20:08:40
779,A,499,0.117,2019-10-21 01:19:26
6306,A,499,0.15,2020-11-02 04:34:12
4976,B,999,0.176,2023-04-02 07:12:07
5309,B,999,0.308,2020-04-20 22:54:17
6469,B,499,0.299,2024-01-21 14:06:01
7,A,499,0.172,2021-10-03 17:21:02
746,B,499,0.133,2020-07-17 10:44:24
361,B,699,0.16,2024-05-06 06:07:46
6490,A,499,0.153,2020-10-13 13:55:42
6166,B,999,0.128,2018-06-22 16:40:29
8167,A,499,0.338,2024-01-30 12:37:29
5093,B,699,0.214,2021-09-30 10:08:35
8271,A,699,0.156,2018-03-22 11:27:17
756,A,999,0.288,2020-09-26 23:16:46
898,B,999,0.197,2024-08-19 14:14:06
7986,A,999,0.11,2019-07-08 09:43:06
2649,A,699,0.088,2020-06-11 01:32:16
7969,A,499,0.094,2024-12-21 01:48:12
9663,B,999,0.269,2021-01-23 17:50:05
9000,A,999,0.337,2024-11-08 01:35:11
6708,A,699,0.293,2020-11-22 20:12:58
2141,B,699,0.14,2018-01-24 19:02:19
9646,A,999,0.236,2023-02-22 04:42:32
1623,B,999,0.292,2020-04-22 17:27:10
5419,B,999,0.165,2018-05-26 16:25:09
636,A,999,0.129,2022-10-22 06:22:25
6113,B,499,0.332,2022-03-24 11:22:25
155,A,499,0.279,2020-11-02 13:54:05
2149,B,999,0.175,2021-08-17 20:17:27
5101,B,499,0.216,2023-07-18 20:50:10
7560,A,699,0.051,2020-04-22 22:46:04
6325,B,999,0.238,2018-12-25 13:12:13
9663,B,999,0.175,2023-08-10 14:44:04
1372,A,499,0.237,2018-03-18 18:53:53
2740,A,999,0.257,2024-06-02 00:49:33
9127,B,699,0.321,2022-09-12 19:43:19
8010,B,699,0.266,2023-05-29 09:24:44
9587,B,699,0.061,2022-08-01 16:15:51
3280,A,699,0.198,2019-04-30 10:10:19
4683,B,699,0.174,2023-03-01 04:32:32
9813,B,699,0.301,2023-08-13 13:57:52
5337,A,999,0.297,2018-08-26 23:54:28
9083,B,699,0.183,2020-02-01 17:59:49
1513,B,699,0.179,2019-02-15 20:36:32
5127,A,999,0.339,2020-06-14 09:38:21
4472,B,699,0.086,2024-10-13 10:48:37
3158,B,999,0.133,2024-11-28 11:54:51
8204,B,999,0.096,2022-05-11 23:34:22
7452,A,499,0.216,2024-02-17 11:50:18
9602,A,999,0.257,2019-09-24 05:04:49
2987,A,999,0.315,2022-03-20 17:23:19
115,B,999,0.157,2022-11-04 12:27:29
3219,A,999,0.257,2020-05-19 01:55:01
7800,B,999,0.149,2023-06-12 06:52:38
5808,B,699,0.275,2020-02-10 17:20:53
9008,A,699,0.328,2022-07-13 05:32:17
2409,A,499,0.158,2021-04-20 00:21:00
7747,B,999,0.266,2018-10-25 02:49:05
5669,A,699,0.258,2024-06-13 22:03:07
8132,B,499,0.22,2019-06-09 00:12:00
2258,B,499,0.168,2023-11-17 13:38:28
6889,B,699,0.11,2018-08-26 16:21:27
9393,A,699,0.318,2021-10-30 16:38:14
5154,B,999,0.074,2018-10-29 01:04:10
8634,B,999,0.083,2018-09-12 04:54:54
8118,A,999,0.289,2018-09-07 10:22:04
1863,B,999,0.32,2022-10-12 09:19:24
4387,A,699,0.343,2020-06-13 11:03:15
6779,B,999,0.054,2024-09-16 17:55:47
3303,B,499,0.286,2020-01-08 16:15:49
1052,B,499,0.314,2023-12-05 10:00:22
5115,A,999,0.21,2023-09-16 18:32:21
9926,A,499,0.281,2023-08-02 20:17:19
672,B,999,0.2,2021-07-30 02:20:47
9542,A,699,0.081,2023-12-05 07:24:35
4996,B,699,0.08,2022-10-13 13:31:48
7281,A,699,0.123,2022-01-24 11:06:58
4863,A,499,0.209,2023-11-05 06:28:26
4777,B,699,0.336,2023-12-06 18:59:46
1396,B,699,0.328,2020-11-25 03:42:34
9658,B,499,0.17,2018-06-22 15:38:59
3571,B,699,0.088,2022-04-12 19:59:20
6975,B,699,0.141,2023-08-16 18:06:56
7695,A,699,0.163,2024-06-09 15:49:07
5715,B,699,0.086,2024-07-23 12:10:43
5506,A,499,0.199,2024-08-12 06:33:51
9545,B,699,0.1,2022-07-01 15:31:29
2229,B,699,0.142,2018-05-26 23:27:20
7836,B,999,0.245,2023-01-05 08:33:53
10,A,499,0.116,2024-01-04 23:05:46
877,A,499,0.076,2019-03-08 02:23:14
2891,A,499,0.236,2018-10-20 08:04:56
5182,B,499,0.084,2018-01-23 06:12:30
7767,A,699,0.35,2020-09-21 19:49:15
6481,A,499,0.189,2024-08-09 10:38:33
8752,A,499,0.294,2024-02-24 04:20:05
8018,B,999,0.186,2022-07-26 08:58:14
4448,B,499,0.286,2024-05-07 07:16:59
5521,B,699,0.068,2024-08-03 15:14:51
5508,A,499,0.235,2019-12-06 23:58:12
4816,B,499,0.069,2018-12-08 11:00:38
6333,B,999,0.214,2019-05-16 13:35:33
9428,A,999,0.33,2022-04-17 22:43:37
2152,A,699,0.164,2020-12-23 02:38:41
7949,A,699,0.309,2018-08-27 00:33:06
4919,A,699,0.3,2024-12-22 03:32:47
1131,B,699,0.139,2018-06-14 13:10:26
4899,A,999,0.068,2019-06-14 04:44:53
3834,A,699,0.117,2024-10-02 17:36:06
3031,A,499,0.158,2024-09-09 00:13:57
479,A,999,0.139,2018-09-28 08:52:56
9184,A,499,0.078,2021-10-02 11:46:35
988,A,499,0.114,2018-09-08 04:39:23
3898,B,499,0.296,2021-05-18 09:40:52
8334,B,999,0.11,2023-10-16 09:18:55
2281,A,999,0.212,2022-09-07 04:57:50
2363,A,499,0.179,2020-01-11 03:53:00
4156,B,999,0.117,2022-03-20 21:51:13
4493,A,499,0.092,2020-09-25 20:41:57
3318,B,999,0.234,2024-07-13 07:06:38
7980,A,999,0.338,2022-12-07 10:36:06
7255,A,999,0.174,2023-02-16 19:49:08
2766,B,499,0.206,2023-04-12 07:05:24
5152,A,699,0.136,2024-10-22 01:02:12
2210,B,999,0.138,2020-12-06 22:14:01
1817,B,999,0.259,2021-12-07 20:02:55
9853,A,699,0.275,2024-08-02 16:29:18
4041,A,499,0.306,2021-05-03 13:26:05
5344,B,999,0.053,2019-02-14 22:18:11
6390,B,499,0.185,2024-02-24 07:33:48
6755,A,499,0.189,2024-05-12 09:11:34
9754,B,999,0.197,2023-12-12 16:36:51
6559,B,699,0.066,2024-05-12 21:44:21
6069,B,699,0.259,2019-01-03 11:19:01
9274,A,699,0.299,2019-04-21 17:21:30
9682,A,999,0.242,2019-01-04 04:20:35
8196,A,999,0.149,2021-07-03 16:04:43
9522,B,699,0.269,2024-04-26 01:12:18
2014,A,499,0.127,2020-01-25 13:58:09
9747,A,699,0.174,2023-10-06 18:57:28
1865,B,499,0.086,2021-07-07 08:32:59
1200,A,999,0.159,2020-12-26 14:44:48
8718,A,999,0.262,2024-11-13 01:36:32
2492,A,499,0.342,2018-05-02 02:41:35
2704,A,999,0.252,2019-12-02 16:50:23
9208,B,699,0.078,2023-10-24 18:32:20
4209,B,499,0.155,2023-04-15 16:20:27
7480,A,499,0.083,2019-09-21 04:49:23
3274,A,999,0.343,2020-10-18 13:01:35
2127,B,699,0.226,2023-11-08 02:04:36
1472,A,699,0.261,2020-03-08 21:36:49
762,A,699,0.19,2018-02-10 14:02:39
1596,A,499,0.085,2020-12-24 06:12:44
5841,A,699,0.232,2019-07-04 20:36:44
6558,B,699,0.16,2023-12-26 02:56:24
7884,A,499,0.084,2019-05-23 04:29:26
2012,B,499,0.214,2023-06-11 19:21:48
5759,B,499,0.195,2020-05-11 05:48:14
9296,A,499,0.19,2021-09-22 19:14:13
8799,A,499,0.053,2020-07-28 15:18:29
564,B,699,0.234,2018-07-08 20:17:31
5472,A,999,0.245,2020-04-29 11:02:12
7197,B,499,0.217,2023-10-22 16:09:30
5779,A,499,0.17,2020-10-24 22:00:14
8503,B,499,0.185,2023-11-01 17:30:06
9345,A,699,0.147,2021-08-23 08:47:21
9536,A,999,0.289,2024-01-28 01:44:59
8563,A,499,0.332,2018-11-28 16:31:10
7631,B,999,0.221,2022-11-04 03:45:15
8722,A,999,0.332,2023-07-24 02:44:16
552,B,999,0.242,2024-11-15 17:39:54
8192,A,999,0.155,2022-06-01 21:20:47
1953,A,999,0.214,2024-02-22 20:42:32
9855,A,499,0.225,2023-02-24 06:48:40
2904,B,699,0.251,2018-12-13 14:02:17
3122,A,499,0.256,2020-11-17 12:17:46
9714,B,499,0.14,2020-06-05 22:03:47
8486,A,999,0.178,2024-04-24 12:08:22
2096,B,999,0.302,2020-08-22 11:19:25
2168,B,499,0.272,2019-03-11 14:43:56
5611,B,499,0.1,2021-12-26 02:49:01
9083,B,999,0.215,2023-08-06 06:05:25
3913,A,999,0.091,2018-08-21 10:51:43
7717,A,499,0.271,2024-08-08 20:49:20
2753,B,699,0.209,2018-11-04 11:46:36
9465,A,499,0.312,2021-08-02 00:25:31
7432,A,699,0.228,2020-06-17 23:51:13
8467,A,499,0.12,2018-04-22 02:23:10
2931,A,499,0.076,2018-03-27 05:16:26
4885,B,999,0.241,2021-05-11 11:08:54
7221,A,699,0.269,2024-10-19 14:20:31
1259,A,999,0.199,2021-01-20 15:00:31
3565,B,699,0.341,2024-08-17 04:50:20
8821,B,499,0.33,2020-09-10 04:04:00
1473,B,999,0.271,2023-10-19 04:59:37
8472,A,699,0.337,2020-06-02 13:16:04
966,A,699,0.24,2021-06-14 17:28:53
6589,A,699,0.165,2021-03-24 17:25:36
9075,B,999,0.346,2020-02-12 11:09:16
8752,B,999,0.085,2019-02-19 11:51:37
3733,A,699,0.3,2020-08-30 13:12:49
2398,A,999,0.253,2018-12-17 12:59:36
1229,A,999,0.169,2023-03-25 07:53:14
5221,B,499,0.251,2019-06-30 21:26:02
523,A,499,0.128,2020-10-25 00:07:15
2704,B,999,0.268,2024-09-27 05:11:33
1633,B,699,0.208,2018-02-07 14:19:28
6510,A,999,0.19,2021-07-03 03:20:59
1804,B,499,0.14,2020-08-23 11:50:19
861,A,999,0.118,2024-11-03 03:20:07
9985,B,499,0.109,2022-10-10 13:28:06
764,A,699,0.188,2024-10-01 16:13:15
1025,B,499,0.063,2020-02-08 09:17:49
5377,B,699,0.242,2019-09-07 16:10:27
1557,B,499,0.121,2021-11-27 00:34:05
6471,B,999,0.335,2020-08-04 10:17:04
8771,B,699,0.261,2020-05-01 12:30:37
8098,B,699,0.144,2023-10-03 12:15:39
4240,A,499,0.279,2020-06-21 15:04:55
1526,A,999,0.201,2021-11-17 00:59:09
5436,B,499,0.337,2023-02-24 21:23:12
8054,A,499,0.073,2018-04-25 05:04:21
3325,A,999,0.175,2019-04-24 00:17:58
3635,B,699,0.232,2024-08-25 09:16:53
7163,B,999,0.202,2021-05-14 19:59:00
8022,B,999,0.232,2020-05-08 14:56:01
5987,A,999,0.134,2023-06-17 14:28:45
7760,B,699,0.128,2019-11-27 10:04:35
3192,A,499,0.088,2022-05-29 07:50:26
8727,B,499,0.336,2024-05-15 22:01:20
5545,B,699,0.323,2018-10-14 13:05:29
2561,B,499,0.142,2022-08-01 12:14:55
7955,A,499,0.281,2023-06-20 17:31:35
2867,A,699,0.163,2019-10-02 12:08:25
6956,B,699,0.13,2022-01-30 06:14:52
4068,B,499,0.263,2019-11-01 13:07:33
7317,A,699,0.142,2018-03-28 06:59:04
3629,B,499,0.304,2018-02-09 19:13:21
2052,A,499,0.138,2022-08-30 04:25:52
8364,A,999,0.299,2019-05-07 10:12:59
7799,A,499,0.256,2022-12-07 16:09:52
9137,A,699,0.314,2020-07-23 07:28:31
4290,A,699,0.295,2020-12-15 21:04:27
6669,A,999,0.318,2023-04-04 00:31:50
9685,A,999,0.177,2024-11-07 21:56:33
4633,B,499,0.073,2018-11-07 14:20:43
6972,A,699,0.151,2021-06-18 16:00:43
8492,B,999,0.074,2021-06-28 17:59:31
3525,B,999,0.249,2020-04-17 14:30:20
2465,B,999,0.213,2022-10-07 05:38:35
3144,B,999,0.245,2023-08-30 13:10:10
6857,A,499,0.099,2019-12-03 08:02:04
921,B,999,0.084,2023-10-02 20:16:44
1888,A,999,0.058,2022-07-07 11:21:10
7003,B,699,0.342,2021-12-22 09:17:02
5445,A,499,0.223,2022-09-11 04:04:51
503,B,699,0.108,2021-03-06 12:31:36
5858,A,499,0.204,2018-04-14 03:27:41
4391,B,499,0.079,2024-01-22 15:09:49
5907,A,499,0.267,2018-02-22 07:55:25
7022,A,499,0.184,2019-02-06 15:09:46
7650,B,699,0.298,2019-06-04 22:01:56
3308,B,499,0.238,2020-11-01 07:10:41
4006,A,499,0.141,2024-01-24 18:57:31
8325,A,999,0.066,2021-07-01 03:11:12
8393,B,999,0.229,2019-04-22 01:23:13
8089,B,499,0.164,2019-01-03 13:11:40
2677,B,999,0.147,2023-01-28 00:26:44
6095,B,699,0.282,2018-02-17 12:12:11
189,B,699,0.272,2022-12-03 05:14:13
1035,B,999,0.173,2018-01-09 14:12:25
948,A,499,0.279,2019-08-18 18:09:51
4068,A,699,0.283,2021-11-14 23:59:24
7187,A,699,0.117,2021-09-20 07:32:35
6134,A,999,0.077,2018-02-27 09:37:42
2801,A,999,0.091,2022-05-29 22:26:53
1284,B,699,0.247,2023-04-10 15:46:52
3986,B,999,0.098,2022-01-25 01:01:27
4295,A,699,0.132,2020-12-13 02:01:37
7286,B,499,0.206,2019-10-13 07:33:37
2479,B,999,0.142,2024-03-10 06:41:17
6381,A,699,0.346,2018-01-28 15:18:53
8743,A,499,0.3,2021-12-26 09:40:26
1705,B,999,0.096,2019-05-17 00:25:41
5282,A,499,0.241,2019-05-26 07:46:52
6175,B,999,0.184,2023-04-13 00:58:45
2799,B,699,0.197,2021-04-07 12:21:26
4669,A,699,0.292,2022-04-26 16:12:29
2834,A,699,0.273,2022-03-27 15:04:43
8340,B,699,0.324,2024-11-23 03:11:39
7939,A,999,0.335,2023-07-19 21:07:25
1905,A,999,0.166,2022-09-21 18:32:28
7577,B,999,0.258,2019-11-05 20:48:56
7065,B,699,0.281,2024-07-21 12:02:44
6414,A,699,0.111,2018-06-24 06:27:26
5101,B,999,0.265,2019-02-13 00:09:50
5651,A,499,0.19,2020-03-10 19:10:47
5772,B,999,0.329,2019-02-04 00:06:37
7101,A,999,0.349,2024-06-06 11:12:03
7155,B,999,0.201,2021-02-04 04:21:50
4414,A,999,0.182,2024-05-14 13:40:20
233,A,499,0.172,2022-02-16 17:21:26
152,B,699,0.092,2023-02-02 14:06:32
8013,A,699,0.272,2020-09-07 02:16:26
2578,B,699,0.257,2022-07-15 20:22:59
317,B,699,0.09,2024-08-14 01:25:03
8482,A,999,0.312,2018-10-12 01:34:28
7003,A,699,0.281,2020-05-05 19:29:45
9103,A,699,0.217,2020-09-05 22:01:45
3370,B,999,0.112,2018-10-03 06:48:31
4243,B,999,0.228,2020-06-26 12:26:16
8636,B,999,0.229,2019-11-02 19:52:54
5968,B,999,0.079,2021-06-15 20:58:51
6724,B,499,0.25,2018-08-08 08:53:13
7052,A,699,0.247,2024-09-24 08:49:11
1980,B,999,0.135,2024-09-04 08:22:10
4303,A,499,0.129,2020-01-10 07:47:12
9255,B,999,0.225,2019-01-12 09:27:28
7183,B,499,0.129,2018-10-07 14:46:09
311,B,999,0.07,2021-08-18 02:36:34
2790,B,499,0.225,2024-04-03 23:47:10
4251,B,499,0.208,2019-12-24 15:47:55
1535,A,499,0.105,2022-01-02 06:07:38
7207,B,699,0.133,2020-05-31 20:36:05
4271,B,699,0.331,2022-12-20 13:08:23
5787,B,699,0.216,2022-11-05 10:59:52
1296,B,499,0.229,2023-10-28 10:12:55
8924,A,999,0.081,2023-11-15 03:21:11
6948,A,999,0.27,2021-01-06 07:57:41
9044,B,999,0.274,2019-10-05 20:47:05
9397,A,999,0.176,2023-03-16 08:58:12
5372,B,999,0.293,2022-11-24 03:18:41
7147,A,699,0.327,2021-04-02 15:27:12
607,A,699,0.335,2023-01-08 02:50:46
6411,B,999,0.146,2020-09-20 07:21:35
6420,A,499,0.278,2018-10-14 18:30:23
5631,B,699,0.16,2023-06-02 20:40:04
6730,B,999,0.287,2020-10-20 10:14:50
2700,A,699,0.223,2020-08-19 09:34:44
7467,B,999,0.172,2024-12-07 02:41:41
4819,A,999,0.09,2019-10-08 06:25:41
7876,B,499,0.326,2019-06-24 10:44:36
8664,B,499,0.181,2019-02-10 19:28:28
9284,A,999,0.35,2019-03-22 14:00:40
305,B,499,0.279,2020-06-13 23:33:38
3200,A,499,0.272,2020-08-23 21:11:33
4844,A,699,0.146,2020-11-20 22:06:08
2490,B,999,0.264,2020-07-20 16:06:25
9965,B,499,0.245,2021-06-23 16:15:28
1269,B,699,0.288,2020-09-21 11:54:05
6016,B,699,0.203,2022-11-14 09:28:38
9611,B,699,0.177,2021-10-21 02:58:25
117,B,499,0.227,2022-05-15 09:00:01
328,A,999,0.066,2020-04-23 13:14:40
1168,B,699,0.055,2023-05-19 04:04:32
7322,A,499,0.178,2019-11-13 03:18:48
3089,B,999,0.188,2019-06-30 23:12:17
7734,A,699,0.201,2024-05-02 16:52:12
4918,B,999,0.098,2018-04-04 02:36:55
3315,A,999,0.33,2021-01-03 07:57:06
1727,A,499,0.178,2023-08-01 09:16:30
7640,B,499,0.139,2018-04-30 16:51:35
8775,A,999,0.297,2023-10-05 11:44:10
7795,B,499,0.098,2023-05-19 12:28:34
2720,A,999,0.098,2024-08-08 09:45:58
8552,B,999,0.181,2020-08-15 20:59:20
8842,A,999,0.239,2024-01-03 11:08:15
4037,B,499,0.166,2023-10-15 14:26:59
5007,A,999,0.296,2018-04-14 21:33:16
8941,A,499,0.188,2023-03-20 00:17:50
8642,B,999,0.141,2019-06-20 14:19:36
1474,B,499,0.11,2021-05-01 13:12:23
9422,B,999,0.128,2020-09-02 11:20:51
679,B,699,0.132,2021-11-12 23:13:29
4960,B,999,0.131,2022-10-11 12:08:31
9644,B,699,0.08,2020-03-17 22:27:22
2196,A,499,0.168,2020-02-12 14:14:57
8919,B,499,0.3,2020-04-12 14:59:17
7194,A,499,0.143,2022-01-24 00:55:33
6503,A,499,0.158,2024-05-07 22:50:33
2367,A,999,0.276,2022-01-12 22:00:16
5048,B,499,0.287,2018-10-21 05:37:20
2163,B,699,0.276,2023-05-07 06:13:27
6991,A,499,0.188,2019-07-07 14:28:49
6370,B,999,0.155,2024-09-17 15:17:33
8154,A,999,0.189,2019-11-20 06:03:15
9421,B,499,0.154,2022-04-29 18:20:01
8605,A,499,0.208,2023-07-12 14:44:18
9154,B,999,0.201,2023-10-08 16:01:50
577,A,999,0.06,2021-07-20 11:23:37
3158,B,499,0.159,2024-06-25 17:49:56
7729,A,999,0.166,2018-01-05 06:46:51
499,A,999,0.318,2024-09-06 03:02:31
3123,A,999,0.076,2018-11-25 08:07:03
9739,B,999,0.184,2024-03-26 18:34:02
4385,B,699,0.275,2019-11-03 09:14:51
6886,A,699,0.103,2022-09-09 17:55:08
7991,A,999,0.25,2021-06-20 06:46:48
3375,A,499,0.107,2018-10-17 13:28:13
2023,B,699,0.168,2022-07-10 04:09:41
5302,A,999,0.191,2021-02-03 12:15:52
1244,A,699,0.144,2022-11-22 12:09:43
9778,A,699,0.145,2023-09-07 01:02:08
2248,B,999,0.065,2023-12-05 07:58:30
4139,B,999,0.158,2024-07-08 11:09:35
6698,A,699,0.292,2022-02-05 16:38:16
3772,B,499,0.301,2019-11-16 20:36:16
495,B,999,0.178,2018-11-09 18:53:30
2852,A,999,0.161,2022-12-29 18:23:39
3495,B,499,0.123,2019-05-01 22:41:32
4055,B,699,0.269,2021-11-15 11:26:51
3126,A,699,0.109,2020-06-05 01:06:19
7394,B,999,0.06,2018-04-21 07:49:33
4285,A,499,0.18,2023-03-05 12:09:25
1287,A,999,0.141,2022-08-12 15:45:58
5036,A,499,0.066,2021-07-12 10:40:23
1201,B,699,0.052,2023-01-23 08:25:00
1714,A,999,0.094,2018-06-20 21:36:09
1385,B,699,0.249,2019-09-04 11:58:23
6803,A,699,0.297,2022-01-25 17:19:02
68,A,499,0.297,2021-08-07 16:10:40
2494,B,499,0.336,2018-09-18 23:29:13
8178,B,699,0.128,2024-05-03 23:05:52
5,A,699,0.215,2023-08-07 01:19:31
7587,B,499,0.177,2023-06-12 19:46:46
3203,A,999,0.261,2024-04-06 20:55:44
3317,A,999,0.196,2019-03-17 16:38:56
386,B,999,0.201,2020-02-02 13:04:07
7277,A,699,0.117,2018-06-18 10:34:31
9543,B,999,0.327,2021-10-12 10:25:33
890,A,999,0.089,2024-08-26 04:32:52
7435,A,999,0.071,2024-01-24 22:49:12
2082,A,499,0.285,2021-06-21 11:58:42
5397,B,499,0.124,2018-03-22 15:06:37
1026,A,499,0.101,2018-02-06 18:03:19
4965,A,699,0.231,2022-06-28 03:26:44
4,A,499,0.239,2023-03-12 13:28:49
6801,A,499,0.143,2021-12-03 06:43:47
1625,B,999,0.32,2021-06-28 17:45:29
4923,B,499,0.196,2018-06-15 00:40:49
4617,A,999,0.065,2021-05-24 11:19:42
3743,A,999,0.315,2024-10-01 21:06:47
4576,B,999,0.17,2018-07-15 01:52:16
6635,A,699,0.269,2019-05-23 13:59:57
3431,B,699,0.293,2018-09-08 05:58:47
1732,B,699,0.09,2024-05-12 05:24:16
7096,A,999,0.129,2024-04-24 14:47:18
5455,B,999,0.332,2019-11-11 01:28:15
5117,A,999,0.267,2022-10-20 09:34:21
1427,B,999,0.101,2024-11-11 03:59:15
7049,A,699,0.129,2024-06-30 14:35:54
3862,A,699,0.082,2020-05-22 13:08:40
3160,A,699,0.156,2024-06-13 07:41:18
1622,A,499,0.137,2020-11-11 06:23:21
8455,A,999,0.064,2019-11-30 04:01:37
5125,A,999,0.103,2021-06-10 16:29:43
8453,B,999,0.319,2020-10-09 12:40:40
4970,B,499,0.293,2023-06-03 05:31:35
448,B,499,0.127,2024-01-17 01:34:22
3778,B,699,0.149,2024-05-16 02:04:27
6451,A,699,0.264,2018-01-27 02:27:28
1429,B,499,0.183,2019-05-31 17:32:20
9156,B,999,0.212,2022-10-31 23:46:54
1243,B,499,0.345,2021-04-24 02:59:15
4960,A,999,0.08,2020-12-15 21:03:39
6639,A,999,0.275,2021-06-26 02:26:39
668,B,499,0.234,2022-10-17 22:34:37
9425,A,999,0.326,2022-02-21 07:47:44
4648,A,699,0.301,2019-03-03 03:07:53
722,A,499,0.216,2024-06-23 18:37:25
437,A,999,0.156,2019-10-19 00:42:59
8106,B,999,0.253,2023-07-12 06:45:40
4592,A,999,0.105,2023-04-03 13:53:25
5733,B,499,0.061,2020-10-28 13:18:52
4532,A,699,0.133,2019-10-27 12:25:46
8254,B,499,0.296,2022-08-01 21:25:59
7340,B,999,0.339,2018-04-27 00:09:42
3720,B,499,0.198,2021-05-21 22:11:13
1743,B,999,0.345,2023-09-09 01:46:45
2217,B,499,0.287,2024-11-28 08:19:48
8397,B,999,0.218,2022-06-24 00:06:11
9433,A,999,0.273,2022-03-23 15:44:11
4038,B,999,0.195,2020-12-13 08:46:28
3048,A,999,0.14,2020-07-26 06:57:05
1616,B,999,0.121,2024-11-22 11:52:31
4698,B,699,0.152,2022-02-06 18:19:55
6899,B,699,0.129,2024-06-25 01:00:19
2325,B,999,0.32,2019-02-27 19:44:08
4568,B,999,0.084,2023-05-02 08:11:00
6207,A,499,0.305,2019-08-12 23:36:32
2623,B,699,0.206,2022-07-15 09:29:50
1082,A,999,0.087,2022-09-20 14:54:18
3868,A,999,0.32,2023-02-22 19:21:16
6224,B,699,0.288,2021-04-22 01:42:22
4762,B,999,0.346,2020-02-10 06:42:47
626,A,999,0.284,2020-09-17 01:10:07
1165,A,699,0.139,2018-04-08 01:43:48
6654,B,999,0.141,2018-12-10 05:18:32
4126,B,999,0.332,2021-07-20 03:41:56
5990,B,499,0.263,2023-05-07 17:18:12
6766,A,999,0.229,2020-01-15 15:42:48
2037,A,499,0.26,2021-11-02 09:25:31
7604,A,499,0.326,2020-09-28 07:00:25
9021,A,499,0.214,2022-02-25 22:51:41
4118,B,699,0.202,2021-09-15 14:17:45
7309,B,499,0.131,2019-06-11 01:51:42
3311,A,999,0.347,2024-10-18 13:19:53
6957,B,999,0.152,2020-08-08 11:19:20
9907,A,699,0.177,2023-04-16 19:07:03
2397,A,699,0.125,2021-05-19 23:24:48
2073,A,499,0.265,2023-05-01 20:29:48
4022,B,999,0.156,2021-06-16 04:38:41
7932,B,999,0.304,2019-01-23 10:17:27
740,A,699,0.086,2018-05-17 13:53:39
2506,B,699,0.085,2018-04-03 12:04:23
1133,B,699,0.263,2018-08-19 21:05:47
641,B,499,0.329,2024-07-31 17:23:47
4644,A,499,0.251,2021-04-19 09:45:24
6912,A,699,0.325,2021-03-07 04:25:43
8357,A,999,0.065,2018-09-16 03:50:58
1705,B,999,0.28,2020-03-31 20:10:44
5899,A,699,0.232,2021-01-30 16:38:48
9612,B,499,0.232,2018-01-16 15:04:04
4611,B,999,0.34,2023-12-07 18:44:24
5038,B,499,0.315,2024-09-07 04:46:05
5506,B,699,0.333,2024-12-31 04:58:03
1021,A,999,0.301,2024-06-10 11:06:06
4940,B,499,0.149,2018-03-14 07:29:50
59,A,999,0.303,2024-10-09 07:22:06
5490,B,499,0.145,2019-03-05 14:08:09
3477,B,999,0.295,2018-08-04 18:26:01
4585,B,699,0.093,2024-10-02 17:34:16
3841,A,499,0.106,2020-03-31 08:09:59
