user_id,daily_active_minutes,sessions_per_day,feature_clicks,activity_date
13825,161,7,42,2022-06-03 20:06:29
36641,177,2,47,2023-02-10 06:36:13
16339,82,4,17,2018-10-20 02:17:37
16814,207,4,4,2022-03-16 04:36:07
33037,12,9,12,2019-04-29 04:32:10
42035,59,9,3,2018-06-16 16:01:55
23467,158,2,16,2023-10-01 07:07:00
13682,283,4,16,2018-07-17 12:09:38
34023,141,1,12,2020-01-08 19:28:46
27127,14,8,4,2021-09-28 18:42:19
30764,57,5,25,2019-08-24 18:56:27
48886,85,7,42,2024-01-12 15:57:01
10385,119,2,16,2020-09-07 08:43:05
17344,191,9,25,2023-04-23 21:54:40
46496,49,9,19,2019-04-15 02:23:58
26981,58,3,48,2022-06-17 23:15:13
38662,169,9,3,2021-05-05 23:39:38
25006,216,4,49,2019-04-09 17:17:46
13382,185,4,26,2018-08-20 15:25:21
45955,289,7,23,2023-04-23 11:42:40
17755,112,8,21,2020-10-22 13:43:24
10243,88,2,18,2022-12-12 00:55:48
44191,209,9,24,2024-06-19 15:48:35
46142,128,7,37,2024-02-15 13:24:37
29657,12,1,17,2021-11-09 07:48:08
13891,192,8,11,2021-09-21 18:45:17
1937,137,6,13,2018-11-06 23:53:10
16677,41,8,15,2022-06-10 20:42:52
2604,59,3,46,2022-11-09 23:20:13
18373,148,6,33,2019-11-07 13:03:25
20677,111,4,15,2021-12-01 13:28:15
32185,46,2,44,2018-12-31 06:38:58
19471,239,7,31,2022-08-08 07:27:05
42730,172,9,30,2024-11-26 05:27:13
37645,213,3,34,2019-10-09 22:21:25
18182,5,6,17,2024-08-22 04:11:32
15316,38,7,18,2023-04-05 08:25:27
10557,295,5,26,2024-11-10 21:55:33
16902,89,3,20,2019-01-29 16:52:43
41174,185,7,35,2022-12-26 02:53:06
16201,86,3,15,2023-02-17 17:06:20
35642,261,8,8,2024-06-22 04:44:09
36786,8,2,48,2018-12-25 06:44:30
45358,202,7,34,2024-11-05 05:35:05
9338,242,7,23,2021-09-04 17:36:36
21109,253,6,12,2020-02-08 06:20:41
34427,140,1,26,2020-06-22 04:02:45
39668,264,2,4,2021-11-18 06:06:18
42347,131,5,36,2021-05-17 00:10:17
38582,182,6,48,2024-03-08 21:24:00
23360,9,9,6,2019-06-12 05:27:22
42873,177,9,44,2023-10-14 16:09:36
34162,289,9,48,2022-09-23 08:49:37
8897,149,6,16,2019-04-24 20:49:21
9081,174,6,36,2018-12-20 14:21:39
39491,68,1,3,2018-08-09 19:08:09
47836,40,8,25,2024-07-09 09:12:19
128,89,8,33,2021-05-19 14:16:38
43235,173,4,22,2020-12-17 21:39:16
3104,236,4,13,2023-11-09 00:09:22
4228,116,3,45,2021-08-20 04:38:50
18073,231,9,0,2024-01-01 21:19:40
28752,277,3,22,2020-10-01 19:16:32
25993,99,7,12,2023-06-02 06:00:13
46098,84,8,46,2023-11-04 17:20:44
23668,295,9,36,2022-12-14 14:39:18
31586,285,1,43,2022-02-21 16:34:15
42386,171,6,44,2020-03-22 10:21:06
49135,286,3,7,2019-12-02 08:35:18
45108,212,6,2,2019-03-02 05:37:49
48283,89,9,13,2021-09-27 12:02:26
27012,92,9,18,2018-02-15 14:13:05
4848,204,6,45,2021-02-10 08:29:30
28456,290,2,20,2018-03-29 04:58:08
10357,95,6,11,2023-07-22 08:53:28
11124,49,4,33,2020-07-27 20:32:42
10952,10,9,11,2022-11-26 11:41:00
35325,275,8,19,2024-08-18 03:07:10
23905,22,2,20,2023-03-22 00:06:50
3350,166,5,9,2023-03-25 10:54:06
8200,298,9,24,2018-12-11 10:17:46
25229,175,7,16,2021-04-04 05:39:05
8655,86,9,9,2020-11-25 00:18:53
47077,126,3,0,2023-12-13 11:13:29
25115,39,6,20,2024-10-23 05:49:32
30673,119,8,16,2024-04-12 15:18:07
37704,271,3,33,2023-09-11 05:56:52
36939,36,8,44,2021-05-19 11:49:13
25799,291,8,0,2023-04-22 03:59:29
32019,230,1,1,2022-09-07 17:12:33
6372,96,4,16,2018-03-18 19:21:59
24119,205,2,4,2023-06-25 15:12:08
33363,136,4,16,2020-11-29 01:20:45
10173,147,9,7,2022-05-17 04:26:26
35438,268,9,42,2022-02-02 19:28:01
44311,192,2,35,2023-07-27 19:18:06
32348,215,1,41,2018-05-07 02:19:12
21972,221,6,20,2024-04-09 08:46:20
35543,5,8,15,2021-03-16 00:48:57
8512,118,4,13,2018-11-05 01:37:39
15308,251,5,23,2021-07-03 19:12:16
18117,229,3,46,2019-11-04 22:29:57
42684,111,1,16,2019-04-04 04:55:10
37066,167,8,21,2021-11-08 12:08:44
28155,151,5,5,2020-02-01 23:31:13
34020,18,4,0,2018-04-25 23:46:45
29688,223,3,10,2022-03-17 08:27:51
47228,209,4,16,2023-07-13 03:11:52
2854,234,1,4,2020-04-17 22:47:38
4205,50,1,5,2020-11-28 14:07:30
17265,54,4,2,2020-10-08 12:51:29
31489,133,3,35,2023-07-18 22:05:37
26770,242,7,5,2024-02-28 22:50:44
31161,130,8,22,2019-02-28 11:45:56
29838,69,8,2,2019-02-13 14:32:39
29494,28,5,39,2024-09-16 15:33:50
31001,261,8,17,2023-06-10 09:24:05
9262,88,2,43,2022-08-03 08:10:28
17555,251,2,6,2020-08-15 00:25:23
28626,276,5,32,2022-05-02 03:44:16
21872,105,1,3,2022-07-20 03:42:09
49062,10,1,26,2018-11-01 10:36:29
25304,143,6,40,2024-02-21 01:30:15
43036,31,6,37,2021-07-20 21:11:49
29591,191,1,26,2018-03-07 12:57:06
23738,259,2,23,2019-04-20 00:46:02
23451,233,1,25,2024-05-15 15:29:11
13364,7,3,2,2024-10-13 04:12:52
9012,200,1,49,2024-09-23 09:34:54
32586,133,7,22,2024-08-23 19:20:00
2560,5,4,9,2020-09-28 21:18:41
29676,1,5,26,2019-08-06 16:40:29
26690,112,1,13,2023-09-05 00:43:59
33889,198,6,20,2021-05-10 09:01:48
6242,168,4,9,2019-03-23 13:17:00
15106,285,3,2,2022-07-19 23:48:03
38772,17,8,36,2024-04-13 17:15:30
2930,143,8,33,2018-01-08 10:27:36
8589,123,3,21,2018-09-25 18:02:24
35778,185,7,14,2021-02-22 07:56:37
19879,10,9,17,2022-06-22 12:19:11
33373,82,9,17,2022-02-07 00:05:24
8340,291,1,29,2021-02-24 08:27:37
6871,117,7,4,2024-08-27 05:18:10
1052,280,5,29,2019-05-20 08:50:04
13407,87,2,28,2021-06-17 08:23:16
14359,288,8,25,2020-06-28 16:53:28
13921,100,9,7,2021-09-05 16:14:00
22608,211,7,37,2023-02-27 12:19:42
36705,32,5,41,2021-04-12 08:22:40
34522,108,7,15,2021-07-14 12:49:54
4393,192,4,23,2024-10-08 07:08:53
34205,91,8,38,2019-11-16 18:19:45
18154,185,3,39,2020-07-04 08:28:30
27283,292,8,24,2023-11-01 21:56:25
31102,264,5,25,2022-09-03 15:54:08
46745,214,2,22,2024-01-05 17:48:23
19439,259,8,18,2020-10-26 22:27:29
3813,96,5,30,2018-03-22 12:01:02
33033,7,1,3,2019-07-18 14:45:08
17604,127,1,49,2022-03-10 16:32:33
48316,262,9,12,2022-10-06 20:40:57
40343,172,6,33,2024-08-08 16:03:50
32611,34,7,37,2022-02-17 01:40:48
26542,37,4,31,2018-05-29 16:58:59
37001,111,3,18,2022-12-14 07:37:04
4767,188,5,28,2021-05-30 10:55:29
1628,7,6,22,2020-10-10 21:28:57
17993,122,9,11,2021-11-20 05:13:44
25237,142,2,49,2018-04-24 11:02:28
25187,175,6,8,2018-07-16 00:22:00
48873,179,5,40,2024-03-31 13:00:42
24585,138,8,32,2022-06-15 15:08:59
2755,172,2,32,2020-05-23 05:52:01
44856,155,9,45,2022-07-10 14:55:59
35365,22,2,47,2023-01-28 16:46:38
18819,259,5,48,2024-11-17 20:38:23
26694,95,2,17,2024-10-02 23:08:38
16572,125,1,40,2021-02-13 23:30:00
23003,140,1,13,2019-04-14 00:23:30
24172,239,3,1,2018-11-21 11:15:18
35112,50,3,36,2020-04-11 11:54:55
8068,59,3,41,2024-02-03 22:31:13
10917,116,8,13,2024-05-15 16:16:07
48850,265,2,11,2018-11-04 16:18:38
34823,164,7,25,2024-08-04 21:54:58
2539,161,1,1,2024-10-14 05:12:44
26156,182,1,13,2019-09-14 04:09:16
36646,9,6,47,2024-07-01 14:29:01
44993,198,2,21,2019-02-13 00:15:36
28863,72,3,32,2018-05-31 08:52:03
21265,59,2,3,2022-10-01 23:21:15
29635,198,6,16,2020-10-18 15:16:54
30263,43,1,34,2018-02-15 00:54:30
38394,279,1,15,2021-12-01 03:06:23
39152,163,5,43,2020-04-11 21:13:47
11892,285,3,37,2023-07-09 22:09:47
33812,241,3,33,2023-10-02 06:24:14
19919,200,4,5,2019-07-16 01:32:22
38104,246,2,37,2023-09-23 15:52:50
15156,130,6,14,2023-10-14 17:33:56
1492,213,5,5,2019-09-26 05:27:58
458,166,2,44,2024-03-28 06:34:38
36003,75,7,34,2020-09-20 16:50:53
10066,61,2,46,2019-04-28 21:28:05
10596,99,5,14,2024-01-15 08:53:20
41456,215,9,0,2019-06-01 07:59:43
11693,63,7,38,2023-04-25 22:42:31
19252,104,1,7,2018-08-26 15:11:04
41369,25,7,19,2021-04-08 11:45:37
38733,262,8,3,2019-04-26 07:30:43
18437,139,1,8,2018-06-17 01:39:29
47033,169,4,32,2018-12-18 20:24:31
41702,297,9,28,2018-07-29 07:19:42
9152,293,3,11,2024-02-29 20:54:17
42734,140,9,33,2018-07-05 08:57:13
44734,231,2,5,2021-06-09 10:06:16
44268,162,6,25,2018-07-19 15:58:54
41317,193,6,25,2024-04-09 03:21:59
38112,187,3,24,2022-07-16 01:49:34
40260,282,3,45,2023-09-01 16:05:20
38974,47,4,14,2021-10-27 17:58:35
48836,80,6,9,2022-06-29 03:15:06
45571,216,2,28,2021-01-03 17:40:50
44009,169,3,22,2021-10-14 04:45:34
17433,70,3,0,2018-07-23 18:22:19
30616,237,1,46,2024-11-14 04:43:48
26686,104,6,32,2018-09-22 08:27:24
16977,237,4,8,2024-10-07 05:28:56
28601,94,6,47,2020-06-21 18:51:24
6564,195,3,40,2019-05-02 01:59:09
32335,157,6,27,2020-11-06 15:10:51
21450,272,8,45,2018-01-21 21:24:01
41203,114,7,23,2020-12-20 06:16:39
22374,278,2,17,2022-06-22 12:47:39
8821,140,2,41,2021-08-15 04:17:21
45221,94,4,12,2021-11-16 15:35:09
8770,286,3,24,2018-01-08 09:31:25
38490,170,9,6,2020-08-04 14:22:14
39536,147,8,0,2022-08-21 11:32:04
25762,243,4,46,2022-05-22 20:16:55
31760,164,3,15,2022-06-24 20:02:46
41842,296,4,14,2022-02-25 02:41:54
26585,293,1,25,2021-07-15 05:20:27
4313,298,9,7,2022-02-16 19:13:14
3967,108,6,39,2023-05-19 04:42:15
45222,32,5,40,2022-05-30 13:57:12
9257,135,9,8,2019-10-20 01:03:42
41107,40,3,47,2019-08-20 10:49:10
1411,209,8,11,2024-10-01 18:32:28
20688,151,3,2,2021-07-23 17:45:17
26377,88,2,23,2024-11-07 13:01:31
39808,281,6,1,2019-07-29 08:45:39
34561,66,8,7,2020-09-01 14:12:38
34959,214,1,10,2020-07-29 18:55:05
30630,24,9,19,2021-02-21 07:07:21
40216,130,1,41,2023-06-18 14:51:16
28726,90,7,6,2021-07-21 06:43:02
49423,288,7,26,2019-11-24 13:50:01
46364,275,3,30,2018-01-21 05:39:34
26902,33,1,3,2024-11-22 16:31:39
24226,284,9,17,2023-07-08 18:50:30
35584,19,8,33,2024-06-06 18:28:36
26878,285,8,31,2018-10-30 12:16:32
41109,226,4,9,2019-06-26 13:29:46
13862,44,1,8,2022-10-16 18:57:19
18674,117,6,21,2020-08-26 13:59:03
13584,196,2,20,2021-05-01 13:59:44
3749,61,1,47,2019-07-26 10:24:03
33311,294,5,37,2019-03-06 10:40:03
6780,195,6,41,2018-10-26 01:22:37
15559,145,1,18,2023-04-22 12:24:11
30344,107,9,21,2020-08-31 05:01:52
46566,182,6,1,2019-12-28 01:33:07
4182,130,1,3,2022-07-27 05:21:02
1871,212,9,20,2019-12-18 13:51:31
6628,107,5,4,2020-11-24 14:42:51
2611,55,5,49,2022-11-11 01:10:39
41411,162,5,41,2020-06-26 03:03:36
49715,166,4,48,2023-02-24 09:51:33
13827,153,4,9,2018-03-03 01:18:34
36668,280,5,46,2019-04-01 00:13:59
13210,74,3,20,2024-11-08 05:55:08
38646,276,8,21,2021-07-03 05:32:13
49739,244,3,0,2022-01-29 00:41:35
9605,131,5,37,2020-10-26 06:00:52
9929,1,2,6,2021-12-07 01:58:59
49481,100,1,6,2019-09-16 11:01:57
5057,157,4,3,2024-01-21 11:20:15
35075,66,5,22,2020-04-14 08:22:22
29166,155,2,33,2023-09-20 21:04:11
38506,221,1,49,2023-01-19 09:39:22
21032,119,3,22,2020-01-19 20:53:49
19556,202,7,17,2022-02-01 06:48:12
8142,240,4,18,2021-05-11 19:56:05
1486,53,9,22,2019-06-22 19:45:05
7998,228,4,44,2023-08-26 15:11:32
43234,67,5,3,2018-01-24 13:53:45
22794,129,7,14,2021-07-13 15:11:39
28767,141,5,13,2020-11-17 23:25:14
30597,79,8,5,2024-12-10 15:10:36
23089,31,3,41,2023-05-15 16:57:00
22978,76,4,45,2024-05-06 02:04:20
45109,25,3,44,2023-04-14 20:17:52
42741,243,6,5,2019-05-31 15:21:52
14526,78,5,11,2021-06-16 21:20:06
16053,170,4,24,2022-05-29 12:25:11
47441,76,4,23,2021-12-14 22:11:46
27453,143,5,29,2018-06-23 15:48:40
37270,287,6,8,2024-03-24 21:05:46
26265,156,7,25,2021-09-24 06:39:17
28714,248,3,7,2022-11-27 22:42:21
646,77,8,3,2024-01-25 11:19:22
21428,204,6,42,2023-08-03 13:05:55
32223,212,1,45,2021-08-11 18:59:10
24105,279,2,37,2020-01-10 04:04:36
47467,3,5,16,2024-06-16 14:50:58
15085,250,6,13,2018-12-03 08:21:08
12386,131,2,33,2023-07-25 20:38:59
300,139,4,45,2023-07-21 04:26:01
36490,58,9,37,2020-04-08 15:39:00
23145,236,1,5,2024-11-04 23:27:47
10519,266,8,31,2020-08-27 07:12:07
3024,266,5,38,2019-12-18 04:31:36
678,198,3,33,2023-11-23 23:38:16
683,267,1,47,2020-06-02 21:09:58
4582,4,7,27,2018-01-06 10:20:04
27049,100,5,19,2020-05-16 19:36:18
2570,258,5,10,2023-06-21 11:41:46
6419,241,2,39,2023-01-14 15:11:53
43059,12,5,39,2018-12-10 09:35:42
28335,72,8,5,2018-04-14 22:30:04
15238,61,5,19,2018-10-07 01:48:23
16700,58,4,33,2022-10-30 02:22:41
34567,258,6,23,2024-06-20 05:12:58
8606,291,8,4,2023-06-28 08:55:09
40277,183,5,42,2020-09-04 14:47:34
34880,28,3,38,2018-09-16 02:16:36
11165,102,7,32,2020-09-13 03:45:18
45219,148,7,26,2024-02-08 08:19:23
37889,285,6,16,2024-07-11 02:51:06
21019,138,8,16,2021-10-27 05:06:49
35991,213,5,22,2021-06-12 21:20:17
1955,7,1,12,2022-05-23 20:12:47
42157,231,9,39,2022-08-11 15:20:30
29489,144,5,34,2021-11-08 02:23:34
47438,51,1,5,2022-11-12 02:06:42
15718,192,4,24,2022-01-01 14:18:48
30958,86,3,5,2024-11-23 09:15:37
35988,264,9,13,2019-04-11 05:53:08
33005,207,1,36,2021-03-30 05:47:32
27460,192,3,24,2022-03-02 22:17:21
18576,216,7,33,2022-12-30 03:45:02
7355,171,1,21,2018-08-31 07:16:39
46657,291,4,44,2020-01-04 21:47:37
47413,73,6,7,2022-11-28 21:03:06
30145,97,6,8,2020-01-14 09:04:16
19862,263,3,12,2020-03-16 11:10:57
81,53,1,0,2020-12-09 19:48:33
16866,237,4,27,2021-07-01 06:41:01
45238,166,3,24,2019-07-03 05:42:57
25194,159,4,22,2024-12-19 18:28:13
19388,119,1,34,2024-01-10 11:55:51
14146,40,7,44,2018-06-29 18:26:33
37930,162,1,9,2020-08-14 06:13:46
24155,211,8,48,2023-06-16 17:53:14
48981,184,6,7,2021-08-06 12:27:32
16658,130,6,22,2018-11-11 16:31:23
10135,112,4,30,2021-12-22 18:32:02
36192,139,9,15,2019-01-12 03:11:02
31651,108,7,37,2019-05-07 01:14:01
3710,207,3,43,2022-06-12 04:45:28
32630,153,2,22,2018-01-11 14:42:17
24713,266,2,32,2024-08-09 11:11:46
1344,89,2,17,2022-02-05 05:02:20
20667,106,9,26,2021-01-06 14:34:05
44853,81,6,16,2022-01-31 17:35:59
17045,159,7,20,2023-07-11 20:53:24
21055,262,4,7,2019-03-06 09:23:32
5664,192,7,8,2019-12-19 10:26:49
26308,8,8,24,2023-06-14 09:11:20
40608,118,4,31,2020-01-18 03:35:28
42552,60,6,20,2024-11-03 23:18:14
37034,194,8,2,2024-01-09 01:48:57
43459,111,6,2,2018-04-18 01:08:18
15700,199,6,41,2023-11-26 11:47:49
26705,75,3,7,2021-10-24 18:50:48
37631,203,9,29,2020-01-07 11:47:50
1496,24,6,14,2018-03-09 21:38:54
10915,82,5,44,2020-07-02 05:02:38
11366,185,8,32,2022-04-11 11:46:32
39461,230,6,37,2022-12-26 06:53:50
44952,261,8,38,2018-02-03 18:24:14
3773,235,3,37,2023-09-03 22:08:42
20797,251,3,27,2021-02-11 18:23:41
38818,258,8,13,2023-05-14 15:52:46
42052,62,5,46,2020-01-05 11:46:22
1954,169,9,46,2018-10-15 06:45:04
31470,235,4,17,2020-06-08 21:17:08
34437,271,8,37,2020-11-08 04:36:51
31649,176,2,25,2020-12-28 19:13:36
36089,259,2,29,2018-08-01 07:03:55
27333,3,8,49,2018-06-27 02:38:40
28547,160,9,49,2018-03-31 14:14:42
40849,239,4,20,2019-09-29 11:05:12
48740,148,6,38,2022-09-28 04:28:26
19450,94,5,18,2021-01-01 03:25:36
7054,257,2,32,2022-04-01 12:39:16
40936,95,9,46,2020-10-09 11:57:48
12543,282,1,2,2023-03-17 07:46:09
40375,265,7,30,2018-03-11 12:55:05
8272,75,6,23,2020-03-30 02:41:39
28806,225,3,36,2021-01-05 05:49:02
25917,226,1,45,2018-07-19 04:54:36
31763,227,5,29,2019-12-12 03:23:33
43139,276,9,15,2022-06-12 08:04:32
42431,192,4,31,2019-10-08 01:29:57
3759,214,4,5,2022-08-24 10:49:17
20795,155,6,25,2022-03-18 14:32:49
17195,89,6,46,2024-07-10 04:22:50
34900,161,6,47,2019-02-05 16:46:36
15676,27,9,1,2022-07-14 12:39:52
49784,281,2,22,2018-05-06 20:03:22
22577,226,6,30,2019-09-16 23:53:24
36533,129,2,19,2022-08-31 19:36:00
4941,120,5,10,2024-12-17 07:22:32
19022,222,6,46,2022-01-07 12:32:55
9472,290,1,47,2021-03-23 07:14:50
17977,145,8,19,2018-10-02 11:10:59
6083,246,8,1,2018-01-04 05:33:48
2498,197,7,47,2023-03-07 21:29:02
17878,76,9,4,2018-07-01 17:54:42
8845,132,1,43,2021-09-29 15:58:01
29974,275,5,4,2024-12-10 14:51:30
15261,173,6,8,2018-03-10 15:57:47
7173,7,4,17,2021-02-04 02:08:49
4859,24,5,8,2024-12-28 11:15:17
7638,280,7,44,2018-01-12 18:01:09
24278,144,1,47,2021-06-30 07:41:14
29079,212,5,17,2018-03-27 07:58:58
30132,272,1,49,2023-07-31 00:23:20
24321,252,4,18,2023-04-23 09:49:03
19732,12,5,26,2020-07-05 11:29:15
30446,145,5,49,2018-06-09 00:25:07
17753,49,2,15,2020-02-02 03:33:23
1455,168,7,1,2019-03-16 00:04:08
17229,71,6,29,2021-08-16 13:27:05
48189,137,3,17,2018-04-20 23:02:34
39553,156,6,47,2022-02-04 15:39:29
48048,112,9,4,2019-11-28 04:42:53
47275,129,7,40,2021-05-01 19:39:32
30693,208,6,19,2022-12-01 04:42:14
30254,151,1,14,2018-11-08 11:26:23
38798,177,7,46,2022-11-26 03:02:12
28290,128,6,47,2021-04-11 07:59:10
29278,131,7,20,2018-05-03 22:33:09
5457,259,6,2,2018-06-16 16:52:59
37450,251,8,34,2022-07-10 14:36:24
20302,34,5,11,2021-09-30 02:00:55
2905,220,7,46,2021-01-29 22:23:28
43074,51,1,26,2023-12-07 10:32:49
18005,248,4,44,2019-05-14 08:40:19
37432,43,1,33,2024-08-17 09:06:17
29295,166,1,31,2022-03-24 11:38:58
46266,292,5,20,2020-12-26 10:01:01
6618,165,6,14,2022-09-05 01:09:33
20043,64,2,35,2020-02-22 18:15:53
2201,113,9,4,2022-05-17 13:55:58
25434,124,5,12,2023-07-13 09:08:08
9679,216,4,23,2024-03-20 05:29:42
39609,164,2,16,2024-07-17 21:00:37
48918,28,9,45,2023-12-14 05:33:50
38995,276,2,20,2018-03-26 01:14:14
17833,218,2,38,2020-01-07 22:40:53
8095,295,8,16,2021-10-25 17:15:41
40890,239,5,6,2020-01-20 01:00:34
34373,135,7,49,2019-08-03 19:04:54
707,266,4,39,2023-09-09 18:34:38
34397,186,4,7,2019-03-22 04:46:04
20509,112,9,27,2021-07-11 15:10:53
48176,212,3,13,2022-05-21 15:11:21
11114,263,9,40,2020-03-06 16:07:30
37718,277,8,22,2024-02-03 15:36:03
26698,293,1,14,2023-05-07 18:00:17
17510,8,8,27,2020-11-28 00:29:27
16077,139,5,19,2018-10-31 01:44:57
10102,217,6,39,2021-02-25 18:24:49
33966,270,9,32,2021-10-05 12:12:32
23619,157,4,12,2019-12-23 14:29:52
1825,207,4,46,2024-09-16 22:54:37
14091,157,6,7,2019-09-25 23:23:13
17257,17,8,4,2024-06-20 08:21:08
6487,95,7,48,2023-07-22 19:48:12
45447,87,4,8,2019-02-20 03:14:55
4457,166,2,7,2020-06-03 15:22:01
1759,76,5,30,2021-07-29 15:19:03
23641,175,8,21,2018-11-05 19:23:33
30357,49,2,38,2020-05-31 04:55:59
49664,124,4,10,2021-09-11 08:58:09
18347,258,8,41,2023-04-19 10:52:09
6871,259,3,30,2022-10-16 03:43:46
12517,122,8,49,2020-06-30 00:11:39
18170,242,9,0,2024-09-22 03:58:03
23180,57,2,21,2020-10-04 17:25:34
36604,1,7,17,2020-02-14 03:15:54
32860,286,1,48,2018-04-17 22:41:36
9619,284,7,37,2024-03-16 12:42:43
42468,202,3,20,2021-01-12 05:57:35
14915,107,9,36,2019-12-30 12:51:31
47559,23,2,27,2023-01-30 01:12:52
1804,234,5,0,2023-06-11 00:01:57
22541,275,2,41,2021-09-23 06:00:56
43752,26,2,46,2022-04-09 00:28:46
29335,166,7,35,2022-02-14 07:13:23
17355,108,2,25,2024-03-02 16:06:02
35144,222,3,41,2020-02-13 18:46:45
36958,12,8,19,2022-05-10 11:22:07
49278,283,9,46,2024-10-15 17:29:26
46194,88,3,47,2020-03-24 04:36:47
12633,143,3,44,2021-04-15 17:32:25
30490,180,8,22,2021-09-30 00:26:28
37883,47,4,30,2020-05-02 13:25:14
2745,122,7,42,2020-10-07 09:02:07
18837,297,3,49,2018-07-13 00:33:52
24486,281,6,24,2019-09-24 04:10:42
23569,195,7,18,2020-05-25 10:04:45
10598,257,6,23,2023-12-06 14:55:31
10930,280,1,44,2022-02-22 16:31:56
30899,282,5,36,2018-11-18 17:55:14
32518,92,7,13,2022-08-24 19:27:19
22903,280,6,46,2020-12-30 17:49:55
22836,282,4,24,2018-10-24 02:52:48
32254,35,4,35,2023-11-20 07:17:05
14279,149,3,32,2024-06-07 17:04:47
16743,262,6,40,2020-08-02 23:52:27
10490,192,6,15,2020-11-27 12:29:43
27050,150,6,29,2019-02-01 04:56:42
48662,174,6,25,2024-11-20 01:34:28
19180,250,8,39,2018-01-30 01:54:36
16660,120,2,20,2023-10-18 13:20:32
27271,256,7,12,2021-01-03 12:02:36
5222,18,1,14,2023-04-27 11:30:37
43809,154,7,32,2022-06-16 09:41:59
24764,216,5,37,2021-02-05 00:06:04
16117,198,7,11,2019-03-27 06:38:08
45817,227,8,1,2023-08-24 07:27:44
39786,253,3,49,2021-01-17 20:07:09
46012,193,8,7,2021-04-04 04:19:45
16539,127,5,23,2019-05-10 10:40:35
24971,170,8,34,2022-11-30 19:02:45
14028,201,2,22,2022-09-17 12:38:25
49212,131,6,41,2021-12-25 18:58:11
9581,223,6,11,2020-11-19 09:29:54
13678,282,2,34,2023-10-07 19:17:52
6061,227,6,9,2022-09-13 03:49:11
15417,193,4,2,2019-04-09 12:41:12
18906,55,3,47,2020-01-06 14:50:02
21855,96,7,46,2023-02-10 01:10:58
30406,47,3,2,2024-02-09 12:11:14
27152,18,6,27,2021-07-23 23:53:42
1319,25,5,32,2018-01-20 15:13:03
857,294,5,19,2024-04-19 23:52:07
43071,192,4,2,2023-07-21 08:02:55
27401,170,7,42,2022-05-31 01:24:06
11900,197,5,35,2024-06-01 19:55:02
29823,83,2,24,2018-06-21 05:05:06
43480,236,1,23,2022-01-04 17:52:51
34015,98,8,26,2024-11-14 17:01:51
36927,219,5,1,2023-01-13 00:15:19
28956,219,3,9,2023-12-13 23:16:14
23011,260,8,24,2024-03-01 02:46:16
38928,53,1,18,2019-05-15 05:28:09
1841,295,6,26,2022-04-10 23:04:14
42244,85,8,20,2021-12-29 02:54:49
34373,189,8,13,2022-01-29 12:57:55
9392,171,5,19,2022-01-01 14:09:00
29082,26,3,23,2023-06-17 07:32:51
11464,266,9,19,2023-12-05 16:52:33
3861,278,9,32,2021-11-30 13:21:10
16396,259,2,14,2024-09-21 15:11:09
3010,249,8,15,2018-08-18 20:28:42
2501,175,1,32,2024-07-09 22:26:34
2256,168,8,12,2024-07-29 14:25:09
45678,92,6,1,2021-07-03 13:10:35
18777,47,9,28,2024-02-18 20:21:35
44049,1,2,47,2020-05-29 06:59:15
489,184,1,16,2020-01-06 04:22:39
12383,180,1,28,2020-02-25 18:11:16
34650,116,5,33,2018-01-14 22:26:52
31176,188,3,23,2019-10-20 01:59:10
45236,241,4,48,2022-06-12 12:58:42
42410,137,9,4,2024-03-10 05:08:53
28678,134,5,3,2022-03-24 08:40:44
26244,102,8,13,2018-08-19 20:39:26
44012,88,8,30,2018-03-14 00:41:07
3629,21,9,14,2018-05-12 02:45:15
49783,125,4,1,2021-05-07 11:50:05
20068,159,6,21,2023-04-28 16:44:32
22541,53,7,9,2023-04-14 00:48:03
3051,256,7,13,2018-01-10 11:03:18
6907,70,9,29,2018-04-19 00:32:57
26448,233,1,46,2021-09-11 18:36:41
47400,80,3,22,2020-04-28 05:44:33
39382,290,7,30,2018-09-06 12:53:08
8991,215,9,1,2021-12-19 05:17:55
47012,86,4,42,2021-05-28 16:33:52
37696,261,3,8,2019-02-10 06:21:31
45055,234,1,21,2018-02-16 09:48:43
14236,264,9,42,2019-06-02 02:31:56
37123,296,6,13,2020-10-22 06:36:08
10070,141,5,1,2020-02-22 22:14:10
46172,157,3,26,2019-09-05 19:18:52
49622,152,7,29,2021-04-12 06:49:35
23844,95,8,9,2018-07-03 22:38:24
5581,64,4,5,2022-05-28 19:26:09
34844,191,6,19,2018-05-31 15:53:12
24740,215,7,6,2021-09-05 06:44:57
15316,168,3,39,2024-06-18 12:09:08
42635,229,6,45,2024-08-22 23:24:09
13769,129,9,17,2023-02-17 00:11:08
24489,191,4,7,2020-05-07 23:49:33
10231,234,7,37,2024-11-19 17:13:40
11815,16,3,45,2022-05-15 13:16:46
9002,140,7,32,2022-01-16 10:17:24
43245,12,9,2,2023-09-18 02:52:14
19325,272,4,11,2021-05-03 10:57:28
14366,114,9,30,2023-05-05 00:11:47
45185,31,9,4,2021-07-25 04:22:05
12587,228,9,17,2024-03-28 03:15:35
20559,1,1,49,2018-11-05 01:02:34
42318,97,3,17,2020-06-13 09:15:40
40015,297,6,4,2024-01-29 23:43:19
36858,16,8,22,2020-11-22 13:15:06
7488,286,8,14,2018-10-21 15:04:03
3139,77,8,20,2022-05-18 01:38:03
