user_id,subscription_plan,tenure_months,monthly_price,churn
25091,Basic,35,2499,No
30640,Enterprise,46,2499,No
49182,Basic,32,2499,No
9768,Enterprise,1,999,Yes
45187,Basic,10,499,No
28907,Pro,38,999,No
48495,Enterprise,18,499,No
7821,Pro,22,2499,No
11645,Enterprise,24,999,No
17091,Pro,13,2499,No
32766,Basic,3,2499,Yes
30042,Pro,32,2499,No
47927,Basic,40,499,No
25736,Pro,41,2499,No
49878,Basic,4,999,Yes
28445,Basic,19,2499,No
49891,Pro,16,999,No
48040,Pro,7,999,No
738,Pro,4,999,Yes
26916,Basic,42,999,No
19314,Pro,3,499,Yes
40944,Enterprise,22,499,No
18629,Enterprise,25,499,No
45805,Basic,27,2499,No
38865,Pro,24,2499,No
46730,Pro,32,999,No
42706,Enterprise,31,2499,No
43046,Pro,27,2499,No
24910,Enterprise,12,499,No
48924,Enterprise,6,499,No
37192,Basic,31,2499,No
9630,Basic,11,499,No
37663,Enterprise,43,499,No
18575,Basic,7,2499,No
48043,Basic,32,2499,No
21337,Basic,27,2499,No
29675,Basic,38,2499,No
41422,Pro,20,2499,No
36920,Pro,6,999,No
19010,Enterprise,16,499,No
1212,Pro,36,2499,No
8834,Enterprise,23,999,No
23142,Enterprise,10,999,No
27423,Enterprise,19,499,No
21061,Enterprise,42,999,No
2209,Pro,35,999,No
19426,Basic,30,2499,No
1345,Enterprise,23,499,No
25149,Basic,6,999,No
39319,Pro,31,999,No
3366,Basic,36,999,No
18058,Basic,44,999,No
26684,Basic,35,2499,No
33320,Enterprise,31,999,No
32329,Pro,40,999,No
47346,Enterprise,40,499,No
34056,Pro,38,999,No
2293,Basic,16,499,No
1182,Pro,44,999,No
45055,Basic,27,999,No
28724,Basic,24,999,No
19314,Pro,27,2499,No
9009,Pro,32,999,No
1957,Enterprise,32,499,No
2326,Basic,14,499,No
19745,Pro,43,999,No
2781,Enterprise,31,2499,No
34352,Pro,41,2499,No
11441,Enterprise,8,499,No
19222,Basic,13,999,No
33663,Enterprise,2,999,Yes
43243,Basic,19,999,No
47700,Pro,2,999,Yes
34278,Basic,11,499,No
26744,Basic,7,2499,No
10304,Enterprise,28,499,No
31250,Pro,22,499,No
3378,Basic,38,999,No
16461,Pro,39,999,No
25961,Basic,12,999,No
17966,Basic,32,499,No
32843,Basic,18,499,No
1573,Basic,8,499,No
19756,Basic,9,999,No
18444,Basic,19,499,No
27445,Pro,23,2499,No
39559,Pro,6,499,No
35537,Pro,13,499,No
6827,Basic,18,499,No
19987,Pro,3,499,Yes
17466,Enterprise,43,2499,No
33997,Enterprise,8,999,No
16428,Enterprise,45,2499,No
35751,Basic,4,2499,Yes
23344,Enterprise,43,499,No
34005,Pro,8,999,No
27336,Enterprise,37,999,No
480,Basic,46,999,No
5509,Basic,13,499,No
48069,Pro,41,999,No
13185,Enterprise,4,499,Yes
41348,Pro,43,999,No
37852,Enterprise,46,2499,No
41503,Enterprise,13,999,No
17126,Enterprise,37,999,No
9500,Pro,6,2499,No
33960,Basic,15,999,No
14719,Pro,24,499,No
41047,Pro,29,2499,No
40069,Basic,45,2499,No
1170,Pro,10,2499,No
25153,Enterprise,38,499,No
15590,Pro,37,499,No
1072,Basic,13,999,No
15212,Pro,5,2499,Yes
6715,Enterprise,45,2499,No
31538,Basic,33,499,No
25124,Enterprise,12,999,No
9395,Basic,22,2499,No
37749,Basic,41,2499,No
31945,Enterprise,30,2499,No
33130,Pro,22,999,No
21644,Enterprise,35,2499,No
40711,Basic,19,499,No
1175,Enterprise,5,999,Yes
32111,Enterprise,2,499,Yes
23198,Pro,10,2499,No
18109,Pro,11,2499,No
26475,Pro,38,999,No
27733,Pro,20,2499,No
16175,Enterprise,18,2499,No
9294,Enterprise,5,499,Yes
41674,Enterprise,10,2499,No
34551,Pro,23,2499,No
39208,Enterprise,40,499,No
44583,Basic,37,499,No
4868,Enterprise,42,2499,No
6020,Enterprise,42,999,No
18984,Basic,47,999,No
29889,Basic,42,999,No
41222,Enterprise,5,999,Yes
15750,Pro,32,499,No
1774,Pro,45,2499,No
44331,Pro,46,499,No
6874,Basic,2,2499,Yes
47494,Basic,39,2499,No
34843,Pro,29,999,No
24081,Basic,19,999,No
21360,Pro,46,999,No
35532,Enterprise,43,999,No
21588,Enterprise,11,999,No
35080,Pro,30,2499,No
14424,Enterprise,44,999,No
24544,Pro,26,499,No
18439,Enterprise,10,499,No
30952,Pro,3,499,Yes
48953,Pro,13,499,No
18458,Enterprise,1,499,Yes
45531,Basic,7,999,No
24492,Enterprise,31,999,No
38283,Pro,20,499,No
41038,Pro,17,499,No
46413,Basic,32,2499,No
22604,Enterprise,44,999,No
31919,Basic,47,499,No
107,Enterprise,6,499,No
36537,Basic,12,2499,No
48128,Basic,12,2499,No
2737,Pro,16,2499,No
42034,Pro,23,2499,No
25291,Basic,24,499,No
12677,Pro,23,2499,No
1490,Enterprise,47,499,No
2237,Basic,27,2499,No
33626,Enterprise,23,499,No
16717,Enterprise,25,499,No
12988,Pro,22,2499,No
26843,Basic,46,499,No
44407,Pro,42,2499,No
9219,Enterprise,38,999,No
32283,Enterprise,31,999,No
30500,Pro,12,999,No
32540,Basic,16,499,No
35673,Basic,8,499,No
49212,Pro,46,499,No
47489,Pro,23,2499,No
27532,Enterprise,6,999,No
11657,Enterprise,12,499,No
16979,Enterprise,14,2499,No
33772,Pro,31,499,No
19794,Basic,25,999,No
1975,Enterprise,45,2499,No
40893,Basic,36,999,No
3686,Pro,38,499,No
8600,Pro,41,999,No
11971,Basic,25,2499,No
19124,Basic,29,999,No
4808,Pro,30,999,No
6130,Basic,19,499,No
34391,Pro,9,499,No
13709,Basic,13,999,No
33911,Enterprise,26,499,No
37934,Pro,20,499,No
35814,Enterprise,31,999,No
38291,Enterprise,13,2499,No
26966,Pro,22,2499,No
45059,Pro,42,999,No
8994,Enterprise,13,999,No
31600,Pro,13,499,No
19134,Pro,31,999,No
27132,Pro,17,999,No
29035,Enterprise,25,999,No
11096,Enterprise,46,999,No
28953,Basic,38,2499,No
13475,Enterprise,28,2499,No
36479,Pro,14,2499,No
47722,Enterprise,19,999,No
20836,Enterprise,18,2499,No
43120,Basic,7,499,No
12157,Basic,1,2499,Yes
301,Pro,40,2499,No
47069,Basic,17,999,No
28588,Enterprise,42,2499,No
5794,Pro,45,999,No
34371,Basic,23,499,No
4902,Enterprise,45,2499,No
49931,Enterprise,1,2499,Yes
6672,Enterprise,44,999,No
9532,Pro,46,999,No
18798,Enterprise,37,999,No
32786,Basic,16,499,No
32482,Pro,3,999,Yes
5518,Basic,10,999,No
5865,Enterprise,33,2499,No
3831,Pro,38,499,No
18002,Pro,11,2499,No
9628,Basic,11,2499,No
3508,Basic,20,2499,No
28898,Pro,8,999,No
43732,Basic,29,2499,No
2620,Pro,38,499,No
38804,Pro,3,499,Yes
17502,Pro,45,499,No
12768,Pro,2,499,Yes
37066,Enterprise,29,999,No
49984,Basic,6,499,No
1811,Enterprise,40,999,No
4194,Basic,42,499,No
10736,Pro,26,999,No
2433,Pro,7,999,No
3823,Enterprise,26,999,No
41268,Enterprise,14,999,No
33487,Pro,20,2499,No
22002,Basic,6,999,No
24129,Basic,41,499,No
12958,Enterprise,28,499,No
26748,Enterprise,27,499,No
48550,Pro,9,999,No
9955,Enterprise,32,499,No
2515,Pro,21,499,No
16939,Basic,31,2499,No
6059,Basic,3,2499,Yes
47276,Pro,28,499,No
8266,Basic,8,2499,No
40383,Pro,26,499,No
8491,Enterprise,7,499,No
12593,Pro,19,2499,No
49810,Enterprise,34,499,No
27403,Pro,46,2499,No
48558,Enterprise,5,2499,Yes
4193,Enterprise,44,2499,No
49143,Pro,33,999,No
24517,Pro,28,2499,No
36825,Pro,13,999,No
35032,Pro,10,499,No
43495,Basic,9,999,No
34584,Enterprise,42,2499,No
5234,Pro,34,499,No
517,Basic,1,2499,Yes
13970,Pro,21,499,No
48640,Basic,1,2499,Yes
4715,Basic,27,2499,No
19269,Enterprise,5,499,Yes
32921,Pro,16,2499,No
3269,Pro,37,499,No
37891,Basic,39,499,No
10139,Enterprise,10,499,No
30617,Basic,44,2499,No
38492,Basic,26,999,No
39445,Pro,45,999,No
22411,Basic,4,2499,Yes
45228,Enterprise,44,499,No
22124,Basic,37,999,No
21224,Enterprise,24,499,No
44823,Basic,7,999,No
8363,Pro,31,999,No
45987,Pro,32,2499,No
32808,Pro,19,2499,No
34605,Pro,45,999,No
19410,Pro,10,999,No
33774,Basic,38,2499,No
34698,Enterprise,3,2499,Yes
47658,Pro,45,2499,No
6961,Enterprise,15,499,No
12032,Basic,30,999,No
4660,Pro,1,999,Yes
25866,Basic,36,499,No
9899,Pro,24,999,No
48704,Pro,47,499,No
4565,Pro,20,499,No
7153,Basic,1,499,Yes
5583,Enterprise,10,499,No
21315,Enterprise,47,2499,No
38681,Enterprise,30,999,No
31774,Enterprise,25,999,No
4066,Pro,28,999,No
11664,Pro,17,2499,No
46282,Pro,37,999,No
37748,Enterprise,16,2499,No
14903,Enterprise,31,999,No
30163,Basic,24,999,No
32097,Enterprise,24,499,No
1351,Pro,29,2499,No
37009,Enterprise,19,2499,No
29158,Basic,6,499,No
43293,Basic,40,2499,No
23244,Enterprise,16,2499,No
10031,Pro,35,2499,No
38788,Enterprise,3,499,Yes
29430,Enterprise,35,499,No
44793,Basic,26,2499,No
22922,Basic,8,999,No
35269,Enterprise,31,2499,No
13486,Pro,42,999,No
43435,Basic,33,2499,No
28048,Pro,3,2499,Yes
19008,Enterprise,4,999,Yes
6131,Basic,22,499,No
19298,Enterprise,23,999,No
3368,Enterprise,39,499,No
30284,Pro,36,499,No
21625,Pro,34,499,No
36389,Enterprise,26,499,No
41159,Pro,41,999,No
29527,Pro,25,2499,No
36475,Enterprise,29,499,No
32478,Basic,39,999,No
10814,Pro,45,499,No
9225,Basic,10,499,No
25482,Basic,33,999,No
4746,Enterprise,8,999,No
12444,Basic,10,499,No
23231,Pro,28,499,No
28657,Basic,8,2499,No
16688,Enterprise,42,999,No
24722,Enterprise,33,2499,No
34726,Enterprise,42,499,No
43907,Pro,11,999,No
33040,Basic,19,499,No
18521,Pro,7,999,No
32335,Enterprise,47,999,No
16510,Enterprise,4,999,Yes
31642,Pro,25,2499,No
47611,Pro,7,499,No
39890,Enterprise,3,499,Yes
19030,Enterprise,26,2499,No
32783,Basic,28,2499,No
14567,Pro,6,2499,No
26050,Pro,31,2499,No
5252,Pro,27,999,No
33698,Enterprise,20,2499,No
49,Pro,38,999,No
8596,Enterprise,10,999,No
37886,Enterprise,9,999,No
11111,Enterprise,20,2499,No
18198,Enterprise,1,499,Yes
43236,Pro,22,2499,No
46023,Enterprise,5,2499,Yes
15768,Enterprise,2,2499,Yes
11615,Pro,34,499,No
26357,Pro,40,999,No
25158,Basic,40,2499,No
8759,Enterprise,26,499,No
17247,Pro,17,999,No
19074,Enterprise,45,999,No
34604,Enterprise,15,2499,No
43722,Basic,32,999,No
33428,Basic,25,499,No
23183,Enterprise,4,2499,Yes
41897,Basic,4,999,Yes
18868,Enterprise,43,2499,No
44287,Basic,19,2499,No
2203,Basic,4,999,Yes
34272,Basic,39,999,No
22452,Basic,35,2499,No
49802,Enterprise,11,499,No
10193,Enterprise,4,2499,Yes
22620,Basic,21,999,No
21934,Enterprise,7,999,No
23385,Pro,5,499,Yes
18052,Enterprise,24,999,No
32044,Pro,27,999,No
48126,Pro,38,499,No
18828,Enterprise,33,2499,No
21573,Basic,24,499,No
44521,Pro,21,999,No
3277,Enterprise,47,499,No
9598,Enterprise,25,2499,No
4671,Pro,24,2499,No
17934,Pro,5,499,Yes
10931,Basic,15,499,No
2639,Basic,7,2499,No
9307,Pro,15,2499,No
43797,Basic,10,999,No
37604,Basic,31,2499,No
26836,Pro,36,2499,No
36042,Pro,4,2499,Yes
28129,Basic,14,2499,No
19685,Enterprise,25,999,No
41699,Pro,3,499,Yes
11308,Basic,2,999,Yes
37569,Pro,32,999,No
25690,Pro,30,2499,No
15180,Basic,12,499,No
13437,Basic,7,999,No
29852,Enterprise,39,499,No
48230,Basic,16,2499,No
44152,Pro,30,999,No
38581,Basic,32,499,No
39751,Enterprise,33,999,No
6115,Pro,15,499,No
12118,Pro,13,999,No
15859,Enterprise,21,499,No
17494,Basic,31,2499,No
40694,Enterprise,35,499,No
12750,Basic,2,2499,Yes
14222,Enterprise,21,999,No
18044,Pro,32,2499,No
26251,Enterprise,41,999,No
44910,Pro,8,999,No
39376,Basic,36,999,No
44588,Pro,8,2499,No
26884,Basic,37,2499,No
18956,Basic,36,499,No
44777,Basic,36,2499,No
12258,Enterprise,22,2499,No
13620,Enterprise,29,2499,No
15461,Enterprise,47,999,No
42236,Pro,22,999,No
49100,Pro,42,499,No
35197,Pro,22,999,No
16641,Enterprise,23,499,No
5006,Pro,15,499,No
30452,Pro,31,999,No
45688,Basic,25,499,No
48117,Basic,32,499,No
6984,Pro,1,2499,Yes
38815,Enterprise,19,2499,No
4849,Basic,7,499,No
46186,Enterprise,8,999,No
32313,Pro,32,999,No
38450,Pro,16,499,No
37162,Basic,8,2499,No
14475,Pro,36,2499,No
9073,Basic,34,499,No
34801,Basic,29,499,No
36353,Pro,2,499,Yes
25151,Basic,11,2499,No
37459,Basic,28,499,No
8442,Pro,45,999,No
41921,Enterprise,15,2499,No
23734,Enterprise,10,2499,No
27051,Enterprise,44,499,No
40840,Pro,5,2499,Yes
31166,Enterprise,7,999,No
35219,Basic,3,2499,Yes
32329,Enterprise,8,499,No
42051,Enterprise,32,2499,No
36175,Basic,11,999,No
28976,Enterprise,30,499,No
23020,Enterprise,41,499,No
4109,Pro,26,499,No
22213,Basic,4,499,Yes
29448,Pro,19,999,No
48452,Pro,28,499,No
29922,Basic,24,999,No
42048,Enterprise,3,999,Yes
34629,Enterprise,43,999,No
40406,Enterprise,45,2499,No
44404,Pro,4,499,Yes
39480,Basic,9,999,No
192,Enterprise,36,999,No
3778,Basic,23,499,No
18428,Pro,14,499,No
20206,Basic,40,499,No
48820,Pro,46,999,No
1131,Basic,14,499,No
34189,Pro,41,2499,No
21196,Enterprise,7,2499,No
3621,Pro,30,2499,No
15321,Pro,11,2499,No
14734,Pro,27,2499,No
57,Enterprise,26,499,No
41156,Basic,11,999,No
14204,Basic,29,499,No
20804,Basic,27,999,No
4236,Pro,41,999,No
29346,Pro,38,2499,No
8801,Basic,10,999,No
26190,Enterprise,21,999,No
21155,Basic,1,2499,Yes
30374,Pro,39,499,No
21843,Basic,14,999,No
7395,Enterprise,44,999,No
14001,Enterprise,7,999,No
26539,Enterprise,23,499,No
22408,Enterprise,17,2499,No
24749,Enterprise,1,2499,Yes
23482,Basic,31,2499,No
45946,Enterprise,27,2499,No
45505,Pro,30,999,No
15437,Enterprise,34,499,No
46776,Pro,34,999,No
36772,Enterprise,20,2499,No
11969,Enterprise,28,499,No
49349,Basic,45,499,No
15547,Basic,28,499,No
10015,Enterprise,32,499,No
20764,Pro,9,999,No
18613,Basic,32,999,No
44410,Enterprise,27,999,No
6858,Basic,3,2499,Yes
22540,Basic,47,2499,No
34427,Enterprise,1,2499,Yes
29298,Enterprise,23,2499,No
29980,Enterprise,20,999,No
4018,Basic,11,999,No
10577,Enterprise,35,499,No
40013,Enterprise,11,499,No
34978,Basic,30,2499,No
20528,Enterprise,23,2499,No
18815,Pro,2,999,Yes
1419,Basic,11,999,No
30637,Enterprise,18,2499,No
33928,Pro,4,499,Yes
19689,Basic,22,499,No
3459,Enterprise,10,999,No
240,Enterprise,32,999,No
24512,Pro,47,2499,No
8844,Pro,15,499,No
20005,Pro,1,499,Yes
24344,Basic,2,999,Yes
21724,Basic,34,499,No
14734,Enterprise,37,2499,No
46943,Enterprise,41,999,No
31798,Pro,20,999,No
44,Enterprise,34,499,No
29741,Basic,2,499,Yes
45265,Enterprise,20,499,No
46750,Enterprise,44,499,No
14022,Pro,33,999,No
25053,Basic,39,2499,No
32453,Basic,22,499,No
3092,Enterprise,25,2499,No
1662,Enterprise,39,2499,No
34279,Enterprise,37,2499,No
29076,Basic,22,2499,No
6047,Basic,13,999,No
43408,Enterprise,31,999,No
44948,Basic,36,999,No
43624,Basic,46,999,No
42269,Pro,17,2499,No
28082,Basic,15,499,No
44603,Pro,19,999,No
11235,Basic,45,2499,No
33255,Pro,40,499,No
17995,Pro,2,499,Yes
40369,Pro,5,2499,Yes
1118,Enterprise,36,499,No
42894,Pro,6,499,No
38211,Basic,21,499,No
906,Pro,21,999,No
10354,Basic,40,2499,No
31649,Pro,30,499,No
29233,Enterprise,30,2499,No
33276,Basic,47,499,No
12422,Basic,44,999,No
7329,Enterprise,41,999,No
48952,Pro,45,2499,No
2782,Pro,5,999,Yes
30615,Basic,30,2499,No
34897,Enterprise,19,499,No
44674,Enterprise,20,499,No
35399,Pro,10,999,No
17850,Pro,27,2499,No
7889,Enterprise,14,2499,No
24064,Basic,25,2499,No
34770,Basic,32,2499,No
23723,Enterprise,15,999,No
23559,Pro,27,2499,No
6480,Enterprise,10,499,No
32669,Pro,5,2499,Yes
11025,Pro,44,999,No
9619,Enterprise,1,499,Yes
3968,Enterprise,6,499,No
48880,Pro,10,999,No
396,Basic,4,999,Yes
34866,Enterprise,27,999,No
44672,Enterprise,37,999,No
9903,Pro,4,999,Yes
7588,Pro,39,499,No
48989,Pro,42,2499,No
18115,Enterprise,45,499,No
38593,Enterprise,5,2499,Yes
42566,Pro,18,499,No
10575,Pro,19,2499,No
42688,Basic,22,499,No
19823,Basic,3,499,Yes
46210,Basic,41,2499,No
27169,Pro,10,2499,No
10092,Enterprise,30,499,No
19520,Enterprise,6,999,No
45075,Pro,19,2499,No
28228,Basic,34,499,No
42212,Enterprise,32,499,No
20466,Enterprise,15,499,No
37804,Enterprise,41,2499,No
22405,Basic,32,499,No
785,Basic,38,2499,No
38017,Basic,37,499,No
3936,Enterprise,13,999,No
18130,Pro,39,999,No
35537,Basic,25,999,No
14172,Basic,1,999,Yes
34708,Pro,42,499,No
23750,Basic,46,2499,No
5107,Pro,24,2499,No
42360,Basic,37,499,No
39939,Basic,6,499,No
30677,Enterprise,5,2499,Yes
5985,Basic,16,499,No
28366,Enterprise,2,2499,Yes
25260,Enterprise,43,499,No
13467,Basic,16,499,No
45101,Pro,43,499,No
5222,Basic,7,2499,No
15285,Basic,41,499,No
9751,Basic,6,499,No
18907,Enterprise,11,999,No
39066,Enterprise,7,999,No
17705,Basic,36,999,No
14843,Pro,35,2499,No
8456,Basic,13,2499,No
15341,Enterprise,34,999,No
23810,Basic,19,999,No
858,Enterprise,9,2499,No
19688,Pro,43,499,No
44985,Enterprise,26,999,No
9060,Enterprise,10,999,No
48178,Pro,45,999,No
14070,Enterprise,38,2499,No
8062,Basic,33,999,No
24746,Basic,17,499,No
41373,Pro,7,499,No
23204,Basic,23,499,No
29238,Pro,19,999,No
21642,Basic,2,499,Yes
13161,Pro,43,999,No
17301,Pro,39,999,No
43973,Pro,25,999,No
18780,Enterprise,28,499,No
39890,Enterprise,18,999,No
8988,Enterprise,37,2499,No
31970,Basic,34,999,No
37855,Enterprise,12,2499,No
16044,Pro,29,2499,No
39406,Enterprise,7,2499,No
45985,Enterprise,11,499,No
44415,Basic,9,999,No
15910,Pro,24,999,No
44108,Basic,24,2499,No
4318,Pro,20,999,No
13402,Basic,43,499,No
10240,Enterprise,3,999,Yes
43088,Enterprise,24,2499,No
26254,Basic,47,2499,No
38812,Basic,12,999,No
13341,Pro,38,2499,No
37578,Enterprise,6,999,No
34528,Pro,44,2499,No
3899,Enterprise,10,2499,No
40441,Enterprise,11,499,No
19978,Basic,1,499,Yes
11724,Pro,20,2499,No
25056,Pro,19,499,No
6228,Pro,3,2499,Yes
35539,Basic,34,2499,No
30065,Enterprise,34,999,No
38796,Enterprise,10,999,No
34809,Enterprise,28,999,No
16164,Enterprise,40,499,No
34613,Enterprise,31,2499,No
19592,Enterprise,39,999,No
46635,Basic,7,2499,No
36615,Enterprise,25,999,No
37114,Basic,41,999,No
49471,Enterprise,2,2499,Yes
9489,Pro,22,499,No
22327,Basic,23,2499,No
37295,Pro,8,999,No
47677,Enterprise,8,499,No
44244,Pro,22,999,No
2378,Pro,33,499,No
1505,Pro,42,999,No
29403,Enterprise,34,2499,No
25308,Pro,31,2499,No
9925,Enterprise,10,2499,No
12356,Pro,21,499,No
3495,Enterprise,36,999,No
15032,Enterprise,43,499,No
19710,Basic,9,499,No
38205,Pro,20,999,No
3878,Basic,24,2499,No
12238,Enterprise,43,2499,No
5720,Enterprise,10,999,No
36249,Basic,36,999,No
32572,Basic,39,999,No
10491,Basic,22,2499,No
37115,Basic,34,999,No
10293,Basic,10,999,No
27084,Enterprise,37,499,No
32706,Basic,8,999,No
41860,Pro,36,999,No
14703,Basic,44,999,No
41766,Basic,28,2499,No
39606,Pro,27,499,No
23106,Basic,11,499,No
18058,Pro,4,499,Yes
10323,Enterprise,2,2499,Yes
4862,Pro,23,2499,No
29626,Basic,19,999,No
21712,Enterprise,36,999,No
33129,Basic,29,2499,No
27189,Basic,30,499,No
13620,Basic,13,499,No
45997,Pro,12,499,No
10922,Pro,36,999,No
48719,Enterprise,45,999,No
45267,Basic,11,999,No
4021,Pro,22,2499,No
5136,Pro,19,2499,No
3903,Enterprise,46,2499,No
28689,Pro,10,999,No
8074,Enterprise,12,999,No
30864,Enterprise,9,999,No
5626,Pro,27,499,No
5438,Enterprise,12,2499,No
26947,Enterprise,21,499,No
13545,Enterprise,28,999,No
41492,Enterprise,35,999,No
30815,Enterprise,47,999,No
6635,Basic,34,2499,No
42614,Basic,17,2499,No
48040,Enterprise,22,2499,No
48519,Basic,10,499,No
10114,Enterprise,3,999,Yes
43687,Pro,29,2499,No
40504,Basic,2,999,Yes
17657,Basic,17,499,No
34090,Basic,41,999,No
6922,Pro,45,2499,No
36586,Pro,44,2499,No
30855,Enterprise,30,999,No
40860,Pro,36,999,No
38566,Basic,15,2499,No
15096,Enterprise,9,499,No
12580,Basic,46,2499,No
9468,Basic,43,2499,No
12893,Enterprise,29,499,No
49135,Enterprise,2,499,Yes
29123,Basic,42,499,No
44145,Pro,9,999,No
34241,Basic,28,999,No
37342,Pro,15,499,No
26342,Pro,44,2499,No
19792,Pro,1,999,Yes
17885,Basic,26,999,No
41327,Enterprise,7,2499,No
43257,Enterprise,7,999,No
4977,Enterprise,31,2499,No
41918,Basic,47,999,No
43075,Enterprise,27,2499,No
9522,Basic,35,499,No
25232,Enterprise,6,499,No
44780,Pro,39,999,No
45700,Enterprise,26,999,No
43142,Basic,37,2499,No
11017,Enterprise,42,2499,No
44060,Basic,13,499,No
35172,Basic,19,499,No
32721,Basic,22,499,No
36279,Enterprise,45,2499,No
21023,Basic,34,499,No
9586,Enterprise,12,499,No
35838,Basic,39,499,No
23092,Basic,47,2499,No
31978,Enterprise,39,999,No
44202,Pro,9,2499,No
24664,Pro,43,999,No
20538,Enterprise,8,999,No
15060,Basic,23,2499,No
49,Enterprise,26,499,No
1938,Enterprise,6,2499,No
22447,Pro,5,999,Yes
14784,Basic,31,999,No
11591,Basic,38,499,No
2180,Pro,10,2499,No
9619,Enterprise,20,499,No
16947,Pro,44,499,No
6273,Enterprise,19,2499,No
5289,Basic,36,2499,No
49392,Enterprise,25,2499,No
27292,Basic,14,499,No
25874,Enterprise,15,2499,No
22006,Pro,27,2499,No
17220,Basic,32,499,No
16161,Enterprise,16,499,No
28172,Pro,10,499,No
8320,Enterprise,12,499,No
17361,Pro,22,2499,No
40444,Enterprise,24,499,No
10053,Pro,28,2499,No
5506,Enterprise,29,499,No
956,Basic,24,999,No
34587,Enterprise,20,2499,No
8787,Pro,39,999,No
46215,Basic,10,2499,No
19784,Enterprise,23,2499,No
3758,Basic,23,499,No
9592,Basic,5,2499,Yes
19304,Basic,41,999,No
39772,Enterprise,10,999,No
44149,Pro,26,2499,No
2350,Enterprise,9,999,No
39884,Enterprise,35,999,No
1467,Pro,12,999,No
16068,Basic,13,999,No
24002,Pro,29,499,No
37225,Enterprise,35,999,No
9782,Enterprise,11,2499,No
14356,Basic,6,2499,No
1627,Pro,26,2499,No
1520,Enterprise,36,2499,No
7806,Pro,47,999,No
47751,Pro,23,499,No
7963,Basic,27,499,No
40212,Enterprise,17,499,No
14649,Enterprise,8,999,No
35287,Basic,2,2499,Yes
30634,Basic,34,499,No
49605,Basic,19,999,No
34207,Basic,10,2499,No
49387,Enterprise,43,499,No
21795,Pro,41,999,No
5266,Basic,7,999,No
30564,Pro,28,2499,No
5566,Basic,6,999,No
23926,Pro,43,2499,No
1344,Basic,19,499,No
8797,Basic,22,999,No
7443,Basic,44,2499,No
2408,Enterprise,40,2499,No
43436,Pro,13,999,No
20575,Basic,3,999,Yes
12169,Pro,11,999,No
16076,Enterprise,12,499,No
47031,Basic,20,499,No
47684,Basic,27,999,No
183,Pro,25,2499,No
44991,Enterprise,16,2499,No
41923,Enterprise,23,499,No
38832,Basic,17,499,No
10011,Pro,40,2499,No
22551,Basic,42,2499,No
8941,Enterprise,31,999,No
3849,Basic,8,2499,No
35607,Enterprise,4,999,Yes
48872,Pro,46,2499,No
12634,Enterprise,46,499,No
40746,Enterprise,44,499,No
37040,Pro,23,2499,No
33485,Enterprise,2,499,Yes
22355,Enterprise,18,499,No
11392,Basic,13,999,No
38438,Pro,32,2499,No
43103,Enterprise,38,499,No
24308,Pro,40,2499,No
20319,Enterprise,29,499,No
1337,Basic,47,999,No
29151,Enterprise,17,999,No
11593,Basic,24,2499,No
3007,Enterprise,23,2499,No
29237,Pro,11,999,No
20016,Pro,18,999,No
10942,Enterprise,37,999,No
19520,Pro,28,999,No
13793,Enterprise,26,999,No
34321,Pro,33,999,No
30508,Pro,42,499,No
16220,Enterprise,38,2499,No
46108,Enterprise,21,499,No
26785,Basic,47,2499,No
44071,Basic,43,499,No
17605,Basic,4,499,Yes
42910,Basic,31,2499,No
17258,Basic,30,2499,No
39601,Enterprise,17,999,No
30817,Enterprise,46,2499,No
35612,Enterprise,33,999,No
5623,Pro,39,2499,No
6652,Enterprise,41,999,No
1316,Pro,34,999,No
47285,Pro,3,2499,Yes
2195,Pro,42,999,No
31661,Basic,33,2499,No
43901,Enterprise,4,499,Yes
37873,Basic,23,2499,No
21033,Basic,31,999,No
21348,Pro,38,999,No
27373,Enterprise,28,2499,No
543,Enterprise,40,499,No
9451,Enterprise,36,499,No
27250,Pro,1,499,Yes
1216,Pro,47,999,No
22138,Basic,47,499,No
40120,Enterprise,39,2499,No
14854,Enterprise,47,999,No
41437,Pro,25,499,No
1604,Pro,39,999,No
21711,Enterprise,4,999,Yes
21053,Enterprise,13,2499,No
13781,Enterprise,6,499,No
28605,Enterprise,2,499,Yes
7406,Enterprise,33,2499,No
5251,Basic,34,999,No
48464,Pro,43,2499,No
29215,Pro,15,2499,No
41376,Basic,19,999,No
14824,Enterprise,32,999,No
34027,Pro,24,999,No
10674,Enterprise,30,499,No
33841,Enterprise,28,999,No
44048,Pro,43,2499,No
33023,Pro,6,499,No
14203,Pro,47,999,No
11806,Basic,28,999,No
36261,Enterprise,46,999,No
29932,Enterprise,27,2499,No
5900,Basic,42,999,No
41238,Pro,5,2499,Yes
282,Pro,31,499,No
6552,Basic,45,499,No
46567,Enterprise,32,499,No
31218,Basic,17,999,No
40068,Enterprise,10,499,No
19836,Enterprise,29,2499,No
11862,Basic,16,499,No
32740,Basic,22,999,No
14260,Enterprise,40,2499,No
13288,Enterprise,35,999,No
47520,Pro,9,499,No
48315,Enterprise,44,2499,No
18342,Pro,30,999,No
27551,Enterprise,46,2499,No
1628,Enterprise,14,999,No
35474,Basic,13,499,No
30959,Basic,6,2499,No
32435,Enterprise,17,999,No
28302,Basic,16,2499,No
19359,Basic,10,499,No
35389,Enterprise,11,2499,No
