month,new_users,active_users,revenue,growth_rate_percent
2023-10,7741,2326,929603,8.45
2022-08,7028,27202,143643,11.07
2023-04,8501,25920,2933788,21.64
2022-02,6750,47686,4171801,10.84
2022-05,2140,1234,461963,5.2
2025-11,8911,2854,2472381,1.36
2024-07,1108,649,4598945,18.75
2021-10,7441,17339,1782555,2.89
2022-02,4973,15662,897611,4.31
2021-01,2494,10585,1664990,21.93
2023-11,6598,22916,1230996,18.88
2024-05,310,41567,2572687,20.6
2021-07,7530,46662,2583783,22.43
2022-09,2272,965,1852070,10.27
2024-11,1353,27887,4201190,16.47
2021-01,1744,41904,2851715,1.21
2024-06,260,29224,1366645,9.92
2025-03,920,15200,860308,18.75
2023-11,6283,28933,4331691,8.07
2021-08,5918,8312,4598085,10.75
2022-04,7149,43279,1001046,18.33
2021-02,7561,8420,3606522,12.4
2024-07,6731,5961,2519201,18.06
2023-01,4896,29299,1769081,10.08
2024-06,6564,44213,4374054,19.72
2021-08,6677,43290,1535611,15.86
2023-08,9356,37220,4564945,17.55
2022-08,3188,48586,1054766,20.17
2024-04,9403,21875,929364,23.45
2022-07,2515,45171,4625703,15.13
2021-01,1778,10015,951594,19.13
2023-12,7768,1782,2329591,19.04
2025-12,2604,9357,1488275,11.41
2024-10,1352,4591,2585950,18.48
2023-04,1105,47499,1966709,4.41
2021-02,6401,7742,1719326,7.2
2022-08,6902,2984,3837544,9.88
2021-09,6966,17228,4314488,2.65
2023-12,9837,6197,1785103,22.28
2024-04,9253,6985,1495985,19.23
2025-09,9852,27261,3665603,10.29
2022-02,4887,12574,170247,15.63
2025-02,2468,37199,4922952,10.34
2022-02,7113,49773,2020654,13.46
2023-08,9483,38466,3067195,19.18
2022-10,6139,39275,4251279,24.87
2025-02,3215,16085,3964954,3.01
2025-06,1654,29607,4805572,10.76
2021-06,6371,31717,1019317,1.89
2022-04,5230,32086,2294842,15.1
2025-06,5146,40512,2420720,14.62
2024-07,1642,35029,870739,4.67
2024-04,4888,44434,1649073,13.54
2022-11,236,6124,3421890,24.57
2024-06,245,24799,2033359,17.6
2021-11,298,40249,3292006,12.78
2024-08,2515,32518,2308589,15.08
2025-03,6250,41114,667966,4.18
2024-08,3547,33400,3731378,18.81
2024-06,7654,41784,3786676,13.28
2025-08,5748,30667,367270,7.32
2022-01,1282,43955,3561662,6.22
2021-05,4804,9421,317976,21.32
2021-11,5798,8874,4095603,15.07
2024-04,9480,46917,4067689,7.65
2024-01,8211,32434,3849831,23.07
2023-05,522,49429,4009506,7.34
2025-09,2761,32679,3133309,9.45
2022-02,8667,41670,392658,13.76
2023-12,9677,4542,4069896,16.55
2024-04,6048,19256,1471763,13.01
2023-07,6636,18892,2423785,10.97
2024-12,5132,18799,2226900,17.79
2021-08,9932,25622,4315739,8.12
2022-12,367,36795,4619483,10.17
2025-03,1309,2110,477061,15.32
2023-03,5940,27505,4043647,22.35
2021-05,9354,12857,2169394,9.95
2021-10,2323,42883,3840921,4.32
2022-05,4398,7332,3338348,7.07
2024-06,4950,18434,3359264,1.92
2021-12,3532,1534,4051694,5.27
2022-12,4930,37598,1112076,11.78
2022-02,9741,1048,931815,13.3
2024-08,5458,41510,767072,5.67
2024-11,8418,20711,4970430,2.91
2024-07,733,31700,141302,11.96
2021-01,8121,16531,3366353,5.44
2022-03,3198,5355,4027566,2.79
2025-11,482,44822,2546930,2.35
2023-06,6737,21304,3659582,22.29
2025-04,9558,22815,2831241,15.88
2024-07,2554,44098,1386321,21.32
2021-04,9992,16998,1845157,12.35
2023-07,2436,43071,3619850,11.13
2022-10,4402,33634,2824660,19.16
2023-11,6066,12726,4399916,24.6
2024-09,3415,45611,522654,15.36
2025-09,1324,32136,950440,1.18
2023-07,9272,42922,1199074,24.34
2022-05,643,22429,831159,4.84
2023-02,7817,2563,750480,11.4
2024-01,8695,6469,2643690,20.33
2021-10,8656,44645,2199690,17.06
2021-06,1864,34451,2363806,23.66
2022-04,8566,10303,1786267,17.83
2025-11,4248,16292,3211420,20.78
2024-08,1515,37321,3090837,8.93
2024-09,1054,3736,4299577,18.86
2025-05,2052,42845,2668670,24.25
2021-05,9151,27727,726931,12.75
2023-07,6780,36100,1196675,4.16
2023-02,9170,7639,4519977,16.9
2022-08,3018,36021,4373934,11.78
2022-05,8218,25711,4263950,23.18
2021-08,8651,6904,356984,9.91
2021-02,3040,18340,1197339,9.24
2023-06,8773,20962,3389421,13.23
2023-09,5740,13546,2699269,8.99
2021-04,7664,41270,4422144,10.27
2025-11,7083,32459,1579135,15.84
2024-07,5094,1165,3564719,14.65
2023-03,8635,49315,3955055,20.17
2024-05,423,1526,2958708,16.68
2023-01,2816,32230,3220309,13.39
2025-01,936,14506,2713576,22.21
2022-04,7881,45429,3350035,2.44
2021-06,7146,4335,1796733,4.32
2021-06,6491,36402,2044685,8.49
2022-03,1696,28978,2493894,8.85
2022-03,3404,30732,4195308,19.23
2022-03,1840,14233,4087264,16.67
2023-04,287,22985,3213847,20.13
2024-09,4011,44863,846660,21.08
2025-08,6799,34632,4977733,24.32
2024-10,2349,47050,4200843,20.67
2022-10,5877,36409,1813550,1.27
2024-11,2621,3285,1708742,12.03
2025-09,9335,30787,697295,17.37
2025-05,3467,42765,1463443,14.44
2025-08,8230,15166,1859769,15.82
2024-01,338,39347,3856557,12.52
2025-05,743,36064,1598961,10.81
2024-02,6034,16592,744635,1.66
2024-01,6684,39554,3429625,12.09
2025-11,613,41774,1737028,9.03
2021-08,2640,17832,4439469,13.82
2024-05,9017,37668,2159351,21.56
2021-12,4663,12321,2322470,18.79
2025-10,135,9422,4060267,17.98
2025-06,8078,44148,4774957,6.24
2021-06,4521,36203,3932240,19.54
2024-01,5790,9735,1708928,2.23
2022-08,8117,49204,4881955,11.25
2025-06,6598,7102,2481723,11.38
2022-03,5539,48921,2091137,11.36
2023-05,9494,41848,950608,10.78
2024-08,1110,31702,2794168,13.86
2024-08,9949,36039,4443243,21.46
2022-11,6328,4923,4305284,22.16
2022-11,4820,32872,2992895,20.16
2025-03,8497,17342,3636995,24.93
2024-07,256,28620,1112814,18.42
2023-01,8440,38564,692657,12.42
2024-03,6931,33072,4849539,19.9
2021-08,7541,11757,2301627,22.0
2025-07,4155,23030,178990,18.58
2022-10,7166,49608,3363978,3.45
2022-08,6231,41243,2717150,11.95
2025-02,6589,21603,2982013,7.77
2022-07,8331,26355,4146871,6.38
2021-10,1781,28894,3999413,18.29
2021-03,418,14664,2928148,21.93
2024-11,8036,41144,1113883,18.27
2021-05,7657,12557,1467134,7.12
2024-11,2218,10093,2865623,11.78
2025-06,2634,13645,1787448,14.05
2025-11,4780,9499,2251830,18.45
2023-09,4717,12220,1527812,10.21
2023-08,329,14015,1175563,6.95
2021-04,1207,47485,3639042,2.19
2022-09,3659,46518,146934,15.45
2022-04,3391,20554,284850,6.76
2024-09,4083,18155,4996085,15.58
2025-02,8375,3585,2837088,18.43
2025-09,6003,30384,2870881,12.84
2023-09,7568,26650,3164246,9.86
2024-03,1041,49019,392999,2.33
2023-01,1039,29718,4674809,24.8
2021-03,5282,37572,2394816,9.38
2025-11,4036,11982,1543989,3.67
2025-03,1268,19094,318746,24.05
2023-08,6406,3154,4318250,12.93
2021-11,7628,14185,3922184,9.52
2022-03,9234,30184,2855586,19.76
2025-11,9850,1228,4599958,11.53
2023-05,8560,18925,596099,1.16
2024-12,9913,48818,3962196,15.85
2024-08,800,19330,2705117,23.15
2025-09,871,19782,2799612,15.14
2025-09,4677,7939,1392207,12.77
2025-12,4119,49119,1568330,24.42
2021-10,7758,40971,3559313,8.16
2024-02,3394,44483,4245459,2.06
2023-08,7562,25736,2599875,12.5
2022-06,1982,44443,581176,24.36
2023-02,2125,10883,2749181,5.13
2025-07,6391,10209,4905706,10.32
2025-11,9666,4542,3716753,15.51
2022-03,3434,48594,2562993,22.76
2024-06,1327,30582,3536947,20.49
2021-12,9360,33948,1767177,5.83
2023-01,6910,18252,416034,5.65
2021-12,8667,26045,1469932,13.52
2025-06,6378,47152,3851164,6.84
2021-06,2055,29402,3169649,15.85
2021-07,8400,634,444918,21.81
2021-01,1706,31198,1077691,14.17
2021-10,569,39418,3500243,22.01
2025-08,4646,9660,4503472,3.9
2023-02,8373,30543,1821013,11.36
2024-02,7650,48514,2148607,8.64
2025-10,1969,37071,4423856,7.1
2025-02,7626,38880,2923315,24.99
2022-09,1734,41143,4293656,6.67
2022-08,6403,36833,3110986,7.29
2021-04,3425,8930,459959,19.44
2022-04,9519,10342,2210704,4.97
2021-09,1231,46521,1491536,2.07
2025-08,9538,44811,3947685,13.73
2025-05,8752,35495,1810565,13.96
2021-10,6919,49936,3742046,7.81
2021-08,7629,1776,3525658,15.37
2024-03,9669,38183,811490,4.42
2023-12,6403,37661,2835994,20.54
2024-07,6806,17197,3971434,14.06
2023-08,1184,44755,4821380,17.73
2024-02,1721,41974,596214,1.62
2021-07,7787,36689,4796362,17.35
2025-09,6702,46717,987908,9.83
2023-12,4275,27529,2067231,3.56
2021-10,6449,10698,980745,16.47
2022-02,9887,14527,3397157,21.25
2021-04,1981,2936,1626569,14.37
2023-01,4641,35486,1734676,3.86
2024-07,2598,31473,1666944,5.63
2023-07,5540,46514,2444458,4.9
2025-03,1860,45596,278116,11.58
2025-04,7850,18014,4839290,6.38
2023-10,1983,30167,1404217,23.93
2025-04,3956,34562,4369185,15.26
2021-06,7234,23114,240903,11.6
2021-04,4812,30458,930560,22.72
2021-06,7497,1439,3025750,17.27
2023-06,7141,5005,2636946,11.29
2022-11,1085,45188,4850990,20.33
2023-11,915,7851,4524710,2.08
2021-07,4187,45166,2992001,1.74
2022-05,9252,18557,3812623,2.25
2021-05,779,18289,1515130,1.86
2022-05,2380,48496,175192,19.26
2021-04,200,21445,2638066,6.74
2024-02,537,44244,1159881,5.53
2021-07,9863,19383,775986,12.47
2021-05,4699,48931,2107324,21.04
2022-11,9280,19089,507478,12.34
2023-06,4445,13596,4254069,17.64
2023-10,5487,48945,590995,7.51
2022-12,2659,13754,189101,14.48
2024-04,3469,12262,3229078,13.8
2023-08,9038,4649,2008640,2.98
2024-12,4526,26092,1454889,4.18
2021-03,6569,5309,4530594,23.22
2021-08,5607,12785,740091,2.34
2022-12,7121,43296,4518198,9.15
2025-11,6608,9145,3257739,13.42
2025-07,8102,28018,790230,24.52
2021-07,4463,12412,4044808,8.26
2023-03,7616,4967,3523298,21.2
2025-12,2102,37291,2002226,12.42
2022-07,7589,22458,2923553,18.37
2023-08,8415,34888,1283640,7.37
2022-11,7638,2181,467872,23.64
2024-04,3715,1504,3187796,11.45
2021-05,9230,42186,3495694,16.07
2023-03,4214,16825,2954417,1.22
2023-10,404,45530,4609559,2.48
2021-08,413,48355,2211639,3.33
2022-05,7002,3977,4030840,9.35
2024-03,4035,17850,2180571,10.76
2021-03,6365,20663,3256883,10.2
2023-04,3922,14670,1151266,17.76
2022-03,7538,19330,4311993,22.07
2022-12,112,32006,3641322,23.86
2025-11,5317,905,2780552,23.46
2022-05,2061,42525,3142292,12.27
2025-08,4197,766,3080607,18.21
2025-05,316,38755,3548131,24.55
2022-07,3874,35531,1012985,2.03
2021-08,4078,4322,2566401,21.93
2023-11,7909,45796,3621739,9.75
2021-09,9196,43624,2679517,19.49
2021-06,1863,23509,1636444,19.59
2023-11,1560,18263,3641625,23.73
2024-11,9225,16209,823134,23.2
2024-04,8701,22304,4293808,4.09
2024-05,7467,41657,2268604,5.75
2021-06,2427,2092,4875570,13.31
2024-06,9726,42699,751331,22.95
2024-03,8303,26172,150580,2.88
2021-11,954,6556,1156483,1.4
2022-12,1712,24680,1053641,7.65
2025-08,7535,32859,4018556,22.48
2024-11,5352,9095,614364,11.71
2024-07,1281,21650,2351140,13.13
2025-08,7817,12445,3355439,17.85
2024-03,2182,17087,4011307,17.29
2025-10,7835,48828,2818907,20.34
2021-01,908,32726,1719614,4.03
2022-01,7083,25500,2016204,14.27
2021-12,8765,7834,3818515,10.92
2024-04,4652,12121,1322961,10.85
2025-06,3060,19401,1463174,10.37
2023-03,1815,36563,793173,9.84
2023-03,4882,37525,2173161,1.83
2023-09,9610,16171,3237693,5.15
2025-07,5321,37319,3247037,24.81
2021-05,7559,19196,696740,13.27
2021-12,2462,30920,1718956,24.96
2021-04,6753,23114,2769166,7.94
2023-02,762,42708,4114852,21.34
2024-12,2054,9011,4969398,16.68
2022-01,2962,38554,1005375,17.0
2023-05,5226,14818,2328196,14.73
2024-08,5444,11618,1036097,4.77
2023-08,6065,23321,3579395,8.97
2025-12,9319,43507,1037188,21.88
2025-10,1125,6362,355307,22.94
2022-06,8191,2698,2254738,18.51
2021-12,9178,11505,408787,10.95
2023-10,6089,34109,2989192,16.29
2023-05,5912,24184,833653,18.28
2024-10,9459,47556,721138,11.29
2023-11,7321,24603,169275,5.72
2024-08,8130,47294,742364,19.83
2021-03,6420,35898,2579537,16.59
2023-02,417,10271,810115,3.44
2025-01,5779,12518,198286,20.75
2022-06,4419,35907,1980192,21.22
2022-05,1912,27072,1896146,19.14
2022-03,9403,18741,4111910,11.0
2021-05,9655,38191,675226,14.1
2022-09,4874,46024,3785501,20.0
2024-12,9037,26007,2441894,8.6
2023-03,252,10430,2620507,11.47
2025-11,6087,34996,3314179,1.9
2025-11,8680,19558,1925405,13.45
2024-01,9773,43451,749928,11.04
2023-03,7227,7898,4348619,16.24
2024-04,2772,38238,1184141,12.72
2021-01,3328,11150,4865517,13.87
2023-04,7516,42083,874906,18.57
2021-01,3625,41930,3062204,21.06
2025-03,4888,25808,2613815,11.98
2021-10,6684,47293,3949020,1.58
2022-07,4062,35867,2939218,22.59
2021-12,998,33363,3640404,11.74
2025-06,6784,39822,1592186,13.96
2025-07,3980,2656,3402611,19.99
2022-03,5928,25171,1078329,23.3
2025-12,4374,21183,2549137,13.94
2024-12,1808,25062,3695170,11.58
2024-11,7866,9067,3724328,9.34
2025-03,6157,39441,377770,21.61
2022-07,8417,44457,1036333,20.91
2025-12,4271,27648,1799772,9.96
2023-09,1202,21751,1361066,16.62
2024-10,4505,15313,3490932,14.15
2024-02,8600,29441,4675840,11.64
2025-12,4550,47936,4542740,13.04
2022-12,3815,18924,1499196,8.69
2024-09,9098,36282,4535123,16.95
2023-09,6664,49628,834106,23.15
2021-11,4759,29164,546154,5.7
2025-07,6960,12832,2703670,24.46
2023-09,6960,10322,3637787,20.3
2021-06,924,6261,726495,9.88
2021-02,3381,33904,3488240,10.26
2022-11,7456,34814,1395468,2.52
2024-02,7019,31512,2386190,3.42
2022-02,3281,31841,1094603,11.19
2021-03,3053,49590,493570,5.21
2024-06,8711,35463,2766162,13.1
2021-11,3807,36209,3103729,20.09
2025-05,1029,48249,3289868,1.49
2021-01,8436,28551,4127626,19.99
2024-01,7288,45418,4774375,24.25
2021-09,8141,1517,3241593,5.44
2025-08,3501,22944,3479154,1.46
2025-04,4266,29915,3099088,1.73
2022-06,5836,2214,2785608,10.76
2021-10,5792,2716,1731895,5.36
2021-05,6199,26544,350201,21.55
2023-03,3209,30863,1918306,22.85
2022-04,1919,1421,968601,19.79
2023-10,7782,44942,3369891,6.06
2025-12,7896,13430,2451098,16.01
2024-09,2334,22127,2218000,9.29
2025-06,9496,18613,2775745,6.55
2023-02,4346,32772,3313394,3.96
2022-08,6717,28471,4566599,1.64
2025-06,3907,20086,2809134,23.21
2022-12,3465,48447,616165,8.89
2021-09,4290,39383,3138623,18.39
2021-01,4096,27860,4937127,22.63
2022-01,4283,5552,4381554,3.19
2022-01,7969,35666,2013467,15.46
2025-11,3068,25075,4966967,15.45
2021-06,1483,4667,3120537,13.83
2024-02,5582,18421,1327823,14.68
2022-10,3046,38882,3949627,8.83
2022-09,169,29812,4246240,19.35
2025-01,9426,23693,1434682,17.42
2021-06,1505,2924,1562186,9.49
2025-11,6016,44009,161015,23.98
2025-11,9923,34391,2536103,1.94
2024-11,2465,3211,3244326,12.41
2021-07,3205,28974,2005633,15.61
2022-06,2266,1143,1213928,13.69
2022-07,6286,39710,3057571,12.07
2022-03,3809,41627,3935182,9.73
2024-12,8359,49549,2896925,2.72
2025-11,9466,41086,2535391,4.94
2021-03,8624,9849,1056021,15.93
2025-10,5069,42403,554563,9.23
2024-04,438,34905,3856771,6.26
2023-03,7115,24258,567364,5.04
2021-08,508,39501,1685223,22.05
2023-05,7135,20460,1145366,5.24
2025-09,3001,44107,3001786,2.59
2023-04,2766,11348,761093,2.71
2021-07,4237,39045,3234329,23.98
2025-03,8396,6983,269061,22.48
2023-07,2764,3707,1653032,17.06
2024-11,7236,38577,2850276,1.13
2024-05,487,938,2021737,6.46
2025-09,9175,27337,1406558,11.45
2024-04,1896,33001,731485,14.46
2025-12,7798,47235,2194582,1.44
2022-12,408,12675,1294598,8.39
2024-09,6105,24827,4050733,3.23
2024-01,4072,17520,1909504,4.67
2023-09,7457,28254,1420161,6.83
2023-02,8494,4175,4438186,1.91
2021-11,9108,6190,4466507,17.41
2021-09,2410,15481,2590842,6.19
2022-03,6203,13474,2333926,14.89
2024-07,4726,26744,2510766,16.42
2023-03,5525,17030,1092270,15.93
2022-11,4933,9704,1639381,16.22
2022-01,4262,18709,2738531,23.67
2023-07,2436,18900,3783654,19.93
2021-06,6314,35540,2271653,1.7
2021-07,4455,1107,2787821,10.76
2025-08,3899,46748,3465313,3.18
2021-09,5441,31624,1562337,8.71
2022-05,5792,6152,801486,10.3
2022-07,696,32928,4144630,20.33
2024-10,2342,44842,4713234,8.96
2025-11,3897,11569,3671030,19.59
2023-02,5783,38761,1604610,2.54
2024-05,6775,1817,4824295,24.49
2021-10,3162,21660,3944245,24.62
2024-01,622,28364,1016062,13.74
2024-12,3256,19528,791488,4.49
2023-01,1754,7602,1076108,15.84
2021-02,4937,33940,3768850,12.04
2021-06,3641,26570,237948,5.94
2021-10,1645,14593,4866297,5.77
2022-08,8648,21351,3227232,12.7
2024-07,3941,22353,1541905,13.88
2022-10,5481,27401,2093859,24.03
2022-01,1260,20101,1745624,14.68
2022-09,5196,49920,1362520,20.32
2025-11,8374,14978,929019,15.84
2022-04,4830,3677,107667,22.4
2024-08,3746,43990,1192488,14.92
2022-01,1830,35110,4771817,2.31
2023-10,5349,14418,4875926,9.9
2025-06,6957,15791,3237044,5.22
2023-09,5964,48515,1626870,1.33
2023-04,1821,28222,3411362,11.59
2023-05,4856,3817,2871946,3.46
2021-07,5881,36632,1708155,9.74
2024-07,4509,10162,846171,18.52
2021-07,6238,12440,2893073,1.72
2022-07,2254,14123,302725,23.84
2024-08,2085,26048,4281775,6.88
2021-10,1735,11312,2121359,1.17
2025-07,848,31856,1803877,16.1
2022-02,9020,3791,250836,20.76
2023-02,2936,26463,3857212,11.63
2021-10,4506,7921,647757,7.31
2025-05,1748,10127,229555,8.43
2024-10,9307,47663,1384292,10.99
2022-06,6073,26579,1818347,3.89
2023-05,2755,46128,501248,4.38
2023-12,6887,31267,4296735,6.66
2023-06,8928,34597,3210620,19.97
2023-09,3882,12858,2413879,15.94
2025-03,7815,49758,2085253,15.43
2021-03,4901,45909,1052787,4.06
2021-03,9924,18462,4848896,4.33
2021-07,895,48755,4168715,8.21
2023-08,8221,30580,1221065,4.62
2021-08,6369,8940,3290156,9.07
2024-01,190,11207,3114445,1.48
2021-09,9349,44733,2019103,10.43
2025-06,6195,42035,397965,23.95
2022-02,227,10652,714798,19.8
2025-07,3745,18530,3871414,4.02
2022-09,614,21621,2827695,6.77
2024-11,1531,48560,3783990,15.39
2024-06,2925,35560,1168696,6.11
2024-10,385,33714,3422278,23.01
2024-04,4081,15810,2861335,16.58
2025-07,1908,14381,3775267,24.89
2022-08,2634,19646,4256918,3.69
2021-02,9792,9649,3114549,16.44
2021-09,9884,19547,682564,13.36
2025-07,9296,2806,4025208,13.49
2024-08,9864,8567,572672,5.41
2023-02,7243,20511,2531917,12.26
2023-09,536,46635,2774665,23.45
2022-04,4073,15403,1192326,4.11
2025-11,2908,997,2610841,12.33
2023-06,4781,5160,947139,21.82
2024-11,1639,9622,4800822,16.17
2023-02,3523,46451,1113149,19.7
2021-01,8697,13912,4570769,3.34
2025-02,6542,19144,4019325,12.5
2024-08,973,45401,2088543,9.6
2024-11,1089,38787,276673,4.37
2025-07,3802,38528,4421393,17.58
2023-02,9350,9271,4723820,10.42
2023-03,723,20557,3993376,2.5
2024-10,194,1180,3307404,21.37
2025-08,6283,24152,983090,2.03
2025-05,8225,1778,652271,24.81
2021-10,1521,27809,851129,1.32
2025-11,6341,14262,4849772,13.48
2025-09,8478,29949,3218923,22.67
2021-06,9071,7358,1072372,24.26
2025-02,6520,36329,2924187,2.25
2023-09,541,44500,454103,21.97
2024-02,8593,22205,340288,8.65
2025-03,4582,45404,4006274,23.93
2022-06,3450,30870,1087299,3.62
2025-11,2678,23526,2640368,4.19
2024-09,1266,13072,3111460,10.19
2024-03,3444,10321,2108511,14.44
2024-06,3242,41578,853173,1.93
2024-04,2150,46918,4367091,11.51
2021-08,8702,8735,2852271,5.42
2022-09,6364,12604,2796075,3.25
2021-09,2287,31746,2018686,1.74
2025-10,1812,26402,2867850,23.67
2021-06,7951,41801,3788067,10.88
2021-07,2739,20925,2189583,15.53
2022-05,8978,2362,2905339,21.57
2021-04,6854,10881,3939355,4.95
2022-03,235,41262,1975232,10.74
2025-10,8622,16498,2645995,4.24
2025-07,5027,46549,1822806,13.64
2021-02,5586,46260,1794640,16.38
2024-08,728,15754,2202202,1.08
2022-03,1157,42200,2402931,9.4
2021-01,3939,8628,1697784,15.14
2022-10,8244,34130,2070713,10.81
2025-11,8572,11617,3240108,14.42
2025-09,7769,43290,1228537,10.69
2024-04,5275,20670,3519902,15.49
2023-03,7355,40709,153093,18.59
2021-04,5623,1332,2793593,8.93
2022-07,1975,44357,3785029,2.95
2025-01,7725,46280,706013,9.85
2022-10,6753,24070,1230759,15.96
2023-09,9077,30613,3734655,14.43
2025-02,4681,34662,4656266,6.02
2023-05,3461,972,888377,10.56
2024-11,1256,27789,3312026,6.41
2024-07,3214,32120,2769505,21.68
2023-06,7110,26740,465928,1.37
2023-12,9997,8108,467860,7.46
2024-12,6516,7058,2845304,17.72
2021-12,876,31945,1563137,16.67
2024-08,7482,46000,1483306,24.3
2022-10,9541,11953,4133191,3.3
2022-09,4499,43286,1093694,23.19
2024-04,9735,15888,3105436,23.82
2023-01,6676,38804,4713490,4.03
2024-01,7928,9622,1542008,16.87
2021-09,2923,6851,4079814,14.27
2024-05,882,28875,563133,18.72
2022-02,3488,12414,714821,3.11
2025-09,9078,40495,4969922,16.45
2022-04,9682,40680,496572,2.7
2021-08,5383,33202,1434805,17.58
2024-02,2317,1074,787988,3.9
2021-07,9719,31506,4066921,5.21
2023-08,1399,18212,600137,15.09
2022-01,6057,21003,2117881,13.81
2023-12,1770,5268,1929452,16.97
2025-04,9554,5569,650465,20.22
2024-09,8322,32538,3226384,15.33
2022-07,5823,2203,1917516,17.11
2022-02,8770,18574,2423304,20.77
2023-06,1381,41233,1109886,11.06
2021-05,9749,27896,4106491,9.38
2023-01,5979,30536,2726168,3.52
2023-06,6999,13639,3278171,23.48
2024-09,5333,38307,3800973,4.94
2025-01,443,16976,2369038,7.53
2025-10,1404,27821,4567708,2.17
2023-07,5971,12082,4602909,22.84
2024-12,117,20996,680469,17.79
2025-03,415,43317,3663173,21.02
2022-04,2762,29998,241293,22.83
2023-02,2476,39413,2320762,17.71
2021-09,6762,12674,3556045,17.8
2023-09,5900,48050,3357727,23.95
2021-02,8715,31968,2119881,10.57
2023-10,4578,830,4572518,16.82
2021-04,6573,39403,4093062,10.97
2024-03,580,23749,2836299,3.85
2023-01,3768,4672,307396,19.82
2025-10,6480,49909,3438655,15.17
2021-07,5534,8525,4296064,23.72
2025-09,820,16134,3065922,11.66
2025-10,8715,27965,1441726,2.1
2024-12,1717,15319,3823362,20.88
2023-05,6360,26186,2815938,3.82
2022-02,6245,10363,1867115,10.09
2024-06,9537,46726,224730,20.51
2024-01,6881,33060,2526087,17.88
2024-08,6481,21588,2722583,6.91
2022-10,697,39291,2017947,24.32
2025-09,1045,31731,3562221,9.62
2022-09,2073,33152,804113,8.56
2024-06,9093,9466,4538695,19.13
2023-10,7144,44743,1629453,20.36
2022-10,5530,5425,1495299,10.91
2024-03,699,4421,2529245,8.6
2025-09,1260,28605,3266931,4.14
2025-05,9083,21583,3682324,13.53
2024-12,4042,34178,4173912,22.59
2024-05,5345,28875,657881,22.88
2021-10,6350,41741,3655938,24.28
2022-09,110,23658,2779293,16.8
2022-08,4998,42735,974861,12.78
2021-02,6272,19170,1911282,17.55
2022-05,582,23660,4610819,22.32
2023-06,9011,38509,2589656,4.65
2022-02,2825,10020,3389396,6.13
2024-04,9580,19007,1511653,2.04
2024-07,305,47764,2106180,6.58
2024-02,5503,5107,534941,2.2
2023-05,1731,40529,2785088,20.76
2021-06,9023,7315,2406626,10.12
2023-10,5981,30059,2165601,23.1
2025-08,9479,38064,1512095,6.95
2024-09,7227,32564,4413243,8.26
2023-06,3679,33393,713436,24.67
2021-12,8211,5490,3622169,12.17
2024-06,6417,15317,1960497,7.95
2023-11,9446,5641,3597540,18.94
2022-01,6875,45891,1873681,18.69
2025-03,6739,41305,3749856,4.34
2022-12,4767,21356,4048897,9.19
2021-01,5971,48551,4740490,23.35
2023-03,8219,25462,2897659,4.15
2021-11,1118,20960,569870,16.95
2024-10,5235,12110,1819351,19.52
2021-06,147,15938,2229421,8.1
2022-09,7752,2063,2739560,12.46
2021-01,9911,11720,2036602,7.74
2023-11,5377,37450,275646,23.53
2025-05,3414,9850,1051479,2.58
2021-06,2969,45905,4937667,16.27
2022-06,6096,48627,1865010,18.52
2022-01,1603,45682,2220350,13.1
2021-08,630,8420,1494021,12.27
2025-08,2152,34670,3843062,8.4
2023-01,2422,9838,925216,14.72
2022-03,1037,41748,1892171,10.99
2024-01,9707,21041,2636172,11.91
2023-07,2621,35165,2664430,16.45
2023-02,6734,1870,3187414,9.86
2025-12,4609,38668,2677230,7.26
2025-10,6239,21341,617915,13.2
2025-02,869,5134,3760783,17.98
2021-10,8401,14632,1252307,7.69
2023-04,4813,17634,1306813,3.27
2023-12,4179,34304,555098,9.8
2022-05,9401,10680,2386444,20.74
2022-11,4433,28914,2885396,7.76
2025-02,7845,33457,2702438,24.33
2021-09,1667,6756,1902262,14.62
2024-01,822,23851,363134,16.26
2021-01,5710,11847,2784564,16.0
2024-03,7754,8009,3730064,9.13
2024-10,7260,45379,2608115,22.76
2025-03,2714,35986,3377120,6.01
2021-10,8165,47936,774908,17.38
2024-07,140,11519,518107,19.67
2025-04,2165,37499,990306,3.59
2021-04,2578,13862,1368070,21.71
2023-05,3118,47230,2860259,12.7
2021-06,2403,44980,3949447,24.8
2024-04,7988,35944,3149203,19.31
2022-03,9081,8812,3803802,21.74
2024-08,9606,39760,2193139,1.03
2022-05,5326,36850,3796010,6.12
2024-01,3839,23451,2359738,21.18
2023-06,7519,14343,2019293,10.81
2024-07,3133,11079,1028496,14.39
2021-02,7022,23962,2214986,7.95
2025-04,1487,6615,2235258,13.76
2023-08,9253,8565,4224414,24.39
2025-07,9217,7308,1477099,20.51
2023-12,4100,1024,639742,1.43
2022-10,9372,3512,818824,20.21
2022-01,3918,2182,1561776,3.08
2022-01,8344,49511,1548152,13.17
2022-01,6679,39699,4287821,1.41
2024-09,6300,33986,4410492,9.04
2021-05,9990,21118,1505538,5.82
2021-10,4696,16854,4801109,24.24
2021-05,2557,48975,1041736,12.04
2022-08,7121,17349,1119423,7.73
2025-08,4756,16321,817228,1.21
2021-03,8190,28824,2191186,2.59
2024-08,9611,18396,3734693,5.94
2024-09,3968,18947,3780686,6.12
2021-06,5926,9694,4995891,22.79
2024-10,4681,35061,3132570,16.71
2024-01,2187,24109,1647427,22.2
