user_id,trial_days_used,features_used,converted_to_paid,trial_start_date
12586,11,1,Yes,2024-09-15 05:58:14
39981,22,8,Yes,2020-10-20 02:38:20
42044,22,4,Yes,2020-05-17 13:31:22
35090,17,6,No,2018-07-19 02:06:05
6428,4,3,No,2023-07-11 00:11:35
14965,28,8,No,2023-06-09 13:43:09
37869,16,9,Yes,2024-04-02 19:29:54
46339,18,4,No,2021-08-06 06:58:13
36222,21,6,No,2018-12-18 11:17:33
14988,17,9,No,2023-12-08 16:59:37
1791,17,3,No,2018-04-16 22:19:07
33764,7,4,Yes,2021-07-25 18:38:01
5843,28,1,Yes,2021-10-12 06:18:20
16568,21,3,No,2024-06-11 17:47:59
33639,12,8,No,2019-07-24 07:26:04
43153,20,9,Yes,2023-04-11 01:08:51
27415,7,7,Yes,2018-08-19 11:40:59
13110,12,1,No,2019-07-03 08:21:02
14238,5,6,No,2023-02-25 23:02:52
11920,17,6,Yes,2019-10-22 16:50:41
24652,23,1,No,2023-02-26 13:01:40
44148,5,2,Yes,2020-04-02 23:00:15
7376,2,9,No,2022-10-01 23:20:03
4229,7,8,No,2019-07-03 06:07:30
683,9,7,Yes,2019-05-15 16:40:55
10097,17,8,Yes,2019-05-08 01:43:13
11079,12,6,No,2021-04-14 12:52:07
27730,2,9,No,2018-08-30 18:34:26
34892,9,4,No,2018-11-25 19:38:06
29318,9,3,No,2021-01-15 17:29:45
17192,25,8,Yes,2020-10-20 07:41:37
1377,24,1,No,2020-02-15 06:11:07
20430,26,6,Yes,2023-03-19 01:54:37
14654,24,8,Yes,2018-08-01 07:22:18
44334,11,5,Yes,2023-11-21 21:48:50
11774,7,4,No,2021-03-08 09:23:30
20145,21,4,Yes,2018-04-10 21:16:25
8831,25,7,No,2023-01-23 22:32:48
48010,11,7,No,2022-08-27 21:32:48
34075,15,1,No,2021-06-06 06:26:12
22667,16,3,No,2019-09-05 16:51:15
38099,6,3,No,2019-07-25 07:23:46
33816,24,1,No,2018-01-17 07:33:27
9319,25,7,Yes,2024-06-21 04:53:05
7616,4,6,Yes,2018-10-05 10:13:16
10341,8,5,No,2022-07-08 20:47:52
49933,9,6,Yes,2018-02-14 14:06:13
9135,13,3,Yes,2024-06-17 14:37:11
20930,2,1,Yes,2018-09-16 21:57:05
46879,11,2,No,2019-04-04 04:03:58
41177,20,3,Yes,2022-03-22 22:25:50
30494,3,7,No,2019-01-24 02:02:25
49180,7,3,No,2020-03-22 13:06:35
44288,28,1,No,2021-05-18 17:27:32
14870,9,5,Yes,2022-05-19 13:32:19
43259,25,3,Yes,2024-05-11 01:20:24
47766,14,9,Yes,2023-08-27 14:10:59
20709,13,1,Yes,2024-09-05 18:55:00
36219,5,3,No,2021-02-22 15:14:36
2768,11,5,Yes,2023-09-28 09:48:16
26671,18,2,No,2020-02-03 12:12:26
18971,25,3,No,2022-08-02 18:46:24
31379,27,8,No,2023-10-11 10:03:44
30365,21,9,Yes,2024-09-18 19:34:33
31123,16,6,No,2023-07-30 00:31:29
9933,7,8,No,2019-10-06 21:23:20
30109,1,5,No,2019-09-21 02:17:24
48558,6,5,No,2024-02-05 05:58:29
25018,19,1,No,2021-11-17 11:27:42
17493,28,9,Yes,2023-07-04 23:40:08
36352,10,7,No,2021-06-30 03:46:34
47978,11,9,No,2019-12-14 08:53:28
49418,25,7,Yes,2018-03-15 13:13:35
6262,18,7,Yes,2018-04-11 19:54:48
30222,28,4,No,2022-11-18 05:30:16
16817,10,2,No,2024-11-09 01:51:52
18403,27,1,Yes,2023-07-27 15:14:56
40713,23,6,No,2020-12-06 06:44:22
31081,11,3,No,2018-07-07 22:05:40
49434,10,4,Yes,2018-06-04 09:23:08
17118,17,4,No,2021-03-05 04:25:44
43701,27,2,Yes,2023-05-24 02:28:16
12620,17,6,No,2018-01-23 21:36:26
37708,14,2,No,2021-03-14 20:35:27
41269,28,3,No,2018-07-27 01:03:26
8902,13,9,Yes,2020-10-06 16:59:30
26025,12,4,Yes,2018-10-23 22:58:01
38618,21,5,Yes,2022-12-17 21:46:03
1574,27,8,Yes,2020-07-21 14:03:29
43207,15,7,No,2018-07-30 21:54:50
22079,2,3,Yes,2023-02-11 02:04:53
31914,4,4,No,2021-02-25 22:37:26
17874,2,9,Yes,2020-05-19 01:59:52
46408,21,5,Yes,2024-07-03 20:59:57
25384,27,2,No,2024-09-11 20:21:23
15100,17,9,Yes,2024-12-28 06:12:30
42143,15,1,Yes,2021-06-15 07:39:25
49010,8,1,No,2018-07-22 09:27:26
27708,22,3,Yes,2021-06-17 22:13:23
31580,27,5,No,2019-09-16 13:52:25
28776,12,7,Yes,2022-01-11 00:41:33
2021,16,3,No,2019-04-24 01:52:14
17881,15,8,Yes,2020-04-05 16:20:36
23844,11,6,Yes,2021-03-15 23:36:35
6842,14,8,Yes,2024-04-09 07:12:42
3803,14,1,Yes,2020-07-27 21:22:37
34856,4,7,No,2023-02-22 06:41:43
23814,2,4,No,2022-12-21 23:58:10
1009,28,5,Yes,2020-04-25 11:16:03
30102,6,8,No,2018-07-06 14:06:26
45270,22,9,No,2022-04-24 19:55:48
48234,14,8,No,2022-04-29 04:14:44
4170,16,8,Yes,2021-11-26 10:07:48
38731,13,2,Yes,2023-12-22 09:03:03
16886,23,6,Yes,2019-02-14 07:08:37
34197,9,1,Yes,2018-09-19 10:22:55
31432,7,9,No,2020-06-03 09:10:47
40169,29,1,Yes,2021-10-07 12:01:18
12465,24,1,Yes,2018-11-08 15:32:40
22057,9,9,No,2021-05-01 08:28:14
209,22,2,Yes,2023-04-14 22:04:07
17221,5,5,Yes,2022-03-06 01:16:26
20956,3,6,Yes,2019-07-02 23:05:02
14589,3,9,Yes,2018-09-30 03:41:32
34518,10,1,Yes,2023-01-28 17:03:30
8309,22,5,No,2019-04-07 14:18:59
37146,24,2,Yes,2021-11-30 19:11:02
47680,10,6,Yes,2022-09-02 21:04:01
37061,22,3,No,2023-11-04 18:38:56
19074,10,1,Yes,2021-08-10 12:45:33
38221,27,5,No,2021-03-19 08:42:08
21929,21,7,Yes,2018-09-03 23:51:58
1599,28,3,No,2022-04-06 01:23:11
40727,3,1,Yes,2023-03-19 05:12:23
19036,22,2,Yes,2022-10-13 06:38:48
25901,8,8,No,2018-09-24 16:11:30
17742,12,3,Yes,2018-06-10 22:49:22
41250,3,6,No,2019-11-05 11:11:03
33691,6,6,Yes,2021-04-11 19:48:45
29662,13,8,Yes,2024-04-18 15:56:06
21077,3,4,No,2024-02-07 11:43:31
31422,6,6,No,2018-11-30 04:49:40
4013,12,8,Yes,2022-12-19 08:04:41
39535,22,8,No,2019-02-09 18:23:08
159,5,3,No,2023-04-24 11:39:23
23037,21,5,Yes,2023-07-23 21:01:29
28420,20,1,Yes,2020-01-19 11:13:05
4153,18,6,No,2024-05-12 09:23:15
2065,29,2,No,2024-07-26 07:41:30
45784,7,7,Yes,2022-03-18 17:24:23
4347,21,5,No,2023-11-15 20:14:32
32328,16,2,No,2020-08-24 15:46:09
39867,16,7,No,2020-01-12 12:54:07
12731,7,7,No,2024-11-01 21:34:05
18424,16,1,Yes,2023-10-28 01:28:39
7257,11,9,Yes,2023-11-15 15:19:39
32031,4,8,Yes,2018-02-08 18:36:32
27869,26,1,Yes,2019-02-22 12:50:59
25587,25,7,Yes,2018-05-25 12:37:18
48054,20,6,No,2018-02-19 07:21:38
47796,20,8,No,2022-02-10 18:02:21
21874,16,9,No,2024-05-31 11:05:31
5256,24,4,No,2023-04-10 02:58:32
47041,12,5,Yes,2024-07-28 17:29:33
9382,5,9,No,2023-04-07 12:13:55
17036,8,1,Yes,2021-06-28 21:31:23
26185,22,9,Yes,2023-09-17 17:46:06
22666,2,7,Yes,2024-10-08 18:52:17
18148,28,6,No,2021-08-13 11:36:27
27022,21,4,Yes,2024-06-06 16:34:34
31062,17,8,Yes,2019-06-09 14:52:18
34108,20,9,No,2022-06-11 01:17:27
5938,28,5,No,2020-06-11 13:02:34
28072,10,4,No,2024-11-09 16:15:23
22109,21,6,Yes,2024-04-08 22:41:17
22453,4,5,Yes,2021-03-22 19:57:02
25848,29,7,No,2022-03-03 09:36:02
8104,4,1,Yes,2020-06-06 07:57:31
17349,25,6,Yes,2022-11-30 01:37:57
16961,29,8,No,2020-12-27 18:14:04
20111,24,1,Yes,2021-06-30 12:17:24
17024,13,5,Yes,2019-07-13 11:58:51
31987,23,2,No,2022-01-25 07:42:03
24426,23,2,No,2019-10-11 18:11:35
42366,26,8,No,2019-08-29 22:50:52
48288,13,2,Yes,2023-06-26 16:03:48
41896,15,4,No,2019-12-15 03:38:03
31309,4,1,No,2020-01-03 17:09:46
20104,2,9,No,2019-02-21 07:21:48
29461,28,6,Yes,2019-08-21 06:21:59
3217,5,2,Yes,2022-10-25 23:50:32
47109,26,4,Yes,2018-07-27 03:01:47
40282,7,8,Yes,2023-05-10 23:04:56
12369,15,4,Yes,2018-03-23 13:58:52
3332,4,6,No,2019-04-12 10:00:39
49016,17,8,No,2018-11-24 11:36:21
26575,14,2,No,2022-01-01 13:08:15
44426,9,1,Yes,2019-01-22 03:51:40
191,1,7,Yes,2018-12-06 11:27:39
8259,11,2,No,2020-09-05 09:36:46
86,5,2,Yes,2020-04-22 08:54:33
36390,10,3,No,2024-08-18 21:32:58
38279,4,5,No,2024-10-28 10:22:53
14316,2,8,No,2024-02-13 08:10:16
12427,29,1,No,2023-04-19 04:44:30
37005,12,9,Yes,2020-03-18 02:27:00
4028,1,1,Yes,2021-03-02 03:59:16
40569,10,9,No,2018-06-04 15:00:51
8656,25,5,No,2019-03-27 11:25:42
45970,17,8,Yes,2019-01-05 03:30:19
46408,7,7,No,2021-12-30 06:32:11
26591,21,3,Yes,2023-01-14 22:26:11
34942,28,3,No,2022-10-05 19:06:10
15280,20,6,No,2019-03-29 14:41:14
22512,24,3,No,2022-10-04 23:16:56
19957,27,5,No,2020-07-07 23:42:16
3969,28,6,No,2023-05-28 02:45:23
47302,16,2,Yes,2019-06-20 05:21:40
11781,7,1,No,2020-02-11 20:20:39
28849,10,7,No,2021-03-04 01:53:56
43508,27,6,Yes,2020-04-07 14:53:07
3281,6,5,Yes,2021-02-16 09:42:48
9041,18,1,No,2021-05-17 06:25:33
31455,26,2,No,2021-01-30 08:46:53
28594,16,4,Yes,2020-05-30 04:49:07
33515,13,8,Yes,2020-10-24 01:15:23
14637,24,7,Yes,2023-05-06 03:29:24
45180,10,5,Yes,2023-01-14 11:34:02
38476,2,1,Yes,2022-08-23 22:44:05
20995,21,2,Yes,2024-01-27 16:36:57
37602,2,5,Yes,2020-05-05 05:42:53
34022,3,8,Yes,2024-06-14 17:08:17
8151,20,2,Yes,2020-09-18 04:03:55
21273,15,3,No,2023-12-17 00:50:14
21593,18,9,No,2024-12-22 20:44:41
39757,27,4,No,2024-11-06 12:52:20
13474,17,1,No,2023-12-03 05:29:36
28415,11,7,Yes,2024-12-12 22:02:28
90,18,9,No,2021-11-13 08:42:50
887,1,3,No,2019-04-17 02:34:53
333,6,7,No,2024-06-08 05:52:11
27272,12,4,Yes,2020-04-08 19:45:26
43294,3,6,No,2018-08-08 22:18:17
41576,26,1,Yes,2023-07-11 05:59:21
47773,12,8,No,2021-09-17 14:14:38
14665,22,5,Yes,2024-03-20 17:56:59
35296,11,9,No,2019-05-15 21:01:26
13773,4,3,No,2019-09-05 13:29:01
34836,24,6,No,2024-08-08 12:42:00
34156,14,7,Yes,2022-08-27 21:26:34
24563,10,9,No,2024-10-04 16:57:52
10346,25,2,No,2022-03-29 09:31:26
36181,27,2,No,2022-09-25 06:11:08
33802,13,7,No,2023-05-18 20:32:40
20602,14,3,Yes,2021-09-09 19:13:17
9725,16,3,Yes,2018-11-30 12:35:04
2869,26,6,Yes,2019-03-11 01:22:59
29852,18,9,Yes,2023-03-03 07:14:32
35788,24,1,Yes,2024-02-07 14:20:04
27008,14,8,No,2024-01-14 00:36:50
45084,15,4,Yes,2019-07-22 15:50:03
28320,7,4,Yes,2023-06-09 22:07:06
10743,23,9,No,2024-03-10 14:45:07
7269,27,2,No,2023-08-30 09:59:26
3885,22,1,No,2021-12-09 01:41:19
20452,23,5,Yes,2020-08-11 10:25:59
25558,1,9,No,2024-06-21 12:05:20
18830,21,5,No,2023-06-10 02:01:10
36563,10,5,Yes,2019-10-05 14:14:48
8100,28,3,No,2021-07-28 08:58:29
1035,23,5,Yes,2019-07-12 18:43:51
25092,17,1,Yes,2020-03-13 02:49:52
24678,8,8,Yes,2019-12-18 10:48:02
20745,15,3,No,2018-01-19 01:56:39
5937,28,3,Yes,2020-09-08 04:22:58
36068,26,3,Yes,2019-09-06 11:24:14
24981,19,5,No,2019-09-24 05:52:31
12280,28,4,Yes,2024-05-03 14:27:46
1856,2,6,Yes,2020-10-06 20:11:52
1174,6,6,Yes,2023-09-27 07:12:42
48254,20,3,Yes,2022-12-22 11:20:35
23985,3,1,Yes,2023-02-18 08:13:43
11575,6,8,Yes,2022-07-13 04:37:22
18265,5,6,No,2019-06-09 11:50:29
32020,27,5,No,2023-05-11 14:01:05
45564,14,1,No,2019-09-07 15:58:52
8726,10,5,Yes,2019-02-08 21:47:26
7120,10,3,No,2019-06-30 10:38:26
12758,13,5,No,2020-12-12 09:44:27
21646,18,3,Yes,2023-04-03 00:41:41
35885,25,9,Yes,2022-01-30 05:26:29
43545,26,9,Yes,2022-08-21 15:10:53
8361,5,1,Yes,2019-04-21 19:00:46
17087,26,7,Yes,2021-02-03 02:33:52
20109,19,8,No,2023-03-19 12:10:35
30709,8,6,Yes,2023-02-08 23:39:28
17830,28,3,Yes,2021-05-23 20:36:46
19213,8,9,No,2020-03-20 11:11:58
1304,1,3,No,2020-01-18 03:52:25
39037,2,1,Yes,2023-10-30 10:15:16
27805,19,6,Yes,2023-03-16 09:35:14
39594,23,9,No,2023-03-29 06:21:16
23453,22,7,Yes,2021-03-15 20:02:23
21016,18,6,Yes,2022-04-13 21:13:32
20667,1,8,Yes,2019-09-27 17:11:11
43404,17,3,Yes,2024-01-07 12:27:53
24429,6,9,No,2019-02-04 19:15:41
25358,19,4,Yes,2022-06-15 20:52:18
35227,16,3,No,2023-01-10 20:46:01
27522,20,1,No,2023-07-08 06:39:54
1358,15,9,Yes,2021-05-23 11:57:29
29270,28,7,Yes,2019-02-20 02:40:22
24528,19,7,No,2019-04-05 15:46:20
29571,25,4,No,2023-08-29 09:18:11
13883,20,9,No,2018-03-21 22:17:42
19186,12,1,No,2023-05-04 08:11:38
49751,13,5,Yes,2020-10-17 08:28:29
16450,18,3,Yes,2020-05-27 19:39:40
16842,21,7,Yes,2024-03-16 09:33:35
38619,6,3,No,2021-05-05 18:33:04
7490,5,6,Yes,2018-08-18 14:12:50
22141,29,5,No,2024-03-02 21:40:50
28663,4,8,No,2018-07-20 10:26:17
8346,18,5,No,2024-03-07 07:08:44
30498,5,6,Yes,2018-01-17 14:58:39
15451,11,1,No,2023-09-22 21:27:54
32817,24,2,Yes,2022-03-04 03:54:32
2378,25,8,No,2020-12-22 21:53:59
1252,14,1,No,2024-08-03 09:08:40
39728,9,6,No,2018-04-13 08:52:05
30243,13,9,No,2019-02-11 14:25:41
36527,18,2,Yes,2020-08-08 16:23:22
34127,24,1,Yes,2023-07-22 05:41:34
45654,21,4,No,2022-04-27 00:47:52
26140,4,7,Yes,2023-07-27 17:47:13
46499,19,9,No,2022-12-14 02:17:36
25645,5,5,Yes,2024-06-23 03:50:24
991,29,9,Yes,2023-05-26 20:16:53
16355,7,9,Yes,2019-03-31 11:56:28
44881,2,6,Yes,2018-08-29 18:31:02
8906,27,6,Yes,2021-12-24 09:55:31
37594,7,4,No,2019-11-26 19:22:57
19430,9,4,No,2021-09-12 12:59:55
42296,14,8,No,2019-06-30 23:42:49
16764,14,7,Yes,2021-11-17 18:14:11
48464,9,8,Yes,2018-12-06 07:56:18
32547,20,1,No,2024-10-24 17:27:14
4114,3,9,Yes,2023-01-19 02:37:04
33366,17,6,No,2023-05-20 14:31:34
37218,6,5,No,2022-02-13 02:02:29
325,14,2,No,2018-04-27 17:14:56
28297,6,9,No,2021-05-19 14:23:26
35451,24,4,No,2024-04-24 10:19:26
25113,27,3,Yes,2022-01-23 02:13:05
32347,1,7,No,2024-01-30 08:15:45
18040,14,8,Yes,2023-01-18 07:03:26
11806,21,6,No,2019-08-25 21:50:14
21450,26,8,Yes,2024-05-12 23:26:24
7924,26,1,No,2023-08-13 06:21:50
40693,28,2,No,2022-06-30 21:44:51
28331,21,7,No,2018-11-11 02:41:48
273,20,2,Yes,2023-04-22 21:05:57
12872,18,7,Yes,2018-12-06 22:21:15
48915,13,5,Yes,2019-07-31 08:08:36
15654,7,3,Yes,2021-08-22 06:06:10
34012,20,8,Yes,2019-02-07 00:11:47
8279,13,5,Yes,2024-06-21 21:32:45
40864,26,8,No,2020-07-29 19:44:56
42684,21,2,Yes,2019-12-07 06:49:38
18824,1,3,No,2019-06-23 05:25:02
2137,5,8,Yes,2023-02-25 00:14:05
27482,22,7,No,2020-10-20 06:43:34
6898,22,7,Yes,2019-09-23 15:24:06
27840,4,9,No,2022-10-29 19:49:02
18613,4,9,No,2024-09-18 16:46:03
44227,26,3,Yes,2023-05-31 16:27:33
9731,23,1,Yes,2018-02-18 18:40:27
41189,28,4,Yes,2018-02-05 17:47:12
46890,26,5,Yes,2019-08-31 05:57:32
4199,18,8,No,2023-08-21 13:50:31
28902,11,7,No,2022-12-28 16:44:54
18112,24,6,No,2022-12-15 12:25:24
37032,11,8,No,2018-03-14 21:42:53
37369,9,5,Yes,2019-08-12 13:04:28
44905,28,7,No,2021-04-28 11:19:33
9458,4,2,No,2024-05-29 22:15:51
41349,14,6,Yes,2020-01-01 08:47:18
30475,27,4,Yes,2024-12-04 01:08:02
12905,13,6,Yes,2018-02-25 05:24:44
3623,5,3,No,2019-11-24 04:36:41
33202,14,1,No,2023-06-13 12:07:16
29289,21,9,No,2023-07-11 15:18:17
12430,4,7,No,2018-07-14 09:15:32
24681,3,7,No,2021-07-25 17:11:44
31555,17,7,Yes,2024-04-06 16:44:54
30278,19,5,No,2022-07-04 18:35:49
10466,16,7,No,2024-10-18 03:45:00
8370,2,8,No,2021-01-15 14:43:24
17216,13,7,Yes,2024-03-25 04:02:05
48771,19,8,Yes,2024-03-01 11:42:06
32355,5,3,Yes,2020-05-31 11:32:33
37102,6,5,Yes,2019-01-15 02:34:56
2825,26,9,Yes,2021-05-02 17:22:04
2342,15,1,Yes,2018-12-12 12:52:23
20530,11,5,No,2024-06-23 17:06:08
24818,1,4,No,2019-11-12 15:56:59
39908,23,7,Yes,2023-06-12 11:19:20
3942,5,1,No,2022-02-09 20:53:36
48897,23,7,Yes,2018-05-08 11:29:31
18661,1,8,Yes,2018-06-23 15:30:03
9196,29,2,No,2024-11-08 08:56:42
31822,26,2,Yes,2021-01-31 21:54:39
25064,7,9,No,2021-01-10 16:25:17
36718,13,1,Yes,2020-01-09 16:04:01
27383,18,8,Yes,2024-01-20 06:56:37
13425,9,2,No,2018-08-30 07:29:58
12764,29,2,No,2018-04-11 10:28:44
15860,24,6,No,2022-02-13 06:15:23
42093,19,3,No,2021-12-20 13:00:15
2172,13,5,No,2023-07-04 13:07:36
38527,13,5,Yes,2021-11-02 01:51:24
44204,28,1,No,2018-04-14 17:17:52
13813,18,4,No,2024-11-14 01:23:37
25019,8,8,No,2018-05-04 02:40:22
23527,29,3,Yes,2023-12-31 21:36:01
44106,16,6,No,2022-04-02 10:09:51
45959,29,2,Yes,2021-06-27 13:41:37
37930,2,4,Yes,2019-02-28 12:49:54
6583,21,1,No,2018-03-04 01:14:30
23753,7,7,No,2020-01-21 20:12:07
30127,29,1,No,2020-04-27 06:41:21
18255,16,6,No,2019-03-19 06:15:51
16549,12,8,No,2021-09-07 19:46:41
48924,19,5,Yes,2019-09-16 19:20:25
11285,12,7,Yes,2020-01-10 11:49:32
16462,25,4,No,2023-11-14 20:44:43
48703,13,8,No,2024-03-30 13:55:48
47323,11,1,No,2023-05-28 17:06:49
2987,24,7,Yes,2019-07-27 17:44:45
20926,26,3,Yes,2020-07-08 12:08:10
18505,28,9,No,2020-11-29 21:53:46
10169,26,7,No,2022-05-07 23:54:40
12046,23,3,Yes,2021-10-23 10:42:48
5933,25,2,Yes,2022-08-12 18:08:42
1229,20,5,Yes,2022-02-23 15:42:51
17193,11,6,Yes,2019-06-02 16:16:21
40783,23,3,No,2021-04-20 23:09:27
10128,13,2,Yes,2018-05-05 03:35:21
5660,15,1,No,2018-12-02 08:36:11
1601,29,5,No,2022-04-15 11:33:18
19152,10,3,No,2019-04-20 10:11:10
8234,21,9,Yes,2018-01-12 05:46:32
39858,13,8,No,2020-12-06 13:58:48
28182,27,8,Yes,2021-08-22 04:58:37
12373,12,7,No,2024-03-27 06:53:48
48029,26,8,No,2018-08-25 07:07:40
49545,23,4,Yes,2022-05-13 12:31:27
25178,12,9,Yes,2019-10-19 02:10:35
43165,25,5,Yes,2018-11-24 15:42:27
19414,17,6,Yes,2020-09-03 04:59:36
42278,22,9,Yes,2024-06-15 06:51:16
47014,17,7,No,2018-02-24 13:45:58
14604,10,3,Yes,2019-05-13 10:09:42
18609,21,7,Yes,2018-05-07 01:40:18
12507,12,7,Yes,2022-12-11 11:29:27
21206,13,7,No,2019-11-25 09:44:08
10376,10,8,No,2023-10-02 23:02:04
6361,7,1,Yes,2023-06-04 23:17:03
45380,15,4,Yes,2018-03-20 17:19:20
1131,3,3,No,2018-08-29 03:06:14
17542,6,3,No,2019-10-28 07:47:02
40257,25,7,No,2019-10-28 15:43:27
32769,19,2,Yes,2018-11-19 16:14:57
48269,2,4,No,2019-05-02 01:05:42
36105,15,2,No,2020-10-05 01:25:55
27339,6,9,Yes,2022-04-08 02:40:03
23944,7,1,Yes,2018-12-17 11:24:38
27435,29,7,Yes,2023-02-25 09:07:04
13098,10,7,No,2021-01-22 08:38:14
39926,8,9,No,2020-11-03 18:43:23
46058,5,9,Yes,2024-05-31 00:20:50
31319,2,4,Yes,2020-04-28 12:45:48
5727,11,8,Yes,2019-10-10 12:16:01
34548,5,9,Yes,2024-05-17 14:19:49
27297,9,3,Yes,2018-12-30 23:17:03
22002,10,3,No,2022-12-20 07:16:01
48928,20,8,Yes,2019-04-21 01:30:48
22588,24,8,No,2022-05-18 19:27:52
33498,9,4,No,2020-06-03 01:16:32
49535,16,4,No,2022-09-19 02:06:41
13610,18,5,No,2023-02-28 07:14:22
12161,15,5,No,2024-01-23 05:12:55
49624,20,8,Yes,2020-08-12 18:24:56
42341,6,3,No,2022-05-27 16:00:31
5688,5,1,No,2024-09-10 19:31:50
28932,26,5,Yes,2023-12-15 21:49:46
3250,18,4,Yes,2021-11-24 22:47:53
14842,6,9,Yes,2022-05-20 18:39:57
8048,19,4,No,2021-11-06 19:14:47
8113,26,2,No,2018-01-31 10:41:32
33117,18,3,Yes,2020-07-22 04:34:16
48866,18,8,Yes,2024-08-23 17:34:23
38552,3,9,Yes,2021-08-11 12:20:10
2850,15,2,No,2024-10-29 20:11:39
4595,14,8,No,2019-06-11 23:39:20
25943,17,6,Yes,2020-01-22 22:46:47
18361,8,9,No,2024-06-30 21:58:17
12536,6,4,Yes,2023-12-11 16:49:29
674,14,8,No,2022-02-02 07:01:47
18238,1,4,No,2018-01-12 11:49:43
27247,6,9,No,2018-06-11 09:40:52
45831,28,1,No,2019-05-24 13:46:45
117,9,1,Yes,2023-01-20 01:04:08
9241,29,9,Yes,2022-07-30 21:15:26
24161,15,4,No,2022-03-20 16:27:41
47416,13,8,No,2019-11-29 19:11:31
48413,3,3,Yes,2018-11-19 23:52:28
48332,3,5,Yes,2018-04-15 01:36:13
40237,11,1,Yes,2020-10-16 02:27:09
10692,8,4,No,2020-08-26 07:41:59
15348,15,2,Yes,2024-01-26 18:50:30
27889,10,4,No,2020-03-29 02:47:29
5460,1,1,Yes,2022-12-11 06:19:08
19543,23,9,No,2024-05-18 23:05:12
37469,5,6,Yes,2022-08-11 06:23:31
49533,19,1,No,2021-06-06 13:44:39
44884,15,9,Yes,2023-10-10 17:14:31
14406,22,8,No,2019-12-01 05:42:28
2418,22,3,Yes,2024-01-13 08:03:22
5392,29,8,Yes,2021-11-30 07:26:46
4995,19,1,Yes,2018-01-28 14:53:26
17356,25,1,Yes,2022-04-09 20:30:09
49510,12,1,No,2019-06-12 04:26:42
31587,1,6,No,2019-04-15 08:15:57
30774,1,7,No,2018-05-12 05:32:34
6346,11,7,No,2023-06-01 08:23:52
48365,14,6,No,2023-12-08 04:08:30
38826,19,6,Yes,2019-06-10 21:41:21
30742,1,7,No,2023-03-19 09:13:12
29955,22,3,No,2018-06-20 07:23:40
29501,25,5,Yes,2023-01-19 14:41:04
34849,20,8,No,2024-12-16 21:37:17
26604,23,7,No,2018-01-21 06:51:23
7199,12,5,Yes,2022-12-13 19:22:16
24591,22,7,Yes,2019-07-30 13:48:09
17424,27,1,No,2023-01-09 12:49:40
18407,16,9,Yes,2021-04-28 22:27:06
45547,11,6,No,2019-06-17 16:28:44
26224,28,3,No,2021-09-10 16:35:13
149,17,6,No,2023-12-10 22:13:49
32573,10,7,No,2022-03-13 20:45:23
11055,18,4,No,2022-10-10 04:39:03
41790,12,1,Yes,2019-04-26 19:12:53
46921,6,4,No,2019-12-21 22:35:19
11517,18,6,Yes,2024-04-01 01:27:04
286,10,1,Yes,2022-04-10 10:02:32
37516,13,2,Yes,2024-11-09 01:20:05
16187,9,9,No,2024-12-14 16:59:57
203,12,4,Yes,2022-10-08 18:09:41
21895,5,5,Yes,2021-01-31 10:57:41
30835,13,4,Yes,2021-04-09 21:32:31
28374,24,9,Yes,2023-12-27 03:05:11
18327,28,9,No,2023-08-20 00:10:40
23521,1,1,Yes,2019-07-24 14:21:27
4154,16,7,Yes,2019-12-22 20:38:31
23082,26,4,No,2023-07-14 15:39:32
31351,8,6,Yes,2024-03-25 17:28:37
40207,21,8,No,2022-02-13 20:39:07
16481,27,7,Yes,2020-06-17 23:08:58
33234,19,5,No,2023-11-11 18:49:06
30536,26,5,No,2024-08-25 05:44:41
29867,11,2,Yes,2022-08-05 18:19:43
46298,10,5,No,2022-09-20 19:28:02
11017,28,2,Yes,2024-03-18 08:35:17
6501,17,6,Yes,2021-08-11 03:00:15
9633,19,4,No,2023-01-08 16:08:00
33492,17,4,Yes,2020-07-18 01:08:01
17709,4,7,No,2021-08-18 11:50:43
18727,5,6,Yes,2020-08-06 01:21:49
46273,4,4,Yes,2024-09-13 05:09:34
24563,25,1,Yes,2018-03-21 17:17:41
14522,1,6,No,2020-05-15 00:27:20
43533,27,1,No,2022-06-23 06:54:22
7911,20,6,No,2023-06-11 19:24:34
42760,25,7,Yes,2022-01-06 00:45:13
48847,19,9,No,2023-12-17 21:26:10
43176,1,9,No,2020-12-12 17:45:40
10297,28,4,No,2022-10-28 23:32:19
22428,12,1,Yes,2023-03-09 02:56:01
47779,13,8,No,2024-08-23 05:19:12
41889,15,4,No,2021-10-24 15:29:43
22382,22,4,Yes,2019-11-08 17:20:36
10365,27,5,No,2024-06-30 01:36:27
30944,19,6,Yes,2021-07-23 04:03:40
20734,17,6,Yes,2021-10-05 12:33:32
37345,10,5,No,2024-11-17 11:57:03
38023,13,7,No,2022-11-25 09:01:38
27289,16,2,Yes,2018-09-12 11:23:16
25401,27,8,Yes,2021-04-16 15:04:44
36769,11,2,Yes,2024-07-08 09:46:07
43196,14,4,Yes,2021-03-07 08:56:30
46675,19,4,Yes,2020-03-23 16:45:01
43958,20,6,Yes,2023-09-29 15:42:38
13565,21,8,Yes,2018-09-04 11:41:26
32509,9,9,No,2018-07-09 05:29:17
6817,1,4,Yes,2019-10-06 09:14:04
37249,16,8,No,2023-01-07 13:45:27
29929,24,7,No,2023-09-20 23:02:28
