user_id,feature_name,usage_count,last_used_date,power_user
47860,Billing,426,2023-07-17 23:53:43,No
44353,Dashboard,87,2019-02-02 12:40:34,No
21522,Automation,449,2018-01-30 07:38:26,No
22515,Reports,440,2024-11-10 01:22:15,Yes
10714,Automation,107,2019-11-06 20:45:05,No
20477,Automation,2,2019-02-16 15:54:03,No
10331,Billing,323,2022-10-16 16:16:26,Yes
31761,Dashboard,443,2020-11-16 05:20:57,Yes
14221,Reports,170,2024-05-04 02:29:34,No
32506,Automation,447,2019-11-23 13:29:19,No
30626,Automation,336,2019-11-25 08:16:08,Yes
18014,Dashboard,193,2023-06-14 12:59:40,Yes
1658,Billing,88,2019-12-04 23:39:24,No
44380,Billing,280,2024-10-28 02:37:49,No
4809,Billing,264,2018-04-27 01:20:30,No
30643,Reports,12,2020-07-19 13:37:22,Yes
46000,Billing,68,2022-06-09 02:44:48,Yes
49807,API,120,2024-12-14 06:21:56,Yes
31945,API,29,2020-01-22 02:46:36,No
17520,Automation,96,2018-09-06 19:26:25,No
49906,Dashboard,382,2021-05-05 22:08:24,No
11744,Billing,14,2023-04-05 06:41:34,No
37852,Dashboard,42,2023-09-10 07:42:46,No
18329,Automation,154,2021-01-15 07:37:15,No
48420,Reports,123,2020-08-11 22:14:14,No
1285,Automation,486,2023-02-10 21:57:58,No
12664,Automation,27,2019-07-10 11:08:57,No
39826,Automation,86,2023-08-08 05:42:26,Yes
978,Reports,366,2019-07-03 04:39:42,No
37403,Reports,307,2024-10-18 11:13:49,No
43705,Dashboard,45,2018-10-05 11:19:20,No
20687,Reports,366,2019-05-25 14:13:49,Yes
29813,Automation,476,2023-07-03 04:13:47,No
38854,Reports,138,2023-08-09 09:25:25,Yes
20892,Billing,236,2024-04-22 03:47:47,No
14145,Billing,225,2024-02-14 10:00:59,No
19063,Reports,305,2020-07-15 09:31:26,No
18256,API,309,2022-11-13 10:15:43,No
4868,API,265,2018-12-13 22:55:32,No
39280,Automation,467,2022-04-05 14:30:57,Yes
2292,Automation,26,2022-06-15 08:36:56,No
31812,Dashboard,408,2018-01-05 04:35:13,No
24485,Reports,158,2023-10-13 14:13:01,Yes
14053,API,316,2021-06-28 00:05:14,No
39056,API,363,2018-11-30 18:48:53,No
49346,API,376,2021-02-20 05:29:42,No
16789,Reports,478,2024-07-23 16:54:56,No
37756,Reports,265,2022-01-16 09:52:34,No
7844,Automation,384,2019-10-25 08:28:06,No
17811,API,173,2023-02-20 05:41:07,No
37335,Billing,217,2022-02-21 20:19:46,No
35244,Automation,296,2019-10-28 17:11:45,No
33175,Billing,133,2023-04-26 08:32:42,Yes
29331,Dashboard,385,2021-11-20 23:50:36,No
41942,Reports,113,2018-04-27 09:58:17,No
14958,Automation,319,2021-06-15 19:10:39,No
49459,Dashboard,475,2024-10-11 06:19:58,No
43118,Dashboard,217,2024-03-09 22:38:41,No
17293,Dashboard,312,2022-03-20 17:41:31,No
34234,Reports,197,2024-04-17 00:55:29,No
35298,Automation,436,2022-03-05 08:24:58,No
46061,Dashboard,169,2020-01-30 10:22:12,Yes
26728,Automation,389,2021-01-21 23:11:52,Yes
35537,Dashboard,200,2018-10-22 22:12:59,No
17318,Automation,424,2021-04-21 05:07:40,No
15502,API,40,2018-01-09 05:24:56,Yes
22281,Dashboard,222,2022-10-01 11:47:59,Yes
27873,API,235,2020-05-04 19:03:15,No
10448,Billing,153,2022-05-01 19:07:39,Yes
8105,Billing,389,2020-04-11 00:58:36,No
7292,Dashboard,100,2022-02-03 04:31:27,No
26986,Dashboard,445,2018-12-07 02:10:57,Yes
39305,API,233,2024-09-22 14:58:11,No
35981,Automation,232,2022-01-01 02:41:26,No
1155,Billing,203,2023-03-14 01:26:41,Yes
21356,API,16,2019-07-02 10:06:55,No
25367,Reports,293,2022-09-06 08:33:10,No
36762,Reports,386,2023-06-16 02:25:18,No
44581,API,310,2022-12-23 20:40:33,Yes
11480,Automation,340,2024-11-05 08:16:23,No
47361,Billing,30,2024-12-20 21:57:32,No
39435,Billing,110,2019-05-06 10:54:08,No
880,Reports,23,2020-08-02 01:40:49,No
39361,Dashboard,344,2023-07-10 18:44:02,Yes
49144,Automation,42,2018-06-17 03:16:10,No
27262,Dashboard,137,2020-07-20 16:01:50,No
40046,Billing,20,2018-06-08 06:10:48,No
47892,Billing,423,2021-03-12 23:40:14,Yes
8295,Reports,489,2022-06-18 06:15:46,No
33713,Billing,76,2018-01-31 09:16:31,No
28803,Reports,363,2022-05-25 03:53:40,No
16801,Reports,97,2021-04-19 07:11:12,Yes
32843,Dashboard,459,2018-08-17 03:51:12,Yes
4385,API,100,2024-01-14 10:23:14,No
32681,API,138,2021-09-11 20:21:11,Yes
16930,API,175,2018-10-25 02:16:45,No
18298,Dashboard,485,2022-03-29 04:28:36,No
33167,Automation,437,2021-02-14 14:23:18,Yes
2306,Billing,255,2023-09-12 18:29:06,Yes
42769,API,481,2018-11-05 03:20:03,No
963,Dashboard,189,2022-09-17 06:10:50,No
35093,Billing,57,2019-09-23 04:26:26,Yes
12951,Automation,190,2022-08-04 18:00:22,No
14872,Dashboard,35,2022-12-09 09:19:09,No
33228,Automation,129,2021-08-23 04:05:48,No
35244,Reports,107,2022-04-24 00:30:54,Yes
27921,Billing,387,2019-07-07 15:41:20,Yes
13808,API,315,2023-12-28 07:59:39,No
28978,API,136,2022-04-16 10:53:02,No
25120,Reports,27,2019-03-28 17:44:49,Yes
16250,API,129,2022-12-20 00:54:05,No
43441,Billing,64,2018-12-11 06:13:46,No
2808,Billing,129,2023-06-16 02:37:49,Yes
30739,Automation,268,2021-03-23 22:47:32,Yes
35789,API,146,2020-07-01 06:32:05,No
15080,Dashboard,305,2020-07-17 11:44:19,Yes
17454,Reports,387,2023-08-24 04:56:52,No
49004,API,146,2023-06-15 10:06:24,No
56,Billing,55,2021-07-29 20:24:24,No
32303,Reports,161,2020-11-10 11:31:45,Yes
44936,API,315,2022-07-14 13:36:08,No
30343,API,196,2021-01-19 09:29:46,Yes
35741,Dashboard,130,2023-08-11 02:22:47,No
24153,Billing,285,2019-04-02 13:52:35,No
19770,Automation,27,2023-06-26 13:29:26,No
38011,Reports,249,2024-11-30 06:21:34,No
25939,Billing,451,2020-12-22 22:24:37,No
32607,Automation,352,2018-02-20 07:23:20,No
41206,API,54,2023-09-08 03:56:57,No
48132,Dashboard,270,2024-11-17 05:42:29,Yes
43269,Automation,19,2020-06-27 07:55:13,Yes
23397,Automation,185,2023-06-16 14:57:12,No
32850,Billing,281,2019-12-08 13:39:17,No
7476,Automation,237,2024-08-04 13:50:59,Yes
14766,Automation,101,2021-08-23 15:55:28,No
32661,Dashboard,277,2024-09-04 04:53:02,No
31745,API,224,2018-11-30 20:37:30,Yes
10188,Billing,35,2023-10-10 14:34:42,No
8956,Dashboard,411,2018-07-12 18:07:32,Yes
21475,Reports,357,2022-03-31 15:05:21,No
27726,Dashboard,116,2019-01-27 10:32:26,Yes
35897,Automation,325,2021-02-06 04:50:02,No
37818,Reports,476,2018-10-21 19:40:38,No
35149,API,495,2022-01-22 03:28:54,Yes
4176,API,370,2022-07-15 19:20:10,No
33358,API,218,2021-07-13 09:47:39,No
3166,Billing,316,2024-08-17 09:58:07,Yes
24147,API,100,2018-06-28 02:52:05,No
39975,Reports,326,2018-11-30 15:50:07,No
42444,Reports,458,2018-09-21 02:51:30,Yes
37331,Billing,461,2022-12-10 17:05:08,No
47904,Dashboard,364,2024-01-25 14:08:06,No
49615,Automation,59,2018-03-09 03:06:42,No
30811,Automation,269,2020-09-22 08:01:24,No
6171,Reports,241,2019-06-01 02:14:05,No
34452,Billing,377,2024-08-19 15:49:35,No
21818,Dashboard,367,2020-04-23 03:46:00,No
20943,API,145,2022-06-22 13:26:11,No
21675,Billing,38,2023-08-04 00:53:46,No
8942,Billing,137,2024-11-29 11:21:16,No
4603,Automation,254,2020-01-02 15:36:21,Yes
35821,Dashboard,122,2020-04-17 21:34:07,No
20406,Reports,348,2024-11-10 21:31:06,No
23727,Dashboard,306,2020-04-16 23:03:40,No
41048,Billing,264,2019-01-23 20:53:07,No
29932,Automation,302,2021-07-21 14:56:30,No
10882,Billing,319,2024-05-07 07:44:39,No
12064,Dashboard,146,2023-12-04 10:10:56,No
25016,API,70,2019-02-07 03:31:06,No
911,Reports,371,2020-02-10 16:10:22,Yes
4575,Billing,319,2022-07-15 17:20:38,No
23061,Reports,182,2019-05-01 23:18:24,Yes
47533,API,298,2024-05-28 04:28:02,No
17923,API,380,2020-12-04 11:36:35,No
27355,Billing,198,2021-12-29 04:53:04,No
35109,Billing,224,2020-06-05 17:58:09,No
33983,Billing,409,2022-10-15 18:34:59,No
36972,Dashboard,488,2024-03-12 18:46:27,No
10022,Billing,185,2019-06-09 09:11:22,No
6040,Automation,163,2022-07-21 15:36:33,No
26776,Billing,140,2023-10-13 09:38:34,No
23852,Billing,304,2019-06-16 13:19:14,No
26415,Billing,441,2022-12-21 19:01:14,No
13571,API,174,2020-12-13 09:11:05,Yes
49823,Automation,95,2021-02-26 02:13:59,No
5761,Billing,131,2024-05-20 21:18:07,Yes
33277,Automation,95,2024-11-16 06:08:25,No
49878,Reports,399,2019-07-26 11:45:13,Yes
6624,Reports,366,2021-12-11 21:21:31,No
2698,Dashboard,185,2018-09-02 08:53:59,Yes
27488,Dashboard,79,2021-09-07 10:28:11,No
46686,Dashboard,409,2021-02-07 04:08:24,No
6536,Reports,278,2018-04-20 01:20:58,Yes
22248,Dashboard,167,2022-06-02 03:49:50,No
16572,Dashboard,390,2021-10-23 00:15:09,No
5059,Dashboard,268,2019-09-02 06:16:52,No
27397,Reports,380,2020-10-03 02:54:44,No
28975,Reports,151,2024-10-09 21:19:03,No
8342,Automation,113,2023-11-15 23:05:06,No
28080,API,193,2024-02-20 09:42:24,No
44409,Reports,189,2024-05-05 22:02:19,Yes
42396,Billing,223,2022-05-20 09:01:17,Yes
32195,API,77,2023-11-21 03:25:09,No
28423,Reports,313,2024-12-28 21:52:15,No
37984,Automation,76,2018-12-08 11:13:11,No
37822,Automation,446,2021-01-16 06:16:41,No
32779,Automation,196,2020-08-28 04:17:01,No
969,Billing,337,2024-02-11 06:33:05,Yes
24871,Billing,331,2024-01-09 05:02:48,No
25208,API,232,2024-01-28 11:04:29,No
17353,API,91,2023-01-25 21:49:39,No
36395,Reports,354,2021-10-05 19:59:16,Yes
14558,Automation,44,2019-11-03 08:01:27,No
6667,API,438,2019-04-11 17:54:37,No
47078,Billing,339,2023-06-18 17:56:18,No
34578,Automation,158,2021-06-12 18:54:28,No
36083,API,292,2018-08-23 12:28:27,Yes
12949,Automation,55,2022-05-06 16:06:39,No
44405,Automation,193,2023-12-12 19:51:36,Yes
31837,API,400,2023-07-29 01:12:17,No
34676,Dashboard,1,2021-01-04 19:53:29,Yes
33033,Reports,392,2020-12-11 09:56:16,No
44466,API,464,2020-10-17 10:15:55,Yes
6303,API,377,2018-08-29 13:29:43,No
9941,Reports,103,2023-05-18 04:20:30,No
8428,Dashboard,159,2020-04-19 12:47:55,No
4013,API,26,2024-01-12 14:34:25,No
7810,Dashboard,367,2020-10-08 06:57:17,Yes
36180,Dashboard,480,2024-12-14 13:31:14,No
25069,Automation,345,2020-04-13 06:41:23,No
12455,API,113,2021-02-28 06:06:17,No
45605,API,108,2024-05-21 21:19:59,No
25964,Reports,56,2022-08-22 18:38:33,Yes
42681,Dashboard,163,2020-07-21 01:32:58,Yes
48177,API,441,2021-01-17 01:26:11,No
10096,Automation,68,2024-03-19 22:28:58,No
18859,Dashboard,281,2019-10-22 13:15:35,Yes
28984,Reports,107,2019-09-05 00:36:54,Yes
9525,Reports,274,2024-06-08 09:33:46,No
28339,Dashboard,121,2021-02-15 15:23:26,No
49633,API,154,2024-07-12 06:44:13,No
1894,API,472,2021-12-28 06:22:55,No
1866,Dashboard,378,2022-02-26 21:46:39,No
47626,Billing,159,2022-04-21 22:25:04,No
49671,Billing,50,2018-02-22 16:33:42,No
14861,Billing,176,2021-12-26 04:45:51,No
48066,Dashboard,328,2018-09-14 19:24:29,No
30484,API,247,2023-12-18 02:41:16,No
7117,Dashboard,39,2020-08-16 23:40:55,No
16104,Reports,258,2018-06-19 10:11:25,No
742,API,93,2019-02-22 09:43:38,Yes
21772,Reports,369,2018-04-16 23:23:43,No
179,Reports,456,2018-08-25 03:40:34,No
17864,Automation,87,2019-08-01 07:08:34,No
6441,API,277,2020-04-05 19:48:38,No
1316,API,163,2020-01-19 16:07:47,No
43621,Reports,254,2019-04-18 16:09:42,No
2011,Reports,9,2024-07-30 10:13:19,No
3734,API,129,2018-12-10 03:26:38,No
32997,API,376,2021-11-06 23:03:33,Yes
1476,API,4,2018-08-05 23:35:12,No
25344,Dashboard,365,2023-07-12 23:42:29,Yes
24575,Billing,462,2021-05-29 18:23:25,No
10101,Automation,182,2023-03-24 04:33:34,Yes
37736,Reports,466,2024-02-12 04:00:44,Yes
10725,Billing,294,2021-10-16 14:38:31,No
3158,Automation,272,2024-10-26 15:23:18,No
42083,Automation,140,2019-11-06 16:30:11,No
41973,Automation,452,2018-07-29 09:43:57,No
48721,Billing,189,2021-08-22 18:34:24,No
32953,Automation,161,2022-09-22 04:57:50,No
18294,Automation,180,2019-04-14 16:56:14,No
34519,Reports,197,2024-07-22 18:11:45,No
402,Billing,313,2020-11-07 23:04:30,No
36546,Dashboard,438,2018-01-20 11:50:16,No
24488,API,118,2018-10-28 09:45:20,No
43274,API,129,2020-03-21 05:11:20,No
6304,Automation,337,2020-02-05 21:57:09,No
3507,API,8,2021-05-15 22:33:15,No
1335,Automation,208,2023-06-23 12:56:39,No
26409,API,18,2019-03-14 22:53:51,No
14669,Dashboard,403,2020-11-06 09:57:06,No
48772,Reports,184,2022-10-23 18:55:33,Yes
11715,Reports,305,2020-05-25 10:44:50,No
47526,Billing,301,2020-09-08 19:52:32,No
30199,API,180,2024-09-15 19:33:00,No
10338,Billing,472,2018-04-24 14:11:34,No
13719,Dashboard,107,2018-05-11 12:05:17,No
33925,Billing,416,2019-08-04 22:47:57,No
10565,Dashboard,270,2021-11-01 10:12:44,No
44424,Automation,152,2022-05-24 15:40:31,Yes
747,Reports,74,2024-08-02 04:41:43,No
33651,Automation,82,2021-10-12 18:25:38,No
19472,Reports,370,2022-12-19 10:02:30,No
48451,Automation,337,2018-06-02 05:47:51,No
1771,Billing,71,2021-06-25 04:36:24,No
13093,API,221,2020-03-02 20:20:30,Yes
35233,Reports,244,2018-04-20 23:45:30,No
17117,API,380,2024-05-06 12:46:32,Yes
16907,Billing,491,2024-05-27 07:09:46,No
31160,Billing,68,2019-08-15 20:56:50,No
10542,Dashboard,312,2018-06-05 01:14:40,Yes
14950,Billing,423,2020-06-06 16:51:49,No
34574,Billing,350,2020-06-20 12:24:25,No
34293,API,271,2021-03-05 12:53:57,Yes
48254,Automation,130,2023-04-10 06:26:41,Yes
24835,Automation,348,2019-09-10 01:57:37,Yes
14523,Dashboard,129,2018-09-10 21:24:06,No
40401,Billing,187,2020-03-25 13:16:43,No
9775,Dashboard,263,2023-08-25 02:58:52,Yes
16530,Reports,28,2022-06-21 10:30:45,Yes
3509,Billing,382,2022-11-17 19:49:12,No
10499,Reports,307,2019-04-20 20:55:33,No
13565,Automation,83,2023-02-16 01:24:18,No
38163,Reports,29,2024-02-23 21:26:07,No
16615,Billing,220,2020-05-20 00:41:17,No
394,Billing,425,2021-08-12 02:13:02,No
35556,Automation,43,2020-09-30 02:15:57,No
41138,API,245,2022-02-22 17:44:42,Yes
37108,Billing,466,2019-02-02 19:15:57,No
18839,Automation,105,2019-12-14 02:14:14,No
25402,Automation,411,2022-09-01 19:03:16,No
744,Reports,29,2021-07-06 11:12:37,No
32986,Automation,245,2020-03-28 16:21:09,Yes
32302,Billing,298,2022-10-15 12:35:45,No
22494,Automation,458,2021-09-28 02:08:09,Yes
38107,API,248,2019-04-29 05:10:03,No
39351,Reports,1,2019-07-06 19:00:12,No
27706,Billing,93,2021-05-06 13:17:39,Yes
3573,Reports,5,2020-04-30 16:23:59,No
45239,Dashboard,200,2022-12-25 15:09:01,Yes
19348,Automation,152,2018-11-17 19:26:48,No
1116,Billing,339,2023-05-21 15:28:33,Yes
2587,Billing,137,2020-02-27 16:59:19,Yes
9872,API,297,2022-05-06 17:59:38,No
21133,API,457,2021-03-22 12:02:35,No
7836,API,26,2022-03-02 02:09:14,No
36764,Dashboard,337,2023-06-17 09:58:23,No
20166,Billing,49,2020-12-01 20:04:44,No
39629,Reports,339,2023-02-03 06:03:37,No
7985,Reports,346,2019-05-21 02:41:08,No
11645,Dashboard,135,2019-04-26 18:27:59,No
20979,API,298,2019-06-08 12:07:58,Yes
5992,Billing,157,2023-09-15 14:27:10,Yes
31223,Automation,257,2020-09-05 01:58:32,Yes
44827,Billing,214,2022-03-06 03:52:26,Yes
32435,Billing,53,2022-02-13 12:02:38,No
40504,API,490,2022-12-19 21:26:10,No
42415,Billing,308,2022-06-08 04:14:02,Yes
43155,API,405,2018-11-12 20:14:01,No
15373,Automation,121,2019-11-16 17:14:57,No
43729,Billing,114,2018-01-10 14:08:03,No
36759,API,168,2020-07-12 19:37:17,Yes
34991,Reports,201,2024-03-04 10:43:57,No
37746,Dashboard,418,2023-06-12 23:11:10,Yes
45634,Dashboard,250,2018-07-08 19:23:49,Yes
5096,Billing,302,2019-04-24 20:23:59,No
25709,Dashboard,32,2024-12-22 07:10:52,No
10009,API,36,2019-08-13 06:56:28,Yes
22811,API,155,2021-05-03 15:38:16,No
41094,Automation,62,2022-11-29 09:09:33,No
29577,Dashboard,46,2022-06-14 19:11:34,No
9599,Reports,68,2024-08-24 01:52:36,Yes
41917,Billing,248,2019-12-19 16:40:12,No
20124,Reports,184,2024-06-20 00:46:18,No
48175,Automation,140,2024-08-12 13:40:41,No
26245,Automation,270,2022-04-04 18:20:54,No
35259,Billing,323,2023-06-30 22:14:58,No
19244,Billing,282,2020-11-21 13:43:04,No
11709,Reports,224,2020-09-17 18:41:36,Yes
41661,API,1,2023-11-12 09:25:22,No
13754,API,329,2021-02-21 00:46:32,No
41012,Automation,469,2018-08-12 14:08:17,Yes
15665,API,73,2021-04-24 12:14:50,No
14112,Automation,9,2023-06-06 18:02:38,No
48220,Automation,298,2021-02-23 20:33:19,Yes
8244,Automation,310,2021-06-03 00:31:02,No
44080,Reports,332,2021-06-19 12:55:51,No
41681,Billing,167,2022-03-11 21:12:41,No
1696,Reports,288,2019-06-09 02:45:23,No
49372,Reports,287,2022-09-01 19:28:57,Yes
3991,Dashboard,384,2023-10-09 00:53:59,No
45000,Billing,155,2022-05-12 13:50:14,No
49941,Dashboard,427,2021-01-10 16:02:38,No
7075,Automation,375,2021-05-24 08:28:13,No
14992,Billing,390,2021-09-26 10:41:48,Yes
106,API,99,2022-09-20 11:31:44,No
16268,API,79,2020-12-14 23:22:27,No
15513,API,29,2020-06-12 09:40:36,No
39991,Automation,309,2024-01-10 16:24:35,No
986,Reports,99,2024-08-17 07:46:35,No
44175,Dashboard,460,2018-10-24 13:58:58,No
43367,Billing,195,2022-10-27 11:17:06,No
49236,Dashboard,8,2022-02-09 02:44:46,No
47608,API,322,2018-04-28 15:09:14,Yes
37332,Dashboard,488,2023-08-23 03:59:42,Yes
30060,Dashboard,400,2023-03-03 07:15:13,No
28394,Billing,265,2018-08-15 00:28:39,No
23392,Reports,469,2018-09-06 00:09:23,No
33132,Dashboard,193,2018-10-04 21:02:44,Yes
23450,Reports,414,2021-02-21 08:52:19,No
36864,Automation,262,2020-11-01 15:18:40,No
12865,API,44,2019-09-25 19:59:11,No
45333,API,206,2021-06-24 09:55:24,No
7803,Automation,483,2024-04-08 13:34:42,No
36358,Reports,444,2019-08-05 14:57:22,Yes
49535,Billing,58,2019-04-21 08:24:22,Yes
46652,API,93,2023-09-11 12:15:09,Yes
5597,Reports,328,2022-06-13 21:54:57,No
8225,Reports,288,2023-06-14 00:45:20,Yes
11055,Reports,188,2019-02-15 22:37:03,No
27448,Billing,391,2021-12-05 08:27:18,No
11136,Reports,473,2021-04-18 16:04:27,No
12425,Automation,297,2018-09-22 01:27:21,No
2542,Dashboard,380,2020-02-28 18:02:06,No
26456,API,194,2022-06-01 05:32:14,Yes
47609,Reports,307,2018-06-09 19:32:31,No
9882,Billing,39,2022-01-15 08:57:23,Yes
26671,Reports,495,2018-03-08 11:00:00,No
38502,API,191,2024-12-05 11:10:20,No
21437,Reports,322,2018-12-26 04:42:45,No
49162,Reports,465,2018-08-15 12:52:48,No
19972,Automation,121,2021-07-21 19:57:55,No
17884,Reports,285,2020-11-13 14:59:27,No
14975,Billing,374,2018-10-31 22:39:09,Yes
14488,Reports,272,2021-10-26 09:15:21,No
10376,Reports,206,2024-10-08 15:15:36,No
25219,Dashboard,456,2021-07-30 03:14:57,No
40815,Automation,328,2022-12-01 07:50:05,Yes
22977,Automation,284,2023-04-08 06:03:36,No
26645,API,229,2018-07-28 10:16:50,No
48582,Reports,303,2022-10-19 21:46:11,No
37380,Automation,396,2018-11-02 08:55:18,Yes
11084,Dashboard,223,2024-04-12 17:24:54,Yes
20968,API,407,2023-08-22 04:47:35,No
39863,Billing,105,2018-02-02 01:41:38,Yes
19398,API,88,2018-12-11 09:08:30,Yes
32957,API,266,2024-10-10 04:34:32,No
44109,Billing,361,2021-07-03 05:23:38,Yes
1058,API,198,2023-04-07 09:50:59,No
20312,Billing,454,2024-12-26 22:29:57,No
21692,Reports,198,2022-11-16 12:42:25,No
15386,API,3,2023-07-11 20:33:42,No
17,Automation,116,2018-10-02 16:38:47,No
26891,Billing,112,2019-06-29 12:27:17,Yes
33124,Billing,108,2020-06-15 13:18:05,No
8825,API,383,2023-02-01 17:09:41,Yes
35270,Automation,336,2019-10-10 12:50:38,No
39505,API,90,2021-04-03 13:04:43,Yes
39967,Automation,92,2024-07-10 03:18:10,No
35746,Reports,492,2020-02-19 23:53:36,No
45828,API,164,2019-03-26 02:41:26,No
10076,Automation,481,2024-06-14 13:52:28,No
31146,Dashboard,178,2024-09-27 03:08:08,No
13951,Automation,487,2022-02-16 11:39:04,No
3485,Reports,147,2024-08-18 09:51:09,Yes
652,Dashboard,100,2020-02-22 10:41:25,No
7888,Automation,424,2018-07-13 14:34:18,Yes
30248,API,48,2022-05-12 21:27:27,No
22094,Reports,11,2023-12-08 07:01:19,No
1901,Reports,480,2023-07-25 09:31:34,No
7625,Billing,36,2022-04-29 21:41:08,Yes
35276,Dashboard,485,2023-06-30 08:41:13,No
22305,Billing,33,2022-02-14 01:09:57,No
22941,Dashboard,51,2024-04-27 09:04:39,Yes
12724,Dashboard,171,2020-02-22 05:20:25,No
47684,Dashboard,389,2022-08-28 22:57:39,No
8516,Automation,101,2019-11-20 07:23:31,No
2772,API,390,2021-07-01 23:44:50,No
47637,Reports,88,2018-01-27 04:28:50,No
35185,Billing,383,2018-04-11 08:29:43,No
9472,Automation,109,2018-07-01 07:58:51,Yes
1136,API,318,2022-10-17 11:42:36,No
26146,Automation,85,2023-09-02 09:44:03,No
27702,Automation,168,2024-12-08 21:15:43,No
18325,Automation,292,2020-01-02 18:13:33,No
24467,Dashboard,134,2024-05-12 03:43:18,Yes
21898,API,68,2023-02-23 00:30:53,Yes
34384,API,296,2019-06-26 11:09:58,No
42056,Billing,372,2020-07-10 04:17:29,No
34826,Dashboard,327,2022-04-06 23:22:24,No
35934,Billing,146,2024-09-17 06:20:59,No
33002,Billing,388,2023-08-26 16:24:14,No
4294,Reports,197,2021-09-24 15:28:06,No
38227,API,223,2018-04-05 13:23:15,Yes
6571,Billing,335,2021-06-17 05:21:27,No
12978,Dashboard,33,2018-05-24 02:35:36,No
45092,Reports,216,2018-04-01 04:18:54,Yes
11331,Reports,77,2021-08-31 18:49:55,No
15351,API,182,2022-09-28 09:20:21,No
14853,Billing,493,2020-12-26 03:38:30,No
5615,Billing,173,2021-06-08 18:56:54,No
37767,Dashboard,352,2024-05-09 01:08:02,No
18832,Automation,295,2021-12-28 04:41:30,No
36000,API,246,2018-01-15 11:22:02,No
19601,API,7,2020-12-21 04:03:18,No
40077,Billing,162,2020-12-02 09:55:34,No
47163,Dashboard,303,2021-06-03 22:53:48,Yes
46844,Billing,387,2019-11-10 13:52:01,No
19576,Reports,101,2020-07-28 02:37:35,No
46970,API,128,2023-08-06 04:14:47,No
37708,Reports,58,2023-06-09 19:48:35,No
28289,Billing,277,2020-12-26 01:45:03,No
43525,Billing,250,2021-01-13 16:05:43,No
34265,Dashboard,206,2022-04-24 06:32:14,No
21724,Dashboard,98,2022-12-28 04:51:48,No
37700,Billing,102,2024-01-24 07:12:10,Yes
21730,Reports,131,2019-12-07 13:58:15,No
4852,Dashboard,125,2020-09-01 00:24:19,Yes
1820,Reports,90,2018-03-04 02:31:50,No
10350,Reports,3,2022-03-22 07:46:08,No
32885,API,393,2022-02-09 15:08:16,No
13974,Billing,473,2018-12-26 09:06:31,Yes
41067,API,201,2020-10-11 15:22:50,No
11243,Billing,273,2018-10-13 17:36:16,No
18373,Dashboard,463,2021-01-04 19:26:18,No
6302,Billing,456,2018-08-06 19:36:34,Yes
5956,API,90,2023-04-11 09:25:14,No
13852,Automation,286,2024-05-14 01:55:22,Yes
48603,Reports,483,2018-06-28 04:14:53,No
18056,Reports,23,2023-04-17 12:18:43,Yes
19487,Billing,157,2022-05-20 18:11:20,Yes
2125,Billing,271,2023-10-02 02:14:51,No
28385,Automation,482,2018-05-31 04:33:23,No
23255,Reports,347,2023-02-06 17:59:55,No
13730,Billing,306,2020-09-30 14:09:38,No
2235,Reports,168,2022-03-25 01:12:30,Yes
10731,Reports,410,2021-11-01 22:40:21,Yes
28850,Reports,413,2021-04-02 16:44:04,No
8184,Reports,40,2021-09-09 16:01:32,No
14412,Dashboard,14,2022-12-30 17:46:39,Yes
2190,Billing,183,2018-10-06 14:24:26,Yes
31804,Billing,169,2021-01-06 21:38:03,Yes
8555,Automation,21,2019-07-05 06:01:50,No
27422,Reports,164,2022-11-27 12:10:02,Yes
35638,API,336,2020-12-30 12:35:01,Yes
26169,Reports,243,2022-01-27 09:59:42,No
48895,Dashboard,92,2019-09-10 10:14:08,No
30962,Reports,117,2021-12-29 07:55:43,No
9139,API,113,2020-09-03 07:49:55,No
14131,Dashboard,122,2021-07-06 18:59:01,No
11401,Dashboard,162,2022-09-11 04:10:59,No
1838,Reports,77,2021-06-25 18:19:51,Yes
31135,API,77,2021-10-13 07:13:22,No
8543,Dashboard,50,2023-07-30 19:43:56,Yes
37541,Automation,231,2018-06-09 20:42:33,Yes
49400,Reports,290,2018-07-08 04:56:00,No
36710,Automation,457,2019-10-12 18:25:23,No
23590,Automation,494,2023-01-22 01:13:31,Yes
32613,Dashboard,107,2022-03-16 20:44:48,No
19480,Automation,330,2020-10-05 18:03:51,No
32113,Dashboard,443,2022-10-05 21:15:35,No
17231,Dashboard,110,2021-06-21 03:50:23,No
33308,Reports,491,2023-12-09 08:29:14,Yes
21406,Reports,490,2021-10-02 09:13:39,No
42568,Automation,394,2019-06-18 15:35:18,Yes
28537,Automation,211,2024-11-05 04:52:51,Yes
49976,Billing,71,2024-09-25 04:32:59,No
16455,Reports,112,2020-12-19 09:38:18,No
47433,API,263,2024-11-12 13:38:33,No
31922,Dashboard,419,2018-12-21 18:27:17,No
23103,Dashboard,380,2019-08-24 02:55:01,No
11739,Reports,44,2020-03-31 19:45:49,No
45018,Billing,93,2021-08-22 04:16:41,Yes
7382,API,422,2020-01-05 22:25:57,No
10233,Automation,62,2024-11-10 02:40:24,No
4274,API,5,2020-11-16 14:54:32,Yes
21981,Automation,308,2018-02-09 11:15:36,No
44062,Billing,49,2020-09-02 11:44:39,No
27474,Automation,118,2021-05-29 14:07:50,No
18243,Automation,87,2018-10-07 07:46:47,Yes
