ticket_id,user_id,issue_type,resolution_time_hours,satisfaction_score,ticket_date
96636,26211,Feature Request,41,4,2024-09-04 17:56:20
137734,22922,Billing,58,4,2022-10-22 16:31:10
80370,26318,Login,68,5,2023-05-18 05:52:14
38633,36733,Login,119,1,2020-02-02 21:58:10
20527,46430,Billing,10,3,2022-11-08 19:02:53
26718,13687,Billing,11,3,2024-06-04 12:32:30
100557,5104,Login,68,5,2024-03-22 16:36:04
153107,20122,Billing,51,5,2019-10-21 16:31:04
14501,40674,Bug,90,2,2023-05-26 02:24:56
87018,36108,Billing,64,5,2018-09-13 17:02:31
84466,41499,Feature Request,111,3,2019-04-23 18:26:54
135139,21993,Bug,81,4,2023-10-27 11:48:15
164590,3760,Bug,75,5,2024-03-29 03:25:47
136596,42868,Billing,51,2,2018-10-13 18:10:07
196214,16411,Billing,90,3,2021-11-21 18:43:39
108894,16720,Login,62,3,2022-03-07 17:55:46
154845,30980,Login,42,4,2019-12-20 19:46:24
140565,6087,Billing,21,1,2020-12-05 05:08:11
71884,18395,Billing,23,5,2022-04-17 21:18:44
61522,18059,Bug,7,4,2024-11-12 21:36:48
67804,46490,Feature Request,46,5,2020-04-21 18:28:44
18447,18836,Billing,95,4,2018-09-12 19:41:33
103726,16834,Feature Request,100,4,2022-06-17 20:31:00
72768,43492,Billing,3,1,2024-08-08 14:28:49
172565,34470,Feature Request,33,1,2019-01-25 15:39:57
11149,27301,Bug,61,3,2018-07-06 06:49:21
160670,15970,Bug,25,1,2018-05-23 08:46:41
24841,9766,Feature Request,119,2,2023-10-16 04:42:42
72488,48416,Billing,52,4,2024-02-12 18:17:17
121003,28707,Login,44,4,2023-11-18 05:30:53
125002,35281,Login,44,2,2020-01-08 05:40:47
135845,37149,Login,48,4,2021-01-03 23:46:38
106831,33627,Login,2,4,2021-05-05 19:15:39
155627,32608,Login,7,4,2020-01-13 19:09:53
99410,16079,Login,7,4,2023-11-19 20:24:45
147336,10570,Bug,10,1,2021-05-10 16:15:22
186628,26566,Billing,36,4,2021-03-25 21:03:58
149965,2134,Feature Request,81,5,2019-03-29 10:47:26
44287,7955,Login,74,4,2024-05-03 11:04:34
180690,5277,Billing,5,5,2023-04-02 18:33:44
104990,1038,Login,15,4,2019-04-03 23:51:20
3046,23618,Feature Request,52,5,2018-06-07 23:32:29
87452,12277,Billing,83,4,2023-06-19 07:17:05
173813,36219,Billing,49,3,2024-04-21 17:16:23
132015,29640,Bug,103,5,2019-07-03 06:16:25
23460,49292,Bug,23,2,2021-06-18 15:02:34
194066,22413,Feature Request,61,3,2024-05-05 14:28:56
115176,7746,Login,67,4,2021-07-12 19:56:37
7135,29106,Bug,94,1,2018-05-11 15:44:34
160392,15139,Bug,61,2,2022-06-10 02:00:10
16019,11720,Bug,33,4,2019-11-09 10:23:24
102958,23216,Feature Request,44,5,2023-07-03 00:04:58
165135,43833,Billing,90,1,2020-11-29 06:25:42
134010,12246,Bug,105,2,2021-11-16 08:28:37
167540,40300,Billing,86,1,2020-05-11 06:28:11
68632,38510,Login,73,3,2018-06-01 05:58:47
6907,13196,Billing,100,1,2018-04-12 20:44:54
92514,14146,Feature Request,46,2,2019-08-06 09:03:46
43062,30537,Bug,5,5,2021-01-22 05:16:23
17854,12805,Login,77,5,2023-04-25 03:18:24
147622,11581,Bug,94,5,2019-11-22 07:01:47
12737,47091,Bug,108,1,2019-03-05 02:03:21
120439,45756,Feature Request,26,4,2018-07-15 19:02:24
148875,48413,Bug,116,3,2018-03-15 18:34:58
8015,24034,Login,90,3,2022-06-09 19:03:17
144158,43758,Feature Request,79,1,2021-05-21 15:09:34
150573,37512,Bug,49,4,2022-08-03 21:50:03
181251,23769,Billing,85,2,2022-08-21 14:29:57
120072,28025,Bug,5,2,2021-05-30 23:07:55
70430,45956,Login,105,4,2020-06-13 01:46:25
168967,15573,Login,86,4,2018-09-19 18:42:52
56562,43517,Feature Request,68,5,2020-10-18 03:35:19
118810,13413,Feature Request,57,5,2019-05-04 00:15:17
46659,29734,Billing,56,4,2024-11-01 22:28:37
48812,30028,Login,24,4,2020-07-11 07:43:09
197589,10486,Login,64,3,2020-08-17 13:31:29
80460,21080,Login,74,5,2024-02-08 19:12:48
128516,12825,Feature Request,69,4,2020-09-29 04:31:39
197365,49991,Bug,53,2,2023-05-08 06:53:42
187197,26511,Bug,10,1,2022-11-07 17:14:56
16216,825,Login,15,2,2024-08-08 20:17:05
150451,33583,Login,110,5,2019-04-12 04:23:40
111501,10059,Feature Request,74,1,2021-09-16 01:36:39
161186,4368,Bug,4,1,2023-08-09 13:07:41
129316,37663,Billing,103,2,2020-09-18 23:50:01
32699,46529,Billing,6,5,2018-12-10 16:12:29
110652,7581,Feature Request,110,5,2022-12-02 17:19:15
27478,40687,Login,109,1,2023-02-03 11:19:55
152534,23427,Feature Request,76,4,2019-04-29 13:13:47
130143,46571,Bug,39,2,2021-12-23 02:34:46
107900,22646,Billing,32,1,2023-12-09 09:24:12
42578,27628,Bug,22,1,2023-12-25 03:05:17
44140,13704,Billing,8,3,2023-12-21 19:55:20
178764,15682,Feature Request,34,1,2019-07-28 22:47:50
8604,46484,Billing,21,4,2024-12-25 06:00:53
118048,17830,Feature Request,5,5,2020-07-02 17:08:51
127961,39164,Billing,15,2,2020-09-14 22:08:18
67297,17473,Feature Request,102,5,2021-11-11 09:34:09
61401,20591,Billing,33,5,2020-04-16 08:35:56
59630,44947,Feature Request,95,3,2018-11-11 18:49:56
88492,12728,Bug,8,1,2019-12-08 19:36:43
161830,19724,Bug,87,3,2023-08-19 12:22:02
170971,16873,Billing,78,4,2024-01-17 22:14:58
172375,5373,Bug,100,2,2023-02-07 11:08:12
140738,9691,Billing,70,4,2021-04-19 08:17:23
28342,10823,Login,39,5,2022-10-02 06:46:33
158924,33878,Login,90,5,2020-02-03 08:00:09
87529,36843,Bug,12,5,2024-08-30 01:29:29
198665,18671,Login,93,1,2023-07-29 10:47:19
59740,6197,Login,51,2,2020-10-05 20:36:19
13819,46427,Feature Request,32,4,2022-12-28 21:40:21
14066,27246,Bug,37,3,2019-03-05 14:44:33
184888,42672,Billing,96,1,2021-09-01 15:56:08
103580,41356,Feature Request,41,1,2018-03-16 14:01:51
81646,27015,Bug,85,1,2023-09-04 20:03:47
154574,30076,Billing,103,4,2020-03-25 05:13:09
150780,41092,Login,52,3,2020-04-16 22:06:03
188734,38749,Feature Request,32,1,2021-12-19 21:25:44
168849,34949,Feature Request,2,1,2021-12-11 10:09:58
107586,26242,Feature Request,75,5,2019-07-25 04:10:32
69861,26358,Bug,90,3,2024-09-16 17:23:46
186491,23474,Feature Request,76,5,2021-08-29 15:28:43
195254,29646,Feature Request,71,5,2022-12-28 13:24:51
162424,10869,Login,35,2,2018-07-27 21:28:51
117118,19205,Login,11,4,2024-03-23 13:32:17
109181,5928,Billing,65,5,2022-01-10 04:00:03
163250,3868,Bug,99,2,2020-10-07 19:37:40
163406,33713,Feature Request,84,5,2018-05-25 12:06:18
51293,40319,Bug,56,2,2019-04-04 16:43:22
30397,1720,Login,35,4,2023-10-10 17:38:40
73676,4277,Billing,54,1,2022-08-14 06:04:17
62866,13128,Bug,7,4,2018-09-26 16:49:42
35984,13784,Billing,3,5,2019-12-14 16:37:45
148883,1427,Feature Request,52,3,2021-02-07 21:43:19
96962,34343,Bug,17,5,2023-10-20 17:33:24
159733,44542,Billing,84,1,2023-04-05 19:49:14
58753,14244,Feature Request,10,4,2018-09-01 17:11:15
92961,38879,Feature Request,110,2,2021-04-24 19:45:45
131903,12399,Bug,29,5,2023-10-18 17:29:06
147359,20298,Login,116,3,2019-01-31 05:39:49
63783,37812,Feature Request,119,3,2018-04-04 21:51:44
97213,16608,Login,56,3,2019-05-08 23:33:20
64582,23702,Bug,66,5,2021-11-24 07:40:19
111982,20106,Feature Request,41,4,2022-08-14 02:38:26
171550,21986,Bug,114,2,2020-02-04 15:45:48
53691,18799,Login,114,4,2022-04-25 20:24:08
195507,34023,Billing,66,1,2020-05-21 15:57:39
178210,3579,Billing,28,5,2019-02-25 21:47:46
67156,15715,Feature Request,81,1,2020-07-02 15:27:39
156699,8020,Login,26,3,2024-01-09 02:31:55
72332,5068,Bug,51,3,2022-05-17 14:40:35
150643,31347,Bug,51,5,2021-10-08 12:47:07
71883,9122,Feature Request,97,2,2020-02-11 05:27:26
176589,11917,Bug,6,4,2018-12-18 13:24:38
148459,30419,Feature Request,2,2,2024-03-27 00:57:18
65168,21028,Login,28,1,2023-06-26 18:59:56
151240,35739,Bug,2,3,2019-06-07 02:09:32
171234,15357,Login,9,3,2018-09-27 16:41:03
132667,18718,Billing,108,5,2019-07-03 14:06:16
199942,39040,Feature Request,20,2,2019-09-29 20:17:37
20135,18002,Bug,55,4,2019-12-17 21:35:18
165060,40927,Login,54,1,2022-06-27 09:28:41
179899,44997,Bug,62,5,2018-03-28 05:05:22
131167,29483,Feature Request,45,4,2018-04-21 22:00:08
178846,25107,Billing,54,4,2021-02-11 05:04:58
68637,47193,Feature Request,77,4,2024-05-19 20:13:10
102294,23334,Login,55,5,2018-10-12 08:06:07
198734,26371,Bug,2,4,2019-11-02 10:56:51
59369,29289,Bug,37,5,2024-12-19 05:09:33
50402,21644,Login,46,3,2022-07-05 00:42:38
147912,31935,Feature Request,6,5,2018-07-08 01:03:05
105598,2417,Billing,29,5,2018-10-07 07:07:31
119256,29403,Billing,11,4,2018-06-09 05:48:03
61504,34439,Bug,5,3,2018-09-26 13:36:56
36737,33248,Feature Request,99,3,2021-01-01 02:42:39
74465,27616,Login,91,3,2018-08-22 14:04:10
37697,4804,Feature Request,47,3,2022-10-06 11:45:53
170132,31721,Feature Request,29,5,2019-07-09 07:40:50
15475,12804,Feature Request,61,2,2022-07-18 11:56:24
133967,44040,Login,29,1,2021-06-04 14:35:10
126750,2318,Feature Request,54,1,2022-12-18 04:14:57
25511,40245,Billing,53,5,2019-04-07 02:32:19
101958,21935,Feature Request,54,2,2021-08-21 21:37:39
158483,2595,Login,31,5,2022-10-28 13:13:27
5573,21424,Login,81,1,2022-04-27 10:09:17
54676,39811,Feature Request,80,5,2022-06-02 10:47:32
138915,48134,Bug,30,4,2022-02-17 04:08:00
61931,23049,Billing,50,5,2023-05-11 01:45:01
26957,36314,Bug,20,1,2018-01-11 16:35:03
83766,41324,Bug,112,5,2019-04-18 03:05:04
127624,49815,Feature Request,100,4,2022-07-26 07:09:00
82326,48942,Feature Request,36,3,2022-10-28 23:50:50
162632,22795,Feature Request,85,1,2024-11-28 09:58:22
189104,25658,Billing,27,2,2019-11-26 02:35:40
21984,46398,Feature Request,119,1,2024-12-10 09:30:58
11623,7940,Login,22,4,2019-08-22 10:40:48
75393,49365,Login,19,1,2020-08-20 04:10:59
133432,39361,Bug,49,4,2021-01-15 13:44:28
74155,10271,Login,20,3,2023-04-05 12:04:09
195770,24428,Bug,62,4,2023-04-28 22:52:45
16118,15921,Login,84,4,2020-06-27 21:45:39
53047,25650,Login,52,2,2019-11-18 18:53:52
28367,45270,Login,47,5,2022-06-13 20:15:02
26074,35905,Billing,11,1,2024-10-27 07:13:35
52155,23796,Feature Request,112,1,2020-02-19 14:53:52
171196,26886,Feature Request,10,3,2024-01-27 13:48:33
43739,3560,Login,45,2,2018-02-19 19:26:45
197551,22486,Feature Request,9,4,2024-08-28 01:51:15
59597,37361,Billing,25,4,2021-09-09 16:45:12
171738,18888,Login,106,1,2024-12-26 11:50:09
177387,19469,Billing,47,4,2021-06-24 03:13:13
128431,15310,Billing,118,3,2020-05-04 10:07:18
58087,20159,Feature Request,24,1,2020-09-23 18:41:36
2159,41347,Feature Request,11,1,2021-10-07 03:56:22
39435,39052,Billing,94,4,2022-07-30 08:06:50
42628,12076,Billing,107,2,2023-10-19 15:51:06
128437,36613,Billing,109,3,2020-03-30 09:46:05
23653,24050,Feature Request,18,1,2020-06-12 15:32:26
154511,41033,Login,49,4,2019-01-23 21:46:21
34419,46663,Login,23,1,2022-11-03 00:44:00
45672,33838,Billing,70,1,2024-05-02 23:34:24
73458,2924,Feature Request,82,5,2018-06-03 16:01:33
10298,46980,Feature Request,28,3,2024-07-09 05:08:31
45177,32410,Bug,13,3,2019-05-14 05:44:59
177256,29952,Bug,44,1,2020-06-15 08:04:44
18906,22871,Billing,45,3,2023-01-02 21:18:37
21342,32344,Login,31,4,2018-03-03 09:23:20
171242,25776,Billing,95,4,2021-11-03 12:46:23
182102,1171,Feature Request,43,3,2020-08-28 14:18:42
148880,25621,Billing,58,3,2020-07-15 17:32:51
129110,31522,Feature Request,106,3,2019-07-17 20:52:55
150828,40693,Billing,75,4,2022-07-23 00:10:31
101200,25685,Billing,22,4,2020-01-18 16:24:17
83361,18023,Bug,5,4,2024-01-08 20:30:05
162221,15846,Billing,58,4,2021-07-06 01:52:41
92012,9985,Billing,26,4,2021-06-18 07:51:10
40725,9469,Billing,103,3,2020-12-17 07:18:08
91913,17270,Feature Request,44,4,2023-03-15 08:28:52
81763,28930,Feature Request,39,3,2018-04-16 19:41:42
145587,26283,Billing,64,4,2018-05-25 10:57:18
72218,9079,Login,98,4,2018-04-14 03:25:05
20004,18289,Login,70,4,2024-04-02 21:44:26
150649,40294,Feature Request,96,4,2024-05-10 20:55:04
475,18841,Login,17,5,2024-01-21 01:53:43
10006,3392,Bug,117,2,2023-03-05 11:18:13
167041,753,Login,118,5,2022-11-13 15:55:08
154025,49934,Bug,10,1,2022-03-12 10:41:06
39801,47973,Feature Request,58,5,2019-08-07 03:26:28
81283,28474,Billing,119,1,2024-08-08 16:06:59
4070,43950,Billing,84,2,2020-07-03 11:31:23
55784,37376,Billing,118,3,2018-01-16 11:27:24
8701,44314,Bug,116,4,2021-10-02 23:30:48
13558,47369,Billing,66,2,2018-01-01 14:47:00
90473,46933,Billing,41,1,2018-10-03 01:14:48
144409,35222,Billing,28,2,2024-08-29 03:45:27
116403,42568,Feature Request,66,1,2023-06-21 19:37:40
53940,47381,Login,40,1,2022-11-25 21:09:10
89028,10335,Feature Request,27,3,2019-03-07 18:25:36
75362,18137,Billing,41,4,2020-11-21 17:27:28
182995,6939,Feature Request,89,4,2019-04-21 18:45:52
165199,34753,Login,102,5,2021-03-04 13:34:40
43644,14512,Feature Request,17,4,2019-03-28 17:43:41
198799,47558,Bug,84,4,2022-10-20 20:52:19
11838,19887,Bug,64,2,2024-02-16 13:51:34
54092,25382,Bug,76,1,2022-04-04 23:52:34
192568,10223,Login,33,5,2019-09-25 07:18:06
58292,35298,Login,103,3,2018-01-05 11:31:54
131842,23327,Billing,41,1,2019-12-31 05:26:41
188802,48368,Feature Request,72,3,2023-08-12 18:34:56
51414,30263,Bug,90,2,2023-08-28 01:59:41
8135,6118,Login,74,4,2022-02-27 10:59:45
161031,8439,Feature Request,38,3,2023-01-23 16:55:39
159627,43731,Billing,27,2,2022-06-08 18:55:39
113704,27468,Billing,71,5,2019-05-23 15:25:54
77007,27054,Login,71,2,2018-03-28 08:34:40
80580,38146,Bug,11,5,2018-10-10 23:10:24
36311,24124,Billing,117,1,2021-09-15 08:09:05
171127,26367,Billing,58,5,2024-04-22 02:20:06
98299,20579,Billing,79,4,2022-08-28 17:09:49
118947,2650,Login,67,2,2021-05-30 23:25:18
183493,11401,Billing,75,1,2019-06-11 07:01:28
37375,697,Bug,11,3,2019-09-07 08:30:06
100132,12106,Billing,9,5,2023-12-17 21:32:07
66330,28309,Billing,116,1,2021-06-21 04:12:40
108415,11104,Billing,73,2,2020-08-28 06:06:14
56276,42279,Bug,71,1,2023-10-25 04:45:53
95624,19809,Billing,67,2,2024-10-27 18:15:55
36924,46663,Feature Request,8,4,2022-04-02 06:01:34
184307,45588,Login,35,5,2020-08-22 01:33:34
139981,22855,Billing,42,3,2020-12-17 04:09:42
37368,42777,Login,38,2,2024-02-09 00:46:15
48932,14742,Bug,39,1,2020-03-04 14:54:15
127240,29586,Login,98,3,2018-04-08 21:28:35
112717,33566,Billing,104,3,2021-09-26 15:11:57
187629,23652,Feature Request,82,1,2020-02-04 02:37:38
162290,11461,Login,21,1,2023-11-12 20:35:57
51449,45896,Billing,62,4,2019-11-29 16:00:17
42908,2580,Login,71,5,2022-06-16 23:57:38
39462,43287,Bug,4,3,2020-08-08 22:46:20
14247,14340,Login,103,5,2022-04-22 03:05:43
67486,38461,Login,53,1,2022-06-08 12:46:08
179048,44972,Bug,108,5,2021-06-08 20:34:03
151482,42653,Billing,102,4,2020-04-29 01:37:53
155322,34839,Billing,48,5,2022-10-26 11:58:32
98487,5515,Bug,16,2,2019-10-26 10:57:01
23097,25116,Bug,57,1,2024-10-22 00:36:02
163123,7436,Bug,20,2,2021-03-25 09:01:58
2504,5871,Bug,88,5,2020-05-27 14:45:21
186548,8313,Feature Request,72,3,2024-08-23 14:54:33
100215,41129,Bug,50,1,2020-09-09 14:56:56
123982,34708,Bug,29,2,2021-09-14 05:16:16
73776,42158,Feature Request,5,3,2021-10-10 22:35:37
21562,21622,Bug,87,2,2024-03-15 20:08:10
94735,30574,Billing,94,5,2024-03-01 10:17:25
39234,24195,Feature Request,5,3,2022-10-03 17:26:27
164377,35351,Bug,27,5,2021-06-13 07:49:45
26379,49337,Billing,3,3,2019-08-26 10:26:35
167863,24448,Bug,83,1,2020-06-15 01:57:03
107689,5566,Bug,40,2,2021-02-03 17:54:11
198335,44789,Feature Request,85,2,2024-06-04 01:31:13
52545,45455,Billing,6,2,2022-02-13 07:39:23
99311,43558,Login,33,5,2019-10-27 11:59:38
52715,7706,Billing,16,4,2019-07-12 03:43:08
158819,26256,Bug,89,5,2018-08-20 21:04:56
184029,32172,Bug,19,1,2020-05-29 23:44:02
9293,7890,Bug,64,3,2023-06-05 14:17:10
91341,21130,Bug,119,1,2020-06-12 17:54:27
125396,16591,Feature Request,39,3,2022-05-22 15:14:39
117161,33820,Bug,83,5,2019-03-16 08:15:37
125319,43411,Login,99,1,2024-07-08 12:57:20
169520,32427,Login,100,2,2022-12-09 09:10:35
168321,31455,Login,43,4,2021-10-23 16:04:56
107903,4681,Billing,23,5,2021-05-25 15:18:02
81221,38866,Billing,34,3,2019-10-01 07:29:23
139678,11235,Login,6,1,2021-05-11 13:29:36
20967,30254,Billing,80,2,2023-01-23 12:03:55
179267,11259,Bug,56,2,2023-12-16 04:46:36
147460,35841,Billing,78,2,2021-07-22 22:37:45
137109,29714,Login,25,5,2019-04-01 02:22:37
37351,9402,Bug,50,1,2022-09-10 22:42:17
141096,15044,Billing,76,5,2020-02-08 08:15:38
53337,1285,Billing,9,3,2021-07-12 14:27:04
147309,30416,Billing,48,4,2021-08-03 19:15:21
75346,34113,Bug,44,3,2023-06-11 08:17:27
164942,44666,Bug,98,1,2021-03-24 10:01:21
59792,27919,Feature Request,53,3,2021-02-01 10:19:14
66638,18859,Feature Request,114,4,2022-10-20 00:19:31
30640,8119,Bug,117,3,2024-12-22 11:54:39
139195,49047,Billing,44,3,2018-11-16 01:52:38
132450,29392,Feature Request,70,4,2018-08-19 05:55:55
71867,47110,Login,100,4,2020-12-17 16:38:34
60252,13156,Billing,11,1,2024-12-15 22:50:54
197048,28318,Login,9,2,2018-11-06 06:13:53
87461,9967,Billing,111,5,2021-10-06 04:27:44
120847,45861,Login,33,5,2019-01-22 20:01:35
4627,17180,Billing,4,3,2022-05-19 22:20:18
118987,29603,Billing,30,1,2018-01-24 04:07:31
77816,20662,Billing,103,1,2022-08-21 07:50:24
142234,35662,Billing,29,1,2024-07-15 22:18:29
36339,41295,Feature Request,80,2,2018-03-02 10:58:48
61547,778,Login,75,5,2019-08-31 07:18:39
152014,27692,Feature Request,72,3,2021-11-27 08:52:33
100140,47953,Login,81,4,2020-06-22 07:39:24
100615,38738,Feature Request,99,4,2022-01-13 05:19:00
137369,20607,Billing,69,3,2022-09-21 20:39:26
44308,40576,Bug,103,1,2020-04-02 05:17:10
98995,14116,Feature Request,43,3,2020-05-19 14:57:45
18541,18376,Bug,65,3,2024-12-07 09:12:53
171096,6958,Login,70,5,2024-04-02 09:05:59
143585,15803,Login,49,2,2021-01-01 15:41:05
126466,29302,Feature Request,84,5,2019-09-17 10:55:32
188742,40003,Billing,42,5,2020-06-11 05:00:10
186850,30196,Bug,81,5,2022-01-02 08:38:27
193121,16624,Bug,67,1,2024-05-19 04:39:08
37386,5914,Billing,52,1,2023-09-26 00:04:50
17726,44907,Bug,51,2,2023-11-14 06:57:01
60144,16883,Feature Request,102,2,2021-08-17 05:58:53
102097,33673,Bug,82,3,2022-03-30 08:02:47
98777,19540,Login,51,3,2022-09-06 07:41:39
71028,11984,Feature Request,106,1,2020-10-17 18:53:26
78785,2580,Billing,74,1,2023-12-29 23:08:51
60474,49442,Login,91,4,2018-05-31 02:01:30
142020,45497,Billing,102,4,2022-12-17 14:40:24
151039,3525,Billing,93,4,2018-12-14 06:46:06
114891,47485,Billing,109,5,2024-08-28 09:23:15
83688,8673,Feature Request,59,5,2019-10-06 23:30:44
46075,43492,Bug,16,1,2023-06-22 15:18:24
168394,22412,Login,18,4,2021-06-14 07:01:28
3981,33671,Billing,97,3,2023-04-02 05:31:53
83807,41578,Feature Request,87,2,2021-01-02 05:19:59
31286,4063,Feature Request,76,2,2019-07-25 09:59:41
41587,10253,Login,88,1,2024-10-18 21:04:20
67307,30914,Bug,72,3,2023-03-27 02:52:41
187520,46490,Login,32,1,2022-11-05 19:31:47
175805,46335,Login,6,4,2019-09-22 00:58:41
190541,8574,Feature Request,85,1,2023-08-21 17:13:20
83483,12872,Billing,7,5,2022-04-25 04:24:35
75816,3315,Feature Request,38,5,2019-01-03 08:59:14
20653,31532,Login,58,1,2020-12-07 13:46:48
127099,21203,Feature Request,55,2,2022-05-04 20:43:21
62803,33091,Feature Request,115,3,2021-05-17 13:39:32
81094,30683,Bug,62,5,2022-02-24 14:33:01
55063,6729,Login,66,3,2024-12-09 06:17:26
104977,2549,Billing,71,4,2018-06-18 00:11:01
46362,8748,Login,28,3,2018-04-23 05:03:13
173262,22960,Bug,73,3,2022-10-27 19:19:36
11596,35113,Login,14,2,2022-07-05 07:23:57
180577,11962,Bug,55,1,2022-10-23 08:02:36
128100,49114,Billing,100,3,2019-06-15 04:28:33
165298,16003,Bug,89,2,2021-05-19 03:55:57
36446,29745,Feature Request,90,2,2019-08-31 06:10:13
73989,5086,Billing,70,5,2021-04-21 21:20:54
87449,7066,Login,27,2,2023-09-18 18:14:13
36654,19323,Bug,83,1,2020-12-02 19:22:43
49362,16505,Feature Request,18,1,2021-04-15 12:48:11
46114,16588,Bug,62,3,2020-11-09 08:07:11
20862,27370,Login,52,3,2020-06-06 09:29:10
136027,48533,Billing,30,5,2018-07-12 16:18:38
194416,34876,Billing,63,1,2021-03-11 16:51:12
11064,40580,Bug,75,4,2022-09-17 19:41:01
52242,18070,Bug,46,5,2024-09-10 02:40:00
39862,42651,Login,83,4,2024-05-19 19:40:38
129451,7781,Login,52,1,2018-01-04 20:41:08
100715,31157,Login,98,1,2023-10-02 12:51:48
95857,27383,Bug,38,3,2024-03-23 11:11:22
2940,36333,Feature Request,97,1,2018-01-04 02:15:32
41201,36523,Bug,87,3,2022-03-11 08:30:38
51964,45412,Billing,79,2,2021-04-09 03:31:21
139816,41855,Billing,74,2,2019-10-16 15:47:30
25770,11530,Login,52,5,2021-12-18 10:20:13
65413,9403,Login,54,4,2024-06-20 18:42:10
37325,26221,Bug,87,5,2018-10-24 11:48:17
125778,49933,Login,41,1,2020-01-05 00:22:38
5266,41826,Billing,60,5,2020-09-17 20:06:06
29215,49133,Bug,41,4,2018-03-20 18:03:20
179083,25007,Feature Request,34,2,2023-06-11 03:45:59
40491,38232,Feature Request,63,2,2024-11-29 11:42:53
75894,12294,Billing,114,2,2019-11-19 19:40:13
76069,47042,Billing,31,3,2024-12-18 09:47:49
70456,23415,Feature Request,52,5,2022-03-14 13:50:25
180084,10196,Feature Request,113,4,2020-03-21 15:31:07
140751,5826,Feature Request,102,1,2024-12-22 07:25:31
187504,7747,Bug,41,5,2019-07-05 17:53:26
32751,31761,Bug,107,2,2022-01-22 14:15:46
70255,4646,Feature Request,10,5,2022-08-04 16:20:19
129362,43546,Feature Request,90,3,2018-01-11 09:55:20
152470,19435,Feature Request,9,1,2021-12-30 02:24:16
165686,44980,Feature Request,72,3,2022-03-07 08:20:32
52806,20990,Billing,58,3,2020-07-16 19:29:11
122457,43201,Login,9,2,2022-12-27 13:37:18
178483,26258,Billing,109,5,2022-09-12 06:01:02
121733,44114,Bug,2,2,2019-05-07 10:28:52
49086,16953,Login,70,1,2024-12-13 18:11:21
110620,38641,Feature Request,84,5,2024-07-18 00:38:19
25421,26539,Login,3,3,2019-11-28 06:26:51
198371,15173,Login,75,4,2021-08-21 13:56:38
49992,16753,Feature Request,109,3,2018-02-15 21:54:06
37798,45828,Feature Request,116,5,2019-04-02 06:52:36
161874,41429,Bug,84,2,2023-02-02 20:33:32
182191,19933,Login,33,4,2020-12-05 21:11:28
65208,24548,Login,75,4,2022-03-06 17:10:44
168309,2402,Billing,102,4,2024-05-15 13:17:44
182807,43445,Billing,112,1,2023-10-21 10:02:34
41633,36280,Feature Request,13,1,2019-01-31 13:19:15
63091,4636,Bug,111,3,2024-07-26 14:52:30
7795,28953,Login,74,1,2022-02-28 00:40:47
105084,1525,Billing,108,2,2023-10-10 10:52:14
31268,34957,Billing,48,5,2023-05-26 00:24:07
157902,17162,Bug,84,3,2024-12-05 00:28:56
15984,14474,Feature Request,97,3,2018-06-28 13:25:01
30279,49532,Billing,116,5,2018-07-30 18:31:11
151231,17410,Feature Request,106,5,2018-04-16 09:43:35
1901,12645,Bug,80,1,2022-06-03 12:25:38
45775,19208,Feature Request,74,1,2019-01-13 06:41:30
10935,6403,Login,43,5,2024-01-25 04:44:14
17907,30219,Login,114,4,2021-03-14 02:41:28
96380,4017,Billing,116,5,2020-03-15 00:02:49
190926,16289,Bug,36,4,2022-04-24 00:28:21
40749,23102,Feature Request,55,4,2019-05-30 05:49:58
93617,48790,Billing,17,2,2021-10-16 14:34:07
59844,23750,Bug,53,5,2023-01-23 21:52:40
189973,17865,Billing,68,3,2018-03-25 21:08:08
100759,41857,Bug,63,5,2018-03-21 17:58:22
157832,692,Feature Request,5,2,2024-12-17 10:29:24
143718,39751,Feature Request,103,3,2023-03-09 17:05:32
115235,39140,Billing,44,2,2024-03-03 09:22:12
193687,9394,Login,77,4,2019-11-11 03:57:41
131850,7701,Login,103,5,2023-06-24 19:20:20
180958,1087,Feature Request,80,3,2018-02-15 08:08:44
32296,18741,Login,103,3,2021-06-14 17:01:27
190969,2161,Bug,97,5,2021-07-05 03:44:35
188336,43991,Login,80,4,2020-12-11 15:39:12
137899,14531,Feature Request,33,4,2023-12-05 10:08:29
176421,11595,Bug,39,5,2020-04-14 00:26:47
165164,8445,Feature Request,12,1,2020-03-08 22:51:39
149081,1046,Feature Request,109,5,2021-04-07 08:06:43
148852,35802,Billing,80,1,2020-02-16 08:01:30
51097,15473,Billing,10,1,2023-03-29 05:35:52
105168,16097,Billing,74,3,2023-11-18 16:40:11
188182,19510,Bug,107,4,2020-07-06 10:50:26
150127,4567,Bug,49,2,2019-07-07 04:19:08
104261,31793,Feature Request,11,5,2024-11-11 13:58:33
17410,4651,Billing,50,3,2020-12-14 09:10:35
74592,20368,Bug,18,2,2024-07-11 03:32:26
6782,8351,Login,52,3,2024-09-08 19:57:25
136255,15315,Feature Request,8,1,2020-06-15 22:40:23
33684,43553,Feature Request,97,5,2019-10-12 04:20:52
193148,25507,Login,79,2,2020-07-14 23:40:11
79383,33377,Login,105,5,2019-09-07 08:46:14
64458,41800,Feature Request,11,5,2021-05-12 10:13:35
29862,30408,Feature Request,66,2,2023-04-08 05:03:05
2918,14698,Login,8,2,2023-07-16 17:32:59
