employee_id,avg_daily_hours,tasks_completed,work_mode,productivity_level
76059,5.0,5,Onsite,Normal
16037,9.9,19,Remote,Normal
29561,8.7,8,Hybrid,Normal
82618,11.0,8,Hybrid,Normal
80305,11.1,20,Onsite,Normal
34306,5.4,7,Hybrid,Normal
10868,7.7,1,Onsite,Normal
85146,9.2,13,Hybrid,Normal
74390,4.3,5,Remote,Normal
9846,7.2,22,Remote,High
77037,9.8,6,Remote,Normal
45137,8.4,10,Hybrid,Normal
9849,4.3,19,Remote,High
30440,6.9,6,Hybrid,Normal
21290,6.3,22,Remote,High
28384,5.4,24,Onsite,High
19995,11.1,1,Hybrid,Normal
74105,7.1,4,Hybrid,Normal
44539,4.7,24,Remote,High
17715,6.5,10,Remote,Normal
36616,5.8,10,Hybrid,Normal
80860,5.6,3,Hybrid,Normal
8972,11.7,17,Onsite,Normal
77405,9.2,5,Hybrid,Normal
71371,4.5,17,Onsite,High
87710,8.5,10,Onsite,Normal
87826,7.8,20,Hybrid,High
1275,8.4,20,Remote,High
56588,11.8,20,Remote,Normal
45501,9.1,16,Onsite,Normal
59270,10.9,3,Onsite,Normal
25452,8.8,11,Onsite,Normal
34045,5.1,15,Onsite,Normal
10283,9.1,2,Hybrid,Normal
43575,4.7,4,Hybrid,Normal
82376,8.1,6,Hybrid,Normal
61609,8.9,15,Onsite,Normal
86364,10.1,4,Remote,Normal
87189,9.5,23,Hybrid,Normal
26826,8.5,14,Remote,Normal
36357,10.4,19,Remote,Normal
64191,9.1,9,Onsite,Normal
39844,5.3,14,Hybrid,Normal
382,9.5,20,Hybrid,Normal
57320,5.8,14,Onsite,Normal
63464,8.8,24,Remote,High
89007,8.1,15,Remote,Normal
77580,9.3,10,Onsite,Normal
32730,8.0,5,Hybrid,Normal
69859,5.9,4,Hybrid,Normal
51586,11.2,15,Remote,Normal
19621,9.8,9,Onsite,Normal
10143,4.3,9,Onsite,Normal
41089,5.9,11,Onsite,Normal
80793,5.0,22,Hybrid,High
5246,5.8,1,Hybrid,Normal
54452,6.3,21,Remote,High
38765,8.8,16,Hybrid,High
80892,9.6,18,Hybrid,Normal
79549,8.7,19,Onsite,High
60581,5.4,5,Remote,Normal
700,7.1,11,Remote,Normal
11531,9.2,12,Remote,Normal
85155,5.4,10,Remote,Normal
43189,4.9,20,Hybrid,High
75025,4.6,10,Onsite,Normal
20078,10.7,22,Onsite,Normal
7308,10.1,11,Hybrid,Normal
60155,10.8,15,Onsite,Normal
33194,5.7,6,Hybrid,Normal
25415,4.2,3,Onsite,Normal
8183,6.4,21,Hybrid,High
50846,11.0,1,Onsite,Normal
29389,8.4,8,Hybrid,Normal
62661,9.7,12,Onsite,Normal
85437,5.2,24,Remote,High
87923,9.8,21,Remote,Normal
37755,5.1,2,Hybrid,Normal
42411,8.4,16,Remote,High
30230,8.8,11,Remote,Normal
39580,9.6,13,Remote,Normal
77602,8.5,5,Onsite,Normal
38693,7.3,9,Onsite,Normal
85267,5.8,7,Remote,Normal
63130,5.5,5,Onsite,Normal
12557,11.4,24,Onsite,Normal
31398,9.2,15,Hybrid,Normal
55925,10.1,20,Hybrid,Normal
13783,5.9,20,Remote,High
6882,8.0,5,Remote,Normal
70268,5.1,22,Onsite,High
71525,5.9,16,Remote,High
1768,5.4,1,Remote,Normal
69528,8.4,15,Onsite,Normal
83949,10.5,9,Onsite,Normal
6253,9.6,24,Hybrid,Normal
40931,8.2,1,Remote,Normal
8646,9.7,15,Onsite,Normal
3669,11.8,9,Onsite,Normal
42687,10.7,8,Onsite,Normal
4174,6.2,15,Onsite,Normal
16134,7.4,9,Hybrid,Normal
19465,6.1,13,Hybrid,Normal
28813,7.0,9,Remote,Normal
58469,9.6,7,Hybrid,Normal
78166,5.3,10,Onsite,Normal
25379,6.5,5,Hybrid,Normal
54221,5.1,3,Onsite,Normal
4488,5.2,20,Onsite,High
1931,5.8,5,Remote,Normal
63552,7.8,19,Remote,High
27427,8.9,12,Hybrid,Normal
59798,6.3,6,Remote,Normal
55602,5.9,11,Onsite,Normal
14620,8.0,21,Hybrid,High
15090,9.7,14,Hybrid,Normal
5351,4.2,11,Onsite,Normal
77432,7.3,19,Onsite,High
53356,9.1,4,Hybrid,Normal
19056,6.9,8,Hybrid,Normal
7049,5.2,1,Remote,Normal
56111,11.0,16,Onsite,Normal
89700,4.7,10,Hybrid,Normal
2030,8.4,2,Remote,Normal
13985,9.0,15,Onsite,Normal
31040,4.1,17,Hybrid,High
63685,11.7,18,Onsite,Normal
54017,6.4,12,Onsite,Normal
71601,11.1,13,Onsite,Normal
49978,10.0,8,Remote,Normal
38996,10.0,17,Remote,Normal
85295,5.8,2,Hybrid,Normal
63409,12.0,3,Hybrid,Normal
65083,8.3,18,Remote,High
55894,10.0,23,Remote,Normal
36234,9.2,13,Onsite,Normal
53836,9.0,21,Onsite,High
51390,5.6,11,Remote,Normal
72976,7.8,19,Onsite,High
26732,9.6,16,Remote,Normal
21832,5.3,14,Onsite,Normal
72365,9.9,22,Onsite,Normal
43177,11.9,1,Onsite,Normal
66484,11.4,17,Remote,Normal
66456,4.1,9,Remote,Normal
29658,6.1,14,Remote,Normal
87186,7.3,16,Onsite,High
56748,6.6,13,Remote,Normal
46921,4.9,10,Hybrid,Normal
17221,9.0,6,Remote,Normal
44265,5.7,2,Hybrid,Normal
77647,4.9,22,Onsite,High
12378,6.4,11,Hybrid,Normal
50308,8.5,7,Hybrid,Normal
9121,11.9,19,Remote,Normal
62747,9.6,9,Onsite,Normal
32983,7.2,20,Remote,High
5541,8.3,7,Remote,Normal
2239,4.0,5,Hybrid,Normal
57371,4.0,21,Hybrid,High
24410,7.8,24,Onsite,High
60931,8.2,19,Remote,High
86370,7.0,21,Remote,High
55467,8.6,18,Hybrid,High
69340,6.2,22,Hybrid,High
60712,6.8,2,Hybrid,Normal
44217,8.4,13,Onsite,Normal
56358,4.4,2,Hybrid,Normal
40905,6.6,20,Onsite,High
80490,8.0,12,Hybrid,Normal
56225,7.7,14,Hybrid,Normal
76002,7.8,8,Remote,Normal
16708,5.6,11,Remote,Normal
47955,5.6,19,Remote,High
48243,5.4,13,Onsite,Normal
62042,8.3,3,Hybrid,Normal
63823,8.3,3,Hybrid,Normal
25953,6.7,12,Onsite,Normal
56314,11.5,1,Onsite,Normal
20198,4.1,2,Onsite,Normal
10304,11.5,2,Remote,Normal
87682,9.4,5,Remote,Normal
56442,7.0,8,Remote,Normal
22235,9.0,16,Hybrid,High
42935,6.0,11,Remote,Normal
5836,8.0,17,Onsite,High
484,6.1,11,Onsite,Normal
76688,5.1,13,Hybrid,Normal
66746,7.5,23,Hybrid,High
4351,6.8,1,Remote,Normal
9353,8.9,15,Onsite,Normal
32143,5.7,10,Hybrid,Normal
6029,7.8,2,Remote,Normal
73437,4.7,15,Remote,Normal
34127,10.5,22,Hybrid,Normal
35075,8.8,2,Hybrid,Normal
31925,10.9,21,Onsite,Normal
88828,4.3,12,Hybrid,Normal
34878,7.9,6,Hybrid,Normal
40274,5.1,24,Hybrid,High
76072,6.2,19,Remote,High
9203,4.7,6,Onsite,Normal
49826,9.8,13,Onsite,Normal
89191,10.7,15,Remote,Normal
64882,9.1,14,Hybrid,Normal
29309,5.0,10,Onsite,Normal
44363,4.6,21,Hybrid,High
43178,4.5,16,Onsite,High
44377,10.5,13,Onsite,Normal
25114,10.2,7,Hybrid,Normal
68745,8.6,16,Remote,High
3722,5.2,19,Remote,High
38265,10.4,2,Remote,Normal
71770,4.5,20,Onsite,High
32030,5.4,2,Remote,Normal
6052,8.7,21,Onsite,High
55584,11.2,16,Hybrid,Normal
7720,10.5,15,Remote,Normal
28833,4.5,2,Hybrid,Normal
62999,7.0,19,Onsite,High
18788,11.9,5,Remote,Normal
53151,6.0,11,Hybrid,Normal
16871,9.7,9,Remote,Normal
88457,7.1,3,Onsite,Normal
81407,9.5,20,Hybrid,Normal
33216,11.1,20,Onsite,Normal
13875,10.0,3,Remote,Normal
1012,11.6,15,Hybrid,Normal
26948,7.2,19,Remote,High
48540,10.0,18,Hybrid,Normal
81251,9.0,3,Hybrid,Normal
7605,9.4,7,Hybrid,Normal
56184,5.7,12,Hybrid,Normal
9480,8.7,22,Remote,High
28472,7.9,19,Remote,High
20741,7.9,13,Hybrid,Normal
56423,10.1,4,Onsite,Normal
83420,7.0,15,Onsite,Normal
86656,5.0,9,Onsite,Normal
18198,8.2,23,Hybrid,High
66313,10.2,14,Hybrid,Normal
89012,11.5,9,Remote,Normal
29698,4.1,1,Hybrid,Normal
87489,8.6,7,Hybrid,Normal
46612,7.7,24,Remote,High
821,6.6,15,Remote,Normal
20175,11.8,12,Hybrid,Normal
53826,10.3,14,Onsite,Normal
58659,10.5,13,Hybrid,Normal
3087,8.8,18,Hybrid,High
9024,11.1,15,Hybrid,Normal
14999,8.8,20,Remote,High
6117,5.9,1,Remote,Normal
70213,9.0,23,Onsite,High
70327,10.8,3,Onsite,Normal
64873,4.8,13,Hybrid,Normal
77785,8.8,4,Hybrid,Normal
29281,11.1,3,Remote,Normal
69770,5.3,20,Remote,High
89542,10.2,16,Remote,Normal
9923,9.0,10,Hybrid,Normal
29527,4.7,14,Onsite,Normal
50909,7.0,11,Remote,Normal
31395,11.9,18,Hybrid,Normal
68584,9.2,16,Remote,Normal
22938,9.3,14,Remote,Normal
64545,9.4,12,Onsite,Normal
57635,10.0,17,Remote,Normal
9510,9.0,19,Remote,High
85427,8.5,14,Onsite,Normal
74601,5.2,2,Onsite,Normal
62928,4.6,11,Onsite,Normal
53669,8.6,12,Onsite,Normal
13841,4.4,3,Onsite,Normal
61973,5.5,21,Onsite,High
65107,7.1,24,Onsite,High
50346,7.9,1,Hybrid,Normal
23144,9.5,3,Remote,Normal
35316,10.5,23,Remote,Normal
17868,6.4,17,Onsite,High
59606,11.8,23,Onsite,Normal
48694,5.0,17,Onsite,High
44857,11.8,17,Onsite,Normal
20440,9.8,18,Onsite,Normal
27047,10.9,10,Hybrid,Normal
49664,4.2,4,Onsite,Normal
60379,5.9,8,Hybrid,Normal
49380,8.4,9,Remote,Normal
86648,5.3,10,Hybrid,Normal
9177,10.1,15,Hybrid,Normal
78173,5.7,20,Onsite,High
20959,6.1,10,Hybrid,Normal
60798,6.6,15,Remote,Normal
31811,6.6,20,Remote,High
46602,8.2,2,Remote,Normal
45820,5.2,2,Hybrid,Normal
22291,11.9,19,Onsite,Normal
162,5.6,8,Hybrid,Normal
51816,4.1,5,Hybrid,Normal
82694,11.8,14,Hybrid,Normal
77088,7.6,2,Hybrid,Normal
66773,6.9,15,Remote,Normal
67120,11.5,12,Remote,Normal
41510,11.4,15,Hybrid,Normal
13122,6.7,7,Hybrid,Normal
68784,10.4,12,Hybrid,Normal
85032,9.1,13,Remote,Normal
13357,5.5,20,Onsite,High
82947,10.5,19,Hybrid,Normal
44711,11.7,4,Onsite,Normal
21817,10.5,24,Remote,Normal
58544,6.4,9,Remote,Normal
88121,4.4,22,Onsite,High
60493,6.0,11,Hybrid,Normal
67579,8.2,6,Hybrid,Normal
29230,9.7,17,Onsite,Normal
68409,10.5,3,Hybrid,Normal
52385,10.5,19,Hybrid,Normal
83324,8.2,10,Hybrid,Normal
76683,11.3,16,Onsite,Normal
492,7.2,3,Remote,Normal
53081,6.4,16,Remote,High
50521,7.6,4,Remote,Normal
20405,4.5,20,Remote,High
83709,6.2,17,Onsite,High
29111,10.1,7,Remote,Normal
71707,7.3,15,Onsite,Normal
89481,10.5,13,Remote,Normal
46055,5.7,19,Onsite,High
85120,10.5,20,Remote,Normal
66711,7.4,12,Hybrid,Normal
19104,8.9,11,Remote,Normal
10360,11.2,11,Remote,Normal
42819,5.1,5,Onsite,Normal
5689,7.3,11,Onsite,Normal
55632,9.9,14,Hybrid,Normal
74573,5.4,7,Remote,Normal
81775,6.4,12,Remote,Normal
1959,8.4,4,Remote,Normal
77797,4.4,14,Onsite,Normal
8909,10.4,8,Remote,Normal
23883,4.4,10,Onsite,Normal
39805,8.2,23,Remote,High
22455,4.6,2,Hybrid,Normal
55999,10.2,23,Onsite,Normal
44465,5.2,14,Remote,Normal
63721,6.0,17,Remote,High
59032,9.0,4,Remote,Normal
68336,8.8,21,Onsite,High
73940,10.3,9,Onsite,Normal
6726,4.2,23,Onsite,High
64867,8.8,6,Onsite,Normal
6700,8.1,12,Remote,Normal
11684,7.1,19,Hybrid,High
58672,11.7,17,Onsite,Normal
27597,6.5,17,Hybrid,High
62323,8.6,14,Remote,Normal
10281,10.7,22,Remote,Normal
71467,4.2,16,Onsite,High
8674,7.5,15,Hybrid,Normal
43042,5.6,15,Onsite,Normal
16959,8.7,1,Remote,Normal
85308,10.0,2,Hybrid,Normal
89986,8.2,8,Hybrid,Normal
73241,6.3,2,Remote,Normal
24237,7.6,3,Remote,Normal
40648,11.2,15,Remote,Normal
80515,11.2,15,Remote,Normal
44485,4.5,1,Hybrid,Normal
36777,6.1,9,Hybrid,Normal
13203,6.9,11,Remote,Normal
45294,10.4,8,Remote,Normal
48151,6.9,8,Remote,Normal
8859,9.7,13,Onsite,Normal
62490,8.0,14,Onsite,Normal
86527,8.9,21,Hybrid,High
56883,4.0,13,Onsite,Normal
63440,4.3,10,Hybrid,Normal
8850,9.7,6,Remote,Normal
4883,7.4,22,Hybrid,High
71351,11.6,17,Hybrid,Normal
76692,10.3,11,Hybrid,Normal
69276,9.9,16,Hybrid,Normal
17790,4.6,24,Remote,High
57488,9.6,6,Hybrid,Normal
85445,4.3,8,Onsite,Normal
84058,7.8,21,Remote,High
85537,5.3,1,Hybrid,Normal
1107,10.9,17,Hybrid,Normal
17610,5.7,2,Hybrid,Normal
16523,8.8,17,Hybrid,High
15308,5.4,21,Onsite,High
54007,6.4,1,Hybrid,Normal
36477,10.9,18,Hybrid,Normal
24142,5.2,3,Hybrid,Normal
32819,7.7,13,Onsite,Normal
3897,4.2,4,Remote,Normal
59151,7.2,21,Remote,High
74816,11.1,9,Hybrid,Normal
27699,9.9,3,Remote,Normal
50316,10.4,17,Hybrid,Normal
18629,8.3,18,Hybrid,High
29437,9.0,17,Hybrid,High
43439,6.0,13,Remote,Normal
14922,4.9,3,Onsite,Normal
78514,5.6,12,Remote,Normal
2165,12.0,4,Onsite,Normal
7998,6.3,18,Hybrid,High
77989,4.8,23,Remote,High
49481,10.2,13,Remote,Normal
85241,11.0,6,Onsite,Normal
36687,4.9,23,Remote,High
85462,6.3,4,Remote,Normal
32230,4.8,23,Hybrid,High
36854,9.8,18,Remote,Normal
74528,5.6,19,Onsite,High
48463,9.4,6,Remote,Normal
25064,5.7,9,Onsite,Normal
49325,5.6,4,Onsite,Normal
57707,11.2,16,Hybrid,Normal
38424,8.6,5,Onsite,Normal
15081,4.0,21,Hybrid,High
67225,5.8,11,Onsite,Normal
68695,7.4,11,Hybrid,Normal
77455,6.9,10,Onsite,Normal
12957,5.7,21,Onsite,High
28856,7.3,9,Remote,Normal
24241,8.7,5,Hybrid,Normal
85890,6.4,22,Remote,High
37477,9.1,9,Remote,Normal
86546,7.6,12,Remote,Normal
71739,9.5,19,Remote,Normal
77687,7.8,19,Onsite,High
40351,9.8,18,Remote,Normal
30996,5.6,21,Onsite,High
17507,11.4,2,Remote,Normal
66909,6.6,12,Remote,Normal
32752,9.6,3,Remote,Normal
22564,8.2,22,Remote,High
80747,9.1,23,Onsite,Normal
28135,10.5,10,Remote,Normal
24053,7.1,9,Remote,Normal
88539,8.1,16,Onsite,High
70550,5.5,11,Remote,Normal
1516,5.4,11,Onsite,Normal
66714,8.2,1,Hybrid,Normal
41857,8.6,15,Remote,Normal
2137,5.2,2,Remote,Normal
46803,5.9,14,Remote,Normal
8819,5.2,5,Hybrid,Normal
55764,8.1,12,Remote,Normal
40866,9.9,19,Remote,Normal
53242,9.0,7,Remote,Normal
56167,10.7,23,Hybrid,Normal
78481,9.5,8,Remote,Normal
23381,8.9,4,Onsite,Normal
62776,9.8,19,Remote,Normal
40171,5.5,17,Hybrid,High
7155,5.9,21,Onsite,High
31505,8.9,17,Onsite,High
63517,9.6,12,Remote,Normal
78594,5.3,2,Onsite,Normal
15219,5.2,8,Remote,Normal
75116,6.4,1,Remote,Normal
51229,4.2,15,Hybrid,Normal
23344,5.7,8,Hybrid,Normal
10134,9.2,23,Hybrid,Normal
67396,9.1,20,Onsite,Normal
62795,5.7,1,Onsite,Normal
27998,7.0,10,Onsite,Normal
37352,10.9,9,Hybrid,Normal
3910,11.4,20,Hybrid,Normal
76211,11.8,12,Onsite,Normal
75396,7.2,14,Onsite,Normal
12933,7.2,24,Hybrid,High
2382,7.2,16,Onsite,High
13016,5.8,24,Remote,High
76755,5.8,14,Onsite,Normal
25904,10.1,13,Hybrid,Normal
67635,11.5,16,Remote,Normal
2305,8.8,19,Hybrid,High
46954,4.7,20,Remote,High
40696,10.4,24,Onsite,Normal
11066,11.8,6,Onsite,Normal
2437,4.1,10,Hybrid,Normal
55224,7.7,15,Remote,Normal
86995,4.6,10,Remote,Normal
41601,10.7,11,Remote,Normal
70804,4.7,11,Remote,Normal
59637,7.2,3,Hybrid,Normal
77984,8.6,21,Remote,High
33481,7.4,1,Hybrid,Normal
195,7.7,19,Remote,High
83144,7.4,5,Hybrid,Normal
59706,4.9,16,Onsite,High
20157,5.8,22,Hybrid,High
33826,9.0,13,Onsite,Normal
71417,9.3,14,Onsite,Normal
79217,4.9,23,Onsite,High
64218,8.6,12,Hybrid,Normal
59720,7.7,2,Remote,Normal
34637,9.0,8,Remote,Normal
49693,5.0,5,Remote,Normal
18839,9.4,10,Remote,Normal
1237,5.7,10,Hybrid,Normal
43103,5.6,9,Remote,Normal
43163,6.9,22,Onsite,High
76077,8.8,16,Onsite,High
65894,7.9,15,Remote,Normal
15357,7.9,20,Hybrid,High
83619,5.6,1,Hybrid,Normal
9392,5.9,17,Hybrid,High
46416,4.3,20,Onsite,High
87807,6.8,23,Remote,High
284,7.1,15,Onsite,Normal
5247,4.2,4,Hybrid,Normal
31260,8.9,3,Remote,Normal
18445,7.8,10,Remote,Normal
89977,10.3,21,Hybrid,Normal
56114,4.4,11,Onsite,Normal
52278,5.4,2,Hybrid,Normal
26427,7.8,15,Onsite,Normal
46373,4.5,23,Hybrid,High
76613,7.9,24,Onsite,High
83037,10.8,24,Hybrid,Normal
89132,7.7,17,Remote,High
28279,5.7,15,Remote,Normal
5761,10.2,24,Hybrid,Normal
36779,7.8,10,Hybrid,Normal
71308,9.9,17,Remote,Normal
82618,7.9,12,Onsite,Normal
29165,6.8,10,Onsite,Normal
63838,6.4,11,Remote,Normal
64582,7.8,23,Hybrid,High
3093,6.1,4,Onsite,Normal
29962,10.3,11,Remote,Normal
52349,11.8,12,Onsite,Normal
89026,7.0,21,Remote,High
36256,8.8,9,Hybrid,Normal
49679,9.3,23,Remote,Normal
89092,4.7,2,Hybrid,Normal
76643,7.2,20,Remote,High
3480,5.7,4,Remote,Normal
30057,5.7,9,Remote,Normal
53045,7.8,6,Hybrid,Normal
23036,8.3,1,Hybrid,Normal
26439,11.5,5,Remote,Normal
17308,8.9,18,Onsite,High
59236,11.0,21,Remote,Normal
10951,7.0,22,Hybrid,High
78060,11.9,22,Remote,Normal
28902,11.3,3,Remote,Normal
45311,4.9,15,Remote,Normal
3420,5.2,2,Onsite,Normal
16433,11.3,8,Hybrid,Normal
37238,6.0,19,Hybrid,High
62787,9.2,15,Onsite,Normal
56377,9.5,9,Onsite,Normal
62026,11.7,6,Hybrid,Normal
28084,10.7,17,Remote,Normal
65160,6.0,10,Hybrid,Normal
1491,4.5,24,Remote,High
21106,9.0,22,Onsite,High
67025,8.3,9,Onsite,Normal
7256,5.5,6,Remote,Normal
20238,11.6,8,Onsite,Normal
4740,9.1,24,Onsite,Normal
61544,7.6,24,Remote,High
51887,11.1,23,Remote,Normal
55610,4.2,9,Remote,Normal
28408,6.8,16,Hybrid,High
89930,9.3,21,Onsite,Normal
46766,5.2,24,Hybrid,High
59243,9.3,20,Onsite,Normal
37991,11.8,9,Hybrid,Normal
24336,7.9,12,Remote,Normal
39670,9.8,20,Hybrid,Normal
4155,6.0,21,Remote,High
71956,9.2,7,Remote,Normal
1239,5.1,8,Remote,Normal
32730,6.2,9,Remote,Normal
72838,11.0,15,Onsite,Normal
11585,10.8,7,Remote,Normal
59917,6.7,17,Onsite,High
72532,5.4,21,Hybrid,High
10127,4.7,3,Hybrid,Normal
80741,10.5,16,Hybrid,Normal
328,7.4,23,Hybrid,High
40944,4.7,14,Hybrid,Normal
53040,10.6,3,Onsite,Normal
20845,7.2,22,Hybrid,High
28487,8.3,20,Onsite,High
46528,11.8,23,Hybrid,Normal
51189,5.9,8,Hybrid,Normal
71502,11.0,2,Remote,Normal
13919,11.8,16,Onsite,Normal
80765,5.8,24,Hybrid,High
6251,8.4,5,Onsite,Normal
28421,8.6,9,Onsite,Normal
52210,11.6,4,Hybrid,Normal
48354,10.9,23,Hybrid,Normal
15208,11.0,22,Remote,Normal
69146,5.8,7,Remote,Normal
42736,10.4,12,Hybrid,Normal
87112,4.5,16,Remote,High
6534,8.2,13,Remote,Normal
29682,10.3,3,Hybrid,Normal
34167,6.4,24,Remote,High
66985,4.4,20,Onsite,High
18097,7.7,20,Hybrid,High
18190,8.0,8,Remote,Normal
43075,6.8,9,Onsite,Normal
52889,5.0,13,Remote,Normal
12860,11.2,5,Onsite,Normal
75583,4.8,15,Remote,Normal
73088,6.6,5,Onsite,Normal
11565,4.9,23,Hybrid,High
17975,9.0,11,Remote,Normal
64239,11.5,20,Remote,Normal
89354,9.3,17,Onsite,Normal
31666,4.2,14,Onsite,Normal
49281,4.7,21,Onsite,High
35914,10.4,10,Onsite,Normal
45241,11.2,11,Hybrid,Normal
68952,9.2,13,Onsite,Normal
6064,4.0,12,Remote,Normal
79005,5.8,14,Hybrid,Normal
65600,10.4,12,Onsite,Normal
42235,7.0,23,Remote,High
37716,10.4,5,Remote,Normal
477,10.1,18,Onsite,Normal
34277,7.9,12,Hybrid,Normal
53544,5.7,16,Hybrid,High
56118,11.2,16,Remote,Normal
63283,7.0,15,Remote,Normal
38396,11.9,20,Remote,Normal
85922,10.6,22,Onsite,Normal
74088,10.7,5,Onsite,Normal
5578,9.6,2,Remote,Normal
65701,10.2,19,Onsite,Normal
22909,6.2,17,Remote,High
70919,6.2,17,Hybrid,High
57968,8.8,18,Hybrid,High
48959,9.9,10,Remote,Normal
71657,4.7,1,Remote,Normal
7727,7.0,17,Onsite,High
65826,6.2,21,Hybrid,High
28324,9.8,16,Onsite,Normal
72492,6.6,10,Remote,Normal
63985,9.9,20,Hybrid,Normal
83859,6.9,9,Onsite,Normal
3902,11.6,4,Remote,Normal
55243,8.1,19,Remote,High
1108,8.9,18,Remote,High
57145,7.3,18,Onsite,High
16939,9.7,22,Hybrid,Normal
33539,8.1,7,Remote,Normal
16839,10.1,4,Onsite,Normal
67131,9.6,1,Hybrid,Normal
50198,10.8,2,Hybrid,Normal
86438,8.1,6,Hybrid,Normal
66526,6.0,24,Hybrid,High
2548,10.9,9,Remote,Normal
27242,11.8,20,Remote,Normal
14134,5.6,2,Remote,Normal
25176,10.3,9,Hybrid,Normal
11368,4.3,20,Remote,High
25419,8.0,19,Onsite,High
32035,8.8,10,Remote,Normal
57976,7.1,23,Remote,High
3692,10.3,23,Onsite,Normal
32237,4.5,20,Remote,High
7153,10.8,16,Remote,Normal
83091,4.9,18,Hybrid,High
27359,11.2,3,Remote,Normal
67872,10.7,4,Hybrid,Normal
44337,6.8,9,Hybrid,Normal
13367,6.3,24,Onsite,High
79638,11.2,2,Hybrid,Normal
77046,8.7,20,Remote,High
53121,11.2,8,Remote,Normal
1071,5.7,3,Onsite,Normal
69713,9.9,23,Hybrid,Normal
70511,4.9,11,Onsite,Normal
10495,6.4,2,Hybrid,Normal
52448,7.4,4,Onsite,Normal
44227,5.8,17,Hybrid,High
6435,8.5,16,Remote,High
53458,9.2,23,Hybrid,Normal
14317,8.8,16,Hybrid,High
613,9.1,11,Onsite,Normal
26891,5.7,8,Remote,Normal
89776,10.7,8,Remote,Normal
66486,7.0,24,Remote,High
13815,8.6,12,Hybrid,Normal
37192,9.0,12,Remote,Normal
50536,11.6,4,Hybrid,Normal
20676,8.6,21,Remote,High
57814,5.2,22,Onsite,High
4093,7.9,7,Remote,Normal
2461,9.6,4,Onsite,Normal
80686,6.0,23,Hybrid,High
65342,7.4,14,Remote,Normal
6039,11.6,1,Remote,Normal
30965,5.7,23,Hybrid,High
56733,11.7,24,Hybrid,Normal
45963,5.5,7,Onsite,Normal
39139,6.3,12,Onsite,Normal
27923,11.8,15,Remote,Normal
65978,4.2,17,Onsite,High
70651,10.3,16,Remote,Normal
18973,8.3,22,Onsite,High
39666,9.5,12,Remote,Normal
14980,8.2,8,Onsite,Normal
83864,5.9,22,Onsite,High
23230,4.0,24,Onsite,High
10447,4.5,14,Remote,Normal
45609,11.5,16,Onsite,Normal
11204,6.9,13,Remote,Normal
30740,7.2,19,Onsite,High
20559,12.0,7,Remote,Normal
15991,11.7,14,Onsite,Normal
63906,4.8,3,Remote,Normal
38164,5.4,8,Onsite,Normal
18443,9.3,13,Onsite,Normal
59326,10.5,20,Onsite,Normal
56682,7.0,14,Remote,Normal
42550,5.7,16,Onsite,High
38274,4.3,12,Hybrid,Normal
23357,9.4,12,Remote,Normal
70375,8.9,24,Onsite,High
41993,6.6,14,Onsite,Normal
74460,6.0,2,Remote,Normal
35833,5.6,12,Hybrid,Normal
643,7.7,5,Onsite,Normal
71252,10.9,4,Remote,Normal
22675,8.9,8,Remote,Normal
1492,5.5,5,Remote,Normal
11232,11.2,15,Hybrid,Normal
12764,6.3,3,Hybrid,Normal
49985,11.9,22,Hybrid,Normal
43276,8.0,21,Hybrid,High
2939,6.5,2,Onsite,Normal
20560,6.1,18,Remote,High
54965,10.4,4,Remote,Normal
78982,4.0,10,Remote,Normal
51623,11.2,2,Remote,Normal
11922,4.6,23,Hybrid,High
863,10.6,18,Remote,Normal
83750,7.7,4,Remote,Normal
21276,5.3,2,Remote,Normal
54631,5.8,18,Remote,High
45121,9.1,7,Remote,Normal
27217,11.8,7,Hybrid,Normal
77501,4.9,1,Onsite,Normal
28135,10.4,4,Onsite,Normal
44704,4.7,13,Hybrid,Normal
70161,6.1,22,Onsite,High
863,11.7,10,Hybrid,Normal
15430,7.6,6,Hybrid,Normal
50453,6.5,20,Remote,High
46812,6.9,2,Onsite,Normal
55812,7.4,19,Hybrid,High
9689,4.8,10,Hybrid,Normal
60560,4.6,21,Onsite,High
61155,8.0,13,Remote,Normal
48818,8.8,17,Hybrid,High
11603,5.7,20,Remote,High
14885,10.5,14,Remote,Normal
40405,10.8,24,Hybrid,Normal
62806,8.9,2,Hybrid,Normal
86951,4.4,2,Hybrid,Normal
6255,8.4,8,Hybrid,Normal
19745,11.7,18,Hybrid,Normal
50171,9.4,3,Onsite,Normal
6004,4.3,19,Remote,High
37868,6.3,13,Onsite,Normal
52715,4.7,12,Hybrid,Normal
3325,10.8,16,Hybrid,Normal
49763,8.9,5,Onsite,Normal
26029,6.6,20,Remote,High
79768,5.9,19,Remote,High
17243,6.7,19,Remote,High
71874,10.4,15,Hybrid,Normal
57206,7.2,13,Hybrid,Normal
79692,10.7,8,Remote,Normal
52767,5.8,16,Onsite,High
45606,4.2,8,Hybrid,Normal
18239,10.1,1,Onsite,Normal
63369,11.0,5,Hybrid,Normal
18692,10.0,11,Hybrid,Normal
69767,10.3,15,Remote,Normal
68503,4.5,3,Remote,Normal
43293,6.2,14,Hybrid,Normal
32048,6.6,2,Onsite,Normal
44489,9.7,4,Remote,Normal
40450,6.7,12,Hybrid,Normal
9680,11.1,13,Hybrid,Normal
18618,10.8,19,Remote,Normal
72649,6.4,22,Onsite,High
