employee_id,self_rating,manager_rating,rating_gap
42975,4,1,3
12753,2,1,1
57304,4,5,-1
63260,1,1,0
43275,2,4,-2
24103,5,4,1
18662,5,5,0
54804,3,4,-1
10234,4,4,0
40942,4,1,3
6998,1,3,-2
5647,1,1,0
25067,4,2,2
45537,4,3,1
68522,5,2,3
55011,2,1,1
18592,4,5,-1
52306,1,1,0
27382,4,1,3
48992,3,1,2
57028,5,2,3
28183,2,3,-1
39181,4,4,0
692,1,1,0
25500,3,2,1
40590,1,3,-2
51998,3,4,-1
19453,5,2,3
27589,4,5,-1
47173,4,5,-1
42889,3,5,-2
69368,1,2,-1
39785,1,4,-3
54011,4,1,3
49975,3,1,2
1659,1,4,-3
10574,2,3,-1
10799,3,1,2
47542,2,3,-1
8250,2,3,-1
17564,3,3,0
67973,2,4,-2
44138,4,4,0
31882,1,3,-2
20781,1,1,0
35205,2,5,-3
53407,4,4,0
69888,5,3,2
60605,5,1,4
49268,2,1,1
34322,5,1,4
67573,3,3,0
30363,2,2,0
25692,3,3,0
20699,3,1,2
28949,2,2,0
17811,1,2,-1
59296,2,1,1
16516,2,3,-1
15953,3,4,-1
43453,2,1,1
11085,2,5,-3
28894,4,2,2
42043,2,5,-3
41985,1,1,0
23476,2,4,-2
43293,4,5,-1
32150,2,4,-2
1508,1,1,0
9769,1,3,-2
61546,5,3,2
23449,3,3,0
13719,1,4,-3
43172,1,4,-3
68019,5,3,2
28254,3,2,1
55113,2,3,-1
8522,3,4,-1
28659,3,4,-1
51592,2,4,-2
59310,3,2,1
66350,4,1,3
2635,3,3,0
4361,4,3,1
66328,5,1,4
23301,5,3,2
44569,3,5,-2
17883,1,4,-3
39651,1,3,-2
54396,3,5,-2
57887,2,2,0
57555,3,3,0
23438,1,4,-3
63654,2,5,-3
30073,2,2,0
1080,4,2,2
28420,5,4,1
3255,1,2,-1
4760,5,1,4
2049,4,5,-1
27332,1,2,-1
5000,3,2,1
61392,4,4,0
64804,5,5,0
40071,1,5,-4
40016,2,4,-2
35799,3,1,2
63370,1,3,-2
6302,3,5,-2
24643,5,4,1
42147,5,2,3
12584,4,5,-1
19518,1,3,-2
12845,1,1,0
44315,5,2,3
52491,1,4,-3
16570,2,3,-1
7589,2,2,0
22243,4,1,3
3659,4,3,1
65709,5,1,4
54890,3,3,0
48638,5,5,0
24213,1,3,-2
1505,4,2,2
6775,3,1,2
41799,5,2,3
20104,2,1,1
35036,1,5,-4
48330,1,2,-1
59476,5,3,2
64960,1,3,-2
13887,2,2,0
59247,3,1,2
882,3,5,-2
57291,5,5,0
42818,5,1,4
17799,3,2,1
24077,5,1,4
55305,4,1,3
51567,2,1,1
54517,1,3,-2
48892,2,3,-1
7840,4,4,0
24718,5,1,4
39034,1,1,0
34681,2,2,0
25708,5,1,4
49715,5,4,1
63717,5,2,3
55797,5,1,4
45581,1,1,0
33112,4,2,2
6896,2,2,0
25771,1,1,0
9750,3,2,1
49470,2,4,-2
42061,5,5,0
60271,3,5,-2
28613,5,2,3
19271,5,2,3
48168,1,1,0
13424,2,4,-2
27840,5,4,1
63889,4,1,3
61587,3,3,0
54099,5,3,2
7909,3,5,-2
52153,2,3,-1
61433,3,1,2
28819,2,3,-1
5530,2,2,0
56195,4,1,3
13531,1,5,-4
27993,2,5,-3
42216,2,3,-1
43497,4,4,0
39180,4,1,3
33266,1,2,-1
27122,2,1,1
67317,5,1,4
21030,2,3,-1
60648,3,5,-2
41345,1,3,-2
30534,3,2,1
19153,1,2,-1
9620,5,4,1
31653,4,3,1
10425,5,4,1
12968,5,1,4
57391,5,4,1
57115,2,1,1
36962,2,5,-3
49882,1,2,-1
25766,2,5,-3
53594,3,1,2
42013,5,3,2
48809,3,1,2
25730,2,5,-3
13016,3,4,-1
65467,2,1,1
23343,4,5,-1
32572,5,4,1
6581,2,4,-2
6210,5,5,0
55587,2,3,-1
13367,2,2,0
6895,3,3,0
22098,5,3,2
36871,1,3,-2
30411,3,3,0
34241,5,3,2
42686,4,2,2
38189,5,4,1
20500,4,3,1
66052,4,5,-1
5690,5,4,1
5502,1,5,-4
24245,3,4,-1
10254,5,3,2
35458,2,1,1
33911,4,4,0
38386,1,1,0
56362,5,4,1
7080,3,1,2
59518,5,5,0
49871,3,4,-1
62587,5,1,4
59510,4,5,-1
1178,4,1,3
47046,4,2,2
36286,2,2,0
18532,2,5,-3
47712,1,4,-3
7921,4,3,1
63689,1,4,-3
49283,3,1,2
40433,5,5,0
4405,4,3,1
62343,5,3,2
19472,4,3,1
61868,1,3,-2
35102,2,4,-2
19447,1,4,-3
66082,3,4,-1
55341,5,1,4
69656,1,3,-2
7249,2,1,1
66790,2,4,-2
16007,2,5,-3
36021,2,3,-1
50365,1,1,0
22504,1,1,0
43385,2,1,1
52193,4,1,3
62437,3,1,2
32732,1,3,-2
17293,5,2,3
1998,5,4,1
63679,1,5,-4
13484,2,5,-3
18732,1,1,0
15129,2,4,-2
54860,1,1,0
40989,5,1,4
42451,4,1,3
45750,3,2,1
13440,3,5,-2
66000,4,2,2
66960,2,1,1
43727,4,4,0
22611,2,5,-3
20216,5,4,1
52857,2,4,-2
50588,4,3,1
53159,5,1,4
21965,3,5,-2
4659,2,3,-1
39904,1,1,0
63834,3,5,-2
43753,1,3,-2
41474,3,4,-1
36810,1,4,-3
8789,1,1,0
13893,5,1,4
33997,1,4,-3
8369,2,2,0
25541,3,2,1
41988,4,4,0
67729,3,5,-2
33625,5,1,4
60381,3,2,1
41297,5,3,2
68585,1,1,0
38657,4,4,0
3317,2,1,1
47374,5,5,0
59207,5,2,3
28754,2,4,-2
25385,4,4,0
55557,5,1,4
54602,3,5,-2
46463,4,2,2
20754,1,4,-3
10245,5,2,3
13740,5,3,2
43106,1,1,0
44868,2,1,1
16182,1,4,-3
5857,5,1,4
56623,5,1,4
37953,1,1,0
9746,5,5,0
69537,3,1,2
7350,1,5,-4
42144,5,2,3
36206,2,1,1
57270,1,2,-1
32494,5,4,1
45252,5,3,2
54528,4,4,0
64163,3,3,0
11671,4,4,0
11617,3,4,-1
17281,4,4,0
25419,3,1,2
60719,5,3,2
17495,1,1,0
44938,1,2,-1
19098,4,2,2
27745,5,2,3
20627,2,1,1
28560,3,3,0
51202,3,2,1
8307,1,4,-3
48552,2,5,-3
69549,2,4,-2
40195,1,4,-3
56382,5,2,3
27962,2,2,0
21506,5,4,1
13744,1,1,0
14103,1,1,0
32123,1,4,-3
11425,4,3,1
59244,2,5,-3
34770,3,1,2
69782,3,5,-2
42427,3,2,1
21862,4,2,2
37905,2,3,-1
39414,1,3,-2
6304,4,1,3
68593,4,2,2
15801,2,1,1
43660,3,2,1
15814,1,3,-2
23038,5,5,0
53501,2,3,-1
68731,4,4,0
3685,2,4,-2
67324,5,5,0
66450,2,3,-1
32781,2,5,-3
61464,5,2,3
15350,1,2,-1
10748,1,3,-2
50237,2,1,1
65999,4,5,-1
15713,4,2,2
67368,4,3,1
35464,3,2,1
34909,5,4,1
65434,4,5,-1
60875,4,3,1
40010,2,1,1
19217,2,5,-3
68316,3,3,0
19149,4,2,2
62305,1,5,-4
59886,4,2,2
68780,2,1,1
63900,5,3,2
35162,5,3,2
13153,4,3,1
11273,1,2,-1
22620,4,1,3
64767,5,5,0
52385,5,4,1
25775,4,1,3
57584,1,3,-2
59557,4,2,2
9934,1,2,-1
1580,3,3,0
44206,3,5,-2
54521,5,2,3
11854,4,5,-1
32460,5,1,4
21644,3,3,0
35802,1,2,-1
52094,2,2,0
62031,5,1,4
53884,5,1,4
21617,4,3,1
63463,3,4,-1
34136,4,2,2
48526,5,4,1
22620,3,1,2
13286,1,4,-3
55313,5,5,0
3739,4,2,2
44889,3,5,-2
16157,4,1,3
16844,5,1,4
8836,2,3,-1
3760,2,5,-3
14367,3,5,-2
41385,1,5,-4
67534,3,1,2
41531,5,4,1
52544,2,3,-1
32656,5,1,4
69699,2,1,1
18271,5,4,1
12749,5,3,2
9703,3,2,1
44477,5,1,4
43076,1,5,-4
51941,1,2,-1
30681,3,1,2
16952,5,3,2
51266,2,5,-3
34675,2,5,-3
50536,3,5,-2
41182,4,2,2
1779,1,3,-2
40246,5,2,3
39317,3,3,0
56504,1,3,-2
32021,3,2,1
4383,4,2,2
36386,3,5,-2
69578,5,5,0
57373,4,1,3
56099,4,2,2
8597,3,4,-1
39317,4,1,3
67398,1,2,-1
54007,4,1,3
67094,3,1,2
26540,5,5,0
3713,3,3,0
39201,4,1,3
29438,5,3,2
36137,2,4,-2
17724,4,3,1
69742,5,5,0
1680,2,4,-2
35297,4,1,3
58394,5,1,4
6963,2,4,-2
13667,4,1,3
53657,1,1,0
43576,2,1,1
11390,4,1,3
6991,2,5,-3
48353,3,1,2
44850,4,2,2
14997,1,1,0
61991,3,5,-2
63617,5,4,1
21728,1,2,-1
6610,5,5,0
31984,3,5,-2
52075,2,3,-1
37453,4,4,0
55588,4,4,0
24144,3,4,-1
60481,5,5,0
58101,5,4,1
56087,4,2,2
40932,5,1,4
63138,5,3,2
32564,1,4,-3
66121,5,4,1
2794,3,3,0
48631,3,5,-2
30539,3,5,-2
31270,4,4,0
18544,2,4,-2
67317,1,2,-1
16988,4,1,3
51296,2,4,-2
28024,4,2,2
8276,5,5,0
21579,1,4,-3
38473,5,5,0
60346,5,3,2
58820,5,3,2
13748,1,2,-1
26713,2,2,0
35097,3,5,-2
43319,4,3,1
19280,3,3,0
64433,4,2,2
26915,2,2,0
7481,3,3,0
18423,4,4,0
40100,5,4,1
67351,4,4,0
10611,3,5,-2
10294,4,1,3
16109,3,1,2
22333,4,5,-1
32613,4,4,0
55214,2,2,0
4693,5,3,2
21312,5,5,0
67239,3,2,1
38506,4,2,2
25822,4,2,2
68191,1,5,-4
10661,2,5,-3
35672,5,3,2
32250,3,3,0
47357,4,5,-1
65054,2,4,-2
33084,4,5,-1
19898,3,1,2
24655,4,4,0
28149,5,4,1
16848,4,4,0
50635,3,2,1
28227,3,3,0
20375,3,2,1
54037,1,2,-1
117,1,4,-3
44576,2,4,-2
14744,4,2,2
57377,4,2,2
69348,2,4,-2
10723,4,4,0
63241,4,4,0
46540,1,5,-4
40002,3,3,0
24098,5,1,4
62319,1,2,-1
49363,1,5,-4
40351,3,4,-1
37445,3,4,-1
38544,2,1,1
18111,1,1,0
54285,4,2,2
3229,1,5,-4
51165,4,1,3
45037,3,1,2
34357,1,1,0
51874,1,3,-2
36293,4,5,-1
10577,2,5,-3
36549,4,5,-1
53807,2,4,-2
24746,4,5,-1
41372,2,5,-3
15067,2,5,-3
34778,3,3,0
26030,5,4,1
68477,2,1,1
55002,4,5,-1
48157,5,3,2
39435,4,1,3
25030,3,4,-1
4163,5,3,2
4538,2,4,-2
3627,4,2,2
30992,1,2,-1
18910,2,1,1
65128,3,5,-2
26921,1,5,-4
36236,5,1,4
41239,1,3,-2
65453,4,5,-1
55860,1,5,-4
21635,5,1,4
62607,5,5,0
9122,1,1,0
5545,4,4,0
65024,3,3,0
22023,5,2,3
68721,3,2,1
10555,5,1,4
17117,4,2,2
50135,5,2,3
41791,4,2,2
15488,3,5,-2
63240,5,3,2
61771,1,3,-2
52276,1,5,-4
30201,2,4,-2
35726,1,1,0
43025,5,5,0
11231,1,5,-4
63828,2,5,-3
39177,2,5,-3
9899,2,4,-2
4181,2,1,1
68636,1,4,-3
54230,3,4,-1
57383,4,4,0
681,1,1,0
39357,5,2,3
58048,2,3,-1
38381,1,4,-3
58929,1,2,-1
45519,1,3,-2
37209,4,1,3
20057,1,1,0
43544,5,3,2
53992,4,2,2
40089,1,4,-3
39446,4,1,3
54163,4,1,3
17544,4,5,-1
54561,5,2,3
7947,5,3,2
53682,2,1,1
4663,2,4,-2
594,4,5,-1
47267,1,2,-1
18661,4,4,0
67943,3,1,2
40346,5,5,0
3626,3,1,2
44058,3,3,0
63018,2,3,-1
66510,1,3,-2
16999,5,3,2
9256,3,2,1
36515,5,2,3
15512,5,2,3
26164,5,5,0
28665,5,4,1
64720,2,5,-3
42423,4,2,2
69654,4,2,2
58380,4,3,1
36887,2,5,-3
16148,4,5,-1
36075,3,5,-2
40015,5,2,3
3399,5,5,0
52737,4,2,2
50808,4,4,0
2095,2,4,-2
61438,4,4,0
22445,3,4,-1
35787,2,5,-3
12476,3,5,-2
42954,1,4,-3
56323,2,4,-2
68476,3,2,1
13708,5,1,4
62001,5,2,3
68579,2,5,-3
48340,5,5,0
19874,5,4,1
35774,5,3,2
20092,3,1,2
12303,3,1,2
45441,2,5,-3
61060,3,4,-1
12862,5,3,2
19128,1,4,-3
30846,4,1,3
23550,5,3,2
32108,5,3,2
55849,3,1,2
27886,2,1,1
55931,4,5,-1
66254,2,1,1
31327,4,5,-1
66384,1,4,-3
3333,4,4,0
17910,1,3,-2
63251,3,4,-1
20264,3,2,1
8293,5,1,4
20503,3,1,2
44342,1,3,-2
64806,5,3,2
69244,2,2,0
59624,2,4,-2
9660,1,1,0
8643,1,4,-3
48969,4,5,-1
23455,3,1,2
33502,1,5,-4
63101,5,5,0
51610,4,3,1
27654,2,2,0
18721,1,5,-4
65828,1,5,-4
44555,3,3,0
63258,3,2,1
309,5,4,1
68732,4,1,3
21947,5,5,0
10904,4,1,3
7776,4,4,0
53788,5,4,1
23775,3,4,-1
10813,3,4,-1
29309,5,4,1
24279,5,1,4
56593,5,3,2
36699,2,3,-1
1022,4,1,3
63052,1,5,-4
5538,1,3,-2
22900,5,4,1
9072,1,2,-1
18440,3,4,-1
61918,2,1,1
10764,4,1,3
5836,2,1,1
4689,4,4,0
57356,4,3,1
8571,4,4,0
61375,4,2,2
781,4,3,1
20357,2,3,-1
58601,5,5,0
23771,2,3,-1
26879,1,2,-1
47372,5,1,4
24696,5,2,3
59191,5,1,4
58110,4,2,2
25127,5,3,2
1815,1,3,-2
7888,1,1,0
8625,1,4,-3
20419,4,4,0
39419,5,2,3
42891,2,3,-1
54073,1,4,-3
58709,4,4,0
58338,2,3,-1
64045,2,5,-3
52585,4,1,3
44111,1,1,0
9826,2,3,-1
16876,2,4,-2
42093,3,3,0
52206,3,2,1
22248,1,1,0
67148,2,2,0
7197,4,3,1
17119,3,5,-2
43690,1,3,-2
17155,2,5,-3
44452,2,5,-3
20590,5,2,3
42227,5,4,1
46226,4,3,1
37777,1,2,-1
44815,4,1,3
17546,5,3,2
6251,2,1,1
49458,4,3,1
6041,2,2,0
47296,1,5,-4
49911,5,3,2
23613,2,1,1
41534,5,1,4
9991,4,5,-1
8181,1,4,-3
68884,4,1,3
3854,2,4,-2
69060,1,4,-3
50043,1,4,-3
5877,3,4,-1
31778,4,1,3
66733,5,5,0
19824,1,5,-4
66104,3,3,0
55045,3,1,2
19274,5,4,1
41711,3,4,-1
48787,4,3,1
22725,5,2,3
54319,1,2,-1
34365,5,2,3
68248,3,1,2
1300,1,1,0
27041,5,1,4
34569,3,1,2
13947,5,5,0
29746,2,2,0
46506,1,4,-3
29485,2,5,-3
62826,5,4,1
28819,5,1,4
25618,2,4,-2
14467,3,4,-1
12760,5,1,4
38476,2,5,-3
59510,1,2,-1
10667,2,1,1
44442,3,4,-1
67764,1,2,-1
38888,5,1,4
2798,2,2,0
10876,2,1,1
5777,4,4,0
12681,4,1,3
37319,2,2,0
46565,1,2,-1
11340,5,2,3
59344,5,3,2
45039,5,2,3
25551,2,3,-1
37867,1,3,-2
12158,1,3,-2
32596,2,2,0
52234,4,3,1
67424,2,5,-3
14874,2,2,0
51992,2,4,-2
67486,3,2,1
68410,5,5,0
26801,1,1,0
10181,5,1,4
65069,2,3,-1
40014,2,1,1
34880,2,3,-1
17696,4,4,0
18278,3,4,-1
55023,4,1,3
31961,2,5,-3
56219,1,3,-2
46298,1,5,-4
4234,4,4,0
49591,5,3,2
4012,5,2,3
23466,2,5,-3
48649,3,3,0
38126,4,2,2
57912,4,2,2
53172,3,4,-1
29610,5,1,4
61328,3,5,-2
49197,3,5,-2
3247,2,3,-1
15986,2,4,-2
35682,3,4,-1
35239,2,1,1
11999,3,1,2
3174,4,1,3
29169,2,5,-3
16854,4,3,1
67957,4,1,3
10571,4,3,1
18661,1,3,-2
37423,4,5,-1
3571,1,5,-4
1358,3,4,-1
68487,4,2,2
8325,3,2,1
5558,4,3,1
10841,5,5,0
59389,5,1,4
53129,4,2,2
1497,2,4,-2
19537,5,1,4
53190,2,4,-2
20064,1,5,-4
18248,1,3,-2
6083,3,3,0
4079,3,2,1
37001,3,1,2
25703,4,4,0
15875,5,3,2
14543,4,3,1
66215,3,4,-1
52038,4,3,1
38418,5,1,4
17291,2,5,-3
15659,3,1,2
4610,5,2,3
62805,2,3,-1
24162,2,2,0
1900,5,2,3
65794,5,5,0
13409,2,1,1
1677,5,2,3
1450,5,1,4
3278,2,4,-2
61937,4,4,0
54435,3,3,0
41331,1,5,-4
57750,2,4,-2
49470,4,1,3
56940,3,1,2
23200,1,3,-2
30365,1,3,-2
33427,5,5,0
16177,4,3,1
37999,1,1,0
4784,4,5,-1
69653,1,4,-3
40410,5,1,4
35307,5,2,3
26358,3,1,2
33265,3,1,2
3648,2,3,-1
50896,4,1,3
29240,5,5,0
66480,5,2,3
37428,1,2,-1
37563,2,5,-3
26144,2,2,0
61275,4,3,1
21452,1,5,-4
23759,1,1,0
51923,2,4,-2
55533,1,2,-1
55567,3,3,0
37422,1,5,-4
39006,3,2,1
12442,2,3,-1
48615,2,1,1
23542,3,4,-1
56190,5,4,1
36673,3,3,0
47737,2,1,1
34050,2,4,-2
13658,1,5,-4
14523,5,3,2
37256,4,1,3
58787,4,4,0
23743,1,1,0
25097,5,5,0
12411,5,1,4
37284,4,5,-1
12095,3,1,2
13205,3,5,-2
22706,5,2,3
42768,4,4,0
41643,3,1,2
49841,2,2,0
41656,3,2,1
69547,2,1,1
26530,5,2,3
10043,3,1,2
69844,5,5,0
56733,4,2,2
58823,4,4,0
17430,2,1,1
12766,5,4,1
53377,3,4,-1
6397,5,3,2
29256,5,2,3
50662,4,3,1
25663,3,4,-1
21500,2,4,-2
36330,5,5,0
31490,4,1,3
37570,2,2,0
38137,1,1,0
7722,5,5,0
50014,1,2,-1
16025,3,1,2
43888,2,1,1
38907,2,2,0
56359,1,4,-3
31327,2,4,-2
55308,2,3,-1
38424,3,2,1
24172,2,3,-1
27927,2,5,-3
33250,4,5,-1
23133,3,2,1
52921,3,3,0
37446,2,3,-1
16982,1,5,-4
46743,4,2,2
16746,5,4,1
25320,2,2,0
57902,3,4,-1
65495,2,1,1
34683,1,2,-1
42164,1,5,-4
62183,3,3,0
50276,4,5,-1
57117,2,4,-2
28336,2,5,-3
35558,1,4,-3
65651,3,5,-2
51676,1,5,-4
11540,4,2,2
19629,3,4,-1
34941,5,2,3
63458,3,3,0
39269,5,1,4
41936,3,2,1
29292,4,1,3
45769,1,5,-4
54192,1,5,-4
41808,1,5,-4
16557,4,1,3
48866,3,1,2
49101,4,3,1
31967,2,4,-2
21438,2,1,1
45329,4,1,3
68234,2,1,1
638,1,1,0
25810,1,1,0
64064,2,3,-1
20239,5,2,3
11439,5,2,3
25396,5,5,0
10612,5,5,0
4296,1,3,-2
28754,2,2,0
22673,5,4,1
53674,3,2,1
56630,4,3,1
36694,5,2,3
20813,4,2,2
35135,5,2,3
8997,4,4,0
7173,1,2,-1
32757,1,3,-2
35731,1,5,-4
27560,2,4,-2
14128,3,4,-1
49542,4,1,3
41226,2,3,-1
14493,5,5,0
19361,5,2,3
15673,5,4,1
52901,1,4,-3
52421,4,1,3
49041,1,1,0
11974,1,3,-2
23817,1,5,-4
26956,5,3,2
16669,3,1,2
20473,2,4,-2
24929,2,3,-1
15531,2,4,-2
56412,2,2,0
22243,2,1,1
37431,5,4,1
16496,1,1,0
45968,4,1,3
3784,5,3,2
23755,5,4,1
51130,1,4,-3
41075,2,5,-3
45439,2,3,-1
36121,4,5,-1
65122,3,4,-1
13568,5,1,4
59151,4,3,1
66129,4,3,1
37205,3,5,-2
50464,1,3,-2
68014,3,1,2
56299,3,2,1
58600,5,1,4
35786,1,2,-1
68726,3,3,0
51035,1,2,-1
46817,1,4,-3
10903,1,5,-4
10852,5,3,2
17187,5,2,3
16775,2,4,-2
62741,2,4,-2
13082,4,2,2
68167,5,3,2
23845,2,4,-2
57227,3,5,-2
31441,3,5,-2
63043,3,4,-1
11962,1,5,-4
64387,3,5,-2
42417,4,5,-1
47326,3,5,-2
9159,3,2,1
40987,2,2,0
30536,5,5,0
33412,1,1,0
28275,5,2,3
15037,5,3,2
21077,2,3,-1
19656,3,5,-2
23933,2,4,-2
26172,2,1,1
8163,5,4,1
45394,4,2,2
40525,1,4,-3
41464,5,4,1
47891,5,5,0
43592,2,4,-2
3272,3,5,-2
51992,3,2,1
11061,5,1,4
54006,1,3,-2
26738,2,1,1
45828,3,5,-2
37618,2,3,-1
68799,4,3,1
15078,4,5,-1
11169,5,4,1
19768,3,3,0
39540,4,1,3
50106,4,1,3
59954,3,1,2
9384,5,3,2
57116,1,1,0
68685,1,1,0
960,2,4,-2
39253,3,1,2
37803,2,5,-3
23908,5,4,1
53538,5,4,1
4792,2,1,1
33977,1,3,-2
38634,2,5,-3
11495,3,3,0
20185,1,3,-2
16402,1,4,-3
38236,5,2,3
55748,3,5,-2
3569,3,1,2
4510,4,1,3
17256,2,2,0
49301,1,5,-4
39894,2,1,1
12582,2,4,-2
51196,2,3,-1
16281,3,3,0
5485,4,5,-1
63727,1,3,-2
49493,4,2,2
38852,1,5,-4
62031,1,2,-1
35744,3,4,-1
11883,3,1,2
53083,1,1,0
12800,5,2,3
58902,2,1,1
31600,1,3,-2
33699,4,3,1
25982,1,1,0
47927,2,2,0
51647,4,1,3
57622,3,2,1
58127,4,1,3
54095,4,2,2
26181,3,3,0
12413,1,2,-1
35834,5,2,3
18104,3,4,-1
13646,4,3,1
15702,5,3,2
60946,4,5,-1
9550,4,5,-1
2620,5,5,0
56625,5,1,4
60888,2,5,-3
41122,1,3,-2
13477,3,1,2
47221,1,4,-3
20407,3,2,1
3578,3,1,2
19364,1,3,-2
27802,3,5,-2
48240,5,4,1
41483,4,2,2
43683,3,4,-1
26371,2,4,-2
18069,3,2,1
20294,5,3,2
7967,2,3,-1
17225,2,3,-1
36868,1,2,-1
6116,5,1,4
3731,5,2,3
11734,4,4,0
36130,2,3,-1
58870,4,3,1
2678,4,2,2
56135,5,1,4
20224,2,2,0
29774,3,4,-1
3548,1,1,0
38767,4,1,3
69326,1,3,-2
61240,5,3,2
69341,3,4,-1
18061,5,3,2
53768,5,2,3
29391,3,4,-1
6949,1,5,-4
48206,5,2,3
45455,4,4,0
21326,5,2,3
17781,4,5,-1
49407,5,4,1
56213,5,3,2
15131,2,5,-3
28027,5,2,3
1573,2,3,-1
62717,1,5,-4
17778,4,3,1
8832,4,5,-1
25890,4,1,3
43181,3,5,-2
46932,3,5,-2
43102,1,3,-2
17678,3,2,1
55634,2,3,-1
38146,4,2,2
39034,2,5,-3
46079,2,2,0
28237,2,1,1
54298,4,1,3
39845,2,1,1
33421,2,5,-3
21294,4,3,1
62721,5,2,3
10281,4,1,3
6229,3,4,-1
21163,5,3,2
52882,1,4,-3
45724,5,2,3
66560,5,2,3
13973,1,3,-2
3708,5,1,4
25995,5,4,1
66255,2,4,-2
40969,2,4,-2
3315,4,4,0
9434,3,5,-2
10667,1,3,-2
14085,2,2,0
31947,5,1,4
26030,2,3,-1
57095,3,5,-2
23404,1,2,-1
36053,1,1,0
36357,1,4,-3
68445,4,1,3
18893,3,3,0
37404,5,1,4
42650,3,3,0
68342,4,3,1
45046,3,1,2
54106,3,3,0
33215,4,1,3
67162,3,4,-1
63595,5,5,0
15946,2,5,-3
69929,1,5,-4
19473,3,4,-1
41485,4,3,1
42067,1,4,-3
60518,2,5,-3
48928,5,1,4
42493,3,2,1
68186,2,1,1
26409,2,1,1
53315,2,4,-2
54762,2,4,-2
60617,2,1,1
2966,1,2,-1
20980,5,3,2
10295,1,5,-4
50775,1,2,-1
42930,5,1,4
31491,1,4,-3
19481,1,3,-2
7690,1,4,-3
8759,3,3,0
14039,2,2,0
25193,4,4,0
47576,1,5,-4
15423,3,3,0
56915,3,5,-2
22551,5,1,4
36189,5,2,3
2443,4,2,2
42547,4,4,0
57073,4,4,0
17463,2,5,-3
17723,1,3,-2
6168,2,2,0
45375,5,3,2
56986,1,4,-3
54374,4,4,0
27204,4,4,0
7744,4,2,2
34457,3,2,1
43894,3,5,-2
24489,1,5,-4
49072,4,5,-1
62377,4,1,3
62129,4,5,-1
21250,1,1,0
29823,1,4,-3
62443,4,1,3
34138,5,2,3
16471,1,5,-4
63823,5,2,3
33365,4,3,1
59185,4,4,0
1982,5,5,0
50459,2,1,1
21355,3,1,2
23191,2,4,-2
23988,3,4,-1
33457,3,1,2
55013,4,4,0
42906,3,4,-1
61159,4,4,0
63494,1,3,-2
22536,2,1,1
21047,4,3,1
25969,5,2,3
28347,2,3,-1
35612,5,4,1
6327,1,5,-4
16873,4,5,-1
11528,3,5,-2
68908,4,1,3
53475,3,1,2
40144,4,4,0
12960,1,3,-2
52781,4,2,2
58846,2,1,1
31543,1,2,-1
50244,3,5,-2
41007,2,1,1
38746,2,3,-1
42467,5,3,2
47532,5,3,2
67813,5,3,2
28084,5,3,2
44232,3,1,2
64452,4,4,0
64424,4,4,0
11652,1,5,-4
25861,1,2,-1
14884,5,3,2
12980,1,3,-2
35862,4,1,3
61105,1,4,-3
35395,4,5,-1
40563,2,5,-3
6930,2,4,-2
11737,5,4,1
18319,4,1,3
31623,3,4,-1
6448,4,1,3
21402,4,4,0
37245,4,2,2
16391,4,2,2
55443,1,3,-2
12035,1,3,-2
18346,5,2,3
45873,4,3,1
134,2,5,-3
13740,2,2,0
56414,1,3,-2
5979,4,3,1
36595,2,3,-1
63917,5,1,4
14695,2,4,-2
59639,3,5,-2
42293,2,5,-3
23588,4,4,0
37254,3,4,-1
69643,4,1,3
62796,2,2,0
8182,3,3,0
64259,1,3,-2
53886,1,5,-4
56458,4,5,-1
64612,1,3,-2
49863,1,5,-4
67597,3,2,1
10376,3,2,1
10834,5,1,4
6913,1,1,0
50698,1,3,-2
39503,2,2,0
53313,4,2,2
14498,3,2,1
54805,3,4,-1
49558,2,3,-1
53364,1,1,0
23882,5,5,0
24924,3,3,0
46597,2,4,-2
43367,3,1,2
22446,2,3,-1
55863,4,2,2
44507,5,2,3
1656,2,5,-3
61717,4,1,3
19442,2,5,-3
59268,5,3,2
16489,2,5,-3
43641,2,3,-1
18767,1,3,-2
31612,5,1,4
60851,2,3,-1
62250,4,4,0
23900,5,2,3
41939,5,2,3
5045,3,4,-1
26329,4,1,3
39639,1,4,-3
42821,5,1,4
10660,2,1,1
1219,5,5,0
7745,1,3,-2
50215,2,4,-2
5847,1,5,-4
65749,5,3,2
39111,4,3,1
19504,3,3,0
48657,5,4,1
36091,3,3,0
33750,3,3,0
41229,1,1,0
38512,1,5,-4
5658,3,5,-2
6589,4,3,1
49134,1,1,0
43696,3,2,1
25753,1,4,-3
61483,2,1,1
15604,2,5,-3
13145,2,4,-2
12605,1,1,0
41116,2,1,1
27104,1,4,-3
12455,1,4,-3
5373,1,2,-1
65895,5,2,3
54543,3,2,1
62403,3,4,-1
40298,4,2,2
15486,3,4,-1
58636,5,5,0
26134,4,1,3
63540,2,1,1
69212,5,2,3
32036,3,2,1
69520,1,4,-3
19283,4,4,0
12148,5,2,3
29719,5,4,1
34086,4,3,1
47870,4,3,1
38387,1,2,-1
46673,2,5,-3
39527,5,1,4
7992,3,3,0
14732,2,2,0
7493,3,2,1
60354,4,1,3
66695,2,1,1
3372,2,2,0
23522,5,3,2
65738,4,5,-1
54556,3,3,0
33622,2,3,-1
34439,3,3,0
67614,4,4,0
5403,5,1,4
40051,3,1,2
36478,4,2,2
46144,1,5,-4
