employee_id,years_at_company,job_satisfaction,work_life_balance,attrition
29549,7,5,3,No
6841,9,4,2,No
3242,5,2,4,No
7670,0,1,2,Yes
21206,1,5,5,No
51133,2,5,1,No
5574,6,5,5,No
15318,2,1,2,Yes
22486,2,4,5,No
24278,10,1,4,No
3346,1,4,5,No
40674,7,2,4,No
39458,14,1,5,No
50112,14,4,4,No
15063,6,1,1,No
10707,1,4,4,No
24154,8,5,1,No
13964,5,3,3,No
44031,0,2,5,Yes
33526,1,5,4,No
39564,0,5,5,No
38104,12,3,3,No
39696,9,4,1,No
27566,14,5,2,No
1297,2,3,5,No
5202,8,4,3,No
36273,1,1,3,Yes
47403,5,2,2,No
30656,0,4,1,No
15205,10,1,2,No
34682,14,4,3,No
38091,1,1,1,Yes
47742,8,4,1,No
57304,8,1,2,No
5284,8,1,1,No
30184,8,1,5,No
35885,11,5,3,No
15415,6,5,1,No
4455,9,4,1,No
46317,10,5,4,No
59703,7,2,2,No
32889,14,5,3,No
19581,8,3,5,No
1452,3,4,5,No
34117,1,3,2,No
33377,3,5,2,No
14176,10,2,3,No
14963,2,1,2,Yes
56974,2,4,1,No
12591,4,4,2,No
45952,5,1,5,No
42536,7,2,5,No
45507,7,3,1,No
40815,8,1,4,No
42358,3,2,5,Yes
8354,6,5,5,No
11919,7,4,2,No
16830,4,5,2,No
59466,5,3,1,No
54330,10,2,2,No
3596,5,5,3,No
7337,9,2,1,No
46021,5,5,2,No
25440,1,4,1,No
32896,11,3,1,No
56965,5,5,2,No
55846,3,3,5,No
48957,4,4,3,No
44480,13,4,3,No
9756,11,2,2,No
36728,2,2,4,Yes
51542,1,4,1,No
16872,14,1,1,No
46156,1,1,1,Yes
41237,4,5,4,No
58058,8,4,4,No
57371,8,1,2,No
56788,3,4,2,No
27006,13,1,2,No
30141,9,1,2,No
42138,3,5,1,No
28219,2,2,3,Yes
10270,14,5,2,No
41479,14,2,1,No
3859,7,1,3,No
27705,12,1,3,No
19993,7,4,5,No
56777,2,1,4,Yes
59891,0,4,3,No
13653,14,2,1,No
27088,12,3,3,No
39683,0,4,2,No
14746,13,2,5,No
35094,11,5,1,No
21113,3,2,4,Yes
13466,14,2,3,No
35310,8,2,4,No
47110,6,4,1,No
30369,10,3,1,No
30732,9,1,4,No
25081,3,5,1,No
37389,13,5,5,No
5482,6,5,5,No
52530,2,2,5,Yes
32934,0,1,4,Yes
4017,7,3,4,No
42821,10,4,3,No
36073,0,5,2,No
59529,1,1,3,Yes
21154,13,3,3,No
6836,10,4,5,No
4281,12,2,3,No
34799,9,2,2,No
6215,13,4,5,No
27246,5,3,4,No
18,9,2,5,No
51310,2,1,3,Yes
53377,0,2,5,Yes
46166,7,3,1,No
10830,7,2,5,No
17886,13,1,3,No
9711,0,2,4,Yes
7168,6,3,2,No
7633,14,3,5,No
59992,8,5,2,No
46165,9,5,1,No
49837,9,2,1,No
30017,10,4,1,No
22571,11,2,5,No
12419,10,5,5,No
48032,6,3,2,No
19597,12,3,5,No
44255,9,3,5,No
35520,5,4,5,No
58295,4,5,4,No
23611,1,3,5,No
22030,3,3,5,No
24458,13,4,1,No
52492,13,1,3,No
2162,13,1,2,No
51635,10,4,2,No
21306,8,5,3,No
54770,12,4,1,No
12243,4,1,4,No
29866,4,3,3,No
11590,4,5,1,No
4934,1,5,4,No
55883,6,3,3,No
14354,0,5,4,No
54045,10,1,5,No
55006,9,1,1,No
28380,7,5,3,No
35052,9,1,1,No
42481,8,5,5,No
34246,0,5,3,No
26472,12,2,3,No
10439,3,5,5,No
37110,8,3,5,No
58844,1,2,3,Yes
11200,8,3,5,No
33606,8,4,3,No
6458,3,3,1,No
55382,3,1,1,Yes
13302,5,2,4,No
53982,0,3,2,No
11785,1,5,4,No
3794,14,2,5,No
14184,2,1,2,Yes
10168,8,4,4,No
43657,6,4,2,No
14015,8,3,3,No
33530,13,1,4,No
9260,13,5,3,No
53796,2,4,4,No
44242,12,3,5,No
30923,0,1,4,Yes
40470,9,5,2,No
27039,4,3,1,No
47295,9,5,1,No
29778,10,3,5,No
28462,10,5,3,No
11417,1,5,4,No
46659,11,1,4,No
45054,13,2,1,No
2585,6,3,3,No
28479,13,5,5,No
41041,5,5,2,No
16827,5,5,1,No
48897,5,2,3,No
34478,4,2,5,No
43819,2,2,5,Yes
6750,0,4,1,No
55900,14,5,3,No
27597,14,3,4,No
10284,12,3,3,No
17259,3,2,5,Yes
48320,2,4,1,No
58361,12,1,1,No
43568,13,1,4,No
47089,7,1,1,No
44102,5,4,4,No
59440,3,4,4,No
59491,9,3,4,No
36043,3,4,5,No
17188,2,5,4,No
11441,11,5,3,No
18456,5,1,1,No
15154,6,2,4,No
16960,0,2,5,Yes
28085,6,3,4,No
398,5,2,2,No
4295,1,3,1,No
14363,5,4,2,No
7262,8,5,3,No
48801,1,2,1,Yes
26269,2,4,5,No
3118,0,1,3,Yes
39761,3,5,1,No
35092,5,2,3,No
30987,4,3,1,No
2545,2,1,3,Yes
51622,0,1,1,Yes
31276,0,4,2,No
27524,5,4,3,No
22031,9,4,2,No
24157,10,2,1,No
26304,6,2,3,No
50191,9,4,4,No
24782,4,3,1,No
11667,5,4,1,No
46564,6,1,2,No
47683,13,1,5,No
43769,9,4,3,No
58706,7,3,3,No
40732,2,5,5,No
45109,14,3,1,No
29005,12,1,2,No
18743,14,3,3,No
28791,12,2,3,No
45353,13,3,4,No
35634,1,3,5,No
46516,3,1,3,Yes
33348,13,1,5,No
20268,9,5,2,No
44398,7,2,5,No
22230,7,2,5,No
4528,8,3,4,No
44439,0,5,4,No
37578,14,4,3,No
27109,8,3,2,No
59707,14,3,5,No
17826,6,1,3,No
36689,8,1,3,No
12174,4,4,3,No
34923,3,1,1,Yes
31536,7,5,1,No
14057,14,3,4,No
54491,5,3,1,No
39002,8,3,3,No
59879,9,2,5,No
5997,10,4,3,No
51579,2,5,5,No
27778,9,1,1,No
26631,4,2,3,No
57501,12,1,2,No
57066,2,3,3,No
12728,11,3,4,No
51183,5,2,5,No
816,0,3,1,No
49448,11,1,2,No
49997,4,4,3,No
5790,4,2,3,No
28054,13,1,5,No
50712,9,4,5,No
54343,8,5,2,No
20491,6,1,5,No
50904,1,1,1,Yes
49436,4,1,3,No
33600,13,5,4,No
52905,11,3,1,No
9955,12,3,1,No
17177,8,1,3,No
24381,8,3,3,No
39318,8,3,1,No
44485,5,3,2,No
40822,4,3,4,No
728,6,3,1,No
14707,14,4,3,No
36849,5,1,3,No
23851,6,2,1,No
29464,4,1,3,No
37986,6,4,4,No
13886,11,2,2,No
59580,5,3,2,No
27284,3,3,1,No
33684,8,1,2,No
11587,13,4,2,No
32013,6,4,1,No
40189,5,2,5,No
26480,3,1,2,Yes
54200,9,1,1,No
15456,1,3,3,No
40819,1,2,4,Yes
30041,9,3,5,No
33839,14,4,5,No
31410,1,2,2,Yes
12906,11,1,5,No
32326,2,3,2,No
52256,4,1,5,No
1105,13,4,5,No
49126,13,2,4,No
54520,0,2,3,Yes
40176,0,1,5,Yes
3811,4,4,1,No
23568,9,5,3,No
58488,8,4,5,No
26661,5,1,5,No
9845,1,2,1,Yes
337,4,3,4,No
21796,10,5,1,No
34980,4,3,1,No
39849,3,2,1,Yes
31286,10,2,2,No
9672,0,5,2,No
47776,8,1,3,No
5630,12,5,2,No
30037,7,3,5,No
22801,0,2,3,Yes
42520,3,5,1,No
52345,10,4,1,No
10503,1,5,3,No
9930,14,2,4,No
13055,13,4,2,No
52470,2,4,4,No
47087,2,3,3,No
35857,9,5,2,No
58204,5,1,3,No
20735,8,1,4,No
25351,1,5,2,No
48215,3,2,3,Yes
8515,9,3,3,No
20281,8,2,5,No
21525,10,4,1,No
4904,3,4,3,No
15258,12,2,1,No
19736,2,4,5,No
7774,11,4,3,No
6719,1,3,2,No
24876,13,5,1,No
31675,3,4,5,No
58426,12,2,4,No
48705,9,1,2,No
39582,2,1,2,Yes
16711,9,3,3,No
57728,2,4,4,No
50047,14,5,5,No
20318,11,3,3,No
56980,3,5,4,No
5596,8,2,4,No
28538,7,3,5,No
54438,6,3,3,No
20794,14,4,5,No
11035,2,1,5,Yes
6279,12,2,1,No
51544,9,1,1,No
21513,8,5,3,No
12234,0,5,1,No
40841,1,4,2,No
35988,0,1,5,Yes
24479,13,1,4,No
56437,1,4,3,No
37225,3,1,2,Yes
44608,7,3,4,No
42016,5,1,4,No
13574,5,4,3,No
29452,5,2,5,No
8849,10,5,4,No
10944,12,5,1,No
34675,4,2,1,No
46552,14,3,2,No
52963,5,5,1,No
7553,1,5,1,No
41411,2,3,1,No
12344,5,3,2,No
2024,4,3,5,No
3960,1,2,3,Yes
734,11,4,3,No
57824,4,3,1,No
42448,0,4,3,No
14845,2,5,2,No
11554,11,4,5,No
38367,10,4,2,No
36416,3,1,2,Yes
36842,13,4,1,No
6765,10,3,2,No
8019,1,3,5,No
663,12,4,3,No
46562,2,4,3,No
29680,0,1,5,Yes
45201,12,1,5,No
56974,2,1,3,Yes
44206,1,2,3,Yes
3866,1,1,4,Yes
1417,1,2,2,Yes
32963,6,5,2,No
17649,1,4,3,No
22644,3,1,2,Yes
46770,14,4,2,No
6476,1,5,5,No
33875,3,2,3,Yes
18593,1,4,5,No
27243,1,1,5,Yes
34776,2,4,3,No
42283,3,3,1,No
25904,7,2,2,No
35984,7,3,4,No
10957,6,2,3,No
36539,4,1,2,No
16048,4,3,4,No
30204,14,3,4,No
52971,4,4,1,No
30362,1,2,1,Yes
10937,8,1,1,No
33896,2,2,3,Yes
24896,11,1,2,No
57117,11,4,2,No
45194,6,2,4,No
49712,0,5,4,No
38090,12,5,5,No
51390,11,5,3,No
48184,10,1,3,No
47113,9,4,5,No
33475,3,3,3,No
13169,12,1,4,No
49822,4,1,2,No
21390,3,3,1,No
22817,9,4,5,No
19825,10,4,1,No
19309,1,1,3,Yes
15324,10,2,3,No
34722,13,4,5,No
38316,6,3,2,No
49300,3,2,4,Yes
55690,5,2,4,No
50823,9,5,3,No
42449,5,1,2,No
49172,2,3,5,No
47737,14,5,2,No
18951,4,1,4,No
59852,1,4,1,No
39672,13,4,5,No
52216,9,3,1,No
57929,2,5,3,No
8490,5,2,1,No
24843,11,1,3,No
55670,2,3,2,No
14895,14,2,5,No
38461,4,5,2,No
26750,7,4,2,No
10357,4,2,3,No
44450,12,1,2,No
24660,0,5,3,No
28166,1,3,1,No
23661,12,3,1,No
41103,10,1,5,No
21902,8,4,2,No
2636,9,1,3,No
43990,13,2,2,No
29147,6,5,4,No
24013,4,3,5,No
6865,14,5,3,No
16747,0,5,5,No
32447,0,3,1,No
39816,4,2,3,No
30704,6,3,2,No
16205,7,4,1,No
9552,5,1,1,No
29219,3,5,3,No
19830,4,1,3,No
35197,13,3,4,No
36394,12,4,2,No
15206,9,4,3,No
54220,14,3,5,No
30413,8,2,4,No
23537,8,3,3,No
53190,3,3,4,No
51090,3,4,5,No
55332,0,5,1,No
56564,7,3,5,No
5744,8,4,2,No
40139,1,5,3,No
32481,9,4,5,No
54976,6,3,1,No
24174,5,1,5,No
40725,10,1,3,No
40419,4,2,1,No
588,6,3,2,No
44689,14,4,2,No
40322,3,1,1,Yes
44299,11,4,3,No
39991,8,3,5,No
20690,2,5,4,No
27403,10,5,3,No
31281,6,2,5,No
21434,1,1,1,Yes
56366,2,2,5,Yes
33504,8,3,2,No
52771,1,5,4,No
36865,14,4,5,No
2386,12,4,3,No
50941,0,4,1,No
8413,2,3,1,No
24694,5,1,3,No
38600,2,1,2,Yes
26,10,2,1,No
16410,14,2,1,No
23989,10,2,5,No
6339,10,3,1,No
21681,12,1,2,No
33957,11,4,4,No
4531,5,1,4,No
49408,5,3,4,No
4499,10,3,4,No
39828,5,3,5,No
29068,4,1,5,No
3265,7,1,3,No
49099,4,4,3,No
931,3,1,3,Yes
21582,5,4,3,No
29911,11,5,3,No
31804,1,2,3,Yes
30200,7,4,1,No
16385,14,4,2,No
40267,5,4,5,No
58785,5,3,3,No
3594,14,1,1,No
39969,8,3,5,No
29064,10,1,3,No
49111,7,2,2,No
46425,4,3,3,No
12729,14,5,2,No
28585,1,4,2,No
52817,12,5,1,No
41803,10,3,4,No
48932,14,4,4,No
33019,8,1,4,No
11868,3,5,4,No
3310,10,3,5,No
21999,13,4,4,No
11056,10,1,2,No
44724,5,2,2,No
18570,8,5,2,No
18812,12,2,2,No
43467,5,5,4,No
8424,11,3,3,No
41142,6,4,5,No
45341,4,5,2,No
54629,0,5,4,No
8941,9,3,4,No
32950,0,3,2,No
55462,13,3,3,No
58248,4,4,2,No
31025,5,1,4,No
432,10,4,3,No
32556,9,3,5,No
40959,9,4,4,No
24455,6,5,1,No
26994,3,5,2,No
26321,1,2,3,Yes
12723,3,2,1,Yes
57815,11,5,4,No
10583,12,2,4,No
54355,1,3,5,No
52712,5,5,5,No
1373,14,5,5,No
26036,13,1,5,No
46063,9,4,2,No
30171,12,5,2,No
37623,7,2,2,No
42705,0,3,5,No
13664,5,3,2,No
9708,0,4,3,No
39681,1,2,5,Yes
19792,5,3,5,No
20925,11,3,2,No
25266,0,2,3,Yes
5190,0,5,4,No
18759,10,5,4,No
42921,4,3,4,No
57880,3,4,1,No
54112,1,3,2,No
42943,10,4,5,No
40723,2,4,2,No
41675,5,4,4,No
45007,10,4,3,No
22345,7,3,3,No
52630,5,2,3,No
13731,1,1,4,Yes
50897,10,3,5,No
24553,4,2,3,No
47934,7,3,5,No
56006,0,2,5,Yes
40874,12,1,5,No
48109,2,3,2,No
20189,10,1,1,No
46823,12,2,2,No
6488,2,3,4,No
38613,2,4,5,No
22824,11,5,2,No
52306,4,4,2,No
26332,6,2,3,No
27885,5,3,4,No
19997,3,1,5,Yes
21438,3,3,1,No
32196,12,3,2,No
1525,4,2,2,No
24891,9,1,4,No
37266,3,3,5,No
41379,5,2,1,No
18318,6,2,1,No
51192,9,2,1,No
32890,7,1,1,No
23141,9,1,3,No
59367,1,5,3,No
4629,9,4,3,No
44987,10,1,1,No
49332,2,3,1,No
24665,12,2,5,No
53241,6,5,1,No
8492,6,1,4,No
35,13,3,1,No
1745,14,5,5,No
59558,0,5,5,No
59715,0,3,1,No
12553,2,3,5,No
17997,0,5,4,No
14575,6,2,1,No
42295,5,3,5,No
46344,5,3,2,No
21947,8,5,4,No
43367,6,4,2,No
9211,8,4,5,No
26912,11,5,2,No
8516,0,3,5,No
8992,14,3,1,No
53632,8,2,4,No
17225,1,2,3,Yes
56728,0,1,1,Yes
10547,14,2,2,No
25209,9,5,5,No
25404,8,2,2,No
30678,5,2,4,No
2049,10,2,2,No
44259,3,1,4,Yes
27316,8,2,1,No
47481,5,5,1,No
40189,7,1,1,No
19405,6,2,1,No
59605,8,1,1,No
31585,0,5,2,No
6731,12,2,1,No
48361,14,1,1,No
48572,3,1,1,Yes
43972,0,4,5,No
27141,14,3,5,No
53972,0,3,3,No
8214,11,2,1,No
26157,0,4,2,No
37578,5,5,3,No
16665,8,1,1,No
29837,4,3,1,No
40022,5,5,1,No
5331,1,2,2,Yes
54024,12,1,4,No
22138,10,4,1,No
38850,11,5,2,No
38612,3,2,4,Yes
23647,11,2,1,No
59075,12,1,2,No
51385,14,2,2,No
39089,6,2,3,No
12471,8,3,2,No
53034,13,2,3,No
57072,0,1,5,Yes
6247,4,4,2,No
11966,5,3,5,No
17592,11,1,4,No
51578,6,1,1,No
44721,6,1,3,No
46526,0,2,3,Yes
2535,12,2,4,No
46320,2,2,2,Yes
33976,8,5,1,No
37362,5,3,2,No
27106,10,4,3,No
20721,9,4,4,No
14725,8,3,4,No
54689,1,3,3,No
57641,9,5,3,No
52958,5,5,4,No
6368,13,3,2,No
4893,5,2,1,No
1709,8,2,3,No
7000,10,4,4,No
4003,10,3,3,No
57737,12,5,2,No
37918,6,4,1,No
4101,12,2,4,No
6240,3,2,3,Yes
47835,13,1,2,No
12950,3,3,1,No
45090,12,5,5,No
25671,13,3,3,No
46391,10,1,2,No
33146,8,4,4,No
45950,7,1,2,No
50941,14,4,5,No
56562,4,1,2,No
54479,14,2,1,No
51124,13,1,4,No
2968,10,1,5,No
28639,3,5,5,No
54019,4,1,3,No
54669,1,3,4,No
6119,5,2,3,No
55533,12,2,3,No
37214,6,2,3,No
57866,11,1,3,No
55176,8,5,1,No
39743,2,5,1,No
43424,5,5,2,No
23505,11,3,5,No
44866,4,3,5,No
11741,5,2,3,No
57294,14,4,3,No
21496,14,1,2,No
13471,11,3,1,No
46321,13,5,4,No
28972,13,3,1,No
50774,6,3,3,No
44512,14,5,3,No
27103,10,5,4,No
57578,2,2,1,Yes
45175,5,2,4,No
5919,6,2,4,No
12645,13,4,2,No
9125,11,5,5,No
30050,3,3,4,No
33780,1,4,1,No
41330,11,1,2,No
58288,5,1,1,No
10075,11,4,1,No
19,10,2,2,No
42003,8,3,5,No
16892,7,5,2,No
7637,2,2,2,Yes
20791,6,3,4,No
39691,3,2,4,Yes
28373,12,1,3,No
22211,5,4,2,No
39786,14,3,3,No
7847,12,2,4,No
38744,9,1,2,No
12708,13,1,5,No
7120,5,4,1,No
2100,0,5,1,No
44772,9,4,3,No
39858,2,1,4,Yes
3949,1,2,1,Yes
6297,9,2,1,No
9178,0,1,3,Yes
17896,11,2,4,No
52249,1,4,4,No
13590,13,1,3,No
22629,1,1,2,Yes
41847,7,5,3,No
1649,10,4,1,No
7198,2,5,4,No
41052,1,1,1,Yes
1575,10,5,1,No
24193,12,2,1,No
26059,5,5,5,No
3504,5,3,2,No
46631,2,3,2,No
22908,0,3,5,No
47362,7,3,4,No
6486,8,4,4,No
43742,10,1,1,No
40459,10,5,4,No
45643,8,1,5,No
41407,7,1,2,No
340,8,4,5,No
18250,9,4,4,No
49519,9,2,5,No
53418,4,3,1,No
26210,9,4,5,No
42725,8,2,4,No
13460,1,1,3,Yes
22675,0,5,4,No
56462,14,5,2,No
38168,3,5,5,No
12704,3,5,2,No
31707,6,1,5,No
15883,4,3,2,No
38023,10,4,5,No
33770,6,1,2,No
4559,4,2,4,No
15547,9,4,3,No
35384,13,5,3,No
32472,5,1,4,No
46781,1,2,5,Yes
52381,2,2,3,Yes
935,12,2,4,No
43751,5,5,1,No
4862,14,4,2,No
29597,11,2,3,No
22423,5,4,1,No
13524,13,5,4,No
9313,14,5,3,No
25825,7,3,1,No
9286,5,1,2,No
9936,10,3,2,No
34205,13,1,5,No
14317,0,4,4,No
23411,12,2,4,No
25713,2,1,3,Yes
34173,13,5,2,No
51217,12,4,3,No
17202,11,1,3,No
26224,14,1,3,No
45491,3,4,3,No
3248,2,2,3,Yes
37783,2,1,1,Yes
56806,2,1,1,Yes
2916,1,1,3,Yes
58163,11,1,3,No
25780,11,2,2,No
9109,10,3,1,No
56141,13,3,5,No
4449,2,3,5,No
52015,11,4,4,No
7505,12,5,1,No
23768,3,4,2,No
56995,14,5,2,No
28397,13,2,4,No
49386,12,5,4,No
53232,13,5,5,No
6885,2,1,2,Yes
47209,1,1,1,Yes
25420,9,1,4,No
15413,12,2,2,No
58917,9,1,4,No
29295,7,4,5,No
17602,3,1,1,Yes
54580,0,4,2,No
26617,11,5,4,No
10397,12,2,3,No
23546,9,2,1,No
22982,13,4,5,No
13604,11,1,3,No
32333,11,3,3,No
1557,12,4,2,No
36627,13,4,1,No
14704,6,2,3,No
55581,5,4,4,No
28099,2,2,3,Yes
50712,14,3,2,No
26275,13,2,5,No
15101,5,2,2,No
25597,0,2,1,Yes
1763,3,1,3,Yes
25842,4,1,3,No
49193,5,3,1,No
11434,3,3,3,No
15432,14,4,3,No
1479,3,4,5,No
51051,4,1,1,No
53667,7,2,5,No
3718,4,1,5,No
50365,0,4,3,No
50738,1,5,5,No
14037,6,3,3,No
59663,6,3,4,No
35932,9,3,5,No
24125,12,4,3,No
48447,2,1,3,Yes
52976,6,3,4,No
22132,6,3,4,No
15752,6,3,3,No
6754,8,4,3,No
57088,8,4,4,No
16843,5,4,1,No
32904,6,1,4,No
27425,10,4,3,No
24611,13,4,3,No
22089,12,5,5,No
10044,6,3,2,No
1334,12,1,2,No
58661,0,2,4,Yes
29935,10,5,5,No
13633,1,5,4,No
42238,8,4,4,No
34848,8,4,5,No
10317,3,2,5,Yes
30851,10,4,3,No
33365,12,2,3,No
14211,11,5,2,No
53472,4,5,5,No
10947,8,4,5,No
57737,12,1,4,No
35746,8,2,1,No
43897,13,3,2,No
54049,0,1,3,Yes
10055,1,3,3,No
27090,10,5,4,No
55774,12,4,3,No
21476,4,2,4,No
56234,4,4,2,No
49493,12,4,5,No
639,8,5,3,No
53237,4,4,2,No
27836,1,1,2,Yes
45249,10,1,1,No
58044,12,3,1,No
10385,9,2,3,No
54177,11,4,5,No
12272,13,1,4,No
1162,2,1,1,Yes
1194,1,2,5,Yes
48499,9,4,3,No
8959,7,1,1,No
28834,12,4,2,No
38652,9,4,1,No
58886,9,1,1,No
14812,4,1,5,No
2250,13,5,4,No
33442,3,5,1,No
37276,10,5,5,No
5829,7,3,3,No
38924,1,5,4,No
8950,5,4,2,No
5517,2,5,1,No
28772,14,1,3,No
16204,9,4,1,No
17751,12,2,1,No
25163,7,2,3,No
20060,3,4,1,No
36065,14,1,4,No
33152,7,3,5,No
47820,2,2,4,Yes
30415,6,1,2,No
38440,13,1,1,No
41313,5,5,3,No
51673,0,5,2,No
49205,11,4,5,No
17641,13,4,5,No
5595,13,4,3,No
42518,13,4,1,No
20359,8,4,5,No
55175,11,5,2,No
47542,8,2,2,No
17338,4,2,2,No
45011,12,4,2,No
19269,7,4,4,No
36997,1,3,4,No
7623,8,2,3,No
47202,1,1,4,Yes
31198,1,2,5,Yes
26685,2,5,5,No
15071,6,5,5,No
30603,1,4,2,No
17338,0,4,4,No
43034,11,4,2,No
38006,2,2,2,Yes
28600,10,5,3,No
52621,6,4,5,No
57544,7,2,3,No
59630,8,3,1,No
37521,9,1,3,No
50937,9,5,5,No
51716,8,4,5,No
19141,3,4,4,No
19083,5,3,1,No
423,12,3,4,No
48657,8,4,4,No
4990,4,3,5,No
17175,8,2,5,No
46004,5,4,3,No
35056,8,3,3,No
6808,11,1,1,No
41534,14,3,1,No
10536,5,4,5,No
9761,0,5,5,No
27501,5,5,2,No
43011,0,2,5,Yes
6035,9,5,5,No
43603,5,1,5,No
6628,13,2,1,No
29762,1,4,4,No
45126,9,1,5,No
50597,0,2,2,Yes
53870,7,1,2,No
12592,7,5,4,No
59802,4,5,5,No
45498,2,5,4,No
18653,1,1,1,Yes
8284,2,1,1,Yes
449,11,4,5,No
11847,4,3,1,No
44167,13,1,5,No
5959,6,5,3,No
28470,7,3,1,No
22554,8,2,1,No
26892,8,5,1,No
17288,13,3,2,No
5535,9,2,2,No
374,9,3,3,No
2150,10,1,2,No
36817,14,4,2,No
3318,11,5,5,No
55615,4,2,1,No
30647,2,4,1,No
25611,14,2,1,No
32533,11,1,2,No
27872,6,3,1,No
33823,1,5,2,No
27811,6,2,1,No
7200,7,3,2,No
49913,5,5,4,No
59299,2,4,2,No
5380,1,5,2,No
53042,3,5,5,No
51358,1,2,1,Yes
13110,12,3,5,No
45225,2,4,1,No
38638,4,4,4,No
9150,5,5,2,No
49215,5,2,1,No
7620,12,2,5,No
22293,8,4,4,No
31629,1,4,3,No
22024,13,2,5,No
31229,9,4,3,No
47188,1,5,3,No
25215,11,4,5,No
45369,12,3,1,No
34459,4,1,1,No
52963,3,1,1,Yes
2650,1,2,2,Yes
12010,6,4,1,No
23999,7,3,1,No
7821,7,5,3,No
52325,1,1,3,Yes
29723,14,1,3,No
33871,4,2,3,No
51062,14,1,3,No
51684,10,3,4,No
34027,13,5,4,No
29091,5,4,3,No
26542,14,4,5,No
41223,6,2,2,No
52164,12,4,2,No
34178,9,2,3,No
47273,5,3,5,No
41286,3,4,5,No
54303,1,1,5,Yes
17713,7,4,2,No
39392,1,5,3,No
8207,0,3,1,No
5739,1,4,4,No
17928,3,4,1,No
37036,8,1,4,No
53399,3,5,5,No
34952,6,3,2,No
30027,7,1,4,No
13361,10,4,4,No
57770,6,4,3,No
10663,11,4,3,No
7514,10,2,4,No
33746,12,3,3,No
3738,12,2,1,No
40699,11,3,1,No
42105,2,5,2,No
32066,12,5,4,No
37439,9,2,1,No
55047,6,5,5,No
13637,3,2,4,Yes
36869,13,1,1,No
40165,14,5,5,No
56805,2,3,5,No
44885,12,4,1,No
52447,4,4,3,No
27022,4,3,3,No
52626,10,2,2,No
13173,12,5,3,No
44532,4,4,1,No
21937,10,1,1,No
27246,8,1,1,No
17444,1,4,4,No
9696,4,3,3,No
9342,13,2,2,No
15146,9,5,3,No
52373,3,4,2,No
12340,10,2,3,No
15455,9,2,4,No
19228,5,2,3,No
38116,2,2,1,Yes
59603,11,3,1,No
3577,2,3,5,No
58451,3,3,3,No
7421,5,3,1,No
16184,4,1,5,No
57874,13,1,1,No
20527,3,2,3,Yes
27798,3,2,3,Yes
4472,2,2,1,Yes
20819,11,3,3,No
35396,5,3,4,No
53774,8,5,5,No
59513,7,4,3,No
18374,4,2,5,No
20876,12,4,5,No
58028,9,3,3,No
6079,5,2,5,No
53749,3,3,4,No
59372,14,5,4,No
43668,5,4,4,No
2882,1,2,2,Yes
15710,12,3,5,No
56139,6,5,3,No
53741,2,5,2,No
6012,4,2,2,No
35042,6,5,5,No
10472,7,3,5,No
43499,9,3,3,No
46190,3,3,2,No
42800,10,5,3,No
5538,8,3,1,No
13577,12,5,4,No
22689,2,5,4,No
30836,6,3,1,No
50816,5,4,3,No
26686,0,2,4,Yes
47877,0,4,5,No
14829,1,3,3,No
22391,1,2,2,Yes
12897,11,3,2,No
45692,6,4,1,No
31325,11,5,2,No
42421,11,4,5,No
6991,2,3,2,No
41184,0,4,3,No
29920,3,1,3,Yes
41888,3,3,2,No
28911,0,1,2,Yes
50105,2,1,3,Yes
15089,4,2,1,No
37689,7,5,3,No
51477,1,2,5,Yes
13520,13,1,1,No
48830,5,1,1,No
16028,6,5,1,No
57834,8,1,4,No
40284,10,3,5,No
36559,5,3,3,No
37103,7,1,3,No
56561,1,1,2,Yes
30523,13,5,2,No
58503,8,1,3,No
15871,11,5,3,No
54468,8,5,2,No
18711,12,4,2,No
359,11,3,4,No
28551,5,4,5,No
19838,14,5,5,No
54264,14,2,5,No
28188,4,5,2,No
47180,1,2,2,Yes
56608,11,1,3,No
14330,5,4,1,No
16356,11,5,1,No
6534,5,1,2,No
52762,2,5,2,No
8827,3,5,5,No
43967,14,3,1,No
4327,12,4,2,No
4121,8,4,3,No
32374,6,1,5,No
42579,13,2,5,No
52673,12,4,4,No
54523,5,5,2,No
11519,6,4,5,No
23871,6,5,3,No
49581,1,2,5,Yes
24190,10,3,4,No
9647,0,2,4,Yes
5893,7,5,3,No
17669,0,1,5,Yes
10233,11,3,1,No
30677,0,3,2,No
47460,6,4,4,No
55475,14,1,4,No
25713,7,3,1,No
26086,0,4,5,No
5557,4,4,2,No
32926,8,5,1,No
53878,14,4,4,No
2070,13,3,4,No
19726,12,1,3,No
11793,8,2,4,No
46612,6,2,1,No
59596,4,1,4,No
7003,3,1,2,Yes
18087,11,5,2,No
38346,14,4,5,No
21960,8,2,5,No
56658,0,2,5,Yes
51894,12,2,4,No
4227,1,2,5,Yes
50176,10,4,5,No
29662,7,1,4,No
51017,7,2,1,No
39089,9,5,3,No
43424,8,4,5,No
28393,1,4,4,No
970,3,4,2,No
56876,9,5,3,No
50966,14,2,2,No
53823,2,5,3,No
39513,12,5,3,No
54670,13,1,4,No
52306,2,1,5,Yes
57824,3,3,3,No
57744,1,5,2,No
28312,12,5,4,No
32526,14,1,2,No
56119,7,5,2,No
41291,4,1,5,No
29089,6,5,4,No
4417,5,5,4,No
6761,8,1,5,No
39751,12,4,3,No
32679,14,2,3,No
19716,3,2,4,Yes
41658,7,4,5,No
