employee_id,performance_rating,projects_completed,manager_feedback_score,review_date
27556,1,10,4.5,2018-05-31 05:18:41
46165,3,4,1.1,2019-05-14 07:41:01
3600,2,3,2.5,2022-03-26 19:31:47
59997,2,1,2.1,2022-08-09 18:24:53
25608,1,2,4.9,2020-01-25 10:51:23
2271,3,4,3.3,2018-10-15 08:42:02
133,1,6,4.5,2020-09-24 14:44:09
21690,1,5,3.3,2024-08-14 07:49:14
1279,3,9,1.1,2021-08-21 01:51:38
20980,3,11,2.4,2024-08-28 11:06:27
37349,4,0,2.4,2021-03-08 12:06:51
19580,2,7,2.5,2023-01-02 19:37:33
50733,1,6,3.9,2020-03-08 00:55:56
13265,4,9,3.9,2018-03-10 15:39:10
31625,4,9,3.2,2019-09-01 05:33:14
14233,1,7,3.9,2021-01-03 08:07:07
5353,4,5,3.5,2018-03-10 06:43:58
996,1,1,2.0,2019-05-23 02:30:27
25760,3,2,2.7,2019-03-11 14:30:53
43777,4,6,2.7,2019-03-26 02:15:24
9820,2,10,2.2,2018-08-27 02:02:19
55554,5,8,2.7,2020-11-17 03:52:44
25389,4,11,4.4,2020-06-28 11:58:08
11081,2,7,4.2,2020-03-07 23:33:15
26750,2,3,4.2,2022-09-29 08:42:20
30803,3,6,2.9,2021-03-07 09:01:18
12279,4,9,2.0,2018-02-09 08:47:26
25675,3,11,2.5,2021-03-25 04:23:19
16514,5,6,3.1,2022-02-25 21:18:06
31461,1,0,4.3,2018-12-16 17:13:54
4581,4,5,3.6,2018-02-05 22:51:56
34407,5,10,1.8,2020-03-22 23:56:30
5606,3,10,2.1,2018-03-31 00:25:39
12313,5,3,3.7,2020-02-12 08:54:31
37907,1,8,1.4,2024-10-02 00:18:28
5863,5,9,1.9,2024-05-14 04:12:04
1127,4,7,3.9,2018-07-12 00:53:22
7526,2,1,1.5,2022-09-16 17:53:30
50071,4,11,4.0,2018-08-16 18:19:03
23971,3,11,1.2,2019-10-16 01:02:35
26186,5,2,2.8,2023-09-25 00:00:45
52335,4,4,4.4,2024-01-02 04:11:29
27155,3,2,4.3,2022-07-23 21:35:17
53666,4,3,3.2,2023-11-23 10:40:38
24271,1,11,1.3,2023-09-03 01:08:13
30380,4,2,1.6,2020-04-07 07:57:11
28403,5,6,4.2,2021-11-21 08:45:31
52918,4,6,3.1,2020-10-10 15:35:44
11182,2,6,2.6,2022-04-03 02:47:48
54282,5,10,3.8,2024-11-16 20:14:05
57977,2,5,4.6,2023-10-05 13:33:04
30239,4,11,5.0,2022-05-16 00:17:40
32976,3,2,2.4,2020-06-20 10:10:11
56669,3,3,3.8,2019-07-18 16:29:23
43321,5,5,1.0,2023-04-11 12:00:23
37741,2,4,2.1,2022-04-13 02:16:23
10946,2,2,4.0,2022-09-01 16:30:28
57900,3,11,4.2,2024-12-30 12:46:55
3137,1,8,3.0,2018-05-01 17:59:50
13284,5,9,2.2,2018-04-29 08:10:23
44978,2,6,1.5,2022-01-25 17:27:04
57925,5,4,1.6,2023-02-01 03:37:31
21397,1,3,1.8,2021-05-17 14:02:05
31434,5,0,1.5,2021-10-11 10:29:36
32672,5,10,3.4,2018-09-23 20:12:42
8108,4,9,1.1,2019-11-29 16:22:58
56396,2,11,3.1,2024-02-02 15:37:59
45461,5,5,2.1,2021-01-18 22:17:40
11850,2,1,2.0,2023-01-28 09:47:40
51784,2,9,1.9,2024-06-28 07:18:48
6805,3,4,2.7,2019-01-09 10:57:55
42875,3,11,4.4,2018-02-19 07:54:31
20472,1,2,2.6,2019-07-21 03:46:10
14104,4,5,4.0,2023-12-26 17:11:01
6885,3,9,4.7,2024-11-09 00:41:06
14625,1,0,2.1,2019-12-08 08:54:31
16760,4,1,3.0,2021-09-14 05:09:30
26763,4,9,3.2,2018-07-26 14:42:31
25064,1,2,4.5,2024-06-22 04:16:11
37061,4,9,4.6,2018-03-20 14:25:07
8335,4,4,3.3,2018-06-15 02:48:31
14161,3,10,4.7,2024-10-06 01:15:25
13942,3,5,1.1,2024-02-25 17:12:27
54112,4,6,2.3,2020-05-14 08:45:28
33107,4,2,2.4,2024-03-09 17:39:25
32517,3,5,3.6,2024-11-30 12:36:28
38035,1,11,2.4,2022-11-25 18:38:30
11027,5,7,2.4,2024-01-30 01:33:43
17829,1,7,4.5,2019-03-04 22:30:08
18279,2,6,3.2,2019-01-01 04:06:31
42234,5,8,2.0,2022-06-02 12:37:43
188,3,10,2.3,2021-02-19 18:44:43
57664,3,6,3.6,2024-08-29 23:47:05
27561,1,2,4.0,2018-10-10 11:40:09
53255,1,8,4.0,2024-07-14 04:43:36
11239,5,5,2.7,2022-01-02 10:34:18
1827,5,4,1.1,2023-05-06 06:41:46
3001,3,11,2.6,2024-08-19 05:16:43
38743,3,8,2.1,2023-10-27 11:20:56
22911,3,1,3.1,2023-12-13 17:56:51
9043,4,11,3.4,2018-09-13 07:59:54
6581,1,8,2.0,2024-04-25 19:03:35
21098,3,7,2.4,2023-12-23 21:29:55
6064,3,4,3.0,2018-09-04 23:56:31
58645,1,11,5.0,2018-03-06 21:52:17
41148,4,5,3.1,2024-04-17 00:18:21
31725,5,10,4.7,2019-04-26 02:39:24
35793,5,11,3.4,2019-04-27 22:00:18
31919,1,8,1.4,2018-12-09 21:59:14
40666,1,5,3.1,2018-12-11 11:35:44
21118,4,8,1.7,2021-01-01 15:38:46
19445,5,9,1.5,2018-09-20 03:09:35
31893,2,10,2.1,2024-01-22 19:59:00
2355,3,8,1.9,2021-05-11 22:22:00
5893,2,2,3.3,2024-02-11 16:04:42
16039,2,9,4.8,2023-03-29 20:46:52
17489,5,0,4.0,2020-08-23 14:01:14
43954,1,5,4.6,2021-06-12 16:57:04
19444,2,5,2.5,2021-03-23 15:40:01
52760,3,7,1.9,2023-02-06 23:26:06
5222,1,8,3.2,2018-11-28 06:27:17
47068,5,11,3.8,2022-08-19 23:29:12
5450,5,6,4.7,2024-07-14 20:03:26
58777,1,0,3.1,2019-10-02 21:49:47
5958,4,4,2.3,2023-07-20 10:09:31
34466,4,4,2.9,2023-02-10 02:00:43
20022,2,7,2.8,2018-10-03 22:45:21
12562,4,10,1.3,2021-03-28 07:17:15
29186,3,1,2.0,2021-11-07 17:37:09
33983,1,8,4.5,2019-08-11 18:02:37
41992,1,9,4.9,2022-12-27 12:24:00
45716,3,8,1.6,2023-11-16 08:53:47
32044,2,4,4.6,2018-01-27 20:15:29
6326,4,1,2.2,2019-07-27 12:46:47
842,3,0,1.5,2023-03-01 09:07:20
22159,1,7,4.5,2019-03-11 23:58:02
7135,2,3,3.9,2019-06-16 09:47:49
52552,3,4,1.9,2023-04-09 15:49:28
56612,2,1,4.5,2021-05-14 14:44:14
4473,5,11,3.0,2022-03-04 01:41:02
38863,5,8,3.9,2024-10-09 12:20:00
28700,4,4,4.7,2022-09-03 13:10:23
45447,2,5,5.0,2024-11-03 23:22:55
21041,5,1,4.9,2021-05-03 18:28:43
45630,3,9,2.2,2024-12-05 03:55:30
49498,2,7,2.1,2020-02-01 00:48:44
43021,5,7,3.9,2019-09-10 11:57:39
22912,5,11,1.3,2018-05-06 16:56:22
43672,5,10,3.9,2018-07-17 06:21:55
42673,1,8,2.0,2020-07-25 23:10:05
42274,2,2,1.8,2019-03-01 14:57:24
3913,3,5,5.0,2023-01-23 00:07:51
49611,1,4,4.7,2019-04-02 01:53:19
32974,4,10,1.9,2024-03-16 12:18:12
17795,1,3,4.2,2019-02-05 21:20:58
58386,5,10,4.5,2019-10-11 08:46:05
17073,2,7,2.8,2023-09-12 19:43:40
21954,4,3,3.6,2019-05-15 20:56:32
14003,4,10,3.1,2024-03-21 18:06:30
14895,1,8,1.2,2019-06-18 17:08:16
44474,2,3,1.1,2021-03-11 08:22:39
39411,2,10,3.2,2023-07-08 22:36:25
16994,3,10,2.7,2018-06-05 14:59:31
51391,1,7,4.8,2022-09-08 02:47:08
45152,5,10,1.4,2020-07-05 18:50:16
38534,2,0,4.1,2019-02-03 20:05:48
36612,5,0,1.5,2018-02-17 17:46:23
2358,4,5,4.0,2019-12-07 22:31:35
43268,4,5,3.0,2021-07-07 19:13:09
6319,4,6,4.5,2018-06-19 19:41:53
43157,2,1,2.1,2018-08-31 02:36:36
43536,2,2,4.8,2023-12-30 23:24:08
53577,4,6,3.4,2020-01-10 01:57:17
29905,4,10,4.8,2019-06-16 03:13:28
21802,3,5,3.2,2021-08-01 20:23:34
57310,3,1,2.2,2022-10-08 00:13:42
43331,2,3,1.0,2020-08-25 14:00:27
32070,3,5,4.0,2022-10-20 19:40:31
20261,1,3,1.4,2023-12-27 06:19:06
7485,3,4,4.6,2024-05-01 22:40:59
32374,4,8,2.9,2022-04-27 14:37:37
57222,4,5,2.6,2019-05-02 04:39:40
19444,1,3,4.4,2018-09-16 11:37:09
17702,2,0,2.6,2022-03-27 23:47:27
9963,5,7,4.2,2024-09-13 13:46:25
8414,1,4,1.6,2023-12-11 03:59:42
40969,3,7,1.7,2020-08-24 04:59:53
37298,4,2,1.2,2020-01-22 14:41:40
49548,1,8,3.1,2024-02-22 04:43:44
55186,4,8,2.3,2021-09-02 03:49:58
16611,1,4,3.0,2024-03-12 08:50:46
57632,3,8,1.5,2020-12-12 23:52:23
39310,3,11,1.3,2024-06-26 05:52:29
58941,5,7,1.2,2021-08-28 15:22:46
29360,2,6,4.4,2020-01-06 05:19:56
34382,5,8,3.3,2021-02-06 11:59:03
35368,4,3,3.2,2020-05-12 12:43:13
315,3,7,4.2,2024-01-03 04:22:39
39712,2,10,3.5,2023-09-02 02:53:12
41077,4,0,4.9,2018-08-15 18:25:44
4275,1,7,2.1,2020-08-20 04:43:16
31002,2,0,1.4,2020-12-28 22:18:31
23695,5,1,2.9,2022-10-23 01:57:51
8400,5,9,3.5,2020-04-21 06:04:25
48963,3,1,4.7,2019-02-25 23:28:42
11156,5,8,1.6,2022-06-07 19:17:20
45561,2,0,2.9,2022-09-10 00:05:07
28124,4,11,3.4,2023-11-28 20:13:18
57591,3,6,4.6,2019-12-24 15:53:06
35892,5,0,2.6,2022-08-05 17:44:21
58728,4,9,1.2,2020-10-13 03:08:42
40261,5,6,3.3,2021-02-21 02:23:53
32238,2,5,1.3,2023-06-05 17:35:42
8480,1,2,3.8,2019-01-31 22:37:15
21214,4,7,4.9,2021-01-25 16:32:19
2259,3,7,2.7,2023-12-09 20:14:04
47821,4,10,2.1,2022-06-13 19:54:31
47430,1,1,1.4,2021-04-14 08:49:14
6714,1,4,3.5,2018-03-11 09:05:13
58753,5,10,2.7,2024-10-11 03:06:31
47951,2,3,1.4,2022-01-20 14:32:06
27705,4,1,2.1,2022-02-15 04:46:04
17293,3,3,2.5,2023-07-06 20:16:54
51085,3,5,1.5,2021-02-13 13:30:21
32523,2,10,2.8,2019-05-08 05:43:32
59204,4,9,2.8,2019-05-28 16:13:44
2307,5,9,1.1,2022-03-14 03:55:23
7790,4,5,2.9,2024-07-27 17:33:36
37368,4,3,2.1,2019-10-18 10:55:46
1564,5,10,1.9,2019-06-01 19:29:08
16271,5,4,4.7,2019-12-21 18:17:12
50626,4,5,4.8,2024-11-18 02:14:38
15753,5,0,3.3,2021-08-21 20:01:59
54311,3,6,3.9,2024-09-16 21:49:22
57306,4,1,4.7,2018-02-27 07:53:53
2482,2,8,4.3,2020-10-26 16:50:46
31319,2,11,3.5,2019-08-07 12:12:10
54855,3,11,3.7,2022-03-04 19:28:01
31246,5,9,3.3,2024-11-30 01:35:49
6018,4,2,4.2,2022-07-04 11:00:40
36367,5,8,2.4,2023-10-02 11:46:14
5442,2,9,3.3,2024-02-01 19:17:12
20839,2,8,3.8,2024-03-12 08:44:24
44127,2,10,2.3,2022-12-29 12:20:44
20657,4,9,2.9,2019-11-04 11:15:14
20932,1,1,2.3,2022-06-23 14:43:44
17461,2,11,3.8,2023-01-20 09:45:58
52090,2,5,3.1,2020-08-13 16:50:24
49334,3,8,3.0,2023-02-11 22:22:52
5428,4,6,4.4,2022-05-24 08:43:56
56935,2,5,5.0,2021-03-23 20:12:05
43404,5,10,2.0,2018-08-22 22:43:12
7018,4,9,1.8,2018-02-27 04:46:07
13372,4,10,3.0,2024-04-24 16:38:17
28567,1,2,1.8,2022-01-11 03:49:13
7124,5,6,1.1,2018-06-17 01:37:45
27122,4,2,1.4,2021-08-05 01:34:37
31786,4,11,1.1,2021-12-08 04:24:35
8492,2,4,3.7,2022-01-06 04:23:32
29896,4,4,1.3,2020-05-06 21:09:55
21018,3,4,2.4,2021-12-09 03:32:52
3850,5,9,2.0,2020-10-05 09:55:45
3366,3,2,4.5,2020-02-15 02:56:17
13234,3,11,3.7,2022-01-10 01:28:05
20144,4,6,2.9,2024-09-05 01:56:53
18520,3,0,1.5,2024-02-26 08:40:59
39778,4,6,2.9,2021-08-01 13:51:34
711,3,10,4.1,2021-05-04 05:19:09
4563,3,2,3.1,2023-06-23 22:31:14
4788,4,3,2.3,2023-09-24 10:24:30
52666,2,2,4.6,2018-08-27 19:45:04
11311,3,0,3.5,2018-11-15 22:19:17
53014,2,5,4.7,2019-09-21 07:08:53
12160,1,1,2.4,2019-05-06 08:00:51
59041,4,4,2.2,2018-05-04 20:16:16
1628,4,6,1.4,2019-03-10 20:50:52
33248,4,9,2.6,2019-02-05 13:23:32
11394,1,10,1.5,2023-12-07 12:33:38
59597,5,8,1.1,2019-11-25 08:04:52
31803,5,9,3.9,2021-08-01 03:43:27
41076,1,10,2.1,2023-01-21 00:03:53
53482,3,6,4.9,2018-02-07 04:37:44
14583,2,2,3.0,2018-01-21 18:26:28
40260,5,5,2.8,2019-11-01 21:21:10
21980,5,11,1.5,2022-07-06 07:32:52
53644,1,9,4.5,2021-03-07 03:54:45
45607,2,0,4.6,2024-06-25 03:58:14
39639,1,10,4.4,2020-07-09 22:31:58
43442,3,6,2.2,2020-01-02 14:35:30
46537,4,9,2.0,2021-04-02 13:35:50
12746,2,8,4.4,2020-02-04 22:57:56
1690,1,2,3.9,2018-10-07 11:45:58
58076,1,9,3.9,2023-12-21 01:58:01
46050,5,4,3.8,2023-08-15 06:41:58
57541,1,2,3.6,2022-08-18 06:36:09
26446,3,10,3.1,2022-04-05 06:54:46
48601,4,1,4.4,2020-07-24 17:36:10
28127,2,1,3.1,2022-06-26 07:49:42
23550,1,6,2.3,2022-08-01 14:33:27
30795,2,0,3.8,2020-03-05 11:43:16
34579,4,9,2.1,2024-11-06 00:45:46
54399,4,5,2.8,2020-03-18 03:33:57
46542,4,11,2.9,2019-06-24 10:48:33
46036,5,10,4.2,2018-10-03 09:45:21
30530,1,11,1.8,2024-04-09 20:29:33
1461,1,4,3.1,2023-06-01 12:19:34
25815,4,2,4.3,2022-07-23 02:51:39
46293,5,3,2.0,2018-12-06 10:16:05
26561,1,7,1.1,2021-07-30 01:26:18
34342,1,8,4.6,2020-01-28 16:49:04
22253,5,8,3.5,2022-10-06 10:25:40
21530,1,0,2.4,2023-02-27 15:36:10
27758,5,0,3.6,2018-02-23 14:51:48
52741,2,2,4.8,2022-09-27 21:04:15
44140,3,3,3.4,2022-09-23 05:23:07
17189,3,7,1.1,2024-07-04 16:53:29
22102,1,5,1.6,2019-05-20 12:52:59
50407,1,6,1.6,2024-03-01 16:47:03
26472,5,9,1.4,2021-12-03 22:50:23
26192,1,0,2.6,2019-11-13 04:19:26
21073,4,11,2.5,2018-08-09 14:09:15
5388,3,2,3.7,2020-03-19 02:09:21
35084,2,9,1.8,2023-10-04 16:43:20
18231,2,9,2.7,2022-12-16 14:17:07
38539,4,2,2.6,2018-12-08 14:32:09
12390,5,6,3.4,2021-09-15 05:09:49
677,4,2,2.9,2022-04-28 11:10:06
41072,2,10,2.9,2022-04-15 20:00:50
33108,2,9,1.8,2021-04-27 10:21:57
59043,1,8,3.4,2022-11-20 20:50:02
45672,4,6,4.5,2021-09-04 20:22:03
31328,3,7,4.0,2019-10-05 23:15:30
10258,3,10,4.0,2022-04-16 21:20:17
40277,2,7,2.0,2021-01-16 21:30:41
49585,3,7,3.4,2019-07-29 07:15:52
36870,2,6,3.4,2022-02-20 17:11:24
7524,2,0,4.4,2022-08-23 17:47:57
15646,4,7,5.0,2024-06-12 02:51:43
20032,2,7,3.0,2022-12-22 23:01:05
44315,4,7,3.5,2020-04-03 19:21:51
58945,5,4,4.7,2021-10-26 05:43:23
48262,3,1,5.0,2024-07-21 10:49:59
20102,2,2,2.6,2020-11-27 10:48:10
34430,4,9,2.0,2021-12-29 05:09:44
21021,5,4,2.7,2023-10-14 14:00:21
37812,2,0,3.5,2019-01-24 19:38:01
39451,3,3,4.3,2023-05-08 11:43:27
5278,3,10,3.9,2023-02-19 10:53:12
55699,1,11,4.0,2024-06-29 11:07:35
46749,2,11,4.1,2023-09-03 17:28:54
35960,4,6,4.1,2020-05-03 07:27:27
42591,1,6,3.2,2019-08-25 08:53:11
30739,3,0,2.7,2024-08-30 01:23:49
20471,4,10,2.6,2021-04-02 12:27:24
31485,1,2,3.6,2018-11-02 12:24:34
23914,2,4,3.1,2024-01-24 03:15:38
22326,5,11,2.5,2024-07-08 07:05:05
15819,3,2,3.5,2019-01-17 20:30:39
9857,2,0,4.3,2023-03-19 04:34:59
41469,2,1,1.0,2024-12-10 10:49:44
47042,3,6,4.6,2018-08-29 10:56:24
18657,1,2,1.6,2019-02-21 20:53:20
50069,3,3,2.1,2021-02-22 04:23:33
51686,3,0,1.5,2019-11-17 07:08:14
39833,1,11,2.4,2024-02-26 11:19:51
21823,5,10,2.4,2019-05-13 07:04:57
42609,3,5,4.5,2019-04-12 15:11:29
4364,4,3,4.0,2023-07-14 23:27:37
55112,5,0,4.5,2023-04-18 12:07:22
32763,3,4,1.1,2018-07-25 17:37:30
17756,3,3,1.2,2018-03-07 13:13:39
4784,1,10,3.7,2021-04-25 15:27:47
38581,2,8,2.3,2019-04-13 06:58:13
15603,5,9,2.7,2018-07-29 14:33:28
50118,5,1,3.4,2024-12-02 03:43:53
23347,2,6,4.3,2024-06-05 19:06:40
16352,2,7,1.9,2021-01-29 00:44:20
173,2,10,3.0,2018-04-03 03:31:10
58914,3,3,1.4,2022-06-14 23:47:18
7850,5,5,3.0,2021-09-15 14:13:59
2292,5,7,3.3,2024-02-04 01:13:11
30269,2,1,2.1,2018-02-26 20:19:24
59100,5,0,5.0,2018-12-16 22:14:43
2457,5,3,2.3,2023-12-27 02:21:58
36122,5,9,3.4,2019-06-10 21:58:24
59001,4,0,4.9,2019-12-23 16:18:43
42434,1,3,1.2,2018-10-17 16:30:56
6150,2,2,3.6,2018-07-26 02:29:53
49277,5,8,1.8,2023-07-17 16:14:45
4985,4,2,3.0,2022-01-30 00:26:24
32517,4,5,2.1,2018-10-01 11:59:08
44288,3,2,1.1,2023-10-07 22:36:06
27627,5,8,3.3,2020-04-15 18:02:00
14277,4,3,3.2,2020-05-18 22:13:16
27431,4,7,3.8,2019-09-18 00:56:16
1877,1,3,2.0,2023-06-10 23:56:06
8521,5,1,3.6,2019-02-15 00:03:07
20300,5,8,4.5,2023-10-20 02:12:09
58467,4,9,3.2,2024-04-21 15:05:11
39222,3,9,4.4,2024-02-24 17:28:05
44895,4,6,4.9,2023-10-16 11:59:15
12598,2,3,3.9,2018-11-30 13:52:34
47868,4,0,2.3,2019-07-26 19:21:43
6287,2,3,1.2,2024-01-12 11:01:36
18822,1,11,2.3,2022-01-14 11:13:44
10979,4,6,3.0,2018-07-26 18:19:10
54175,4,4,1.1,2021-12-20 09:44:40
21601,5,7,1.2,2020-12-03 10:26:37
28350,5,3,3.2,2019-12-12 16:28:39
17448,5,1,2.8,2019-09-26 20:32:26
56863,5,3,4.5,2023-04-13 11:24:50
55725,5,7,2.5,2024-09-23 21:07:14
29222,2,2,3.8,2023-05-13 09:46:49
46248,1,1,3.6,2022-09-15 13:40:25
49659,5,7,4.4,2024-06-01 20:43:41
11146,5,10,1.2,2024-02-04 22:24:27
42135,1,9,4.5,2020-03-06 09:46:46
13684,1,6,3.0,2021-02-24 19:05:34
42127,1,4,2.8,2024-07-30 01:31:02
13248,4,4,1.1,2021-07-01 17:57:01
21977,4,3,1.6,2021-12-19 19:08:22
492,5,0,3.1,2019-07-21 13:57:58
49633,3,3,4.4,2022-12-06 21:53:57
28263,3,9,5.0,2018-01-24 12:34:07
4432,2,5,1.2,2022-09-08 06:39:09
51551,2,7,2.8,2021-09-22 08:28:49
8961,4,9,2.0,2023-01-15 19:08:02
30892,1,6,2.1,2023-12-08 06:36:53
27084,5,11,1.7,2018-08-01 07:12:27
10798,3,5,1.0,2024-12-13 19:00:14
6921,5,3,3.6,2021-08-17 08:09:07
20246,4,8,4.6,2020-04-17 04:05:47
35361,5,3,4.1,2019-09-21 05:56:52
38387,4,1,1.9,2021-02-02 12:09:42
11533,4,2,3.2,2022-08-23 19:45:43
380,2,9,4.6,2024-04-05 15:46:09
50817,1,11,3.3,2019-11-14 22:34:40
31666,3,9,2.4,2024-09-15 02:55:04
29617,3,6,1.6,2019-02-25 08:20:04
30373,1,8,1.3,2021-02-11 13:31:06
56028,5,11,2.4,2019-12-17 17:27:08
41061,3,9,2.2,2022-09-01 01:18:05
32882,4,6,4.3,2021-11-22 10:41:47
5598,2,3,3.6,2019-03-19 19:07:11
39279,5,1,2.3,2023-03-28 16:55:21
2034,5,2,2.9,2020-10-18 02:22:49
33233,2,3,1.6,2018-09-19 22:10:03
36108,2,10,3.6,2023-03-07 16:00:48
44593,1,6,2.0,2019-06-17 12:13:27
42175,4,9,1.1,2022-12-25 11:07:56
33949,3,10,3.4,2020-10-15 20:18:32
55705,4,7,2.6,2023-01-20 09:27:09
59404,3,10,1.7,2023-05-14 22:01:14
37608,5,5,2.3,2019-06-05 15:25:14
9473,4,10,2.0,2020-12-15 09:16:27
42066,1,9,4.3,2023-03-12 16:54:08
19586,3,11,4.2,2020-03-05 21:08:03
41324,1,5,1.1,2021-09-29 15:31:11
20136,4,10,1.9,2023-10-28 23:04:31
22341,5,3,2.0,2021-05-14 18:54:27
51365,1,1,3.0,2019-12-24 21:39:47
46797,4,8,2.9,2023-01-25 00:34:34
59519,2,11,2.4,2023-12-20 04:41:26
29138,5,7,3.5,2024-05-12 01:33:26
28724,5,0,3.5,2022-08-24 09:55:55
37895,4,7,1.6,2018-04-30 23:05:14
59829,1,8,2.9,2019-02-14 10:55:38
49913,3,3,1.2,2019-11-01 05:35:53
41578,4,4,4.0,2020-12-08 21:35:33
52237,1,0,3.2,2022-12-13 01:54:32
1951,3,7,2.0,2019-03-15 07:14:50
18500,2,11,3.7,2018-08-12 12:15:50
31155,4,5,4.3,2018-05-21 20:58:27
53327,3,3,3.1,2018-11-13 11:48:46
49887,1,1,2.9,2024-04-26 20:06:12
12102,1,9,2.6,2020-03-28 08:01:08
23984,2,8,2.8,2021-01-28 17:39:40
38723,4,10,2.0,2021-09-11 09:05:29
48716,5,0,1.3,2019-04-06 06:07:28
23018,5,8,1.8,2019-11-19 02:36:21
48368,4,0,3.1,2021-11-09 16:27:36
56833,3,5,1.5,2020-08-26 19:57:11
10506,2,7,4.0,2024-12-31 01:33:52
8701,3,9,2.6,2021-09-10 13:43:10
44933,4,5,3.9,2019-07-05 17:37:43
24754,2,2,4.7,2020-02-28 18:56:43
14255,5,3,1.9,2024-03-13 15:11:04
59317,3,5,1.3,2022-12-08 13:00:24
3722,4,1,2.2,2021-05-13 16:49:42
52277,1,10,2.6,2018-07-31 04:53:15
25000,3,5,1.3,2021-06-25 14:12:13
45985,1,2,3.1,2024-08-26 14:55:05
49193,4,8,4.0,2023-09-27 06:59:24
5565,2,0,1.9,2020-11-06 19:05:07
4087,4,10,1.7,2024-09-28 03:11:07
50089,3,5,3.9,2023-10-13 17:31:39
45758,5,1,3.3,2020-03-07 09:36:50
23222,5,4,4.7,2023-01-09 05:26:28
39117,5,10,1.2,2021-12-20 08:26:03
49531,2,3,4.2,2024-05-27 20:58:10
44031,1,3,4.8,2023-03-17 03:56:27
25761,2,7,3.2,2022-07-11 11:05:55
6984,1,1,4.5,2024-07-25 19:09:04
27702,1,6,1.3,2019-05-23 10:21:42
29193,2,0,1.3,2020-06-25 15:41:47
57483,1,0,4.7,2022-04-18 16:58:44
33908,3,2,3.9,2019-05-23 09:51:26
19417,4,6,3.0,2020-08-12 10:02:17
50433,3,0,3.7,2021-07-18 21:12:30
24348,5,0,2.3,2023-09-04 03:37:11
3364,4,8,1.4,2023-06-23 00:37:50
9955,3,2,3.6,2019-04-25 15:36:44
39436,2,11,3.3,2022-08-27 11:11:57
33194,1,5,3.9,2018-04-27 02:55:15
36459,1,5,4.6,2019-02-14 04:49:19
9361,5,6,4.5,2018-04-02 12:18:45
22605,1,1,2.1,2021-02-18 14:21:30
43430,5,1,2.4,2021-05-02 17:10:08
2380,3,4,4.6,2021-04-13 12:24:39
23290,1,10,1.4,2018-07-02 05:37:54
38743,4,11,3.4,2023-11-04 22:03:59
56360,4,0,3.5,2022-10-14 06:58:31
9390,1,9,1.8,2024-03-06 09:35:53
34963,4,8,2.3,2024-10-12 13:23:52
42330,1,9,4.1,2023-01-27 06:11:01
40890,1,2,2.3,2024-08-08 13:01:24
9832,1,9,1.1,2019-03-05 11:19:50
4683,1,7,2.4,2023-02-18 15:35:32
58706,1,0,3.3,2019-11-01 00:43:02
43216,2,11,2.3,2024-12-21 01:15:38
47182,1,2,1.8,2022-02-13 04:54:45
35342,5,6,1.8,2023-04-05 11:34:55
37948,4,3,1.1,2018-11-13 06:07:46
59962,4,2,1.3,2023-02-06 14:42:24
508,1,11,4.8,2022-06-01 23:24:01
675,2,10,4.2,2022-03-10 13:24:24
2775,3,1,1.2,2020-10-12 15:35:55
33182,1,10,4.0,2019-05-24 02:22:23
35774,3,8,1.1,2018-04-20 04:54:42
54442,4,2,3.3,2021-10-10 07:37:45
45291,1,0,4.0,2020-04-11 19:44:15
14871,3,7,1.1,2023-10-30 23:34:25
47571,4,3,3.9,2018-04-24 22:42:25
22828,2,5,4.7,2024-10-22 13:07:39
21170,2,6,2.4,2021-07-18 17:51:18
56304,1,9,4.7,2018-04-20 16:59:40
11948,3,6,4.8,2020-01-17 05:21:28
6299,1,8,4.6,2020-05-25 13:26:34
27971,5,9,2.6,2021-06-26 02:20:20
24684,5,6,4.1,2020-11-03 13:58:52
40677,2,2,4.6,2022-07-16 14:04:51
32333,4,4,1.7,2020-08-17 11:56:00
54367,5,0,3.8,2021-02-02 20:58:40
46199,4,2,4.0,2021-08-10 23:17:33
35431,3,5,4.6,2018-09-16 03:10:04
41827,3,6,3.1,2021-03-26 10:59:59
56113,5,10,3.1,2019-09-06 13:10:12
55664,2,9,1.9,2023-12-10 23:15:17
16029,2,8,4.6,2023-08-31 17:52:09
53949,1,0,2.3,2021-05-25 13:24:21
2226,2,3,4.5,2021-06-13 09:44:22
29328,4,1,4.9,2019-09-13 02:13:54
25924,1,10,1.2,2021-12-09 04:52:16
2258,4,10,3.5,2024-01-26 17:05:16
24794,3,0,1.4,2019-12-29 12:10:41
2886,5,1,1.8,2023-12-15 04:04:28
12135,4,0,2.7,2021-04-30 22:30:12
59219,4,10,1.4,2024-02-27 01:38:05
30678,3,6,1.0,2018-02-20 04:07:08
17435,2,1,2.4,2020-08-02 10:29:59
23192,3,8,2.6,2019-04-16 06:55:44
50510,1,11,3.5,2018-06-20 08:36:26
35478,5,8,2.3,2022-04-08 19:53:32
10096,3,5,2.0,2020-12-18 12:12:37
51586,3,9,3.5,2018-07-13 13:09:07
13154,4,7,4.8,2023-08-09 15:46:37
50669,4,7,4.0,2020-02-25 20:33:24
45249,2,9,2.8,2020-11-19 15:49:13
51142,2,0,4.8,2021-04-15 11:54:57
29310,4,4,3.1,2018-10-10 03:18:17
47087,5,7,2.5,2018-01-08 18:25:08
23702,2,5,3.2,2023-10-12 21:52:56
