employee_id,absent_days,sick_leaves,workload_level,absence_risk
46448,24,7,Medium,High
22043,27,4,Low,High
79535,7,2,Medium,Low
75339,29,10,High,High
74427,14,1,Medium,High
58338,2,13,High,Low
77961,3,10,Low,Low
74760,15,4,Low,High
62498,26,8,Low,High
54202,29,0,Medium,High
62726,18,8,High,High
84902,27,9,High,High
75223,16,6,Low,High
30535,11,5,Low,High
12692,21,1,High,High
17079,25,2,Medium,High
6709,8,13,Low,Low
84206,8,5,Medium,Low
2905,3,3,Medium,Low
42668,19,7,High,High
41510,10,7,Low,Low
67092,10,8,Medium,Low
7261,0,10,Low,Low
31102,2,11,Medium,Low
1094,7,14,High,Low
4672,29,8,High,High
16537,29,4,Low,High
22502,24,13,High,High
79167,15,5,Low,High
67163,0,4,Low,Low
58574,25,0,Low,High
24105,1,13,High,Low
7324,25,10,Low,High
12163,22,2,High,High
19175,7,3,Low,Low
50512,29,12,Low,High
13012,13,1,Medium,High
25992,11,8,High,High
81079,28,8,Medium,High
83149,15,10,Low,High
63611,16,10,Low,High
50514,10,4,High,Low
23182,18,6,High,High
25316,18,2,Medium,High
19302,23,11,Medium,High
81156,1,0,High,Low
62256,14,0,Low,High
73893,10,2,Low,Low
35486,8,3,High,Low
26866,23,8,Low,High
39248,3,14,High,Low
6380,21,12,Medium,High
64000,10,13,Low,Low
80709,17,13,Medium,High
10500,7,2,Medium,Low
28832,18,14,High,High
13518,8,2,Medium,Low
69403,10,9,Medium,Low
9609,2,1,Low,Low
65805,5,10,High,Low
64128,1,6,Low,Low
56101,3,0,Low,Low
65068,8,12,Low,Low
76832,16,5,Medium,High
64561,20,8,Medium,High
21494,29,12,Low,High
21293,13,9,High,High
80613,16,6,High,High
78002,24,6,Medium,High
58294,20,4,High,High
12337,5,3,High,Low
58485,23,5,High,High
32159,21,11,High,High
52100,21,2,Low,High
21078,9,7,Low,Low
68540,20,14,Low,High
3123,14,8,High,High
25552,25,8,High,High
82046,14,8,High,High
81759,2,12,High,Low
46176,26,12,High,High
53597,6,7,High,Low
80879,20,4,Medium,High
25411,7,4,Medium,Low
14257,28,13,Low,High
45196,8,4,Medium,Low
42258,5,3,High,Low
8580,28,9,High,High
55414,3,11,High,Low
27726,9,8,High,Low
69295,3,9,Low,Low
66026,2,9,Low,Low
36522,26,1,Low,High
81952,0,8,Medium,Low
71136,29,3,High,High
13815,26,7,High,High
84533,5,2,Medium,Low
41161,18,12,Low,High
82985,28,1,Medium,High
37788,19,11,Medium,High
50116,20,14,Medium,High
9931,27,8,Medium,High
65496,19,1,High,High
80248,24,0,Low,High
7633,8,11,High,Low
46347,14,3,Low,High
12249,6,11,High,Low
3139,15,3,Low,High
73815,19,8,Low,High
32652,22,6,High,High
74635,7,8,Medium,Low
24036,10,13,Medium,Low
67041,29,13,High,High
34352,29,4,Low,High
71931,0,11,Low,Low
46723,11,12,High,High
44714,4,6,High,Low
9924,18,13,Medium,High
44777,18,1,Low,High
29784,26,1,High,High
21634,23,2,Medium,High
15831,8,10,Low,Low
26049,19,9,Low,High
27744,4,3,High,Low
57164,5,11,High,Low
11072,5,14,Medium,Low
18040,27,12,Medium,High
48843,20,5,High,High
51798,10,9,High,Low
54491,26,5,Low,High
70694,27,10,Low,High
68766,18,6,Low,High
8494,24,12,Medium,High
82542,13,8,Medium,High
17672,23,8,High,High
62457,2,4,High,Low
75407,4,10,High,Low
2053,11,4,Medium,High
74175,26,13,Low,High
43902,3,13,High,Low
2556,3,13,Low,Low
77741,13,14,Medium,High
81015,27,3,Low,High
70579,10,2,Medium,Low
24344,25,1,Medium,High
64992,29,13,Low,High
51140,0,4,Low,Low
20234,2,12,Medium,Low
55196,19,5,Medium,High
81333,23,10,High,High
66248,22,9,High,High
83436,9,14,Low,Low
1221,15,1,High,High
69320,6,2,Medium,Low
61097,14,7,High,High
1775,16,4,Medium,High
28455,29,13,Low,High
25629,12,9,Low,High
37743,6,4,High,Low
28696,13,9,Medium,High
10979,29,11,High,High
12364,29,9,Medium,High
4352,17,4,Medium,High
4874,4,11,Medium,Low
65426,20,10,Medium,High
39968,14,1,High,High
59481,8,12,Medium,Low
77286,4,11,Medium,Low
37566,21,7,High,High
72763,26,8,High,High
21174,14,12,Low,High
63700,13,4,Low,High
72730,8,14,Low,Low
20328,15,9,High,High
57459,23,8,High,High
19981,25,11,Medium,High
51182,23,13,Low,High
68780,17,3,High,High
64782,10,1,Medium,Low
67489,8,1,Low,Low
65430,0,5,High,Low
17772,22,5,Low,High
16845,1,0,Medium,Low
80692,9,14,Medium,Low
49872,13,4,Medium,High
66173,7,4,High,Low
50364,11,1,High,High
52005,27,7,Low,High
37946,0,11,High,Low
13061,11,14,Medium,High
47550,27,7,High,High
23335,4,0,Medium,Low
30075,4,6,Low,Low
25310,7,8,Medium,Low
56867,14,7,Medium,High
26720,0,2,Medium,Low
22018,27,10,Low,High
8701,29,0,Medium,High
45974,16,3,High,High
34886,11,10,High,High
75463,0,13,High,Low
33810,24,12,High,High
36280,23,2,Low,High
78715,28,10,Low,High
62928,28,4,Medium,High
74708,16,2,Medium,High
35353,12,12,Medium,High
42291,22,6,Low,High
54002,9,2,High,Low
22118,22,1,Medium,High
82252,29,1,Medium,High
46143,20,4,Medium,High
72060,4,11,High,Low
40935,2,0,Medium,Low
52287,28,14,Medium,High
84901,24,0,Medium,High
37421,26,10,Low,High
31435,9,5,Medium,Low
24430,14,1,High,High
65520,10,5,Medium,Low
57736,14,5,Low,High
47828,26,12,Medium,High
72650,19,5,High,High
36547,22,12,High,High
82308,7,0,Low,Low
61423,1,13,High,Low
66978,8,3,Low,Low
75457,20,9,High,High
62224,16,2,High,High
12634,3,9,Low,Low
37141,19,5,Low,High
81025,9,2,Low,Low
43358,27,3,High,High
47819,28,5,Low,High
76568,27,9,Medium,High
24740,14,2,High,High
8812,3,1,Medium,Low
42223,3,8,Medium,Low
78619,5,9,Low,Low
5902,11,14,Medium,High
80950,14,7,Low,High
71764,1,4,High,Low
38130,12,14,High,High
83848,29,8,Medium,High
79923,11,7,Medium,High
70476,27,1,Low,High
10624,26,4,High,High
34347,13,3,High,High
54389,16,10,High,High
40808,0,13,High,Low
83096,9,9,High,Low
80392,10,13,High,Low
8987,1,13,Low,Low
45245,27,7,High,High
13042,6,13,Medium,Low
64614,12,14,High,High
65319,3,7,High,Low
68681,25,5,High,High
6640,27,2,Low,High
27938,27,6,High,High
2324,11,3,Medium,High
69976,10,10,Low,Low
70101,21,14,Medium,High
33269,22,8,High,High
82266,13,11,Low,High
71225,8,3,High,Low
73239,2,6,Low,Low
50646,20,2,High,High
29011,15,3,High,High
17618,7,11,Low,Low
19430,23,8,High,High
56457,28,13,Medium,High
40547,4,12,Low,Low
17172,8,13,High,Low
49028,3,2,Low,Low
66485,16,6,Low,High
52844,4,12,Medium,Low
73504,20,4,Low,High
14384,11,2,Low,High
12136,22,11,Low,High
61291,29,0,Low,High
21241,1,13,Medium,Low
60869,16,2,High,High
37490,14,12,Medium,High
36480,23,3,High,High
759,13,4,High,High
12551,20,4,Medium,High
27387,7,8,Medium,Low
71184,11,6,Medium,High
79580,4,14,High,Low
72112,16,7,Medium,High
73873,22,10,Medium,High
1585,18,6,Medium,High
1718,16,7,Medium,High
49936,13,5,Low,High
59320,13,10,Low,High
26387,20,2,Medium,High
28974,22,2,Low,High
43721,8,7,High,Low
69387,26,2,Low,High
80216,29,14,Medium,High
64440,14,5,Medium,High
34297,29,0,High,High
55072,0,5,Medium,Low
38906,17,8,Medium,High
57785,15,11,Medium,High
62944,15,5,High,High
17284,17,4,Medium,High
19256,14,5,Medium,High
17976,20,4,Low,High
5738,1,7,Low,Low
54090,9,6,Low,Low
31857,21,8,Medium,High
75054,22,7,Low,High
48281,20,7,High,High
54275,5,0,High,Low
12029,14,12,Medium,High
14163,10,11,Medium,Low
77275,21,13,Medium,High
14464,5,11,Low,Low
60901,28,13,Medium,High
2887,9,9,Medium,Low
30408,11,14,Low,High
61852,19,12,Low,High
21204,9,9,Low,Low
58299,27,12,Medium,High
61920,18,1,High,High
66786,23,7,Medium,High
53915,21,10,Medium,High
70391,18,3,High,High
61838,13,14,Low,High
48834,27,1,Low,High
18506,3,4,High,Low
31318,26,7,High,High
74924,9,1,Medium,Low
35752,18,14,Low,High
47397,18,11,Medium,High
26433,4,3,Low,Low
47172,3,1,Medium,Low
65601,29,9,Medium,High
25332,4,0,High,Low
41029,28,8,Low,High
22115,5,4,Low,Low
65919,23,0,Medium,High
8109,0,11,High,Low
3431,0,9,High,Low
62802,7,11,Medium,Low
57752,19,9,High,High
83386,2,10,Low,Low
11513,21,0,High,High
44207,10,3,High,Low
24177,1,3,Low,Low
20484,15,4,Low,High
16791,18,10,Medium,High
63198,13,10,Low,High
46003,29,5,Low,High
79175,16,5,High,High
21264,21,4,High,High
57260,0,10,Low,Low
53108,22,11,Low,High
78922,6,12,Medium,Low
21960,14,14,Medium,High
82047,14,5,Medium,High
73204,11,12,High,High
47808,19,2,Low,High
64114,6,2,High,Low
25250,28,10,Low,High
25851,29,8,Low,High
49598,20,3,Low,High
304,27,9,Medium,High
53062,17,5,High,High
49342,1,3,Low,Low
24592,29,6,Medium,High
69177,0,7,Medium,Low
52821,23,8,Low,High
61173,3,10,Medium,Low
16795,16,8,Medium,High
77120,1,6,Low,Low
82392,9,0,High,Low
77230,25,7,Low,High
7445,23,4,Medium,High
68193,5,7,Low,Low
79374,0,5,High,Low
49116,10,3,Medium,Low
3238,28,4,High,High
4121,29,3,High,High
29669,25,13,Medium,High
57531,12,8,Low,High
55987,19,2,Medium,High
74631,19,11,Low,High
13985,21,10,High,High
59046,9,0,Medium,Low
55349,28,6,Low,High
72979,15,8,Medium,High
46895,13,3,High,High
42745,10,14,High,Low
69956,1,1,Low,Low
36036,23,6,High,High
35956,9,10,Low,Low
54608,8,6,Low,Low
75021,11,7,Medium,High
58398,23,10,High,High
81196,29,13,High,High
901,15,2,High,High
73926,29,3,Medium,High
29073,16,7,Low,High
21003,12,13,Medium,High
26004,21,12,High,High
71913,27,8,Medium,High
53219,12,11,Low,High
32450,24,4,Low,High
39578,22,10,Low,High
55543,5,6,High,Low
52970,8,11,High,Low
79274,22,14,Low,High
49843,0,14,Medium,Low
16909,21,5,High,High
15820,8,10,Medium,Low
20081,16,7,Medium,High
4080,12,9,Low,High
71190,0,1,Medium,Low
28681,14,3,Low,High
11709,11,12,Medium,High
48735,25,1,Medium,High
53507,21,12,Low,High
43636,4,4,High,Low
73910,12,10,Low,High
48635,4,10,Low,Low
71612,12,14,Low,High
66827,0,4,High,Low
12278,23,9,High,High
77087,6,10,Low,Low
80788,6,8,High,Low
59411,24,11,High,High
62439,12,12,Medium,High
75456,16,0,Medium,High
78660,18,6,Low,High
16438,21,0,Medium,High
67534,21,1,High,High
46949,4,5,Low,Low
52160,14,2,Low,High
34527,4,1,Medium,Low
36175,15,12,High,High
84450,25,14,High,High
8901,16,8,Low,High
32972,5,7,Low,Low
41840,23,12,High,High
19161,23,10,Medium,High
60838,21,4,Low,High
8928,22,13,High,High
9572,18,7,Low,High
40327,10,9,High,Low
49498,3,13,Medium,Low
33868,25,14,Low,High
60150,2,8,Medium,Low
30504,2,14,Medium,Low
46279,28,6,Medium,High
6746,8,2,High,Low
72662,12,10,Medium,High
53673,16,5,High,High
50788,18,7,Low,High
35303,13,14,Medium,High
16192,7,6,High,Low
36707,12,13,High,High
31996,29,4,Low,High
7209,17,2,Medium,High
66902,22,12,Low,High
61901,8,8,High,Low
2948,5,3,Low,Low
13924,29,4,Medium,High
10617,18,6,Medium,High
2625,24,10,Medium,High
32103,8,10,Low,Low
35284,19,11,Low,High
62372,22,10,Medium,High
79955,15,4,Medium,High
81403,15,6,Low,High
68399,9,10,Medium,Low
15424,0,12,Low,Low
49877,20,0,High,High
53192,15,4,High,High
62849,10,3,Medium,Low
56696,6,9,High,Low
67586,13,6,High,High
60712,20,8,Medium,High
67899,24,5,High,High
28728,2,7,Medium,Low
9365,13,13,Low,High
57949,0,9,Medium,Low
32080,4,4,Low,Low
51231,23,11,High,High
12513,10,14,Low,Low
80888,22,2,High,High
54849,29,10,Low,High
68371,26,6,Low,High
65531,17,8,Low,High
75056,15,2,High,High
45000,24,5,Medium,High
11644,16,3,Low,High
30328,6,13,High,Low
75048,4,2,Low,Low
60142,1,10,Medium,Low
21872,15,12,Medium,High
8754,2,0,Low,Low
68631,27,1,Low,High
29739,28,6,High,High
12396,19,2,Medium,High
5807,13,4,Low,High
53193,29,5,Medium,High
31969,8,13,High,Low
46281,13,11,High,High
5190,23,1,Medium,High
46781,11,6,Medium,High
4135,5,8,Medium,Low
28859,14,4,Medium,High
61891,13,10,High,High
81330,4,0,Medium,Low
44002,18,3,High,High
44989,11,5,High,High
66265,7,10,Low,Low
44847,19,7,Medium,High
64056,29,11,High,High
72557,12,10,Low,High
163,0,5,Medium,Low
59815,28,4,Low,High
51907,9,7,Low,Low
66968,8,3,Medium,Low
44574,5,14,High,Low
55806,26,10,Medium,High
60401,28,7,Medium,High
68886,26,6,High,High
28885,9,11,Medium,Low
63176,15,14,High,High
2814,24,6,Low,High
33258,11,5,Medium,High
53770,15,1,Low,High
36185,13,0,High,High
71623,16,12,Medium,High
60504,13,7,Medium,High
82580,4,6,Low,Low
22925,3,2,Medium,Low
74672,24,5,High,High
8934,20,10,Low,High
29845,21,0,Low,High
26802,14,11,Medium,High
11263,2,7,Low,Low
25978,6,2,Low,Low
36001,28,8,Medium,High
27221,14,7,Low,High
37827,25,8,Medium,High
43090,19,7,Medium,High
16452,29,14,Low,High
65428,2,8,Medium,Low
62024,22,5,Medium,High
37502,13,8,High,High
7004,9,13,Medium,Low
78236,7,8,High,Low
36503,2,1,Low,Low
45278,8,11,Medium,Low
41044,8,10,Low,Low
17002,10,8,Medium,Low
39641,17,12,Medium,High
14958,12,7,Low,High
24965,22,12,Medium,High
68378,19,4,High,High
68222,13,13,Low,High
18528,24,6,High,High
72129,22,3,High,High
54448,21,2,High,High
28265,23,4,High,High
57578,29,0,Low,High
10198,12,5,High,High
51523,7,5,Low,Low
2489,14,1,Low,High
79816,10,12,High,Low
27193,3,10,Medium,Low
60066,12,8,High,High
84437,25,2,High,High
10035,10,3,High,Low
68721,6,10,Low,Low
26176,17,3,High,High
57481,25,3,Low,High
59873,9,2,Low,Low
39893,22,11,Medium,High
80601,26,10,Medium,High
42655,14,8,Low,High
16356,18,2,Low,High
34823,22,3,Low,High
39238,1,11,Medium,Low
6039,14,0,Low,High
30446,3,6,Medium,Low
13237,16,1,Low,High
26001,20,4,High,High
49530,15,6,High,High
52968,0,11,Low,Low
58012,4,11,High,Low
8938,26,0,Low,High
73101,1,13,Medium,Low
5671,0,0,Low,Low
41035,10,4,High,Low
57873,21,9,Low,High
81687,9,12,High,Low
78371,5,13,Low,Low
64075,2,10,High,Low
36872,10,1,Low,Low
18264,25,2,Low,High
38901,4,13,Low,Low
15574,17,14,High,High
44893,10,3,High,Low
82999,12,10,Medium,High
21086,7,1,Low,Low
81154,4,1,Low,Low
56357,4,9,High,Low
78188,2,11,Medium,Low
28398,18,7,Low,High
31908,21,10,High,High
52392,21,8,Low,High
4370,21,7,High,High
64808,10,12,High,Low
29335,25,8,Low,High
4742,25,13,Low,High
9620,9,10,High,Low
27835,8,2,High,Low
28859,7,7,Medium,Low
36247,8,10,Medium,Low
27986,11,5,High,High
6959,24,3,Low,High
19602,6,4,Medium,Low
66509,13,5,Medium,High
69272,1,1,Low,Low
77450,15,11,Low,High
14868,8,12,High,Low
60748,0,14,High,Low
51809,12,1,Medium,High
16801,8,3,Low,Low
37386,0,1,Low,Low
44451,2,3,Low,Low
7113,11,14,Low,High
57528,10,4,Medium,Low
73983,4,13,Low,Low
51942,21,13,Medium,High
5186,26,5,Low,High
37016,21,9,High,High
21356,3,6,Low,Low
34718,14,14,Medium,High
28392,9,8,Medium,Low
49203,28,10,Medium,High
10871,22,3,High,High
73034,6,9,Medium,Low
54409,27,13,Medium,High
48239,10,4,Low,Low
47203,8,8,Medium,Low
25640,0,4,High,Low
41744,5,8,Low,Low
20021,21,10,High,High
17041,9,1,High,Low
15140,21,11,Medium,High
45734,22,7,Low,High
84385,29,0,Medium,High
44585,10,2,Medium,Low
21210,0,9,Low,Low
8675,11,12,Low,High
54737,8,11,Low,Low
18928,28,5,Low,High
28304,17,4,Low,High
49892,22,8,High,High
15277,4,2,Low,Low
77147,24,10,Low,High
66203,21,5,Low,High
66930,28,2,High,High
2925,20,10,Medium,High
59157,7,14,Low,Low
18080,27,4,Low,High
83485,8,3,Low,Low
75403,23,0,Low,High
40546,19,9,Medium,High
7308,20,2,Medium,High
6864,11,13,Medium,High
73998,20,6,High,High
9244,12,2,Medium,High
56988,29,1,High,High
6861,17,10,High,High
30698,25,11,High,High
44971,29,6,Medium,High
43426,21,8,High,High
6111,27,2,High,High
49824,4,10,Medium,Low
31759,1,1,High,Low
22017,20,3,High,High
84260,20,6,High,High
19563,3,5,Low,Low
50883,21,11,Low,High
46355,16,0,Low,High
60627,4,8,Low,Low
79928,6,11,High,Low
17063,6,3,Low,Low
67104,23,8,Medium,High
57048,29,12,Low,High
14323,20,5,High,High
59245,14,4,Low,High
61089,18,4,High,High
10804,12,11,Low,High
10177,10,1,Medium,Low
11325,29,3,High,High
77896,21,13,Low,High
72745,24,7,Medium,High
60604,11,1,Medium,High
77406,23,5,Medium,High
76935,17,0,Low,High
11312,2,11,Low,Low
63721,4,2,Low,Low
48889,27,7,Medium,High
82793,8,7,High,Low
5661,22,10,High,High
50250,17,8,High,High
9724,0,14,High,Low
60665,25,13,Low,High
31849,2,10,High,Low
39471,5,6,Low,Low
73947,15,13,Low,High
68500,7,1,Low,Low
77163,13,6,High,High
25321,23,14,High,High
49733,18,13,Medium,High
78590,28,4,Low,High
66174,17,7,High,High
37568,15,13,Low,High
45189,18,7,Medium,High
52556,20,13,High,High
65405,19,4,Medium,High
48061,21,8,High,High
62602,0,7,High,Low
41699,3,11,High,Low
63909,19,13,Low,High
15112,26,4,Low,High
72878,6,14,Low,Low
82591,28,9,Medium,High
21885,2,6,Low,Low
45845,20,5,Low,High
29334,0,12,Low,Low
12932,10,11,Medium,Low
82937,21,12,Low,High
3260,17,14,High,High
24801,26,10,Low,High
61636,25,8,High,High
15057,21,2,Low,High
37182,28,6,Low,High
13983,12,13,Low,High
58708,4,7,Low,Low
26618,12,5,High,High
75140,18,1,Low,High
68274,13,1,Medium,High
8943,5,14,Medium,Low
68577,5,2,High,Low
18704,4,9,Low,Low
56441,5,9,High,Low
59276,7,9,Medium,Low
24449,8,9,High,Low
34434,18,9,High,High
73391,1,11,High,Low
16198,17,13,Medium,High
47411,17,7,Medium,High
16859,3,7,Medium,Low
4347,11,10,Low,High
38277,7,12,Low,Low
1005,17,13,Medium,High
70734,15,9,High,High
9351,21,1,High,High
36025,20,12,High,High
55905,24,10,High,High
56578,2,14,Low,Low
63875,20,7,Low,High
42420,25,14,Medium,High
55697,25,5,Low,High
69450,2,1,Medium,Low
53114,18,5,Low,High
17068,21,5,High,High
21302,2,13,Medium,Low
11868,26,1,High,High
76560,17,14,Low,High
81060,28,14,High,High
43073,3,8,High,Low
47633,2,5,Low,Low
83077,7,1,Medium,Low
27722,5,3,High,Low
21230,17,1,Medium,High
82350,16,2,High,High
71462,16,2,High,High
55134,7,9,Low,Low
48937,0,6,Medium,Low
11385,9,8,High,Low
19033,29,1,Medium,High
16231,15,5,High,High
31424,16,3,High,High
9588,10,5,Low,Low
60148,6,14,High,Low
45710,27,11,Medium,High
10352,0,13,Medium,Low
6922,23,12,High,High
74600,29,10,Medium,High
74244,23,2,Medium,High
21970,24,2,Medium,High
28124,3,3,Medium,Low
33405,9,8,Low,Low
82244,20,1,High,High
34412,27,5,Low,High
61725,0,2,Low,Low
59989,5,0,Medium,Low
80301,22,2,Medium,High
26761,14,7,Medium,High
66340,22,0,Low,High
10935,9,5,Low,Low
5913,14,14,Low,High
66903,20,2,High,High
72289,14,13,Medium,High
59416,23,12,High,High
26703,0,14,Low,Low
57635,19,5,High,High
21122,3,9,High,Low
73273,13,0,Medium,High
48371,13,6,High,High
13883,0,1,Medium,Low
43001,1,6,Low,Low
37994,11,10,Medium,High
68729,20,8,High,High
71454,14,10,Medium,High
16849,25,10,High,High
44988,8,2,Medium,Low
65208,18,13,Medium,High
3207,1,11,Medium,Low
1000,3,4,Medium,Low
51354,12,2,High,High
38408,25,5,Medium,High
64622,6,1,High,Low
26667,17,3,High,High
50465,15,14,Medium,High
6433,6,10,High,Low
44198,17,14,Medium,High
10593,0,10,Medium,Low
49590,15,7,High,High
283,11,8,Medium,High
83699,21,7,High,High
79904,0,4,Medium,Low
30456,12,10,Low,High
83070,12,8,Low,High
19094,8,9,High,Low
72288,24,4,Medium,High
8599,13,3,Medium,High
27244,27,12,Medium,High
54158,24,7,Medium,High
72515,0,2,Medium,Low
14941,20,13,Low,High
16773,4,0,High,Low
62725,1,14,High,Low
74463,15,4,High,High
50771,1,3,Low,Low
76372,2,13,Medium,Low
61301,15,9,High,High
41946,11,13,Low,High
12015,18,10,Low,High
59024,14,9,High,High
84168,25,11,Low,High
22006,29,4,Medium,High
14289,17,0,Low,High
70074,9,0,High,Low
71960,0,8,Medium,Low
51140,28,14,Low,High
73236,11,11,High,High
34092,24,0,Low,High
55956,22,1,High,High
33576,2,12,High,Low
65237,11,3,High,High
11033,21,3,Medium,High
53121,18,14,Medium,High
39902,29,12,High,High
63863,15,10,Medium,High
5857,24,5,Low,High
34640,3,10,High,Low
28306,26,1,Medium,High
81226,20,11,High,High
45940,11,4,Low,High
43950,16,9,High,High
66759,26,12,Medium,High
18944,0,9,Low,Low
78280,11,1,High,High
29196,6,1,High,Low
41039,14,4,Medium,High
84255,3,3,High,Low
15355,13,8,High,High
31851,15,6,Medium,High
79107,20,8,High,High
62239,22,2,Medium,High
63764,9,14,High,Low
9965,23,8,Low,High
37858,7,7,High,Low
65650,12,2,Medium,High
103,29,9,High,High
66345,13,11,High,High
57538,21,0,High,High
32257,17,9,Medium,High
831,2,1,Low,Low
3446,1,6,Low,Low
37173,1,10,Medium,Low
20671,28,7,Low,High
57187,13,11,Low,High
18241,20,1,High,High
12203,13,0,High,High
52664,19,8,Medium,High
77331,25,7,Medium,High
82685,19,2,Low,High
3958,7,8,Medium,Low
9151,22,5,Medium,High
57540,6,7,Low,Low
64899,3,3,High,Low
82989,7,9,Medium,Low
44849,26,7,High,High
54948,14,6,Low,High
26520,17,2,Medium,High
62795,29,14,Low,High
25001,21,9,Medium,High
57303,22,0,High,High
16742,8,6,Medium,Low
32667,6,5,Low,Low
36946,14,4,High,High
45453,14,12,High,High
21182,21,13,High,High
25089,13,7,Medium,High
40757,25,14,Low,High
71410,15,7,Low,High
2104,2,6,Medium,Low
5034,24,9,Low,High
36631,0,7,Low,Low
18376,18,5,High,High
7278,13,11,High,High
48523,24,4,Medium,High
73237,2,6,High,Low
62484,17,14,Low,High
6097,13,4,Low,High
58561,12,0,Medium,High
49328,11,9,High,High
47566,8,10,Low,Low
60650,4,12,High,Low
55639,21,11,Medium,High
33009,17,1,Medium,High
2244,10,2,Medium,Low
69190,9,2,Low,Low
55828,3,4,High,Low
45347,12,14,High,High
27451,28,3,Low,High
55170,10,13,Low,Low
34065,14,12,Low,High
18019,14,5,Medium,High
31500,8,8,Medium,Low
43922,2,1,Low,Low
77434,28,8,High,High
8791,2,12,Medium,Low
81174,8,12,High,Low
77823,4,12,High,Low
28556,12,6,Medium,High
77781,17,13,High,High
14317,15,1,High,High
33250,7,3,High,Low
4131,25,10,Medium,High
36285,10,8,High,Low
20975,15,12,Medium,High
19963,14,6,Low,High
60645,0,0,High,Low
10947,15,9,High,High
36300,26,11,Low,High
71271,20,9,Low,High
3762,21,11,Low,High
82020,25,13,High,High
64598,6,13,Low,Low
23167,5,4,Low,Low
72260,4,8,Medium,Low
74918,11,9,Low,High
67955,4,9,Medium,Low
75293,11,7,Medium,High
2519,8,9,Low,Low
3881,11,0,Medium,High
2253,22,4,Low,High
65604,17,6,High,High
35866,8,8,High,Low
50130,25,1,Low,High
83940,20,12,High,High
58055,13,0,Medium,High
77415,22,7,High,High
75809,3,0,High,Low
37452,23,9,High,High
63641,26,8,Low,High
13487,27,8,Low,High
67361,28,9,High,High
21405,28,12,High,High
21043,5,3,Low,Low
1168,25,14,High,High
53308,4,4,Low,Low
32928,15,3,Medium,High
43975,6,12,Medium,Low
45810,10,1,Medium,Low
5837,4,7,High,Low
10859,26,5,Medium,High
82869,6,9,Low,Low
37982,28,14,Medium,High
15812,4,3,Low,Low
42875,12,9,High,High
71999,15,9,High,High
76764,17,12,Low,High
8890,26,3,Medium,High
79381,11,10,High,High
80014,23,10,Medium,High
5232,27,10,Medium,High
84622,21,6,Low,High
13651,13,5,Low,High
54279,4,12,High,Low
59148,13,3,High,High
78745,12,1,Medium,High
57198,22,4,Medium,High
57169,5,3,Low,Low
71229,25,5,Low,High
17369,11,7,Medium,High
34042,2,9,Low,Low
43655,11,0,Medium,High
5019,1,5,Low,Low
20747,16,6,Medium,High
30322,20,2,Medium,High
22443,14,9,Medium,High
2505,28,3,High,High
14260,14,2,Low,High
81889,27,9,High,High
28814,29,5,Medium,High
25398,7,13,Medium,Low
45918,22,10,Medium,High
17519,26,3,Low,High
45226,18,0,Medium,High
83243,15,1,Medium,High
70991,27,14,Low,High
18084,14,13,Medium,High
78017,6,4,Low,Low
81526,18,5,High,High
3569,1,12,Medium,Low
7823,27,13,Medium,High
71299,25,12,High,High
40751,23,1,Medium,High
34311,20,11,Medium,High
49919,4,3,Low,Low
40754,10,11,Medium,Low
24939,13,6,Low,High
25311,13,2,Low,High
51245,16,13,Low,High
38486,9,12,Low,Low
70253,1,4,High,Low
69309,14,14,Medium,High
21138,18,6,High,High
48871,19,5,Medium,High
45741,9,5,Low,Low
19740,0,5,Medium,Low
81118,2,3,Low,Low
66115,21,0,Medium,High
47281,23,14,Medium,High
5172,14,10,Low,High
72276,24,13,High,High
64624,16,9,Medium,High
12263,3,5,Low,Low
60902,23,3,Medium,High
63613,10,9,Low,Low
39167,3,3,Low,Low
36705,28,7,High,High
71580,21,2,Low,High
29117,29,9,High,High
35235,8,0,Medium,Low
6616,25,9,High,High
48080,25,10,High,High
1266,22,5,Medium,High
46642,7,0,High,Low
45082,18,5,Medium,High
10167,6,0,Medium,Low
38275,21,13,Low,High
14554,17,14,Low,High
75511,3,6,Low,Low
22131,2,8,Medium,Low
26462,22,10,Medium,High
23210,8,5,Medium,Low
7434,5,11,High,Low
39479,25,6,Medium,High
590,16,10,High,High
67928,4,7,Medium,Low
70684,10,7,Low,Low
60210,15,0,High,High
9811,8,9,Medium,Low
46158,23,3,Low,High
16491,21,10,Medium,High
84060,16,0,Medium,High
27708,0,9,Medium,Low
12433,11,14,High,High
4808,4,7,Medium,Low
71984,23,5,Low,High
49314,9,12,High,Low
65321,24,7,High,High
30262,28,9,Medium,High
33439,18,14,High,High
41101,5,0,Medium,Low
21668,18,0,Medium,High
52093,22,3,High,High
71346,0,11,Low,Low
74733,17,2,High,High
42507,28,0,High,High
18442,13,12,Low,High
43398,0,9,Low,Low
29394,0,7,Low,Low
33264,13,3,High,High
21058,24,12,Medium,High
28899,28,10,Medium,High
82281,6,13,High,Low
12042,12,9,High,High
74068,23,12,Medium,High
84356,23,1,Low,High
52463,5,5,High,Low
40975,0,7,High,Low
35165,7,8,Low,Low
18508,6,12,Low,Low
73034,24,11,Low,High
66812,1,7,Low,Low
22324,10,7,High,Low
60353,13,3,High,High
72984,29,2,Low,High
19987,14,6,High,High
46921,16,1,Medium,High
60561,14,9,Medium,High
50417,6,10,High,Low
28495,6,6,High,Low
