employee_id,engagement_score,survey_participation,feedback_count
28028,2.49,Yes,4
6349,1.46,Yes,6
40545,4.91,Yes,2
13024,1.4,Yes,5
55275,2.13,Yes,1
3305,4.52,Yes,1
28769,4.95,No,6
44350,4.27,Yes,0
48671,1.2,No,5
13463,1.03,Yes,0
14123,1.55,Yes,1
40190,1.66,Yes,3
46533,1.74,No,7
33002,4.39,No,3
20178,1.8,No,2
5527,4.27,Yes,1
43246,1.17,Yes,0
7824,2.98,Yes,0
32468,3.0,Yes,0
20569,4.54,Yes,2
39413,4.13,Yes,5
30588,4.92,Yes,0
6042,1.02,Yes,0
35523,1.96,Yes,2
34224,1.56,Yes,4
37421,1.78,Yes,7
23528,2.72,No,3
24007,2.33,Yes,2
52341,2.29,Yes,7
48893,3.93,Yes,3
55232,4.44,No,6
50879,2.26,Yes,1
20428,4.72,Yes,3
40082,2.22,No,5
16915,3.93,Yes,3
24923,2.31,Yes,1
2452,4.5,Yes,2
58540,1.09,Yes,5
29128,3.36,Yes,3
19659,2.13,No,6
10324,1.89,Yes,4
34924,1.68,Yes,6
6520,4.32,Yes,4
29457,2.21,Yes,5
14084,2.52,Yes,7
1188,4.81,No,2
45188,3.6,Yes,5
50800,3.64,Yes,4
36836,2.54,Yes,3
4408,3.43,Yes,5
53717,3.8,Yes,7
24806,2.65,Yes,0
31415,2.34,Yes,7
30152,1.64,Yes,1
48134,3.65,Yes,2
53713,4.64,Yes,3
45894,4.9,No,6
41986,2.59,Yes,0
55012,1.33,Yes,6
46875,2.65,Yes,1
34121,4.71,Yes,6
3145,1.82,Yes,2
48660,2.72,No,7
50635,3.83,No,6
27306,5.0,No,3
10314,3.74,Yes,3
15841,4.32,Yes,3
58299,4.92,Yes,0
59813,1.84,Yes,4
32326,4.76,No,1
34936,4.56,No,5
24035,1.41,Yes,5
34334,3.2,Yes,5
41667,2.45,Yes,3
21306,2.03,No,4
3898,4.11,Yes,2
13248,4.2,Yes,2
35237,4.12,Yes,5
4956,2.25,Yes,1
30358,2.99,Yes,7
48130,1.15,Yes,0
43837,2.08,Yes,6
12488,1.63,Yes,3
59338,2.37,Yes,0
30905,2.99,Yes,2
24274,4.88,Yes,5
2130,2.66,No,0
47946,3.79,No,5
42483,4.87,Yes,7
8483,4.53,Yes,2
39694,2.5,Yes,6
25942,3.21,Yes,3
19575,1.07,Yes,6
55942,4.38,No,0
13007,1.65,Yes,0
58351,2.89,No,1
16183,2.88,No,1
21298,1.87,No,5
11967,4.72,Yes,6
28858,2.12,Yes,6
23371,2.98,Yes,3
42888,1.79,Yes,7
39528,1.41,Yes,1
43092,4.91,Yes,1
43183,1.64,Yes,0
49253,2.73,No,5
17239,2.25,No,1
46671,2.45,Yes,6
54546,4.18,Yes,0
27353,3.66,Yes,4
8687,3.76,Yes,6
11216,1.75,Yes,5
28473,3.51,Yes,6
43779,3.57,Yes,4
55853,1.48,Yes,1
4519,3.92,Yes,1
30085,4.22,No,0
55882,4.11,Yes,0
41706,3.25,Yes,0
33876,4.01,Yes,4
20147,3.29,Yes,4
31595,4.08,Yes,5
59176,3.79,No,3
49708,4.93,No,2
48504,2.4,Yes,7
25953,4.06,Yes,0
28391,2.86,Yes,2
19080,2.47,Yes,5
27188,4.63,Yes,5
50207,4.21,Yes,5
35836,2.97,Yes,6
15017,4.71,Yes,0
57677,3.86,Yes,1
57362,4.53,Yes,2
18138,4.22,No,3
23130,4.46,Yes,0
57626,3.67,No,7
55241,4.85,Yes,0
54339,4.06,Yes,3
17694,2.79,Yes,0
20959,3.69,Yes,4
19752,4.27,No,7
2115,4.96,Yes,4
8419,2.22,Yes,1
9011,4.84,Yes,4
34048,1.31,No,1
5456,4.89,No,3
42013,3.55,No,0
17642,3.51,Yes,1
30408,4.19,No,5
17501,4.72,No,2
3425,2.23,No,4
18646,3.6,No,3
10583,1.89,Yes,0
14698,1.65,No,0
20539,3.87,Yes,7
17190,2.74,Yes,6
37616,1.29,Yes,0
19789,3.33,Yes,1
44775,2.46,Yes,0
53183,4.37,No,6
31222,2.08,Yes,3
19909,1.13,Yes,3
51934,1.27,Yes,3
15011,4.71,No,1
10386,4.69,Yes,4
42804,1.77,Yes,0
24441,2.86,Yes,4
28141,3.68,No,6
21112,1.08,Yes,5
12399,4.21,Yes,0
51176,3.81,Yes,1
36845,3.07,Yes,3
14273,1.02,Yes,7
24826,1.52,Yes,3
19091,2.28,Yes,4
1943,3.33,Yes,5
15923,1.89,Yes,1
17580,2.98,Yes,3
57295,4.93,No,4
20337,4.37,Yes,5
56156,4.04,No,5
58872,1.09,Yes,7
11025,3.66,Yes,5
42280,3.58,No,4
40539,2.86,Yes,2
8222,4.41,No,1
2706,3.04,Yes,1
11056,4.93,Yes,3
32445,4.24,No,3
20637,3.69,Yes,0
36646,4.82,No,0
36289,3.14,Yes,2
38738,3.43,No,7
15006,1.12,Yes,7
13933,3.27,Yes,0
11569,2.39,Yes,4
33628,4.83,Yes,4
51965,1.79,Yes,7
16694,4.82,Yes,5
44396,3.57,Yes,6
2185,4.49,Yes,5
27415,2.46,Yes,7
31661,1.49,Yes,5
50864,1.78,Yes,0
45398,4.73,No,5
56538,1.71,Yes,2
25653,1.81,Yes,5
42262,3.76,No,0
9464,2.05,No,5
19756,2.56,Yes,4
52710,2.9,No,5
54044,2.42,Yes,1
46045,4.06,Yes,3
24148,1.54,Yes,0
3226,3.92,No,6
9708,2.11,Yes,1
47819,4.8,Yes,3
29691,2.96,Yes,5
29982,1.16,Yes,6
14286,2.6,Yes,6
28941,4.09,Yes,1
21724,3.36,Yes,7
20127,3.95,Yes,4
53735,3.27,Yes,6
24631,1.17,Yes,4
1086,1.72,Yes,6
27245,4.25,Yes,5
30729,2.8,Yes,1
54538,4.46,No,5
22817,1.47,Yes,0
12815,2.02,Yes,2
44780,2.71,Yes,6
32161,3.82,No,7
7910,2.03,No,1
47338,2.88,Yes,0
22505,2.39,Yes,3
16935,3.29,Yes,7
16590,1.59,Yes,2
58239,1.02,Yes,4
54357,1.12,Yes,7
10947,4.7,Yes,1
26517,4.85,No,7
39248,3.08,Yes,3
12909,2.84,No,0
37921,5.0,Yes,0
38261,4.32,Yes,4
34377,4.96,Yes,2
40022,1.99,Yes,5
2849,1.54,Yes,3
57239,2.92,No,1
58260,1.95,Yes,2
25162,3.02,Yes,5
16280,2.06,Yes,2
21167,3.94,Yes,1
33026,4.07,Yes,0
45010,2.87,Yes,0
20868,1.96,Yes,4
46287,1.92,Yes,7
36756,4.81,Yes,7
29026,4.06,Yes,7
14786,4.39,Yes,1
44777,3.07,Yes,2
21252,3.52,Yes,0
50314,3.81,No,4
55484,3.43,Yes,7
55800,1.38,Yes,6
56256,4.1,Yes,2
23633,4.91,Yes,0
54159,1.73,No,3
21073,1.63,Yes,5
8686,4.31,Yes,1
20615,3.69,Yes,6
54356,2.27,Yes,4
19801,1.82,Yes,2
9599,4.05,Yes,7
6973,4.96,No,6
56562,4.59,Yes,0
6933,2.59,Yes,1
16248,2.67,Yes,3
45677,1.08,Yes,2
16391,2.34,Yes,0
12153,1.57,No,7
23563,1.25,No,2
38840,1.19,Yes,4
42282,4.03,Yes,5
33902,3.43,No,4
57174,1.41,Yes,4
13112,1.93,Yes,6
8710,1.39,Yes,2
24224,4.84,Yes,4
19006,2.39,Yes,7
1734,4.02,Yes,1
7829,2.14,Yes,4
40233,3.15,Yes,2
57965,2.13,Yes,6
13493,1.08,Yes,7
18485,1.96,Yes,4
12334,2.93,Yes,3
19457,1.28,Yes,2
7040,4.98,Yes,1
23782,4.7,Yes,2
37693,2.47,Yes,0
5906,1.07,Yes,4
46255,4.6,Yes,2
7191,1.64,No,4
56721,3.45,Yes,7
7063,1.64,Yes,2
2824,4.65,Yes,2
14777,3.33,Yes,2
37516,3.36,Yes,6
46664,4.32,Yes,6
24993,4.21,Yes,7
41100,4.33,No,3
36385,3.59,Yes,4
36273,1.78,Yes,3
28861,4.57,Yes,7
8836,4.15,Yes,7
41039,4.6,Yes,2
36769,1.22,Yes,7
47829,2.53,Yes,4
30781,4.78,Yes,6
505,3.31,No,0
25386,4.9,Yes,2
24420,2.95,Yes,7
19316,2.6,Yes,7
29788,2.35,Yes,4
22502,2.23,No,4
3085,1.04,Yes,6
46394,3.57,Yes,4
22071,2.97,Yes,4
2701,2.09,Yes,0
19798,3.72,Yes,7
22228,4.25,Yes,1
36508,3.34,Yes,3
43807,1.84,Yes,4
40158,4.72,Yes,4
15039,3.31,Yes,4
22393,3.85,Yes,4
17699,4.51,Yes,3
37186,3.13,Yes,2
59124,1.06,No,3
37057,2.35,No,3
49120,3.64,Yes,4
20484,4.92,Yes,1
46409,4.26,Yes,2
48869,4.55,Yes,1
40939,4.38,Yes,6
6120,1.52,Yes,6
54314,2.26,Yes,5
57591,1.53,Yes,2
55318,1.84,Yes,1
56262,4.74,Yes,0
51029,4.58,Yes,5
19379,3.23,Yes,2
53865,3.5,No,2
22008,2.53,Yes,6
41182,3.79,Yes,0
16794,4.71,Yes,0
11108,3.27,Yes,1
30072,2.28,Yes,7
46540,1.74,Yes,7
10896,1.04,Yes,4
51898,4.25,Yes,2
20202,4.45,Yes,5
1099,1.03,Yes,4
32141,3.0,Yes,0
2448,4.62,No,0
22666,2.17,Yes,7
13132,1.9,Yes,3
44827,2.95,No,1
36219,4.58,Yes,4
8404,1.59,Yes,3
13470,3.41,Yes,6
48222,3.72,Yes,0
10186,1.69,Yes,1
27597,4.29,No,6
26978,1.7,Yes,1
45990,4.7,Yes,6
7574,3.47,Yes,5
26328,2.49,Yes,5
2735,1.88,Yes,4
11434,3.79,Yes,0
33233,2.37,Yes,4
56747,1.52,Yes,2
19626,1.13,Yes,7
10531,4.75,Yes,5
41916,3.81,Yes,7
7439,1.52,No,2
53777,3.38,Yes,4
11202,3.02,Yes,7
56863,4.91,No,4
32629,4.96,Yes,5
7382,1.99,Yes,2
40623,3.29,Yes,5
5152,1.16,Yes,1
53860,1.62,No,2
49226,2.64,No,3
45715,1.57,No,3
16820,4.92,Yes,4
41583,2.29,Yes,1
34259,4.79,Yes,3
42574,1.66,Yes,3
13481,4.9,Yes,0
48360,2.23,Yes,5
27384,2.26,Yes,6
34880,1.08,Yes,5
9482,4.12,Yes,0
24375,3.64,No,3
3889,3.78,Yes,5
23156,4.71,Yes,4
24580,4.47,Yes,5
4207,2.21,Yes,6
24790,2.35,Yes,1
58330,4.47,Yes,2
33136,3.11,Yes,0
34278,2.02,No,7
2021,3.5,Yes,5
12010,2.75,Yes,2
31426,3.0,Yes,2
29793,2.6,Yes,2
39767,3.91,Yes,1
9774,2.03,Yes,0
14313,1.89,Yes,6
17702,3.67,No,1
18785,2.21,No,6
48177,4.51,No,2
39332,3.98,Yes,5
22400,2.68,Yes,2
25183,4.98,Yes,6
17746,2.46,No,0
40879,3.8,Yes,7
5354,1.68,Yes,3
45061,2.01,No,5
581,2.52,Yes,2
4172,4.44,Yes,3
9953,1.61,No,1
14932,4.7,Yes,3
41443,2.52,Yes,2
57693,1.93,Yes,6
13379,1.89,Yes,3
53833,2.07,Yes,6
8964,3.44,Yes,3
6088,2.89,Yes,5
9596,2.42,Yes,2
33084,3.21,No,7
29721,3.29,No,2
37235,4.86,No,5
6929,2.18,Yes,3
27143,1.09,Yes,6
23476,3.85,Yes,6
46444,2.49,No,3
26159,2.66,Yes,4
36339,2.84,Yes,7
43745,3.5,Yes,7
27851,2.73,No,5
15922,1.56,Yes,2
22589,3.07,Yes,3
4755,1.57,Yes,6
5293,4.38,No,1
36658,2.5,Yes,1
2894,3.81,Yes,6
13779,3.71,Yes,3
46375,4.68,Yes,3
16992,1.33,Yes,7
27766,3.49,Yes,7
12189,4.22,No,0
14188,3.44,Yes,2
27264,1.98,Yes,2
10126,3.01,Yes,0
49680,3.9,Yes,6
32957,3.89,Yes,2
54440,2.8,Yes,0
56008,4.72,Yes,5
53970,3.9,Yes,0
45780,4.88,Yes,2
25640,2.11,No,4
71,2.49,Yes,2
58840,4.57,Yes,2
6126,3.67,No,1
31524,4.17,Yes,3
18746,2.85,Yes,5
33656,3.03,Yes,2
35634,4.33,Yes,4
25192,1.28,Yes,0
35147,1.68,Yes,1
21323,2.73,No,1
54713,2.88,Yes,5
39633,2.34,Yes,6
18702,4.72,Yes,7
8492,4.16,Yes,3
23919,4.59,No,6
37879,2.08,Yes,5
29914,3.51,Yes,1
7747,2.2,Yes,3
54979,2.17,Yes,2
2552,1.8,No,1
27025,3.17,Yes,3
43030,1.4,Yes,3
58273,2.83,Yes,3
19987,3.64,Yes,0
38466,2.92,No,4
48333,2.43,Yes,5
52287,3.84,No,4
13765,4.88,Yes,3
42881,3.48,No,3
17135,3.67,No,4
43426,3.49,Yes,6
43352,1.28,Yes,4
154,3.71,Yes,2
49480,4.74,Yes,5
620,1.84,Yes,5
47659,2.15,Yes,3
19447,4.8,No,7
35188,3.38,Yes,2
24264,3.83,Yes,1
44989,3.45,Yes,3
50407,2.08,Yes,4
36166,2.93,Yes,6
22335,3.86,Yes,0
26992,1.78,No,6
50154,1.62,Yes,1
5809,3.6,Yes,7
30151,3.07,Yes,6
58574,3.87,Yes,5
16854,3.82,Yes,0
34899,3.43,No,5
48712,3.92,Yes,4
35130,1.9,No,0
36468,1.44,Yes,6
52354,2.48,Yes,1
41415,2.3,Yes,7
34498,4.25,Yes,1
12791,4.06,No,5
49410,3.75,Yes,3
36502,1.3,Yes,3
10273,2.34,Yes,7
48006,1.62,Yes,3
20147,4.74,Yes,5
51810,4.0,No,1
16213,2.69,Yes,1
29907,3.33,Yes,1
18457,2.65,Yes,3
17626,2.88,Yes,7
18705,2.25,Yes,4
18588,2.98,Yes,4
56537,1.33,Yes,1
49001,1.63,Yes,2
7600,2.2,Yes,6
53940,1.31,No,1
9356,2.46,No,2
53165,3.05,No,6
29462,4.19,Yes,6
8375,4.03,Yes,3
53831,2.29,No,2
57126,4.81,Yes,4
36789,3.52,No,1
11899,4.98,Yes,4
32121,2.01,No,0
50846,2.14,No,7
36217,4.65,Yes,6
11632,4.01,Yes,7
51164,4.95,Yes,0
10082,2.2,Yes,6
37206,2.47,Yes,6
18822,3.44,Yes,6
29442,3.71,Yes,6
2118,4.78,Yes,5
49505,4.51,Yes,6
44230,1.95,Yes,3
44765,2.68,Yes,6
42636,3.56,Yes,2
53054,4.93,No,3
21261,2.24,Yes,3
31497,2.16,Yes,7
18676,1.22,Yes,3
59069,4.52,No,5
28450,2.14,Yes,0
49350,4.98,Yes,2
389,1.05,No,1
43827,1.27,Yes,3
53227,2.16,Yes,7
32599,2.23,Yes,0
55773,3.34,Yes,3
16313,3.67,Yes,7
49676,4.2,Yes,3
31157,3.44,Yes,0
24072,2.69,Yes,7
4983,3.37,Yes,3
36320,3.49,No,2
11103,1.53,Yes,2
38335,3.38,Yes,4
14327,3.39,Yes,5
59115,4.21,Yes,5
41581,3.53,Yes,7
26292,1.57,Yes,7
11107,3.51,Yes,3
20534,2.08,Yes,3
31927,1.49,No,4
42231,1.74,Yes,6
17556,1.29,No,1
47367,4.03,Yes,7
50589,3.16,No,7
47379,1.15,Yes,6
3937,3.03,Yes,0
37380,4.26,Yes,6
35977,4.72,No,1
8880,3.67,Yes,3
36137,1.21,No,0
12180,2.5,Yes,7
45530,3.35,Yes,3
15498,3.97,Yes,3
46676,4.68,Yes,7
28439,3.46,Yes,5
17132,1.9,Yes,2
47045,4.4,Yes,4
36468,4.26,Yes,1
2771,1.87,Yes,2
18568,3.64,Yes,6
58307,4.64,Yes,4
31886,4.3,Yes,3
49414,1.68,Yes,1
48763,4.87,No,5
19643,3.32,No,7
40104,4.14,Yes,6
4909,4.02,Yes,4
50773,1.02,Yes,7
33356,3.97,Yes,3
58252,2.8,Yes,5
25600,3.12,No,5
36173,4.42,Yes,0
51550,4.55,Yes,1
12572,1.95,Yes,4
7334,3.83,Yes,2
532,1.78,Yes,4
25617,1.18,Yes,5
9523,1.44,Yes,6
45769,1.72,Yes,6
54706,2.86,Yes,4
14388,4.01,Yes,6
46993,2.1,Yes,6
45469,2.67,Yes,3
50454,3.6,No,1
31455,1.13,Yes,6
7325,4.32,Yes,6
9713,4.07,No,0
41336,4.44,Yes,3
17903,3.24,No,2
25341,4.63,Yes,6
44393,1.54,Yes,6
52312,2.38,No,6
729,4.73,Yes,6
22862,1.24,Yes,0
20596,2.04,Yes,1
49338,4.22,Yes,3
21077,3.96,Yes,7
29759,1.5,Yes,1
34583,4.77,Yes,2
53992,3.62,Yes,7
51239,4.41,Yes,2
31394,4.44,Yes,6
13185,4.43,No,5
23870,4.36,Yes,1
36318,4.85,Yes,0
42434,3.42,Yes,7
8741,4.58,Yes,5
43312,1.61,Yes,4
35712,4.31,Yes,2
44183,1.57,Yes,0
42976,1.32,Yes,2
57779,2.8,No,0
17731,2.32,No,4
21215,3.66,Yes,1
6101,2.98,No,1
21212,2.64,Yes,2
10990,4.52,No,1
58269,3.99,Yes,1
17398,1.71,Yes,3
21654,3.16,Yes,6
5369,1.62,Yes,5
33313,3.19,No,1
52417,2.92,Yes,0
46352,4.39,Yes,2
45382,2.53,Yes,2
23479,4.11,Yes,2
30288,4.3,Yes,3
13273,2.56,No,3
42045,1.25,Yes,0
2537,2.62,No,7
42987,3.18,Yes,4
2459,1.04,Yes,3
22772,1.61,No,4
27278,1.17,Yes,6
10427,2.26,Yes,3
20783,1.7,Yes,2
26664,3.68,Yes,6
14812,4.81,Yes,1
57224,4.37,Yes,7
43016,3.88,No,2
28495,3.56,Yes,4
39976,2.73,Yes,7
6639,2.74,Yes,7
1230,2.65,Yes,1
22720,4.06,Yes,4
10600,3.57,Yes,2
19562,1.68,Yes,7
28568,3.58,Yes,1
2753,3.15,Yes,4
42500,2.62,Yes,2
8189,3.38,Yes,1
46864,3.72,Yes,0
40478,4.01,Yes,5
27672,4.25,Yes,6
36689,1.69,Yes,2
29082,1.16,Yes,4
55219,4.52,Yes,7
1300,1.03,Yes,1
16909,4.8,No,3
37054,1.79,Yes,4
34865,1.2,Yes,7
20959,4.78,Yes,7
20666,4.89,No,7
59090,3.08,Yes,4
31969,1.38,Yes,5
16207,1.78,Yes,4
58132,4.74,Yes,1
41408,4.74,No,0
55758,4.85,No,6
12205,1.12,Yes,6
18597,4.27,Yes,2
8268,4.39,Yes,2
3898,3.76,No,2
30046,3.34,Yes,0
13987,1.88,Yes,6
53645,2.66,Yes,6
45227,3.21,Yes,7
21230,2.71,Yes,4
3236,3.92,Yes,4
3601,3.83,No,4
58199,2.11,No,1
16317,1.16,No,0
43639,4.45,Yes,0
21252,4.92,Yes,5
43429,2.86,Yes,1
45709,2.04,No,2
14095,4.49,Yes,0
13445,4.19,Yes,3
43032,1.47,Yes,3
39661,3.61,Yes,4
58464,1.46,Yes,2
30089,2.26,Yes,5
6117,3.12,Yes,0
18752,1.33,Yes,6
5532,1.68,Yes,7
5001,4.33,Yes,1
43921,1.15,Yes,3
34375,1.83,Yes,0
21887,3.1,Yes,6
16194,1.21,Yes,4
57874,3.27,No,0
18606,4.42,Yes,1
51696,1.32,Yes,6
18981,1.6,Yes,5
42322,1.27,No,2
20369,1.43,Yes,2
53160,3.54,Yes,0
59306,3.07,No,1
1615,4.0,No,1
40721,3.47,Yes,3
1997,3.74,Yes,6
52920,4.17,Yes,7
13711,3.58,Yes,2
13621,2.33,Yes,2
52948,3.68,No,4
4473,4.95,No,0
25793,1.68,No,2
44137,3.8,No,0
13294,2.23,Yes,3
56098,4.58,Yes,5
55814,3.25,Yes,6
56171,4.41,Yes,5
16367,1.04,No,4
48284,1.81,No,3
812,2.34,Yes,7
58062,3.99,Yes,4
48005,2.04,No,5
53106,2.73,Yes,1
24968,3.72,Yes,6
32598,2.35,Yes,7
37500,4.83,Yes,2
1025,2.02,Yes,3
5687,1.21,Yes,5
10782,2.03,Yes,4
13695,3.61,Yes,0
41779,2.31,Yes,1
10312,3.59,Yes,2
5755,4.14,No,1
21470,4.44,Yes,4
44378,4.36,No,4
51300,3.59,Yes,6
54162,4.84,Yes,0
58530,2.83,Yes,1
45663,1.56,Yes,4
25467,1.0,Yes,5
50870,2.8,Yes,6
57721,4.69,Yes,7
51906,3.57,No,2
58290,4.98,Yes,7
34344,2.32,Yes,2
31465,3.14,Yes,4
13341,2.34,Yes,0
34373,4.1,Yes,5
5227,4.9,No,6
54251,2.62,Yes,6
30246,3.41,Yes,0
59168,3.7,No,6
49087,4.93,Yes,6
52969,4.82,Yes,3
25017,4.27,Yes,4
18554,3.35,No,3
31978,4.08,Yes,1
18158,4.59,Yes,5
45430,1.6,Yes,1
11756,4.61,Yes,2
41687,3.01,No,4
10090,2.18,No,4
38569,4.0,Yes,4
48157,4.96,Yes,7
19469,4.89,Yes,2
8369,4.2,Yes,0
42220,3.68,Yes,2
43076,1.06,Yes,3
50746,1.73,Yes,6
26936,4.95,Yes,2
39058,4.16,Yes,7
4179,1.17,Yes,2
23181,3.62,Yes,7
12617,2.41,Yes,4
24172,3.1,Yes,0
52004,2.19,Yes,6
29166,1.58,Yes,0
14594,3.17,Yes,1
26524,1.49,No,0
3100,4.73,No,1
54134,3.23,Yes,6
59251,4.43,Yes,1
9725,2.38,Yes,4
18929,3.61,Yes,5
59115,3.04,No,6
18228,3.52,Yes,5
47009,1.28,Yes,3
44809,4.8,Yes,6
26912,4.01,Yes,2
2193,3.46,Yes,1
6875,2.27,Yes,4
14723,1.35,Yes,6
244,4.91,Yes,5
57225,2.41,Yes,7
40321,3.45,Yes,3
47160,4.66,Yes,3
41808,4.99,Yes,5
31418,3.78,Yes,4
18249,2.07,Yes,2
45447,1.74,Yes,5
50743,3.23,No,6
55037,4.11,Yes,6
49269,4.43,Yes,6
7103,2.87,Yes,7
50851,2.93,Yes,5
48066,3.56,No,6
13923,2.07,No,3
50623,1.07,Yes,5
51506,2.19,No,0
30588,3.49,Yes,7
19757,4.4,No,5
13187,2.76,Yes,7
37235,4.31,Yes,3
32867,4.42,Yes,1
3876,1.73,Yes,6
26171,4.33,Yes,4
55588,3.66,Yes,7
49078,3.88,No,1
26412,1.16,Yes,3
29118,3.31,Yes,4
34844,4.43,Yes,4
51506,3.64,Yes,2
59737,3.57,Yes,7
19992,4.53,Yes,6
21482,2.15,Yes,5
36273,1.83,Yes,2
56806,2.03,Yes,0
45824,1.67,Yes,7
39478,3.63,Yes,7
3870,1.44,Yes,5
26976,1.84,Yes,4
1023,4.02,Yes,2
6723,3.21,Yes,7
58709,1.77,No,4
29194,4.64,Yes,5
54155,1.8,Yes,1
28450,3.6,Yes,6
57233,3.26,Yes,6
2433,1.26,Yes,6
26128,4.52,Yes,5
44218,2.52,Yes,7
9038,4.3,Yes,4
48467,2.19,Yes,1
53077,1.85,Yes,6
11404,3.1,Yes,5
15161,3.37,Yes,5
37194,1.31,Yes,0
54723,2.51,Yes,0
5139,2.93,Yes,5
43009,4.84,Yes,0
42673,2.65,Yes,5
59841,3.26,Yes,6
27745,4.31,Yes,6
18449,3.0,Yes,0
16247,3.37,Yes,4
34316,1.55,No,1
50423,2.69,Yes,3
22886,2.77,No,1
38146,2.8,Yes,4
49884,1.85,Yes,2
26679,4.51,Yes,1
27515,3.77,Yes,6
35941,1.82,Yes,7
55697,1.93,Yes,6
16752,2.83,Yes,4
33797,4.27,Yes,7
18481,1.36,Yes,6
42401,3.41,Yes,4
13724,4.07,Yes,0
20469,2.68,Yes,6
31890,3.18,Yes,4
41528,1.94,Yes,4
12170,4.66,Yes,5
42229,3.46,Yes,5
55885,1.7,Yes,6
15171,2.9,Yes,2
56246,3.41,Yes,6
26679,1.83,Yes,3
22812,3.82,Yes,3
30151,1.61,Yes,7
21241,1.42,No,1
46435,4.12,Yes,1
31218,3.04,Yes,6
46493,1.86,Yes,3
44670,4.91,Yes,5
7152,4.41,Yes,3
18619,3.88,Yes,2
53073,2.23,Yes,6
9820,1.46,Yes,3
10032,4.22,Yes,7
43845,4.18,Yes,7
50611,3.77,Yes,7
46090,3.11,Yes,2
37211,4.02,Yes,5
8558,2.46,Yes,7
4697,2.22,Yes,6
30206,1.68,Yes,4
18952,3.58,No,4
17601,2.49,Yes,4
47341,1.1,No,7
932,4.84,Yes,4
32991,1.98,No,2
19613,1.28,No,4
22121,4.53,Yes,6
1030,3.99,Yes,0
30006,3.85,Yes,3
48445,4.38,No,0
41297,1.92,Yes,5
14000,2.13,Yes,7
8162,3.95,Yes,5
32724,1.24,No,1
40906,1.42,Yes,3
52692,1.66,No,7
22451,1.64,Yes,1
3253,4.67,Yes,6
23144,4.52,Yes,4
44305,4.92,Yes,6
32594,4.89,No,4
20463,2.75,Yes,2
12656,1.01,Yes,4
32683,2.74,Yes,4
52440,2.06,Yes,1
8267,1.5,Yes,3
41527,1.17,Yes,4
14312,3.13,Yes,3
9588,4.07,No,2
53189,3.05,Yes,5
54298,4.89,Yes,6
11729,4.01,Yes,4
45439,1.21,No,6
17264,2.89,Yes,7
8451,3.51,No,5
9943,3.42,Yes,0
43495,4.65,Yes,6
29270,4.52,Yes,6
22629,1.88,Yes,0
22496,3.02,No,2
43838,4.93,Yes,5
51846,1.16,Yes,3
54873,1.04,No,7
3060,2.08,Yes,6
56209,2.73,Yes,2
43041,1.98,No,7
45793,2.68,No,7
17199,4.36,Yes,2
36442,4.14,No,5
44557,4.98,Yes,4
49666,1.7,Yes,0
630,1.09,Yes,5
36400,4.45,Yes,5
51920,3.26,Yes,2
42176,1.17,Yes,6
699,4.26,Yes,2
12396,1.82,Yes,6
56008,4.81,No,2
37934,4.78,No,5
29146,2.56,Yes,7
34122,1.94,Yes,7
21323,2.14,Yes,0
55532,3.9,No,3
21750,3.08,Yes,2
26822,3.94,Yes,0
38956,3.81,Yes,7
37931,3.39,Yes,7
488,2.04,Yes,2
41004,1.67,Yes,1
41520,2.35,Yes,0
55284,2.91,Yes,1
9890,4.25,No,0
44390,1.05,No,3
10988,2.51,Yes,4
45312,2.12,Yes,7
53478,1.44,Yes,7
30775,4.36,Yes,7
7392,3.12,Yes,4
49488,3.53,Yes,2
18778,1.02,Yes,7
39471,1.86,Yes,4
22960,3.35,Yes,1
41739,3.43,Yes,5
41747,2.84,Yes,5
51225,4.89,Yes,0
6991,3.14,Yes,0
57332,4.99,Yes,3
55490,1.14,Yes,5
48016,4.13,No,4
44351,4.0,Yes,7
13583,4.92,Yes,5
38938,2.23,Yes,6
30409,1.29,Yes,7
39001,1.45,No,1
13080,1.08,Yes,3
20140,1.89,No,4
3100,4.02,Yes,3
23006,2.13,No,5
46649,2.01,No,5
32060,2.68,Yes,2
3340,1.77,Yes,6
26937,2.35,Yes,6
2011,3.59,No,7
40300,4.98,No,6
53468,2.9,No,3
15589,4.13,Yes,2
37781,3.86,Yes,7
38885,4.54,No,5
4808,2.87,Yes,2
47026,1.2,Yes,6
45727,4.69,No,1
27272,3.77,Yes,4
41966,4.5,Yes,2
48857,3.69,Yes,7
27209,2.95,No,7
19623,2.51,Yes,2
21960,4.29,Yes,2
20117,4.26,Yes,7
16859,4.47,No,7
23019,3.02,Yes,0
25172,2.66,No,5
50313,2.44,Yes,5
42354,2.94,Yes,1
51952,2.2,Yes,6
33592,2.97,Yes,5
55559,3.64,No,6
1966,3.24,Yes,4
16711,3.45,Yes,5
8229,4.47,Yes,7
19514,4.51,No,5
17357,2.55,Yes,2
59484,3.77,Yes,0
17086,4.45,No,0
56518,2.94,Yes,3
25179,3.51,Yes,0
3295,4.13,Yes,2
48480,3.67,Yes,3
39892,2.14,Yes,6
53140,2.86,No,3
49009,3.08,Yes,3
26721,2.53,Yes,3
5381,4.07,Yes,2
29788,2.79,Yes,6
17332,3.39,No,7
31629,3.19,Yes,6
19570,3.2,No,1
53229,3.57,Yes,7
17951,3.49,Yes,7
16464,3.29,No,2
52049,4.43,Yes,6
