employee_id,date,attendance_status,hours_worked
38663,2022-12-25 14:33:46,Present,6
51900,2018-12-13 17:46:13,Present,5
25878,2020-03-08 20:54:57,Present,5
25809,2019-07-18 20:11:12,Absent,7
24496,2023-05-07 11:34:35,Present,8
42016,2022-03-30 01:55:55,Present,9
54700,2023-07-26 03:24:19,Present,6
2247,2021-02-03 05:29:57,Present,9
57177,2023-09-17 19:45:31,Present,5
31350,2021-12-03 07:19:28,Present,5
54914,2023-05-30 13:49:01,Leave,9
4697,2022-05-02 17:51:39,Present,5
29969,2018-09-17 12:10:11,Present,7
8346,2018-07-20 20:08:36,Present,4
50196,2022-05-18 08:33:24,Present,9
21805,2020-02-14 09:24:13,Present,8
22155,2024-02-16 18:37:30,Leave,5
16175,2024-05-04 23:55:26,Present,6
17922,2018-11-04 16:07:27,Present,4
36920,2018-07-08 12:42:39,Present,6
59446,2020-07-13 14:53:39,Present,5
50623,2018-09-09 03:26:20,Present,8
20012,2024-04-06 06:43:22,Present,7
55631,2022-11-25 10:42:47,Present,9
2023,2021-08-10 10:33:50,Leave,8
18725,2018-07-25 11:23:28,Absent,9
16010,2019-06-06 09:14:56,Present,9
27804,2022-06-18 20:53:37,Present,8
21195,2023-09-03 06:08:39,Present,6
18758,2022-10-02 00:41:23,Present,6
24606,2019-01-26 00:07:53,Absent,4
21958,2021-06-03 11:08:57,Present,8
10396,2019-10-06 10:51:20,Present,4
59487,2019-04-20 13:03:51,Present,5
9318,2018-04-06 20:16:31,Leave,7
56815,2023-04-18 22:54:15,Present,9
10668,2018-12-27 03:26:20,Absent,6
42257,2024-01-08 02:27:06,Present,6
33699,2018-06-21 09:23:24,Present,6
8850,2020-10-19 05:29:03,Present,7
43911,2024-08-08 00:38:04,Present,7
43275,2018-05-03 08:04:09,Present,6
43351,2023-11-27 02:42:29,Present,5
41168,2018-08-23 07:19:06,Present,5
37871,2023-08-28 10:16:41,Present,4
56089,2022-07-03 06:26:09,Present,7
35021,2018-10-10 10:37:23,Present,5
4394,2023-07-03 19:59:47,Present,6
22026,2018-07-07 18:27:11,Present,4
44124,2019-07-26 18:18:59,Present,7
26985,2023-02-01 12:07:59,Present,7
56935,2018-02-22 13:17:10,Present,4
23570,2024-01-22 07:55:37,Leave,4
23429,2022-09-03 22:21:10,Present,5
51372,2019-08-08 20:04:05,Present,8
24556,2018-12-08 18:53:48,Present,6
59036,2021-06-07 07:55:16,Absent,7
2383,2024-02-03 01:02:28,Present,4
52440,2023-06-26 09:30:44,Leave,8
4373,2024-04-13 16:55:21,Present,8
44716,2019-02-17 23:17:11,Present,4
33430,2018-08-06 12:10:48,Leave,4
2470,2020-06-28 13:06:00,Present,9
10018,2018-05-15 14:12:39,Present,6
1400,2024-09-21 13:53:54,Present,7
50459,2019-01-10 03:28:21,Present,5
32459,2021-11-02 08:01:05,Present,7
52721,2018-12-03 04:06:40,Present,6
24328,2020-01-26 18:04:40,Absent,8
8177,2020-06-24 18:56:50,Present,9
58045,2023-07-24 23:01:07,Present,9
21167,2018-05-27 08:53:15,Present,7
17580,2022-11-23 11:55:11,Leave,9
26592,2018-02-05 13:50:31,Present,4
9979,2022-06-24 13:38:01,Leave,8
37922,2023-06-23 05:10:47,Present,6
20890,2018-01-26 16:03:45,Present,5
33759,2024-04-13 19:13:05,Leave,7
23384,2019-11-16 05:45:09,Present,9
25234,2020-11-15 11:44:04,Present,4
35226,2024-03-24 12:35:09,Present,9
59646,2018-03-30 09:21:12,Leave,6
19000,2024-09-10 06:52:16,Present,6
47768,2024-09-30 09:04:21,Present,5
35010,2020-12-13 22:44:11,Leave,6
3381,2024-04-14 08:44:45,Present,7
32586,2018-12-09 19:47:05,Leave,4
8325,2020-09-09 06:20:02,Present,6
51634,2018-05-18 18:37:40,Present,6
44187,2018-11-04 10:12:15,Present,4
27861,2021-10-21 15:33:11,Leave,6
655,2024-09-28 04:53:02,Absent,5
22064,2018-04-07 17:09:52,Present,6
56212,2018-01-21 13:08:33,Present,7
21914,2024-06-19 20:10:09,Leave,8
1915,2023-09-21 11:54:04,Present,5
56229,2023-06-06 10:43:00,Present,5
47232,2018-08-10 11:03:56,Present,7
35605,2019-11-24 02:30:41,Present,8
24335,2023-01-24 23:00:13,Present,9
24864,2018-07-07 05:22:01,Present,5
37932,2024-07-05 15:13:01,Leave,7
46441,2021-03-09 04:33:07,Present,5
28261,2023-05-04 01:58:37,Absent,5
2918,2018-03-09 20:52:40,Present,6
5862,2022-11-14 06:44:40,Present,9
46675,2023-10-17 12:05:20,Present,4
48880,2023-07-09 16:36:09,Absent,8
48271,2021-02-02 19:04:51,Present,4
12218,2023-05-22 08:15:35,Present,5
37067,2024-06-07 13:58:42,Present,6
53448,2022-04-24 02:45:14,Present,7
28656,2022-10-17 04:18:13,Present,8
12913,2019-06-14 09:44:12,Present,6
56409,2021-02-04 06:49:40,Leave,9
50711,2024-10-27 09:05:45,Absent,7
13123,2022-01-12 19:50:53,Present,5
9652,2018-11-09 01:32:26,Present,6
17637,2023-08-11 03:27:35,Leave,6
41922,2019-09-02 10:51:06,Present,6
6618,2022-10-02 16:54:22,Present,8
4666,2018-05-20 12:39:42,Present,5
4067,2019-07-18 00:45:31,Present,8
37195,2022-03-05 16:06:45,Present,9
29309,2024-04-18 12:23:17,Present,7
24100,2019-02-17 03:08:21,Present,8
36698,2024-12-27 16:58:11,Present,9
11545,2019-11-26 00:51:39,Present,6
3314,2024-02-01 04:25:53,Present,6
9190,2024-09-29 00:30:35,Present,9
57983,2020-02-02 07:50:52,Present,7
9389,2022-10-08 01:35:11,Present,4
2105,2018-08-17 20:10:27,Present,8
36112,2021-07-21 07:07:10,Present,6
37245,2023-09-16 13:19:38,Present,9
42894,2022-09-03 09:05:31,Present,8
10293,2020-04-02 21:16:40,Present,7
55262,2018-01-30 23:46:39,Absent,9
34524,2021-02-27 16:42:15,Present,6
53933,2020-01-02 17:14:09,Present,5
49881,2022-10-29 14:11:11,Present,9
8569,2020-02-20 10:51:27,Present,9
29358,2023-12-15 13:45:29,Present,8
10371,2022-04-07 17:02:36,Present,5
9370,2019-07-30 22:32:15,Present,5
23687,2022-07-18 06:33:18,Present,5
59829,2023-04-05 03:30:17,Present,6
17670,2018-11-27 16:56:28,Present,9
27760,2019-07-26 02:38:45,Present,5
58567,2021-02-10 12:54:40,Present,5
50335,2020-01-30 21:42:56,Present,9
59002,2020-07-16 07:19:37,Present,4
55924,2024-03-21 13:11:25,Present,9
10542,2020-06-24 00:45:09,Leave,9
28216,2018-06-20 19:33:32,Present,4
23684,2019-10-24 08:24:59,Present,9
22913,2019-08-03 17:48:58,Leave,6
22453,2022-06-06 03:27:34,Present,4
54941,2022-08-14 03:42:59,Present,6
40181,2021-08-29 19:58:46,Leave,6
30947,2022-06-04 19:31:34,Present,4
27585,2023-10-30 23:46:06,Present,6
10894,2024-04-20 04:17:17,Present,8
47483,2022-01-12 08:29:04,Leave,8
15518,2024-01-30 18:58:31,Leave,9
37802,2022-03-10 03:57:01,Present,4
48764,2023-05-05 17:18:13,Present,8
1768,2024-04-26 10:12:32,Present,5
8275,2022-05-18 08:22:27,Present,7
45277,2021-05-16 04:59:09,Leave,8
41842,2019-09-14 16:51:40,Present,9
46002,2020-11-24 11:45:00,Present,5
24233,2019-06-26 16:57:25,Present,8
27231,2021-11-22 16:06:32,Leave,4
36649,2022-03-04 19:04:14,Leave,5
20676,2024-08-18 15:15:21,Present,5
54713,2023-04-05 02:38:58,Present,5
41474,2019-01-24 18:03:14,Present,9
15974,2022-02-16 05:13:21,Present,4
8963,2023-10-20 22:42:01,Present,8
2686,2018-04-11 19:57:22,Present,9
16915,2018-08-19 10:03:26,Present,7
19049,2020-05-04 19:10:27,Present,7
22440,2021-06-23 15:48:11,Present,7
30369,2024-01-02 21:32:52,Present,9
5734,2018-05-28 05:44:44,Present,5
8979,2022-09-11 07:08:21,Present,7
45144,2018-05-14 16:22:14,Absent,6
18470,2021-02-07 22:13:55,Present,9
8609,2019-02-14 17:40:20,Present,9
58297,2021-02-18 01:48:55,Present,8
13921,2022-07-16 07:15:09,Absent,9
37764,2018-03-31 18:57:38,Present,6
5083,2023-01-12 00:17:14,Leave,4
1379,2020-02-09 01:58:43,Present,5
30540,2022-06-30 00:03:28,Present,4
40107,2022-06-22 00:23:38,Present,4
35203,2018-07-07 02:56:34,Present,4
11608,2022-02-08 07:46:09,Present,6
44679,2021-01-30 12:17:15,Present,7
2754,2021-07-04 23:17:16,Present,9
18066,2021-04-28 14:36:22,Present,6
28328,2022-04-26 15:59:37,Present,9
25574,2023-10-07 21:27:11,Present,6
50061,2021-10-21 21:45:53,Present,5
51845,2024-10-12 23:54:06,Present,7
39831,2021-02-17 09:28:13,Present,4
29826,2024-06-02 16:21:26,Present,9
35571,2024-01-31 06:39:53,Present,7
9339,2021-11-05 09:40:00,Present,4
41770,2019-09-13 02:56:42,Leave,8
48423,2024-08-25 12:27:00,Present,4
49422,2020-09-11 01:08:50,Present,7
53627,2021-02-25 22:48:19,Present,5
45273,2020-09-20 01:52:21,Present,6
23941,2023-10-29 14:34:03,Present,7
16850,2021-02-08 16:01:13,Present,4
19906,2018-03-12 12:21:41,Present,8
31346,2022-03-31 13:44:58,Present,8
19281,2023-09-11 01:19:16,Leave,7
50086,2021-04-29 11:17:20,Present,7
32755,2023-10-05 12:16:11,Leave,4
42210,2020-11-24 03:05:22,Present,8
22599,2019-01-19 09:47:15,Present,7
38990,2020-03-14 02:19:51,Present,4
2065,2018-07-04 18:52:04,Leave,6
29030,2023-05-22 07:28:08,Present,6
16907,2024-09-25 11:33:44,Present,8
41980,2021-03-20 05:24:18,Present,4
50715,2022-03-15 15:59:02,Present,6
44666,2022-12-21 14:31:41,Present,9
7255,2021-09-29 19:31:05,Present,8
44949,2022-07-20 11:39:31,Present,8
44842,2022-01-10 05:08:25,Present,8
26637,2021-10-15 13:12:52,Present,5
48700,2022-01-18 22:27:13,Leave,6
52035,2023-01-15 23:14:13,Absent,5
47380,2020-10-18 13:43:22,Present,8
57255,2023-12-17 07:37:49,Present,9
39795,2024-07-06 02:41:10,Present,6
50595,2024-11-18 19:52:44,Present,6
31133,2022-11-11 19:33:49,Present,7
6915,2018-03-21 14:08:47,Present,4
53431,2021-02-12 22:16:58,Present,6
36791,2020-03-30 09:41:23,Present,8
29023,2021-12-06 04:23:49,Present,5
44665,2018-11-01 04:25:49,Present,5
53956,2022-02-18 13:02:32,Present,4
21500,2019-02-25 21:51:05,Present,4
58688,2023-07-12 02:48:33,Present,4
53230,2018-02-09 11:56:42,Present,9
17701,2023-11-25 03:35:20,Present,5
53501,2019-06-16 21:18:41,Absent,9
47374,2021-02-06 14:38:29,Leave,4
18341,2020-01-20 22:24:58,Present,7
8283,2018-01-06 20:15:17,Leave,7
31039,2018-01-19 23:41:35,Present,6
34710,2019-08-27 17:28:09,Present,7
55079,2018-12-28 19:42:00,Present,6
17263,2019-09-09 09:58:16,Present,7
7210,2021-11-20 14:33:55,Present,9
44264,2022-12-12 06:36:52,Present,9
57607,2020-04-16 12:59:47,Leave,4
28848,2019-12-27 19:43:33,Present,5
57872,2022-02-08 01:54:31,Present,9
49503,2024-05-13 14:18:46,Absent,5
40837,2023-04-19 15:06:56,Present,6
5352,2018-12-11 11:59:19,Present,7
4670,2024-11-02 07:23:10,Present,6
59900,2024-12-19 00:22:48,Present,8
4753,2020-03-30 12:10:40,Present,6
59396,2022-11-14 21:04:48,Present,7
53384,2018-09-01 21:39:53,Present,8
14501,2024-03-15 11:03:49,Leave,9
22126,2019-08-01 19:59:19,Present,9
28638,2018-06-20 12:25:26,Present,6
26989,2018-10-14 11:56:42,Present,7
30607,2024-03-30 01:57:53,Present,8
2462,2021-03-24 09:10:23,Present,8
13150,2020-02-12 05:59:25,Present,6
1478,2021-04-15 02:30:23,Present,9
26677,2019-12-06 07:02:42,Present,9
16968,2018-08-28 15:57:09,Present,4
35214,2018-03-08 16:28:13,Present,6
3015,2019-07-26 21:23:18,Present,8
14407,2020-11-13 01:16:01,Present,8
8935,2020-10-09 11:07:29,Present,6
22052,2023-08-24 16:31:54,Leave,6
18208,2019-12-17 12:39:03,Absent,4
1128,2018-02-12 04:08:07,Present,7
6123,2018-07-14 07:29:58,Leave,6
36287,2024-08-14 13:33:06,Present,6
38565,2021-08-04 18:59:49,Present,5
9784,2022-04-27 19:27:59,Leave,7
13395,2020-07-20 15:01:44,Present,5
17485,2018-12-03 18:43:45,Present,8
29370,2019-09-15 17:44:43,Present,8
36593,2018-08-15 10:51:31,Present,5
45672,2024-10-14 06:21:09,Present,7
18958,2023-10-08 05:06:09,Present,4
33128,2019-10-11 23:32:15,Present,5
3271,2022-09-07 10:47:41,Absent,4
45366,2024-09-01 05:17:31,Present,5
36652,2018-09-12 03:23:18,Present,7
43241,2024-01-30 01:58:48,Present,6
44547,2021-09-30 13:07:47,Present,8
2785,2022-02-14 14:03:31,Leave,5
54417,2018-09-07 12:30:08,Leave,7
52287,2019-01-21 05:22:43,Present,9
7270,2018-02-11 15:49:21,Present,5
28973,2019-03-03 01:05:28,Present,6
43272,2018-12-09 08:56:48,Present,9
23746,2019-03-30 13:09:11,Present,5
47896,2019-04-27 22:56:36,Present,6
24107,2024-07-30 12:29:17,Present,9
1870,2024-07-29 10:11:30,Present,8
46190,2024-06-01 21:36:25,Present,9
629,2019-06-23 18:48:37,Present,4
2692,2018-11-09 19:17:58,Present,5
9444,2018-07-14 02:50:55,Leave,9
23879,2023-02-10 03:14:23,Present,8
51605,2022-11-15 21:27:16,Present,5
40161,2023-05-03 21:31:01,Present,5
2732,2024-01-01 16:17:11,Present,4
49092,2024-08-16 14:34:00,Present,5
55298,2022-02-06 11:13:11,Present,5
40041,2018-10-13 17:57:38,Present,6
10288,2023-06-15 17:39:11,Present,5
27267,2021-06-22 11:41:16,Present,5
4859,2022-12-03 05:10:33,Present,4
28987,2019-02-19 21:05:26,Present,5
4763,2022-05-25 18:52:27,Present,8
54439,2020-08-26 15:03:20,Leave,9
30981,2024-05-11 12:32:05,Present,8
43250,2020-01-20 22:26:36,Leave,8
6758,2021-10-21 20:10:13,Present,7
17381,2023-03-22 10:50:28,Present,8
28606,2020-04-18 13:02:11,Leave,7
25407,2023-09-10 01:26:37,Present,4
49007,2018-05-20 07:31:00,Leave,7
7553,2023-03-23 04:00:19,Present,8
13366,2024-09-20 01:28:18,Present,7
14357,2022-06-08 00:19:52,Present,7
23308,2021-02-15 15:43:51,Absent,5
4161,2020-06-13 03:11:54,Present,5
18177,2021-10-06 20:35:50,Present,5
28339,2024-01-16 01:16:25,Leave,8
13863,2018-12-01 05:43:51,Present,7
34066,2019-03-22 09:53:42,Present,7
40950,2024-09-12 15:29:58,Present,6
23886,2022-08-05 12:39:53,Present,6
45231,2020-09-24 22:26:38,Present,7
29982,2022-01-16 11:21:40,Present,5
22389,2023-10-02 17:34:08,Present,8
489,2022-06-21 02:24:19,Present,7
10234,2024-05-10 08:32:13,Present,7
26788,2021-12-25 19:26:38,Present,6
8500,2019-02-04 00:03:40,Present,5
30637,2018-12-16 10:34:01,Leave,7
52780,2021-11-07 18:38:55,Present,4
26229,2020-07-12 16:38:00,Present,8
51309,2024-02-02 09:22:42,Present,9
8383,2024-08-18 05:28:51,Present,7
58228,2021-08-28 07:20:10,Present,6
33067,2019-03-06 14:36:42,Present,8
26552,2022-06-13 16:39:10,Present,8
59940,2024-05-15 04:38:11,Present,9
27663,2018-04-25 21:20:36,Present,9
58971,2023-02-20 22:39:38,Absent,8
24295,2018-10-29 09:46:54,Present,6
8216,2021-11-26 13:49:19,Present,7
2585,2019-08-29 11:59:04,Present,6
30694,2024-06-10 05:15:52,Present,4
25234,2021-12-14 22:02:36,Present,5
24419,2019-09-12 11:33:34,Present,9
20192,2020-04-25 02:29:04,Absent,7
9782,2023-06-29 00:55:02,Present,8
12044,2020-01-02 19:52:50,Present,9
33003,2020-06-17 08:44:38,Present,8
8663,2021-04-11 03:28:24,Present,7
36106,2018-11-09 07:20:50,Present,9
30116,2023-05-16 18:36:10,Present,8
36212,2024-02-07 14:38:30,Present,5
44634,2021-04-22 13:28:18,Present,4
20335,2023-11-15 18:54:33,Present,7
19381,2018-05-03 11:16:19,Present,5
54448,2024-03-07 12:03:35,Present,9
319,2024-02-01 08:08:54,Absent,4
56196,2018-10-31 19:33:04,Leave,6
44989,2022-09-07 22:09:05,Present,4
33198,2020-11-22 15:31:05,Present,5
6552,2020-09-12 18:17:09,Present,9
22298,2020-06-09 21:23:58,Present,4
54868,2023-06-25 16:32:14,Leave,5
51045,2019-09-16 05:53:51,Present,8
55641,2019-08-17 23:58:14,Leave,5
7270,2018-05-14 15:01:09,Present,5
52084,2020-02-14 06:09:55,Present,7
2206,2019-03-11 05:31:35,Present,5
33132,2019-01-24 18:39:53,Leave,5
24631,2021-09-02 04:21:52,Present,9
57066,2024-03-03 20:21:43,Leave,4
21253,2022-07-26 11:39:04,Present,4
17678,2021-08-07 23:56:59,Leave,5
31566,2018-08-02 04:00:12,Present,9
32418,2020-11-03 19:53:08,Present,4
50501,2021-06-29 09:12:48,Leave,8
5099,2018-01-23 04:12:46,Absent,8
34076,2019-04-11 13:46:19,Present,6
3194,2022-07-26 20:12:51,Present,6
640,2019-07-15 20:51:16,Present,5
13686,2024-12-19 18:03:07,Present,4
55766,2023-12-11 00:06:29,Present,8
23044,2023-10-15 15:58:10,Present,8
36913,2024-05-27 17:53:31,Present,4
35103,2022-08-31 15:38:54,Present,9
31276,2022-11-16 03:52:51,Present,9
47205,2018-08-28 08:50:09,Present,9
50781,2022-07-29 05:21:22,Absent,7
43992,2022-06-19 08:16:58,Leave,6
25989,2023-06-05 00:36:19,Present,7
5080,2021-10-10 04:50:34,Present,9
57808,2024-07-26 08:02:35,Present,6
14443,2024-08-25 00:05:41,Present,8
7369,2018-05-18 20:54:35,Present,6
40107,2019-02-24 23:08:50,Present,6
22633,2019-12-28 19:05:12,Present,9
48932,2020-04-06 01:28:10,Present,5
35783,2022-01-30 03:16:28,Present,7
5077,2023-05-21 16:05:11,Present,5
7700,2019-12-19 22:10:48,Present,8
41268,2023-01-16 19:42:34,Present,9
23648,2018-12-06 22:43:20,Present,6
16336,2020-10-10 05:40:40,Present,9
4820,2023-05-26 04:39:05,Present,7
57737,2020-08-22 15:17:44,Present,8
48616,2019-03-25 12:45:50,Present,9
56138,2020-09-17 21:31:11,Present,5
30308,2024-08-07 10:41:32,Present,9
46237,2024-04-29 14:11:32,Present,5
4262,2021-07-27 21:28:24,Present,5
43381,2021-05-25 08:11:38,Present,4
51844,2023-10-04 21:20:37,Present,6
1376,2019-06-22 09:41:20,Present,7
29673,2021-04-15 20:41:54,Present,8
12203,2023-01-19 18:12:33,Present,7
55706,2021-12-19 00:28:07,Leave,4
41951,2019-12-27 08:38:15,Present,7
48264,2020-01-24 01:40:46,Present,8
7465,2023-04-30 15:25:56,Present,8
9219,2020-09-06 22:48:52,Present,4
38237,2020-07-29 13:26:08,Leave,7
39537,2019-05-02 20:43:14,Present,5
59924,2023-09-16 11:53:02,Present,9
8750,2019-11-21 11:23:25,Present,7
50071,2019-11-18 07:57:19,Present,6
42415,2018-08-16 23:20:35,Present,4
28646,2020-07-24 08:06:37,Present,4
17986,2023-11-03 09:49:08,Leave,6
45501,2020-01-18 02:08:29,Present,6
22405,2021-07-08 11:14:34,Present,8
45383,2023-11-15 19:21:50,Present,7
17610,2024-08-03 06:48:38,Present,7
43954,2023-01-06 00:26:03,Present,8
41638,2022-12-18 02:24:05,Present,9
53805,2024-10-26 16:25:10,Absent,5
41510,2023-08-11 07:59:12,Present,7
34095,2019-03-09 16:56:05,Present,6
23112,2023-10-14 22:39:25,Present,9
19342,2022-10-28 16:37:32,Present,7
55466,2022-12-26 18:33:52,Present,9
10253,2023-01-28 05:55:09,Absent,7
47765,2024-06-06 04:02:35,Present,4
36573,2018-02-03 02:23:28,Present,7
53199,2024-04-29 05:30:03,Present,6
3716,2024-12-29 06:12:19,Present,8
18479,2022-04-15 05:11:11,Present,6
16673,2019-09-15 07:18:50,Present,5
48770,2024-05-07 07:45:07,Present,8
9210,2020-12-07 05:32:32,Present,7
55790,2023-01-16 04:14:44,Present,8
18065,2018-11-30 11:05:12,Present,6
42529,2020-01-14 01:29:37,Absent,6
33991,2023-12-06 12:16:21,Present,7
5412,2019-09-19 09:24:46,Present,4
56473,2022-04-29 18:55:13,Present,8
44334,2023-04-10 19:39:49,Present,5
39941,2020-08-16 23:09:06,Present,9
20907,2024-02-29 15:28:19,Present,8
8838,2024-02-14 08:24:26,Present,5
48232,2021-08-24 18:19:28,Present,8
4517,2023-12-01 20:26:08,Present,8
36337,2021-07-05 19:12:35,Present,7
42325,2018-05-23 04:45:15,Present,5
29360,2021-08-26 03:59:29,Present,4
55446,2022-12-30 12:26:03,Present,4
34638,2019-09-11 09:11:18,Present,9
6507,2021-07-18 05:46:37,Present,4
40740,2024-11-14 03:00:34,Present,9
51271,2021-04-11 15:04:51,Present,7
16131,2024-11-02 20:49:39,Present,9
29052,2020-11-22 23:44:09,Present,5
44349,2021-02-14 07:39:24,Present,9
23816,2022-10-27 02:25:49,Present,5
40347,2024-07-29 10:43:45,Leave,4
45662,2022-07-27 10:01:59,Present,4
45743,2022-11-14 10:56:58,Present,5
24552,2018-08-18 11:38:17,Present,8
38557,2020-07-13 14:04:30,Present,8
8369,2019-06-01 16:44:44,Present,9
27792,2020-11-24 16:42:02,Leave,9
31671,2020-03-28 00:29:25,Present,9
15876,2020-11-11 10:52:41,Present,4
3338,2019-09-07 04:20:31,Present,9
6916,2021-02-15 19:35:12,Present,4
36887,2019-09-17 00:51:25,Present,7
58741,2019-10-03 21:20:12,Present,7
43085,2020-11-13 14:00:31,Present,4
1637,2019-12-25 18:26:37,Present,6
25042,2018-01-18 22:46:34,Present,5
17809,2022-05-28 12:29:43,Present,6
2133,2019-03-04 08:16:53,Present,8
8508,2019-07-27 09:34:12,Present,4
37671,2018-05-22 04:39:18,Present,8
15770,2024-02-08 02:46:52,Present,4
12793,2023-03-31 21:20:21,Present,5
48634,2024-02-14 11:32:54,Present,4
31064,2021-05-30 13:05:18,Present,6
21829,2023-10-01 14:16:20,Present,6
49710,2018-05-10 18:09:03,Present,6
56503,2023-06-01 19:51:20,Present,9
33890,2021-09-12 02:06:54,Present,7
38642,2018-05-21 00:44:35,Present,6
34854,2018-06-21 06:11:49,Present,5
7491,2021-07-17 13:16:46,Present,5
34721,2021-04-04 02:48:54,Present,4
42823,2024-03-12 15:05:37,Present,4
35521,2021-08-02 06:23:21,Present,7
27318,2021-09-30 21:15:39,Present,5
48091,2021-05-25 07:45:44,Present,8
7310,2024-05-29 01:21:01,Present,6
53842,2019-04-09 22:28:54,Present,4
29763,2023-12-11 05:45:26,Present,8
51149,2021-07-30 18:29:47,Leave,9
52039,2019-04-17 21:01:00,Present,9
9935,2023-08-06 16:19:23,Present,6
40,2021-02-07 20:19:00,Leave,8
27919,2018-05-05 22:16:36,Present,4
51227,2018-01-22 10:38:39,Present,7
18988,2020-02-08 13:54:33,Present,5
40567,2019-01-25 10:58:40,Present,5
27281,2019-07-08 04:10:51,Present,8
38693,2021-04-04 06:29:41,Present,7
7043,2020-03-11 14:05:17,Present,6
39814,2024-02-12 12:01:07,Present,9
28241,2023-11-22 10:37:15,Present,8
41976,2021-03-05 09:00:36,Present,7
19205,2021-08-02 20:49:58,Present,9
20360,2019-05-22 00:39:34,Present,8
30852,2021-01-18 16:59:28,Present,4
37780,2024-04-27 09:37:09,Present,9
45658,2022-10-25 11:56:32,Leave,4
23788,2021-09-10 06:25:51,Present,4
54847,2018-03-21 06:46:53,Present,6
36706,2023-08-22 23:51:03,Present,6
26035,2020-01-08 11:08:18,Absent,9
31463,2021-05-02 23:38:36,Present,4
8945,2022-02-24 09:52:00,Present,8
43439,2023-12-16 15:58:41,Present,8
2308,2018-09-22 10:51:46,Present,7
34939,2022-08-02 23:36:32,Present,5
47992,2019-11-15 19:31:39,Present,5
58933,2021-10-22 16:58:38,Present,5
54865,2018-09-09 05:08:17,Present,4
7488,2024-12-23 15:58:13,Leave,9
31704,2021-04-28 02:56:55,Leave,4
58147,2018-08-27 01:01:09,Present,4
36694,2020-07-01 22:34:09,Present,4
29948,2023-05-21 18:05:54,Present,7
51481,2019-09-19 09:47:36,Present,8
15598,2023-11-16 18:33:49,Present,4
50133,2022-09-28 07:16:35,Present,8
934,2019-12-10 19:09:15,Present,4
54334,2018-12-08 02:25:58,Absent,5
52553,2023-02-06 23:52:09,Present,6
24461,2023-01-13 17:52:58,Present,7
18205,2024-10-19 11:58:31,Present,4
17557,2023-05-07 17:24:09,Present,9
39512,2022-05-11 18:54:48,Present,5
22192,2022-10-14 12:32:34,Present,6
3467,2019-12-17 02:22:44,Present,8
1311,2023-06-01 11:51:36,Present,4
19058,2023-12-05 14:36:54,Present,9
37596,2018-06-13 18:33:52,Present,8
30238,2018-10-10 10:14:29,Present,9
21570,2018-08-18 16:57:16,Present,9
2027,2021-01-30 21:37:59,Present,4
39164,2020-09-03 22:38:23,Present,6
28072,2018-12-03 12:47:12,Leave,4
6888,2023-11-02 07:03:53,Present,6
4154,2018-07-27 09:18:18,Present,6
53184,2022-09-27 17:00:14,Present,7
30393,2021-05-12 19:50:05,Present,5
14531,2020-06-22 13:22:44,Present,5
2273,2024-04-25 17:28:15,Present,4
54927,2024-09-24 18:06:13,Leave,6
51292,2022-07-07 01:02:18,Present,7
58054,2018-11-05 11:02:43,Present,5
3925,2019-12-28 05:22:09,Present,9
55290,2020-09-09 02:03:35,Absent,8
34071,2021-03-30 23:08:51,Leave,6
48349,2018-11-20 07:10:32,Present,7
43880,2023-02-04 21:44:17,Present,6
45412,2019-08-09 12:07:57,Leave,7
17322,2023-08-21 15:14:36,Present,4
21814,2018-06-16 10:05:03,Present,9
25526,2022-12-31 15:16:09,Present,8
50002,2018-04-30 16:35:45,Present,5
49214,2021-10-20 05:04:26,Present,6
47921,2018-05-22 07:45:51,Present,5
10663,2019-10-09 02:16:51,Present,8
46125,2018-05-09 08:13:03,Present,8
31521,2019-08-15 10:11:42,Present,4
6730,2020-08-12 06:57:07,Present,5
38978,2020-07-20 15:40:13,Present,9
43321,2023-09-25 07:13:57,Absent,9
16741,2024-08-06 16:25:26,Present,5
35107,2022-05-06 03:36:53,Present,6
23670,2023-11-11 04:18:07,Present,9
37889,2024-03-25 01:47:31,Present,8
27356,2019-01-13 21:37:43,Present,8
7941,2020-02-09 21:26:32,Present,4
51630,2018-07-07 14:10:25,Present,9
30916,2019-09-13 07:43:09,Present,4
49821,2019-01-21 01:28:16,Present,7
5080,2020-07-23 21:18:44,Present,4
18181,2019-04-19 23:15:36,Present,6
19379,2022-06-29 06:19:33,Present,4
17398,2023-09-22 15:20:00,Present,6
34480,2023-10-01 12:32:19,Present,7
32346,2021-02-21 13:40:22,Leave,8
14527,2022-04-14 22:37:42,Present,9
8636,2020-11-02 23:09:12,Present,7
43996,2018-09-06 04:27:09,Present,6
7180,2024-10-25 02:06:35,Leave,5
29168,2024-11-12 06:16:04,Present,7
12887,2022-11-25 10:33:19,Leave,8
52244,2018-04-08 11:53:51,Present,5
28218,2020-08-14 02:17:23,Present,5
5002,2018-12-20 05:11:34,Present,5
49617,2018-03-10 19:14:43,Present,9
4168,2020-04-17 03:28:32,Present,9
25034,2021-06-25 07:18:06,Present,9
22620,2019-10-02 05:01:18,Present,7
14865,2021-09-16 11:53:48,Present,8
22767,2018-11-03 15:13:02,Present,4
18538,2022-09-20 22:33:30,Present,8
15609,2018-12-20 02:05:19,Present,8
33674,2022-03-14 23:30:12,Absent,4
49587,2024-04-10 11:57:30,Present,5
46095,2021-11-19 11:17:18,Present,8
