candidate_id,job_role,interview_rounds,assessment_score,hiring_decision
77018,Analyst,5,62,Rejected
14334,Analyst,5,43,Rejected
75539,Engineer,4,96,Selected
45716,Manager,4,85,Selected
72706,Manager,1,43,Rejected
85073,Engineer,4,79,Selected
45008,Manager,4,44,Rejected
41669,Manager,5,50,Rejected
119504,Manager,3,57,Rejected
116138,Manager,5,41,Rejected
65287,Analyst,5,97,Selected
90138,Sales,5,53,Rejected
88721,Manager,5,74,Selected
114271,Analyst,5,63,Rejected
91570,Engineer,3,84,Selected
101675,Engineer,3,86,Selected
9784,Sales,2,65,Rejected
88263,Sales,5,68,Rejected
83377,Sales,5,47,Rejected
88050,Engineer,1,78,Selected
1224,Manager,1,89,Selected
26777,Sales,4,85,Selected
20783,Sales,2,69,Rejected
15393,Manager,1,84,Selected
95256,Analyst,4,43,Rejected
12672,Manager,5,51,Rejected
109721,Sales,2,46,Rejected
26204,Sales,5,75,Selected
46423,Manager,1,69,Rejected
50895,Analyst,1,59,Rejected
102422,Engineer,2,66,Rejected
40513,Engineer,2,72,Selected
88138,Manager,4,49,Rejected
38094,Analyst,5,98,Selected
33952,Manager,2,89,Selected
71067,Analyst,2,77,Selected
115128,Engineer,5,95,Selected
24212,Engineer,3,43,Rejected
23896,Manager,2,91,Selected
11727,Sales,5,54,Rejected
92369,Analyst,1,58,Rejected
21441,Manager,4,91,Selected
100219,Engineer,5,49,Rejected
30973,Analyst,3,43,Rejected
25314,Sales,3,52,Rejected
30379,Sales,1,68,Rejected
30045,Analyst,1,50,Rejected
24780,Engineer,5,73,Selected
118623,Sales,1,90,Selected
47876,Analyst,5,46,Rejected
113966,Manager,5,74,Selected
11230,Analyst,5,41,Rejected
52867,Manager,3,41,Rejected
21019,Manager,5,60,Rejected
69093,Engineer,2,61,Rejected
26918,Sales,3,53,Rejected
48013,Manager,2,84,Selected
40628,Analyst,3,82,Selected
101580,Sales,5,44,Rejected
85268,Manager,4,56,Rejected
30038,Engineer,5,64,Rejected
89094,Sales,4,57,Rejected
4063,Engineer,4,72,Selected
91191,Analyst,2,87,Selected
112344,Manager,2,93,Selected
82526,Analyst,5,57,Rejected
108038,Sales,3,93,Selected
117342,Engineer,1,65,Rejected
114846,Sales,5,91,Selected
77080,Analyst,3,45,Rejected
119474,Engineer,4,66,Rejected
31421,Manager,3,99,Selected
117895,Sales,1,88,Selected
41084,Sales,5,62,Rejected
8120,Engineer,1,75,Selected
18819,Manager,3,52,Rejected
45825,Engineer,5,88,Selected
75088,Analyst,5,74,Selected
40139,Analyst,5,49,Rejected
56228,Analyst,2,96,Selected
118301,Engineer,1,91,Selected
29439,Engineer,4,59,Rejected
57221,Sales,3,89,Selected
14801,Engineer,2,89,Selected
81263,Sales,4,55,Rejected
93670,Manager,2,49,Rejected
28529,Sales,5,93,Selected
39354,Engineer,2,81,Selected
47170,Sales,5,88,Selected
89261,Manager,5,75,Selected
49044,Sales,4,44,Rejected
51111,Engineer,4,78,Selected
9692,Engineer,1,59,Rejected
102708,Engineer,3,62,Rejected
109907,Sales,4,63,Rejected
102495,Manager,4,66,Rejected
35354,Engineer,5,72,Selected
35703,Sales,3,82,Selected
72774,Analyst,3,95,Selected
31001,Engineer,1,71,Selected
16658,Engineer,5,64,Rejected
87099,Analyst,2,66,Rejected
9039,Engineer,1,44,Rejected
68063,Engineer,1,89,Selected
87010,Sales,1,62,Rejected
20738,Manager,2,75,Selected
66170,Engineer,3,47,Rejected
22203,Sales,5,56,Rejected
15484,Sales,1,80,Selected
48800,Sales,5,59,Rejected
93724,Manager,2,97,Selected
94615,Analyst,2,83,Selected
67926,Engineer,2,55,Rejected
111557,Engineer,5,81,Selected
34262,Manager,2,66,Rejected
19735,Manager,3,73,Selected
116736,Manager,4,56,Rejected
76598,Engineer,4,84,Selected
60867,Analyst,5,77,Selected
28093,Engineer,2,93,Selected
22833,Sales,4,93,Selected
89619,Analyst,2,94,Selected
1882,Engineer,1,86,Selected
60650,Analyst,1,51,Rejected
94178,Analyst,5,89,Selected
3401,Engineer,4,56,Rejected
80208,Sales,1,61,Rejected
85196,Engineer,5,99,Selected
99830,Manager,2,40,Rejected
33282,Engineer,2,62,Rejected
80128,Analyst,2,49,Rejected
59443,Analyst,3,46,Rejected
40904,Analyst,5,86,Selected
39875,Engineer,1,52,Rejected
7863,Manager,5,73,Selected
40271,Manager,2,58,Rejected
90536,Manager,4,61,Rejected
74140,Analyst,3,49,Rejected
51126,Engineer,4,60,Rejected
45772,Sales,4,98,Selected
83998,Analyst,1,87,Selected
109303,Engineer,2,73,Selected
24392,Sales,4,48,Rejected
24661,Engineer,5,99,Selected
38491,Analyst,4,82,Selected
50674,Manager,4,69,Rejected
27594,Manager,2,87,Selected
78663,Engineer,3,92,Selected
99243,Engineer,4,54,Rejected
60214,Analyst,1,92,Selected
40972,Manager,5,60,Rejected
89693,Manager,5,68,Rejected
84627,Analyst,2,76,Selected
28454,Sales,3,77,Selected
67508,Engineer,4,75,Selected
85875,Analyst,4,96,Selected
23319,Engineer,2,82,Selected
55067,Analyst,1,70,Rejected
81811,Engineer,5,61,Rejected
5590,Engineer,5,88,Selected
15324,Sales,2,87,Selected
78030,Manager,2,43,Rejected
49782,Engineer,1,89,Selected
49318,Engineer,4,42,Rejected
45820,Sales,3,50,Rejected
77468,Manager,4,73,Selected
4784,Analyst,1,82,Selected
6644,Analyst,3,97,Selected
11682,Engineer,2,68,Rejected
10132,Analyst,5,75,Selected
17346,Manager,2,77,Selected
12893,Sales,1,93,Selected
9545,Manager,5,94,Selected
14915,Analyst,5,60,Rejected
81701,Analyst,2,52,Rejected
54884,Manager,5,81,Selected
15625,Analyst,2,72,Selected
11573,Sales,1,68,Rejected
10173,Analyst,4,51,Rejected
35276,Sales,1,57,Rejected
106448,Sales,2,42,Rejected
74635,Engineer,2,62,Rejected
76420,Sales,1,81,Selected
70775,Analyst,3,41,Rejected
26407,Analyst,5,71,Selected
95078,Analyst,4,41,Rejected
40818,Manager,3,77,Selected
63340,Manager,1,91,Selected
48746,Analyst,5,41,Rejected
109207,Manager,4,49,Rejected
113595,Engineer,3,96,Selected
75516,Manager,4,55,Rejected
79470,Analyst,1,96,Selected
106095,Sales,3,62,Rejected
37415,Sales,4,92,Selected
17072,Analyst,5,80,Selected
54012,Engineer,3,53,Rejected
19932,Analyst,2,48,Rejected
9140,Engineer,5,52,Rejected
100128,Analyst,3,64,Rejected
32550,Manager,5,98,Selected
33274,Sales,3,73,Selected
81857,Manager,4,98,Selected
44868,Analyst,2,54,Rejected
116906,Sales,3,48,Rejected
40639,Engineer,5,64,Rejected
62067,Manager,3,85,Selected
20998,Engineer,1,92,Selected
28899,Engineer,4,42,Rejected
15214,Analyst,5,46,Rejected
39981,Engineer,4,55,Rejected
33530,Engineer,5,56,Rejected
110169,Manager,1,55,Rejected
6705,Manager,5,51,Rejected
6880,Engineer,4,66,Rejected
108124,Engineer,2,89,Selected
48992,Manager,5,99,Selected
65638,Sales,2,74,Selected
34569,Engineer,2,85,Selected
14865,Manager,4,90,Selected
19242,Sales,3,82,Selected
72196,Analyst,5,79,Selected
40681,Engineer,5,61,Rejected
28630,Engineer,1,64,Rejected
89642,Manager,1,50,Rejected
54959,Manager,3,88,Selected
96512,Engineer,5,61,Rejected
80807,Analyst,1,64,Rejected
104143,Sales,5,94,Selected
93684,Sales,4,83,Selected
77042,Engineer,5,70,Rejected
20449,Sales,4,46,Rejected
53523,Analyst,2,86,Selected
45017,Sales,3,84,Selected
16591,Analyst,5,54,Rejected
86227,Manager,4,53,Rejected
82174,Analyst,4,85,Selected
43123,Manager,5,78,Selected
40363,Engineer,5,73,Selected
63228,Manager,5,57,Rejected
30251,Sales,1,83,Selected
86219,Manager,5,63,Rejected
92903,Engineer,4,92,Selected
66188,Engineer,4,92,Selected
80155,Manager,3,61,Rejected
81515,Analyst,1,86,Selected
7560,Engineer,3,66,Rejected
41366,Engineer,2,53,Rejected
106422,Analyst,4,53,Rejected
41976,Analyst,3,52,Rejected
10885,Analyst,2,80,Selected
109569,Engineer,1,85,Selected
29204,Manager,4,42,Rejected
52893,Engineer,1,98,Selected
55656,Sales,3,66,Rejected
43096,Engineer,4,84,Selected
81525,Engineer,4,89,Selected
84322,Sales,4,67,Rejected
40823,Sales,2,54,Rejected
107007,Engineer,1,41,Rejected
26372,Analyst,1,78,Selected
11907,Sales,1,84,Selected
21797,Manager,1,96,Selected
82337,Sales,1,82,Selected
54577,Manager,1,43,Rejected
48233,Analyst,3,52,Rejected
83173,Manager,3,56,Rejected
14346,Sales,4,86,Selected
71716,Manager,3,48,Rejected
31887,Sales,2,86,Selected
68183,Manager,1,73,Selected
71494,Analyst,1,54,Rejected
77624,Analyst,1,63,Rejected
42983,Engineer,1,83,Selected
33102,Analyst,1,48,Rejected
97046,Analyst,3,47,Rejected
99342,Sales,1,83,Selected
74642,Engineer,2,59,Rejected
79215,Analyst,1,77,Selected
86824,Sales,4,72,Selected
58113,Manager,4,83,Selected
1850,Engineer,1,66,Rejected
55338,Engineer,2,96,Selected
70086,Sales,4,59,Rejected
8022,Engineer,2,71,Selected
6577,Sales,1,64,Rejected
1228,Sales,3,61,Rejected
103748,Analyst,2,94,Selected
95174,Analyst,5,97,Selected
112972,Engineer,3,96,Selected
80442,Sales,5,65,Rejected
66520,Analyst,3,98,Selected
115419,Analyst,4,45,Rejected
64383,Manager,3,48,Rejected
37424,Analyst,4,65,Rejected
70431,Sales,5,85,Selected
105681,Analyst,1,89,Selected
10577,Analyst,1,50,Rejected
53888,Engineer,4,49,Rejected
64713,Sales,3,49,Rejected
26618,Engineer,1,61,Rejected
68474,Engineer,4,90,Selected
26302,Engineer,4,57,Rejected
88370,Manager,4,46,Rejected
21255,Sales,3,43,Rejected
39244,Sales,1,75,Selected
16377,Engineer,3,61,Rejected
12770,Sales,4,90,Selected
37990,Sales,1,99,Selected
78638,Analyst,3,89,Selected
116617,Analyst,5,95,Selected
118361,Engineer,2,63,Rejected
72328,Engineer,4,46,Rejected
3961,Engineer,4,69,Rejected
113162,Analyst,1,84,Selected
39320,Sales,3,51,Rejected
41857,Manager,4,66,Rejected
112644,Engineer,4,63,Rejected
23352,Engineer,5,66,Rejected
48427,Engineer,4,53,Rejected
9349,Engineer,1,72,Selected
51773,Analyst,5,82,Selected
97804,Analyst,1,85,Selected
36275,Analyst,5,90,Selected
64847,Manager,5,45,Rejected
60821,Manager,1,85,Selected
20199,Sales,3,81,Selected
100552,Engineer,2,96,Selected
110519,Analyst,1,61,Rejected
111529,Engineer,3,79,Selected
81301,Analyst,2,63,Rejected
97921,Analyst,1,62,Rejected
8504,Engineer,2,49,Rejected
84795,Engineer,3,53,Rejected
72116,Sales,2,52,Rejected
4230,Manager,3,55,Rejected
96225,Sales,3,45,Rejected
30896,Engineer,4,48,Rejected
18008,Sales,4,57,Rejected
22965,Engineer,5,83,Selected
41093,Sales,1,96,Selected
106537,Manager,2,67,Rejected
84676,Sales,1,57,Rejected
111059,Sales,4,83,Selected
101596,Sales,4,89,Selected
49990,Analyst,3,92,Selected
104233,Manager,5,88,Selected
31423,Manager,4,49,Rejected
39832,Sales,5,75,Selected
49372,Manager,1,93,Selected
34054,Sales,2,74,Selected
62533,Analyst,5,48,Rejected
52562,Analyst,2,78,Selected
106781,Sales,3,85,Selected
59254,Sales,4,92,Selected
38349,Analyst,3,79,Selected
5499,Manager,4,89,Selected
59820,Engineer,1,66,Rejected
39120,Analyst,1,62,Rejected
21968,Sales,1,42,Rejected
65629,Sales,5,98,Selected
83596,Analyst,3,54,Rejected
63336,Manager,1,49,Rejected
32265,Analyst,5,87,Selected
69397,Engineer,3,63,Rejected
79198,Engineer,2,47,Rejected
45433,Analyst,2,90,Selected
94579,Engineer,1,93,Selected
69809,Manager,2,41,Rejected
96333,Sales,1,68,Rejected
29061,Engineer,4,95,Selected
60568,Engineer,4,74,Selected
46640,Engineer,5,85,Selected
103994,Manager,2,70,Rejected
10323,Sales,3,43,Rejected
85822,Manager,2,48,Rejected
51838,Manager,5,76,Selected
57455,Analyst,4,78,Selected
25025,Manager,3,79,Selected
55050,Sales,2,92,Selected
109693,Analyst,2,78,Selected
66241,Engineer,2,66,Rejected
19877,Analyst,4,90,Selected
64290,Engineer,1,57,Rejected
84050,Engineer,4,40,Rejected
28796,Analyst,5,98,Selected
90131,Engineer,2,52,Rejected
17217,Analyst,2,83,Selected
107076,Engineer,3,66,Rejected
32619,Manager,1,67,Rejected
94231,Manager,2,50,Rejected
45195,Manager,5,49,Rejected
5768,Engineer,1,88,Selected
35906,Sales,2,50,Rejected
85901,Sales,4,98,Selected
12561,Engineer,3,67,Rejected
8161,Engineer,5,52,Rejected
26200,Manager,2,77,Selected
81472,Engineer,1,94,Selected
64648,Sales,5,94,Selected
78957,Analyst,4,52,Rejected
91488,Sales,1,87,Selected
20325,Engineer,2,87,Selected
32543,Sales,2,80,Selected
99938,Manager,5,52,Rejected
73446,Analyst,3,79,Selected
22589,Analyst,3,82,Selected
39712,Analyst,2,74,Selected
60750,Analyst,1,49,Rejected
47709,Engineer,4,62,Rejected
109654,Sales,1,94,Selected
41216,Analyst,3,88,Selected
90859,Sales,2,42,Rejected
39583,Sales,2,98,Selected
116831,Sales,4,42,Rejected
92807,Engineer,3,84,Selected
111951,Manager,1,89,Selected
59096,Sales,4,79,Selected
58382,Analyst,4,89,Selected
2198,Analyst,2,76,Selected
23333,Manager,2,62,Rejected
74500,Analyst,5,90,Selected
37745,Manager,3,54,Rejected
65002,Sales,4,94,Selected
2950,Sales,4,48,Rejected
63463,Analyst,2,64,Rejected
8337,Analyst,2,94,Selected
56343,Engineer,2,91,Selected
117627,Sales,1,59,Rejected
87116,Analyst,5,82,Selected
49294,Manager,4,99,Selected
6369,Manager,2,44,Rejected
49799,Sales,2,72,Selected
33021,Engineer,3,63,Rejected
90618,Manager,5,70,Rejected
22806,Manager,3,96,Selected
107360,Sales,4,75,Selected
118007,Analyst,2,45,Rejected
92517,Sales,3,45,Rejected
8953,Analyst,1,61,Rejected
85263,Analyst,2,84,Selected
30312,Manager,3,86,Selected
40080,Engineer,1,64,Rejected
4510,Sales,1,78,Selected
56770,Engineer,3,78,Selected
5790,Engineer,1,69,Rejected
64971,Engineer,3,68,Rejected
19398,Sales,2,80,Selected
115073,Sales,1,69,Rejected
37576,Manager,3,40,Rejected
32102,Engineer,1,96,Selected
4490,Engineer,2,94,Selected
54723,Engineer,5,97,Selected
116544,Analyst,3,93,Selected
114326,Sales,4,79,Selected
34829,Engineer,2,55,Rejected
61296,Sales,4,90,Selected
69544,Manager,4,79,Selected
24707,Sales,2,78,Selected
33815,Sales,1,85,Selected
115516,Analyst,4,81,Selected
68902,Sales,5,58,Rejected
98471,Sales,2,98,Selected
113545,Analyst,5,81,Selected
28014,Sales,3,54,Rejected
12377,Sales,3,55,Rejected
48160,Engineer,3,58,Rejected
110803,Engineer,4,43,Rejected
1339,Engineer,2,93,Selected
12455,Analyst,3,74,Selected
29809,Analyst,2,98,Selected
32172,Manager,5,63,Rejected
106864,Sales,1,69,Rejected
27257,Manager,3,67,Rejected
8935,Analyst,4,80,Selected
94046,Analyst,3,81,Selected
100183,Analyst,2,51,Rejected
106096,Analyst,4,64,Rejected
106765,Sales,4,99,Selected
40572,Manager,2,66,Rejected
102902,Engineer,1,44,Rejected
7470,Analyst,4,57,Rejected
90273,Engineer,1,56,Rejected
19238,Engineer,3,84,Selected
108575,Analyst,3,59,Rejected
50232,Analyst,2,95,Selected
77458,Engineer,4,87,Selected
62421,Sales,2,93,Selected
7770,Analyst,1,83,Selected
79616,Engineer,2,98,Selected
21836,Manager,1,97,Selected
97644,Engineer,1,74,Selected
82815,Sales,1,55,Rejected
33898,Manager,1,98,Selected
7814,Sales,5,70,Rejected
40012,Sales,5,79,Selected
51712,Engineer,4,58,Rejected
106193,Manager,3,43,Rejected
71822,Manager,2,41,Rejected
16633,Engineer,2,92,Selected
79531,Engineer,5,56,Rejected
1858,Sales,4,73,Selected
23674,Analyst,5,58,Rejected
79620,Manager,3,44,Rejected
42909,Manager,5,96,Selected
3584,Engineer,1,67,Rejected
85288,Analyst,1,97,Selected
13781,Sales,4,75,Selected
75988,Analyst,4,64,Rejected
28029,Manager,5,77,Selected
17257,Sales,2,49,Rejected
87820,Analyst,3,66,Rejected
106499,Engineer,1,77,Selected
18322,Analyst,3,68,Rejected
13978,Manager,4,90,Selected
7701,Analyst,2,93,Selected
87055,Engineer,3,97,Selected
60912,Analyst,3,50,Rejected
75646,Sales,3,46,Rejected
63176,Engineer,5,81,Selected
93426,Manager,4,99,Selected
63983,Analyst,1,78,Selected
108835,Sales,3,71,Selected
82133,Engineer,3,52,Rejected
6760,Manager,2,87,Selected
95874,Analyst,2,99,Selected
92224,Analyst,4,70,Rejected
97094,Manager,2,61,Rejected
74789,Sales,2,98,Selected
87078,Analyst,5,71,Selected
40297,Engineer,3,54,Rejected
45751,Manager,2,93,Selected
10860,Manager,3,46,Rejected
18984,Analyst,4,48,Rejected
5313,Engineer,3,88,Selected
105929,Sales,2,41,Rejected
31858,Manager,1,60,Rejected
77695,Engineer,1,62,Rejected
56022,Engineer,5,82,Selected
27013,Manager,5,69,Rejected
25735,Sales,2,64,Rejected
15929,Sales,1,78,Selected
63137,Sales,1,56,Rejected
103207,Analyst,5,81,Selected
47011,Manager,3,95,Selected
94905,Engineer,2,82,Selected
31327,Sales,2,63,Rejected
109537,Manager,1,53,Rejected
112824,Engineer,5,50,Rejected
14673,Sales,4,59,Rejected
68972,Engineer,3,97,Selected
18959,Manager,5,88,Selected
112470,Engineer,3,85,Selected
112295,Engineer,3,89,Selected
58989,Sales,1,79,Selected
50646,Analyst,5,42,Rejected
106842,Analyst,2,87,Selected
4200,Manager,2,75,Selected
85521,Engineer,5,42,Rejected
6584,Engineer,1,97,Selected
34917,Engineer,3,69,Rejected
84446,Manager,1,40,Rejected
30273,Manager,1,84,Selected
2631,Sales,4,61,Rejected
102945,Manager,4,49,Rejected
72112,Sales,3,83,Selected
22544,Manager,1,56,Rejected
73434,Sales,1,54,Rejected
108587,Analyst,2,59,Rejected
10818,Engineer,3,60,Rejected
22375,Sales,1,40,Rejected
3742,Sales,3,41,Rejected
114701,Engineer,1,75,Selected
32645,Sales,4,93,Selected
21721,Analyst,5,86,Selected
56450,Analyst,1,74,Selected
14160,Sales,1,77,Selected
86127,Engineer,4,56,Rejected
79671,Analyst,1,48,Rejected
105351,Sales,3,66,Rejected
4136,Engineer,4,59,Rejected
69035,Manager,1,91,Selected
95986,Analyst,1,89,Selected
103275,Sales,4,98,Selected
51628,Engineer,4,65,Rejected
45626,Analyst,5,93,Selected
16147,Analyst,3,70,Rejected
15905,Engineer,1,68,Rejected
16938,Manager,1,73,Selected
79477,Sales,5,71,Selected
52479,Sales,2,47,Rejected
72509,Manager,4,85,Selected
87064,Engineer,4,67,Rejected
69462,Engineer,5,52,Rejected
92506,Sales,1,90,Selected
57337,Analyst,5,64,Rejected
67866,Analyst,3,58,Rejected
38957,Engineer,3,53,Rejected
45880,Sales,5,65,Rejected
95316,Manager,5,54,Rejected
78881,Analyst,3,61,Rejected
67965,Analyst,1,60,Rejected
82672,Sales,5,59,Rejected
51071,Manager,1,92,Selected
22694,Manager,3,78,Selected
78480,Manager,1,64,Rejected
63234,Analyst,2,74,Selected
54439,Manager,1,90,Selected
335,Engineer,5,88,Selected
60982,Engineer,1,49,Rejected
111506,Manager,3,89,Selected
48376,Sales,5,68,Rejected
54297,Analyst,1,84,Selected
96668,Analyst,1,50,Rejected
98453,Sales,3,87,Selected
101128,Analyst,2,40,Rejected
6442,Engineer,2,71,Selected
17114,Manager,1,70,Rejected
10329,Sales,5,40,Rejected
52557,Engineer,5,64,Rejected
41515,Sales,5,92,Selected
3190,Sales,5,94,Selected
16783,Analyst,5,69,Rejected
53790,Sales,2,41,Rejected
50481,Analyst,2,51,Rejected
117256,Engineer,1,44,Rejected
85920,Analyst,5,43,Rejected
662,Sales,5,63,Rejected
113826,Manager,1,87,Selected
3385,Analyst,5,79,Selected
14291,Engineer,2,70,Rejected
30110,Engineer,1,98,Selected
42105,Analyst,4,62,Rejected
116657,Manager,1,79,Selected
60982,Sales,4,56,Rejected
95062,Engineer,3,77,Selected
104812,Manager,3,51,Rejected
95706,Sales,1,74,Selected
108869,Engineer,3,67,Rejected
43461,Manager,5,57,Rejected
9437,Manager,2,86,Selected
10602,Engineer,2,94,Selected
7984,Manager,3,94,Selected
17810,Engineer,1,40,Rejected
116857,Sales,2,40,Rejected
69073,Sales,3,48,Rejected
60647,Sales,3,51,Rejected
103521,Analyst,3,69,Rejected
64721,Engineer,1,69,Rejected
46342,Analyst,2,84,Selected
52854,Engineer,4,53,Rejected
95516,Analyst,2,96,Selected
46263,Manager,4,40,Rejected
94623,Analyst,4,45,Rejected
46177,Engineer,2,89,Selected
31952,Analyst,1,48,Rejected
1398,Manager,4,56,Rejected
43156,Engineer,3,71,Selected
32378,Engineer,2,59,Rejected
74899,Sales,1,60,Rejected
29398,Sales,5,84,Selected
10875,Manager,3,85,Selected
97012,Analyst,1,95,Selected
96542,Engineer,3,87,Selected
85898,Sales,2,71,Selected
27328,Sales,5,55,Rejected
99415,Analyst,5,48,Rejected
68374,Analyst,5,61,Rejected
95991,Analyst,3,76,Selected
7713,Engineer,5,91,Selected
22578,Analyst,3,54,Rejected
14685,Manager,1,58,Rejected
58970,Sales,5,94,Selected
92846,Sales,4,65,Rejected
100770,Sales,1,62,Rejected
5415,Sales,2,98,Selected
17384,Analyst,5,89,Selected
17685,Sales,5,89,Selected
3486,Engineer,5,86,Selected
38703,Analyst,4,55,Rejected
34683,Manager,3,63,Rejected
53770,Sales,5,46,Rejected
33705,Sales,5,75,Selected
102157,Engineer,2,97,Selected
41105,Analyst,4,61,Rejected
63610,Engineer,4,57,Rejected
16617,Manager,4,68,Rejected
47533,Engineer,5,71,Selected
30525,Sales,1,57,Rejected
79064,Engineer,4,71,Selected
23137,Analyst,2,84,Selected
43198,Analyst,1,95,Selected
17582,Analyst,3,57,Rejected
58265,Analyst,4,76,Selected
83202,Analyst,4,49,Rejected
10471,Analyst,4,99,Selected
7836,Sales,3,67,Rejected
53948,Sales,3,94,Selected
82841,Manager,5,60,Rejected
13169,Sales,2,95,Selected
9878,Analyst,2,71,Selected
22996,Sales,3,66,Rejected
42175,Sales,1,56,Rejected
2490,Manager,1,80,Selected
29498,Manager,1,65,Rejected
9273,Sales,5,53,Rejected
28160,Engineer,5,66,Rejected
68665,Engineer,3,68,Rejected
62656,Engineer,1,83,Selected
35622,Analyst,2,83,Selected
91396,Sales,4,92,Selected
89015,Engineer,3,87,Selected
25439,Engineer,1,57,Rejected
72841,Analyst,4,83,Selected
87049,Manager,3,49,Rejected
110750,Engineer,5,43,Rejected
22137,Engineer,2,62,Rejected
36972,Analyst,4,48,Rejected
18933,Sales,4,91,Selected
99390,Sales,3,96,Selected
76565,Manager,1,54,Rejected
62885,Engineer,4,67,Rejected
51142,Engineer,3,54,Rejected
82538,Engineer,5,90,Selected
116659,Sales,3,40,Rejected
23954,Manager,2,85,Selected
1918,Sales,1,68,Rejected
113696,Engineer,2,68,Rejected
76172,Sales,5,80,Selected
64437,Manager,2,68,Rejected
2128,Manager,1,71,Selected
350,Analyst,3,63,Rejected
109124,Manager,4,57,Rejected
80977,Analyst,4,54,Rejected
35002,Sales,1,80,Selected
34226,Analyst,3,72,Selected
101373,Sales,4,43,Rejected
67894,Manager,1,89,Selected
21377,Analyst,4,70,Rejected
84331,Manager,5,73,Selected
76980,Manager,2,92,Selected
11192,Engineer,3,49,Rejected
64302,Manager,5,76,Selected
96350,Engineer,1,54,Rejected
107881,Analyst,3,64,Rejected
33471,Analyst,2,40,Rejected
73390,Engineer,3,63,Rejected
99166,Engineer,4,63,Rejected
77641,Engineer,3,65,Rejected
115665,Analyst,1,69,Rejected
29184,Manager,5,60,Rejected
88310,Engineer,5,80,Selected
51712,Engineer,3,94,Selected
42105,Analyst,4,48,Rejected
35859,Sales,2,88,Selected
40084,Manager,5,83,Selected
15128,Engineer,2,65,Rejected
86710,Engineer,1,61,Rejected
95621,Manager,4,54,Rejected
41099,Sales,1,72,Selected
85035,Manager,4,80,Selected
110903,Sales,2,91,Selected
96154,Engineer,3,44,Rejected
21681,Manager,5,57,Rejected
30714,Analyst,2,99,Selected
110884,Manager,4,40,Rejected
5055,Manager,5,83,Selected
12111,Sales,5,68,Rejected
66815,Manager,1,99,Selected
33318,Analyst,3,70,Rejected
59751,Sales,4,68,Rejected
91130,Analyst,2,90,Selected
9436,Analyst,4,59,Rejected
84541,Manager,1,82,Selected
50052,Analyst,5,94,Selected
85280,Engineer,1,61,Rejected
33749,Sales,3,95,Selected
56583,Sales,5,62,Rejected
82556,Engineer,3,40,Rejected
27088,Engineer,2,71,Selected
16947,Engineer,4,67,Rejected
85062,Sales,4,55,Rejected
2093,Analyst,5,58,Rejected
29882,Engineer,2,98,Selected
98480,Sales,5,61,Rejected
101725,Analyst,4,77,Selected
69941,Sales,4,64,Rejected
97070,Sales,4,97,Selected
21365,Sales,5,71,Selected
35323,Analyst,4,52,Rejected
81410,Engineer,5,52,Rejected
81847,Analyst,4,76,Selected
115206,Engineer,2,58,Rejected
75942,Manager,2,87,Selected
31674,Sales,2,96,Selected
116701,Sales,4,60,Rejected
32765,Engineer,3,57,Rejected
56260,Engineer,2,74,Selected
101014,Sales,5,85,Selected
73,Manager,4,45,Rejected
114201,Sales,5,62,Rejected
65870,Engineer,3,86,Selected
27521,Sales,4,48,Rejected
45395,Sales,3,44,Rejected
38001,Analyst,2,56,Rejected
24352,Analyst,2,97,Selected
109724,Analyst,2,92,Selected
48003,Manager,3,52,Rejected
10867,Analyst,3,78,Selected
22989,Analyst,2,42,Rejected
103290,Sales,3,56,Rejected
30312,Analyst,3,43,Rejected
109329,Manager,3,43,Rejected
236,Analyst,3,87,Selected
8180,Engineer,2,51,Rejected
20924,Sales,1,94,Selected
15476,Manager,3,99,Selected
98558,Engineer,2,43,Rejected
8507,Sales,1,79,Selected
8920,Sales,4,75,Selected
87944,Manager,1,85,Selected
16912,Sales,2,61,Rejected
119002,Sales,2,81,Selected
86309,Analyst,1,62,Rejected
1478,Analyst,4,94,Selected
89478,Manager,5,50,Rejected
63867,Engineer,2,69,Rejected
16063,Engineer,3,43,Rejected
105629,Engineer,4,46,Rejected
116117,Analyst,4,44,Rejected
29055,Analyst,3,83,Selected
56502,Manager,1,58,Rejected
10755,Sales,2,63,Rejected
83224,Sales,5,64,Rejected
35570,Manager,3,71,Selected
19333,Sales,1,67,Rejected
52946,Engineer,4,43,Rejected
66918,Sales,4,64,Rejected
60499,Sales,1,62,Rejected
109929,Manager,3,86,Selected
75503,Manager,1,93,Selected
54502,Analyst,3,47,Rejected
34053,Manager,5,56,Rejected
63524,Analyst,4,80,Selected
71979,Analyst,4,88,Selected
78601,Manager,4,95,Selected
42293,Analyst,5,75,Selected
39073,Manager,2,57,Rejected
51760,Engineer,3,74,Selected
13347,Analyst,3,85,Selected
97477,Manager,2,48,Rejected
35910,Engineer,2,97,Selected
68224,Sales,1,51,Rejected
84019,Analyst,2,99,Selected
62066,Manager,4,83,Selected
102790,Analyst,1,55,Rejected
32012,Manager,4,74,Selected
86839,Sales,2,47,Rejected
98431,Manager,1,78,Selected
28007,Analyst,3,85,Selected
13082,Manager,2,94,Selected
100174,Manager,5,62,Rejected
42562,Engineer,1,77,Selected
56697,Sales,3,59,Rejected
11323,Sales,4,46,Rejected
89896,Manager,2,93,Selected
58985,Manager,2,69,Rejected
30572,Analyst,2,85,Selected
93741,Sales,3,88,Selected
75147,Engineer,4,64,Rejected
62164,Analyst,5,92,Selected
