employee_id,age,years_at_company,monthly_salary,job_satisfaction,attrition_risk
32409,46,17,72457,5,Low
88429,46,18,129552,2,High
64226,32,2,174783,2,High
78813,56,18,35075,3,Low
3501,47,0,73987,3,High
51352,36,2,200031,4,Low
12547,46,12,189565,5,Low
53054,25,4,228992,2,High
40527,53,8,19221,1,High
80579,37,2,195399,5,Low
38154,29,2,39159,2,High
230,36,17,245570,5,Low
51639,34,10,154798,3,Low
24726,31,15,187202,2,High
33678,56,2,94634,1,High
77257,23,10,73449,4,Low
50130,40,20,139227,5,Low
31880,51,11,60957,1,High
82555,24,15,207198,4,Low
4718,51,20,248306,2,High
84111,38,3,19565,2,High
78772,22,14,33945,1,High
5190,34,16,96670,1,High
86860,58,20,180508,2,High
89002,45,7,73655,5,Low
77509,34,8,44319,1,High
1866,26,21,126159,5,Low
4541,45,15,160912,4,Low
57442,50,11,220496,5,Low
78001,43,24,239023,1,High
37583,55,9,215272,3,Low
79133,44,14,103193,2,High
80923,53,5,165461,5,Low
19907,29,9,57266,4,Low
20803,44,11,96561,3,Low
72355,38,3,95495,1,High
64762,59,4,87274,5,Low
57277,49,3,60507,5,Low
74574,30,6,154037,4,Low
69722,47,24,108522,4,Low
36995,33,5,106938,5,Low
7693,34,22,41663,3,Low
58397,58,22,123248,2,High
20000,52,8,125959,1,High
72342,51,16,204208,5,Low
3158,52,19,21693,3,Low
34874,46,3,215422,5,Low
37945,56,4,71233,3,Low
33762,41,4,36281,4,Low
79242,33,12,20484,5,Low
85017,36,8,226142,4,Low
31679,50,16,197866,3,Low
19283,36,11,77398,2,High
55009,46,2,151060,5,Low
12794,51,22,104018,1,High
26543,42,10,200393,1,High
86170,52,9,144895,5,Low
39815,52,6,173865,4,Low
15638,38,1,114245,5,High
85332,56,2,171390,4,Low
74775,46,17,128016,2,High
49758,51,12,164228,3,Low
48180,21,24,205248,4,Low
9257,29,5,213478,2,High
54948,54,8,134864,4,Low
518,33,6,131828,5,Low
77962,28,2,103895,3,Low
87139,35,18,110439,2,High
14677,32,20,215768,4,Low
52960,39,2,152353,4,Low
87356,35,7,133016,2,High
10782,45,24,243142,1,High
84193,47,22,152933,4,Low
64759,38,12,112614,2,High
25679,25,24,138986,5,Low
70329,59,10,148545,4,Low
49963,24,20,90492,5,Low
77492,38,23,160414,3,Low
45529,29,4,27126,1,High
8269,49,6,97374,2,High
18694,50,23,163049,2,High
25602,25,7,219024,5,Low
69976,36,3,161554,2,High
48140,45,8,95332,1,High
13228,51,14,88420,5,Low
43702,46,8,135442,1,High
71926,47,18,129207,5,Low
62426,47,23,118713,4,Low
45230,58,18,35057,2,High
85479,50,12,121461,3,Low
89929,33,23,100362,3,Low
82766,52,18,226477,3,Low
25269,49,14,95370,3,Low
77777,56,4,126062,3,Low
62449,52,14,219589,5,Low
66869,31,4,15368,3,Low
11230,49,7,123796,4,Low
45293,54,4,26676,2,High
6301,40,9,39488,4,Low
83195,35,4,243453,4,Low
39935,43,14,141459,4,Low
25821,54,13,19841,1,High
65874,48,22,185422,3,Low
36063,47,19,191704,1,High
49489,42,18,71348,4,Low
13446,28,21,27853,1,High
1868,49,6,154169,4,Low
88835,39,3,125738,1,High
66031,52,21,23915,4,Low
4643,21,9,43182,2,High
8353,23,15,153611,4,Low
2037,46,1,157225,3,High
64093,27,1,49216,2,High
14723,46,21,185786,3,Low
48325,47,23,247136,2,High
16187,39,8,182686,1,High
59086,24,20,229351,3,Low
87004,47,12,196733,5,Low
58898,57,5,81281,5,Low
2282,34,0,226736,1,High
42829,28,3,137153,4,Low
1602,21,14,103334,1,High
44788,28,18,232540,1,High
1300,58,7,202873,4,Low
58055,49,17,69480,1,High
14795,54,14,23791,2,High
53320,27,7,41048,2,High
16027,25,5,202587,1,High
18431,40,6,186524,1,High
47786,42,15,42357,3,Low
21859,24,14,102772,5,Low
84119,21,14,201089,4,Low
3333,52,0,71871,4,High
33872,39,11,25912,3,Low
68714,43,5,62273,2,High
28171,38,16,58004,1,High
63456,26,6,78197,3,Low
86422,35,9,177495,2,High
38810,32,8,210288,1,High
74264,49,1,40488,2,High
80069,44,2,174591,3,Low
39829,33,22,222751,5,Low
45330,59,20,219816,4,Low
63207,50,0,65184,5,High
24709,29,4,191399,3,Low
82184,22,18,26660,2,High
15957,30,23,76514,2,High
83973,31,5,138660,2,High
63757,34,15,35759,5,Low
80605,27,24,240965,3,Low
87746,44,1,103424,3,High
79269,26,9,97255,1,High
62810,28,13,50500,3,Low
87965,45,8,208443,1,High
4090,25,17,127140,1,High
30789,45,3,152129,2,High
79536,24,2,134806,3,Low
74479,23,6,62702,3,Low
15841,27,8,173630,5,Low
3251,42,24,29321,4,Low
55715,44,19,243745,4,Low
67795,38,5,171289,5,Low
85359,37,8,196127,2,High
80038,28,24,116098,4,Low
55510,35,23,179380,1,High
10769,52,15,149868,4,Low
64685,28,14,154852,1,High
48000,48,14,199364,4,Low
18168,41,0,150839,1,High
50246,24,8,117248,4,Low
86453,55,11,158288,5,Low
48506,25,18,111604,1,High
5118,40,15,135059,5,Low
40707,29,19,48779,5,Low
10334,30,23,216944,5,Low
14923,50,12,128887,3,Low
84054,22,22,195889,3,Low
57862,21,14,81037,1,High
25318,33,21,63599,4,Low
71657,44,17,112226,1,High
2478,38,15,80431,5,Low
86879,53,18,132241,2,High
6138,25,20,113488,2,High
35645,57,17,22432,5,Low
38598,22,10,205175,2,High
8596,58,0,113714,5,High
25903,55,8,89277,5,Low
46262,37,6,246976,5,Low
88267,53,8,205168,2,High
6687,29,5,146939,2,High
43110,51,20,64512,1,High
63040,27,13,34157,5,Low
59738,36,21,114134,4,Low
51803,50,16,90319,2,High
81198,28,11,71060,4,Low
50030,44,9,228662,4,Low
34655,35,8,35801,3,Low
66840,33,19,166980,2,High
50893,35,3,169767,3,Low
83033,55,1,36822,2,High
64937,30,19,180619,1,High
87961,23,8,123173,5,Low
72989,53,17,223728,3,Low
26475,48,3,234428,2,High
38887,47,19,89394,4,Low
14427,41,1,90803,5,High
33336,35,3,213322,4,Low
30542,28,8,104287,1,High
74917,27,24,75882,4,Low
77341,50,4,47556,5,Low
4966,39,2,72669,4,Low
65705,34,12,24398,2,High
44125,50,21,168746,4,Low
68208,36,15,52994,1,High
16763,44,20,32517,5,Low
29905,39,14,187497,2,High
67469,39,9,81924,2,High
14214,40,4,43640,2,High
32962,32,18,180258,3,Low
24840,48,6,83536,4,Low
29943,59,6,169125,5,Low
30326,39,13,141109,3,Low
10208,33,1,155320,1,High
70153,44,8,189389,5,Low
73415,56,5,60293,4,Low
14815,54,10,99990,1,High
17685,44,13,84366,4,Low
35969,47,24,18248,5,Low
3374,39,15,105421,3,Low
15179,43,20,145054,4,Low
25957,59,16,132622,1,High
64684,49,19,35808,1,High
40693,57,13,204554,5,Low
44120,40,5,205079,2,High
4992,46,2,204875,3,Low
5203,35,10,17032,3,Low
20317,32,0,93460,3,High
29696,37,22,101931,2,High
3623,25,11,69962,5,Low
60738,45,12,216370,1,High
57133,32,10,219121,5,Low
1611,59,16,213335,4,Low
41573,23,6,34663,5,Low
16989,55,14,164028,2,High
66157,43,9,23790,5,Low
15336,35,0,61050,2,High
2603,38,14,119922,5,Low
55626,22,9,116889,5,Low
85721,45,3,120622,5,Low
88459,25,17,154753,2,High
80935,35,24,84828,1,High
61256,46,1,169777,5,High
60262,43,13,199731,4,Low
15904,23,21,171043,3,Low
11310,38,3,228868,2,High
35484,28,12,224341,4,Low
8071,53,13,155656,3,Low
33218,51,17,213015,2,High
61306,22,13,153929,3,Low
15107,39,22,46155,4,Low
33838,22,11,138418,3,Low
4018,24,17,180431,5,Low
29421,36,23,244567,1,High
13583,59,15,226508,4,Low
79404,56,10,180455,4,Low
84206,32,7,23960,5,Low
75764,57,0,132995,5,High
50552,35,15,103151,3,Low
81484,47,24,151931,5,Low
77469,25,4,143835,3,Low
10986,29,18,98763,1,High
6376,43,19,240548,1,High
15806,43,21,44084,4,Low
17108,27,18,68869,4,Low
42402,38,14,162708,2,High
73072,39,9,243213,5,Low
37589,50,3,235307,2,High
16471,39,23,72541,2,High
24082,41,10,41302,4,Low
6847,29,22,36175,2,High
69686,51,15,99278,3,Low
29926,25,2,130775,5,Low
53990,50,18,41109,3,Low
68749,47,6,225881,2,High
69459,41,14,205866,1,High
47698,49,15,105822,2,High
22695,55,2,111293,2,High
6043,53,3,79988,3,Low
8014,37,23,30662,1,High
31286,55,19,135429,4,Low
42447,37,7,68691,2,High
52680,31,21,136529,2,High
58069,59,12,152064,5,Low
3755,51,0,218456,2,High
11188,51,2,99411,5,Low
37134,27,11,175592,3,Low
66083,49,12,229103,2,High
36498,58,9,177778,5,Low
55037,40,17,142211,1,High
48456,23,12,193305,4,Low
4517,29,16,171056,1,High
66796,53,6,32969,2,High
23377,55,20,146213,3,Low
89677,46,19,123881,3,Low
84854,23,7,165419,4,Low
68046,43,2,166856,4,Low
44969,41,19,68068,4,Low
12265,55,12,105550,2,High
17947,54,8,230919,5,Low
31636,41,6,32970,4,Low
75814,56,22,18558,3,Low
26366,23,14,213062,5,Low
24460,26,11,200778,3,Low
63914,56,21,61993,1,High
69206,58,8,46677,4,Low
84402,54,13,83936,5,Low
56351,26,7,43201,3,Low
16589,23,15,155394,1,High
15041,23,17,71541,4,Low
17126,56,10,162321,5,Low
30760,39,17,124080,5,Low
72586,36,2,168053,1,High
81053,30,1,65543,1,High
37032,53,21,119564,3,Low
56990,21,7,160578,1,High
4738,28,16,21475,4,Low
50258,49,9,148087,3,Low
81564,54,20,76537,1,High
10016,57,22,51030,4,Low
59992,31,4,205556,1,High
36966,31,19,217644,1,High
15096,43,11,199235,4,Low
15054,56,3,158046,2,High
88409,56,1,211934,4,High
31520,52,14,101169,1,High
63387,29,24,161658,3,Low
52338,56,10,202481,5,Low
23064,49,4,144281,4,Low
71843,58,10,208989,2,High
12574,31,1,35794,4,High
17249,56,4,144036,5,Low
16942,24,3,110135,5,Low
78555,54,7,106696,1,High
13089,22,4,28315,5,Low
86212,41,12,107903,5,Low
16125,46,22,21756,3,Low
82368,30,11,68094,1,High
3820,31,1,132129,4,High
11165,21,9,85545,5,Low
32702,46,21,23626,2,High
82012,34,0,179723,3,High
49438,41,6,140635,2,High
84842,23,12,162921,5,Low
77035,41,23,134828,3,Low
32870,25,22,72053,4,Low
36604,36,7,237922,4,Low
4236,55,20,29107,4,Low
12016,22,14,47039,1,High
14602,31,15,115928,4,Low
7510,27,0,212026,2,High
39485,24,7,170159,5,Low
16919,58,20,127834,1,High
40976,28,20,155326,4,Low
41521,48,2,27871,4,Low
35694,55,23,142641,1,High
26960,30,6,246114,1,High
910,24,7,134198,1,High
75142,55,12,235818,4,Low
80042,49,9,230393,2,High
119,33,12,193423,3,Low
28639,37,2,236199,4,Low
68650,39,11,46006,3,Low
80302,30,5,88075,1,High
83412,47,22,105248,5,Low
18481,31,24,20089,4,Low
7945,35,20,165664,4,Low
35023,24,14,33978,2,High
48708,39,19,34127,4,Low
55256,44,11,94643,4,Low
66770,49,8,30912,2,High
87179,24,9,48765,5,Low
28709,25,6,154675,2,High
30938,48,7,185042,2,High
58824,25,7,90476,2,High
38400,52,5,244140,3,Low
65666,58,2,125007,4,Low
18156,44,15,100847,5,Low
20839,33,2,86776,3,Low
23155,47,6,208055,1,High
44036,38,24,145986,3,Low
30295,58,3,106504,5,Low
70810,50,21,185232,2,High
74234,53,13,183160,1,High
5629,53,18,80325,3,Low
45850,38,8,155386,5,Low
25415,41,12,241476,4,Low
70255,38,12,30799,1,High
19061,52,23,190785,4,Low
97,58,9,41058,2,High
83884,53,3,100030,5,Low
11059,36,10,203308,4,Low
12219,29,8,174869,3,Low
16983,48,22,114689,3,Low
60326,47,22,34622,2,High
69500,31,18,218545,4,Low
46623,52,19,152427,2,High
23678,49,17,65355,4,Low
44742,28,16,113147,1,High
66861,26,11,80164,5,Low
27167,23,22,46629,3,Low
43375,59,5,229271,5,Low
46909,27,17,131258,5,Low
66876,27,10,174239,2,High
48317,23,6,113149,3,Low
12287,28,0,212194,1,High
63540,46,12,61521,4,Low
29236,51,18,220402,4,Low
77132,47,6,112182,4,Low
59891,58,2,165057,1,High
25553,21,13,94609,2,High
13630,53,16,136786,2,High
46490,37,0,54537,5,High
58959,52,20,172621,2,High
58929,57,19,38444,5,Low
38259,41,15,181198,1,High
12844,41,9,89849,5,Low
23989,48,16,32964,4,Low
33302,26,9,160818,4,Low
80514,56,2,45886,5,Low
7952,25,14,146168,4,Low
75102,55,6,77691,3,Low
28716,54,18,164553,4,Low
52976,29,5,61940,1,High
61294,55,12,180823,1,High
49217,30,10,118028,2,High
37110,49,21,21736,1,High
37851,34,11,191766,3,Low
46665,26,20,55077,4,Low
76871,42,0,45532,2,High
19370,36,18,197911,4,Low
89938,39,6,21864,2,High
60217,31,24,164815,5,Low
20640,50,22,144323,1,High
64306,25,5,80706,5,Low
82925,56,22,21740,5,Low
18507,27,1,198738,5,High
63626,33,22,72776,1,High
78303,35,8,152177,3,Low
72233,24,6,201046,2,High
62767,55,3,169367,5,Low
3982,25,18,36238,4,Low
82392,33,5,202068,1,High
19790,53,12,91852,1,High
309,40,20,219158,4,Low
73244,28,5,70581,1,High
81059,37,4,214064,3,Low
35816,25,10,100632,3,Low
26498,51,20,220458,1,High
43960,28,21,74617,4,Low
34786,22,2,136073,3,Low
13367,21,13,182932,4,Low
37650,46,23,91128,1,High
26929,27,5,15465,3,Low
86118,32,24,208867,1,High
24106,34,22,105099,4,Low
19844,43,23,177349,2,High
70971,45,18,62684,4,Low
33340,45,17,19024,2,High
85510,35,17,122658,1,High
77172,56,12,132272,5,Low
66133,42,14,67441,5,Low
21458,31,3,119844,4,Low
50223,46,21,74976,2,High
80371,45,22,142411,5,Low
86246,44,1,113360,3,High
68908,40,16,33996,4,Low
158,26,6,97059,1,High
81569,45,3,172161,3,Low
58267,35,19,248196,3,Low
3319,34,12,129896,5,Low
78999,45,21,39393,4,Low
59691,25,8,115959,1,High
74494,53,6,162803,3,Low
77380,37,13,127010,2,High
68149,53,7,192914,4,Low
20947,41,19,117180,2,High
12021,51,14,182476,2,High
78310,31,2,24546,4,Low
30248,46,2,200756,5,Low
444,53,8,129243,4,Low
38742,33,20,53553,5,Low
17289,50,12,85256,2,High
2911,53,20,124735,2,High
44170,43,15,143968,4,Low
17310,30,3,98545,2,High
77450,26,22,148817,5,Low
14266,54,23,164630,2,High
24236,58,0,190033,4,High
55083,50,20,83423,3,Low
58096,53,1,145893,5,High
74963,41,5,175731,2,High
2923,27,24,105252,1,High
58007,30,20,94085,4,Low
40324,27,24,140088,4,Low
27772,29,18,46471,5,Low
9777,26,2,121084,3,Low
66456,24,5,238357,1,High
37773,51,1,21491,3,High
53372,46,5,116106,5,Low
20955,29,4,210076,1,High
20838,21,9,142270,2,High
75495,58,10,48780,3,Low
5576,33,9,53094,3,Low
51106,50,13,49590,4,Low
51721,41,24,169206,4,Low
73482,24,1,164159,3,High
54081,28,7,116880,4,Low
76400,36,0,107186,5,High
81394,29,4,19916,4,Low
32310,34,15,50544,3,Low
22955,29,9,85781,1,High
49595,52,5,121605,2,High
33369,56,15,229457,1,High
77671,48,19,89932,3,Low
11581,36,3,153850,4,Low
20967,32,19,209449,5,Low
81574,52,14,177549,4,Low
68323,37,6,248530,4,Low
84616,30,2,110539,4,Low
15232,25,10,155878,2,High
11841,49,10,82922,2,High
2053,45,8,131927,2,High
33400,57,0,219388,1,High
68979,47,7,72080,4,Low
1755,28,5,82885,1,High
75307,42,1,230629,5,High
79036,53,3,219903,4,Low
65526,28,11,91148,2,High
26,27,6,244996,1,High
89867,51,7,130712,3,Low
10402,21,4,189804,2,High
6554,57,14,107570,5,Low
71296,23,16,248553,4,Low
7756,48,20,237217,3,Low
78921,30,0,98832,4,High
33898,54,7,177840,5,Low
45065,42,15,176130,1,High
86066,25,10,17280,1,High
38410,53,9,59498,2,High
55050,41,6,28012,5,Low
46670,55,23,56183,1,High
14372,52,5,48154,5,Low
72906,43,11,199691,1,High
69432,44,7,243167,5,Low
79990,43,14,126393,5,Low
4798,54,17,18900,4,Low
45810,54,11,205325,4,Low
67365,21,15,211716,3,Low
75264,45,20,204863,2,High
78054,53,0,137154,3,High
16944,51,21,170164,1,High
26832,33,0,211819,1,High
42045,49,8,242428,3,Low
24815,41,22,50212,5,Low
73587,35,7,189929,3,Low
60259,41,22,245846,3,Low
59440,54,2,18644,5,Low
75200,24,22,190246,5,Low
72437,27,20,246886,3,Low
38356,50,1,18266,3,High
87333,55,1,40936,1,High
59390,38,6,211412,4,Low
15785,55,21,80315,4,Low
3684,51,16,127342,1,High
73933,21,18,143802,3,Low
7348,59,6,191194,2,High
85521,31,12,41851,1,High
43098,25,8,220076,2,High
88564,55,2,51375,4,Low
83134,47,21,121064,4,Low
56500,22,15,173520,3,Low
14073,50,9,66098,3,Low
12027,31,20,172069,1,High
52833,42,0,237535,4,High
40967,39,10,166570,2,High
31042,39,20,127175,1,High
69035,26,19,21026,5,Low
32257,49,19,219672,5,Low
14906,52,12,62973,5,Low
67674,57,6,24714,1,High
81483,57,19,18415,2,High
54101,42,6,26740,1,High
81157,27,23,151580,5,Low
80360,49,6,127622,4,Low
70997,47,3,131379,4,Low
39667,30,16,31678,5,Low
78259,24,22,96265,4,Low
72751,40,12,83487,2,High
13311,46,23,187573,5,Low
89592,28,3,93395,3,Low
80411,56,5,236351,3,Low
27944,58,7,183988,2,High
31918,26,24,70406,5,Low
54667,50,13,244401,4,Low
1703,52,3,117353,3,Low
57874,30,10,137831,2,High
20059,55,10,83484,3,Low
41263,47,16,134034,5,Low
14538,45,23,110847,4,Low
77796,49,13,46640,3,Low
81429,34,15,80008,4,Low
20636,57,24,64839,3,Low
28545,27,3,33766,2,High
65550,56,13,200767,4,Low
51956,24,22,55509,4,Low
37309,26,2,241218,4,Low
73627,40,19,15021,2,High
2170,47,15,66917,3,Low
10424,58,24,162217,3,Low
42804,27,13,21513,4,Low
8018,43,15,78522,2,High
43679,36,21,123487,4,Low
57393,21,14,31298,2,High
32949,51,18,94262,4,Low
77148,39,3,76988,1,High
32220,51,8,21616,5,Low
30861,56,2,85084,3,Low
21064,47,22,247727,5,Low
47575,34,1,172338,5,High
79602,56,20,28156,2,High
24325,49,5,89121,2,High
66823,44,16,24774,5,Low
41667,50,10,201150,2,High
24870,54,15,166686,3,Low
71165,54,3,205965,5,Low
29094,27,5,64391,1,High
46651,52,13,56285,1,High
66197,55,5,72898,4,Low
48017,22,3,203790,1,High
19563,59,1,69508,2,High
68926,51,8,236491,3,Low
55554,58,10,76901,4,Low
57280,46,20,57233,2,High
35609,36,24,186016,1,High
60841,57,3,223324,4,Low
10771,22,4,96816,4,Low
55462,57,14,192860,4,Low
26628,59,20,87293,1,High
6147,28,2,190218,2,High
88482,31,1,225695,5,High
59754,28,4,64077,2,High
52080,46,14,44010,4,Low
58075,39,9,95469,5,Low
82817,48,4,53180,1,High
62508,24,20,151854,3,Low
23252,31,1,100845,5,High
31897,54,23,114848,4,Low
39114,31,3,30775,3,Low
53712,22,2,16852,4,Low
13323,27,17,214257,4,Low
7748,31,15,147161,4,Low
58698,48,5,67743,3,Low
35904,26,14,54148,1,High
67814,57,6,66113,4,Low
40971,39,3,246273,1,High
67193,56,24,208099,1,High
42208,52,10,90031,3,Low
50813,55,16,138534,1,High
32404,47,11,173711,2,High
34532,44,24,116870,5,Low
64010,43,12,116463,2,High
15414,32,19,181488,3,Low
40634,30,24,25228,2,High
72447,58,11,242117,4,Low
60033,27,12,127632,3,Low
35386,27,2,233584,2,High
73638,34,16,111639,1,High
50579,38,4,215930,3,Low
73604,57,0,232402,1,High
28236,41,5,76897,4,Low
70745,56,9,245698,1,High
80465,37,6,224291,5,Low
75962,34,11,174716,2,High
28486,58,24,185971,1,High
13183,33,1,60512,2,High
71759,28,14,246095,2,High
14481,27,21,25532,1,High
56961,32,2,61519,5,Low
51214,53,13,114169,4,Low
63095,22,11,43109,3,Low
45058,37,3,136677,1,High
35062,49,17,165935,1,High
83546,41,8,33329,4,Low
15790,31,22,240060,3,Low
29108,52,4,237662,4,Low
26288,38,20,246317,3,Low
15015,52,13,92298,1,High
8575,45,5,245013,5,Low
38598,55,5,20469,2,High
17468,31,24,184440,3,Low
43478,56,6,70045,4,Low
87451,31,21,229046,1,High
54355,50,14,45605,5,Low
77898,28,6,24327,4,Low
64966,27,21,76791,4,Low
85418,31,14,89507,3,Low
21881,30,4,35081,2,High
27252,39,13,109876,5,Low
52547,58,8,181317,2,High
44017,28,10,179896,1,High
26890,25,5,214120,5,Low
25980,33,0,130096,4,High
61517,38,21,27791,5,Low
48742,49,5,214769,3,Low
65036,25,18,128840,5,Low
57134,38,15,59362,2,High
13361,57,16,143014,3,Low
66940,59,19,119866,2,High
36089,49,1,232456,4,High
80319,50,24,45501,3,Low
14021,45,8,21151,1,High
7421,40,8,139466,5,Low
89060,45,8,133216,1,High
33638,53,6,106481,3,Low
39211,29,9,236774,3,Low
31454,51,15,39998,3,Low
9276,24,21,55582,5,Low
30053,54,5,147197,4,Low
33742,26,1,174152,2,High
31614,33,1,99684,2,High
48163,36,7,249196,3,Low
32200,31,3,111263,3,Low
17573,33,13,28775,2,High
5148,26,15,237747,2,High
3444,34,9,222453,1,High
71221,52,11,136686,1,High
13596,40,23,129350,5,Low
66858,49,6,174251,5,Low
14811,58,14,228940,2,High
6741,45,20,177082,2,High
32713,32,24,117159,1,High
5469,48,14,156992,1,High
79055,43,18,112191,3,Low
12705,50,8,97799,4,Low
65975,47,3,220745,3,Low
65701,44,19,153613,4,Low
5679,49,3,141812,1,High
64883,36,2,160126,2,High
56988,24,8,75901,5,Low
36106,43,3,91894,1,High
17372,56,18,59161,3,Low
35298,40,1,88705,5,High
86533,21,4,133410,3,Low
28754,43,12,100022,3,Low
85766,44,21,245910,3,Low
5757,29,17,54304,3,Low
40874,32,0,103966,2,High
60631,53,6,180687,3,Low
24604,23,15,71508,5,Low
23309,37,9,170484,1,High
31257,22,11,43519,1,High
55815,52,18,42037,1,High
32962,23,19,166847,1,High
51642,25,0,235015,3,High
26434,43,23,38410,5,Low
29732,29,14,65660,5,Low
6402,41,22,177039,4,Low
18446,34,13,176285,5,Low
75419,59,18,149444,1,High
61013,41,12,28902,1,High
71820,48,21,94194,5,Low
25971,34,23,118840,4,Low
62891,55,10,132197,5,Low
11361,59,18,64794,2,High
54614,22,11,60380,4,Low
64358,43,9,49874,4,Low
32236,56,3,152158,1,High
81396,56,10,178041,1,High
73136,31,21,220462,4,Low
10429,21,4,221244,5,Low
47186,33,21,229266,3,Low
69420,56,20,168829,5,Low
85172,43,15,41701,4,Low
37822,32,2,35262,4,Low
48002,26,9,67560,5,Low
77661,34,10,110711,1,High
84935,42,1,247187,1,High
39634,57,8,143727,5,Low
88393,51,19,131368,2,High
14408,44,11,205308,3,Low
18081,26,12,119827,4,Low
73861,24,2,203276,5,Low
7408,59,14,86926,2,High
40014,54,19,65420,1,High
37434,41,2,91546,2,High
63949,49,23,146702,2,High
4221,54,12,112003,3,Low
62475,46,13,32269,1,High
77268,26,16,236848,4,Low
76717,47,9,27263,2,High
22555,58,6,249134,5,Low
78031,33,17,123829,5,Low
77022,44,14,221871,5,Low
65848,38,2,132504,1,High
26362,32,14,41151,3,Low
81104,21,23,190371,3,Low
15981,58,17,36278,5,Low
87475,49,17,239529,5,Low
50749,34,20,141053,1,High
65658,29,2,67008,3,Low
33519,57,2,187840,2,High
49258,56,4,134545,3,Low
6935,36,15,110859,4,Low
74788,58,13,149192,3,Low
77896,32,2,64572,2,High
12856,26,13,216675,4,Low
17629,31,6,53730,3,Low
23250,41,23,248345,2,High
36051,39,20,146083,4,Low
2276,55,10,197139,1,High
85729,26,1,147385,3,High
766,42,14,104393,5,Low
53735,44,24,112136,1,High
83418,49,20,176936,2,High
37835,43,13,195782,2,High
27000,48,5,57259,2,High
39143,39,15,223153,3,Low
77420,26,12,73367,5,Low
9296,41,2,93495,3,Low
56930,45,22,124568,2,High
29868,25,19,125629,5,Low
6287,40,0,125425,5,High
26291,43,21,197280,1,High
4150,23,11,168920,2,High
59588,59,9,22439,3,Low
67882,32,12,235672,5,Low
21934,56,11,38261,3,Low
74307,39,16,109800,3,Low
18083,22,0,139006,3,High
10864,41,20,150596,2,High
6985,49,24,234822,2,High
55190,34,17,216892,5,Low
38025,39,24,96062,5,Low
49431,27,13,126217,3,Low
67005,45,12,175319,5,Low
9133,57,24,42485,5,Low
35087,57,12,158923,2,High
14463,27,10,127658,4,Low
46350,43,18,121266,2,High
22324,25,23,21882,2,High
18168,41,12,195099,2,High
10068,44,0,90915,3,High
55783,24,2,176476,4,Low
61988,31,14,105632,1,High
3227,32,7,144773,1,High
77457,44,6,58854,3,Low
25562,59,9,207950,2,High
36739,21,17,223356,2,High
75795,48,10,219915,3,Low
31656,22,13,231405,4,Low
18855,42,24,243477,3,Low
55047,43,13,215436,3,Low
48676,59,0,227052,2,High
85715,49,4,242912,5,Low
84812,44,11,207502,3,Low
75412,43,15,248875,1,High
44134,56,6,82277,5,Low
35916,28,18,107119,2,High
63389,21,24,114180,5,Low
77790,23,13,23900,5,Low
28738,39,20,63344,1,High
7902,26,10,99998,1,High
83095,24,22,19931,5,Low
84870,42,17,212998,3,Low
10002,57,23,17361,5,Low
31812,50,11,84704,3,Low
59490,34,24,97583,5,Low
37897,41,18,123612,2,High
60920,21,15,179327,3,Low
40928,22,20,54420,2,High
32331,39,20,220783,1,High
71697,22,16,75100,1,High
43571,50,14,97290,1,High
26852,27,11,209095,2,High
21186,45,15,70447,1,High
75544,23,12,219832,3,Low
70894,28,17,168999,3,Low
56701,32,3,217175,5,Low
83331,56,23,97455,5,Low
70301,36,10,136822,1,High
80126,24,11,214089,1,High
60724,21,5,39411,5,Low
10038,46,13,147790,4,Low
34106,53,10,201663,1,High
5421,25,18,207067,3,Low
82038,48,1,222055,1,High
9780,59,20,115258,2,High
11445,58,7,64393,1,High
67063,31,14,38636,3,Low
44528,56,2,98271,5,Low
72624,34,15,104910,3,Low
8794,43,17,248570,5,Low
36383,49,17,38646,3,Low
2150,25,24,23375,4,Low
85222,51,11,157856,4,Low
41348,43,10,53201,3,Low
52833,21,20,184430,2,High
79552,34,3,200832,2,High
19667,23,8,156840,2,High
2697,21,6,15365,3,Low
32174,44,14,80921,4,Low
12627,41,21,39229,4,Low
47288,34,22,63916,1,High
53304,29,2,202961,2,High
80851,50,10,145517,3,Low
44794,28,2,213031,1,High
31292,46,16,117473,2,High
46208,57,1,116387,4,High
33485,24,3,66866,2,High
87766,52,6,37104,2,High
5759,31,4,22227,5,Low
64496,28,18,237386,1,High
32252,25,14,237788,4,Low
52808,31,19,171861,3,Low
76720,50,4,52647,3,Low
80617,33,4,219975,1,High
51775,45,16,129426,5,Low
74616,42,11,66404,5,Low
86263,48,14,216681,2,High
51642,50,22,158415,1,High
18307,28,5,94315,1,High
71815,33,5,27944,3,Low
57268,36,6,131193,1,High
57202,21,23,79569,3,Low
36798,39,15,199370,3,Low
3064,46,12,193574,5,Low
43148,39,23,180282,4,Low
58828,30,9,196551,1,High
69429,41,6,176058,5,Low
83658,53,16,64876,3,Low
20605,21,6,84340,4,Low
26485,41,16,193944,3,Low
42331,40,1,177094,2,High
59322,39,16,86626,3,Low
49128,41,13,36862,3,Low
15829,55,19,114418,1,High
4958,40,0,72859,5,High
18672,55,13,33453,3,Low
58581,42,2,71155,5,Low
58551,54,0,184296,3,High
74233,58,9,244411,4,Low
78349,49,24,43444,1,High
75132,40,21,246957,1,High
75496,46,10,15104,1,High
15384,51,17,154431,5,Low
8893,25,9,73556,1,High
27781,58,4,41123,3,Low
19390,24,6,83745,5,Low
45082,51,23,212046,5,Low
