employee_id,base_salary,bonus,stock_options,salary_revision_date,total_compensation
18981,42829,44926,159318,2018-10-25 06:21:59,247073
26866,90614,28719,188627,2021-10-28 05:56:51,307960
44746,27908,5581,160693,2018-10-27 20:08:28,194182
52428,53137,3103,8889,2021-09-10 21:09:37,65129
47171,53196,46291,108257,2019-02-07 10:26:30,207744
56113,139730,31548,140482,2018-10-05 08:14:19,311760
6188,131208,45091,139133,2023-07-22 18:47:41,315432
9786,148795,16226,194150,2019-08-13 16:39:18,359171
22959,78907,42900,76643,2021-05-17 08:12:30,198450
54823,31598,14639,191240,2022-11-25 11:28:03,237477
45574,77559,40979,138843,2019-05-10 08:09:51,257381
46680,133443,8076,28176,2020-01-17 21:56:54,169695
46518,38699,38211,60756,2021-12-24 17:35:23,137666
17206,50569,12574,60746,2021-12-14 23:51:54,123889
50865,121000,34768,192402,2018-04-25 07:47:57,348170
58190,63073,23757,15002,2020-01-25 17:09:12,101832
22104,88631,37333,43876,2024-04-19 18:45:13,169840
17885,129081,34314,39116,2022-08-02 00:58:54,202511
11917,145683,17427,11862,2024-12-18 12:11:45,174972
49374,99340,19420,29253,2020-09-11 21:54:53,148013
20417,37446,42804,198341,2018-07-13 12:06:05,278591
21333,73020,13252,128309,2019-05-28 22:14:36,214581
32957,100289,47056,117477,2023-03-28 13:29:49,264822
58375,77956,39412,94372,2019-07-01 17:48:40,211740
42864,129036,11173,35595,2024-04-26 08:16:55,175804
49340,47728,2396,1074,2024-08-16 18:29:29,51198
45634,76008,29168,134521,2024-07-16 06:14:33,239697
15044,41088,520,45847,2020-09-16 13:11:59,87455
53195,87350,37652,144182,2019-03-22 16:30:14,269184
21332,138464,37081,31913,2020-09-22 22:06:49,207458
5514,94317,23928,199714,2021-04-04 02:42:35,317959
700,83018,17845,95346,2023-12-31 11:56:43,196209
40596,60981,47065,27207,2018-12-24 23:26:41,135253
34524,119158,8450,102176,2018-10-30 11:35:00,229784
22230,54060,25040,53273,2019-11-24 23:45:22,132373
15630,119870,2995,160259,2020-07-31 03:35:58,283124
19921,60262,49363,66897,2021-06-06 06:40:12,176522
44307,68439,21609,148090,2018-06-27 06:26:10,238138
10947,70042,33699,63480,2020-01-28 15:27:39,167221
5650,49757,3504,18362,2018-10-24 21:31:21,71623
30261,125316,20091,117085,2018-10-25 20:31:26,262492
31773,75980,39201,77402,2023-10-13 09:17:09,192583
28810,96346,1446,137827,2022-12-18 13:51:15,235619
24029,27913,8095,115193,2021-06-25 08:05:20,151201
21926,115523,21647,658,2021-10-08 18:24:21,137828
59409,110747,9508,139623,2019-11-07 19:33:41,259878
28052,52847,35547,175677,2020-12-03 06:38:12,264071
2497,129483,3249,11069,2022-06-26 12:10:28,143801
23767,44796,42665,135386,2022-10-20 23:37:13,222847
35717,86544,8343,58343,2018-07-21 19:36:44,153230
11341,42346,49024,21236,2023-04-25 01:39:43,112606
3426,37854,30756,118515,2024-10-27 19:53:28,187125
13305,47562,25006,34565,2022-10-17 19:34:00,107133
32460,94131,47288,74810,2024-09-04 12:57:29,216229
16701,63872,41166,114346,2022-09-27 06:18:55,219384
6509,148631,39527,29873,2021-06-05 13:33:16,218031
56698,89464,2985,87497,2018-03-02 01:00:38,179946
40269,35320,43509,5824,2024-09-11 16:40:43,84653
25618,63448,48570,109261,2020-11-05 06:22:21,221279
51049,76097,24712,125048,2022-07-13 21:15:39,225857
7777,100087,34406,169400,2022-11-27 19:15:19,303893
43080,45245,40705,115784,2020-01-03 11:04:36,201734
9002,143214,25361,139041,2018-05-13 00:22:40,307616
43758,69831,37356,32142,2022-01-17 04:53:58,139329
54151,49450,11327,135200,2023-07-11 01:01:54,195977
19867,141338,20678,165656,2018-11-11 17:19:29,327672
18368,112100,45107,139987,2020-08-18 14:39:54,297194
31341,142740,45009,137318,2021-10-29 19:04:17,325067
56947,112515,23821,5503,2023-03-07 17:22:25,141839
12076,141137,49083,133131,2018-08-30 07:12:54,323351
47878,41889,29674,136681,2019-02-21 08:26:22,208244
9717,76086,44744,167013,2024-05-31 20:29:19,287843
3969,27073,19462,96786,2023-08-10 11:33:00,143321
54107,39591,39659,63144,2020-04-07 08:06:12,142394
50957,32069,36534,64396,2022-07-20 01:04:42,132999
5423,122214,27761,170193,2021-10-09 10:04:54,320168
44750,61127,43488,77675,2021-11-05 23:33:00,182290
11172,62668,3165,169090,2018-11-25 11:20:39,234923
51743,109034,42539,82903,2023-12-21 19:08:21,234476
5519,33017,34363,5605,2023-10-21 03:02:07,72985
27385,145427,14986,172672,2019-06-01 22:06:44,333085
1421,86168,30644,136761,2018-05-10 22:59:34,253573
7278,103962,6142,159185,2020-10-15 09:50:09,269289
10781,39846,29358,98677,2018-03-21 19:29:52,167881
24572,94266,44813,193634,2020-09-04 00:35:52,332713
50500,57322,7028,103911,2019-10-17 01:20:40,168261
42708,81718,24056,25680,2019-06-18 12:38:43,131454
41823,67859,14169,97697,2019-03-03 19:58:37,179725
9068,93316,2743,3641,2024-08-30 00:18:03,99700
49845,116256,19217,176837,2023-03-31 04:07:14,312310
36136,41483,4518,95030,2020-01-25 16:02:58,141031
50365,135799,38849,144294,2020-05-31 12:20:11,318942
54057,100468,29098,91666,2020-07-23 01:51:11,221232
29145,142691,3957,117214,2021-01-30 17:16:56,263862
21238,83780,30985,130744,2022-05-24 03:17:32,245509
5915,90159,5568,174647,2022-03-16 09:27:02,270374
52375,92470,24291,59802,2023-02-22 19:36:42,176563
46200,144451,43856,197327,2019-12-20 22:55:20,385634
3088,26960,45988,68096,2021-12-09 15:28:25,141044
57756,122503,46225,160506,2019-09-17 08:09:24,329234
7538,111568,48457,95016,2021-01-10 19:23:38,255041
13068,81300,10879,163133,2020-10-01 08:38:02,255312
42934,49384,42864,118984,2023-02-03 09:25:05,211232
32952,118854,44311,150101,2020-01-28 07:55:50,313266
28853,71030,4567,131049,2022-10-29 12:09:04,206646
35550,30020,2750,87529,2021-11-30 10:06:45,120299
33052,131380,47481,152861,2019-10-25 21:13:26,331722
1447,99560,11478,27607,2021-02-07 21:52:20,138645
8328,26840,37965,147914,2018-05-02 02:21:11,212719
31164,120970,40051,92594,2024-08-08 08:04:08,253615
52462,140670,10281,19417,2020-03-19 21:31:33,170368
6882,105472,36077,22442,2023-10-11 21:11:57,163991
50890,124759,1375,63340,2019-03-01 10:41:17,189474
25140,108949,15586,85898,2023-12-22 02:23:22,210433
25397,91014,24049,106420,2022-04-21 19:20:06,221483
2190,113181,17645,113517,2019-02-17 12:43:57,244343
7511,70951,47052,188377,2019-05-04 16:54:44,306380
36336,36542,39073,93594,2018-08-06 23:33:17,169209
11191,93601,38402,9382,2022-02-12 21:44:36,141385
18586,145095,41773,49323,2019-09-04 03:28:53,236191
2010,26404,44954,106893,2021-04-23 13:02:49,178251
37574,146360,14561,128818,2019-09-18 10:28:10,289739
38299,113716,49860,113020,2021-03-21 07:10:59,276596
31385,96391,9035,47421,2022-05-05 18:31:07,152847
7339,131325,3454,157008,2018-07-28 01:14:39,291787
35306,136988,45700,3459,2018-01-15 18:29:37,186147
48979,136077,36181,99823,2019-02-09 10:00:16,272081
18649,47168,3357,118626,2022-03-18 00:51:01,169151
50744,79156,39705,86929,2023-12-12 15:48:12,205790
50462,56440,2879,120204,2024-01-26 18:59:16,179523
25145,58585,21331,476,2024-01-08 17:02:24,80392
23331,130399,38622,125051,2024-07-01 04:00:34,294072
29649,40295,33948,64479,2022-06-11 05:13:50,138722
11145,35893,47778,86524,2024-01-28 17:11:11,170195
53676,106098,25740,106790,2021-07-22 00:59:32,238628
22662,61882,39006,136457,2019-05-26 10:25:19,237345
23154,60541,31821,76217,2020-06-20 12:24:48,168579
31576,53839,3165,96071,2021-02-17 10:43:55,153075
53214,57727,23351,87810,2021-11-10 10:30:42,168888
8756,57755,19456,135635,2019-05-26 23:45:00,212846
15412,120743,28679,162025,2019-07-17 21:42:51,311447
47733,99811,10163,123396,2023-12-10 19:12:00,233370
45145,115157,3751,33820,2021-03-13 13:12:09,152728
41534,79822,13524,172806,2021-12-11 11:24:50,266152
23572,76597,4911,150479,2023-05-01 17:18:12,231987
58261,79674,4260,117822,2023-04-26 21:12:03,201756
22529,141585,31343,197353,2024-09-18 20:05:32,370281
35690,145768,25104,168332,2020-01-21 17:38:30,339204
31197,110870,13703,140505,2022-10-08 04:22:27,265078
58520,63719,18800,9440,2023-04-03 17:36:07,91959
40345,85487,45577,83242,2020-04-29 07:56:02,214306
30901,102169,39725,122353,2024-05-27 06:23:46,264247
1083,83366,39384,102359,2024-07-06 07:10:02,225109
44760,140778,18094,31861,2020-03-12 13:09:07,190733
44784,62292,42191,165202,2023-08-29 04:59:16,269685
20033,31339,43339,97187,2021-01-26 01:25:57,171865
39150,30392,10560,2580,2019-09-30 02:14:34,43532
14836,143014,43818,133293,2020-03-05 05:35:35,320125
13103,98178,3154,115250,2022-02-28 20:43:43,216582
42551,100862,15010,45594,2024-03-18 21:00:04,161466
59555,68655,19172,95769,2022-04-16 15:37:11,183596
23895,75281,753,91952,2018-01-04 06:00:14,167986
26643,144570,16891,114982,2018-12-05 12:49:19,276443
3474,91647,33904,67801,2021-01-19 15:34:37,193352
8714,139637,19769,48498,2018-06-26 08:54:40,207904
16544,41302,29573,111461,2018-03-21 23:11:43,182336
15358,53038,10000,163101,2022-03-07 18:33:49,226139
2500,90625,1925,185736,2020-12-07 15:59:54,278286
43771,110207,40246,185172,2022-06-11 11:57:34,335625
11898,141835,35305,162090,2019-03-04 17:12:43,339230
40243,148221,49021,181718,2021-02-04 00:42:54,378960
24370,62425,48932,115942,2022-12-18 10:38:01,227299
48656,46517,47893,157534,2022-09-24 00:37:55,251944
7168,128109,10549,176163,2022-03-20 22:25:51,314821
45101,26219,5870,105188,2018-01-30 07:25:24,137277
24349,124162,47939,136567,2020-12-10 10:01:50,308668
48830,90335,28466,196404,2024-12-13 21:20:29,315205
20674,146203,49877,110423,2023-12-18 21:44:33,306503
12248,113147,13761,190130,2020-12-06 04:50:32,317038
9360,59138,2861,71393,2022-07-12 12:01:54,133392
25833,33557,17891,110230,2020-10-19 08:38:39,161678
29529,146030,6036,70992,2018-03-28 08:08:26,223058
47644,102757,31572,62127,2020-02-15 16:45:57,196456
50867,117163,39979,135524,2023-09-06 07:38:41,292666
7628,82320,46330,158238,2019-08-29 09:08:19,286888
32007,149772,1527,82967,2022-08-11 11:05:41,234266
49603,122268,34941,46455,2024-02-15 13:12:09,203664
11942,74375,8547,194946,2024-03-25 22:06:00,277868
45325,89266,48766,34419,2022-02-10 07:51:41,172451
37858,48835,902,152763,2023-11-28 01:06:20,202500
36955,43990,17365,136516,2023-03-18 02:08:33,197871
403,100484,3987,174749,2024-01-05 20:42:14,279220
44739,27423,45191,181299,2024-12-02 08:48:03,253913
13050,82474,39431,104194,2019-12-13 07:03:34,226099
45189,51137,18497,157157,2023-11-15 00:16:39,226791
29366,117554,28644,53178,2018-09-09 03:06:06,199376
52538,114556,24592,95202,2022-04-11 16:31:51,234350
39967,95976,18300,40280,2024-08-28 01:13:56,154556
47009,113999,17408,179633,2018-06-14 16:02:17,311040
29682,103167,23919,106872,2019-08-09 07:41:08,233958
43408,43443,9209,180152,2020-01-19 05:17:14,232804
55062,68218,13349,30498,2019-02-20 11:44:23,112065
14347,84920,32428,91082,2024-07-20 12:23:33,208430
50416,92145,7546,176689,2024-12-04 03:22:43,276380
57616,44703,8717,102131,2024-11-30 13:48:30,155551
33506,86758,2654,190490,2022-11-07 18:23:40,279902
53785,28986,27367,119334,2018-03-04 07:21:36,175687
2143,126181,10698,104703,2022-03-21 04:32:58,241582
17040,27004,45837,105240,2024-07-08 22:45:50,178081
27958,121766,3248,295,2020-11-30 13:29:32,125309
17352,106584,26686,113862,2019-02-04 11:41:57,247132
16556,65168,17617,164806,2023-10-30 21:51:05,247591
30864,43912,35494,55802,2021-01-24 12:16:26,135208
45241,86773,29399,4671,2019-10-16 09:20:06,120843
30480,119807,33481,91055,2022-04-20 02:12:46,244343
46399,147664,12356,113797,2022-12-02 16:42:47,273817
34357,125919,31038,199825,2020-05-20 06:11:25,356782
6561,85294,40367,182902,2022-08-14 05:33:01,308563
7916,135008,47694,103054,2022-06-08 19:38:13,285756
30547,76020,2779,112155,2020-12-19 05:50:23,190954
53607,120253,10286,31003,2024-02-25 10:05:25,161542
52964,43908,30082,61186,2019-07-10 17:09:41,135176
5435,28759,6144,108165,2022-11-17 10:59:56,143068
18101,148941,49060,16653,2023-08-27 06:40:58,214654
44684,25715,32035,83961,2023-03-04 09:03:59,141711
55674,74071,13331,187714,2019-07-15 05:28:54,275116
22657,52757,19849,142126,2018-08-05 00:48:52,214732
25955,139522,4808,133529,2019-08-20 04:42:27,277859
46302,115109,41618,99020,2020-06-10 01:33:09,255747
17730,144364,3840,21464,2023-04-08 17:22:12,169668
46308,61712,17855,75533,2020-11-06 19:00:11,155100
14695,143694,19781,117502,2021-09-09 19:01:43,280977
17166,55510,38352,99569,2020-04-07 10:12:24,193431
21372,33232,42155,10173,2023-10-19 13:33:19,85560
40494,50172,26353,40156,2023-04-10 02:14:11,116681
49508,38889,26383,197043,2019-09-03 19:34:14,262315
22403,104780,21893,82325,2020-02-02 01:56:57,208998
1677,42953,40282,195486,2019-03-17 02:51:58,278721
19312,100800,32808,126364,2024-02-16 08:51:43,259972
43402,38343,23559,186276,2023-07-04 18:10:05,248178
42992,81370,26826,185151,2024-11-07 06:40:24,293347
59140,117099,15823,13355,2023-08-21 11:15:21,146277
44328,113834,5938,15940,2018-08-07 21:41:21,135712
32876,98908,30310,140593,2024-09-07 19:52:02,269811
43948,33505,5027,101207,2020-01-25 03:26:38,139739
44891,75956,21241,112416,2022-12-03 05:09:39,209613
31215,85147,41090,82442,2022-08-08 15:28:37,208679
28654,133899,31425,118539,2020-07-11 03:41:36,283863
3675,83174,46398,197416,2023-07-31 06:13:46,326988
21403,108822,45729,77822,2022-11-05 08:07:20,232373
34168,126291,22926,193209,2022-10-12 08:20:30,342426
55478,141692,49286,37793,2021-01-20 16:04:19,228771
43516,113896,23641,116997,2018-12-16 21:09:19,254534
11029,25125,38270,139597,2020-06-20 03:04:47,202992
48465,38343,17386,46122,2019-01-26 23:01:45,101851
59805,74627,23730,64429,2023-07-13 23:34:43,162786
38394,31684,42419,185012,2019-04-22 16:02:01,259115
12809,49109,10724,1515,2019-07-06 19:18:00,61348
44633,72504,42758,166408,2019-05-27 21:38:08,281670
38014,68962,26614,39242,2018-05-01 22:45:23,134818
54343,78217,942,71274,2020-07-04 07:48:01,150433
1732,37003,27126,43653,2022-02-13 14:25:34,107782
22520,107954,38641,6020,2019-02-11 00:42:53,152615
54098,97069,3792,112622,2021-05-08 15:14:56,213483
7731,143563,1936,105234,2020-03-31 11:19:06,250733
6380,148603,41848,30124,2022-05-06 20:53:46,220575
52886,47217,45641,18817,2021-01-21 14:15:19,111675
48065,89716,13244,16997,2023-10-18 21:25:31,119957
50482,98711,38246,62214,2020-09-28 17:56:29,199171
4535,50448,36964,10125,2020-12-22 20:31:01,97537
39570,137122,40988,173894,2023-03-06 00:14:12,352004
16468,25278,21816,106824,2020-09-08 14:42:48,153918
57970,97206,19433,141588,2024-08-28 22:47:51,258227
28651,25178,42470,175865,2018-03-24 01:33:16,243513
39777,34823,33885,131449,2024-05-18 18:32:14,200157
35771,82559,899,53278,2021-09-20 07:27:46,136736
43980,36149,8682,141991,2023-09-03 06:37:14,186822
49541,105813,38649,35895,2019-08-20 11:17:34,180357
17423,92813,15357,12146,2022-05-17 00:24:01,120316
38587,140415,2494,197245,2021-02-28 00:28:21,340154
47235,73004,47214,113789,2024-12-25 16:36:55,234007
54252,72571,12569,31053,2021-01-08 11:07:53,116193
19877,63041,42612,83608,2022-10-09 12:50:58,189261
40272,75504,16825,72792,2023-08-20 06:32:20,165121
56120,109015,1208,31534,2021-07-15 05:02:15,141757
26527,122930,49167,154631,2019-08-01 21:36:51,326728
29526,81061,49431,86551,2018-08-25 15:58:00,217043
37929,41171,39960,82958,2020-05-27 15:45:53,164089
11010,48723,12576,112117,2019-06-23 18:14:38,173416
36832,88822,10677,196352,2018-02-20 02:53:53,295851
32844,116638,41752,158117,2021-01-13 18:49:35,316507
48605,50496,46422,108599,2019-10-14 10:36:23,205517
43388,108700,38304,2857,2018-12-22 19:08:35,149861
12149,133301,25758,72872,2024-07-15 11:31:59,231931
20000,48263,48936,134574,2021-09-18 03:13:42,231773
20347,67928,3266,147066,2019-03-17 07:02:30,218260
57041,120731,46342,153461,2019-07-07 10:21:46,320534
13838,134591,4891,197352,2018-09-22 07:47:10,336834
54900,58420,32060,167357,2020-04-20 14:34:10,257837
45622,84153,10528,154234,2023-05-28 12:33:39,248915
35577,101264,29544,109175,2018-01-09 21:00:07,239983
12125,61683,13933,132906,2021-10-03 05:12:48,208522
39598,29491,17232,104656,2021-09-21 13:53:48,151379
10602,136122,27241,108730,2021-02-18 00:37:34,272093
40872,133704,45739,143195,2021-06-14 10:46:46,322638
35607,46221,36358,34861,2022-08-03 13:52:38,117440
56224,99866,30308,181006,2023-07-31 17:48:25,311180
34917,78968,36546,25354,2021-01-06 10:58:02,140868
13452,68476,13881,126518,2022-08-18 00:38:11,208875
41564,130881,19021,193862,2018-06-30 07:44:57,343764
31053,92452,3533,48326,2021-03-17 13:43:39,144311
14922,70233,43917,102485,2019-07-19 21:53:23,216635
37743,33372,15815,124373,2019-08-02 01:02:45,173560
49365,143646,13196,160848,2023-10-15 05:42:47,317690
26828,97591,22513,136441,2019-05-06 17:33:28,256545
36739,60401,45616,149884,2020-01-27 08:51:54,255901
33700,42633,49162,66887,2022-12-18 04:44:02,158682
22305,91079,2090,4586,2019-12-10 11:23:52,97755
6560,46463,20162,67700,2024-06-21 03:53:44,134325
23149,57667,16222,97601,2021-12-31 12:33:16,171490
43641,81429,22654,13495,2023-03-09 03:49:03,117578
36899,49536,29539,183907,2019-11-10 06:12:55,262982
53809,42764,32328,108955,2019-03-09 07:56:03,184047
28443,29712,41773,134195,2022-09-22 08:40:47,205680
9699,79492,23782,48497,2018-04-26 17:37:32,151771
48223,80840,10185,84944,2019-07-10 07:50:14,175969
44844,88396,40397,71337,2022-08-28 02:35:14,200130
48024,33942,3447,172533,2023-10-10 04:43:26,209922
49278,35974,883,134942,2022-12-05 09:11:39,171799
42847,43421,49817,17105,2022-04-04 01:23:16,110343
3238,76744,22584,73546,2022-03-25 09:44:11,172874
9961,54818,31714,85216,2021-01-29 15:33:57,171748
56602,37891,5775,166361,2020-10-13 03:57:46,210027
21606,30052,22236,70748,2020-01-16 23:18:40,123036
40492,35440,49991,55755,2021-05-10 08:48:01,141186
52427,99526,21305,8638,2021-05-07 14:08:55,129469
26824,133077,21464,42923,2020-11-17 20:48:16,197464
30129,35179,25300,52222,2018-10-19 14:12:08,112701
54113,43379,5614,192576,2018-05-06 13:16:00,241569
50342,35764,28530,160889,2020-07-11 08:32:59,225183
13046,144192,49803,133364,2018-12-29 21:53:44,327359
41179,38462,36827,106619,2020-01-16 08:14:54,181908
10901,28271,38911,103460,2019-01-20 09:22:29,170642
45888,68745,49067,38005,2023-02-08 23:43:16,155817
27813,53465,43633,121645,2021-10-11 11:04:28,218743
301,63336,2187,181674,2024-03-25 06:23:26,247197
9368,103477,8990,140904,2019-12-23 03:11:24,253371
40386,54394,27572,192677,2018-03-03 12:45:11,274643
26257,48328,20005,198005,2021-06-10 06:29:57,266338
50650,109199,13081,61406,2022-12-05 23:13:27,183686
4387,116501,8859,29914,2018-01-19 08:10:05,155274
26562,119894,17328,152266,2023-11-06 20:14:04,289488
57848,99254,35486,185089,2021-02-17 01:31:31,319829
37947,78513,40680,77381,2023-03-26 19:27:11,196574
13782,63077,43634,130152,2024-08-24 06:54:43,236863
29961,136469,19595,163130,2020-09-21 07:55:43,319194
44514,57677,18517,128397,2020-01-31 17:08:34,204591
41680,88478,38538,78432,2024-05-14 09:09:43,205448
42225,134101,659,156547,2018-04-14 10:32:50,291307
34836,60103,47105,58582,2024-09-08 10:10:25,165790
48689,111140,28591,76686,2020-06-21 04:29:05,216417
55520,98257,6326,72006,2019-05-28 01:47:31,176589
31143,134641,8523,159599,2023-04-17 01:34:14,302763
17651,31469,28214,106420,2018-03-14 05:39:06,166103
44379,142138,24965,149789,2024-12-19 08:27:41,316892
11204,83967,49823,148955,2018-12-28 14:20:14,282745
18309,119723,31472,109433,2018-08-25 05:43:21,260628
46364,89600,22623,172860,2019-05-31 03:29:24,285083
37285,139758,10680,97232,2023-08-06 17:24:43,247670
14912,96961,36689,133734,2018-12-27 02:00:52,267384
8570,98529,6679,23256,2024-02-11 21:27:31,128464
20919,80664,20591,128470,2020-10-19 17:39:01,229725
14144,76501,24716,51967,2020-05-11 04:41:12,153184
268,66105,19051,24209,2019-05-16 07:42:14,109365
12399,106309,12504,52521,2019-03-30 11:03:20,171334
15044,88830,3352,147946,2023-01-21 22:26:03,240128
9070,121204,22253,173877,2022-09-03 02:37:18,317334
52143,49819,4762,66436,2020-10-17 01:44:11,121017
38543,122161,47617,166174,2018-02-07 19:20:39,335952
18528,69493,37678,192518,2023-03-10 13:41:14,299689
32454,74863,39354,195987,2024-01-26 19:49:21,310204
50504,92782,34616,151619,2023-03-12 18:29:44,279017
9581,50100,28744,70056,2020-05-18 16:09:28,148900
19592,90485,3984,35803,2022-09-12 18:31:40,130272
5049,125228,34669,92345,2023-04-26 18:48:25,252242
59119,134030,1093,55911,2023-01-29 06:19:00,191034
28020,130481,35665,39580,2018-08-02 07:29:56,205726
41636,101687,18790,51665,2022-12-27 00:21:58,172142
44948,79079,46439,20776,2018-10-22 18:19:03,146294
51165,133516,14017,62349,2018-01-25 18:00:06,209882
17003,25770,38279,111880,2024-04-20 17:47:30,175929
59429,119359,26538,192668,2020-05-08 22:13:08,338565
10152,46020,44211,75384,2018-05-05 04:50:19,165615
38157,132712,22242,132751,2024-06-07 00:18:57,287705
51065,103532,11522,105226,2019-06-05 11:06:50,220280
47960,27073,19371,69875,2022-02-24 02:58:04,116319
25552,57368,33032,127870,2020-04-25 13:20:15,218270
29156,144548,41293,20432,2020-07-08 15:23:46,206273
49176,129345,25922,49503,2023-03-09 12:13:19,204770
45028,53024,34777,185933,2021-02-14 03:53:34,273734
26785,27868,37911,114740,2024-05-23 20:03:49,180519
38776,138244,8352,40112,2023-12-21 15:56:21,186708
53650,141535,10840,14692,2021-11-01 20:12:40,167067
38127,140253,2347,52150,2021-04-15 11:18:44,194750
52599,29587,26943,59392,2024-08-16 13:05:25,115922
34040,122051,7160,14948,2024-09-11 14:30:40,144159
51532,126342,21900,94732,2024-06-30 20:32:24,242974
43454,103611,2771,182178,2023-12-05 08:50:03,288560
54742,52307,48873,193078,2024-03-08 20:25:47,294258
9621,52528,49362,111320,2020-03-24 07:17:44,213210
33283,54620,12149,14043,2021-10-16 19:46:10,80812
58815,92138,49016,92268,2020-09-07 20:12:07,233422
40750,85194,25129,135675,2021-11-11 09:55:45,245998
2459,64203,11692,122679,2018-08-21 10:48:17,198574
27190,144262,6796,181812,2020-08-31 09:14:36,332870
48152,47007,25048,196906,2018-08-30 01:11:24,268961
27593,84928,18904,118429,2022-04-23 23:45:19,222261
13645,112658,13053,97352,2018-04-25 01:29:23,223063
22909,40309,20337,53469,2024-03-24 20:36:31,114115
56604,107038,32966,94511,2020-12-06 04:36:24,234515
57053,141997,21797,78269,2021-12-29 16:20:39,242063
534,40197,26320,73147,2019-08-13 12:53:14,139664
20663,64522,18615,20972,2023-05-19 14:38:05,104109
21976,83861,39884,116593,2022-07-01 23:43:00,240338
29842,141690,39091,11808,2022-06-25 08:38:46,192589
2928,121627,23678,198759,2019-10-23 16:32:30,344064
58062,131187,4205,143903,2018-12-04 05:17:48,279295
29728,94405,10463,17669,2020-10-24 20:56:31,122537
27442,79608,45448,47888,2019-10-12 13:13:28,172944
41955,72957,31234,11400,2022-02-12 16:31:10,115591
25693,39443,27575,178880,2021-03-06 17:38:57,245898
40708,28088,39935,68894,2023-08-03 21:17:17,136917
31746,90378,26055,54297,2019-06-01 12:06:15,170730
19094,112898,19138,52502,2021-06-10 15:49:05,184538
14973,31491,48515,3404,2019-12-04 14:18:02,83410
45709,65758,43745,150212,2020-06-28 11:34:23,259715
43555,97049,13866,82684,2024-04-02 02:45:12,193599
28224,122749,12179,73535,2023-04-08 22:41:35,208463
38167,51042,23484,139964,2019-10-21 14:41:52,214490
52695,30634,23820,16450,2021-04-15 15:25:08,70904
32928,43043,18303,82483,2022-09-03 19:12:16,143829
1746,102945,40272,140335,2024-06-22 04:36:32,283552
14143,118194,25523,7681,2022-03-20 14:11:51,151398
30310,36380,23472,2446,2019-10-09 14:13:17,62298
25763,49503,45389,30377,2020-08-28 04:30:32,125269
8832,147644,44436,37196,2020-06-30 18:50:00,229276
13229,126602,17611,199982,2018-12-19 14:49:03,344195
6489,68356,20259,80746,2023-01-25 05:57:15,169361
43384,41592,42944,80566,2019-05-01 19:05:01,165102
36596,99856,40818,76855,2022-10-12 16:15:44,217529
50809,141297,23639,9795,2024-09-05 06:18:25,174731
7752,136809,22350,101340,2024-07-20 19:42:15,260499
28653,130249,7910,30824,2023-04-11 03:05:14,168983
2734,46220,45596,27822,2022-04-26 08:02:34,119638
15896,131649,15996,22076,2023-04-10 19:00:13,169721
56442,33995,31195,7411,2018-09-01 07:55:19,72601
36936,82979,22898,22551,2018-08-23 08:54:53,128428
56130,139395,1213,57246,2018-04-26 09:14:03,197854
58834,135642,41883,199825,2019-06-25 23:12:19,377350
28193,98762,6400,80344,2021-04-30 02:12:32,185506
26436,41822,8703,38928,2020-12-25 06:32:53,89453
22060,119926,8936,46810,2018-03-05 08:35:58,175672
44019,125178,4478,158563,2021-03-24 05:22:48,288219
53281,67318,29876,43946,2022-08-04 19:13:01,141140
4194,83352,28581,102928,2018-03-14 10:11:21,214861
19291,149918,15387,193021,2019-07-03 16:31:35,358326
27467,117079,14568,32912,2023-05-08 01:51:04,164559
39504,140312,1912,89566,2020-10-26 08:13:57,231790
25170,61845,25357,94778,2021-06-15 05:37:46,181980
34685,124727,5310,159355,2020-05-23 19:54:35,289392
30586,53120,44844,99021,2021-05-06 18:35:46,196985
19170,27947,25886,102513,2024-04-08 07:51:42,156346
31608,118660,25833,175445,2024-05-22 04:23:23,319938
3276,149193,12232,138016,2020-04-08 03:29:12,299441
12805,96796,12252,48103,2021-11-30 14:38:03,157151
25488,81732,44975,56447,2018-05-12 03:53:57,183154
10738,107253,24874,186056,2018-07-26 03:12:59,318183
7669,101417,29504,56070,2018-05-14 18:59:37,186991
23710,56734,33259,132314,2018-05-01 15:06:24,222307
25817,53939,40610,63185,2020-02-11 21:44:37,157734
45617,66673,47506,155927,2020-10-07 22:42:51,270106
7497,103614,4769,194179,2023-06-08 17:24:13,302562
1076,125110,48346,131803,2020-04-12 19:40:48,305259
26946,108605,6492,133562,2024-09-17 00:28:25,248659
33420,54668,21234,62573,2024-07-26 02:33:37,138475
21720,25208,11967,195898,2023-10-11 11:26:27,233073
58327,75138,29791,185906,2024-02-20 20:15:09,290835
43991,118392,7341,51412,2018-03-25 11:29:55,177145
50223,138822,17424,26662,2019-12-01 20:03:10,182908
33349,105487,21229,155366,2021-08-09 18:48:12,282082
10934,100980,4860,95358,2018-12-13 06:03:22,201198
19660,98277,46936,168028,2023-02-12 14:51:07,313241
53875,108939,12174,162842,2018-04-14 02:35:18,283955
59437,75562,47583,68203,2023-03-09 05:39:53,191348
25136,112943,28263,58685,2020-10-27 03:49:31,199891
59811,53996,48081,193485,2022-05-06 04:55:20,295562
32200,28821,6075,4372,2022-02-21 19:16:19,39268
28148,129528,16194,114193,2019-12-26 23:09:25,259915
44574,71641,41178,70234,2020-08-16 15:45:54,183053
