employee_id,gender,department,leadership_role
61331,Male,Sales,1
65940,Female,Sales,0
68093,Female,Finance,0
55759,Other,Sales,0
7422,Female,HR,1
38910,Female,Sales,1
6097,Female,HR,1
62202,Other,HR,1
58963,Other,Sales,1
11246,Male,Finance,0
63944,Male,HR,0
21913,Female,HR,1
66456,Male,HR,0
2379,Male,Tech,0
12116,Male,Finance,1
16147,Female,Finance,1
1446,Male,Tech,0
9707,Male,Tech,1
43512,Male,Tech,1
7020,Female,HR,0
67449,Other,Sales,0
7432,Male,Tech,0
38336,Male,Sales,0
19780,Other,HR,1
60832,Male,Sales,0
6027,Male,HR,0
77250,Other,Tech,1
43207,Female,HR,0
71817,Female,Tech,1
3005,Other,Sales,1
22641,Male,Finance,1
77650,Other,Tech,0
76318,Other,HR,1
58996,Other,Sales,1
17244,Other,HR,1
41455,Other,HR,1
9139,Male,Tech,0
56002,Male,Tech,0
57794,Male,Tech,1
31459,Male,Finance,0
1291,Male,Sales,0
37908,Other,Sales,1
79568,Female,Finance,0
3561,Male,Sales,1
29373,Other,Finance,0
12353,Female,Sales,1
60418,Male,Sales,1
29767,Other,HR,1
43175,Other,Finance,1
64909,Other,Tech,1
66606,Female,Sales,0
32489,Other,HR,0
54245,Male,Sales,1
40383,Male,Tech,0
49250,Female,Finance,1
59666,Male,Finance,0
45290,Male,Finance,1
71345,Other,HR,0
2681,Male,HR,1
53536,Male,Tech,0
12289,Male,Finance,0
70286,Male,Sales,1
39291,Other,Tech,1
7904,Male,Finance,1
28590,Female,HR,1
52729,Other,HR,0
16843,Male,HR,0
23646,Other,Tech,1
47973,Other,Sales,0
13497,Female,HR,1
22888,Male,Finance,1
21723,Female,Finance,0
10122,Other,Sales,0
71851,Male,Tech,0
16674,Male,Sales,1
42066,Female,HR,1
69977,Female,Sales,1
7626,Other,HR,1
9351,Other,Finance,0
63737,Other,Finance,0
62052,Female,HR,1
16513,Male,HR,1
11554,Male,Finance,1
15023,Male,Finance,0
23902,Other,Sales,0
6771,Other,Tech,0
11858,Female,HR,0
11035,Male,Finance,1
9714,Male,Tech,0
58832,Male,Tech,1
37650,Female,HR,0
67648,Female,HR,0
77035,Other,Sales,1
40782,Other,HR,0
23448,Male,Tech,1
73340,Male,HR,1
2878,Female,Sales,1
25369,Female,Sales,0
20132,Other,Sales,1
54285,Female,HR,0
76301,Other,Tech,1
55042,Female,HR,0
58405,Other,Sales,1
32603,Female,HR,0
20635,Other,Sales,0
34832,Other,HR,1
15145,Female,Tech,1
21373,Female,HR,0
87,Female,Tech,0
40702,Other,Tech,1
18245,Female,HR,1
73635,Male,HR,1
53869,Female,Finance,1
40898,Female,HR,1
10733,Female,Finance,0
40561,Male,HR,1
72858,Male,Finance,0
71935,Male,Finance,1
46455,Other,Sales,0
56714,Female,Tech,0
22579,Male,Sales,0
16543,Other,Finance,1
67294,Other,HR,0
25469,Female,Sales,0
50052,Other,Finance,1
34390,Male,Finance,0
23238,Male,HR,0
58801,Female,Tech,1
27196,Male,Sales,1
32827,Female,Finance,0
9969,Other,Finance,0
49521,Female,Tech,1
50559,Other,Tech,0
39129,Male,Sales,1
23839,Other,Sales,0
26816,Female,Sales,0
68603,Female,Sales,0
49810,Male,Sales,0
70907,Female,Finance,1
26666,Male,Tech,0
56948,Female,Sales,1
39571,Male,Sales,1
51779,Male,HR,1
34317,Female,Sales,1
4034,Male,HR,0
7132,Female,Finance,1
4735,Male,Finance,1
37412,Male,HR,0
15070,Female,HR,0
76963,Male,HR,0
38440,Male,Sales,1
74816,Female,Finance,0
59711,Other,Finance,1
77429,Female,Finance,1
816,Other,Finance,0
24982,Male,Tech,0
54661,Male,Tech,1
1918,Female,Tech,1
52400,Female,Finance,0
2725,Other,Sales,0
3405,Female,Tech,1
66099,Other,Finance,1
39916,Male,HR,0
44715,Other,HR,1
20401,Male,Finance,0
39550,Female,Tech,1
66493,Male,Finance,1
30428,Female,Sales,0
55980,Female,HR,0
384,Male,Tech,1
13431,Other,Tech,1
54120,Male,Finance,1
39932,Other,Finance,1
51120,Male,Tech,1
46317,Female,Finance,1
10676,Other,HR,1
40279,Other,Tech,1
50319,Other,Finance,0
14139,Male,HR,0
7648,Male,HR,0
51328,Male,Tech,1
21244,Male,Finance,0
57828,Male,Tech,1
57522,Male,Tech,1
23785,Other,Tech,0
41293,Male,Finance,0
9094,Male,HR,0
46923,Other,Finance,1
29043,Other,Sales,1
17210,Other,Tech,0
147,Other,Finance,1
26508,Other,Tech,1
52555,Other,HR,0
26074,Female,Sales,1
44383,Other,HR,0
19614,Female,HR,1
77416,Other,Finance,0
69675,Male,Finance,0
24868,Female,Finance,0
28975,Male,HR,0
8227,Female,Tech,0
60211,Female,Finance,1
35633,Other,Tech,0
6347,Other,HR,1
61149,Other,Finance,0
55741,Male,Finance,1
7871,Male,Tech,1
39395,Male,Sales,0
74801,Male,Sales,0
73772,Other,HR,1
53169,Other,Finance,0
77095,Male,Sales,1
15694,Male,HR,0
62497,Other,Tech,0
36636,Male,HR,0
7182,Female,Finance,0
21543,Male,Sales,0
17175,Male,Finance,1
49252,Male,HR,1
2114,Male,Tech,0
48689,Female,Tech,0
65239,Other,Tech,0
39447,Female,HR,0
15650,Male,HR,0
44644,Other,HR,1
74617,Male,Tech,1
6803,Female,Finance,0
37532,Other,Finance,0
13741,Female,Finance,0
46018,Female,Sales,0
16307,Male,HR,1
42316,Male,Sales,1
58368,Male,HR,0
21616,Male,Tech,1
10948,Other,Sales,1
2383,Other,HR,1
1086,Female,Finance,0
27423,Other,Tech,1
19465,Male,Finance,0
45709,Male,HR,1
40844,Female,Tech,1
10101,Male,HR,1
37202,Other,Tech,1
37440,Female,Sales,0
69236,Female,HR,0
63567,Other,Tech,1
75205,Other,Tech,1
36021,Male,Sales,1
7665,Other,Tech,1
41577,Other,HR,0
25517,Other,Sales,0
51165,Female,HR,1
63272,Male,Tech,0
25546,Female,HR,0
34393,Male,Finance,1
66800,Other,HR,1
75267,Other,HR,0
23712,Male,Sales,1
59941,Female,HR,1
43446,Male,Tech,0
43824,Other,HR,1
53367,Male,Tech,1
32000,Male,Tech,0
46019,Male,Tech,0
30735,Female,Sales,0
51160,Female,Sales,0
16552,Female,Finance,0
32835,Other,Finance,1
44182,Male,Finance,0
70153,Female,HR,1
75648,Other,HR,1
548,Female,HR,1
55118,Other,HR,0
33115,Male,Sales,0
16807,Female,Tech,0
52761,Other,Sales,0
2031,Female,Tech,1
38278,Other,HR,0
665,Female,HR,1
78834,Other,HR,1
77857,Male,HR,1
7860,Male,Sales,0
39490,Other,HR,1
72916,Other,Sales,0
11533,Other,Tech,1
61213,Female,Tech,1
22734,Other,HR,0
74836,Other,Tech,0
40007,Male,HR,1
76025,Male,Sales,0
30107,Other,Finance,0
37479,Other,HR,1
39999,Other,Tech,1
75673,Female,Tech,0
54869,Female,HR,0
3438,Other,Tech,0
52573,Male,Sales,0
61463,Female,HR,1
43833,Other,Sales,0
44535,Female,HR,0
56258,Other,Finance,1
24351,Female,Tech,1
72707,Other,HR,1
62385,Male,Tech,0
8880,Other,Tech,0
9946,Male,Sales,0
50837,Male,Sales,0
53690,Male,Sales,1
69242,Male,Finance,0
28368,Other,Finance,0
21123,Female,Finance,1
6506,Other,Tech,1
27829,Male,Finance,1
56725,Female,Sales,1
39921,Other,Sales,0
32845,Female,Finance,1
13041,Other,HR,1
23499,Female,Sales,0
40829,Other,Tech,1
17619,Male,Sales,1
15285,Female,Tech,0
12884,Female,Finance,0
6645,Other,Tech,0
62778,Female,HR,1
61766,Other,Tech,0
63088,Other,HR,1
10992,Male,Finance,0
27546,Male,Finance,1
78001,Female,Finance,0
25658,Male,HR,1
39757,Female,Tech,1
34745,Other,Finance,0
71020,Female,HR,0
52643,Other,Tech,1
69052,Other,Sales,0
70514,Other,HR,1
79125,Female,Tech,0
42469,Other,Finance,1
58168,Other,Finance,0
59343,Female,Sales,0
15418,Male,HR,1
30019,Other,Sales,0
45980,Female,HR,1
65814,Male,HR,0
37264,Male,Tech,1
30770,Other,Tech,0
45676,Female,Sales,0
24641,Female,Sales,0
72211,Other,Tech,1
31422,Female,HR,0
1043,Male,Sales,0
16967,Female,Tech,0
5794,Other,Finance,1
22380,Male,HR,1
4290,Other,Finance,0
60539,Male,HR,0
21434,Male,Tech,0
56283,Female,Tech,0
55019,Female,HR,0
36263,Female,Finance,1
41838,Male,Tech,1
56315,Male,Sales,1
6790,Male,Finance,1
19157,Female,Finance,0
30928,Female,Sales,0
29223,Female,Tech,0
51877,Male,Sales,0
43563,Other,Sales,1
15558,Other,Finance,1
19725,Other,Sales,0
17847,Other,Finance,0
44388,Female,HR,1
55678,Female,Sales,0
48477,Female,HR,1
53193,Other,Tech,0
17875,Other,Finance,1
72330,Female,Finance,1
77556,Female,Sales,1
36036,Female,Sales,1
44324,Male,Finance,1
72765,Male,Sales,0
75649,Male,Tech,1
40668,Female,Sales,1
60033,Other,Finance,1
6727,Other,Tech,0
44800,Female,Sales,1
37654,Male,Sales,0
12792,Other,Sales,1
5430,Male,Tech,0
6300,Other,Sales,1
36352,Female,Finance,0
40342,Male,Finance,0
45620,Male,Tech,1
63147,Female,Sales,0
37437,Male,HR,1
74803,Other,Sales,1
31170,Female,Sales,1
42623,Female,Tech,0
77108,Male,Finance,1
30321,Male,HR,0
39793,Other,Sales,0
42842,Male,Sales,0
73095,Male,Tech,0
77563,Female,Finance,1
20654,Male,HR,0
58069,Other,Finance,1
50029,Female,Sales,1
77802,Male,Tech,1
29166,Male,Tech,1
5376,Other,Tech,1
57807,Other,Finance,0
29731,Male,Sales,1
68258,Male,Tech,1
4278,Female,Sales,1
32443,Male,Sales,1
10883,Other,HR,0
46383,Male,Tech,0
43065,Male,Sales,0
54447,Other,Sales,0
24865,Female,HR,1
53640,Other,Finance,0
41833,Male,HR,1
28370,Male,Finance,0
47911,Female,Tech,1
47419,Other,Tech,0
37706,Other,Tech,0
53580,Other,HR,1
48311,Male,Finance,1
46016,Female,Tech,1
76896,Other,Sales,0
74684,Female,Finance,1
39837,Male,Sales,1
25757,Other,Tech,0
33119,Female,Finance,0
17912,Male,HR,1
18041,Other,Finance,0
4791,Male,Tech,1
2521,Male,Tech,0
40826,Female,Tech,0
73646,Female,Sales,0
38521,Male,Sales,1
7673,Male,HR,0
9773,Female,Sales,0
38908,Other,HR,1
34372,Female,Sales,1
19192,Male,Sales,1
30704,Other,Tech,0
30400,Other,Finance,0
20011,Female,Tech,1
15658,Male,Tech,0
30463,Female,Finance,0
7360,Other,Finance,1
69707,Male,Sales,0
78275,Female,HR,0
57160,Other,Finance,0
22207,Other,HR,0
76723,Other,Sales,1
41337,Other,Tech,0
66266,Other,Sales,0
23362,Female,Sales,0
1463,Male,Tech,1
40153,Male,Sales,1
13377,Female,Finance,1
63859,Other,Finance,0
62167,Female,Tech,1
51068,Other,HR,0
49358,Female,Tech,0
22438,Other,HR,0
50868,Male,Finance,1
69619,Other,Tech,1
34298,Female,Finance,0
63960,Other,Tech,1
36084,Male,Tech,1
21170,Other,Finance,1
15854,Female,HR,1
31260,Female,Tech,0
13122,Male,Tech,1
39545,Female,HR,1
70621,Female,Finance,1
33140,Female,HR,1
67700,Female,Tech,0
40898,Other,HR,1
66796,Other,Tech,0
6675,Female,HR,1
66712,Male,Sales,0
70251,Female,Finance,1
74955,Other,HR,1
9908,Male,HR,1
22885,Female,Sales,1
44977,Other,Finance,1
5346,Female,Tech,1
34763,Male,HR,1
31036,Male,Finance,1
50497,Male,HR,1
49423,Other,Tech,0
18313,Female,Tech,0
26780,Other,Finance,1
5806,Other,HR,0
34402,Female,Finance,0
63597,Male,Tech,1
27214,Female,HR,0
70612,Female,Finance,0
51014,Other,HR,0
35309,Other,Tech,0
21899,Other,HR,0
54187,Female,HR,0
67805,Female,Tech,0
69339,Other,HR,0
69218,Other,Tech,0
21809,Female,HR,0
48154,Other,Sales,1
7740,Other,Finance,0
9377,Female,Tech,0
70602,Female,Tech,0
34748,Female,Tech,1
55567,Other,Tech,0
20910,Male,HR,1
24002,Female,HR,0
26080,Female,HR,0
20150,Male,HR,0
47892,Other,Finance,0
74998,Other,HR,1
34225,Female,Sales,1
51714,Female,HR,0
3839,Female,Sales,0
20046,Male,Tech,0
10264,Female,Finance,1
52303,Male,HR,1
23250,Other,Tech,0
3108,Female,HR,0
29251,Other,Tech,1
73773,Male,Tech,0
70725,Male,HR,1
72735,Male,Finance,1
57166,Male,Tech,0
57328,Male,Tech,1
4436,Female,Tech,0
77398,Female,Sales,1
9597,Other,HR,1
42390,Female,Finance,0
19520,Female,Tech,0
54446,Female,Finance,1
23607,Female,HR,0
22553,Male,Tech,0
48569,Male,Finance,0
74832,Male,Finance,0
59552,Other,HR,1
12048,Other,Tech,0
45814,Other,Tech,0
48110,Female,HR,1
1219,Female,Tech,1
74086,Other,Sales,1
79002,Female,Sales,1
37892,Other,Finance,1
50297,Male,HR,1
61456,Female,Sales,1
24429,Female,Sales,1
75194,Other,Sales,1
123,Other,Sales,1
25022,Female,Tech,1
79643,Female,HR,0
54911,Female,HR,1
37373,Female,Tech,1
57731,Female,HR,1
77623,Other,HR,0
19929,Other,HR,0
35634,Male,Finance,0
34373,Female,Tech,0
74881,Female,Sales,0
20346,Other,HR,0
13656,Male,HR,0
57840,Female,Tech,1
32725,Male,Sales,0
27366,Other,Tech,0
63883,Male,Finance,0
45707,Female,Finance,1
51790,Male,Tech,0
54446,Female,HR,0
22240,Male,HR,0
35329,Female,Finance,0
48621,Other,HR,1
16199,Other,Tech,1
7686,Male,Sales,1
38578,Female,Tech,1
26949,Male,Sales,0
16243,Female,HR,0
49435,Male,Finance,1
32347,Female,Tech,0
31899,Male,Tech,0
34631,Male,Sales,1
10904,Male,Tech,0
61389,Other,HR,0
65385,Other,Tech,1
15910,Female,Tech,0
32210,Other,Finance,1
22851,Male,Sales,0
40378,Other,Finance,0
9315,Male,HR,1
57734,Male,Sales,0
21044,Other,Sales,1
19032,Female,HR,1
52215,Other,Tech,1
45606,Other,Finance,1
43729,Female,HR,0
3473,Male,Tech,1
11687,Male,Sales,1
16515,Male,HR,0
73881,Other,Finance,1
19669,Female,Tech,1
72908,Other,HR,0
60875,Female,HR,0
53017,Other,Sales,0
30251,Male,HR,1
74813,Male,Finance,0
12409,Female,Tech,1
10207,Male,Finance,0
73828,Male,Finance,1
75246,Female,HR,0
23025,Female,Finance,1
46058,Male,Sales,0
18430,Male,Tech,1
73343,Other,Sales,0
56646,Female,HR,1
34866,Other,HR,0
17533,Female,Finance,0
64484,Female,Finance,0
63105,Male,Tech,0
68149,Other,HR,0
23562,Male,Tech,0
22768,Other,Finance,1
55862,Other,HR,1
79778,Female,HR,0
30526,Male,Finance,1
27104,Female,HR,1
59765,Other,Tech,0
37083,Male,Tech,0
72197,Female,Tech,0
72508,Other,HR,0
57556,Female,Tech,0
21857,Other,Sales,1
75325,Other,Sales,0
8021,Female,Sales,0
72586,Female,HR,1
42719,Other,Sales,0
1076,Other,HR,1
54191,Male,Tech,1
21721,Female,Sales,1
40187,Female,Tech,0
71293,Female,Sales,1
57409,Female,HR,0
9348,Male,Sales,1
10452,Male,Tech,1
33961,Male,Tech,0
21211,Male,Finance,1
38062,Male,Tech,0
9093,Male,Tech,1
1207,Female,Tech,0
50689,Other,Finance,1
62656,Other,Finance,1
46249,Male,Sales,0
76386,Other,Sales,0
56856,Female,Tech,1
62662,Female,Tech,1
7326,Other,Sales,0
65778,Other,HR,0
22820,Male,Finance,1
50438,Other,Tech,0
4324,Other,Finance,0
30871,Female,Tech,0
22710,Male,Sales,1
78027,Other,HR,1
67387,Male,HR,0
40807,Other,HR,0
9713,Female,Finance,1
60243,Female,Tech,0
75676,Female,Sales,1
18169,Female,Tech,0
52772,Male,Finance,1
31961,Female,Tech,1
19570,Male,Sales,0
42555,Other,Finance,0
49476,Male,Finance,1
68736,Other,Finance,0
78620,Other,Finance,0
70751,Other,Sales,1
62124,Female,Sales,0
42305,Male,Finance,0
9684,Male,HR,1
54884,Female,Finance,0
18232,Other,Finance,0
40527,Male,HR,0
70828,Female,Tech,1
73573,Male,Sales,1
36811,Female,Tech,1
65054,Other,Sales,0
41740,Female,HR,1
52839,Female,Sales,1
11627,Other,Finance,1
32810,Female,Tech,0
57120,Other,HR,0
68610,Male,Tech,0
6092,Female,Sales,1
26574,Female,Sales,1
70345,Male,Tech,1
5424,Female,Tech,0
26090,Female,Sales,1
6361,Male,HR,0
19406,Male,HR,1
76291,Other,Tech,1
36448,Female,HR,1
36427,Female,Finance,0
74360,Female,Sales,0
58078,Female,HR,0
44657,Female,Finance,1
23222,Male,Sales,1
69715,Other,HR,0
16131,Male,HR,1
19200,Other,Tech,0
74746,Male,HR,0
34655,Other,Sales,1
4900,Male,Finance,1
35472,Female,Sales,0
77339,Other,HR,1
36321,Other,HR,1
42067,Female,Sales,0
67889,Male,HR,0
79010,Female,HR,1
76516,Other,Sales,0
64998,Male,Tech,1
23495,Other,Tech,1
11772,Male,HR,0
34940,Female,Tech,1
57300,Male,HR,0
45440,Male,Sales,1
18802,Female,Finance,1
65291,Female,Tech,0
2102,Male,Sales,1
70591,Female,Sales,1
46296,Other,Finance,0
64177,Male,Finance,1
48456,Male,Tech,1
7449,Other,Tech,1
59619,Male,Sales,1
78650,Other,Finance,0
71975,Male,HR,0
21235,Male,Sales,0
68854,Female,Sales,1
21863,Male,Sales,0
55322,Female,Sales,1
66034,Male,HR,0
48119,Female,HR,1
36163,Male,Tech,0
78106,Female,Tech,0
76852,Male,Tech,0
32195,Other,Tech,0
56662,Other,Finance,0
46334,Other,Finance,0
37001,Other,Tech,0
7826,Female,Tech,0
70839,Female,Finance,0
39989,Male,Finance,0
34660,Other,HR,0
520,Male,Finance,1
29218,Female,Finance,1
21419,Male,HR,1
10342,Female,Sales,1
29877,Other,Sales,0
29547,Female,Tech,0
22337,Male,Finance,1
45460,Other,Finance,0
72469,Male,Sales,0
17014,Female,Finance,0
35385,Other,Sales,0
49394,Male,Sales,1
46007,Male,Tech,0
22779,Other,HR,1
13325,Male,HR,0
41985,Other,Sales,0
40681,Other,HR,0
9945,Other,Tech,1
65763,Female,Tech,1
52054,Female,Sales,0
72180,Other,Sales,0
6023,Other,Finance,1
43155,Other,HR,1
38613,Female,HR,1
45285,Female,Tech,1
27893,Male,Tech,0
73873,Female,HR,1
62160,Female,Tech,0
51926,Male,Tech,0
36948,Male,HR,1
69859,Male,Finance,1
47056,Other,HR,1
54304,Male,Sales,0
60515,Male,HR,0
32175,Male,Finance,1
35822,Male,Tech,0
29752,Other,HR,0
65339,Other,Sales,0
12149,Male,Finance,1
6204,Male,HR,0
54728,Male,Finance,0
78867,Male,HR,0
55035,Other,Tech,1
46874,Other,Sales,0
2537,Female,Finance,1
15191,Male,HR,1
60537,Male,Tech,1
39684,Other,Tech,0
70795,Other,HR,0
45740,Female,Sales,1
60884,Other,Sales,0
73215,Male,Sales,0
61994,Male,Tech,0
25940,Male,Finance,1
12870,Other,HR,0
20428,Female,Tech,1
11636,Male,HR,1
63626,Female,HR,0
47880,Other,HR,1
77458,Male,HR,0
47668,Male,HR,1
6540,Female,HR,0
45721,Female,Sales,0
16504,Other,Finance,1
28428,Female,HR,1
38325,Other,Sales,0
49650,Other,HR,0
69700,Female,Tech,0
36336,Male,Sales,1
73034,Other,Finance,1
48278,Female,Tech,1
79214,Male,Tech,0
78803,Other,Finance,1
26458,Other,Tech,0
53275,Other,Tech,0
53330,Female,Sales,1
429,Female,Sales,0
36512,Female,Sales,1
17366,Other,HR,0
62406,Other,Finance,1
75786,Male,Sales,0
37518,Female,HR,0
42469,Female,Finance,1
13753,Female,HR,1
53205,Male,Sales,1
17733,Female,Finance,1
78702,Female,Tech,0
22646,Female,Finance,1
38384,Other,Finance,0
46586,Other,HR,0
49615,Male,HR,1
66065,Male,HR,1
72030,Female,Sales,1
49488,Female,Tech,1
33894,Other,Finance,0
28327,Male,Tech,0
59554,Other,HR,1
64660,Other,Sales,1
75643,Male,Sales,1
41289,Other,HR,1
46648,Other,Sales,0
43837,Other,Tech,0
3472,Female,Finance,0
37179,Male,Finance,1
14808,Male,Sales,0
49999,Male,Tech,0
673,Male,Sales,0
39869,Other,Finance,0
55048,Male,Sales,1
36839,Male,Finance,1
66723,Male,HR,0
27049,Female,HR,1
8309,Female,Sales,0
29791,Male,Sales,0
56091,Other,Tech,0
65970,Male,Sales,0
62936,Other,Sales,1
41950,Female,Sales,1
59144,Other,Finance,1
21720,Male,HR,1
79543,Male,Sales,1
14433,Female,Sales,1
18994,Female,Tech,0
48810,Female,HR,0
29404,Male,HR,1
56377,Other,Tech,0
314,Male,Sales,0
34812,Male,Tech,1
51383,Male,HR,0
61091,Female,Sales,1
61109,Male,Tech,1
74900,Male,Finance,1
28085,Other,Finance,0
36494,Male,Tech,1
34042,Male,Sales,0
39695,Other,Finance,1
77755,Male,HR,1
71114,Female,HR,1
4845,Male,HR,0
57016,Male,Sales,0
7301,Other,Finance,1
34662,Female,Tech,0
39901,Female,HR,1
8698,Other,Tech,1
36035,Other,Finance,0
44748,Other,Tech,0
69315,Female,Tech,1
6251,Other,HR,0
13625,Male,Sales,1
18654,Other,Tech,1
24582,Other,Finance,1
6465,Female,Sales,0
45574,Male,HR,1
29642,Male,Tech,0
37772,Other,Finance,1
53350,Male,Sales,1
10988,Female,Tech,1
64158,Other,Finance,1
16601,Female,HR,1
19123,Other,Finance,0
78064,Female,HR,0
62732,Male,Tech,1
41227,Female,Finance,1
64650,Other,Tech,0
62590,Other,Finance,0
11713,Female,Sales,0
1610,Other,Sales,1
41481,Female,HR,1
3337,Other,HR,1
18655,Male,Tech,0
70908,Female,Tech,1
58982,Other,Tech,1
4183,Male,Finance,1
19519,Other,Tech,1
34528,Female,Finance,0
29114,Other,HR,0
19442,Other,Tech,1
28873,Female,Tech,1
44492,Other,Sales,0
10026,Male,HR,0
66016,Female,Sales,0
67122,Female,Sales,1
15553,Female,Tech,1
32992,Male,Finance,0
32257,Female,Sales,0
57890,Other,Sales,0
34003,Female,Tech,1
18105,Male,Tech,1
41369,Other,Finance,1
20162,Other,HR,0
48441,Other,Sales,0
397,Male,Tech,0
10755,Male,Tech,1
70916,Other,HR,0
28406,Female,Finance,1
2279,Male,HR,1
41804,Male,Sales,0
35402,Other,Sales,0
36355,Female,HR,0
72657,Male,Sales,0
58124,Other,Tech,0
42115,Other,HR,0
18178,Male,Tech,1
15096,Other,Tech,1
32321,Other,Sales,0
74677,Female,Tech,0
74038,Other,Tech,0
51959,Other,Tech,0
4280,Female,HR,0
64570,Male,HR,0
76136,Other,Tech,1
72486,Male,Finance,0
56845,Other,Finance,0
11231,Male,Sales,0
74805,Male,HR,0
26000,Male,Sales,1
25015,Other,HR,1
53424,Other,Tech,1
2337,Other,Sales,0
64674,Other,Sales,0
10397,Other,Finance,1
52814,Female,Sales,1
49920,Male,Tech,1
64379,Male,HR,0
19385,Other,HR,1
43118,Female,Tech,1
54673,Male,HR,0
12264,Male,Finance,1
55254,Female,Finance,0
73583,Female,Sales,0
59419,Male,Sales,1
11759,Female,HR,1
7650,Male,Tech,1
47945,Other,Sales,1
1498,Female,Finance,1
69052,Other,Sales,0
77778,Female,HR,0
27233,Female,Tech,0
31778,Female,Finance,1
73261,Male,Tech,0
29689,Male,HR,0
54393,Other,Tech,1
65489,Female,Finance,0
46410,Male,Finance,1
40673,Female,Tech,0
27965,Female,HR,1
73888,Female,Tech,1
19573,Female,Tech,0
63580,Female,HR,0
55519,Other,HR,0
69939,Female,Tech,1
14936,Other,HR,1
66445,Other,Finance,1
12260,Other,Sales,1
62116,Other,HR,1
35935,Other,HR,1
67052,Male,Finance,0
2087,Male,Sales,0
5465,Other,HR,1
65810,Male,Sales,1
18644,Male,Finance,0
14101,Other,Sales,1
30985,Other,Sales,0
24623,Male,Sales,0
404,Female,Tech,1
70853,Other,Sales,1
71767,Female,Sales,0
4636,Other,Tech,0
55558,Female,Tech,0
38575,Male,HR,1
60860,Other,Finance,0
17850,Female,Tech,1
43751,Male,HR,0
50261,Male,Tech,0
8346,Male,HR,1
44471,Male,HR,0
53396,Female,Tech,0
43069,Female,HR,0
45969,Other,Tech,0
25771,Other,Tech,1
31285,Female,Finance,1
69471,Male,Finance,0
71128,Female,Finance,1
10398,Female,Sales,0
18126,Male,HR,1
10665,Male,Tech,1
79244,Female,Sales,0
45341,Female,Tech,0
12576,Other,Sales,0
24089,Male,HR,1
39469,Male,Tech,0
36470,Female,HR,1
44097,Female,Tech,1
78926,Female,Sales,0
44559,Other,Sales,1
11782,Male,Finance,0
51052,Other,Sales,1
36047,Male,HR,1
55425,Other,Finance,1
1433,Other,Sales,0
28115,Other,HR,1
32736,Female,Sales,1
23355,Female,HR,1
55880,Female,Tech,1
46367,Male,HR,0
73054,Other,Finance,1
69424,Other,Finance,1
46904,Other,Tech,0
35196,Other,Tech,1
74702,Other,HR,0
4708,Female,Tech,0
61466,Female,Finance,0
72781,Male,Finance,1
49742,Male,HR,0
19341,Other,Tech,0
19856,Female,Tech,0
15771,Male,Finance,0
70081,Male,HR,1
34218,Other,Finance,1
64221,Male,Sales,1
68031,Male,HR,1
35883,Male,Finance,0
34510,Other,Sales,0
56948,Female,Sales,1
42556,Female,Finance,0
7221,Female,Tech,1
13192,Female,Finance,1
74403,Female,Tech,1
15842,Other,HR,1
25624,Other,Finance,0
35491,Other,HR,1
30953,Female,Sales,0
18358,Female,HR,1
25084,Male,Finance,0
26634,Male,HR,0
75520,Other,Finance,0
26234,Male,Sales,1
31419,Other,HR,1
41344,Other,Finance,1
2350,Female,Sales,0
76590,Other,Finance,1
4767,Other,Sales,0
24468,Male,HR,1
70493,Other,Sales,1
32558,Other,Sales,1
56092,Male,Finance,1
20582,Female,HR,0
41229,Female,HR,0
3212,Female,Tech,1
66396,Female,Tech,1
52682,Other,Tech,1
63139,Other,Finance,0
31795,Male,HR,1
51782,Male,Tech,0
23266,Female,Sales,1
28126,Female,Finance,0
71388,Other,Finance,1
29970,Male,Finance,0
53268,Other,Finance,0
68163,Male,Sales,1
13785,Female,Sales,0
46442,Male,Tech,1
6505,Female,HR,1
39255,Male,HR,0
74739,Female,Finance,1
38545,Female,HR,0
23678,Female,Finance,0
10748,Male,HR,1
65725,Male,Tech,1
61712,Female,Finance,1
69555,Male,HR,1
21679,Female,Tech,0
22301,Female,Sales,0
67673,Female,Finance,1
62820,Female,Finance,0
30515,Other,Sales,0
65665,Other,Sales,0
17959,Other,Finance,0
67668,Female,Tech,1
7822,Other,Sales,1
79702,Male,Finance,0
20485,Female,HR,1
14753,Female,HR,0
7638,Female,Sales,0
38380,Female,HR,1
40768,Female,Tech,0
73330,Female,Sales,1
6863,Other,Finance,1
51164,Male,HR,1
6642,Female,Finance,1
63234,Male,Sales,1
8527,Other,HR,1
16365,Other,Tech,0
48190,Female,Sales,1
57296,Other,Sales,1
60911,Female,Tech,0
2962,Other,Sales,1
41749,Male,HR,0
39790,Other,Sales,1
55655,Female,HR,1
76783,Other,Finance,0
58438,Female,Tech,0
25809,Male,Tech,0
24561,Male,HR,0
75523,Male,HR,1
10986,Male,Sales,0
64967,Male,HR,1
44231,Male,Sales,1
57439,Other,Sales,0
19963,Male,Sales,0
34427,Other,Finance,0
1520,Other,Finance,1
4784,Male,HR,1
12801,Male,Finance,0
55172,Male,Tech,1
50226,Female,Finance,1
32015,Female,Tech,1
60311,Other,Sales,1
64349,Female,Finance,0
21027,Female,Tech,1
59994,Other,Sales,1
13263,Female,Sales,1
55418,Male,Sales,0
27552,Female,HR,0
72125,Female,Tech,1
20676,Male,Sales,1
74863,Male,Tech,1
68977,Female,Sales,0
61438,Female,Finance,1
22279,Male,Finance,0
8486,Male,Sales,0
