employee_id,training_hours,pre_training_score,post_training_score,skill_improvement
44139,114,45,84,39
36796,82,45,71,26
29539,40,56,64,8
56561,106,68,81,13
54545,0,44,97,53
18717,53,61,75,14
49626,62,77,68,-9
22993,32,61,68,7
63436,116,54,97,43
10833,72,44,98,54
17408,103,42,84,42
2259,69,43,62,19
290,32,67,63,-4
64838,47,73,62,-11
54137,8,58,82,24
8400,59,40,68,28
54607,115,76,80,4
12760,7,59,99,40
13183,13,51,68,17
69,44,73,62,-11
11231,30,79,76,-3
31573,88,73,60,-13
52601,102,42,82,40
56144,50,60,82,22
44661,116,57,65,8
55245,90,40,91,51
25744,60,43,80,37
31603,15,64,97,33
63352,65,57,95,38
45035,28,51,89,38
5844,13,61,94,33
59921,33,64,80,16
53711,20,45,96,51
42094,118,63,85,22
66806,72,64,86,22
13035,42,62,95,33
38363,50,46,90,44
29674,68,45,92,47
51122,88,76,84,8
64291,57,44,74,30
15149,28,75,84,9
40143,4,47,64,17
17585,108,57,97,40
51575,103,69,65,-4
17354,14,74,88,14
54919,116,57,60,3
3510,21,55,94,39
65298,94,70,96,26
47865,21,76,98,22
11133,15,64,97,33
67012,101,67,66,-1
26848,74,47,75,28
38366,95,41,90,49
47139,44,61,86,25
47807,99,56,82,26
9269,59,41,91,50
44442,96,61,73,12
48632,2,44,87,43
37644,78,67,72,5
64587,116,72,97,25
44313,53,77,86,9
36088,45,52,74,22
20911,49,57,83,26
12581,119,59,81,22
3236,43,43,63,20
13767,50,42,83,41
38082,46,55,85,30
10265,26,54,80,26
60376,114,55,76,21
6426,89,60,76,16
526,107,63,65,2
58145,68,42,81,39
52130,88,68,76,8
66555,5,72,76,4
69541,67,57,77,20
46205,77,53,80,27
24208,45,74,61,-13
40188,84,75,84,9
45577,106,63,99,36
60384,25,61,74,13
52503,98,55,69,14
5182,63,52,93,41
69061,53,75,86,11
60633,75,78,99,21
23773,115,48,74,26
68387,54,75,72,-3
38180,18,59,64,5
63513,51,77,82,5
49297,103,43,85,42
56315,13,76,75,-1
67323,53,40,64,24
41242,60,45,91,46
56075,25,47,96,49
64051,95,65,77,12
68056,15,67,76,9
21941,12,64,79,15
47509,97,78,96,18
25874,2,53,84,31
53847,48,52,73,21
39897,71,61,73,12
10720,109,47,75,28
17846,101,59,94,35
62026,51,78,79,1
43421,50,78,85,7
42879,80,54,78,24
10054,10,60,71,11
56914,46,50,85,35
45880,23,73,73,0
2550,16,40,70,30
9003,38,75,73,-2
12356,31,63,85,22
5826,39,54,63,9
17857,12,47,63,16
28737,41,46,81,35
4732,95,69,79,10
37909,107,51,95,44
53116,58,71,86,15
35225,31,74,62,-12
63318,107,74,90,16
9391,74,78,68,-10
69313,9,56,85,29
40492,29,75,69,-6
48338,30,57,88,31
44080,119,58,94,36
159,42,45,92,47
36344,24,79,84,5
20530,81,76,73,-3
24143,53,59,85,26
18180,12,75,94,19
19654,25,51,77,26
51342,24,61,94,33
62200,0,52,63,11
13618,38,48,69,21
1796,15,68,64,-4
55242,4,57,76,19
62499,5,43,63,20
57039,81,78,61,-17
10940,89,57,66,9
49852,96,68,98,30
19503,50,61,78,17
55578,72,55,80,25
24311,109,78,67,-11
61765,18,51,97,46
52794,97,68,91,23
7559,78,53,77,24
58311,20,43,71,28
41634,17,57,95,38
59366,63,55,99,44
45956,101,50,65,15
17370,2,79,99,20
68115,66,71,77,6
3642,73,59,69,10
64534,1,67,85,18
26366,47,50,87,37
51925,30,57,68,11
6229,100,40,62,22
28092,113,47,90,43
16930,73,40,76,36
35495,113,40,88,48
13052,10,69,77,8
49972,37,44,93,49
20238,13,49,65,16
62501,98,46,85,39
3987,119,70,67,-3
986,108,65,81,16
49157,81,74,60,-14
50529,71,55,76,21
53182,1,71,80,9
62693,112,45,67,22
53770,60,63,99,36
63838,71,53,77,24
66377,22,70,73,3
32281,14,65,79,14
65518,107,79,80,1
34237,18,57,60,3
10986,12,41,98,57
67046,1,69,71,2
47845,101,50,95,45
37731,62,70,73,3
64345,38,70,82,12
41298,67,68,82,14
23017,111,70,97,27
18780,8,65,98,33
61949,19,75,75,0
18054,84,50,91,41
19941,114,49,72,23
44885,99,40,87,47
34631,70,53,73,20
45990,70,49,82,33
20310,81,40,68,28
62581,76,78,62,-16
7983,114,77,81,4
18265,31,43,95,52
32420,12,70,89,19
7433,30,51,89,38
46651,114,75,92,17
39284,6,77,66,-11
1321,86,75,90,15
67854,74,63,60,-3
34655,20,74,96,22
35261,63,77,66,-11
26537,56,57,82,25
31040,71,75,79,4
25491,108,65,67,2
44238,57,40,91,51
31159,34,65,71,6
47229,103,54,77,23
26344,36,71,90,19
28857,37,68,93,25
28902,113,54,64,10
39664,82,49,70,21
39422,62,45,66,21
66103,45,76,94,18
2700,98,42,82,40
50525,46,62,76,14
2556,64,44,83,39
31551,26,70,64,-6
47184,20,48,83,35
36263,35,72,61,-11
31969,35,71,87,16
59292,36,76,88,12
48961,14,66,67,1
29227,107,42,61,19
42439,61,70,80,10
46443,44,55,62,7
64181,117,42,97,55
64364,50,76,91,15
7468,82,66,85,19
7229,119,65,93,28
68313,15,70,97,27
57251,11,72,83,11
17994,39,62,90,28
33704,25,53,94,41
36795,77,46,95,49
25347,29,70,67,-3
38827,110,72,64,-8
65870,115,58,90,32
68179,17,56,69,13
20312,105,49,60,11
40722,50,64,80,16
60893,47,58,69,11
63107,24,67,94,27
60741,55,47,70,23
48542,88,40,87,47
14142,29,40,94,54
28315,10,49,69,20
46147,16,43,66,23
58324,108,43,81,38
35599,114,79,72,-7
56287,9,62,84,22
20426,88,58,77,19
3930,112,69,68,-1
31659,20,50,83,33
22475,109,44,63,19
42019,2,64,91,27
24737,96,62,66,4
66339,84,70,60,-10
2329,47,43,88,45
32978,116,77,74,-3
1853,109,74,60,-14
65950,70,57,92,35
12784,25,62,66,4
32551,26,78,80,2
67090,50,66,81,15
23839,116,41,79,38
34330,65,48,87,39
2261,20,61,70,9
13376,55,64,60,-4
18630,116,77,71,-6
25210,84,60,62,2
53814,97,76,65,-11
69761,0,76,74,-2
51155,25,50,86,36
19625,5,54,86,32
45011,86,70,89,19
38447,66,61,92,31
45421,119,77,62,-15
24060,106,42,85,43
59320,61,64,93,29
57442,52,78,60,-18
55179,82,45,62,17
40992,59,54,68,14
13744,97,76,81,5
42767,101,63,94,31
6122,57,53,68,15
32313,111,61,98,37
33155,22,77,83,6
43366,85,57,94,37
30550,1,45,99,54
4998,10,57,91,34
24317,65,50,89,39
64272,62,64,87,23
64056,45,54,86,32
34122,68,78,66,-12
50145,96,45,60,15
5993,11,68,95,27
42283,34,54,69,15
35157,7,74,95,21
49786,17,58,60,2
19551,70,73,79,6
6910,50,76,62,-14
23762,74,72,72,0
59347,15,65,89,24
42709,15,68,75,7
4113,53,62,78,16
12959,81,67,97,30
46937,34,53,96,43
14270,13,76,90,14
28945,61,61,65,4
32249,117,69,92,23
16348,40,57,83,26
57732,33,60,87,27
36951,65,45,68,23
47988,46,73,67,-6
56337,34,52,75,23
53568,32,46,68,22
51610,53,73,68,-5
18596,73,64,75,11
48331,66,41,86,45
64785,39,70,73,3
50360,21,78,99,21
44020,51,43,73,30
18503,51,78,67,-11
57461,85,41,65,24
32779,79,63,66,3
22650,51,68,86,18
42321,92,76,60,-16
200,49,75,69,-6
15903,62,58,90,32
60769,57,75,63,-12
62313,8,42,64,22
4325,18,57,91,34
68366,35,46,90,44
23532,97,44,67,23
29704,100,73,86,13
34245,91,43,63,20
11359,89,68,90,22
34737,73,65,64,-1
7700,88,60,69,9
49961,99,66,89,23
56136,46,49,67,18
42850,117,50,68,18
34596,5,79,89,10
58604,3,49,99,50
31264,57,46,94,48
9733,54,48,60,12
13058,8,43,88,45
6679,107,65,61,-4
59800,94,66,73,7
69555,107,63,69,6
57330,40,54,93,39
64185,60,44,83,39
34338,37,41,83,42
59453,91,78,92,14
3601,23,64,78,14
1708,85,41,78,37
26000,24,44,85,41
4323,101,63,74,11
12043,16,41,92,51
45061,75,70,97,27
67494,52,60,84,24
56629,41,48,66,18
56808,32,60,96,36
54391,116,58,67,9
57663,12,54,76,22
61731,71,71,71,0
47475,66,46,80,34
31969,111,62,66,4
47619,19,56,91,35
31310,110,78,90,12
30808,115,63,73,10
33397,54,43,80,37
44461,112,58,77,19
37327,63,58,71,13
15451,41,73,80,7
50124,119,70,75,5
28559,3,62,67,5
40468,114,41,97,56
40725,73,64,79,15
64358,44,48,81,33
43809,89,62,88,26
10694,98,59,80,21
25796,66,71,85,14
50030,84,50,86,36
38092,64,79,79,0
3316,55,64,63,-1
34651,70,56,99,43
64084,116,73,83,10
35102,58,54,75,21
47717,54,79,79,0
56819,41,60,90,30
55043,28,43,88,45
48355,9,54,85,31
53362,112,66,81,15
18141,39,59,82,23
1739,15,46,72,26
55931,102,69,70,1
23603,40,62,76,14
63097,93,41,68,27
23504,64,76,75,-1
22187,14,60,60,0
50037,3,61,90,29
68615,109,53,72,19
29747,41,71,82,11
36255,106,79,89,10
44020,14,61,97,36
21926,98,78,86,8
24826,73,78,82,4
41338,38,45,88,43
47088,102,77,65,-12
42639,3,55,70,15
2516,116,48,70,22
37007,4,71,74,3
60273,2,53,65,12
46924,43,44,77,33
17258,60,65,60,-5
42208,119,49,70,21
54610,74,64,74,10
23739,49,43,95,52
16782,113,63,86,23
46898,104,49,92,43
68672,63,53,78,25
23106,1,79,63,-16
51890,88,72,77,5
33580,111,77,61,-16
45131,64,68,87,19
16208,29,68,70,2
45799,8,42,86,44
59829,73,49,88,39
59760,107,70,61,-9
10339,31,49,99,50
59811,46,65,73,8
57186,31,56,62,6
8343,80,66,73,7
9925,74,69,75,6
45827,61,62,93,31
30382,29,42,99,57
34974,43,61,63,2
64606,58,43,76,33
60129,53,67,81,14
34804,116,45,96,51
69618,34,44,90,46
63089,55,77,69,-8
33113,1,71,79,8
56163,114,53,66,13
43884,0,46,87,41
49419,31,69,95,26
44214,85,48,84,36
7904,35,66,62,-4
61343,30,64,74,10
4813,109,61,69,8
64110,8,45,60,15
48391,56,66,62,-4
27350,69,64,69,5
4981,4,54,72,18
17408,7,46,63,17
56728,114,62,76,14
33349,59,51,84,33
9923,113,68,67,-1
780,11,55,76,21
4966,50,78,94,16
41063,102,52,70,18
60910,84,43,77,34
47938,13,79,92,13
53580,96,59,66,7
56747,47,43,64,21
59551,31,41,66,25
27965,18,50,65,15
2397,89,41,99,58
15482,84,55,64,9
65647,101,45,60,15
53267,15,66,79,13
40546,2,58,79,21
55639,13,67,95,28
32606,43,65,83,18
54920,98,63,67,4
40134,23,75,67,-8
36467,27,57,97,40
64643,3,64,63,-1
44209,85,66,62,-4
19852,36,55,88,33
59268,102,61,94,33
41529,0,55,99,44
50606,74,75,68,-7
49081,82,74,66,-8
64118,99,56,81,25
48369,24,58,85,27
23369,75,42,95,53
53355,82,75,85,10
20792,80,44,78,34
31529,27,41,86,45
27560,77,54,72,18
34885,88,52,96,44
64599,88,69,76,7
9661,54,45,85,40
27344,26,54,91,37
4094,96,41,67,26
48166,13,78,61,-17
12919,81,63,96,33
28055,0,69,77,8
9345,107,57,68,11
56282,77,53,91,38
16009,27,54,85,31
28850,13,78,81,3
3843,35,61,69,8
27012,88,64,67,3
42118,86,59,92,33
45532,42,50,62,12
1437,117,56,73,17
56937,8,69,73,4
2030,100,62,71,9
21067,85,65,67,2
67404,31,44,79,35
56717,91,48,75,27
58310,29,63,84,21
15892,22,61,64,3
18348,43,70,92,22
44683,116,64,65,1
66106,103,68,85,17
27095,75,58,88,30
68986,29,50,81,31
30222,34,44,65,21
24298,26,42,97,55
69679,83,55,81,26
13435,87,72,71,-1
1950,6,40,87,47
27311,100,60,87,27
55274,12,52,66,14
66090,70,73,64,-9
7566,68,70,93,23
56891,72,44,83,39
61353,95,65,75,10
26860,33,69,71,2
16312,82,78,77,-1
16412,111,70,77,7
63673,59,44,60,16
43461,60,48,93,45
30531,90,76,66,-10
63337,22,61,62,1
6508,7,43,96,53
22918,8,60,64,4
56276,34,53,99,46
25708,109,68,61,-7
62904,46,40,91,51
53807,78,41,77,36
23901,96,44,83,39
13396,35,46,90,44
62910,33,70,68,-2
4655,30,56,69,13
10442,67,70,73,3
19776,16,69,95,26
26862,76,64,96,32
13215,49,42,95,53
17370,47,62,78,16
20202,108,67,74,7
20250,69,48,68,20
56229,25,65,74,9
69286,60,76,76,0
15972,14,43,60,17
39063,9,79,89,10
15930,83,64,96,32
36724,73,76,95,19
53349,75,43,96,53
69462,6,57,60,3
24363,62,62,91,29
16699,64,42,97,55
20501,25,57,61,4
14374,97,41,74,33
67585,78,48,64,16
20749,106,49,60,11
1640,20,78,87,9
49872,2,78,81,3
57891,12,48,76,28
65376,83,42,93,51
58822,58,40,94,54
59046,101,41,74,33
39166,49,44,93,49
46218,71,51,72,21
37158,36,76,97,21
1159,106,56,73,17
55561,108,65,74,9
11864,64,60,97,37
5477,43,47,92,45
5176,10,54,80,26
38972,81,67,94,27
5025,92,57,65,8
8369,43,56,67,11
65303,57,64,80,16
39204,24,41,66,25
38858,65,53,72,19
17263,13,40,97,57
40072,0,58,64,6
14089,102,75,76,1
62509,75,60,93,33
24989,24,68,98,30
51746,35,53,86,33
48763,69,64,68,4
69031,105,47,77,30
65706,43,71,80,9
48317,70,59,64,5
67349,27,66,90,24
2964,21,60,91,31
34306,110,79,62,-17
23256,7,42,86,44
69881,119,41,65,24
24459,72,44,71,27
41231,97,77,78,1
46013,87,64,62,-2
1042,47,65,84,19
30572,54,61,91,30
42164,39,56,97,41
46998,33,52,95,43
64328,106,56,61,5
15147,111,68,62,-6
34406,37,50,60,10
66178,13,59,67,8
69860,116,58,96,38
62912,71,50,96,46
56149,95,54,89,35
49103,41,42,63,21
5284,98,67,99,32
43000,2,72,91,19
68586,62,46,76,30
56677,89,63,90,27
15663,71,58,78,20
559,78,57,87,30
20197,90,57,70,13
38086,113,72,93,21
20389,114,40,97,57
1616,38,58,71,13
34602,65,72,83,11
69833,48,77,95,18
42566,111,51,84,33
21144,85,48,69,21
2647,67,51,63,12
31461,103,45,80,35
20734,73,44,62,18
45128,34,50,89,39
7676,45,61,97,36
31214,16,68,91,23
16793,108,49,71,22
63801,98,45,66,21
33091,93,50,90,40
67237,60,64,81,17
68340,33,60,95,35
44542,47,48,70,22
53757,37,55,90,35
15600,52,79,98,19
637,67,44,96,52
3453,51,48,82,34
31452,113,52,83,31
46763,34,72,74,2
33653,72,57,82,25
8567,116,51,81,30
64750,78,57,74,17
53163,100,57,71,14
51696,19,55,85,30
36387,31,64,66,2
59423,114,74,80,6
65444,40,44,99,55
19185,86,48,60,12
4928,106,76,93,17
43079,18,51,68,17
36811,52,65,89,24
9071,116,46,99,53
1975,77,48,71,23
33007,59,63,95,32
17238,73,50,89,39
65837,100,64,97,33
28303,19,75,87,12
51704,87,52,75,23
18558,90,63,70,7
49475,0,58,67,9
46605,97,48,96,48
68914,52,70,84,14
51358,30,61,79,18
42891,102,61,85,24
52234,3,74,63,-11
41715,54,79,98,19
52782,19,67,78,11
16921,107,78,79,1
47847,97,53,79,26
2377,21,65,90,25
63513,4,72,67,-5
36270,22,58,71,13
50195,75,54,64,10
16886,80,63,78,15
40525,41,76,87,11
56824,100,71,83,12
33820,24,53,98,45
33335,117,43,64,21
63,97,46,79,33
10624,64,43,71,28
3018,43,68,81,13
1714,54,68,96,28
2751,13,74,85,11
55968,115,43,75,32
42882,69,49,90,41
53462,34,42,72,30
12494,66,63,88,25
34736,57,44,92,48
61743,43,46,84,38
18203,53,53,82,29
13812,14,59,78,19
32514,75,46,90,44
69717,117,67,79,12
22478,4,55,91,36
6665,52,52,93,41
40676,5,74,66,-8
17646,119,55,69,14
32802,65,48,92,44
17561,75,45,75,30
42711,2,45,75,30
45366,14,57,76,19
7570,68,48,87,39
16128,106,61,98,37
8028,31,54,72,18
68895,56,52,98,46
2114,51,68,95,27
1523,94,58,65,7
37796,56,73,92,19
57933,77,64,92,28
49505,21,53,98,45
36910,102,59,68,9
42130,39,53,91,38
30836,16,50,90,40
14934,51,41,93,52
68151,106,41,92,51
66312,54,63,62,-1
43106,21,65,83,18
46698,88,61,69,8
39970,13,57,83,26
69067,116,78,89,11
67620,43,66,70,4
17584,25,56,76,20
59195,12,60,76,16
50854,21,71,85,14
40012,98,59,99,40
25188,41,74,66,-8
39674,102,77,82,5
11545,110,51,67,16
22973,91,75,67,-8
54654,71,66,62,-4
4965,6,74,74,0
34996,21,41,67,26
2829,104,75,84,9
5779,60,52,71,19
8576,76,54,62,8
24589,9,77,60,-17
34632,40,73,68,-5
58493,15,50,86,36
52694,47,55,69,14
69247,11,74,88,14
1387,84,65,67,2
39680,78,69,63,-6
69599,108,60,83,23
66234,62,47,96,49
4243,6,76,90,14
37219,114,60,88,28
25786,47,62,98,36
19396,90,70,67,-3
66915,43,52,74,22
10444,16,50,82,32
45658,27,70,85,15
20884,30,77,77,0
48663,41,56,76,20
45341,82,78,63,-15
26874,30,68,79,11
30610,70,75,63,-12
66941,97,79,81,2
1807,101,50,99,49
4398,94,75,66,-9
57835,33,65,81,16
69382,13,41,66,25
45289,100,79,77,-2
50195,92,48,81,33
8157,56,60,93,33
55993,97,69,75,6
69764,46,62,86,24
61144,104,43,70,27
63052,35,46,95,49
240,16,57,79,22
40767,30,67,74,7
50049,34,73,88,15
471,101,40,74,34
14608,39,57,71,14
24359,48,70,68,-2
35490,60,58,93,35
59219,55,68,82,14
34146,66,50,74,24
25996,82,64,63,-1
51706,119,71,78,7
39276,10,57,67,10
29691,30,55,87,32
66232,20,41,99,58
9960,15,79,66,-13
65051,49,70,61,-9
10778,74,74,79,5
22209,5,74,74,0
2607,49,70,81,11
9199,108,42,93,51
49619,0,46,84,38
29202,57,62,67,5
44263,8,66,86,20
14687,88,79,60,-19
62964,39,49,68,19
42957,86,42,99,57
43798,17,76,60,-16
67486,4,74,60,-14
45267,66,60,66,6
15613,46,74,89,15
10927,39,66,78,12
25182,76,55,84,29
56539,27,51,71,20
53828,43,53,93,40
17658,45,53,76,23
50935,11,63,68,5
12048,27,54,77,23
63610,110,69,97,28
50634,33,44,73,29
59371,97,67,77,10
51505,18,58,82,24
46218,27,59,99,40
50881,70,59,82,23
34114,63,68,99,31
60315,14,59,92,33
30898,71,64,72,8
67319,75,69,62,-7
17187,41,61,91,30
25348,62,49,87,38
54512,10,40,76,36
11108,3,79,74,-5
57657,25,63,60,-3
47602,34,49,91,42
33826,96,76,82,6
55481,103,40,67,27
10569,7,55,89,34
66421,26,48,75,27
40606,4,59,97,38
36121,58,61,81,20
32259,113,58,84,26
49041,3,67,78,11
1419,118,65,78,13
38294,71,61,63,2
8864,37,41,62,21
51975,116,50,69,19
26493,49,79,60,-19
29183,107,61,74,13
48163,36,63,85,22
17237,62,53,82,29
42583,53,78,93,15
3904,115,54,84,30
22053,89,77,74,-3
20994,30,42,81,39
18448,6,44,64,20
68115,2,51,88,37
68742,11,57,67,10
3212,93,60,67,7
13201,33,57,67,10
25249,32,77,70,-7
4284,107,63,72,9
43859,27,79,69,-10
31290,17,40,67,27
58247,17,62,93,31
26953,84,40,79,39
4997,7,60,84,24
53014,4,71,64,-7
41779,112,72,94,22
7149,119,43,92,49
65375,10,72,66,-6
46713,13,50,95,45
26030,27,63,80,17
36391,68,50,69,19
21146,24,71,93,22
41019,117,62,83,21
32784,63,47,76,29
61742,111,48,66,18
54602,33,77,97,20
21214,60,41,76,35
9305,112,64,84,20
11742,26,62,88,26
26821,3,76,69,-7
26625,12,66,89,23
12110,30,51,94,43
21819,26,45,63,18
69325,24,53,82,29
8535,97,55,96,41
766,2,46,89,43
46090,106,50,86,36
66205,61,47,71,24
29492,76,69,88,19
52711,46,43,76,33
11866,61,60,85,25
21472,62,74,85,11
41214,96,52,60,8
50623,29,48,84,36
33694,108,48,75,27
60608,25,78,96,18
44207,89,57,87,30
50204,68,50,85,35
46869,102,57,64,7
55867,56,71,95,24
63620,15,63,62,-1
36261,95,71,77,6
65029,17,57,66,9
18486,79,67,92,25
2174,69,72,82,10
39251,97,62,91,29
8617,112,66,96,30
63277,46,63,89,26
23074,52,66,84,18
35969,83,47,91,44
24461,85,41,68,27
29220,92,43,68,25
7292,91,44,73,29
32423,113,66,86,20
38089,94,46,95,49
50877,94,52,65,13
36406,87,68,85,17
13310,117,70,66,-4
5186,64,79,97,18
9069,94,46,97,51
47828,39,48,70,22
18539,45,53,65,12
28080,0,53,77,24
38486,98,56,92,36
10859,12,56,75,19
56215,107,74,63,-11
49722,118,44,90,46
55446,56,54,87,33
28097,44,75,67,-8
24247,47,49,71,22
14837,86,66,82,16
7085,13,63,76,13
48650,62,42,97,55
68924,35,55,73,18
9618,108,42,70,28
62871,111,77,69,-8
33550,50,57,76,19
1988,67,52,95,43
4857,29,66,67,1
48662,21,76,86,10
29667,48,64,91,27
37899,88,59,73,14
53205,2,41,68,27
29016,48,47,95,48
39722,88,40,87,47
67751,53,48,76,28
68633,109,46,98,52
11032,38,45,70,25
35098,53,46,94,48
37588,77,43,97,54
152,84,52,76,24
4591,117,56,91,35
16121,113,51,83,32
16193,29,69,77,8
13934,42,59,91,32
7179,26,69,76,7
60861,94,69,74,5
57863,75,63,71,8
24151,46,71,92,21
6627,1,54,64,10
63231,82,61,86,25
2986,85,62,94,32
15349,45,76,64,-12
69807,64,59,78,19
58248,32,63,86,23
3293,50,41,97,56
52053,119,40,86,46
42098,102,59,94,35
18729,2,55,91,36
53744,62,73,82,9
16984,39,75,90,15
39934,72,66,89,23
9755,107,58,90,32
742,94,67,74,7
2405,66,55,61,6
2862,10,61,99,38
32692,65,43,98,55
51453,19,55,95,40
54943,102,68,77,9
57918,72,75,86,11
1513,18,63,90,27
37779,71,56,80,24
60410,49,64,87,23
64540,1,44,99,55
9847,33,51,63,12
8601,38,71,85,14
19883,23,44,60,16
40774,21,75,80,5
4124,91,42,78,36
48808,93,59,82,23
1987,1,50,96,46
37983,72,72,91,19
56598,110,65,95,30
58715,112,78,78,0
67678,26,58,81,23
58019,89,64,89,25
27052,73,52,69,17
63726,69,64,60,-4
51229,117,64,61,-3
13771,117,41,87,46
958,91,46,81,35
14804,91,50,61,11
68736,42,50,60,10
21292,66,54,67,13
69099,116,54,96,42
150,113,71,80,9
13804,119,59,97,38
59373,4,43,62,19
35796,73,79,79,0
26934,26,57,78,21
22780,117,59,97,38
21215,29,52,66,14
56488,29,66,96,30
11898,115,56,95,39
69565,85,65,81,16
31311,63,70,69,-1
32805,0,73,72,-1
14901,91,67,69,2
68276,63,50,79,29
45285,114,49,63,14
65933,82,48,93,45
17055,77,47,68,21
17998,68,78,83,5
16371,50,78,98,20
35365,36,50,96,46
46845,29,46,76,30
19917,14,40,68,28
49238,101,72,95,23
55663,17,71,62,-9
32057,99,41,79,38
5316,113,66,85,19
62126,105,70,86,16
63556,61,58,82,24
41654,70,41,78,37
69295,56,63,97,34
1194,114,74,93,19
47505,29,42,84,42
54942,29,59,94,35
52801,17,70,91,21
18961,66,61,65,4
13688,31,41,64,23
64041,3,45,92,47
65857,46,59,66,7
64595,75,73,77,4
13081,56,62,63,1
65050,81,66,99,33
64335,9,71,74,3
64479,22,71,67,-4
23822,59,60,61,1
27232,44,45,78,33
19321,9,44,78,34
9106,79,59,98,39
9906,99,70,61,-9
32991,85,66,74,8
58207,69,46,70,24
30028,69,44,93,49
60568,65,62,90,28
11350,95,55,84,29
44693,20,66,66,0
35310,66,70,96,26
37210,54,67,76,9
30899,57,53,62,9
27107,73,50,83,33
24200,48,72,73,1
36068,105,58,77,19
19172,70,56,66,10
25518,81,65,86,21
9711,39,71,61,-10
26434,35,41,78,37
33567,37,45,80,35
1755,77,64,63,-1
6977,1,59,93,34
33796,11,70,76,6
6663,56,60,76,16
26104,33,70,70,0
17128,0,51,86,35
27250,33,74,82,8
17181,51,51,62,11
36486,46,66,72,6
3329,51,72,91,19
64064,90,40,99,59
58206,50,44,67,23
65995,50,42,71,29
4310,90,42,76,34
26276,79,59,91,32
64343,60,67,63,-4
48461,36,42,66,24
44409,72,78,88,10
66596,113,49,72,23
12571,0,40,85,45
60645,35,48,66,18
9020,88,71,78,7
54644,6,54,70,16
26267,63,46,60,14
64135,45,41,91,50
60442,118,75,62,-13
35343,99,68,67,-1
30830,5,44,84,40
59830,90,56,97,41
58108,59,63,89,26
13132,64,40,67,27
3903,53,63,87,24
48958,69,78,69,-9
15622,102,54,95,41
9370,40,67,82,15
22714,19,56,88,32
58294,23,71,74,3
55987,65,75,98,23
678,95,61,84,23
53076,95,49,70,21
26678,40,63,67,4
22748,105,68,85,17
38113,9,56,61,5
33870,86,42,87,45
2010,107,77,88,11
32065,59,59,89,30
41558,1,40,94,54
39941,49,55,70,15
15132,10,64,60,-4
2513,98,55,84,29
1031,62,76,97,21
53726,31,63,95,32
53138,2,62,78,16
20516,109,53,69,16
35988,58,62,96,34
62746,24,54,94,40
50158,93,51,83,32
43905,97,76,79,3
12572,59,77,80,3
28759,49,75,79,4
2562,12,58,77,19
12406,42,75,85,10
1131,15,58,67,9
67029,100,75,94,19
9223,52,47,79,32
12108,116,67,69,2
7801,36,54,98,44
34380,54,61,95,34
59243,27,42,77,35
4539,87,58,62,4
9357,73,77,93,16
5471,43,56,76,20
33833,119,57,72,15
26310,29,55,65,10
48243,38,72,98,26
31356,82,79,79,0
39393,50,54,82,28
59647,79,41,88,47
32972,46,67,96,29
26032,10,51,72,21
19505,52,63,67,4
38525,16,76,96,20
3774,117,54,77,23
65553,15,53,98,45
43643,4,71,98,27
7810,42,70,93,23
59262,32,50,73,23
9437,68,45,84,39
55919,99,56,96,40
40647,49,58,81,23
34298,114,50,62,12
25931,101,51,96,45
55223,76,72,76,4
37781,3,41,91,50
8970,55,75,68,-7
65350,58,47,65,18
9857,78,61,62,1
20730,60,46,63,17
1561,80,46,74,28
69548,105,51,88,37
46435,68,65,89,24
8253,21,50,68,18
49947,111,79,78,-1
33331,1,48,74,26
48713,72,58,67,9
64484,31,75,87,12
6902,9,69,74,5
67665,58,52,61,9
67917,112,41,72,31
62371,118,40,80,40
26205,65,78,85,7
26751,28,61,67,6
56941,113,79,69,-10
46956,12,55,81,26
47308,60,74,64,-10
53119,40,54,77,23
49444,34,48,84,36
27923,45,52,81,29
65704,103,58,63,5
48309,81,41,66,25
46160,23,52,71,19
50263,112,60,88,28
2404,63,54,74,20
58238,84,57,98,41
27960,43,78,70,-8
38468,73,50,97,47
29912,43,67,65,-2
52511,89,76,83,7
53527,87,63,65,2
51044,95,57,77,20
12557,119,68,86,18
15677,33,77,67,-10
1170,111,78,61,-17
59672,92,68,68,0
19769,118,60,75,15
53797,46,52,67,15
36921,32,79,77,-2
14458,6,61,75,14
68393,13,77,92,15
69711,29,74,68,-6
3273,87,70,81,11
20156,104,44,61,17
69093,77,47,74,27
44286,17,57,68,11
6589,117,79,61,-18
4892,61,78,68,-10
44014,31,43,97,54
38828,93,53,60,7
53404,54,79,82,3
26260,90,77,77,0
6930,24,57,77,20
825,46,42,65,23
14453,47,54,84,30
54928,46,53,88,35
54975,30,61,97,36
27285,43,40,83,43
13587,42,61,73,12
58008,59,61,90,29
27730,9,56,75,19
64801,79,69,90,21
24084,64,48,87,39
65063,62,76,95,19
40321,81,76,95,19
48001,51,61,72,11
69958,101,67,60,-7
55726,97,42,89,47
68869,8,43,95,52
62580,37,56,84,28
60764,0,67,99,32
58386,87,77,68,-9
59099,16,77,95,18
20085,58,52,64,12
48359,112,72,71,-1
7522,10,67,79,12
34247,92,45,88,43
57323,15,73,66,-7
1945,21,57,72,15
21960,52,43,84,41
4742,46,45,62,17
6489,107,48,81,33
22537,23,64,76,12
19646,95,44,92,48
54745,90,68,95,27
11609,56,44,91,47
4459,78,62,97,35
4073,21,61,61,0
