ad_id,platform,reach,engagements,engagement_rate,ad_date
10105,Instagram,83778,8602,0.1027,2022-02-16 02:51:46
4262,Twitter,156653,18725,0.1195,2021-12-22 22:06:29
5527,LinkedIn,166925,20021,0.1199,2023-12-12 11:32:27
7710,Instagram,81446,21323,0.2618,2024-09-18 21:12:37
16877,Facebook,99659,4544,0.0456,2020-11-12 11:33:48
9229,Facebook,30934,3392,0.1097,2022-07-12 17:27:50
16216,Twitter,153428,18504,0.1206,2023-10-19 10:11:13
8330,Twitter,75149,18952,0.2522,2024-12-13 03:18:04
27941,Instagram,140228,3100,0.0221,2020-03-10 19:47:37
18315,Twitter,66140,3215,0.0486,2018-07-23 06:29:59
8430,LinkedIn,145083,18147,0.1251,2024-08-12 02:55:33
22398,Twitter,180787,7166,0.0396,2019-12-12 18:54:35
19315,LinkedIn,18126,2047,0.1129,2021-05-11 10:56:19
13369,Facebook,198918,14850,0.0747,2022-05-19 17:38:05
22871,Twitter,166396,33872,0.2036,2019-04-12 13:39:51
16654,Instagram,156099,39926,0.2558,2019-07-06 20:05:18
18206,LinkedIn,114536,18868,0.1647,2019-10-26 14:26:10
17202,LinkedIn,140903,6304,0.0447,2024-05-19 00:51:08
2003,Twitter,75387,3456,0.0458,2019-02-09 18:39:29
8190,Facebook,35965,6404,0.1781,2019-01-10 15:52:41
27773,LinkedIn,44905,6489,0.1445,2020-12-21 02:18:42
15467,Twitter,124246,6371,0.0513,2023-08-27 22:25:28
14895,LinkedIn,101966,2994,0.0294,2022-07-14 15:01:50
16641,LinkedIn,52465,2938,0.056,2022-11-22 00:31:00
5080,LinkedIn,146046,36065,0.2469,2024-11-13 15:53:23
27066,Instagram,154215,28815,0.1868,2022-08-11 00:16:23
23718,Instagram,162960,9361,0.0574,2023-11-02 13:03:28
10066,Twitter,192221,48799,0.2539,2019-01-19 00:16:51
4837,Facebook,107529,7700,0.0716,2020-11-23 08:42:39
16700,Instagram,199650,47460,0.2377,2022-05-11 19:20:28
15014,Instagram,155755,6402,0.0411,2022-05-24 21:05:27
2651,Instagram,158775,42307,0.2665,2019-07-16 21:01:27
21540,Facebook,99488,10279,0.1033,2018-08-15 09:32:25
7664,Facebook,139340,37741,0.2709,2019-04-04 16:04:36
14020,LinkedIn,40718,6144,0.1509,2019-04-23 15:35:48
28403,LinkedIn,53592,13523,0.2523,2022-04-30 10:30:11
26498,Facebook,82693,19066,0.2306,2020-12-08 10:54:19
7355,Twitter,15060,3527,0.2342,2023-06-16 01:43:30
9317,Instagram,8392,1719,0.2048,2018-06-16 18:58:03
264,Facebook,4571,997,0.2181,2018-03-15 07:04:56
10918,Instagram,43180,1199,0.0278,2020-05-29 08:07:55
12379,Instagram,177955,45044,0.2531,2024-10-03 19:17:28
400,Twitter,42311,2578,0.0609,2020-02-01 20:04:51
2724,Twitter,72490,20230,0.2791,2021-06-30 13:02:55
21611,Instagram,5258,684,0.1301,2024-01-29 06:01:07
29836,Facebook,54368,10913,0.2007,2024-02-09 18:06:31
7973,LinkedIn,58524,16560,0.283,2018-03-22 09:09:17
10508,Instagram,47347,4733,0.1,2024-05-08 18:32:49
6948,Instagram,80747,4518,0.056,2021-07-24 02:03:25
17879,Twitter,157369,9346,0.0594,2024-03-21 22:09:54
11148,Twitter,37569,8204,0.2184,2020-06-01 05:32:59
4221,Twitter,65295,6679,0.1023,2024-04-20 06:35:30
3296,Twitter,102296,29385,0.2873,2018-03-05 17:38:27
25116,LinkedIn,86679,5299,0.0611,2020-06-24 06:59:03
10113,LinkedIn,60710,2900,0.0478,2018-04-13 08:14:49
7095,Facebook,148415,39857,0.2686,2021-07-31 21:02:33
12053,LinkedIn,44462,9688,0.2179,2023-01-08 14:18:27
17981,Instagram,119361,31282,0.2621,2023-04-07 13:07:50
16139,Facebook,182993,33796,0.1847,2018-12-08 22:14:40
18591,Twitter,151078,10124,0.067,2019-04-13 22:40:08
5118,Twitter,161771,5160,0.0319,2023-05-18 23:50:42
23604,Twitter,24555,2939,0.1197,2023-09-07 02:44:29
2025,Instagram,99643,2360,0.0237,2019-11-23 17:59:16
9973,Twitter,76901,3534,0.046,2023-04-13 14:58:42
16038,LinkedIn,80192,12312,0.1535,2023-04-23 09:26:33
10015,Facebook,198183,25405,0.1282,2022-05-16 12:15:01
6297,Instagram,81369,20558,0.2527,2018-07-14 10:26:59
21481,Twitter,185682,36171,0.1948,2019-03-10 12:46:43
3175,Twitter,45016,1971,0.0438,2018-08-31 12:49:32
22088,Facebook,111971,26772,0.2391,2024-06-30 11:24:54
12047,Twitter,147448,3624,0.0246,2018-07-05 08:54:25
21273,Facebook,58045,8760,0.1509,2022-07-03 18:31:30
9314,LinkedIn,59276,7963,0.1343,2018-08-21 07:00:05
12616,Instagram,26497,5787,0.2184,2022-10-21 17:49:56
16119,LinkedIn,131336,30239,0.2302,2019-10-18 07:49:25
12225,Facebook,169503,31934,0.1884,2024-03-27 04:46:02
3050,Facebook,159444,23388,0.1467,2018-12-19 08:32:16
21149,Twitter,199437,55766,0.2796,2018-02-04 10:44:44
8436,Instagram,6941,565,0.0814,2022-05-14 13:24:51
27757,Facebook,116821,23864,0.2043,2018-06-28 02:32:02
4695,Twitter,178371,18031,0.1011,2018-08-10 04:45:18
7887,Twitter,19347,2909,0.1504,2019-05-06 20:41:22
12859,Twitter,93805,2921,0.0311,2022-05-22 08:05:39
27,Twitter,64191,16831,0.2622,2020-09-26 18:02:28
2228,Facebook,10075,1298,0.1288,2021-08-12 02:37:37
4654,Twitter,40843,7926,0.1941,2019-07-04 04:07:52
18391,Twitter,69295,11664,0.1683,2020-05-01 00:03:17
4522,Twitter,37207,5948,0.1599,2020-07-29 13:07:39
14771,Facebook,42643,10064,0.236,2023-06-27 20:05:02
2341,Twitter,10275,1473,0.1434,2019-06-23 18:25:42
5103,Twitter,118928,35223,0.2962,2022-05-20 18:39:43
18740,Twitter,172274,32410,0.1881,2023-12-25 13:13:07
26067,Twitter,162702,33745,0.2074,2023-06-01 07:31:58
6603,Instagram,87314,3216,0.0368,2018-10-30 02:24:30
20756,Instagram,54425,7524,0.1382,2018-04-30 11:10:28
23003,Twitter,111498,32241,0.2892,2020-04-18 11:06:10
7246,LinkedIn,194552,7669,0.0394,2019-04-02 03:22:55
11297,Facebook,99298,13221,0.1331,2022-08-19 06:52:51
261,Twitter,54270,9412,0.1734,2020-09-01 08:00:13
7745,LinkedIn,49431,9124,0.1846,2023-07-31 19:35:49
11364,Instagram,173683,12947,0.0745,2021-12-16 01:50:25
18693,Instagram,114185,8566,0.075,2023-05-12 11:36:13
12430,Twitter,95843,24120,0.2517,2018-12-11 14:29:25
17022,LinkedIn,143096,14952,0.1045,2021-08-06 05:29:25
23484,LinkedIn,177456,29198,0.1645,2018-11-21 09:43:37
19051,Twitter,189080,37066,0.196,2023-11-13 16:07:21
27754,Instagram,77536,6834,0.0881,2019-03-22 23:05:38
15776,Twitter,17533,1834,0.1046,2024-05-02 02:38:29
15546,Instagram,128097,24040,0.1877,2023-06-05 19:34:44
12115,Twitter,29949,8147,0.272,2018-08-18 03:39:06
27114,Twitter,22361,3880,0.1735,2022-05-23 02:50:47
9095,Facebook,36494,991,0.0272,2023-08-13 23:32:59
4768,Facebook,120650,23409,0.194,2019-07-07 16:20:10
11276,Instagram,109743,12268,0.1118,2022-10-22 07:49:39
8996,Facebook,117008,21752,0.1859,2019-12-09 17:26:05
25686,LinkedIn,54106,11060,0.2044,2024-09-03 03:57:15
10248,LinkedIn,3595,852,0.237,2019-09-25 18:43:35
16051,Instagram,34079,9130,0.2679,2020-10-03 15:10:37
23513,Facebook,16831,2335,0.1387,2020-07-21 15:02:28
1073,Facebook,122655,27490,0.2241,2024-03-07 06:42:26
23815,LinkedIn,37877,6526,0.1723,2018-04-13 17:04:26
10394,Twitter,193392,52925,0.2737,2021-12-13 15:24:01
1370,LinkedIn,49908,5529,0.1108,2022-05-16 07:47:33
8809,Facebook,171290,31402,0.1833,2024-07-30 22:03:35
9041,Facebook,87207,1886,0.0216,2024-03-04 04:18:55
24344,LinkedIn,79275,17763,0.2241,2021-01-21 20:42:19
24359,LinkedIn,197808,14721,0.0744,2021-08-29 17:49:23
9666,Instagram,86015,11666,0.1356,2024-06-08 05:27:36
12615,Instagram,81197,10414,0.1283,2021-06-03 04:56:14
3455,Instagram,140225,7805,0.0557,2018-11-20 22:44:05
8156,Instagram,128243,27577,0.215,2022-09-19 04:19:57
10310,Twitter,62667,15530,0.2478,2018-02-13 11:51:19
13382,Instagram,1988,179,0.09,2023-08-27 21:35:51
20712,LinkedIn,137597,20385,0.1482,2024-12-06 18:48:20
6108,Facebook,188778,8795,0.0466,2019-02-16 01:48:50
26508,Facebook,111392,24842,0.223,2022-05-23 01:15:32
27579,LinkedIn,62800,14244,0.2268,2019-08-10 14:34:50
24387,Instagram,94524,3807,0.0403,2020-11-25 09:19:05
15057,Facebook,171034,24758,0.1448,2018-07-25 15:42:01
25640,Instagram,139151,28484,0.2047,2018-07-18 04:48:46
4163,Twitter,80435,5162,0.0642,2020-12-05 11:39:31
3847,Facebook,38507,6393,0.166,2020-08-07 09:41:39
17705,LinkedIn,186733,24050,0.1288,2023-06-03 03:02:54
28068,Facebook,176633,48755,0.276,2020-09-26 10:08:55
18424,Instagram,17431,4879,0.2799,2024-02-20 17:41:53
12321,Instagram,130281,22884,0.1757,2023-01-03 17:08:18
8921,LinkedIn,11965,496,0.0415,2024-07-18 22:09:56
5,LinkedIn,138168,26497,0.1918,2022-02-13 01:22:58
19838,Facebook,190513,18421,0.0967,2019-06-11 23:50:32
23975,LinkedIn,56092,8246,0.147,2020-08-22 14:16:39
15256,Twitter,4104,171,0.0417,2019-01-03 22:04:47
4876,Facebook,135561,16216,0.1196,2023-03-10 13:42:06
6868,Facebook,107038,3382,0.0316,2022-05-03 23:29:10
2945,Facebook,196819,43012,0.2185,2020-04-15 13:59:39
15805,Facebook,73456,18987,0.2585,2020-02-01 04:52:41
14378,Facebook,18733,3971,0.212,2022-09-06 18:33:58
23775,LinkedIn,58764,5484,0.0933,2020-07-02 18:34:36
27717,Facebook,105503,27855,0.264,2024-03-17 07:16:29
14511,Instagram,26598,3559,0.1338,2023-04-04 11:54:46
10777,LinkedIn,190836,43697,0.229,2022-10-20 18:40:09
19978,Instagram,164969,46542,0.2821,2019-08-31 04:30:01
21604,Instagram,101759,15478,0.1521,2019-01-08 01:29:18
19117,LinkedIn,107129,22159,0.2068,2023-07-17 01:40:04
24343,Instagram,2823,167,0.0592,2023-12-12 12:51:33
21288,Instagram,142083,21812,0.1535,2019-12-27 17:51:45
9213,Facebook,115229,21812,0.1893,2024-04-03 14:00:39
26971,Twitter,22511,2025,0.09,2018-12-23 14:50:39
15212,Facebook,152950,39836,0.2605,2022-04-07 23:26:17
20375,LinkedIn,5736,485,0.0846,2021-07-26 20:49:59
17170,Twitter,55350,6247,0.1129,2023-06-04 06:37:47
17119,LinkedIn,191108,21519,0.1126,2022-08-24 08:30:34
26986,Facebook,135690,20431,0.1506,2021-06-27 18:48:00
1804,Instagram,184553,16103,0.0873,2023-10-15 02:24:29
27559,Twitter,168482,29557,0.1754,2021-03-07 00:47:53
1543,Facebook,127693,3559,0.0279,2019-11-01 05:42:37
21737,LinkedIn,142302,11640,0.0818,2019-08-27 01:42:07
17178,Twitter,170076,28108,0.1653,2019-04-11 17:44:03
16446,Instagram,147447,15259,0.1035,2019-08-08 10:46:51
12137,Twitter,162152,9366,0.0578,2023-10-14 17:06:05
15613,Facebook,185723,37003,0.1992,2020-02-28 05:31:42
25698,Instagram,22722,4840,0.213,2020-06-01 23:07:25
9331,LinkedIn,66426,19184,0.2888,2018-07-22 06:46:12
20979,Facebook,102169,4204,0.0411,2019-08-07 19:22:54
4372,Twitter,159176,43197,0.2714,2022-01-19 09:33:16
29821,Instagram,43559,7428,0.1705,2023-08-19 20:57:45
2536,LinkedIn,16244,2223,0.1369,2024-03-06 10:05:42
15363,Facebook,82699,12109,0.1464,2019-03-28 04:02:43
18290,Twitter,150757,34641,0.2298,2021-06-05 20:56:03
2930,LinkedIn,176214,48921,0.2776,2019-05-07 09:09:50
23489,Instagram,100871,16198,0.1606,2023-12-16 10:48:15
2136,Instagram,76548,7718,0.1008,2022-02-18 18:17:31
5150,Twitter,98576,9412,0.0955,2020-03-10 02:06:36
26729,Twitter,133116,32407,0.2434,2018-08-31 05:18:40
25045,LinkedIn,63661,8880,0.1395,2021-10-13 07:21:05
11938,Instagram,107215,13219,0.1233,2021-04-28 07:44:29
13391,Instagram,131437,19445,0.1479,2018-07-19 08:06:14
21891,Facebook,136669,31122,0.2277,2024-07-29 19:45:20
15959,Instagram,122276,30911,0.2528,2019-06-06 03:10:49
23404,Facebook,72623,9167,0.1262,2024-07-04 03:30:59
19942,Instagram,22929,1785,0.0778,2019-08-31 01:07:08
27686,Facebook,20409,1238,0.0607,2019-01-28 18:17:56
17206,Instagram,81035,24111,0.2975,2024-03-13 22:49:26
24815,Twitter,96343,2096,0.0218,2020-03-16 17:33:04
347,LinkedIn,85045,17014,0.2001,2023-07-15 13:36:32
27808,LinkedIn,111102,16485,0.1484,2020-02-17 18:35:10
27658,Facebook,21169,865,0.0409,2023-01-24 22:15:30
5084,Facebook,23504,5931,0.2523,2021-05-17 06:16:19
19865,LinkedIn,160019,38356,0.2397,2022-01-20 12:47:31
21950,LinkedIn,128248,28104,0.2191,2022-02-10 07:16:19
26305,Twitter,97225,16045,0.165,2020-02-18 08:36:35
4418,LinkedIn,15077,3475,0.2305,2024-04-30 13:48:37
4470,Instagram,175250,45235,0.2581,2022-07-07 10:59:33
3606,Facebook,102619,6092,0.0594,2022-10-16 09:54:05
6299,Twitter,100597,7352,0.0731,2023-07-03 11:58:46
6700,LinkedIn,92993,5333,0.0573,2019-01-22 00:56:50
18625,Instagram,36663,2488,0.0679,2018-09-19 11:12:47
14364,Instagram,77887,14355,0.1843,2022-02-26 05:58:30
28117,Facebook,146727,10061,0.0686,2024-08-30 16:50:00
1573,Twitter,156796,30751,0.1961,2021-02-09 23:30:45
13343,Facebook,153888,35732,0.2322,2023-03-06 04:10:17
790,Twitter,137875,19209,0.1393,2022-04-03 18:04:19
1166,Twitter,100450,14524,0.1446,2020-12-13 14:05:20
3425,LinkedIn,136023,7383,0.0543,2019-10-02 23:37:44
22703,Facebook,7338,812,0.1107,2018-12-09 08:00:02
25571,Twitter,103109,14952,0.145,2024-03-29 02:05:03
12832,LinkedIn,159325,37916,0.238,2018-08-20 22:04:50
27564,Instagram,107870,4778,0.0443,2024-06-10 15:17:57
12320,Facebook,159525,18513,0.1161,2024-06-24 21:51:40
27287,LinkedIn,107470,15634,0.1455,2018-07-02 11:48:13
20604,LinkedIn,144895,17232,0.1189,2020-03-02 12:52:13
12874,LinkedIn,43457,1216,0.028,2024-05-23 10:55:04
13136,Instagram,16339,2594,0.1588,2019-04-12 01:51:16
13032,Twitter,20253,1667,0.0823,2022-12-04 22:33:48
10481,Instagram,75780,18007,0.2376,2023-04-11 00:04:41
3099,Facebook,184765,29171,0.1579,2019-11-14 21:21:29
2668,LinkedIn,131150,13789,0.1051,2019-09-18 14:11:41
6279,Twitter,130741,34602,0.2647,2024-05-25 02:37:29
10131,Instagram,147641,15708,0.1064,2020-07-14 20:32:08
14382,Instagram,150082,32325,0.2154,2019-12-10 14:43:57
1989,LinkedIn,12273,1730,0.141,2021-12-29 02:59:20
29980,Twitter,48501,5329,0.1099,2019-08-31 11:39:59
28724,LinkedIn,45409,5997,0.1321,2021-03-13 11:10:18
19074,Facebook,105221,25865,0.2458,2019-09-24 14:27:38
10371,Twitter,106134,24398,0.2299,2023-02-28 21:31:11
4195,Facebook,18587,937,0.0504,2019-05-08 14:42:05
20955,Twitter,167787,31269,0.1864,2020-06-07 10:07:01
8999,Facebook,95052,3867,0.0407,2020-10-29 14:43:34
24106,Facebook,21316,4700,0.2205,2022-07-26 04:24:45
13342,Facebook,103120,11456,0.1111,2021-08-19 10:35:49
19097,Instagram,133984,25025,0.1868,2024-07-23 06:21:58
20961,Twitter,28932,4739,0.1638,2024-02-14 09:42:54
25841,Facebook,23111,2180,0.0943,2020-03-26 09:09:02
23055,LinkedIn,84928,23047,0.2714,2019-03-01 12:28:40
2341,Instagram,145995,42982,0.2944,2024-11-30 08:38:07
16621,LinkedIn,23476,4764,0.2029,2023-12-01 06:46:19
6579,Twitter,107056,27759,0.2593,2023-12-19 19:55:35
10183,Facebook,89305,3387,0.0379,2019-08-27 07:45:09
18673,LinkedIn,163030,23925,0.1468,2020-08-11 21:55:43
1032,Twitter,90902,15672,0.1724,2022-01-25 22:53:30
29680,Twitter,184414,48506,0.263,2018-07-30 15:51:35
26281,Facebook,56486,9912,0.1755,2019-02-02 21:55:35
7488,Facebook,108703,18280,0.1682,2020-03-26 09:49:11
8808,Facebook,193576,41647,0.2151,2021-03-03 21:20:42
6676,Twitter,17020,1499,0.0881,2019-04-11 01:10:57
5300,LinkedIn,105932,12814,0.121,2022-03-18 05:56:30
27030,Twitter,112821,22528,0.1997,2023-06-12 01:49:50
19683,Twitter,199021,41668,0.2094,2019-07-08 05:49:06
29448,Instagram,76558,1895,0.0248,2021-06-11 21:50:43
18187,Instagram,170393,29475,0.173,2023-10-19 12:18:10
9363,Instagram,140496,39038,0.2779,2018-01-16 07:33:53
2697,Twitter,169281,45467,0.2686,2018-07-12 07:07:47
10044,Instagram,25957,4113,0.1585,2023-11-25 01:34:19
25540,LinkedIn,162884,14140,0.0868,2021-11-20 05:49:51
4943,Instagram,635,168,0.2646,2022-03-15 03:24:53
8317,Instagram,80184,19416,0.2421,2023-02-23 05:20:18
25126,LinkedIn,122763,18214,0.1484,2018-02-13 09:56:58
3413,Facebook,185528,14427,0.0778,2021-01-06 02:20:56
21030,Twitter,156802,34160,0.2179,2024-07-07 05:39:39
14574,Twitter,157337,17680,0.1124,2022-01-11 21:52:07
433,Instagram,83089,17221,0.2073,2018-04-23 00:35:14
28404,Twitter,50509,3001,0.0594,2020-05-20 12:00:15
8771,Instagram,156811,24659,0.1573,2020-03-10 05:08:10
214,Facebook,77920,18815,0.2415,2021-10-13 04:46:26
4710,Instagram,177858,32442,0.1824,2020-11-19 12:35:53
16722,Instagram,87618,15922,0.1817,2024-12-03 09:20:20
23509,Twitter,117334,7333,0.0625,2019-03-15 16:56:00
4235,Facebook,187918,41616,0.2215,2020-06-06 12:34:29
13640,Twitter,68527,7793,0.1137,2018-09-08 00:30:00
29722,LinkedIn,36418,7816,0.2146,2024-10-06 09:23:30
29431,LinkedIn,8330,1797,0.2157,2021-03-11 10:34:08
22444,LinkedIn,10021,303,0.0302,2022-03-20 04:01:51
3914,Instagram,130962,34449,0.263,2020-10-30 16:55:51
5472,Instagram,163459,44096,0.2698,2021-07-25 10:31:12
11256,Instagram,67345,9128,0.1355,2021-03-13 19:28:42
1989,LinkedIn,119014,15488,0.1301,2018-10-25 02:14:23
15723,Facebook,26851,6035,0.2248,2019-08-03 17:28:22
15527,LinkedIn,85308,7211,0.0845,2023-07-26 03:16:18
23346,Facebook,168590,18022,0.1069,2019-09-14 17:45:15
1171,LinkedIn,152777,9058,0.0593,2021-03-15 15:11:10
15576,Facebook,103406,11586,0.112,2021-09-16 08:59:47
16454,Instagram,148583,35325,0.2377,2021-10-20 00:23:53
28827,Twitter,89612,3604,0.0402,2019-01-27 11:49:17
29473,Twitter,129887,33298,0.2564,2024-06-17 14:30:24
18296,LinkedIn,75239,20080,0.2669,2019-06-04 09:12:48
26530,Instagram,50717,13006,0.2564,2023-12-16 20:24:49
7931,Twitter,5411,1340,0.2476,2018-04-10 14:49:12
5733,LinkedIn,25497,875,0.0343,2024-10-26 09:34:01
1680,LinkedIn,68798,20003,0.2907,2018-10-23 17:02:15
2868,Facebook,167724,24230,0.1445,2021-02-03 06:33:33
3070,Twitter,185709,24318,0.1309,2019-07-07 03:54:51
12781,LinkedIn,55560,1847,0.0332,2021-10-14 06:01:37
14913,Twitter,109026,18148,0.1665,2020-09-08 03:57:17
17879,Facebook,81365,13996,0.172,2020-08-02 00:55:48
26575,LinkedIn,81093,18643,0.2299,2024-07-23 14:34:18
25494,LinkedIn,122310,18319,0.1498,2019-06-12 03:11:23
10301,LinkedIn,37400,1670,0.0447,2018-10-06 07:32:23
12603,Instagram,191359,20742,0.1084,2023-05-09 22:14:52
2523,Instagram,773,21,0.0272,2023-01-10 10:35:07
317,Twitter,119995,6816,0.0568,2021-01-08 08:48:28
9079,Instagram,167448,26529,0.1584,2020-12-18 17:56:30
27822,Instagram,19339,2522,0.1304,2022-03-04 13:01:05
17659,Facebook,61839,8385,0.1356,2018-10-19 11:10:34
19180,LinkedIn,130348,22176,0.1701,2020-06-27 09:47:15
19126,Twitter,166829,45988,0.2757,2024-11-24 08:05:49
24775,LinkedIn,4596,272,0.0592,2020-03-29 21:59:17
2970,LinkedIn,20821,4410,0.2118,2019-09-21 10:21:46
6373,LinkedIn,74665,18403,0.2465,2019-03-15 16:08:12
28259,Twitter,54851,3040,0.0554,2023-09-23 15:03:20
18676,LinkedIn,74834,3163,0.0423,2023-05-07 20:32:28
22750,Twitter,159395,7884,0.0495,2018-07-11 17:51:59
26936,LinkedIn,62680,17033,0.2717,2022-08-22 00:10:32
15938,Facebook,109235,29343,0.2686,2020-06-10 05:02:32
17161,Twitter,177570,25540,0.1438,2018-07-07 09:02:40
11445,Instagram,69343,15082,0.2175,2024-06-23 23:25:55
26003,Facebook,49659,8627,0.1737,2024-07-01 21:50:18
13407,Twitter,71541,12328,0.1723,2019-11-23 06:48:41
420,Instagram,101021,14454,0.1431,2019-11-19 17:32:50
18057,LinkedIn,100701,4811,0.0478,2024-04-26 13:30:20
29422,Instagram,183405,22973,0.1253,2024-08-08 20:22:39
28468,LinkedIn,186631,18542,0.0994,2020-10-09 20:26:15
12480,Twitter,198157,58614,0.2958,2021-01-18 03:13:05
26595,Facebook,137571,4879,0.0355,2024-11-04 01:20:17
7010,Instagram,71384,19686,0.2758,2023-03-12 19:54:19
21885,Instagram,154797,42847,0.2768,2022-10-20 03:49:08
18864,Twitter,113778,21745,0.1911,2020-01-06 00:14:24
17867,Instagram,160315,38952,0.243,2018-08-17 19:30:15
26749,LinkedIn,109579,20319,0.1854,2020-06-12 23:23:30
9443,Twitter,36423,4114,0.113,2022-12-27 04:03:12
2302,Facebook,180009,19983,0.111,2023-09-08 15:22:06
25860,Facebook,59728,3147,0.0527,2024-12-08 15:58:55
25084,Facebook,68654,9062,0.132,2023-01-25 21:22:39
15041,LinkedIn,181193,11990,0.0662,2020-04-08 23:37:20
3492,Twitter,72519,15491,0.2136,2023-04-16 15:26:59
21674,LinkedIn,14536,2685,0.1847,2024-08-25 02:22:22
25008,LinkedIn,51143,1650,0.0323,2022-10-23 14:48:48
8044,Twitter,77038,5568,0.0723,2024-02-25 21:46:43
5312,LinkedIn,100838,4780,0.0474,2020-12-31 10:58:23
17819,Facebook,170353,39703,0.2331,2019-04-16 16:27:44
8384,Facebook,94941,18817,0.1982,2024-02-08 09:02:23
10802,Facebook,194240,14551,0.0749,2024-02-18 04:43:35
21031,Facebook,159288,6813,0.0428,2018-09-03 18:45:42
3783,LinkedIn,114976,29964,0.2606,2020-02-26 21:35:21
28287,Instagram,81794,15182,0.1856,2022-05-03 14:52:24
17002,Twitter,140482,19095,0.1359,2018-11-01 07:03:43
18245,LinkedIn,73501,15974,0.2173,2023-05-29 22:13:10
13718,Twitter,42160,11031,0.2616,2023-03-06 08:10:25
27012,LinkedIn,179873,41629,0.2314,2020-02-14 10:04:34
12155,Instagram,28077,958,0.0341,2019-10-31 03:25:27
29359,LinkedIn,53603,13600,0.2537,2024-09-30 15:25:02
20610,Twitter,38558,5773,0.1497,2018-02-28 15:30:53
7845,Instagram,132078,12161,0.0921,2020-09-03 12:58:37
16377,LinkedIn,127599,2823,0.0221,2018-12-15 14:21:47
5263,Instagram,84547,14267,0.1687,2019-03-21 16:17:52
3642,Facebook,51154,12647,0.2472,2021-05-01 14:08:48
17166,Twitter,142052,10420,0.0734,2022-07-21 05:20:57
17637,Instagram,15226,1150,0.0755,2023-07-29 07:38:58
27827,Facebook,79545,18545,0.2331,2020-02-22 08:25:01
21715,Instagram,2585,476,0.1841,2023-08-30 06:50:35
22771,LinkedIn,194423,20511,0.1055,2019-06-07 01:22:49
524,Instagram,69718,1753,0.0251,2018-05-27 17:28:04
6064,Facebook,604,127,0.2103,2022-02-19 06:05:18
26579,LinkedIn,25808,7737,0.2998,2021-11-20 19:29:58
13326,LinkedIn,140765,29696,0.211,2018-09-05 21:26:09
18517,LinkedIn,143753,7286,0.0507,2022-04-05 12:28:09
22635,Twitter,96279,27770,0.2884,2023-08-22 22:28:49
28891,Facebook,125400,33382,0.2662,2023-01-08 00:39:14
22927,Facebook,23890,5849,0.2448,2024-07-04 22:57:13
27620,Twitter,119821,28890,0.2411,2018-08-20 10:02:25
15871,LinkedIn,130115,7806,0.06,2023-04-17 18:49:12
7876,LinkedIn,97169,19907,0.2049,2022-04-30 02:20:54
21605,LinkedIn,58013,16281,0.2806,2024-05-03 20:30:00
12054,Twitter,137833,33630,0.244,2023-07-22 04:32:39
2078,Instagram,182025,34472,0.1894,2018-06-16 09:04:18
10166,Twitter,109188,29591,0.271,2021-09-26 13:01:39
21127,LinkedIn,157085,11359,0.0723,2024-12-13 16:45:05
18736,Twitter,183159,13024,0.0711,2024-06-10 00:18:32
28778,Facebook,76118,6813,0.0895,2024-08-17 16:49:35
2486,LinkedIn,99282,8044,0.081,2020-02-25 16:00:17
8751,Instagram,101666,29359,0.2888,2021-10-05 18:59:06
17456,Instagram,15761,3867,0.2454,2021-07-26 08:40:41
4078,Instagram,30300,2521,0.0832,2018-08-26 02:12:24
23288,LinkedIn,104809,29593,0.2824,2022-04-22 13:44:14
7042,LinkedIn,43585,11953,0.2742,2019-04-02 01:52:07
20446,Facebook,123030,14828,0.1205,2024-11-13 12:11:47
6324,Instagram,48657,3093,0.0636,2018-02-26 16:26:31
2023,Facebook,24436,2897,0.1186,2018-03-13 21:58:07
27857,Facebook,12593,3574,0.2838,2020-09-23 18:51:43
4645,Instagram,52009,5614,0.1079,2020-01-30 00:29:51
22973,LinkedIn,60585,6323,0.1044,2018-04-20 08:41:44
27522,Facebook,79099,13751,0.1738,2023-10-11 12:00:38
26210,Instagram,185379,9600,0.0518,2021-03-13 20:19:05
14420,Twitter,180754,4465,0.0247,2024-12-04 23:26:57
15477,Instagram,144592,33195,0.2296,2023-10-20 03:40:00
10797,Instagram,128810,9535,0.074,2019-07-15 10:50:53
29663,Twitter,96650,26044,0.2695,2023-10-28 01:06:50
15702,Instagram,4238,1240,0.2926,2021-07-28 06:45:54
15241,Twitter,16493,3048,0.1848,2019-06-15 08:09:52
15821,Facebook,140853,29813,0.2117,2020-09-30 05:35:03
22056,Facebook,160857,34504,0.2145,2019-07-20 21:49:46
16187,Facebook,108327,6201,0.0572,2022-01-04 05:41:04
4451,Twitter,42319,1759,0.0416,2024-01-11 20:17:56
20836,Twitter,104060,14221,0.1367,2021-02-07 03:04:30
25146,Facebook,158154,23357,0.1477,2019-03-04 15:21:01
29956,LinkedIn,85805,3796,0.0442,2024-04-16 01:00:15
4027,Facebook,16910,4904,0.29,2022-03-26 23:38:49
14949,Twitter,175957,20470,0.1163,2022-01-07 15:30:46
10607,Facebook,29787,5500,0.1846,2024-05-13 08:41:06
21263,LinkedIn,62468,16730,0.2678,2021-05-24 09:48:37
8115,Facebook,189229,23438,0.1239,2020-04-07 09:42:12
18250,Facebook,144237,29810,0.2067,2020-03-25 02:00:04
4291,Facebook,167948,50357,0.2998,2020-11-09 04:04:26
14138,Facebook,129218,12772,0.0988,2018-03-18 07:29:19
