user_id,acquisition_channel,acquisition_cost,time_to_convert_days,converted,signup_date
5939,Organic,2558,36,No,2019-02-17 13:07:02
10523,Referral,4359,39,No,2020-07-28 01:43:22
28725,Paid Search,1298,22,Yes,2022-10-10 00:39:47
21691,Paid Search,1727,42,Yes,2023-09-07 10:20:26
13147,Referral,1737,30,Yes,2024-08-12 10:57:53
27370,Social,279,39,Yes,2021-11-13 23:36:14
13937,Social,728,20,Yes,2022-04-03 14:42:19
1282,Paid Search,2199,15,No,2018-09-02 06:26:21
15600,Referral,1197,8,Yes,2018-03-02 18:43:54
26502,Organic,448,32,Yes,2020-03-18 19:42:17
12042,Social,3474,16,No,2020-11-05 11:42:21
14635,Organic,4912,2,No,2019-07-25 01:26:13
15963,Referral,4857,11,No,2024-06-24 21:08:08
4949,Referral,1135,35,Yes,2020-01-19 11:09:50
16783,Paid Search,378,36,Yes,2018-12-21 14:04:33
16443,Paid Search,2247,18,No,2021-04-21 21:48:34
12702,Referral,1718,30,Yes,2021-08-22 02:06:42
15081,Paid Search,340,11,Yes,2018-04-05 22:43:20
1249,Social,908,34,Yes,2022-03-30 16:11:25
28962,Organic,586,26,Yes,2021-12-20 03:08:14
29904,Paid Search,1122,6,Yes,2024-09-03 23:27:26
4531,Paid Search,734,40,Yes,2022-06-17 23:22:12
7137,Social,2954,17,No,2020-04-23 08:22:37
14269,Paid Search,3150,17,No,2020-09-28 19:35:19
1689,Paid Search,3710,41,No,2019-08-26 16:31:33
10157,Paid Search,1899,36,Yes,2020-10-25 19:46:45
7014,Organic,3022,8,No,2023-12-25 21:51:32
17884,Organic,4595,10,No,2019-09-06 15:03:03
23242,Referral,2592,8,No,2024-11-22 09:55:41
19927,Referral,856,16,Yes,2020-10-12 20:32:14
16658,Organic,737,35,Yes,2021-05-17 05:16:11
14598,Paid Search,2230,22,No,2019-08-07 19:02:31
3341,Organic,3642,22,No,2024-08-25 16:35:32
6133,Paid Search,1406,3,Yes,2021-11-24 13:25:11
5223,Organic,3367,6,No,2018-03-26 18:58:18
2426,Referral,3179,37,No,2022-12-03 02:53:58
25607,Referral,2958,20,No,2021-03-04 01:09:28
573,Organic,4198,0,No,2020-05-25 05:21:36
15651,Social,3742,36,No,2018-11-17 11:08:33
23759,Organic,1230,19,Yes,2019-12-27 09:51:58
9666,Referral,3040,26,No,2021-09-26 17:03:22
9585,Organic,4859,14,No,2024-05-05 11:01:36
24542,Social,4147,21,No,2019-11-15 04:30:17
2579,Organic,2391,7,No,2021-09-16 00:59:01
16483,Paid Search,4610,20,No,2023-12-22 14:49:28
9520,Organic,2992,23,No,2019-02-24 12:14:41
20045,Referral,2902,17,No,2019-10-22 09:46:04
21653,Organic,1724,25,Yes,2021-11-02 11:50:53
7069,Social,4552,20,No,2019-02-03 12:57:53
11628,Organic,2378,25,No,2021-01-02 18:53:54
9169,Paid Search,4179,12,No,2023-12-22 23:08:01
27491,Organic,636,33,Yes,2023-06-18 07:31:37
29416,Referral,3359,3,No,2018-10-12 21:34:06
16128,Referral,3862,40,No,2019-12-06 04:12:55
23407,Referral,664,19,Yes,2019-09-18 14:43:16
1605,Social,4111,43,No,2021-04-07 01:38:49
7330,Social,4305,14,No,2024-07-13 16:32:07
11938,Social,1246,14,Yes,2019-06-23 05:47:19
6675,Referral,4579,28,No,2023-06-10 22:18:34
7539,Social,3829,10,No,2023-11-22 08:12:39
20164,Referral,2730,13,No,2020-01-09 14:45:42
15205,Paid Search,1668,1,Yes,2019-07-16 23:37:09
1076,Paid Search,4184,38,No,2022-04-07 19:58:13
12193,Social,806,18,Yes,2019-03-31 05:18:39
6597,Referral,3823,26,No,2022-08-09 02:31:49
4122,Referral,4327,0,No,2024-01-18 20:11:46
13792,Paid Search,1522,32,Yes,2023-09-05 09:19:47
29601,Paid Search,4725,14,No,2018-04-04 11:33:05
3508,Referral,1588,38,Yes,2021-12-23 18:42:40
3256,Paid Search,4911,24,No,2024-05-04 08:43:04
4554,Paid Search,4367,11,No,2023-02-26 13:32:28
15633,Paid Search,3859,29,No,2024-12-11 07:23:49
8011,Organic,2358,23,No,2021-07-29 18:30:45
19286,Paid Search,799,13,Yes,2018-01-07 17:22:51
26523,Paid Search,792,0,Yes,2023-09-02 17:20:55
9083,Paid Search,1957,5,Yes,2018-09-29 16:54:40
22374,Organic,214,26,Yes,2020-08-30 06:23:39
9056,Organic,1612,23,Yes,2022-04-30 03:26:55
3662,Paid Search,3946,1,No,2021-01-09 20:04:56
14690,Organic,3314,21,No,2024-10-03 04:05:42
5722,Social,4904,43,No,2020-02-16 09:40:42
12381,Social,4264,25,No,2020-05-22 14:58:09
8563,Referral,1764,42,Yes,2019-11-19 06:48:29
10896,Referral,2100,32,No,2018-01-21 03:13:45
2135,Organic,2524,15,No,2020-08-18 03:22:35
15328,Paid Search,1987,42,Yes,2024-02-11 10:08:45
17597,Paid Search,4275,30,No,2024-06-12 14:26:34
25081,Paid Search,3420,8,No,2018-07-28 20:43:16
27047,Referral,2909,12,No,2022-05-31 10:36:28
1290,Referral,3114,10,No,2019-07-03 01:16:26
12462,Referral,4948,24,No,2019-04-22 05:39:16
6665,Paid Search,674,15,Yes,2018-02-24 10:36:12
13331,Organic,1170,38,Yes,2018-07-20 13:55:50
18358,Referral,1253,28,Yes,2020-09-26 00:26:57
1725,Organic,2575,9,No,2024-03-01 12:06:55
3244,Organic,3510,5,No,2021-08-09 12:07:59
14308,Paid Search,4250,29,No,2023-12-15 12:54:05
1133,Referral,1031,19,Yes,2022-03-10 01:33:32
20486,Organic,4329,27,No,2021-04-12 04:28:01
3580,Social,1038,20,Yes,2021-03-02 23:07:06
9165,Organic,1701,36,Yes,2020-12-23 13:34:35
9504,Paid Search,3848,24,No,2022-08-03 14:04:49
18507,Referral,4673,40,No,2023-02-11 01:02:07
22107,Referral,2951,7,No,2023-05-30 02:05:17
24271,Social,846,16,Yes,2019-08-11 13:35:19
126,Social,2456,9,No,2018-01-31 13:52:48
25722,Paid Search,2464,20,No,2021-11-22 23:04:44
21839,Paid Search,2958,15,No,2018-10-01 19:20:58
7430,Organic,3292,15,No,2022-10-11 18:48:46
12910,Referral,1529,44,Yes,2021-10-23 11:06:01
10314,Paid Search,4978,3,No,2020-01-22 21:47:17
3860,Social,4772,14,No,2020-08-20 04:00:50
2561,Paid Search,3438,31,No,2019-12-07 19:58:28
29784,Paid Search,4327,12,No,2018-07-04 01:32:18
16892,Social,502,34,Yes,2018-11-06 21:43:53
20594,Referral,3601,32,No,2020-01-11 17:31:17
1920,Referral,1291,30,Yes,2021-08-18 08:33:31
10003,Organic,1103,3,Yes,2024-07-25 18:13:51
9349,Referral,2372,34,No,2022-08-20 08:35:18
9230,Social,4209,7,No,2023-10-19 05:33:27
13449,Social,2078,1,No,2021-08-17 19:17:56
10414,Social,1015,44,Yes,2023-07-06 19:02:03
9739,Referral,3092,42,No,2019-07-10 21:27:46
3643,Referral,3912,17,No,2024-10-10 08:19:48
25326,Paid Search,2964,5,No,2023-05-16 07:03:32
2906,Paid Search,1313,35,Yes,2023-02-27 23:36:48
11201,Organic,2478,25,No,2019-04-08 15:50:30
28168,Referral,3007,35,No,2024-09-23 10:34:47
22808,Organic,2189,10,No,2021-12-11 21:16:28
15588,Social,2381,27,No,2019-06-30 09:17:20
19965,Social,3510,15,No,2021-09-06 11:10:41
24349,Paid Search,3786,39,No,2022-01-06 14:09:07
14513,Organic,1612,13,Yes,2023-08-11 10:26:28
12467,Social,2232,31,No,2019-05-08 07:25:33
6742,Social,2375,44,No,2021-06-08 10:52:30
17495,Referral,4100,15,No,2021-02-21 08:01:07
5057,Referral,1157,31,Yes,2020-06-11 11:20:01
28848,Paid Search,4155,33,No,2023-11-15 07:08:26
142,Paid Search,4262,20,No,2024-04-18 01:21:54
14073,Referral,1881,5,Yes,2024-08-13 12:20:48
22675,Social,4944,25,No,2020-11-21 20:30:13
12477,Organic,3591,15,No,2024-11-08 04:22:39
25990,Social,3225,28,No,2023-05-08 09:26:03
2540,Organic,337,6,Yes,2019-04-24 04:35:44
27073,Referral,3322,34,No,2019-07-23 06:45:06
11378,Referral,4916,33,No,2019-02-19 14:06:19
15253,Paid Search,2406,13,No,2022-07-25 05:54:36
3495,Referral,1522,11,Yes,2022-07-31 04:55:38
16880,Paid Search,4297,3,No,2020-08-19 15:13:15
11744,Social,4584,13,No,2019-08-23 05:19:46
27621,Organic,4807,32,No,2024-09-17 10:43:15
19126,Organic,4235,26,No,2024-06-06 14:12:34
10119,Social,912,20,Yes,2024-11-13 08:20:37
24665,Social,4277,19,No,2023-06-11 10:18:15
460,Organic,3880,40,No,2018-06-29 07:22:19
17714,Social,2801,29,No,2022-12-19 11:52:42
9844,Referral,4155,0,No,2018-03-26 06:45:44
6854,Organic,409,6,Yes,2019-01-30 18:50:16
23009,Organic,523,20,Yes,2020-10-28 08:35:11
28779,Social,793,23,Yes,2023-03-22 10:26:43
9046,Paid Search,1198,21,Yes,2018-09-22 05:52:20
2082,Paid Search,3244,6,No,2018-09-05 03:27:14
2502,Social,4395,0,No,2019-10-05 20:23:26
28060,Referral,4744,6,No,2023-05-22 16:22:48
9844,Referral,3060,39,No,2018-07-10 21:23:03
1503,Organic,728,6,Yes,2022-10-15 14:17:44
29539,Organic,619,12,Yes,2019-02-20 09:30:34
3188,Social,4137,29,No,2021-01-19 23:41:01
18694,Referral,1873,37,Yes,2019-05-30 07:50:43
22317,Organic,2834,38,No,2023-03-30 23:44:18
2771,Social,4228,18,No,2024-01-28 15:32:08
15619,Referral,595,32,Yes,2024-11-08 02:11:05
18476,Paid Search,1877,34,Yes,2023-09-05 01:31:07
23343,Organic,1904,44,Yes,2019-09-16 02:52:48
26068,Social,3468,14,No,2020-12-16 00:08:40
2369,Referral,923,13,Yes,2018-12-19 16:58:28
22442,Paid Search,2080,15,No,2019-01-09 13:28:50
18784,Social,4079,27,No,2022-11-09 21:06:17
15164,Referral,679,42,Yes,2019-08-06 04:45:04
16035,Organic,880,9,Yes,2018-06-14 16:22:35
14320,Social,1674,16,Yes,2020-10-25 10:47:22
7135,Referral,2532,30,No,2022-01-27 16:23:51
7667,Referral,1071,38,Yes,2023-09-25 09:07:34
13371,Organic,4058,30,No,2023-08-24 04:20:42
22971,Social,2475,16,No,2020-10-15 13:20:46
20476,Referral,4852,0,No,2021-05-17 21:27:57
29962,Social,531,4,Yes,2019-12-28 03:26:42
10688,Social,3857,4,No,2020-08-30 17:36:24
9690,Organic,1844,22,Yes,2022-08-15 06:50:39
21613,Organic,2084,7,No,2024-07-22 19:42:11
12692,Social,2942,40,No,2021-12-12 19:33:48
1699,Referral,3113,14,No,2022-03-24 23:07:10
22962,Organic,3894,19,No,2022-05-03 11:01:39
17361,Paid Search,3764,4,No,2022-03-31 19:28:09
17794,Paid Search,4215,10,No,2018-06-06 03:56:50
2760,Referral,3472,14,No,2020-03-09 15:46:46
29001,Social,883,27,Yes,2019-12-09 14:17:04
20126,Social,4648,17,No,2020-10-16 13:26:56
2505,Organic,4572,8,No,2021-10-12 05:13:35
11030,Organic,4767,6,No,2019-04-25 21:25:31
28708,Social,4353,40,No,2024-08-10 16:56:24
4793,Social,4943,20,No,2023-06-22 23:03:54
8597,Paid Search,4401,32,No,2020-10-02 01:12:56
5947,Paid Search,1657,28,Yes,2021-11-04 05:43:36
3717,Paid Search,2097,1,No,2019-11-03 17:11:36
26397,Organic,4698,35,No,2023-02-01 10:07:00
1538,Paid Search,949,33,Yes,2018-06-13 13:35:53
11263,Referral,1711,18,Yes,2024-06-06 01:53:54
5568,Organic,4280,1,No,2020-08-19 03:01:27
24651,Referral,4258,27,No,2019-10-11 06:58:01
24704,Paid Search,4634,38,No,2022-03-07 15:57:06
15265,Organic,3577,4,No,2019-10-12 21:50:58
14276,Paid Search,3409,22,No,2020-04-28 13:25:26
14247,Referral,2911,10,No,2021-05-15 20:28:51
3091,Referral,1111,22,Yes,2019-10-14 20:04:15
5165,Organic,995,9,Yes,2019-05-10 03:34:54
11210,Social,1420,32,Yes,2018-03-28 14:26:54
6393,Social,2621,7,No,2021-10-03 13:56:56
5097,Paid Search,1240,22,Yes,2024-01-16 08:12:48
27113,Referral,422,38,Yes,2018-09-16 22:00:45
7804,Organic,2299,30,No,2019-08-26 00:07:37
11781,Referral,2135,35,No,2024-02-10 02:08:07
3276,Social,3511,9,No,2024-06-07 02:47:24
1822,Social,1685,25,Yes,2023-12-17 20:57:18
7750,Social,2727,6,No,2023-09-07 11:14:25
19861,Referral,1757,10,Yes,2024-10-24 20:18:01
24890,Referral,2400,25,No,2019-02-08 07:15:46
25847,Social,2000,33,No,2019-03-27 07:26:15
13838,Organic,2205,34,No,2020-10-31 08:06:01
9654,Referral,3673,32,No,2024-11-30 14:15:06
16264,Organic,1338,6,Yes,2019-11-04 08:12:21
11663,Organic,4858,40,No,2018-07-29 03:55:13
17726,Organic,1706,44,Yes,2018-02-22 08:26:49
984,Social,1521,37,Yes,2024-05-26 13:32:05
26035,Organic,467,32,Yes,2019-11-17 20:31:34
26977,Social,4131,13,No,2024-01-26 18:35:55
16717,Organic,2388,10,No,2020-04-27 10:06:50
7388,Paid Search,1812,20,Yes,2018-10-18 06:22:09
8662,Referral,1727,14,Yes,2020-07-23 12:54:25
2168,Paid Search,278,31,Yes,2018-01-22 08:09:03
9533,Referral,922,34,Yes,2018-05-29 07:59:42
28382,Organic,2079,33,No,2020-01-07 04:07:32
12068,Organic,349,16,Yes,2018-12-21 08:03:01
9307,Paid Search,836,3,Yes,2023-11-24 07:23:01
7137,Paid Search,4481,12,No,2018-10-02 08:25:29
4160,Social,2794,18,No,2018-02-07 05:29:38
29671,Social,526,8,Yes,2024-12-26 15:26:10
14274,Social,4145,14,No,2023-03-27 03:22:30
24885,Referral,281,5,Yes,2023-09-06 20:37:11
23974,Referral,4891,21,No,2020-02-21 23:31:41
22559,Organic,2596,18,No,2021-05-04 21:30:48
20990,Referral,3350,8,No,2021-03-01 16:00:41
21627,Organic,257,14,Yes,2022-10-09 03:32:11
11125,Organic,1423,39,Yes,2021-02-02 10:17:21
19086,Organic,823,1,Yes,2021-02-24 16:06:09
20198,Referral,1454,6,Yes,2019-08-12 05:09:27
22949,Social,2300,6,No,2018-04-29 07:53:51
1526,Referral,3467,12,No,2023-11-18 01:40:52
10942,Organic,4660,18,No,2021-08-14 00:58:50
3534,Social,2961,28,No,2021-06-16 08:56:05
9287,Social,3183,11,No,2023-07-17 00:44:55
9767,Paid Search,4281,0,No,2023-12-25 22:50:28
6220,Paid Search,4226,30,No,2024-10-06 02:51:09
8035,Paid Search,3926,22,No,2021-10-04 02:22:56
600,Referral,4842,21,No,2024-03-28 06:17:00
22038,Social,3264,2,No,2022-08-13 07:46:24
28950,Organic,2464,8,No,2022-12-29 14:41:32
3092,Organic,2590,18,No,2021-12-04 09:15:01
28133,Paid Search,3779,35,No,2024-03-07 21:27:04
20327,Referral,3653,29,No,2019-08-30 13:35:35
9292,Organic,2226,5,No,2020-02-24 03:56:39
28033,Paid Search,4450,27,No,2023-02-27 09:23:33
19988,Social,2636,25,No,2022-07-20 16:21:44
8476,Social,4479,19,No,2019-10-04 16:31:31
21088,Organic,3755,32,No,2018-08-14 06:14:56
8277,Organic,3242,41,No,2021-12-09 05:47:32
29883,Referral,3068,14,No,2018-11-20 06:04:16
28038,Social,4981,9,No,2024-10-25 05:39:22
25436,Referral,4921,28,No,2020-07-04 09:48:16
6896,Organic,3753,32,No,2022-04-28 21:25:12
20927,Social,4950,0,No,2021-12-01 12:53:31
28744,Organic,3236,21,No,2019-08-24 20:35:13
4134,Organic,4173,34,No,2024-04-06 11:56:06
27671,Social,1465,1,Yes,2024-01-27 09:06:41
28616,Referral,1668,7,Yes,2022-09-11 20:50:05
14917,Referral,713,0,Yes,2023-08-29 11:24:29
29553,Paid Search,4906,12,No,2024-08-31 06:52:42
9193,Social,2725,7,No,2024-12-11 07:41:20
1230,Referral,2135,29,No,2020-06-28 23:47:32
18579,Social,3443,2,No,2019-02-15 21:10:12
1722,Organic,1312,16,Yes,2024-01-31 12:48:41
6524,Referral,4369,39,No,2022-01-03 15:31:31
13656,Organic,4889,3,No,2022-09-20 12:43:00
22684,Organic,2145,35,No,2024-05-01 11:43:21
17478,Social,2734,15,No,2022-05-24 21:03:17
3114,Referral,719,22,Yes,2023-01-11 13:29:07
1429,Paid Search,4490,15,No,2020-08-02 06:10:53
3201,Referral,3384,13,No,2021-02-07 07:54:06
6410,Paid Search,2578,5,No,2024-07-05 07:58:48
1724,Social,262,36,Yes,2020-05-26 02:15:41
21712,Organic,4858,3,No,2024-12-24 22:06:48
26070,Organic,2414,20,No,2018-04-02 02:25:33
24998,Referral,2692,1,No,2019-04-28 03:11:45
18724,Referral,1298,21,Yes,2018-09-24 12:22:58
12144,Organic,913,23,Yes,2023-07-15 23:11:04
227,Organic,4879,33,No,2024-02-09 12:32:57
8938,Organic,2300,30,No,2024-11-06 02:36:30
22696,Organic,3291,4,No,2022-02-04 23:13:57
11559,Social,2679,4,No,2020-04-21 14:35:20
3405,Paid Search,3168,20,No,2018-12-04 16:57:24
5363,Paid Search,4001,34,No,2020-09-24 01:00:24
11518,Organic,3163,12,No,2018-05-15 13:36:56
24000,Paid Search,634,28,Yes,2021-02-14 18:04:57
14527,Organic,2882,1,No,2019-06-23 23:43:06
26685,Paid Search,1276,18,Yes,2023-03-18 05:22:19
28114,Referral,349,36,Yes,2024-08-14 17:54:01
23139,Social,1175,14,Yes,2022-04-18 17:43:35
12236,Paid Search,1964,36,Yes,2024-05-13 14:01:05
28299,Referral,2330,23,No,2022-09-10 09:17:51
6187,Paid Search,4848,38,No,2020-05-05 19:04:35
7424,Social,4884,14,No,2024-08-06 05:17:54
1454,Organic,819,7,Yes,2020-11-09 23:49:10
13156,Paid Search,2348,28,No,2022-05-04 08:32:41
5356,Social,4127,27,No,2022-08-03 06:34:32
16545,Organic,1085,6,Yes,2023-12-14 17:08:21
26340,Referral,2937,15,No,2018-07-17 13:13:45
2830,Paid Search,3840,38,No,2022-09-17 09:19:38
21444,Referral,3303,41,No,2020-05-15 23:44:56
6641,Social,3119,9,No,2024-04-12 10:49:06
20140,Paid Search,4819,28,No,2024-08-09 22:45:23
9110,Referral,2347,41,No,2022-08-25 10:31:42
28367,Organic,1099,12,Yes,2019-02-04 06:03:26
18029,Organic,1473,7,Yes,2024-07-15 22:34:50
23160,Paid Search,2504,14,No,2024-01-22 00:53:38
21049,Referral,4735,7,No,2019-07-29 02:01:32
14927,Paid Search,4918,26,No,2022-10-13 07:35:32
14652,Organic,2124,14,No,2019-08-17 02:38:36
6109,Organic,1959,33,Yes,2020-05-03 03:10:02
590,Social,4723,33,No,2022-06-01 13:37:19
15738,Social,3608,43,No,2019-04-07 19:55:09
7619,Social,3236,32,No,2024-07-11 19:47:49
1901,Referral,3240,13,No,2018-01-08 05:57:42
9801,Social,3172,1,No,2020-07-29 19:09:41
11973,Paid Search,4640,34,No,2022-04-14 17:59:01
4793,Social,4139,16,No,2024-10-21 01:44:39
21270,Organic,3452,36,No,2018-07-01 06:29:08
21081,Organic,1305,7,Yes,2021-08-23 10:41:57
24144,Social,2247,27,No,2020-02-01 11:20:58
6723,Paid Search,2178,11,No,2021-08-18 08:42:25
29131,Social,736,36,Yes,2024-11-17 14:55:10
20552,Referral,1103,3,Yes,2023-08-06 08:31:38
17471,Organic,1156,9,Yes,2022-08-02 14:27:37
28610,Paid Search,1394,41,Yes,2024-10-04 20:07:16
19277,Paid Search,2930,17,No,2022-07-27 12:24:36
13291,Social,788,34,Yes,2020-08-06 20:17:54
4053,Organic,1534,4,Yes,2022-10-07 00:33:18
23757,Organic,2884,36,No,2023-07-26 11:31:20
2478,Social,4265,21,No,2019-10-03 03:37:49
29498,Referral,1850,17,Yes,2023-02-06 16:48:41
6788,Social,1844,40,Yes,2023-04-13 20:41:03
21737,Organic,2041,4,No,2024-07-01 01:11:32
15214,Organic,930,8,Yes,2021-11-14 14:34:05
846,Paid Search,2495,30,No,2018-06-26 13:16:07
19972,Organic,3153,29,No,2021-05-06 11:28:23
21758,Social,3082,19,No,2020-08-04 17:38:34
29878,Social,318,18,Yes,2019-09-30 10:19:46
29968,Social,3154,28,No,2024-05-01 22:06:38
17961,Organic,271,36,Yes,2018-07-25 20:34:46
9253,Referral,3407,38,No,2018-05-29 17:59:45
22674,Organic,1444,21,Yes,2022-02-10 08:06:20
11986,Organic,793,14,Yes,2023-10-30 06:11:26
27339,Organic,4919,12,No,2020-01-01 08:33:05
16405,Organic,4972,39,No,2021-06-02 23:13:00
27468,Referral,4828,16,No,2018-12-06 17:23:20
26241,Social,497,29,Yes,2019-06-18 02:32:26
28046,Referral,4343,44,No,2022-06-30 05:26:05
28437,Organic,4981,17,No,2018-03-10 05:53:50
19809,Paid Search,4336,41,No,2020-06-01 08:31:32
29243,Social,362,16,Yes,2020-10-13 07:30:25
24848,Referral,3845,9,No,2024-06-10 18:16:58
21449,Organic,4404,11,No,2019-07-09 19:24:45
16718,Referral,3142,4,No,2018-08-08 02:55:28
2596,Paid Search,3343,22,No,2019-08-04 23:53:40
25135,Referral,2479,12,No,2020-07-16 17:12:51
26127,Paid Search,894,15,Yes,2020-02-11 05:32:29
27015,Referral,840,8,Yes,2019-08-13 03:33:10
20463,Paid Search,3527,10,No,2022-05-22 20:22:49
13524,Paid Search,2893,32,No,2021-10-15 03:21:53
24653,Social,508,28,Yes,2018-04-07 03:24:37
18447,Referral,4101,29,No,2022-09-09 01:52:09
11790,Social,666,3,Yes,2021-05-25 17:21:31
23783,Referral,2806,29,No,2018-02-03 03:14:59
27505,Social,1666,6,Yes,2022-02-12 07:33:59
16298,Social,1258,34,Yes,2023-03-29 00:47:54
12064,Organic,4891,30,No,2023-02-03 05:56:08
8344,Referral,3117,10,No,2019-11-15 19:53:27
26872,Referral,3556,29,No,2024-10-09 22:07:25
4811,Organic,1540,13,Yes,2019-06-09 09:23:36
13743,Paid Search,2880,43,No,2023-01-17 23:27:51
26838,Social,3705,42,No,2018-10-12 19:17:11
23641,Paid Search,4576,32,No,2024-08-15 11:52:06
29304,Referral,1021,33,Yes,2023-08-18 00:19:25
12168,Social,4482,17,No,2018-05-03 10:18:07
24464,Social,4654,36,No,2019-09-14 15:25:45
7929,Paid Search,907,37,Yes,2022-08-15 19:48:00
8013,Organic,3131,41,No,2019-11-03 22:01:29
16292,Social,1422,43,Yes,2020-11-04 03:30:50
22188,Social,247,13,Yes,2021-11-14 18:39:54
28651,Organic,3586,9,No,2021-04-15 21:44:22
4921,Social,501,19,Yes,2018-12-25 15:13:23
29757,Social,3323,6,No,2020-12-17 06:02:20
9790,Paid Search,291,33,Yes,2019-12-12 16:01:29
25837,Referral,3297,21,No,2021-11-29 01:27:41
26683,Referral,2573,16,No,2020-03-15 05:57:35
10226,Paid Search,3835,35,No,2022-05-24 05:17:16
1859,Paid Search,4741,34,No,2021-03-30 02:18:54
13203,Organic,4618,14,No,2024-08-12 07:48:09
17327,Referral,4783,44,No,2022-01-05 11:41:52
1873,Organic,766,18,Yes,2022-10-27 16:53:08
4415,Paid Search,638,32,Yes,2024-01-02 20:02:28
18950,Organic,1362,1,Yes,2018-07-15 14:57:19
16788,Referral,1682,5,Yes,2019-07-08 10:56:08
2324,Referral,2267,4,No,2019-04-05 12:04:22
9101,Referral,3538,38,No,2019-04-08 08:30:57
21782,Social,995,24,Yes,2022-02-03 21:54:19
12623,Organic,2119,1,No,2024-04-06 12:54:27
23925,Social,4192,26,No,2021-06-15 18:40:18
7389,Social,4426,7,No,2020-12-16 15:50:55
37,Social,1272,22,Yes,2018-10-25 17:46:29
16059,Organic,3821,3,No,2019-11-04 00:18:33
14806,Paid Search,2798,19,No,2019-11-11 23:01:40
4611,Referral,4288,16,No,2023-02-03 21:18:07
9538,Paid Search,3988,20,No,2020-01-11 13:57:37
12016,Paid Search,3431,22,No,2022-08-13 10:38:53
18576,Paid Search,3536,37,No,2023-01-02 00:25:15
10023,Paid Search,2732,3,No,2023-07-29 08:00:04
20388,Organic,4327,33,No,2019-01-29 04:06:28
28540,Organic,3413,16,No,2022-03-02 11:05:42
21331,Social,3257,43,No,2022-05-17 04:27:05
111,Paid Search,3805,42,No,2018-07-24 03:47:16
5892,Referral,1178,5,Yes,2023-02-04 18:42:37
3179,Paid Search,3131,44,No,2018-09-12 23:22:53
14761,Social,259,4,Yes,2019-10-29 09:26:49
190,Paid Search,4049,23,No,2019-09-22 02:19:48
8998,Referral,4012,1,No,2018-05-18 02:56:37
3661,Organic,1498,4,Yes,2018-09-08 18:55:55
29069,Referral,1230,35,Yes,2024-03-15 23:43:05
5160,Referral,776,16,Yes,2019-05-09 02:21:14
15281,Organic,3847,35,No,2024-06-09 10:52:26
19416,Paid Search,1715,43,Yes,2020-11-12 21:10:35
15510,Referral,4276,34,No,2019-11-10 06:17:30
15834,Referral,725,35,Yes,2019-05-09 13:47:39
13731,Paid Search,3986,25,No,2023-12-02 11:02:59
13491,Social,972,20,Yes,2022-10-12 18:38:31
7261,Referral,4843,11,No,2022-05-24 06:06:39
23799,Social,2086,24,No,2023-04-24 05:47:29
27213,Social,3929,8,No,2018-07-21 07:30:50
25113,Organic,1510,43,Yes,2021-06-26 15:47:20
10734,Organic,4590,31,No,2023-04-28 01:58:58
21201,Referral,1712,38,Yes,2021-01-08 15:51:34
16991,Paid Search,4773,36,No,2018-11-13 07:43:02
13261,Referral,4700,34,No,2022-10-19 14:24:44
18301,Social,4731,41,No,2020-10-12 06:35:49
5801,Paid Search,2459,3,No,2021-10-21 09:59:44
23998,Referral,4182,27,No,2022-02-22 10:52:48
6554,Paid Search,1927,14,Yes,2019-03-15 23:41:54
21420,Paid Search,4461,23,No,2021-07-10 20:57:41
26671,Referral,1569,44,Yes,2024-09-08 12:51:21
27786,Referral,1816,44,Yes,2021-09-27 15:03:28
3427,Organic,4847,12,No,2020-12-08 23:11:48
19547,Paid Search,741,11,Yes,2024-09-07 10:02:10
3048,Organic,2153,43,No,2019-08-21 17:13:47
19777,Social,635,16,Yes,2021-03-28 15:33:27
11125,Organic,1190,30,Yes,2019-07-15 22:47:15
4156,Paid Search,3624,41,No,2021-02-10 17:27:17
9687,Organic,3534,32,No,2022-06-20 13:18:19
18282,Paid Search,1443,10,Yes,2018-05-05 20:35:51
18877,Paid Search,4224,20,No,2021-03-13 11:16:13
12454,Organic,2971,44,No,2024-07-05 18:16:17
27724,Social,4946,17,No,2020-09-16 06:12:51
9217,Paid Search,4189,10,No,2021-12-12 11:10:59
12877,Social,517,2,Yes,2021-03-27 14:13:29
14987,Paid Search,4646,24,No,2018-05-07 09:37:39
5437,Referral,994,38,Yes,2018-05-05 00:11:34
10048,Organic,4046,28,No,2024-06-26 07:58:39
459,Paid Search,288,31,Yes,2020-01-04 11:47:11
10617,Referral,2193,33,No,2019-05-21 12:41:15
26075,Organic,491,5,Yes,2022-11-12 00:28:36
20693,Social,3941,29,No,2024-10-13 13:00:56
12375,Referral,1223,23,Yes,2023-01-17 21:14:06
5181,Organic,3824,44,No,2020-11-21 19:07:39
24874,Referral,3545,8,No,2024-06-25 00:08:34
16713,Organic,1352,28,Yes,2023-07-08 14:07:54
4764,Social,4559,9,No,2022-01-27 06:12:41
19732,Social,3906,31,No,2023-10-04 02:22:20
21115,Paid Search,3769,31,No,2018-02-21 21:00:36
17318,Organic,4932,33,No,2022-12-09 11:20:57
28434,Social,1412,20,Yes,2024-06-29 00:30:37
7195,Social,434,33,Yes,2018-04-03 10:09:14
7562,Social,2850,1,No,2023-02-20 14:34:03
20239,Organic,3189,44,No,2022-01-25 23:57:43
19363,Referral,4666,44,No,2020-07-06 16:16:11
13785,Organic,2650,2,No,2020-06-30 23:20:14
