respondent_id,brand_recall_score,purchase_intent_score,survey_channel,survey_date
7337,3,10,Online,2021-09-11 09:10:20
42267,2,4,Online,2022-10-05 09:26:12
30933,9,5,Online,2022-12-09 16:38:39
770,3,2,Offline,2021-08-27 12:01:51
30255,3,10,Offline,2022-10-20 17:16:52
11842,1,5,Offline,2022-11-26 10:55:05
25969,1,10,Online,2024-06-13 12:51:06
13073,3,4,Offline,2019-06-09 23:44:37
34344,6,2,Offline,2022-01-03 08:20:57
1173,1,9,Online,2023-03-21 02:31:19
13666,2,10,Offline,2018-12-09 22:09:01
20584,8,5,Offline,2019-02-18 13:21:00
44927,4,1,Offline,2021-10-19 16:24:06
43723,7,5,Online,2022-12-27 00:06:08
42462,8,3,Online,2023-04-18 17:21:16
4167,1,2,Online,2018-10-07 09:54:08
24235,1,4,Offline,2022-07-31 05:05:46
45839,7,5,Offline,2018-08-17 04:51:45
11605,10,2,Offline,2022-05-02 13:22:56
19967,8,4,Offline,2021-01-31 21:58:58
42715,2,3,Offline,2023-01-20 08:37:54
12761,3,8,Offline,2019-01-15 18:42:25
41870,9,2,Offline,2018-11-16 04:28:19
14605,1,2,Online,2021-04-13 17:43:36
17965,10,6,Online,2018-10-15 20:34:42
16944,8,6,Online,2022-06-12 13:50:18
34423,6,5,Online,2022-07-25 09:16:14
1100,9,4,Offline,2024-11-11 08:34:48
10676,7,9,Offline,2020-08-12 00:05:49
4993,3,5,Offline,2019-09-20 09:40:32
33640,4,3,Online,2024-10-12 00:07:56
10039,5,9,Offline,2019-11-21 17:11:03
16843,9,8,Offline,2021-07-29 18:23:09
19818,9,10,Online,2019-10-21 06:20:11
13877,7,4,Online,2019-08-05 08:04:28
388,4,1,Offline,2018-06-30 02:36:01
17211,3,6,Online,2024-01-21 07:57:20
41071,10,3,Offline,2024-06-04 18:27:36
11411,9,7,Offline,2019-11-12 10:48:23
21435,8,5,Online,2022-01-22 20:11:46
4820,1,1,Online,2023-08-15 19:55:40
30548,1,1,Offline,2020-07-16 14:39:44
30954,4,8,Online,2022-06-10 01:10:17
45322,8,4,Online,2022-02-23 17:51:57
34499,3,2,Offline,2022-07-26 15:17:26
35542,4,9,Online,2023-05-19 11:05:48
13853,7,4,Offline,2020-09-15 05:03:58
45502,3,8,Online,2021-07-10 06:46:02
12562,5,2,Offline,2021-09-21 09:10:52
21534,2,2,Offline,2019-10-03 08:27:46
6607,9,8,Offline,2020-10-20 01:54:19
22866,7,9,Online,2023-05-24 11:58:18
8737,8,3,Online,2019-01-11 12:37:11
30828,10,3,Online,2020-10-18 05:50:43
12706,1,3,Offline,2021-09-17 01:41:29
49195,7,6,Online,2020-02-14 10:53:09
1849,3,1,Offline,2022-09-20 12:08:01
19305,4,4,Online,2022-04-17 11:22:27
2941,3,2,Offline,2023-04-16 02:58:10
34746,5,5,Offline,2020-08-03 06:57:43
45028,8,9,Online,2023-03-11 09:02:31
42804,4,3,Offline,2022-12-16 05:18:33
14306,6,9,Online,2021-05-02 05:16:02
48118,9,6,Online,2021-08-26 23:46:54
29807,4,10,Offline,2021-08-04 11:46:57
4380,10,2,Offline,2020-12-12 04:33:50
35581,9,2,Offline,2018-02-09 16:11:15
28165,6,1,Offline,2020-09-10 17:58:17
1179,10,6,Offline,2022-01-31 22:01:11
42476,6,10,Online,2021-04-09 11:37:03
28275,3,5,Online,2023-11-05 06:47:49
11653,1,3,Offline,2018-11-21 02:33:59
15076,9,6,Online,2022-12-03 02:45:27
17688,3,10,Offline,2019-06-17 01:36:52
5229,8,7,Online,2021-03-21 05:16:31
29251,8,7,Offline,2018-09-17 04:42:21
4505,8,5,Online,2023-07-31 12:46:13
20113,1,6,Online,2024-03-06 04:23:41
9330,3,9,Offline,2018-08-19 12:44:32
44195,4,3,Online,2019-06-16 04:14:26
25048,9,4,Offline,2020-01-27 23:24:09
33053,2,7,Offline,2022-07-02 05:12:39
9915,4,3,Offline,2024-03-31 13:56:38
38129,3,7,Online,2020-07-09 21:36:59
15171,5,6,Online,2020-10-05 05:41:22
48448,5,1,Online,2024-10-27 06:39:54
44971,5,10,Offline,2023-10-20 09:14:33
23168,2,10,Offline,2019-04-13 09:56:57
37656,4,8,Online,2019-06-09 18:59:32
43427,9,10,Online,2022-01-18 22:09:19
33397,4,6,Online,2020-01-25 22:40:21
45837,10,4,Offline,2023-05-21 11:51:44
17378,8,3,Online,2021-01-05 15:55:28
31520,5,10,Offline,2022-07-26 14:25:32
19235,4,6,Offline,2022-07-26 16:00:03
38722,7,1,Offline,2024-11-30 16:39:37
35343,3,6,Offline,2018-06-16 18:33:50
11915,2,6,Online,2022-10-01 07:28:28
916,1,4,Offline,2020-08-30 00:33:09
38018,1,10,Offline,2024-08-01 23:29:46
36573,4,6,Online,2021-04-10 05:35:27
41194,2,4,Online,2018-12-28 13:33:04
47807,5,3,Offline,2024-11-24 03:28:28
45003,8,10,Offline,2024-07-22 20:26:14
6820,6,8,Offline,2020-01-09 13:31:55
28036,5,10,Online,2019-04-22 10:07:45
4664,10,2,Online,2024-09-30 10:09:17
27959,8,5,Offline,2021-08-05 17:38:25
45389,9,9,Online,2020-12-14 00:07:32
19837,4,3,Offline,2018-04-24 02:40:24
30955,3,3,Offline,2024-07-14 07:53:30
5425,8,2,Online,2022-10-28 19:19:06
29109,1,3,Online,2019-05-18 15:37:32
16842,2,7,Offline,2018-06-16 02:53:59
14242,6,9,Online,2023-02-09 17:19:11
28300,4,6,Online,2021-08-05 05:15:17
42328,4,3,Online,2024-12-04 13:58:22
33515,6,6,Online,2018-08-25 15:28:49
6157,9,1,Online,2019-01-18 10:00:19
23649,5,6,Online,2023-10-10 20:58:54
19077,4,8,Offline,2019-05-22 19:58:42
47917,4,9,Offline,2021-11-21 10:35:01
12657,9,9,Offline,2019-08-22 06:32:12
47624,10,4,Offline,2020-03-15 01:38:10
3723,4,4,Online,2020-12-18 22:25:48
12145,1,8,Online,2021-05-10 02:32:22
41219,4,10,Offline,2020-06-14 16:10:32
39096,2,8,Online,2022-04-05 11:16:38
44936,6,5,Offline,2023-08-19 12:50:37
49533,2,5,Offline,2018-04-09 01:21:20
42366,4,5,Online,2021-01-30 21:30:43
17556,2,7,Offline,2022-05-03 00:46:45
8259,5,5,Online,2021-05-19 02:23:50
24498,9,2,Online,2023-12-25 04:57:50
24545,5,1,Online,2019-07-13 23:23:09
14623,1,3,Offline,2024-02-17 01:46:22
21957,10,4,Offline,2024-08-12 18:17:45
41390,10,8,Offline,2024-05-26 00:44:33
23568,3,5,Online,2021-05-25 02:59:39
43756,5,4,Offline,2024-10-17 09:31:23
33909,4,4,Online,2024-04-24 08:21:39
15803,2,5,Online,2021-07-16 03:45:10
11871,1,6,Online,2023-07-09 03:42:37
31659,10,3,Offline,2023-08-09 05:30:21
16520,9,1,Online,2022-07-20 02:55:33
34135,4,5,Online,2018-01-19 20:28:17
48381,2,2,Offline,2019-04-11 23:33:39
2982,8,4,Offline,2021-04-03 09:43:10
30606,4,9,Offline,2022-06-28 23:26:38
43894,3,8,Online,2018-03-12 05:38:36
24929,8,9,Offline,2023-03-09 23:37:17
7567,7,6,Offline,2021-04-08 11:24:18
32506,8,7,Offline,2024-12-01 19:50:11
26826,4,7,Online,2020-08-09 23:33:00
42393,7,9,Offline,2021-06-18 10:58:14
42160,8,7,Offline,2021-04-05 20:22:02
49462,1,3,Online,2020-07-21 10:22:48
20222,2,9,Online,2020-04-30 18:19:33
21107,9,5,Online,2023-10-26 17:17:07
18417,2,6,Online,2019-09-02 16:44:27
41250,1,2,Online,2024-03-17 07:23:35
44195,10,5,Offline,2020-09-28 16:50:41
47277,8,1,Online,2022-06-28 10:58:06
4733,6,6,Offline,2023-01-26 20:08:08
37963,10,8,Online,2018-06-11 06:02:10
44661,10,5,Online,2022-08-11 23:56:27
23756,10,5,Offline,2019-12-26 14:26:05
36378,10,2,Online,2020-10-30 21:21:37
24879,2,7,Offline,2023-06-01 12:48:03
10244,10,9,Online,2024-09-23 15:22:21
12883,3,8,Online,2018-01-08 16:03:44
3005,7,4,Offline,2018-03-27 15:55:45
16848,6,4,Online,2020-02-07 19:13:56
16979,3,3,Online,2024-03-25 03:22:41
9091,9,6,Online,2022-08-04 20:17:22
35306,5,4,Offline,2020-12-29 11:53:03
38869,2,8,Offline,2019-11-10 12:58:42
43807,3,9,Online,2018-09-29 05:56:39
11096,6,1,Online,2023-09-16 22:29:18
41102,9,8,Online,2019-02-17 20:04:14
44988,6,5,Offline,2024-03-23 17:48:24
27635,10,5,Offline,2019-06-27 18:07:43
39255,2,8,Online,2024-05-04 23:35:31
22031,10,9,Offline,2021-07-15 00:48:03
23633,5,6,Offline,2021-11-28 03:05:31
19672,4,4,Offline,2023-05-10 22:07:14
31329,10,4,Online,2018-02-24 19:57:42
39491,10,5,Offline,2018-02-12 23:17:10
44232,2,9,Offline,2024-11-29 03:21:06
47904,9,8,Offline,2023-01-22 22:22:46
18600,4,2,Offline,2022-06-22 13:02:32
23601,7,8,Online,2020-11-05 19:12:56
44976,5,4,Offline,2019-06-22 09:49:58
11551,8,9,Online,2019-08-22 23:47:24
47490,6,6,Online,2023-07-17 02:07:16
7984,1,7,Online,2021-03-21 01:08:04
9784,7,2,Online,2021-02-23 00:59:27
22998,10,5,Online,2020-02-16 17:16:36
3455,8,9,Offline,2018-04-26 06:07:27
8222,3,5,Online,2023-09-05 18:42:42
33445,2,7,Offline,2021-06-14 03:33:23
39925,4,6,Online,2022-06-21 13:54:29
18077,9,5,Online,2021-12-11 02:20:23
29199,1,5,Online,2023-05-25 06:38:00
29949,2,6,Online,2020-09-04 15:13:37
35655,8,5,Offline,2019-12-09 00:21:46
48432,8,3,Online,2018-01-02 17:57:14
18843,6,3,Online,2021-05-22 16:36:43
39043,3,4,Online,2024-11-03 06:28:51
13463,4,10,Offline,2023-01-23 01:13:30
26434,8,7,Online,2019-05-09 01:56:54
42282,4,10,Online,2021-05-21 21:45:06
17183,3,9,Offline,2022-08-06 15:12:11
42617,10,10,Online,2018-01-07 05:44:12
5076,8,5,Offline,2020-03-06 17:12:16
37671,4,2,Offline,2018-07-15 06:29:32
8884,5,9,Offline,2019-05-18 01:15:07
28045,6,4,Online,2019-09-10 13:18:24
12740,4,4,Offline,2022-09-05 08:56:57
13233,3,10,Online,2022-08-22 20:47:58
27854,5,5,Online,2019-02-24 03:29:15
4305,1,10,Online,2018-02-25 20:19:26
35009,1,8,Online,2019-04-21 10:37:42
41934,5,7,Offline,2019-03-13 09:03:43
17049,3,6,Online,2018-12-23 21:01:45
43609,3,2,Offline,2018-10-04 00:01:40
3784,9,9,Offline,2023-05-05 09:21:07
37670,5,9,Online,2023-05-18 17:28:08
27526,1,1,Online,2022-12-08 19:03:34
45815,3,10,Online,2022-03-16 18:43:56
8963,2,7,Online,2024-09-15 16:00:57
15221,10,8,Offline,2023-02-11 18:27:15
6006,6,10,Online,2020-05-23 14:20:46
20028,1,7,Offline,2023-06-01 14:21:31
27005,2,8,Online,2019-04-23 07:10:21
31954,7,2,Offline,2019-09-09 22:37:30
43919,5,2,Offline,2021-01-15 18:16:04
47551,9,2,Offline,2019-02-01 08:32:24
39781,1,10,Online,2018-06-24 06:31:30
13022,4,5,Online,2020-01-25 16:41:17
30394,1,7,Offline,2023-12-14 18:38:44
29981,8,4,Offline,2024-05-16 15:48:50
18942,5,1,Online,2018-12-30 10:16:06
21351,1,9,Online,2023-07-21 14:51:03
32993,10,6,Online,2018-07-01 09:48:14
14225,7,8,Offline,2021-01-14 04:06:50
30106,10,9,Offline,2024-01-04 16:42:17
5557,10,5,Online,2018-11-21 13:49:06
6667,7,4,Offline,2024-04-12 23:25:13
49229,7,7,Online,2019-11-30 04:57:18
31101,10,2,Online,2024-10-05 00:04:41
8535,5,2,Online,2020-11-06 17:44:10
17935,3,3,Online,2020-08-18 22:46:25
14451,9,6,Online,2020-10-09 01:22:42
32060,5,2,Offline,2021-11-16 20:19:14
41988,8,9,Offline,2022-10-23 08:55:04
19831,10,3,Online,2023-09-16 12:00:21
23646,3,6,Offline,2024-09-03 03:37:39
22040,10,5,Offline,2020-09-26 10:59:24
819,10,3,Online,2021-03-19 19:21:24
12314,4,3,Offline,2023-01-07 11:13:19
45961,4,9,Offline,2024-04-28 12:51:47
44841,2,9,Offline,2022-08-20 17:58:10
15432,3,7,Offline,2021-03-29 02:20:41
2789,7,6,Offline,2024-06-27 18:11:04
29427,10,10,Online,2021-10-17 16:06:50
35191,9,10,Offline,2019-10-29 00:17:54
35591,4,5,Online,2019-10-26 11:29:26
36718,8,9,Online,2020-10-27 17:53:55
33223,3,1,Online,2020-02-24 23:27:48
13156,7,3,Offline,2020-12-25 14:51:41
36958,3,10,Online,2023-12-19 07:03:10
46046,6,9,Online,2019-12-08 08:24:23
38197,3,9,Online,2022-05-05 22:41:45
1088,8,8,Online,2022-08-02 06:24:10
3984,2,7,Online,2023-03-12 10:21:05
32512,1,7,Online,2021-10-24 21:15:15
42951,10,1,Offline,2022-10-20 12:48:53
16116,5,8,Online,2018-07-19 22:00:23
1753,8,3,Online,2019-10-11 00:00:34
41982,9,8,Online,2021-04-26 07:09:44
26807,8,3,Online,2022-02-02 02:22:25
30614,1,6,Offline,2019-09-05 15:49:14
16648,8,7,Offline,2022-06-18 18:56:57
25705,5,7,Online,2020-12-11 03:15:39
15700,3,3,Online,2020-05-23 06:00:59
35748,4,7,Online,2023-08-06 08:27:01
45148,7,6,Online,2018-04-10 11:34:12
22709,7,5,Offline,2022-11-15 13:35:47
37089,10,3,Online,2022-10-16 08:46:08
35261,4,6,Offline,2023-06-18 14:16:03
15808,9,10,Offline,2024-11-25 11:30:09
25555,2,1,Online,2023-12-19 17:12:00
21181,3,8,Offline,2024-07-26 01:12:00
1198,4,3,Offline,2024-09-15 16:08:57
33777,2,6,Offline,2021-06-10 02:59:33
4092,1,8,Online,2023-10-24 18:51:46
43875,9,9,Online,2022-12-27 10:23:10
29850,4,8,Online,2021-07-25 15:10:44
25051,6,4,Online,2022-09-30 02:41:55
15360,6,2,Offline,2022-08-07 06:37:30
21084,4,7,Online,2020-05-03 05:49:33
8490,8,10,Online,2019-08-30 07:07:13
44485,1,9,Offline,2024-05-12 08:04:17
12974,5,2,Online,2020-03-15 08:31:05
39800,2,3,Offline,2021-07-28 01:56:24
19718,6,7,Online,2020-12-17 08:02:08
49353,4,6,Offline,2020-12-09 10:05:48
22753,2,4,Online,2022-03-06 23:55:48
48936,3,3,Online,2023-09-30 18:13:48
39823,10,6,Offline,2023-10-18 07:58:36
47515,9,5,Online,2018-03-04 22:33:41
7342,7,1,Online,2020-10-12 14:30:51
26064,1,6,Online,2021-03-07 07:01:47
10240,10,3,Online,2024-12-16 06:42:39
30928,3,6,Offline,2018-05-28 19:41:59
2971,10,5,Offline,2024-09-25 19:12:25
43455,6,9,Offline,2020-01-01 19:03:20
39077,8,3,Offline,2018-08-20 05:01:12
12958,6,5,Online,2024-06-24 05:17:34
46060,1,5,Offline,2018-07-18 03:29:46
48458,9,10,Online,2020-07-28 16:43:54
16434,3,4,Online,2019-08-02 05:41:23
34858,1,3,Online,2021-10-15 09:24:30
45955,7,9,Online,2024-07-18 04:51:25
14595,2,10,Offline,2018-08-31 18:28:48
23819,3,1,Online,2022-07-27 14:15:25
29386,9,6,Offline,2019-05-14 22:45:55
100,3,2,Online,2023-12-31 16:05:49
13754,4,9,Offline,2020-11-07 06:56:05
1642,1,10,Online,2020-12-09 06:48:23
11539,8,2,Offline,2022-02-24 09:19:35
20022,9,8,Online,2020-01-29 20:05:43
26041,3,1,Offline,2019-06-04 01:30:19
15330,10,5,Offline,2024-10-25 08:35:53
22241,5,2,Offline,2022-02-16 01:36:51
19513,7,3,Offline,2019-08-06 08:34:35
4113,3,2,Offline,2024-07-16 05:47:29
35932,2,8,Online,2019-02-24 03:46:40
4201,5,2,Online,2018-09-13 14:06:39
35521,1,3,Online,2020-09-13 11:08:28
14013,4,1,Offline,2019-09-09 18:15:06
36165,1,5,Offline,2021-03-02 22:19:36
29069,10,8,Offline,2023-09-27 00:50:11
33487,4,7,Offline,2019-07-15 05:26:45
29442,6,10,Offline,2022-04-14 01:24:01
4937,9,5,Offline,2020-01-15 10:35:08
3195,5,6,Online,2020-02-25 06:55:51
27440,7,1,Online,2019-03-24 00:32:57
38451,4,1,Offline,2019-02-07 08:43:11
46879,9,10,Offline,2019-01-28 08:20:44
16623,1,5,Offline,2023-10-05 15:13:04
40389,2,1,Offline,2018-10-07 10:27:39
41858,4,6,Offline,2018-10-08 00:37:13
40512,2,4,Online,2022-02-20 14:49:26
13090,9,3,Offline,2023-11-11 12:18:57
28615,4,10,Online,2020-09-03 21:01:48
36431,4,8,Online,2022-04-08 00:51:49
47364,4,6,Online,2021-08-03 16:36:06
1814,7,5,Offline,2022-05-02 09:47:10
27274,7,5,Offline,2021-09-23 15:44:44
46087,6,6,Online,2022-01-18 07:45:07
24685,2,6,Online,2018-09-19 14:18:42
44416,2,9,Offline,2024-08-23 10:31:55
26240,5,8,Online,2021-12-12 17:46:44
25691,5,10,Online,2019-05-04 18:05:06
10578,1,7,Online,2019-08-19 01:25:49
14624,2,10,Offline,2019-09-10 05:13:32
8937,1,10,Online,2021-10-10 14:59:43
24797,6,1,Offline,2023-07-17 13:00:12
43806,3,1,Offline,2018-02-05 14:36:53
28194,10,3,Offline,2024-12-12 21:47:53
34076,8,3,Offline,2024-07-10 17:55:00
22580,10,7,Offline,2024-05-21 03:58:35
42964,1,10,Online,2023-05-26 01:48:58
141,9,2,Offline,2024-12-24 00:25:27
47016,2,4,Online,2018-12-09 13:35:45
36948,9,7,Online,2018-12-23 13:28:19
18653,4,3,Offline,2018-09-20 12:09:54
12642,1,7,Online,2023-06-01 20:33:04
37349,7,5,Offline,2020-05-26 02:57:19
20196,1,8,Offline,2019-11-13 04:02:49
18377,9,1,Offline,2024-07-21 09:17:04
47215,4,5,Offline,2019-02-10 17:23:13
9354,1,10,Offline,2023-10-16 00:05:05
14534,9,6,Online,2020-01-15 04:48:05
33117,4,2,Online,2024-07-15 17:54:51
28331,9,9,Online,2021-02-11 07:52:01
41024,7,6,Online,2020-09-28 20:12:20
28157,7,5,Online,2018-11-12 19:17:21
38542,4,3,Online,2023-02-26 22:43:13
26319,8,3,Online,2021-03-23 12:30:00
26141,3,2,Online,2024-01-16 10:04:12
44937,1,9,Offline,2023-08-11 10:11:23
20602,4,9,Online,2023-04-13 02:30:52
12909,9,10,Offline,2024-09-14 04:15:47
1112,5,2,Offline,2020-11-11 06:23:36
20669,1,2,Online,2022-03-19 20:17:34
38489,3,4,Offline,2018-12-11 04:55:40
47175,2,10,Offline,2018-07-27 13:02:28
23294,5,9,Online,2024-04-30 04:31:44
4928,8,2,Online,2019-01-14 17:47:18
5719,3,10,Online,2024-12-04 00:26:25
5720,2,3,Offline,2024-10-15 14:17:39
33018,2,10,Online,2021-08-09 03:54:41
28944,6,5,Online,2022-05-24 00:01:07
37677,3,7,Online,2019-08-27 10:52:55
12585,10,3,Online,2018-03-22 20:30:48
13169,2,5,Offline,2022-08-29 17:54:49
46456,8,7,Offline,2018-10-24 05:32:16
29528,8,10,Online,2024-01-16 07:38:23
6964,3,10,Online,2021-03-23 03:43:44
42646,3,1,Online,2023-01-30 19:18:56
12523,6,7,Online,2018-09-14 07:21:39
13925,2,7,Online,2024-12-21 04:01:00
2938,10,5,Offline,2020-12-26 10:53:46
34841,4,3,Offline,2024-06-11 01:04:06
42612,3,8,Online,2024-04-12 05:46:47
38949,1,1,Offline,2019-05-14 07:57:09
44199,4,4,Offline,2020-05-22 08:24:11
31479,5,4,Online,2019-08-06 14:42:47
20786,8,10,Online,2019-11-21 21:50:49
4137,8,4,Online,2020-06-12 05:29:07
19103,1,7,Online,2021-06-12 23:55:30
25077,6,9,Online,2022-12-30 09:48:59
22808,1,7,Online,2022-05-17 13:02:02
4245,7,3,Offline,2022-07-05 11:20:24
1428,8,5,Offline,2024-05-20 18:35:53
14606,8,7,Online,2021-02-18 00:00:13
45848,7,5,Offline,2021-12-08 21:47:11
14854,3,2,Offline,2018-10-14 14:46:53
7655,8,5,Online,2018-08-17 19:49:34
34480,8,9,Offline,2022-11-08 14:40:17
41448,5,6,Offline,2020-04-25 12:42:22
26445,4,1,Online,2020-03-26 04:29:31
23129,7,5,Offline,2021-02-17 14:52:27
45462,4,9,Offline,2022-09-18 05:03:56
24819,1,3,Offline,2022-08-14 16:49:20
39187,7,10,Offline,2021-02-22 08:05:54
47653,8,4,Offline,2019-08-15 12:33:59
6367,7,10,Online,2021-04-24 22:22:46
14144,8,8,Online,2020-03-16 14:44:47
2824,1,6,Offline,2018-06-27 06:28:26
18518,9,1,Online,2018-07-22 13:32:56
11400,6,3,Offline,2018-06-24 11:37:54
10431,6,2,Online,2023-09-03 19:42:00
8007,3,9,Offline,2019-04-21 20:15:27
46572,9,7,Offline,2020-08-03 15:22:23
8091,8,4,Offline,2018-01-22 01:27:46
11743,3,8,Offline,2020-11-16 04:04:34
40603,4,4,Online,2020-04-15 06:25:46
49278,4,10,Online,2019-01-10 09:07:14
4331,1,10,Online,2023-10-16 18:03:01
19798,5,2,Offline,2022-10-12 03:25:14
45780,10,7,Offline,2019-08-21 13:55:28
12502,1,10,Online,2021-12-24 11:30:54
27817,4,1,Online,2020-08-20 00:13:18
25702,6,6,Online,2023-05-24 07:14:18
37713,3,2,Online,2019-10-18 00:14:19
3065,5,5,Offline,2019-03-01 05:23:53
32424,7,2,Online,2021-06-21 00:25:14
2594,3,6,Offline,2024-04-07 09:17:04
12888,2,5,Offline,2018-11-30 00:30:26
27199,5,4,Offline,2019-01-07 21:26:12
14512,8,10,Online,2024-08-13 12:35:00
9255,6,6,Online,2023-04-07 00:36:00
29391,4,6,Offline,2020-01-30 09:29:10
28997,3,9,Online,2019-01-09 10:55:20
48754,4,2,Online,2021-11-13 14:47:16
12087,2,2,Online,2020-08-06 00:29:49
31315,8,7,Offline,2021-06-10 17:58:56
3499,7,5,Offline,2024-12-06 06:30:03
40263,7,4,Online,2021-07-29 15:39:34
16072,10,8,Offline,2021-11-26 20:52:05
23710,4,2,Offline,2021-02-13 05:42:36
294,8,5,Offline,2018-07-03 15:48:43
21961,3,4,Online,2022-06-20 01:59:49
2708,1,7,Online,2022-12-13 01:45:41
49826,7,9,Online,2019-01-28 22:33:21
31316,9,2,Offline,2020-09-08 03:47:24
44395,9,9,Offline,2024-02-02 23:49:43
24704,5,6,Online,2021-03-11 02:27:35
21167,1,9,Online,2022-10-01 19:40:37
19858,9,8,Online,2021-07-12 10:07:51
9888,6,4,Offline,2022-03-05 02:00:39
43529,10,2,Offline,2018-08-23 14:58:32
33272,3,6,Online,2021-02-06 14:41:26
32079,8,3,Online,2023-01-07 22:43:48
45296,1,4,Online,2021-09-04 23:20:38
33581,3,3,Offline,2021-01-23 16:49:32
8962,1,6,Online,2022-08-18 09:42:53
15170,8,7,Offline,2024-02-08 22:36:05
6688,1,6,Online,2020-01-11 09:54:56
14054,2,7,Offline,2019-03-31 22:37:00
29092,6,1,Offline,2023-06-08 20:55:19
24335,5,7,Offline,2019-09-14 12:40:12
18121,7,9,Online,2024-07-08 06:25:04
48156,10,9,Online,2023-10-27 01:45:51
48292,2,8,Online,2024-03-14 05:32:30
23638,4,7,Offline,2023-01-17 21:02:32
34402,9,10,Online,2019-07-21 16:47:32
9166,9,9,Online,2023-10-08 18:40:30
48683,3,7,Offline,2018-01-01 21:54:52
24472,7,9,Offline,2023-12-10 16:51:00
4407,3,2,Online,2019-08-13 04:22:21
28838,8,5,Offline,2020-02-08 11:40:25
1248,3,9,Online,2022-03-14 20:33:42
1060,9,1,Offline,2021-02-20 05:23:07
17522,5,4,Online,2019-03-21 13:02:04
22262,4,10,Offline,2020-09-19 00:09:46
20752,4,10,Offline,2019-01-23 23:58:59
46472,10,10,Offline,2024-05-03 15:11:19
9500,2,5,Offline,2020-11-11 10:35:32
4425,4,3,Offline,2024-11-29 06:15:23
21965,10,10,Offline,2023-10-03 13:28:26
6100,1,5,Online,2024-10-26 01:13:59
45583,5,9,Offline,2023-03-03 16:12:41
25730,9,6,Offline,2023-09-15 18:49:26
30024,3,1,Online,2023-12-05 23:45:24
44523,1,6,Online,2019-01-15 14:09:28
12543,8,10,Online,2020-08-26 11:27:11
20040,1,5,Online,2023-03-22 21:23:25
49377,6,1,Offline,2022-08-19 22:44:50
30574,2,7,Offline,2019-08-25 15:38:10
22381,1,8,Offline,2021-12-30 19:48:53
29339,10,5,Online,2019-06-19 03:21:33
38772,10,6,Online,2019-01-18 04:51:19
5548,5,6,Offline,2022-05-06 22:18:07
31078,7,5,Offline,2022-01-20 18:40:01
37392,7,3,Offline,2022-08-17 12:18:25
25396,6,5,Online,2023-08-10 05:57:01
15884,6,4,Offline,2021-01-20 01:46:40
47705,3,5,Offline,2020-08-21 01:35:14
11374,2,10,Online,2024-01-21 14:58:15
19705,3,6,Offline,2021-08-14 20:28:21
7661,10,9,Online,2019-02-23 02:45:33
13838,6,2,Offline,2022-08-12 02:13:51
34232,9,5,Offline,2022-05-23 09:19:13
32134,9,3,Offline,2018-10-19 03:21:32
10974,1,9,Online,2024-07-14 23:54:14
45126,3,4,Online,2018-08-21 23:19:12
9701,6,5,Offline,2024-03-01 07:22:36
10726,10,5,Offline,2024-02-08 20:25:32
41891,5,2,Offline,2020-03-31 18:07:46
37591,1,4,Online,2024-05-20 22:10:55
13648,5,8,Offline,2020-12-01 03:08:40
43797,1,1,Offline,2022-10-06 03:06:46
2482,4,5,Offline,2020-09-21 18:35:47
11048,7,1,Online,2019-10-25 10:24:20
48821,9,2,Offline,2023-08-11 19:35:14
17111,1,10,Offline,2023-01-21 21:11:38
1574,9,2,Offline,2021-01-29 23:59:04
31236,8,6,Online,2021-04-19 04:26:19
21568,3,5,Online,2024-02-15 00:43:48
1421,3,2,Online,2018-08-13 05:05:46
32004,2,1,Offline,2021-02-28 15:46:21
16378,5,9,Offline,2021-06-09 02:17:09
18148,2,5,Online,2018-09-04 17:53:44
9268,6,10,Offline,2021-05-06 05:59:36
24189,4,8,Offline,2023-04-03 22:22:44
2156,7,4,Offline,2020-03-03 17:10:56
8696,10,3,Offline,2018-08-06 10:23:48
39130,2,4,Offline,2021-06-29 01:14:16
17028,6,1,Offline,2021-07-22 11:49:47
45206,3,8,Online,2022-01-01 03:42:43
2442,4,2,Offline,2021-08-31 23:44:03
38167,8,8,Online,2021-02-02 09:12:02
183,10,10,Online,2023-12-08 12:32:38
18936,6,4,Offline,2021-02-03 05:17:21
30202,1,5,Offline,2023-06-15 23:48:36
35374,5,9,Online,2024-12-13 05:38:29
26921,9,5,Online,2023-06-20 22:40:02
26443,8,5,Online,2022-07-16 07:32:49
44473,10,5,Online,2023-12-27 09:37:19
1999,6,6,Online,2018-01-25 17:31:24
41557,10,4,Offline,2021-01-22 14:12:06
22755,8,10,Online,2018-04-28 20:41:22
31471,4,4,Online,2024-09-29 04:32:44
15060,5,7,Online,2022-04-12 03:39:19
34668,4,3,Offline,2019-05-27 18:09:41
18137,6,9,Online,2019-01-29 22:44:57
589,4,10,Offline,2019-10-14 01:03:00
23006,7,5,Offline,2021-10-17 13:44:31
28391,1,9,Online,2018-09-29 17:12:17
22058,7,10,Online,2024-01-29 20:20:26
19710,2,8,Online,2022-11-26 06:43:36
17090,5,8,Offline,2021-09-23 14:59:31
21440,9,7,Offline,2021-01-01 07:09:27
7071,5,8,Offline,2020-10-18 10:04:51
21151,3,1,Offline,2022-12-28 02:58:40
29715,1,8,Offline,2022-07-05 09:44:03
33753,3,8,Online,2019-12-15 01:30:14
45344,10,1,Offline,2019-07-02 14:51:31
27897,6,3,Offline,2019-11-14 05:07:04
