campaign_id,emails_sent,emails_opened,emails_clicked,open_rate,click_rate,send_date
14400,37717,13507,2092,0.36,0.06,2023-01-14 08:35:48
17512,3394,1761,461,0.52,0.14,2021-11-01 03:26:57
6264,25794,7133,594,0.28,0.02,2021-05-27 07:07:43
16228,49819,25701,7054,0.52,0.14,2023-01-18 00:36:15
8591,1687,857,231,0.51,0.14,2018-08-28 08:11:16
13777,16724,3155,314,0.19,0.02,2022-09-10 10:50:38
14397,3289,1566,471,0.48,0.14,2022-11-12 04:32:33
10977,11253,2526,153,0.22,0.01,2019-07-10 03:34:34
5413,9816,4680,288,0.48,0.03,2024-02-11 23:59:37
10102,31204,7280,2824,0.23,0.09,2020-04-14 00:04:11
14705,41029,12307,3861,0.3,0.09,2024-10-04 23:13:26
17569,4095,999,62,0.24,0.02,2019-04-21 18:56:45
17701,19065,10025,2512,0.53,0.13,2022-08-13 23:33:43
13711,30055,17721,3094,0.59,0.1,2018-04-11 18:23:08
6697,31894,15555,3693,0.49,0.12,2019-01-03 10:59:15
4168,8447,3868,292,0.46,0.03,2020-08-26 03:53:12
17854,19022,8504,1482,0.45,0.08,2018-10-01 00:52:04
5263,1156,283,38,0.24,0.03,2020-08-11 15:09:49
13942,10163,3641,432,0.36,0.04,2018-09-07 01:32:52
15335,28553,7435,501,0.26,0.02,2021-05-06 06:04:30
10027,16618,3069,1027,0.18,0.06,2024-01-12 12:41:40
12320,7225,3195,853,0.44,0.12,2020-11-29 17:30:27
18753,37917,7417,2295,0.2,0.06,2020-07-11 19:42:02
3056,46377,7204,693,0.16,0.01,2024-11-07 03:01:55
15082,3375,1707,640,0.51,0.19,2023-01-26 20:37:54
18496,23983,4762,1658,0.2,0.07,2024-12-13 20:27:51
14385,49711,10717,3620,0.22,0.07,2020-01-22 03:48:38
7858,16383,8139,927,0.5,0.06,2022-08-30 07:19:24
16319,20618,7997,1173,0.39,0.06,2024-03-01 14:22:14
13628,4479,1899,507,0.42,0.11,2018-09-14 20:27:46
219,45265,12232,3729,0.27,0.08,2023-09-02 07:37:42
8633,38095,12671,4359,0.33,0.11,2019-01-05 10:58:35
5952,45361,13376,1252,0.29,0.03,2018-04-24 11:55:00
5224,16558,6822,1849,0.41,0.11,2018-12-31 03:49:02
18584,36142,17841,5485,0.49,0.15,2018-01-02 02:39:22
14593,16648,9736,3311,0.58,0.2,2021-09-09 21:12:05
17610,4793,1266,224,0.26,0.05,2019-11-27 21:25:01
5270,44619,25599,6414,0.57,0.14,2024-11-13 14:09:22
11260,30915,7534,457,0.24,0.01,2021-07-26 02:00:20
8548,39702,6992,2674,0.18,0.07,2019-06-23 19:23:50
8407,21928,12593,3023,0.57,0.14,2019-03-20 22:02:39
12271,11892,6239,617,0.52,0.05,2023-09-06 05:51:35
16922,22927,13624,1959,0.59,0.09,2024-07-12 13:51:30
2890,25673,13855,1694,0.54,0.07,2021-08-02 22:47:14
17046,37103,8947,3386,0.24,0.09,2022-12-14 02:40:54
13901,40781,14827,796,0.36,0.02,2022-08-02 09:35:31
6095,37602,21128,4294,0.56,0.11,2024-12-29 10:55:33
5509,40252,13272,3241,0.33,0.08,2020-02-20 07:25:00
7286,2829,639,140,0.23,0.05,2024-08-25 14:24:21
9945,24833,4542,362,0.18,0.01,2024-04-21 06:03:52
5377,29628,16300,2880,0.55,0.1,2018-11-07 19:48:22
11437,11892,5474,649,0.46,0.05,2024-08-24 10:14:17
15072,23019,3816,334,0.17,0.01,2022-06-15 17:48:33
18070,20459,5043,1139,0.25,0.06,2018-11-30 10:33:13
498,35015,18044,3226,0.52,0.09,2020-07-23 23:10:47
16022,2858,1272,298,0.45,0.1,2020-01-07 19:12:43
15070,10923,4629,1537,0.42,0.14,2020-11-24 04:02:49
10523,2077,531,60,0.26,0.03,2021-07-22 17:59:59
14145,32448,19215,3240,0.59,0.1,2018-12-27 06:11:34
11367,21780,12375,2879,0.57,0.13,2021-09-17 12:57:32
17230,24951,10031,1824,0.4,0.07,2024-09-26 02:38:04
1124,24999,12845,3163,0.51,0.13,2023-04-22 17:22:22
18419,16173,4127,784,0.26,0.05,2023-12-26 06:57:21
19905,7425,2560,996,0.34,0.13,2024-04-05 13:25:37
6672,40859,17922,4856,0.44,0.12,2023-01-22 12:12:14
15398,32075,5883,533,0.18,0.02,2024-02-05 16:45:45
2648,2122,627,85,0.3,0.04,2018-11-06 15:46:40
15970,24773,5860,826,0.24,0.03,2018-02-23 00:33:54
10352,2400,1043,193,0.43,0.08,2019-04-16 07:44:30
16141,37851,16714,1407,0.44,0.04,2023-11-15 11:14:12
123,16867,3959,265,0.23,0.02,2023-05-28 04:14:54
4656,24863,7623,2469,0.31,0.1,2024-06-07 09:22:54
11615,39592,12786,810,0.32,0.02,2019-08-29 08:08:46
7379,45680,13311,3037,0.29,0.07,2024-09-06 16:47:12
17692,22187,5813,312,0.26,0.01,2018-03-10 17:39:18
18480,19237,10970,1917,0.57,0.1,2018-05-04 03:19:53
7630,37087,15711,1073,0.42,0.03,2024-12-12 03:50:09
9204,24427,10971,4258,0.45,0.17,2024-03-15 01:11:44
11233,31927,5903,847,0.18,0.03,2020-04-03 12:31:08
10914,26278,8729,1794,0.33,0.07,2024-05-30 12:40:10
16874,35705,11682,4070,0.33,0.11,2018-02-26 02:56:06
16487,49493,10355,544,0.21,0.01,2020-08-13 13:37:38
13151,28664,8055,1692,0.28,0.06,2018-04-20 19:49:04
7837,26122,9934,507,0.38,0.02,2018-03-01 05:12:07
5362,13513,5003,982,0.37,0.07,2020-04-04 16:50:09
3407,1469,739,41,0.5,0.03,2020-11-02 01:23:03
19438,29956,16922,3839,0.56,0.13,2022-06-12 10:43:23
8710,33147,13198,2284,0.4,0.07,2022-11-24 02:27:12
3573,4073,2073,643,0.51,0.16,2019-03-07 10:57:22
6418,8002,1376,131,0.17,0.02,2019-09-08 18:52:34
11716,16983,5409,340,0.32,0.02,2023-03-19 10:59:42
4944,3826,1684,546,0.44,0.14,2023-12-12 01:42:46
6867,22096,4568,1200,0.21,0.05,2022-08-02 13:39:42
12323,23679,8137,961,0.34,0.04,2023-07-07 15:58:54
11646,40308,10830,2891,0.27,0.07,2019-07-07 13:54:13
9772,26908,4177,1018,0.16,0.04,2020-05-23 17:38:21
3473,22105,5518,949,0.25,0.04,2018-06-19 22:03:00
1518,32967,5342,947,0.16,0.03,2019-06-02 13:26:51
17949,27410,14271,4652,0.52,0.17,2022-08-16 12:22:17
871,40816,11672,3685,0.29,0.09,2020-12-19 10:33:10
8123,6804,3272,697,0.48,0.1,2019-07-12 22:33:50
10959,33426,10080,3627,0.3,0.11,2021-07-29 13:54:36
1992,23068,4482,1578,0.19,0.07,2024-02-29 23:15:23
12957,5815,1710,652,0.29,0.11,2020-03-07 06:58:01
17486,24500,10825,4260,0.44,0.17,2018-01-22 16:29:32
4671,22406,9383,1085,0.42,0.05,2024-02-10 13:47:28
15446,11932,3264,527,0.27,0.04,2023-05-12 12:44:33
12965,22204,10979,4264,0.49,0.19,2024-04-14 13:10:36
8525,6203,1502,439,0.24,0.07,2018-04-20 22:16:58
15434,10636,6034,885,0.57,0.08,2024-10-16 23:41:32
1824,33651,19348,6754,0.57,0.2,2023-12-05 01:03:51
11759,1399,829,86,0.59,0.06,2024-07-29 20:10:05
18576,44827,10715,3914,0.24,0.09,2018-12-02 00:10:14
9863,37502,10110,3493,0.27,0.09,2024-11-13 20:23:14
1245,45641,24615,1590,0.54,0.03,2021-11-23 10:58:43
2712,18485,8526,820,0.46,0.04,2019-10-24 09:06:56
9125,44460,16149,5094,0.36,0.11,2019-10-12 22:19:41
17821,36040,20275,3383,0.56,0.09,2020-11-24 14:02:44
19174,15913,3980,407,0.25,0.03,2024-11-07 22:15:54
16642,18126,3334,514,0.18,0.03,2024-12-26 13:31:24
19218,39232,12444,1550,0.32,0.04,2018-02-27 08:41:26
5483,35615,16445,3833,0.46,0.11,2024-11-14 22:52:47
5109,26057,14544,778,0.56,0.03,2020-09-19 05:58:17
17842,11850,2921,769,0.25,0.06,2019-12-03 23:49:01
7416,31687,5411,1931,0.17,0.06,2018-07-22 11:45:25
14787,10576,2553,757,0.24,0.07,2019-03-29 14:53:26
14424,31995,12297,2692,0.38,0.08,2023-11-17 03:45:13
1437,26965,13760,2164,0.51,0.08,2020-12-29 11:42:46
2551,46064,9707,1129,0.21,0.02,2019-05-26 00:11:56
7926,8241,4336,860,0.53,0.1,2018-06-08 23:17:59
3114,3290,925,275,0.28,0.08,2021-04-11 14:27:34
18314,40112,9058,2309,0.23,0.06,2022-09-25 00:03:49
13406,22907,3525,269,0.15,0.01,2021-06-05 03:26:26
15952,6511,1582,469,0.24,0.07,2020-03-03 20:16:19
12352,17997,3316,715,0.18,0.04,2019-06-25 08:50:22
16583,19636,5716,1622,0.29,0.08,2019-10-08 17:30:20
7171,6198,2831,1079,0.46,0.17,2023-04-07 15:28:46
625,21916,4442,885,0.2,0.04,2020-03-05 06:50:21
316,43802,13966,861,0.32,0.02,2021-06-28 09:04:19
9443,17744,8796,1664,0.5,0.09,2020-09-02 07:31:06
14824,26379,15766,1516,0.6,0.06,2024-01-10 22:08:06
6012,11067,5970,1385,0.54,0.13,2022-12-27 10:14:21
11439,35945,11121,1470,0.31,0.04,2021-02-08 08:56:45
10430,26304,10618,770,0.4,0.03,2022-04-15 20:03:39
16071,41965,9494,2071,0.23,0.05,2018-01-05 05:08:52
3171,18577,11102,1264,0.6,0.07,2022-12-24 09:42:02
19783,28907,14421,1444,0.5,0.05,2018-06-06 01:30:10
16522,20025,4428,940,0.22,0.05,2021-09-02 10:10:21
9235,33580,14869,877,0.44,0.03,2020-05-03 17:02:13
5650,42935,16543,1430,0.39,0.03,2023-07-16 21:43:13
9073,14159,3067,401,0.22,0.03,2019-09-13 03:36:10
6883,26675,11689,4505,0.44,0.17,2024-10-28 08:47:50
3940,4140,1363,116,0.33,0.03,2024-10-05 06:59:02
4164,7178,3798,775,0.53,0.11,2020-07-20 21:50:02
1605,26685,6028,2196,0.23,0.08,2023-02-27 13:21:23
2679,34811,10015,1324,0.29,0.04,2018-08-05 23:25:26
13125,12785,3275,1234,0.26,0.1,2020-02-28 07:31:13
8599,44619,26343,2391,0.59,0.05,2019-03-08 08:43:23
4594,11785,4304,1324,0.37,0.11,2019-10-20 00:11:41
1322,47928,19933,3145,0.42,0.07,2021-06-04 06:20:01
16861,32398,16571,3731,0.51,0.12,2020-11-16 21:06:16
15190,16992,3589,269,0.21,0.02,2018-11-25 05:03:53
5930,42068,15398,5080,0.37,0.12,2023-09-09 08:07:08
3846,39490,13467,4476,0.34,0.11,2024-05-10 11:53:48
18789,25248,5150,1126,0.2,0.04,2020-01-26 21:44:00
17069,10584,4003,1386,0.38,0.13,2022-02-07 01:28:24
1999,37336,16840,4422,0.45,0.12,2022-09-21 13:23:17
5101,19357,8541,1296,0.44,0.07,2023-08-14 05:27:52
12622,35486,5453,1985,0.15,0.06,2021-08-18 09:47:12
4137,49441,13976,5152,0.28,0.1,2021-10-18 17:10:19
14957,21173,7714,1015,0.36,0.05,2023-01-10 19:02:59
17103,26495,15813,4615,0.6,0.17,2020-01-20 17:24:19
15228,6322,3332,316,0.53,0.05,2023-10-26 22:21:56
13399,43563,22871,7162,0.53,0.16,2019-08-12 05:51:05
5487,44750,14062,4057,0.31,0.09,2020-02-06 03:51:41
15088,35482,13745,5318,0.39,0.15,2024-01-15 06:30:48
3449,22749,12844,1230,0.56,0.05,2018-06-30 05:20:26
11684,10268,4787,1786,0.47,0.17,2020-04-02 04:06:47
8688,17450,7195,438,0.41,0.03,2018-04-09 08:47:53
3122,12615,6225,362,0.49,0.03,2022-04-14 05:13:34
3202,8336,4978,1734,0.6,0.21,2020-09-24 01:11:57
3263,7644,3333,204,0.44,0.03,2020-02-07 14:40:20
436,6978,3554,982,0.51,0.14,2022-02-20 13:36:26
6444,4709,1885,458,0.4,0.1,2024-09-21 05:34:46
3700,37619,15885,2916,0.42,0.08,2019-01-23 19:47:21
3054,16366,3841,860,0.23,0.05,2020-09-05 20:21:34
3128,39237,21775,5639,0.55,0.14,2022-06-18 01:09:32
2945,41575,20381,5431,0.49,0.13,2018-03-01 09:58:32
4609,39938,11911,3957,0.3,0.1,2023-09-23 07:39:24
5965,36324,17659,5869,0.49,0.16,2024-07-30 08:57:09
18682,5063,2187,837,0.43,0.17,2021-04-18 03:26:21
11904,11273,2216,771,0.2,0.07,2023-09-08 03:25:05
15707,23562,9790,3604,0.42,0.15,2019-12-23 00:23:48
14695,49870,25019,9868,0.5,0.2,2021-06-29 15:42:03
13236,36840,16449,4976,0.45,0.14,2021-12-13 07:53:03
10273,49539,21964,6566,0.44,0.13,2019-09-14 20:11:20
8029,17592,9374,763,0.53,0.04,2019-03-05 11:17:23
13499,20706,10414,3482,0.5,0.17,2022-04-24 10:15:33
8488,31919,17343,3273,0.54,0.1,2020-12-31 16:56:08
10027,40272,16210,3643,0.4,0.09,2021-07-23 12:06:57
15651,18148,4020,722,0.22,0.04,2023-09-18 22:40:08
3989,34818,14836,989,0.43,0.03,2020-03-26 14:39:53
14420,4171,1651,577,0.4,0.14,2024-08-02 18:18:44
8219,14798,4567,1386,0.31,0.09,2024-08-26 21:04:00
14473,29206,16537,2128,0.57,0.07,2019-01-28 01:02:34
5837,7819,1752,354,0.22,0.05,2023-05-26 07:09:43
407,26777,10202,1768,0.38,0.07,2019-01-08 00:29:22
6651,20165,4145,344,0.21,0.02,2023-12-14 19:05:39
9119,640,268,91,0.42,0.14,2023-12-31 13:11:39
19885,12549,6105,1606,0.49,0.13,2020-11-22 16:48:42
11008,32257,14304,3864,0.44,0.12,2018-06-01 02:13:33
16998,33413,19122,4757,0.57,0.14,2018-08-03 11:20:24
18113,20855,5971,2088,0.29,0.1,2020-04-27 17:26:56
7224,34533,17029,6743,0.49,0.2,2020-03-11 13:07:08
6834,22629,8121,893,0.36,0.04,2020-05-23 04:26:10
2647,42607,6832,416,0.16,0.01,2022-07-15 21:44:46
12834,26262,4170,1470,0.16,0.06,2019-12-18 14:11:26
16280,20518,6658,1348,0.32,0.07,2024-11-25 09:18:23
19741,44605,23225,8082,0.52,0.18,2019-03-27 07:50:15
691,9228,3235,1116,0.35,0.12,2023-06-03 07:22:46
7511,16919,5455,1489,0.32,0.09,2018-08-09 13:03:44
9675,24433,12065,4370,0.49,0.18,2018-01-21 01:21:44
19436,23996,4220,328,0.18,0.01,2018-10-07 02:59:05
8598,18846,7999,1798,0.42,0.1,2023-07-22 17:00:47
2034,45274,26893,2056,0.59,0.05,2024-11-03 00:06:09
12633,12193,6321,2014,0.52,0.17,2023-11-20 15:01:24
17284,3553,856,297,0.24,0.08,2019-07-27 02:27:20
4496,33882,17757,5915,0.52,0.17,2023-12-19 08:00:20
6005,10803,2869,887,0.27,0.08,2018-02-18 11:34:47
15079,4679,2436,210,0.52,0.04,2022-12-24 17:31:50
11313,2762,1018,287,0.37,0.1,2020-09-06 03:52:49
6598,16218,8942,2535,0.55,0.16,2021-05-28 09:07:04
7572,3006,863,149,0.29,0.05,2020-11-19 17:59:04
3024,11676,3242,649,0.28,0.06,2020-11-15 11:18:37
14748,7523,2316,507,0.31,0.07,2019-06-11 16:33:08
5484,17603,5527,430,0.31,0.02,2021-02-19 22:42:41
11574,37943,17762,3731,0.47,0.1,2020-07-09 16:30:04
8787,28876,9298,1782,0.32,0.06,2020-02-13 01:41:35
9627,9547,4386,1027,0.46,0.11,2019-05-22 17:58:24
12819,33038,11961,4444,0.36,0.13,2022-10-08 04:21:04
17599,14786,3032,872,0.21,0.06,2019-09-20 21:26:34
10606,41854,10492,550,0.25,0.01,2023-11-22 11:12:11
19647,39168,11237,2598,0.29,0.07,2021-02-11 01:10:58
5672,41570,14319,4835,0.34,0.12,2022-07-01 21:49:38
15128,1513,523,57,0.35,0.04,2019-07-25 05:19:04
6447,23394,13344,5019,0.57,0.21,2024-04-19 20:35:16
5188,21747,9946,543,0.46,0.02,2021-02-10 09:46:34
4310,20352,11786,3063,0.58,0.15,2021-06-10 08:59:14
11427,8058,1820,655,0.23,0.08,2019-03-13 10:23:40
12929,42018,16388,3683,0.39,0.09,2018-05-25 01:41:38
16202,1702,465,170,0.27,0.1,2018-09-23 12:57:14
14438,9201,3845,627,0.42,0.07,2021-07-15 19:48:21
10014,38238,19837,1521,0.52,0.04,2024-04-12 15:55:24
3589,19696,3422,588,0.17,0.03,2021-08-17 16:14:09
7045,48624,26537,7362,0.55,0.15,2021-08-12 07:51:54
7170,20177,10307,1976,0.51,0.1,2020-03-15 03:30:27
2894,37446,19476,1124,0.52,0.03,2024-10-19 11:52:39
1520,27607,13360,3048,0.48,0.11,2021-01-14 17:18:07
11299,23148,12516,2278,0.54,0.1,2023-05-08 00:26:06
8814,13790,3913,1149,0.28,0.08,2021-12-03 04:50:13
7997,48828,27053,8550,0.55,0.18,2018-03-26 09:05:32
6075,36484,18995,4479,0.52,0.12,2023-10-28 17:46:28
12480,4218,1242,361,0.29,0.09,2018-07-09 00:29:28
12943,1804,1074,191,0.6,0.11,2018-12-22 18:13:34
19061,41116,16451,4783,0.4,0.12,2020-02-14 03:06:47
6213,35708,15117,2011,0.42,0.06,2024-04-20 22:26:23
497,22472,6796,784,0.3,0.03,2020-09-07 06:30:25
1419,37869,20839,2601,0.55,0.07,2018-08-07 07:30:56
16037,5828,1558,182,0.27,0.03,2022-10-13 22:31:42
7291,27686,16533,5205,0.6,0.19,2023-09-06 18:34:42
11094,30130,12479,2061,0.41,0.07,2023-07-11 10:47:22
12369,12329,3914,479,0.32,0.04,2021-08-12 18:06:39
19707,35648,17389,3348,0.49,0.09,2023-07-07 11:49:32
9365,5053,811,98,0.16,0.02,2021-09-03 13:35:39
13600,19180,5984,923,0.31,0.05,2019-10-14 06:19:08
4734,5859,2975,200,0.51,0.03,2022-02-20 00:10:17
19534,12094,5536,1324,0.46,0.11,2021-11-12 20:11:10
6725,23734,5391,2022,0.23,0.09,2021-03-28 17:11:09
4321,20402,4051,311,0.2,0.02,2022-09-18 16:45:52
11981,39165,7568,2393,0.19,0.06,2019-01-25 08:16:01
9447,44272,25972,10150,0.59,0.23,2022-05-01 23:33:10
11875,21857,10822,663,0.5,0.03,2023-07-31 11:15:15
16404,30857,17868,2295,0.58,0.07,2020-05-03 01:56:40
7528,28297,12014,2671,0.42,0.09,2023-11-12 05:16:35
18318,22688,10663,1469,0.47,0.06,2023-11-08 22:20:07
8372,42918,10110,949,0.24,0.02,2021-06-24 22:01:11
16661,24111,12287,4674,0.51,0.19,2023-02-21 02:08:05
12760,20182,4635,1536,0.23,0.08,2018-06-02 14:47:14
10169,19298,10700,3225,0.55,0.17,2020-08-21 04:50:45
6893,31473,16456,6217,0.52,0.2,2020-09-02 16:13:58
2041,45777,11248,3670,0.25,0.08,2021-08-24 19:40:12
6505,20249,6254,740,0.31,0.04,2019-06-29 10:55:26
10688,47434,16674,6051,0.35,0.13,2023-05-10 22:40:51
2856,975,391,67,0.4,0.07,2024-06-11 20:21:31
14634,4376,1642,563,0.38,0.13,2018-04-06 05:03:06
1743,3526,1296,483,0.37,0.14,2022-01-14 16:44:20
6995,22636,3635,275,0.16,0.01,2021-02-12 14:18:55
577,20488,6935,2601,0.34,0.13,2024-04-19 15:11:38
4719,8445,3631,433,0.43,0.05,2022-10-02 16:54:53
6483,44419,24415,8930,0.55,0.2,2024-07-12 19:51:46
8088,39012,7794,770,0.2,0.02,2023-11-19 23:42:54
17407,20278,3393,887,0.17,0.04,2018-11-05 03:17:34
17150,34015,15471,1758,0.45,0.05,2019-07-31 14:35:59
18662,33400,11836,873,0.35,0.03,2018-02-28 09:44:34
13081,30073,10049,1982,0.33,0.07,2023-06-15 15:55:09
14323,5839,1072,424,0.18,0.07,2018-05-21 21:10:54
6283,29483,9273,2313,0.31,0.08,2020-05-09 22:05:13
4974,42255,18324,999,0.43,0.02,2024-03-13 05:22:00
1118,17798,8815,1815,0.5,0.1,2018-07-29 06:25:18
15398,48926,29015,2354,0.59,0.05,2023-10-09 14:43:54
19685,16212,4698,1567,0.29,0.1,2018-09-12 21:41:49
16902,34209,7831,1275,0.23,0.04,2021-05-08 00:50:13
6059,23928,6257,2437,0.26,0.1,2020-10-29 06:27:36
8657,24904,12356,3417,0.5,0.14,2020-11-12 20:15:27
10677,11860,6962,1634,0.59,0.14,2018-06-21 08:34:52
5685,39658,10240,1992,0.26,0.05,2021-05-15 00:15:58
10527,4949,2617,862,0.53,0.17,2018-09-23 08:15:27
8711,23891,8853,1296,0.37,0.05,2021-05-14 07:43:06
18936,21553,7303,1043,0.34,0.05,2020-09-29 09:49:59
15491,26521,5846,499,0.22,0.02,2021-07-03 13:40:35
6959,16170,4106,444,0.25,0.03,2019-11-19 10:53:55
10274,7051,3519,771,0.5,0.11,2020-01-18 19:49:16
9606,31269,11266,2868,0.36,0.09,2020-03-24 18:33:49
3487,11740,3187,1014,0.27,0.09,2022-11-27 06:21:44
14040,42654,9210,1796,0.22,0.04,2023-07-30 07:40:06
4833,44664,22261,5367,0.5,0.12,2019-05-21 12:48:52
5933,19017,4446,1386,0.23,0.07,2018-05-07 15:42:57
11492,17635,5167,767,0.29,0.04,2019-07-17 16:00:13
2605,44900,23849,6571,0.53,0.15,2021-08-11 16:09:58
9449,38976,6735,2424,0.17,0.06,2023-11-10 09:12:12
3729,23652,10706,2376,0.45,0.1,2022-10-15 18:43:58
7708,12616,6274,382,0.5,0.03,2019-09-11 15:22:22
17776,45179,26127,10408,0.58,0.23,2018-05-31 07:09:50
904,42774,15469,2117,0.36,0.05,2022-07-08 18:20:18
18998,22497,4644,1006,0.21,0.04,2023-09-24 11:01:01
12265,47934,18863,7212,0.39,0.15,2021-03-27 07:38:50
9999,2312,1309,166,0.57,0.07,2024-04-14 06:28:58
1969,39389,6936,1560,0.18,0.04,2019-02-19 14:02:04
14439,34707,8506,587,0.25,0.02,2019-06-25 21:09:03
2736,31084,14434,3806,0.46,0.12,2022-05-28 08:35:39
9736,10745,3396,837,0.32,0.08,2018-07-13 16:16:55
8114,14442,8181,683,0.57,0.05,2023-12-12 02:30:22
18569,23623,10557,3699,0.45,0.16,2022-11-24 03:21:42
15197,29138,11831,1434,0.41,0.05,2022-03-26 16:32:36
9390,43644,16156,2174,0.37,0.05,2019-02-07 02:43:36
9273,1198,529,55,0.44,0.05,2023-01-04 18:03:31
13775,762,122,15,0.16,0.02,2018-06-22 22:12:02
1103,8585,3364,364,0.39,0.04,2022-06-06 05:37:00
15846,43129,21747,4441,0.5,0.1,2022-04-11 01:28:52
6717,12279,5222,1245,0.43,0.1,2023-09-15 04:05:19
6790,47569,20156,7962,0.42,0.17,2018-06-25 10:04:53
1327,25134,4644,470,0.18,0.02,2018-05-19 15:04:26
13628,26994,15894,990,0.59,0.04,2022-07-30 11:06:24
16075,26533,15118,4331,0.57,0.16,2020-06-18 12:54:28
18074,33718,17324,5800,0.51,0.17,2024-05-09 02:45:47
9364,47814,24305,8863,0.51,0.19,2024-03-27 23:27:57
7953,653,189,36,0.29,0.06,2024-01-29 14:29:41
4871,34832,16709,5470,0.48,0.16,2020-01-22 10:29:50
5985,21797,7477,2403,0.34,0.11,2023-02-08 10:32:10
9115,38281,14042,4077,0.37,0.11,2020-12-19 05:15:12
9804,16511,8816,2446,0.53,0.15,2018-12-02 04:41:31
19668,18303,8981,1778,0.49,0.1,2019-10-16 15:12:21
5254,6566,3606,639,0.55,0.1,2019-03-24 01:28:07
17956,25010,12505,1736,0.5,0.07,2022-02-25 03:02:41
5323,10135,3714,1281,0.37,0.13,2020-09-07 11:01:10
5808,14715,6937,2246,0.47,0.15,2023-08-15 21:18:53
2484,41573,15309,3567,0.37,0.09,2023-09-14 23:05:57
17675,30177,6865,464,0.23,0.02,2018-07-09 11:56:29
5377,46082,26306,9987,0.57,0.22,2018-10-05 09:21:51
17251,43562,24056,7719,0.55,0.18,2024-01-25 02:50:57
6001,33997,11204,2322,0.33,0.07,2019-11-14 10:55:11
8189,19658,3755,894,0.19,0.05,2019-06-21 21:13:26
16073,48172,12085,2327,0.25,0.05,2018-08-23 02:00:36
18691,43962,20222,3851,0.46,0.09,2019-06-18 16:34:58
14623,20571,4674,1181,0.23,0.06,2024-10-14 01:19:03
11795,34256,17341,1488,0.51,0.04,2024-11-02 23:55:45
1317,41640,23564,6792,0.57,0.16,2022-11-02 12:08:47
10788,24799,13680,1945,0.55,0.08,2018-11-24 12:25:34
3678,26984,5664,1982,0.21,0.07,2023-02-23 11:14:12
13777,36485,18983,3907,0.52,0.11,2024-11-08 06:23:59
18193,23242,6265,1545,0.27,0.07,2021-06-10 01:27:26
3404,18617,3608,965,0.19,0.05,2018-08-15 11:24:40
6046,49463,10623,3950,0.21,0.08,2018-12-14 19:59:59
14383,13162,3662,345,0.28,0.03,2020-04-14 03:00:22
17948,17088,6990,1037,0.41,0.06,2019-07-27 13:19:37
1663,6827,1662,543,0.24,0.08,2024-07-28 01:19:58
19583,37308,15415,1536,0.41,0.04,2023-11-09 18:25:10
7387,22319,12128,3478,0.54,0.16,2023-03-31 05:39:53
19617,7208,2210,154,0.31,0.02,2018-04-27 19:52:12
14312,14342,4070,1439,0.28,0.1,2019-07-22 12:02:53
12831,44803,16753,5573,0.37,0.12,2018-01-28 06:06:55
12852,34451,12513,5004,0.36,0.15,2020-05-12 16:18:40
2765,23980,7867,1431,0.33,0.06,2020-05-16 08:45:19
16177,17942,9693,2837,0.54,0.16,2021-12-25 21:40:29
8266,12530,6706,2310,0.54,0.18,2024-05-02 17:00:10
5083,18844,10302,2519,0.55,0.13,2024-08-31 16:47:31
15487,21817,9982,2031,0.46,0.09,2020-05-21 08:32:32
6699,21668,10805,1272,0.5,0.06,2022-10-12 21:14:47
10568,30185,9836,910,0.33,0.03,2022-11-24 14:03:59
14741,3128,1323,515,0.42,0.16,2023-01-17 19:18:27
11856,15951,8586,535,0.54,0.03,2021-11-15 19:31:11
16282,38858,20477,1419,0.53,0.04,2019-08-29 09:02:40
5195,6506,1141,118,0.18,0.02,2021-11-24 02:54:36
11814,39106,8962,2679,0.23,0.07,2023-02-22 04:04:46
6539,4065,2226,506,0.55,0.12,2023-05-10 08:13:55
16754,3219,1183,177,0.37,0.05,2020-03-29 02:41:16
9486,20182,5837,1147,0.29,0.06,2020-04-26 20:16:33
6606,7974,4567,991,0.57,0.12,2020-03-14 23:07:27
10390,36873,6368,1726,0.17,0.05,2020-12-15 16:34:12
1516,41901,10287,4106,0.25,0.1,2021-05-12 22:21:11
3582,3086,739,97,0.24,0.03,2022-02-16 13:43:34
13434,36986,13362,4056,0.36,0.11,2022-10-21 03:49:15
17211,2626,1283,206,0.49,0.08,2021-03-01 19:54:17
7463,42909,14554,3703,0.34,0.09,2023-01-17 07:39:43
4035,12430,4880,376,0.39,0.03,2019-05-27 06:04:21
12239,11047,5627,991,0.51,0.09,2018-07-02 21:21:33
10364,46787,23846,8270,0.51,0.18,2019-08-22 01:21:19
10157,49495,14618,3443,0.3,0.07,2024-06-08 09:06:32
13544,4231,2128,414,0.5,0.1,2024-05-26 05:28:15
3348,43088,14015,3135,0.33,0.07,2019-03-18 22:54:25
11775,41907,15771,1704,0.38,0.04,2019-07-17 08:41:01
14447,27388,14391,3676,0.53,0.13,2021-08-16 14:04:41
3225,6684,3131,797,0.47,0.12,2018-03-21 12:09:56
7803,13642,4148,538,0.3,0.04,2019-01-17 19:08:15
18771,38920,16588,5274,0.43,0.14,2021-10-08 10:45:37
6081,16093,5774,587,0.36,0.04,2021-11-20 17:08:25
14472,2088,785,255,0.38,0.12,2023-03-20 18:06:44
18202,17899,9958,907,0.56,0.05,2023-01-17 09:34:39
1389,15423,6338,1546,0.41,0.1,2024-08-06 00:10:24
