student_id,class_date,attendance_status,class_type
46049,2023-12-25 20:20:45,Absent,Lecture
6404,2022-06-11 22:18:37,Present,Online
46853,2017-04-24 23:48:59,Present,Lecture
5059,2018-09-22 00:11:57,Present,Lecture
40707,2019-12-12 13:24:30,Present,Online
16185,2022-03-08 08:28:42,Present,Lab
37129,2023-05-22 12:08:39,Present,Online
41975,2024-08-22 19:36:48,Present,Online
37426,2020-02-05 02:47:42,Present,Lecture
35307,2024-06-16 19:36:13,Present,Lecture
9976,2017-01-22 00:36:10,Present,Lecture
36036,2020-01-12 04:45:58,Absent,Lecture
40643,2024-11-26 20:34:20,Present,Lecture
2802,2020-07-10 06:48:49,Present,Online
44108,2021-04-27 03:32:23,Absent,Lecture
11905,2020-03-11 20:28:46,Present,Lecture
49840,2019-05-05 11:16:45,Present,Online
28495,2018-05-18 19:45:02,Present,Lab
24600,2017-01-18 15:36:37,Present,Online
11560,2017-12-11 10:18:54,Present,Lab
1279,2019-03-25 18:58:04,Present,Lecture
39448,2024-05-31 08:36:23,Absent,Lecture
40185,2023-03-18 13:36:14,Present,Lab
18457,2018-04-12 06:13:50,Absent,Online
25134,2021-03-16 13:33:16,Present,Lecture
46456,2021-01-25 18:43:02,Absent,Lab
45010,2020-03-21 09:42:04,Present,Online
37736,2020-07-28 15:36:57,Absent,Lecture
11443,2020-10-07 10:07:12,Absent,Lecture
38207,2019-06-07 20:16:06,Present,Lecture
18546,2023-07-20 21:10:12,Present,Lecture
7352,2018-12-25 17:53:11,Absent,Lecture
32326,2024-07-16 11:25:59,Present,Online
26972,2024-05-23 11:42:51,Present,Lecture
21188,2022-07-16 22:50:32,Present,Lecture
3073,2023-01-15 09:55:15,Present,Lab
39295,2021-08-24 04:35:59,Present,Lecture
33911,2022-05-24 15:24:56,Present,Lecture
45825,2018-07-31 23:40:33,Present,Online
36113,2023-05-22 21:37:43,Present,Lecture
46757,2023-07-30 01:03:28,Present,Online
43896,2023-06-04 15:50:16,Present,Lecture
23851,2023-09-24 06:01:16,Absent,Online
29653,2019-12-13 05:39:10,Present,Lab
11448,2017-09-12 18:08:10,Present,Lab
17597,2022-11-03 23:01:42,Present,Online
26289,2019-08-15 23:28:59,Present,Lab
13899,2020-07-07 03:46:45,Present,Lab
22681,2024-10-07 05:33:48,Present,Lab
37974,2018-09-09 22:05:35,Present,Lab
37070,2022-11-23 04:53:10,Present,Lecture
45193,2019-05-23 09:18:44,Present,Lecture
36403,2018-03-11 17:21:30,Present,Lab
45017,2017-04-23 01:35:43,Present,Lecture
39364,2024-06-25 07:07:16,Absent,Lecture
42240,2020-02-21 20:42:31,Present,Online
10187,2017-01-20 15:51:44,Present,Online
38043,2017-11-23 07:27:14,Present,Lecture
12120,2019-08-10 21:18:11,Present,Lecture
12123,2018-05-16 11:28:03,Present,Lab
165,2024-08-28 17:34:23,Present,Lab
2270,2024-02-07 00:12:04,Present,Lab
47489,2018-08-17 09:35:31,Present,Lecture
6006,2023-07-30 17:17:25,Present,Lecture
3226,2020-02-12 10:44:11,Present,Lecture
4630,2020-03-06 11:56:14,Present,Lab
40571,2021-04-18 07:06:08,Present,Lab
41805,2024-11-16 09:44:12,Present,Online
14566,2020-01-05 06:52:28,Present,Online
18097,2018-03-23 21:43:44,Present,Lab
17597,2018-05-12 18:11:09,Present,Online
19809,2018-12-14 11:20:08,Present,Lab
40741,2024-03-03 17:50:47,Present,Lecture
22628,2021-03-14 10:07:53,Present,Lecture
40878,2018-07-04 18:07:24,Present,Lecture
41967,2024-09-21 15:51:19,Present,Lecture
38575,2018-07-27 18:47:32,Absent,Online
15903,2020-11-26 10:59:00,Absent,Lecture
20366,2021-02-15 23:30:56,Present,Lab
37173,2017-04-27 20:11:12,Present,Lecture
20200,2024-08-31 22:50:43,Present,Online
28527,2020-04-20 13:00:44,Absent,Lab
44984,2024-05-07 13:49:06,Present,Lecture
12076,2022-09-05 09:14:37,Present,Lab
26276,2019-10-10 17:18:02,Present,Online
19000,2023-01-16 05:39:27,Present,Online
44124,2020-06-08 23:40:38,Present,Lab
44251,2023-01-03 14:27:17,Absent,Online
44726,2021-04-30 07:14:59,Absent,Lab
18507,2017-03-22 09:08:28,Present,Online
4890,2023-02-07 18:53:08,Absent,Online
10441,2020-02-13 03:31:57,Present,Online
30111,2022-04-17 01:59:25,Present,Lecture
31450,2020-07-22 21:24:32,Present,Lecture
34856,2017-08-24 17:18:59,Absent,Lab
5742,2023-01-12 21:19:36,Present,Lecture
23757,2021-07-28 07:42:40,Absent,Lab
24875,2017-04-17 09:50:48,Present,Online
49787,2022-06-02 20:09:06,Present,Lecture
2726,2024-07-12 13:25:51,Absent,Lab
23257,2023-06-10 05:48:51,Present,Online
11321,2018-08-17 21:39:20,Present,Lab
27094,2023-01-31 23:45:05,Present,Online
40135,2019-04-30 12:10:25,Present,Online
34649,2024-04-18 08:01:22,Present,Lecture
21204,2020-01-23 20:32:49,Absent,Lecture
13196,2022-05-28 16:23:35,Present,Online
9324,2018-09-22 19:22:42,Present,Lecture
26513,2024-07-05 20:48:41,Present,Lecture
2318,2024-05-13 06:43:47,Present,Lecture
46004,2020-09-07 18:23:52,Present,Lab
11938,2022-03-21 22:24:21,Present,Lab
1138,2017-11-11 18:12:36,Present,Lab
42251,2021-11-30 05:15:32,Present,Lecture
5702,2022-10-13 14:04:41,Present,Lecture
11079,2023-06-24 16:17:38,Present,Lab
30106,2022-05-02 22:25:00,Present,Lecture
4562,2023-10-28 03:03:32,Present,Lab
27849,2021-08-15 12:37:18,Present,Lab
18804,2017-05-04 09:19:52,Present,Lecture
37456,2020-10-02 22:39:53,Present,Online
45975,2020-05-06 21:43:04,Present,Lab
21347,2020-10-26 11:52:14,Absent,Lab
24063,2024-10-18 16:42:27,Present,Online
49866,2022-03-14 08:17:54,Present,Lecture
20998,2023-07-17 12:26:38,Present,Lab
5093,2021-11-08 06:19:47,Present,Online
19403,2023-06-19 12:18:22,Absent,Online
10253,2021-01-10 00:41:21,Present,Lecture
40529,2018-06-10 06:45:27,Present,Lab
3780,2023-12-21 07:15:13,Present,Lecture
20375,2024-07-15 22:59:39,Present,Lab
47082,2018-01-27 00:19:18,Present,Lab
37962,2019-03-12 22:28:08,Present,Online
16094,2024-12-10 17:11:47,Present,Lab
47324,2023-03-28 20:40:39,Absent,Lecture
39845,2018-02-10 08:39:40,Present,Online
10026,2019-10-16 11:47:15,Present,Online
356,2020-11-01 14:44:47,Present,Online
16047,2023-05-07 04:55:13,Present,Lab
24381,2018-01-05 02:28:29,Present,Lecture
13998,2022-09-05 10:18:29,Absent,Lecture
37552,2024-10-30 11:29:48,Present,Online
15155,2019-09-09 14:03:19,Present,Lecture
45094,2021-07-11 04:50:04,Present,Lab
21042,2023-04-21 18:40:37,Present,Lab
7517,2021-06-26 14:28:45,Present,Online
39346,2023-03-09 00:24:57,Present,Lab
48691,2020-04-25 22:20:17,Absent,Online
26667,2024-11-17 23:38:09,Present,Lab
34154,2021-03-03 17:31:12,Present,Online
32790,2022-02-08 22:09:52,Present,Lecture
17953,2024-09-19 09:27:16,Present,Lecture
10674,2022-08-07 06:53:28,Present,Lecture
20481,2017-03-11 17:29:08,Present,Lecture
29971,2019-04-23 16:13:00,Present,Online
24768,2022-12-20 15:56:49,Present,Lab
25744,2023-05-28 19:26:06,Present,Lecture
40760,2021-02-10 03:51:41,Present,Online
46090,2022-03-17 00:04:00,Present,Lab
16590,2024-02-19 00:45:20,Present,Lab
8454,2022-06-20 03:09:30,Present,Online
20368,2024-09-05 00:26:07,Present,Lab
11976,2019-01-26 21:57:54,Present,Lecture
39693,2020-03-22 14:38:25,Present,Online
27606,2023-06-08 10:27:30,Present,Online
31611,2023-12-02 12:37:15,Present,Lab
44576,2020-10-17 02:20:27,Present,Online
10091,2018-11-27 06:06:13,Present,Lab
16008,2023-04-05 02:49:37,Present,Lecture
24797,2019-01-03 09:43:43,Present,Lecture
46632,2023-04-07 05:06:05,Absent,Lab
39284,2019-04-04 05:51:02,Present,Lecture
24686,2018-02-22 02:49:25,Present,Lab
17031,2021-12-25 06:50:33,Present,Lab
36691,2018-03-27 06:07:09,Absent,Online
1892,2021-06-25 21:19:11,Present,Lab
40722,2022-03-16 12:39:32,Present,Lecture
33049,2024-10-16 02:58:07,Present,Lab
22565,2019-03-31 16:49:34,Present,Lab
13011,2022-04-10 08:21:34,Absent,Online
42677,2017-08-14 01:05:50,Present,Lecture
31729,2020-10-21 17:16:36,Present,Lecture
32407,2022-10-04 23:54:42,Present,Lab
12404,2023-07-15 02:30:10,Present,Lab
10703,2018-10-27 08:22:57,Present,Online
21249,2020-05-13 03:01:24,Present,Online
45611,2024-12-25 08:43:54,Present,Lecture
38096,2020-06-26 16:59:46,Present,Lab
4807,2020-01-12 00:22:04,Present,Lecture
37153,2019-05-09 14:52:21,Present,Lab
24422,2023-02-19 21:09:32,Present,Lab
16280,2021-05-07 23:56:11,Present,Online
28217,2020-05-17 08:09:21,Present,Online
2466,2022-12-06 11:38:13,Absent,Online
46511,2020-06-06 13:38:55,Present,Online
47298,2022-01-06 19:50:56,Present,Lab
43425,2018-06-01 13:05:43,Absent,Lab
1091,2023-03-20 23:44:02,Present,Lab
131,2019-08-26 15:25:24,Present,Lab
29791,2018-11-05 20:08:59,Present,Online
35251,2019-02-07 18:59:13,Present,Lab
42649,2018-05-29 21:57:55,Present,Lab
11396,2019-09-20 19:30:54,Present,Online
22912,2018-04-15 07:53:32,Present,Lecture
19851,2020-10-05 17:45:09,Present,Online
7119,2022-10-01 10:09:25,Present,Lab
31082,2017-05-25 11:21:21,Present,Lecture
36099,2021-10-05 06:36:06,Present,Lab
2147,2020-04-08 18:55:34,Present,Lecture
6245,2021-04-12 14:59:42,Present,Online
10495,2023-10-25 23:09:17,Present,Online
38620,2024-08-19 07:24:42,Present,Lab
30106,2023-04-04 13:15:18,Present,Online
1274,2021-09-12 00:05:29,Present,Online
34328,2017-12-02 08:30:07,Absent,Lab
34053,2019-03-24 10:36:17,Present,Lab
37268,2020-06-09 09:17:52,Present,Lecture
16332,2020-01-11 17:32:00,Present,Lecture
49734,2017-06-05 22:48:26,Absent,Lab
5936,2022-02-18 04:23:21,Present,Online
19626,2017-05-06 16:05:08,Absent,Lecture
40825,2024-03-17 12:48:39,Present,Lecture
3368,2021-12-27 02:36:58,Present,Online
47341,2017-05-16 09:59:28,Present,Lab
18555,2022-01-08 19:39:02,Present,Online
4610,2022-07-13 15:57:04,Present,Online
2940,2020-01-27 18:33:26,Absent,Online
17715,2021-04-26 21:27:53,Present,Lab
1135,2022-04-18 21:54:13,Present,Lab
17149,2020-12-05 14:01:47,Absent,Online
39358,2024-04-06 00:43:19,Absent,Lecture
2839,2023-02-20 16:43:26,Present,Lecture
28071,2018-12-14 08:13:50,Present,Online
47011,2020-07-06 02:50:19,Present,Lab
17492,2023-12-02 14:55:26,Present,Lecture
37706,2022-02-25 23:45:36,Present,Online
24680,2018-06-09 02:12:09,Absent,Lab
34787,2023-06-12 08:40:47,Present,Lecture
48088,2023-07-25 06:41:28,Present,Lab
12834,2018-09-16 04:37:30,Present,Lecture
25910,2021-03-19 05:31:27,Present,Lab
31195,2024-08-14 20:57:16,Present,Online
6344,2020-12-19 03:04:17,Present,Lab
41528,2023-05-03 14:11:11,Present,Lab
43489,2022-02-20 04:12:43,Present,Online
17948,2020-07-04 08:24:07,Present,Online
14643,2020-03-16 14:52:32,Present,Lab
47529,2021-12-04 16:02:13,Present,Lecture
48970,2022-02-27 14:03:34,Present,Lecture
15327,2017-12-07 16:43:50,Present,Online
38896,2022-03-30 02:19:32,Absent,Lecture
49583,2022-12-10 06:22:41,Present,Lab
6621,2021-10-28 13:18:31,Present,Lecture
14666,2019-09-02 15:58:22,Present,Online
8423,2018-10-22 07:45:28,Present,Online
29482,2024-11-29 10:26:47,Present,Lecture
40437,2021-01-16 19:52:11,Present,Lab
8614,2023-05-27 03:50:16,Present,Lab
17182,2024-06-06 06:29:15,Present,Lecture
45821,2023-04-25 21:15:15,Present,Online
49670,2022-11-29 02:45:26,Present,Online
25237,2018-12-15 00:01:16,Present,Online
1663,2023-06-22 07:28:50,Present,Lecture
1750,2018-08-03 05:11:23,Present,Lab
44148,2022-08-19 20:01:36,Absent,Lab
30785,2022-09-28 01:45:57,Present,Lab
29445,2019-12-03 04:06:39,Present,Online
28848,2018-01-31 16:32:53,Present,Lecture
8859,2023-08-22 04:09:55,Present,Lecture
17566,2023-01-21 22:45:09,Present,Lab
35176,2020-06-07 15:59:46,Present,Lecture
38756,2017-08-16 14:30:59,Present,Online
48140,2023-01-23 01:13:16,Present,Lab
29648,2022-12-05 03:18:50,Absent,Online
26818,2018-02-05 05:51:27,Present,Lecture
14606,2017-01-18 18:04:21,Present,Online
12915,2024-03-21 02:48:51,Present,Online
22092,2021-02-23 17:31:56,Present,Lecture
37031,2023-02-26 13:45:10,Present,Online
15035,2018-09-23 08:16:08,Present,Lab
12896,2018-05-28 07:27:57,Absent,Online
2488,2024-09-15 13:15:23,Present,Online
3286,2019-02-28 08:20:53,Absent,Lab
32849,2023-01-06 12:17:49,Present,Lecture
44681,2020-11-18 21:59:14,Present,Lecture
44155,2023-05-10 16:09:09,Present,Online
45119,2024-10-05 03:01:10,Present,Lecture
8001,2023-02-22 10:57:21,Present,Lecture
31896,2022-03-02 03:54:42,Present,Online
14796,2021-08-17 01:06:13,Present,Lecture
14636,2018-11-15 17:54:19,Absent,Online
24183,2017-08-19 06:11:19,Present,Online
12213,2019-12-03 23:35:37,Present,Lab
30821,2022-12-21 21:58:57,Present,Online
27380,2019-06-11 18:03:45,Present,Lecture
7415,2022-03-10 21:46:09,Present,Online
6698,2024-01-12 03:48:40,Present,Lab
47654,2017-03-02 17:21:11,Present,Lecture
24074,2023-12-07 17:53:05,Present,Lab
3616,2023-10-31 01:14:07,Present,Lab
37982,2024-05-03 18:39:24,Present,Lab
42519,2017-12-29 10:16:59,Present,Lab
28267,2021-12-28 18:10:03,Absent,Lecture
6791,2017-10-15 18:36:46,Absent,Online
6844,2022-06-19 06:04:11,Present,Lecture
41086,2019-01-27 10:46:46,Present,Online
15392,2019-03-17 03:28:06,Present,Lab
4446,2021-02-02 06:15:12,Present,Lecture
8288,2019-09-11 22:15:43,Present,Online
15581,2024-03-21 08:16:36,Present,Lab
15510,2022-08-09 05:32:43,Present,Lab
37714,2020-04-29 15:52:06,Present,Lecture
30852,2018-09-07 12:45:30,Present,Lab
2105,2018-03-16 06:30:45,Present,Lecture
41783,2017-04-15 18:17:12,Present,Online
32895,2023-01-04 01:24:43,Present,Online
29333,2024-05-31 05:27:50,Present,Lab
11624,2023-04-01 12:23:53,Present,Lab
23258,2017-01-20 13:18:35,Present,Lecture
6927,2019-08-15 14:23:33,Present,Lecture
17144,2017-03-16 18:01:41,Present,Lecture
28068,2017-05-03 16:23:18,Absent,Lab
24695,2017-04-24 08:52:52,Absent,Online
8363,2019-06-08 20:50:45,Present,Lecture
3920,2020-10-28 14:14:25,Present,Online
249,2019-06-27 18:16:35,Present,Lab
2922,2024-01-13 09:53:51,Present,Online
31670,2021-03-29 22:50:41,Present,Online
36416,2017-02-24 18:52:58,Present,Online
33633,2023-08-26 23:51:16,Present,Lab
2245,2018-07-31 09:55:45,Present,Lab
13961,2022-07-19 10:02:59,Present,Lab
45149,2020-05-02 19:00:03,Present,Lecture
4525,2021-03-16 22:08:11,Present,Lecture
39376,2019-01-25 15:01:14,Present,Lab
37131,2018-07-01 04:11:56,Present,Lab
2203,2021-11-30 07:46:41,Present,Lecture
29209,2024-02-05 11:07:09,Present,Online
20524,2017-11-12 21:06:08,Present,Lecture
16359,2017-12-30 16:56:18,Present,Lab
7234,2021-02-28 14:10:40,Present,Lecture
21868,2020-04-11 09:53:56,Present,Online
8050,2021-08-28 10:31:08,Absent,Lab
37046,2018-02-06 16:39:18,Present,Lecture
38571,2020-02-05 00:54:42,Absent,Online
35253,2017-03-18 10:13:09,Absent,Lab
8915,2021-09-23 16:19:31,Present,Lecture
2447,2019-11-07 15:50:54,Absent,Lecture
21885,2017-12-09 14:15:57,Present,Lab
22342,2023-04-30 20:49:24,Present,Online
48730,2019-08-19 01:08:37,Present,Lab
45610,2021-01-10 04:10:08,Present,Lecture
32447,2021-03-10 12:43:10,Absent,Online
40692,2020-09-03 06:32:52,Present,Online
18977,2019-05-27 16:16:39,Present,Online
13669,2019-11-19 12:11:11,Absent,Lab
5368,2023-04-30 17:30:43,Present,Lecture
47331,2023-08-22 13:39:59,Absent,Lab
13085,2020-12-08 14:45:54,Present,Online
5912,2024-07-01 16:14:53,Present,Lab
9617,2024-01-03 22:57:31,Present,Online
39272,2024-02-07 16:24:40,Present,Online
30893,2021-09-26 21:07:05,Present,Lab
19196,2017-03-01 17:32:31,Present,Lecture
9955,2023-01-07 16:43:05,Present,Lecture
14155,2024-03-25 22:21:26,Present,Online
19422,2018-12-13 18:16:48,Present,Lab
30602,2018-11-06 23:36:08,Present,Lab
41227,2019-04-09 15:18:26,Present,Lecture
42003,2017-05-20 21:47:44,Present,Online
4003,2023-06-04 04:52:57,Present,Lecture
28076,2022-05-02 13:07:30,Present,Lab
14833,2018-11-17 16:18:09,Absent,Lab
34902,2023-12-14 16:56:10,Absent,Online
35553,2024-04-03 10:24:26,Present,Online
14393,2018-10-17 17:35:45,Present,Lecture
1638,2017-02-08 22:58:14,Present,Lab
41211,2021-03-30 06:47:16,Present,Lab
24306,2021-01-07 17:17:18,Absent,Lecture
14056,2020-12-17 06:14:51,Present,Lecture
704,2023-02-20 00:36:39,Present,Lecture
5303,2024-01-18 10:22:12,Present,Online
27031,2024-09-14 02:43:43,Absent,Lecture
27960,2022-07-13 16:23:00,Present,Lecture
32750,2023-11-04 02:39:15,Absent,Online
19959,2020-04-26 00:53:46,Absent,Online
20424,2020-05-02 14:53:40,Present,Lecture
26744,2022-07-15 21:02:56,Present,Online
39171,2019-12-28 18:36:15,Present,Lecture
37673,2024-01-07 04:12:22,Present,Lab
35993,2023-10-02 10:53:27,Present,Online
37643,2018-05-06 18:55:47,Present,Lecture
14786,2024-08-19 09:51:22,Present,Online
7354,2022-08-06 10:44:22,Present,Online
37664,2022-11-19 02:13:18,Present,Lab
43741,2023-06-10 07:04:48,Present,Lab
34679,2023-12-17 11:29:35,Present,Lecture
37789,2020-09-08 08:20:14,Present,Online
23597,2023-12-21 13:09:45,Present,Lecture
44024,2021-12-17 03:03:13,Absent,Lecture
16274,2017-01-25 17:53:49,Present,Lecture
13173,2019-07-27 06:58:58,Present,Lecture
37383,2020-06-11 20:04:25,Present,Lab
39296,2023-01-11 06:04:57,Present,Lab
19106,2018-08-16 08:22:49,Present,Lecture
20165,2017-05-25 14:13:53,Present,Online
39611,2021-05-15 11:43:08,Present,Lab
8621,2023-08-02 05:32:53,Present,Online
38514,2018-09-29 23:32:08,Present,Lab
16885,2023-10-18 22:26:20,Absent,Lab
38113,2023-02-18 04:06:25,Present,Lab
24045,2021-06-26 19:43:07,Present,Lab
33327,2021-09-25 18:09:50,Present,Lecture
17930,2019-03-01 18:40:39,Present,Lab
24702,2017-04-09 14:31:27,Present,Lab
42999,2021-04-24 11:48:29,Present,Lab
36722,2020-12-07 14:16:53,Present,Lab
26491,2022-04-30 05:36:51,Absent,Lab
5208,2021-10-02 04:29:34,Present,Online
18675,2019-06-06 13:58:30,Present,Online
13919,2019-09-26 08:55:38,Present,Lecture
43335,2018-06-02 13:07:40,Present,Lab
32331,2018-07-26 15:35:26,Present,Lecture
26180,2022-01-18 16:23:17,Present,Lab
19077,2020-04-12 11:28:56,Present,Lab
20961,2020-11-08 20:15:09,Present,Online
46704,2024-12-31 06:59:39,Present,Lab
20300,2021-02-14 15:32:46,Present,Lab
42874,2018-10-25 19:17:03,Present,Online
23240,2018-11-26 06:05:57,Present,Online
30311,2017-07-10 15:50:00,Present,Lecture
40323,2017-06-21 17:22:14,Present,Lecture
21948,2023-04-03 18:33:36,Present,Lab
23969,2017-01-05 04:27:40,Present,Lab
35147,2018-02-22 09:04:24,Present,Online
38557,2020-04-06 07:28:41,Absent,Lecture
39074,2017-04-17 03:28:38,Absent,Lecture
26617,2019-01-13 22:09:52,Absent,Lecture
26443,2019-01-14 09:40:13,Present,Lab
33795,2017-05-09 10:05:34,Present,Lecture
42592,2023-09-19 09:18:46,Absent,Lecture
44504,2023-02-13 12:11:19,Present,Online
30875,2018-01-14 12:44:46,Present,Lab
7781,2020-07-03 17:21:01,Present,Lab
22261,2022-01-25 21:49:23,Present,Lecture
4845,2022-03-02 04:13:30,Present,Online
9351,2017-05-17 03:38:23,Present,Lecture
16704,2024-05-26 12:22:17,Present,Lecture
30857,2024-02-03 18:03:05,Present,Lab
2122,2019-11-24 01:17:24,Present,Lecture
22854,2019-09-05 14:12:53,Present,Online
11311,2017-06-18 13:31:24,Present,Lab
24959,2017-04-29 17:00:59,Present,Online
47585,2020-05-30 13:46:46,Present,Online
4642,2021-10-19 08:48:59,Present,Lab
30642,2020-05-24 10:24:29,Present,Online
43324,2021-06-25 10:07:51,Absent,Online
38506,2020-06-28 07:49:45,Present,Online
46995,2023-08-31 00:47:57,Present,Online
15216,2019-11-05 03:32:41,Present,Lecture
38555,2024-06-27 00:37:57,Present,Lecture
44571,2022-09-05 07:59:56,Present,Lab
20176,2018-02-13 17:02:01,Absent,Online
26735,2020-09-10 04:18:12,Present,Online
6748,2023-04-09 07:20:20,Present,Lab
35276,2017-09-07 19:32:07,Present,Lecture
24667,2023-05-25 01:19:23,Present,Lab
43478,2019-09-23 00:35:15,Present,Lab
40205,2018-04-24 04:59:56,Present,Online
39186,2018-02-25 04:26:39,Present,Online
46584,2022-11-28 23:22:33,Present,Lecture
17566,2018-03-12 16:15:12,Absent,Lecture
385,2022-06-20 06:35:43,Present,Lab
39038,2024-06-04 07:36:40,Present,Online
32978,2021-10-22 15:28:33,Present,Lab
47611,2018-05-16 18:03:59,Present,Online
23531,2023-02-14 12:47:27,Present,Online
17492,2017-04-13 04:40:43,Present,Lab
48768,2018-05-10 09:16:00,Present,Online
17920,2022-07-20 18:17:18,Present,Lecture
32758,2019-05-16 21:10:21,Absent,Online
18740,2021-07-06 07:45:34,Present,Lecture
38475,2018-06-26 09:19:48,Present,Lecture
7688,2024-06-07 04:46:07,Present,Lab
6422,2020-10-19 06:23:59,Present,Online
41763,2021-10-14 00:44:40,Present,Lecture
29052,2024-04-30 10:46:14,Present,Lab
2697,2020-03-24 21:14:37,Absent,Lecture
47510,2017-11-06 06:23:24,Present,Lab
33933,2018-11-14 10:41:57,Present,Online
44113,2024-07-13 16:04:57,Present,Lab
3445,2024-06-01 13:27:45,Present,Lecture
25719,2020-11-06 23:48:14,Present,Lab
45702,2017-04-15 06:27:30,Present,Online
8955,2022-01-15 16:18:48,Present,Online
11404,2023-03-26 08:39:47,Present,Lecture
31086,2020-12-27 08:05:59,Present,Lab
20185,2020-10-08 13:33:28,Present,Online
14859,2020-05-28 12:12:11,Present,Lab
38347,2023-06-09 08:46:12,Present,Online
32048,2021-12-03 10:17:26,Present,Lab
34590,2019-02-19 09:47:45,Present,Lab
45745,2021-05-23 02:12:47,Present,Lecture
9717,2017-05-25 18:27:13,Present,Lab
27903,2023-07-29 18:45:56,Present,Online
47091,2024-06-08 04:37:21,Absent,Lab
20680,2021-12-16 06:44:36,Present,Lecture
22673,2022-10-21 21:38:42,Present,Lab
29073,2022-08-11 21:47:28,Present,Online
16849,2018-06-09 17:37:51,Present,Lecture
13369,2020-06-22 22:56:59,Present,Lecture
15677,2022-07-22 06:03:54,Absent,Lab
5429,2022-07-12 10:34:18,Present,Lab
22360,2023-11-03 23:40:34,Present,Lab
13781,2019-12-29 19:31:39,Present,Lecture
3400,2017-06-30 04:00:00,Absent,Lab
44700,2023-03-22 05:35:54,Present,Lecture
33718,2022-09-28 17:17:41,Present,Lecture
5566,2019-08-30 00:45:27,Present,Online
24773,2017-01-28 08:45:26,Absent,Online
18016,2018-04-25 19:55:10,Present,Lecture
26128,2019-06-06 08:30:02,Present,Lecture
12629,2023-03-10 03:16:38,Present,Online
34949,2019-05-13 00:50:05,Present,Lecture
46835,2024-09-11 11:18:06,Present,Lecture
25056,2019-02-20 12:23:44,Present,Lecture
20152,2017-12-28 23:30:13,Absent,Lecture
45887,2024-07-24 07:23:27,Present,Lab
34557,2020-06-26 05:21:51,Absent,Lab
1203,2023-01-07 01:04:30,Absent,Online
16374,2021-06-30 00:58:07,Present,Lab
23235,2019-07-02 15:21:22,Present,Lecture
12450,2024-08-07 13:27:23,Present,Lab
9065,2021-01-18 17:43:11,Present,Lecture
38899,2019-01-04 12:48:26,Present,Lab
7684,2022-01-19 16:05:56,Present,Online
41662,2018-08-05 10:12:46,Present,Online
42663,2023-04-11 09:13:05,Present,Online
11270,2024-06-03 05:05:07,Present,Online
6545,2024-02-07 10:27:42,Present,Lecture
40579,2018-04-27 05:30:27,Present,Lab
29205,2017-01-25 00:54:41,Absent,Online
12114,2019-10-31 04:50:34,Present,Lab
27106,2023-04-20 04:09:58,Present,Lab
22498,2024-04-24 14:11:51,Present,Online
26662,2024-12-17 00:26:05,Present,Lab
14765,2021-07-26 03:57:09,Present,Online
35647,2024-04-30 18:12:36,Present,Online
911,2020-10-25 04:45:09,Present,Online
1669,2017-11-28 01:12:06,Present,Online
4432,2023-03-11 18:45:51,Absent,Lab
19604,2024-07-08 12:47:03,Present,Lecture
12582,2021-08-31 16:38:07,Present,Online
35897,2023-11-09 12:26:02,Present,Online
14975,2020-09-19 18:49:30,Present,Lab
16217,2023-05-07 05:51:15,Present,Online
12817,2017-01-15 15:42:46,Present,Lecture
683,2023-11-13 09:29:20,Present,Lab
5345,2018-02-25 03:24:49,Present,Lecture
27836,2022-04-18 05:37:30,Present,Lecture
44880,2019-07-07 04:07:09,Present,Lab
45691,2018-01-05 15:44:17,Absent,Lecture
29535,2022-08-01 16:48:20,Present,Lecture
24142,2024-02-24 20:17:49,Present,Lecture
45690,2022-09-02 06:47:37,Present,Lab
32089,2019-07-26 20:23:39,Present,Lecture
12120,2023-12-21 06:51:59,Absent,Lecture
43907,2022-08-16 01:57:43,Present,Lab
12502,2020-11-12 15:33:51,Present,Online
13131,2022-11-12 14:01:39,Present,Lecture
39090,2021-01-27 00:43:31,Present,Lab
14810,2023-05-16 04:51:49,Present,Lab
7975,2021-07-28 05:48:08,Present,Lecture
9957,2020-11-03 07:44:48,Present,Online
38992,2021-02-18 15:21:53,Present,Lecture
4787,2023-02-14 05:25:08,Present,Online
42771,2022-08-27 15:02:30,Present,Online
4957,2020-07-22 23:03:48,Present,Lab
33981,2022-04-14 05:19:21,Present,Lab
319,2017-04-04 16:08:09,Present,Online
38281,2022-08-28 01:30:25,Absent,Lecture
27355,2018-02-25 00:01:41,Present,Online
493,2020-08-20 14:20:49,Present,Lecture
31524,2018-09-27 17:51:58,Present,Lab
45163,2018-01-10 20:34:40,Present,Lecture
36585,2022-07-26 12:56:04,Absent,Online
776,2020-12-08 13:49:14,Present,Lecture
47629,2019-05-08 01:29:02,Present,Lecture
6033,2019-10-13 04:34:40,Present,Online
2203,2024-01-13 19:53:17,Present,Lab
30158,2017-05-23 02:07:46,Present,Lecture
41320,2024-12-14 23:40:48,Present,Online
15766,2023-12-14 06:25:09,Present,Lab
12912,2022-10-07 13:10:30,Absent,Lecture
9815,2018-09-12 14:41:06,Present,Online
3376,2024-02-01 01:09:13,Present,Lecture
14150,2024-12-25 03:54:39,Present,Lecture
2194,2017-03-22 00:14:36,Present,Lecture
48979,2024-02-02 14:50:51,Present,Lab
26342,2021-07-29 03:18:22,Present,Lab
32536,2024-05-11 05:41:36,Present,Lecture
3614,2020-01-30 07:25:18,Present,Online
