user_id,course_id,videos_watched,hours_spent,completion_status,last_active_date
32554,3172,59,170,Incomplete,2019-06-27 07:51:29
45866,3800,2,178,Completed,2021-07-09 19:45:26
35860,4496,58,116,Completed,2018-06-04 08:35:19
31881,2624,54,77,Completed,2018-03-18 20:25:41
31371,1971,11,14,Completed,2020-04-24 17:24:45
27566,102,49,59,Completed,2022-05-19 00:18:59
10598,1548,19,10,Incomplete,2018-03-05 20:51:42
21598,473,48,174,Completed,2020-08-09 16:35:44
33138,17,31,158,Incomplete,2023-08-18 20:58:52
23750,3850,23,72,Incomplete,2023-04-30 09:46:59
7440,375,26,20,Completed,2019-02-05 20:33:29
12913,2337,9,143,Incomplete,2018-12-26 22:17:22
26970,3468,59,97,Completed,2017-11-01 01:13:00
9352,1197,55,173,Completed,2018-08-03 13:15:42
21532,4349,14,32,Incomplete,2019-12-02 12:31:55
42997,225,55,32,Completed,2018-11-11 01:21:06
30806,114,12,185,Completed,2019-03-13 22:07:14
25197,1128,31,78,Incomplete,2020-02-27 20:45:31
32759,3198,28,99,Incomplete,2023-01-28 23:30:42
25072,3118,2,30,Incomplete,2020-04-02 21:14:29
12585,3870,43,85,Completed,2021-01-17 03:54:27
8144,3670,14,85,Completed,2021-07-13 11:35:06
22095,3798,48,118,Incomplete,2021-11-23 14:28:10
51366,4447,49,114,Completed,2024-03-19 03:26:26
43460,3361,31,30,Completed,2022-12-13 04:33:35
42940,2663,33,82,Completed,2018-11-21 22:00:10
1535,1480,54,136,Completed,2024-08-07 08:35:38
57211,2762,9,27,Incomplete,2018-05-15 14:38:36
23785,57,38,30,Completed,2018-10-25 14:41:33
21693,53,12,89,Completed,2018-04-21 03:16:14
42089,11,42,175,Completed,2023-12-11 05:47:52
8061,4958,35,37,Completed,2019-04-10 07:40:48
9163,4417,14,131,Completed,2022-01-13 22:59:25
17942,4565,0,77,Completed,2021-05-12 17:22:49
42813,3683,1,85,Incomplete,2019-10-20 10:05:52
47794,4243,31,15,Completed,2019-04-16 02:26:28
6694,778,50,4,Completed,2017-05-19 14:43:25
56609,370,40,159,Completed,2020-10-09 05:41:04
6143,832,41,158,Incomplete,2021-04-07 22:37:50
9038,3423,3,144,Incomplete,2023-11-28 13:50:40
59022,125,33,113,Completed,2023-07-14 01:34:39
43547,2078,15,81,Incomplete,2022-07-04 03:50:21
30961,537,35,70,Incomplete,2024-02-20 06:26:37
33600,1792,56,57,Completed,2017-11-13 12:52:52
42040,970,58,108,Completed,2024-12-11 14:02:02
20529,3737,22,20,Completed,2018-11-07 12:17:00
609,3621,11,22,Completed,2021-08-15 08:16:21
17449,20,59,26,Incomplete,2019-06-24 07:41:48
17885,429,15,40,Completed,2018-05-24 02:49:33
4866,3513,50,57,Incomplete,2020-03-26 07:18:35
15790,2441,19,88,Incomplete,2018-04-13 00:41:51
26416,4452,22,172,Incomplete,2024-05-10 13:26:38
39690,3473,21,92,Incomplete,2019-12-07 04:52:03
30619,4332,4,114,Incomplete,2017-05-14 01:09:43
31971,3702,7,57,Incomplete,2019-05-11 11:56:23
1743,4946,46,53,Completed,2024-04-17 03:53:18
22635,3079,26,3,Incomplete,2022-07-30 11:20:23
58263,3436,13,61,Completed,2022-06-11 11:46:43
25521,1444,37,22,Completed,2018-06-16 18:02:25
27460,2267,15,95,Incomplete,2022-10-18 18:00:50
12678,1502,22,133,Completed,2018-10-05 14:52:20
46142,991,27,111,Incomplete,2020-12-02 14:07:36
29006,4857,52,152,Completed,2017-05-23 10:47:33
38923,704,5,136,Incomplete,2023-02-14 21:40:14
41504,2120,33,184,Incomplete,2020-12-20 08:56:19
13633,2644,20,115,Completed,2020-10-30 09:21:22
8977,987,12,32,Completed,2019-04-28 20:39:43
42978,483,34,132,Incomplete,2019-08-13 04:48:39
31635,638,11,164,Completed,2018-12-07 10:08:31
34844,2398,44,195,Incomplete,2017-07-06 05:53:41
47507,4253,45,27,Incomplete,2021-10-08 23:17:46
58464,1642,34,174,Completed,2017-06-13 06:51:59
28554,1107,17,89,Completed,2018-01-29 19:52:07
29169,2903,16,183,Completed,2023-08-30 13:03:26
30209,3288,49,15,Incomplete,2022-09-10 22:46:28
17604,3085,55,150,Completed,2024-10-03 12:54:28
57213,2661,49,49,Completed,2021-03-08 18:25:12
35025,3862,28,120,Incomplete,2021-01-18 10:12:17
12518,137,9,110,Completed,2017-01-29 10:23:11
25132,657,5,59,Incomplete,2018-10-29 05:43:44
58949,3632,7,129,Incomplete,2017-04-25 18:02:16
59712,2773,48,137,Completed,2022-07-31 02:36:23
31100,1116,25,164,Incomplete,2022-12-30 20:12:39
11567,2507,44,7,Completed,2022-09-30 15:41:06
25148,1950,3,108,Completed,2018-02-21 10:06:05
33276,3806,17,142,Completed,2023-10-17 16:52:10
1528,2898,15,102,Incomplete,2017-04-06 03:01:55
1619,1802,28,45,Completed,2024-04-16 06:46:42
9260,3297,40,167,Completed,2021-05-16 14:33:10
45885,525,41,143,Incomplete,2019-02-24 16:35:09
46904,2257,30,182,Incomplete,2023-11-26 09:17:04
18080,4452,30,171,Incomplete,2023-03-19 07:17:09
14175,4236,52,63,Completed,2020-03-25 04:54:33
48296,706,46,115,Incomplete,2018-03-05 22:57:23
49865,298,44,176,Completed,2017-12-23 12:31:54
46043,2741,53,31,Incomplete,2019-09-19 15:46:28
49262,3255,35,54,Incomplete,2023-10-29 13:20:40
25580,1203,58,106,Incomplete,2018-01-07 14:25:40
46357,4831,31,135,Completed,2018-01-21 10:34:55
48602,2560,13,124,Completed,2021-12-31 16:27:15
901,554,33,117,Completed,2021-04-03 00:40:26
15137,3475,55,186,Completed,2020-11-07 13:19:25
37530,3791,11,150,Incomplete,2023-08-02 18:25:14
14024,1004,3,59,Incomplete,2020-08-07 01:39:11
37325,2832,7,57,Completed,2020-06-23 08:23:26
796,3763,10,69,Incomplete,2023-11-26 17:05:45
58900,2298,39,5,Completed,2018-02-11 16:24:13
6152,1813,14,196,Incomplete,2022-09-09 07:36:20
37912,3151,30,7,Completed,2018-08-11 18:27:46
4548,28,34,149,Incomplete,2017-10-12 10:19:03
28289,3662,22,51,Completed,2024-02-02 18:10:04
27314,1579,3,29,Completed,2023-03-25 22:05:23
9107,639,11,199,Completed,2020-10-21 00:35:02
21787,2310,0,103,Completed,2021-04-07 10:29:05
11693,3705,46,24,Completed,2020-03-13 12:48:52
54530,558,9,73,Completed,2024-09-01 08:05:29
4399,681,18,125,Completed,2017-10-17 08:34:34
10930,1414,30,19,Incomplete,2018-03-12 21:05:47
44357,1318,12,138,Completed,2024-09-24 00:35:00
28227,2551,37,113,Incomplete,2020-12-13 15:25:14
54516,4332,50,105,Completed,2019-07-18 06:42:31
28075,3804,39,5,Completed,2024-04-30 10:05:37
21617,4092,41,158,Incomplete,2024-07-27 17:07:57
58257,4465,30,103,Completed,2024-06-21 10:58:56
24207,156,3,59,Completed,2017-03-04 11:33:28
6339,1461,33,94,Incomplete,2024-09-09 21:23:51
52236,1164,0,67,Completed,2018-07-19 17:26:09
57736,3986,48,27,Incomplete,2024-07-16 22:10:36
14938,3712,57,25,Completed,2018-08-06 14:11:59
42676,3360,17,189,Completed,2017-10-13 13:20:28
57537,3067,22,57,Completed,2018-10-06 21:56:18
8434,700,41,63,Incomplete,2020-09-12 17:59:15
51230,335,15,174,Incomplete,2022-03-10 05:55:28
59868,1199,52,41,Incomplete,2024-05-12 01:59:17
17351,3618,35,163,Completed,2021-04-21 21:20:18
30212,2817,29,190,Completed,2018-05-15 02:23:22
50220,3666,39,176,Completed,2022-10-11 05:56:23
17113,4137,10,163,Incomplete,2017-06-21 20:51:50
12692,1042,4,32,Completed,2023-08-21 09:08:14
10565,3796,27,58,Completed,2018-01-27 23:44:07
4758,1307,49,67,Incomplete,2022-05-01 01:21:38
1843,3385,48,157,Completed,2019-03-20 22:19:47
27797,1331,15,99,Incomplete,2018-09-19 01:42:46
13448,1220,40,131,Completed,2019-01-21 19:55:05
13257,3496,24,148,Incomplete,2019-04-20 16:10:18
40618,158,52,116,Completed,2018-11-04 12:43:57
59363,1402,49,92,Incomplete,2021-10-11 09:41:40
10419,3706,15,17,Incomplete,2018-06-20 18:08:28
58715,3525,56,183,Completed,2023-03-07 16:47:17
33885,1061,50,76,Completed,2017-05-27 15:29:51
55820,2356,18,97,Incomplete,2021-03-23 05:00:48
58137,636,13,81,Completed,2021-03-27 10:43:42
30504,4241,44,174,Incomplete,2019-06-27 17:14:03
25300,4513,1,165,Incomplete,2022-03-15 12:11:53
13567,3710,24,102,Incomplete,2021-05-11 02:13:42
32324,2763,25,122,Completed,2021-02-28 20:05:58
47101,2164,55,170,Completed,2020-11-01 12:07:58
51778,3266,55,125,Incomplete,2019-02-26 21:06:30
18566,4409,41,17,Completed,2023-05-20 20:46:25
29721,2823,54,85,Incomplete,2018-01-08 18:05:16
35756,4508,16,92,Completed,2024-11-14 13:41:41
43130,4216,47,89,Completed,2024-09-27 08:46:47
26880,4055,39,142,Completed,2021-03-06 06:28:28
10355,925,33,17,Completed,2021-11-25 23:37:27
41103,2863,43,74,Completed,2021-05-18 07:03:54
21754,432,17,7,Incomplete,2022-08-31 20:15:51
30647,698,38,181,Completed,2024-08-05 03:35:48
27813,3493,56,172,Completed,2023-09-19 13:14:52
9167,162,50,79,Incomplete,2022-07-02 12:02:29
23961,1266,4,159,Completed,2017-07-14 18:18:27
33295,4747,35,185,Completed,2019-10-13 02:41:07
55484,2709,58,95,Completed,2018-06-26 11:19:20
56924,1705,11,56,Completed,2021-02-17 04:26:13
1140,4471,46,80,Completed,2017-01-06 04:38:12
23515,2449,56,10,Incomplete,2018-12-03 19:19:24
14144,124,13,195,Incomplete,2024-02-05 16:27:47
58315,3431,37,152,Incomplete,2022-03-26 03:45:05
33472,3969,31,16,Incomplete,2017-09-11 01:58:23
111,4437,55,198,Completed,2020-03-12 05:11:44
3001,2309,29,27,Incomplete,2024-08-30 01:24:17
53029,3554,16,22,Completed,2024-11-15 02:08:29
2978,1403,40,32,Completed,2017-06-11 11:10:47
57018,4310,34,122,Completed,2021-12-19 06:44:19
44020,4600,31,164,Incomplete,2019-07-05 15:56:52
17822,3033,14,67,Completed,2023-10-02 00:35:20
23991,4269,55,146,Incomplete,2022-08-26 11:33:42
48462,1171,20,130,Completed,2021-03-13 00:21:16
28172,3434,40,118,Completed,2018-03-16 01:11:05
50041,4062,16,101,Incomplete,2024-10-10 00:17:28
18083,3926,15,39,Completed,2021-07-25 16:15:52
48445,217,46,19,Completed,2017-11-25 02:26:07
16408,1876,20,18,Completed,2019-12-31 19:46:27
20693,2115,3,84,Completed,2018-12-04 18:44:31
7495,4117,33,63,Incomplete,2020-10-10 19:28:37
54982,1786,14,18,Incomplete,2020-01-05 19:35:44
59806,1969,12,170,Incomplete,2019-03-12 06:48:26
44964,2182,26,40,Incomplete,2024-04-16 18:30:06
49495,1025,10,128,Completed,2021-07-09 17:58:39
54188,4200,40,5,Completed,2019-12-13 12:55:05
2902,1735,8,3,Incomplete,2020-07-23 19:14:43
8263,4790,23,78,Incomplete,2023-05-25 08:27:31
2576,869,52,146,Completed,2020-09-06 19:34:58
50223,2101,14,21,Completed,2018-07-30 11:54:41
29771,3950,58,136,Completed,2019-08-09 09:37:29
56368,4588,23,183,Completed,2019-05-18 03:34:14
53241,2727,25,198,Incomplete,2018-12-10 02:25:33
26225,1883,30,21,Completed,2021-11-01 04:13:54
20788,2437,22,198,Incomplete,2022-02-13 02:14:05
15809,1228,57,12,Completed,2020-10-17 20:33:22
5284,465,40,91,Incomplete,2023-08-14 07:50:03
5313,1641,14,107,Completed,2021-06-13 09:45:22
42284,4892,42,53,Completed,2018-05-22 14:36:31
20865,3825,58,20,Completed,2022-11-02 05:21:08
402,3630,57,1,Incomplete,2021-02-09 16:42:54
8798,2492,8,123,Incomplete,2022-02-04 18:50:40
53650,4939,37,166,Incomplete,2024-08-15 14:15:48
55120,2291,18,99,Completed,2019-08-18 09:51:51
57190,2926,55,147,Completed,2017-08-27 14:37:26
30884,293,13,148,Completed,2022-04-15 19:34:59
8500,1683,49,80,Incomplete,2022-05-16 11:44:36
49881,4692,15,193,Completed,2019-12-30 19:28:33
29145,1896,16,154,Completed,2020-10-01 01:53:52
6173,4150,25,163,Incomplete,2023-08-08 20:05:32
30426,4682,41,127,Completed,2024-03-02 08:30:38
8552,3898,29,132,Completed,2020-10-14 05:23:49
19805,2760,41,11,Completed,2024-08-14 13:46:35
23863,2450,16,113,Completed,2017-11-20 11:29:10
10479,648,46,49,Completed,2023-03-29 04:47:59
20624,3865,46,38,Completed,2020-04-10 16:31:23
7474,4806,56,14,Incomplete,2017-06-25 20:59:14
14582,4177,50,107,Incomplete,2021-05-23 08:26:06
8649,2112,21,22,Incomplete,2022-01-30 13:31:57
11234,1788,34,68,Completed,2024-02-12 09:14:36
58866,3926,35,125,Completed,2021-08-25 23:28:51
11474,3648,40,18,Completed,2017-08-17 17:05:04
40805,499,58,5,Completed,2024-06-21 16:50:40
27734,769,48,4,Completed,2022-08-13 17:54:35
37046,112,36,115,Incomplete,2021-10-30 20:13:02
40474,2016,23,38,Incomplete,2017-05-26 02:28:15
50374,3148,34,160,Incomplete,2020-03-13 04:37:42
49914,873,23,43,Completed,2020-09-13 22:33:20
35370,42,53,45,Incomplete,2020-04-20 18:58:30
19167,766,17,193,Incomplete,2017-08-22 18:25:22
31364,1297,58,114,Incomplete,2017-10-16 21:12:42
30444,2328,0,13,Incomplete,2017-09-04 09:33:48
27184,4546,4,53,Completed,2017-01-14 12:27:53
30188,273,21,65,Incomplete,2022-02-22 05:39:50
53060,2759,25,159,Incomplete,2023-03-27 02:28:02
23834,3628,41,35,Incomplete,2017-03-04 17:53:31
23336,1771,33,195,Incomplete,2021-12-16 15:27:15
27266,4025,50,49,Completed,2019-01-04 01:11:20
2546,1513,20,128,Incomplete,2024-12-31 20:37:41
58868,4334,8,7,Completed,2022-08-28 10:48:51
56997,3266,57,50,Completed,2022-10-06 09:17:56
16292,4395,26,117,Incomplete,2023-10-09 00:41:26
4990,4292,42,170,Incomplete,2018-05-22 20:22:56
42947,1429,9,83,Completed,2023-02-06 23:43:12
19677,1189,9,35,Completed,2022-08-07 05:53:01
35628,3329,51,175,Incomplete,2022-01-06 08:29:09
47021,720,16,128,Completed,2022-03-05 03:34:36
43189,4003,56,60,Completed,2024-02-11 22:58:45
32373,3162,50,164,Completed,2024-08-19 05:55:30
17838,2228,36,31,Incomplete,2024-09-16 10:43:18
42925,4079,32,33,Incomplete,2019-01-07 08:16:41
35230,2607,53,136,Incomplete,2023-01-23 01:43:41
2314,3439,55,87,Incomplete,2020-11-10 23:11:16
14420,2802,34,174,Completed,2023-04-04 20:40:14
32185,2796,34,103,Completed,2020-05-31 05:17:39
14262,4396,13,82,Completed,2022-07-02 13:05:09
51682,2349,2,17,Completed,2021-03-25 07:22:34
44057,4098,28,16,Completed,2023-10-07 11:27:58
35222,2165,17,81,Incomplete,2018-04-21 23:39:37
53715,4388,42,98,Incomplete,2020-06-02 03:34:14
2218,190,23,121,Completed,2020-10-04 07:17:51
6685,1576,21,113,Completed,2022-12-04 06:09:16
43884,3927,56,12,Incomplete,2017-03-01 11:08:16
3035,4867,44,112,Completed,2018-06-12 11:17:07
24455,1815,2,140,Completed,2022-03-15 20:43:41
24018,2498,23,176,Completed,2024-07-04 12:16:32
38147,440,52,53,Completed,2022-11-07 19:20:45
23849,1927,26,117,Completed,2022-11-01 00:34:05
48167,4900,9,164,Incomplete,2021-02-26 03:04:57
38065,2449,54,178,Completed,2023-05-05 17:02:54
49599,4538,22,35,Incomplete,2017-08-01 05:09:48
5059,2078,44,194,Completed,2023-11-14 03:11:18
29331,2823,11,6,Incomplete,2020-09-19 21:55:23
47071,2514,37,31,Completed,2017-05-27 21:48:29
53966,1832,7,8,Completed,2023-05-26 16:18:52
10196,785,32,6,Incomplete,2018-06-20 09:51:34
54660,79,1,141,Completed,2024-12-26 14:00:08
41603,2113,5,52,Completed,2023-05-11 21:49:42
5129,4910,2,87,Completed,2023-08-03 20:19:48
3787,4908,31,83,Incomplete,2019-11-01 06:37:29
1692,2735,29,175,Completed,2019-01-13 20:54:05
54701,2363,2,145,Completed,2017-04-12 07:03:03
59444,1458,48,14,Incomplete,2017-09-25 07:32:46
48232,3895,56,70,Completed,2021-08-28 05:44:16
34834,1795,7,130,Completed,2022-05-12 10:38:55
42219,711,7,14,Incomplete,2017-08-29 06:06:15
36338,4631,27,189,Incomplete,2018-09-18 02:03:01
37469,115,44,130,Completed,2024-03-08 08:24:42
49009,4488,0,50,Incomplete,2022-11-29 19:57:55
24767,586,38,36,Incomplete,2017-10-05 19:26:22
50071,4992,47,198,Incomplete,2024-09-20 02:31:54
8332,4166,54,36,Incomplete,2018-08-22 05:56:26
2521,1541,23,55,Completed,2022-04-20 09:34:58
16256,4586,26,88,Completed,2023-07-21 09:59:40
45645,4231,10,91,Incomplete,2021-01-23 16:18:16
15160,3583,8,178,Completed,2019-02-05 01:21:03
49775,1617,50,168,Incomplete,2022-03-11 14:27:39
37785,8,41,151,Incomplete,2022-09-26 02:04:25
37616,986,54,154,Completed,2024-10-23 09:58:37
43641,1399,2,161,Incomplete,2022-04-23 18:03:19
17480,3625,8,108,Completed,2019-10-01 20:46:39
46545,2192,44,134,Completed,2022-07-30 23:39:51
52861,4206,33,117,Incomplete,2022-11-21 11:59:25
9607,2537,32,159,Completed,2019-03-15 07:26:41
18655,2596,9,83,Completed,2022-12-06 23:16:24
54024,3647,35,105,Incomplete,2018-05-12 11:58:50
42526,1707,42,72,Completed,2023-06-20 02:39:32
31029,3433,30,112,Completed,2018-04-02 00:36:21
15488,4201,1,23,Completed,2017-04-07 02:54:07
35185,3966,47,198,Incomplete,2018-11-05 10:26:53
50731,2078,55,55,Incomplete,2021-07-14 22:02:52
46976,4945,55,142,Incomplete,2022-01-05 05:33:11
49021,2439,2,189,Incomplete,2022-05-06 03:51:03
31863,284,51,39,Completed,2020-01-31 01:15:01
14061,1417,39,153,Completed,2021-12-15 02:32:38
49595,342,47,15,Completed,2017-03-02 02:34:06
11553,3832,43,162,Completed,2022-01-27 11:23:38
29673,1622,34,133,Completed,2019-06-30 17:09:48
37225,2025,49,137,Completed,2018-07-30 00:48:13
22868,1456,47,71,Completed,2023-12-21 15:01:59
1104,2718,0,82,Incomplete,2018-03-25 05:54:51
4209,1913,38,40,Completed,2024-01-02 11:40:54
26894,1296,18,98,Completed,2022-03-17 14:06:39
47114,1439,41,79,Incomplete,2018-05-05 20:03:39
29510,4881,9,73,Completed,2021-10-29 12:35:26
6094,2212,50,90,Completed,2018-10-02 05:42:37
53767,4410,8,183,Incomplete,2017-12-21 19:41:12
36449,2873,35,106,Completed,2018-08-01 14:39:49
48127,322,47,4,Incomplete,2018-03-16 01:19:20
47315,1889,5,193,Incomplete,2020-03-12 13:55:58
53348,3370,44,196,Incomplete,2018-11-14 19:02:30
45366,2781,8,133,Completed,2023-01-19 00:57:16
47554,4961,37,41,Completed,2024-06-16 14:31:15
19968,4864,45,118,Incomplete,2023-05-09 04:46:28
36411,2650,32,68,Completed,2024-09-02 04:06:47
51306,3094,32,18,Completed,2022-07-09 22:01:45
14951,446,16,181,Completed,2023-12-07 07:28:46
29129,968,37,74,Incomplete,2023-11-21 00:43:48
46282,1064,56,198,Incomplete,2021-02-11 15:41:24
57351,1049,28,99,Completed,2018-10-25 17:44:29
41690,4937,23,178,Incomplete,2023-07-04 21:16:45
46824,442,5,192,Incomplete,2023-06-08 06:23:42
20367,2201,49,127,Incomplete,2024-12-14 16:54:58
2835,2554,43,62,Completed,2019-04-15 01:11:38
39850,4786,49,2,Completed,2017-03-29 09:06:13
22866,940,44,137,Completed,2020-07-15 09:48:55
23891,3716,6,177,Completed,2024-12-12 21:50:33
20268,1224,3,17,Completed,2022-07-28 21:52:09
59670,1346,38,49,Incomplete,2018-05-25 19:19:15
4934,4020,6,41,Incomplete,2019-01-11 18:38:37
56669,2756,21,124,Completed,2017-11-03 12:47:13
30684,403,17,133,Incomplete,2020-02-13 12:42:41
36208,4210,4,186,Completed,2021-03-23 06:58:18
41828,567,25,57,Completed,2024-11-19 19:00:29
40731,2323,30,150,Incomplete,2024-01-01 08:32:44
42478,1701,1,117,Completed,2023-09-11 17:44:57
3813,1795,17,22,Completed,2022-11-10 22:40:48
13541,4329,48,145,Completed,2024-02-14 07:03:33
26797,486,22,185,Completed,2023-01-12 22:21:40
19755,4132,8,167,Completed,2018-08-30 17:49:52
15679,603,52,72,Completed,2019-04-09 09:22:07
25894,1213,2,84,Completed,2023-03-13 01:37:06
46877,1476,0,66,Completed,2023-12-05 23:58:25
21154,3200,37,73,Incomplete,2019-07-11 07:07:00
22632,234,18,47,Incomplete,2020-01-26 21:00:30
42916,2959,26,69,Completed,2023-10-29 05:07:25
47884,3374,48,182,Completed,2021-01-26 02:10:06
25879,1179,40,52,Incomplete,2017-01-16 04:21:37
58167,360,45,122,Completed,2020-05-24 07:55:27
14542,756,6,50,Completed,2022-06-07 12:48:01
4640,3719,49,126,Completed,2023-06-13 12:43:25
22019,569,27,11,Incomplete,2019-11-21 18:03:16
38645,2447,3,110,Incomplete,2017-03-28 00:58:05
53998,1289,17,14,Completed,2024-07-14 21:14:55
51252,3294,33,92,Completed,2022-04-01 02:55:13
53451,3940,21,133,Completed,2019-04-22 20:50:12
36745,2661,36,171,Completed,2024-06-27 20:17:30
18924,2470,13,59,Completed,2018-07-22 17:15:57
30969,1732,32,104,Completed,2019-10-21 11:50:47
9609,4047,47,6,Completed,2024-11-09 17:51:19
49669,3083,55,23,Incomplete,2021-12-09 20:27:51
26392,375,10,116,Completed,2024-07-16 00:32:47
35902,4908,33,126,Completed,2023-07-03 12:08:02
78,2391,31,155,Incomplete,2019-09-14 03:36:00
56339,4219,47,63,Completed,2023-08-07 23:37:37
1121,734,57,17,Incomplete,2020-10-28 11:18:42
15206,4922,43,133,Incomplete,2018-05-06 14:36:32
645,873,49,159,Incomplete,2022-06-09 12:44:19
42928,3754,51,136,Completed,2019-11-27 01:03:02
18810,3373,24,97,Completed,2018-06-22 00:39:40
34348,2309,17,131,Completed,2018-04-18 19:56:14
43082,756,18,102,Completed,2023-04-07 11:59:35
49949,3264,12,46,Incomplete,2023-11-11 12:54:22
39646,2998,31,175,Completed,2017-11-22 02:49:02
33401,1273,30,93,Completed,2023-05-30 20:04:45
22948,1242,53,86,Completed,2017-07-14 10:49:43
56122,1621,58,126,Incomplete,2019-03-23 22:58:02
36328,1796,20,164,Completed,2023-03-09 12:45:58
32696,4112,11,194,Incomplete,2024-02-17 18:03:56
57932,1352,2,149,Incomplete,2020-01-22 12:19:58
36492,2603,52,108,Incomplete,2017-03-08 00:20:23
1657,658,56,164,Completed,2023-03-02 07:10:15
51843,529,11,113,Completed,2022-02-09 13:46:38
44693,3151,46,88,Incomplete,2023-01-20 07:10:31
32369,1146,47,104,Incomplete,2023-08-09 01:54:41
19021,3478,9,148,Completed,2018-03-22 05:24:03
13022,3546,20,53,Completed,2021-03-06 10:58:43
54913,2105,15,2,Completed,2023-08-28 06:03:25
25352,2514,44,5,Completed,2024-04-06 05:04:18
14861,173,34,77,Completed,2020-06-12 16:21:13
31930,557,5,159,Completed,2017-03-07 23:59:14
8739,1486,37,198,Completed,2017-03-23 23:28:35
17027,2044,32,154,Incomplete,2020-05-20 10:27:55
2209,3427,22,171,Incomplete,2024-06-01 01:28:44
28258,4776,39,128,Incomplete,2021-10-23 03:47:16
59676,4280,43,155,Incomplete,2020-08-23 06:35:03
48233,4556,20,176,Incomplete,2018-10-04 03:56:24
7017,3652,34,82,Incomplete,2019-08-22 06:19:51
13644,1367,10,163,Completed,2020-07-12 14:33:04
48866,2762,5,110,Completed,2021-05-15 00:23:21
17958,2618,7,192,Completed,2024-01-13 19:18:06
25091,1774,56,31,Incomplete,2019-03-25 19:31:17
47970,4937,59,34,Incomplete,2022-07-18 22:28:52
46794,3098,57,6,Completed,2017-01-31 08:56:35
16554,3019,50,73,Incomplete,2021-09-16 11:43:14
33328,1563,40,62,Completed,2017-02-08 00:38:31
19241,3854,22,34,Completed,2023-12-14 19:21:35
1648,4504,40,65,Completed,2020-02-27 11:08:04
43412,2059,24,194,Incomplete,2024-04-28 21:11:03
6371,889,52,52,Completed,2018-10-14 07:13:06
25752,3754,28,84,Completed,2018-10-14 06:45:36
4947,3535,26,149,Completed,2018-02-27 14:58:21
20226,2692,37,185,Completed,2020-03-12 14:57:57
26356,1933,0,24,Incomplete,2021-06-10 17:04:09
40110,3889,22,169,Completed,2018-05-02 01:13:51
23576,3677,27,62,Incomplete,2021-01-19 05:25:11
2758,3896,57,15,Completed,2020-09-29 00:32:49
28381,65,18,50,Completed,2023-03-31 10:40:10
58837,2010,9,32,Incomplete,2020-08-09 18:02:05
2377,1510,12,130,Completed,2021-12-15 09:09:30
50652,3444,9,31,Completed,2017-09-16 12:14:39
5022,1325,47,162,Incomplete,2018-07-29 09:23:37
25047,3506,30,142,Incomplete,2018-02-18 04:56:49
26157,894,29,132,Incomplete,2022-08-26 18:29:48
42420,4549,56,171,Completed,2020-05-20 04:03:40
27940,1083,18,158,Incomplete,2018-04-22 22:26:03
56028,1151,21,164,Completed,2017-01-08 00:23:42
32463,1720,48,125,Incomplete,2024-09-06 01:11:18
58784,4821,20,58,Incomplete,2024-04-19 02:25:29
44912,386,29,132,Incomplete,2018-01-27 03:49:53
22887,408,57,28,Incomplete,2018-08-08 04:44:02
49334,4085,58,34,Completed,2017-08-29 11:03:43
8867,1579,51,199,Completed,2022-01-21 01:25:12
23240,2295,44,94,Completed,2017-10-13 01:29:42
21422,3691,23,120,Completed,2017-12-27 12:17:16
59670,4336,43,6,Completed,2022-08-30 05:37:51
39957,2628,4,183,Completed,2022-09-24 04:12:08
59394,3067,53,155,Completed,2024-02-25 04:46:14
55386,1662,51,34,Completed,2024-08-18 07:28:11
5586,3965,18,134,Incomplete,2024-09-19 12:52:29
5755,1715,52,104,Completed,2023-08-16 01:20:23
45492,795,35,190,Completed,2017-12-31 06:33:17
1482,4989,3,33,Incomplete,2024-08-27 18:15:18
48532,1019,52,162,Incomplete,2017-09-05 02:19:09
59853,860,6,83,Completed,2019-08-11 06:30:23
28996,3901,34,166,Incomplete,2024-05-13 11:20:34
58187,364,36,181,Completed,2024-07-16 12:01:16
29007,1258,48,31,Incomplete,2019-03-07 02:30:34
18206,2213,22,24,Incomplete,2024-05-16 17:35:33
23684,4728,39,123,Completed,2022-10-19 21:28:15
38827,4735,1,109,Incomplete,2022-06-17 14:01:54
32969,4503,18,147,Completed,2020-09-03 14:03:46
59782,3707,51,49,Incomplete,2020-01-09 14:58:46
58751,399,42,62,Completed,2021-04-29 23:27:30
34755,3712,29,139,Completed,2021-11-10 08:07:18
23976,571,5,157,Completed,2023-10-28 00:41:10
39524,4282,31,132,Incomplete,2023-10-13 13:07:33
49190,2627,1,68,Incomplete,2018-02-24 23:01:42
49640,2416,46,111,Incomplete,2017-09-13 10:58:58
15160,2123,29,141,Incomplete,2022-04-11 22:15:44
42069,3540,56,126,Completed,2021-12-11 08:36:03
22194,3446,6,18,Incomplete,2022-10-20 05:15:18
37413,1204,56,94,Completed,2019-11-26 08:17:15
41213,2812,28,3,Incomplete,2018-03-26 19:46:20
34787,4384,8,175,Completed,2024-08-19 22:18:28
40631,108,22,21,Incomplete,2018-10-28 01:07:54
45807,1376,39,84,Incomplete,2018-04-18 10:51:54
47398,25,15,77,Completed,2018-07-04 12:35:54
6217,2743,50,173,Completed,2017-08-23 16:42:43
51839,3951,13,199,Incomplete,2021-01-23 01:35:34
56145,1009,50,100,Completed,2020-02-14 12:13:01
52189,171,13,156,Incomplete,2022-10-08 01:16:01
