student_id,age,gender,city,education_level,enrollment_date
28288,20,Male,Delhi,School,2024-07-14 22:49:01
27440,20,Male,Bangalore,Postgraduate,2021-01-29 18:10:41
29782,20,Male,Chennai,School,2019-10-06 19:13:22
44034,18,Male,Mumbai,Undergraduate,2024-10-01 17:46:10
4885,19,Female,Chennai,Undergraduate,2022-06-07 07:53:21
30118,19,Male,Bangalore,Postgraduate,2020-01-23 03:44:28
9380,21,Male,Kolkata,Undergraduate,2023-01-20 10:42:22
46688,28,Female,Kolkata,Postgraduate,2020-10-13 07:32:32
22751,21,Female,Chennai,Undergraduate,2022-09-29 14:36:25
38123,27,Male,Mumbai,School,2022-02-19 02:54:39
24295,23,Male,Mumbai,School,2017-04-27 10:30:51
32431,25,Male,Mumbai,School,2022-02-27 08:13:58
16872,27,Female,Delhi,School,2020-06-18 11:57:19
38572,29,Female,Kolkata,Postgraduate,2017-10-26 08:37:10
16216,22,Female,Delhi,Undergraduate,2020-09-02 13:07:45
27707,27,Male,Chennai,School,2021-09-18 07:48:18
3199,29,Female,Kolkata,School,2024-04-13 09:29:32
33035,18,Female,Bangalore,Postgraduate,2021-06-10 03:10:28
209,25,Male,Bangalore,Undergraduate,2021-11-08 14:23:16
16401,27,Female,Delhi,Undergraduate,2021-03-08 06:36:01
19299,20,Male,Mumbai,Postgraduate,2021-05-26 05:39:00
22014,24,Male,Bangalore,School,2017-03-14 02:52:18
1187,17,Male,Bangalore,Postgraduate,2022-10-13 09:25:59
41350,18,Female,Mumbai,School,2017-02-06 11:15:11
20424,21,Female,Mumbai,Postgraduate,2022-11-25 12:39:03
9102,21,Female,Bangalore,Undergraduate,2018-05-25 22:50:15
41492,17,Female,Chennai,Undergraduate,2019-05-13 10:58:56
48343,21,Male,Kolkata,Postgraduate,2017-05-18 08:17:56
9964,28,Female,Mumbai,Undergraduate,2021-12-23 08:14:49
49898,21,Female,Mumbai,Undergraduate,2018-10-24 05:07:32
38007,26,Male,Chennai,Undergraduate,2018-11-11 20:58:01
10519,22,Female,Mumbai,School,2021-07-26 07:52:47
17387,23,Female,Mumbai,School,2018-11-22 11:03:47
28199,17,Male,Chennai,Postgraduate,2022-10-26 15:32:48
43643,28,Female,Delhi,School,2017-07-19 20:34:11
25395,19,Female,Chennai,School,2022-07-07 00:04:54
3083,25,Male,Kolkata,School,2020-12-27 10:00:00
46738,17,Female,Bangalore,School,2020-08-13 21:15:49
4536,28,Female,Chennai,Undergraduate,2019-05-10 15:55:35
12316,23,Female,Mumbai,School,2019-01-08 00:07:14
12162,28,Male,Kolkata,School,2018-07-13 18:24:58
35071,20,Male,Mumbai,Undergraduate,2020-01-20 18:15:27
32213,20,Female,Mumbai,School,2020-06-22 01:37:15
4035,26,Female,Delhi,Undergraduate,2019-12-30 18:44:16
7808,22,Female,Bangalore,Undergraduate,2024-02-13 15:12:40
44299,22,Male,Mumbai,Undergraduate,2024-05-24 16:15:15
4698,15,Male,Kolkata,School,2024-07-24 02:14:29
39580,23,Male,Mumbai,Undergraduate,2018-08-11 23:51:10
13164,27,Male,Delhi,Postgraduate,2017-04-25 01:34:39
38168,26,Male,Delhi,School,2021-11-13 07:20:56
13339,25,Male,Mumbai,School,2018-01-10 19:02:02
47210,19,Male,Delhi,Postgraduate,2018-11-17 19:04:26
18080,26,Male,Bangalore,Undergraduate,2020-04-25 22:41:25
6293,15,Female,Kolkata,Postgraduate,2021-05-24 19:57:21
15199,25,Male,Delhi,School,2020-12-31 02:38:01
16646,15,Male,Delhi,School,2020-08-11 12:58:39
20438,18,Female,Bangalore,School,2024-04-15 16:52:14
48036,16,Female,Chennai,School,2023-12-29 02:12:28
4868,28,Male,Chennai,Undergraduate,2017-02-11 05:45:06
2635,23,Male,Delhi,School,2020-04-11 21:55:42
1422,18,Female,Bangalore,Postgraduate,2023-01-09 15:05:16
5768,29,Male,Bangalore,School,2024-12-01 10:04:22
43885,17,Female,Delhi,Undergraduate,2017-07-04 08:07:50
37741,28,Male,Chennai,Postgraduate,2023-08-10 03:08:18
32869,20,Female,Delhi,Undergraduate,2019-08-13 13:00:10
45489,20,Male,Chennai,Undergraduate,2018-04-09 14:54:01
6288,22,Male,Bangalore,School,2021-11-06 03:03:52
19654,27,Female,Delhi,Undergraduate,2023-08-03 07:56:19
35321,18,Male,Bangalore,School,2023-01-03 16:36:24
26777,19,Male,Bangalore,Postgraduate,2019-06-06 01:08:30
9991,20,Female,Chennai,School,2019-07-15 12:37:32
46867,19,Female,Kolkata,School,2024-12-16 18:37:12
21233,22,Female,Bangalore,Postgraduate,2024-11-13 13:21:06
15978,23,Female,Chennai,School,2020-02-26 23:21:44
33490,27,Male,Mumbai,Undergraduate,2021-04-06 23:25:09
16727,28,Female,Kolkata,Postgraduate,2018-04-11 05:52:55
27921,27,Male,Mumbai,School,2020-01-21 15:01:52
8270,29,Female,Bangalore,School,2018-05-02 08:07:02
16849,28,Male,Bangalore,Postgraduate,2023-07-27 14:11:28
18095,15,Female,Mumbai,Undergraduate,2024-11-28 06:28:47
16464,21,Male,Delhi,School,2024-12-07 15:19:01
37397,19,Female,Mumbai,Postgraduate,2021-08-22 00:29:05
20540,22,Male,Mumbai,School,2023-09-17 01:26:24
35984,19,Male,Chennai,Postgraduate,2018-12-28 19:50:05
18342,17,Female,Bangalore,Undergraduate,2024-09-16 03:45:51
14828,16,Male,Mumbai,School,2020-06-06 09:03:09
24830,21,Male,Chennai,School,2019-10-01 08:57:14
5703,20,Male,Chennai,Postgraduate,2020-06-12 21:08:07
16399,26,Female,Bangalore,Undergraduate,2022-11-07 18:40:03
30516,24,Female,Chennai,Undergraduate,2019-03-22 21:32:10
16426,16,Male,Chennai,Undergraduate,2023-02-20 14:13:28
17858,27,Female,Bangalore,Postgraduate,2024-04-16 12:05:23
46598,23,Male,Bangalore,Postgraduate,2023-04-16 19:10:24
37120,19,Female,Bangalore,Undergraduate,2019-01-04 11:45:41
41718,28,Female,Mumbai,Undergraduate,2023-10-25 10:40:35
7150,27,Female,Mumbai,Postgraduate,2024-01-04 12:34:40
11153,20,Male,Delhi,School,2019-11-14 04:52:41
43696,21,Male,Chennai,School,2018-03-11 12:54:42
39682,20,Male,Mumbai,Undergraduate,2023-10-10 20:42:02
13502,15,Female,Kolkata,Postgraduate,2021-11-16 10:43:24
18368,28,Male,Bangalore,School,2024-06-18 23:35:16
39168,27,Male,Kolkata,Undergraduate,2017-12-02 13:45:37
26806,26,Male,Chennai,Postgraduate,2022-08-30 11:02:40
34287,28,Male,Chennai,Postgraduate,2023-12-07 04:49:07
25837,17,Female,Bangalore,Postgraduate,2017-04-02 11:58:15
31205,22,Male,Bangalore,Postgraduate,2024-11-29 03:58:50
31889,18,Female,Bangalore,Undergraduate,2021-05-23 06:45:21
12703,29,Female,Mumbai,Undergraduate,2017-10-13 05:48:22
46076,28,Female,Bangalore,Undergraduate,2019-06-04 18:32:10
21969,29,Male,Bangalore,Postgraduate,2023-03-31 10:30:05
44695,20,Male,Kolkata,Undergraduate,2019-08-04 18:19:38
49225,15,Female,Bangalore,Undergraduate,2021-01-15 17:31:15
43965,26,Male,Bangalore,Postgraduate,2019-08-12 00:41:40
2126,22,Female,Delhi,Undergraduate,2023-11-06 08:47:10
19005,15,Female,Kolkata,Undergraduate,2024-03-13 07:17:12
41732,28,Female,Chennai,Undergraduate,2022-07-05 00:57:37
9751,27,Female,Chennai,Undergraduate,2017-11-09 15:46:35
9458,22,Male,Mumbai,Undergraduate,2019-02-15 19:03:37
37494,25,Female,Bangalore,School,2020-06-11 01:46:38
46923,18,Male,Chennai,School,2017-10-08 13:17:22
794,17,Male,Chennai,Postgraduate,2019-12-20 10:50:36
37484,29,Female,Bangalore,Postgraduate,2018-04-12 01:39:51
16653,19,Male,Delhi,School,2023-09-15 10:20:52
8564,17,Male,Bangalore,Undergraduate,2022-03-22 06:48:00
9638,18,Female,Chennai,Undergraduate,2022-02-10 05:07:37
9069,27,Male,Bangalore,Postgraduate,2017-06-20 22:35:30
71,19,Female,Delhi,School,2023-01-09 11:44:54
39826,27,Female,Chennai,Undergraduate,2020-02-20 22:57:54
30892,16,Male,Mumbai,Undergraduate,2018-10-01 09:35:49
10729,24,Male,Bangalore,Postgraduate,2024-02-07 11:16:27
73,17,Male,Delhi,School,2023-08-07 13:37:28
24923,20,Female,Bangalore,Undergraduate,2018-04-06 15:15:26
25736,18,Male,Mumbai,Postgraduate,2023-04-02 09:26:14
8200,24,Male,Delhi,Undergraduate,2017-02-05 02:28:20
36903,17,Female,Bangalore,School,2017-07-22 04:49:58
23280,21,Male,Delhi,Postgraduate,2020-01-25 04:29:04
3026,16,Male,Bangalore,School,2017-06-07 13:27:26
17903,20,Female,Bangalore,Postgraduate,2019-09-20 12:32:07
11415,21,Female,Mumbai,School,2018-06-25 03:46:10
9269,28,Male,Kolkata,Undergraduate,2020-12-31 18:03:45
26856,25,Male,Delhi,Postgraduate,2019-01-07 15:24:26
39825,22,Female,Chennai,Undergraduate,2023-12-21 00:44:45
10802,19,Female,Delhi,School,2019-08-28 22:11:28
8312,22,Female,Chennai,School,2023-07-16 10:22:49
39089,21,Female,Kolkata,Postgraduate,2018-12-09 05:14:50
47469,25,Female,Kolkata,School,2022-12-12 03:36:41
48807,23,Male,Delhi,Postgraduate,2021-03-12 02:16:38
14867,22,Female,Bangalore,School,2024-01-15 21:10:57
14444,19,Female,Mumbai,Undergraduate,2020-01-31 09:15:03
14465,15,Female,Chennai,Undergraduate,2019-12-20 23:15:39
39271,29,Male,Chennai,Postgraduate,2021-12-25 15:03:39
47478,15,Female,Bangalore,Postgraduate,2023-08-18 01:51:29
27529,18,Male,Chennai,School,2020-02-18 04:48:52
4697,29,Female,Chennai,School,2019-08-28 09:17:15
37603,28,Male,Bangalore,Undergraduate,2022-05-05 07:47:23
502,24,Male,Delhi,Postgraduate,2017-09-05 14:44:05
42194,27,Female,Chennai,School,2017-09-03 05:44:59
23128,18,Male,Chennai,Postgraduate,2020-11-29 00:16:06
30413,28,Female,Chennai,Postgraduate,2021-07-05 16:27:53
26784,15,Female,Mumbai,Undergraduate,2021-10-27 18:50:09
26307,20,Male,Bangalore,Undergraduate,2019-01-31 22:05:01
24273,28,Male,Bangalore,School,2023-03-11 18:45:58
19580,18,Male,Delhi,Undergraduate,2022-08-21 21:52:55
36945,16,Female,Mumbai,School,2022-06-14 14:51:15
44320,15,Male,Bangalore,Postgraduate,2020-12-05 21:11:11
26934,18,Female,Delhi,Undergraduate,2023-09-26 23:32:29
45142,26,Male,Mumbai,Postgraduate,2017-09-07 04:13:11
39733,21,Female,Kolkata,School,2021-06-27 15:23:27
17176,17,Male,Delhi,Postgraduate,2017-04-12 22:11:50
8868,22,Male,Kolkata,School,2017-12-13 19:41:44
45931,21,Male,Mumbai,School,2019-06-29 04:28:19
24806,22,Female,Delhi,Postgraduate,2018-08-23 00:36:58
47724,24,Male,Delhi,Postgraduate,2019-04-15 06:37:27
38178,20,Female,Kolkata,School,2019-05-09 09:07:33
33885,15,Male,Delhi,School,2017-12-28 15:57:41
42970,22,Female,Kolkata,School,2018-03-24 09:27:52
8489,21,Female,Bangalore,Postgraduate,2021-09-14 15:56:15
46809,20,Female,Chennai,School,2017-09-30 14:37:08
36720,18,Female,Mumbai,Postgraduate,2024-05-01 02:02:25
7186,22,Female,Chennai,School,2024-06-24 05:47:06
18211,21,Female,Delhi,Undergraduate,2024-02-25 03:59:08
8539,18,Female,Delhi,Undergraduate,2020-08-09 16:40:25
44608,28,Male,Chennai,Postgraduate,2019-08-03 19:18:47
31587,17,Female,Mumbai,School,2024-10-13 19:36:57
3652,27,Female,Mumbai,Undergraduate,2020-06-01 23:37:37
1028,15,Male,Delhi,Undergraduate,2022-10-20 05:59:02
2461,17,Female,Bangalore,Undergraduate,2020-09-16 16:41:38
39112,25,Female,Delhi,Postgraduate,2023-03-27 15:22:08
14814,25,Female,Bangalore,Undergraduate,2017-11-07 19:12:04
10449,16,Male,Bangalore,Undergraduate,2022-10-10 14:27:53
40824,19,Female,Chennai,Undergraduate,2020-06-30 18:37:57
49198,19,Male,Chennai,Undergraduate,2018-10-07 08:31:02
2238,16,Female,Bangalore,Postgraduate,2019-09-03 03:30:25
2522,29,Female,Mumbai,Undergraduate,2022-08-25 06:09:43
30329,25,Male,Delhi,Undergraduate,2021-11-05 07:19:33
29023,17,Female,Delhi,Postgraduate,2019-01-03 06:30:16
30076,16,Male,Delhi,School,2017-04-07 05:07:27
43444,17,Female,Bangalore,School,2024-05-20 00:52:06
792,21,Female,Chennai,Postgraduate,2019-08-21 16:18:09
9018,26,Male,Chennai,School,2024-10-20 20:44:18
329,15,Female,Chennai,Undergraduate,2022-05-23 17:28:01
25786,22,Male,Bangalore,School,2019-03-03 01:14:26
39393,22,Female,Bangalore,Undergraduate,2023-07-26 18:09:29
20742,22,Female,Delhi,Undergraduate,2020-06-22 04:40:41
3693,16,Female,Delhi,Undergraduate,2024-09-03 18:15:26
46151,28,Female,Kolkata,Postgraduate,2017-09-26 11:05:37
11846,24,Male,Kolkata,Postgraduate,2020-06-07 14:59:30
9609,18,Male,Delhi,Undergraduate,2022-08-07 01:43:48
21887,19,Female,Chennai,Postgraduate,2022-12-21 00:57:04
22730,28,Female,Bangalore,Postgraduate,2021-11-15 01:22:32
40199,22,Female,Chennai,School,2020-05-10 00:41:04
21631,21,Male,Bangalore,Postgraduate,2019-08-08 20:55:17
40563,26,Female,Delhi,Postgraduate,2024-11-04 22:12:17
41693,24,Male,Mumbai,School,2019-01-31 18:01:37
38531,21,Male,Kolkata,Undergraduate,2018-11-30 13:40:05
46147,16,Female,Chennai,Undergraduate,2021-11-12 22:57:04
4161,15,Male,Kolkata,Undergraduate,2018-12-17 04:15:24
41747,23,Male,Mumbai,Postgraduate,2020-08-01 18:00:02
34885,15,Female,Delhi,School,2020-01-24 09:51:17
6914,21,Male,Bangalore,Postgraduate,2024-04-16 03:04:15
27945,29,Male,Delhi,Undergraduate,2019-07-02 04:27:45
41745,25,Male,Mumbai,Undergraduate,2018-09-22 03:34:42
3580,20,Female,Delhi,Undergraduate,2017-09-24 20:29:36
21408,29,Female,Kolkata,Undergraduate,2020-03-06 22:57:28
39092,23,Female,Kolkata,Undergraduate,2024-04-20 13:56:05
30171,20,Female,Kolkata,Postgraduate,2017-09-18 04:44:31
44587,26,Female,Bangalore,Undergraduate,2018-03-16 11:33:23
18786,21,Male,Bangalore,Undergraduate,2024-12-06 05:26:05
49954,27,Female,Mumbai,Undergraduate,2020-12-03 15:49:41
15515,21,Female,Chennai,School,2018-10-17 17:50:14
15388,16,Male,Mumbai,Postgraduate,2020-08-28 22:16:12
22905,19,Male,Kolkata,Postgraduate,2017-03-08 08:24:14
7204,22,Male,Mumbai,Postgraduate,2021-05-22 16:25:18
41467,23,Male,Chennai,Postgraduate,2020-02-17 04:57:04
11500,23,Male,Chennai,Undergraduate,2020-11-20 15:39:19
49069,23,Female,Mumbai,Postgraduate,2019-09-19 07:12:10
875,22,Female,Chennai,School,2017-04-01 04:47:53
33559,15,Male,Mumbai,Postgraduate,2018-07-13 12:22:42
12422,16,Male,Delhi,Undergraduate,2021-12-09 14:23:49
16346,28,Female,Bangalore,Undergraduate,2017-12-26 14:38:16
12856,29,Male,Delhi,Postgraduate,2020-05-30 11:19:53
40940,27,Female,Kolkata,Postgraduate,2020-11-12 12:15:46
26694,24,Male,Mumbai,Postgraduate,2020-04-04 01:01:48
44911,18,Male,Chennai,School,2022-05-03 04:19:26
44787,20,Female,Mumbai,Undergraduate,2022-06-20 06:12:04
29576,29,Male,Mumbai,Undergraduate,2018-05-01 11:04:20
8264,27,Male,Delhi,School,2024-03-04 23:01:28
5343,17,Male,Kolkata,Undergraduate,2023-10-06 05:04:30
36456,23,Male,Mumbai,Undergraduate,2018-05-02 19:03:19
41703,17,Female,Delhi,School,2023-10-08 22:32:25
9417,16,Female,Mumbai,Postgraduate,2022-11-04 01:05:08
16304,27,Female,Mumbai,School,2019-01-25 00:56:09
27174,25,Female,Delhi,Postgraduate,2018-05-06 20:48:42
20334,17,Male,Delhi,Undergraduate,2017-09-16 07:54:03
21021,25,Female,Mumbai,School,2017-10-15 14:36:49
48725,15,Male,Kolkata,Undergraduate,2023-03-24 21:30:16
49926,18,Female,Delhi,Postgraduate,2023-05-24 03:06:16
24741,25,Female,Chennai,School,2017-06-29 10:10:01
14729,16,Female,Chennai,Postgraduate,2018-02-05 01:48:20
12840,20,Male,Mumbai,Postgraduate,2022-12-19 15:44:28
46922,25,Female,Chennai,Undergraduate,2020-03-09 05:54:14
2855,29,Male,Mumbai,Postgraduate,2020-08-15 02:57:02
49077,27,Female,Bangalore,School,2018-08-26 03:40:42
18247,23,Male,Bangalore,Undergraduate,2021-06-28 12:57:24
31849,28,Male,Delhi,Undergraduate,2019-02-12 15:34:45
19440,23,Male,Kolkata,Undergraduate,2024-07-25 18:54:15
21417,29,Male,Mumbai,Undergraduate,2018-08-15 18:38:14
1941,20,Female,Delhi,School,2023-06-23 09:14:16
19050,20,Female,Mumbai,Undergraduate,2017-09-19 23:55:13
11067,24,Female,Chennai,Postgraduate,2018-02-03 05:33:30
25622,27,Female,Delhi,School,2023-08-17 02:18:29
38223,25,Female,Kolkata,Undergraduate,2022-08-07 03:57:36
26010,20,Male,Kolkata,School,2023-02-16 13:03:37
10749,17,Male,Bangalore,Undergraduate,2022-10-11 19:11:36
12321,20,Male,Mumbai,School,2020-08-03 01:06:50
15181,18,Female,Delhi,Undergraduate,2017-05-04 04:24:05
11633,16,Male,Chennai,Undergraduate,2019-12-21 15:58:37
24943,18,Male,Mumbai,School,2019-02-13 06:39:20
18559,21,Female,Mumbai,School,2017-01-30 10:52:10
33550,22,Female,Delhi,School,2019-08-21 04:05:29
7835,20,Female,Delhi,School,2019-10-02 17:51:55
19507,28,Male,Chennai,School,2024-06-18 23:50:59
29363,24,Female,Bangalore,Postgraduate,2023-07-01 04:48:00
37819,15,Female,Chennai,School,2020-01-11 17:51:01
2847,25,Female,Mumbai,Undergraduate,2023-06-22 09:12:41
42232,15,Male,Bangalore,School,2020-04-26 07:24:02
34554,28,Female,Delhi,Undergraduate,2019-11-09 12:55:32
17439,16,Male,Chennai,Postgraduate,2018-08-11 23:03:28
34545,25,Male,Kolkata,Postgraduate,2024-06-20 11:22:29
37084,21,Female,Mumbai,School,2024-07-16 14:42:12
18583,21,Male,Kolkata,Postgraduate,2020-02-22 06:22:12
44603,27,Male,Bangalore,School,2023-07-25 01:42:00
46738,19,Female,Kolkata,Undergraduate,2018-06-16 11:05:30
46722,29,Male,Delhi,School,2024-05-29 19:29:46
20450,26,Male,Delhi,School,2023-12-04 12:58:56
34357,28,Female,Bangalore,Postgraduate,2023-05-01 17:29:43
34560,22,Male,Kolkata,Undergraduate,2020-04-27 03:59:18
41387,22,Male,Kolkata,Undergraduate,2020-06-09 16:52:37
22958,18,Female,Kolkata,Undergraduate,2023-01-19 17:37:02
38557,28,Female,Bangalore,Postgraduate,2020-06-30 09:48:10
20426,15,Female,Chennai,School,2023-03-13 01:05:24
22391,23,Male,Chennai,School,2020-02-08 07:42:16
23485,19,Male,Delhi,Undergraduate,2018-08-30 09:51:08
45367,27,Male,Chennai,Postgraduate,2017-03-07 02:40:46
28091,27,Female,Mumbai,School,2018-02-17 07:21:26
27267,19,Male,Mumbai,Postgraduate,2018-08-04 03:50:37
37370,20,Female,Kolkata,Undergraduate,2020-02-16 06:38:46
45983,17,Female,Kolkata,School,2017-04-10 06:03:54
47782,18,Female,Chennai,Undergraduate,2021-05-17 17:30:36
10853,16,Female,Bangalore,Undergraduate,2018-11-04 06:58:25
45172,18,Female,Kolkata,Undergraduate,2019-01-14 02:57:25
17166,18,Female,Delhi,School,2018-02-19 17:25:27
34679,21,Female,Mumbai,School,2019-01-28 01:36:10
15394,29,Male,Delhi,Undergraduate,2019-01-06 01:09:57
25362,20,Female,Bangalore,Undergraduate,2020-02-26 07:53:25
39674,27,Female,Bangalore,School,2017-09-18 10:27:12
9437,28,Female,Kolkata,Postgraduate,2018-03-02 10:54:30
39194,29,Male,Mumbai,Undergraduate,2019-08-07 00:40:01
20714,19,Female,Mumbai,Postgraduate,2021-12-16 15:32:10
45385,19,Male,Mumbai,Undergraduate,2023-10-02 09:14:24
34772,17,Female,Kolkata,Undergraduate,2021-11-14 00:51:46
15060,21,Female,Kolkata,School,2019-10-20 09:50:13
12650,15,Female,Delhi,School,2019-02-01 18:56:39
49192,19,Female,Bangalore,School,2024-07-12 16:08:51
35668,26,Male,Kolkata,Postgraduate,2022-09-29 12:03:35
18549,19,Male,Delhi,Undergraduate,2023-03-29 19:19:54
32551,17,Female,Kolkata,Undergraduate,2022-11-06 11:22:07
15943,23,Male,Chennai,School,2021-06-30 12:25:27
11379,22,Male,Mumbai,Postgraduate,2022-01-19 02:25:29
11984,24,Male,Chennai,Postgraduate,2023-02-25 20:15:40
35290,27,Female,Chennai,Undergraduate,2022-02-23 06:22:18
43431,16,Female,Delhi,Undergraduate,2021-06-04 21:38:20
30661,15,Male,Delhi,Undergraduate,2017-06-27 09:25:13
21894,27,Female,Mumbai,School,2019-01-27 00:11:26
10881,24,Female,Kolkata,Undergraduate,2024-06-24 17:44:38
695,17,Male,Mumbai,School,2022-08-05 18:53:53
13655,17,Female,Kolkata,School,2021-07-22 14:11:22
21008,24,Female,Delhi,School,2017-10-18 21:50:03
25383,28,Male,Mumbai,School,2018-10-12 19:05:44
5118,26,Male,Kolkata,School,2020-02-19 04:21:53
28660,16,Female,Chennai,Postgraduate,2019-10-03 01:09:15
17702,16,Male,Delhi,Undergraduate,2023-03-17 23:34:05
46269,22,Male,Bangalore,School,2017-03-13 08:27:12
9741,18,Female,Kolkata,Undergraduate,2023-12-12 22:35:30
30194,15,Male,Mumbai,Postgraduate,2017-09-19 09:55:45
27274,24,Female,Chennai,School,2024-03-07 04:20:54
48982,15,Male,Mumbai,Undergraduate,2020-11-05 13:38:15
13916,29,Male,Mumbai,Postgraduate,2023-01-09 23:42:52
9052,18,Female,Bangalore,Undergraduate,2021-09-01 23:18:42
21815,16,Female,Chennai,School,2023-02-04 20:49:24
3439,21,Female,Mumbai,School,2022-12-07 15:39:08
12118,25,Female,Chennai,Undergraduate,2021-10-20 12:18:13
14838,27,Male,Bangalore,Postgraduate,2017-12-28 11:55:01
23616,25,Male,Kolkata,Undergraduate,2020-08-25 05:55:58
824,25,Female,Delhi,Postgraduate,2021-05-11 11:43:14
45356,26,Male,Chennai,School,2024-11-15 08:33:50
27485,19,Male,Chennai,Postgraduate,2018-09-28 11:05:35
36589,23,Female,Bangalore,School,2019-11-18 14:48:37
3109,19,Female,Delhi,Undergraduate,2018-04-30 20:05:15
46623,18,Male,Delhi,School,2022-05-27 02:21:41
42761,28,Female,Delhi,Undergraduate,2021-12-31 18:33:31
5844,23,Male,Kolkata,Postgraduate,2020-12-10 23:12:27
9599,16,Female,Bangalore,School,2024-02-16 07:04:16
2786,25,Female,Kolkata,Undergraduate,2017-04-18 14:02:48
41788,25,Male,Bangalore,Postgraduate,2019-03-05 06:11:54
9744,29,Female,Delhi,School,2018-11-07 18:26:00
10979,19,Male,Bangalore,School,2024-01-05 09:20:20
4978,28,Female,Delhi,School,2022-09-26 09:03:57
25652,19,Male,Bangalore,School,2019-08-28 01:01:24
24190,17,Female,Chennai,Postgraduate,2024-01-16 08:25:59
34450,21,Female,Mumbai,School,2022-07-28 04:19:28
10431,26,Male,Mumbai,Postgraduate,2017-08-29 18:33:07
38242,25,Female,Kolkata,Postgraduate,2020-09-01 13:10:58
42792,15,Male,Chennai,Postgraduate,2019-05-11 07:04:34
42287,16,Female,Kolkata,Undergraduate,2017-03-03 02:25:26
28382,22,Female,Kolkata,School,2020-02-22 03:16:58
9514,24,Male,Bangalore,School,2020-06-15 00:43:34
21165,26,Male,Mumbai,Undergraduate,2019-03-11 04:33:12
47329,21,Male,Delhi,Postgraduate,2024-09-17 03:08:11
43769,18,Male,Mumbai,School,2018-12-02 22:39:58
46263,22,Female,Chennai,School,2024-12-27 07:56:54
5560,20,Male,Bangalore,Undergraduate,2020-10-28 16:31:41
28670,19,Female,Mumbai,School,2022-09-30 04:41:19
15040,22,Female,Kolkata,School,2022-03-08 06:05:00
31587,25,Male,Chennai,Postgraduate,2018-10-30 20:02:29
27561,27,Female,Delhi,School,2018-01-17 20:23:08
19474,16,Male,Mumbai,School,2024-03-07 11:21:53
28997,18,Male,Chennai,Postgraduate,2024-08-10 05:05:44
24726,29,Male,Mumbai,Postgraduate,2017-10-23 06:18:47
46651,27,Male,Bangalore,Undergraduate,2023-12-17 18:20:22
19445,20,Male,Delhi,School,2019-08-09 22:45:02
44848,21,Female,Kolkata,School,2018-06-24 21:24:56
20831,18,Female,Chennai,Postgraduate,2018-01-12 06:26:59
12225,20,Male,Bangalore,Undergraduate,2020-10-27 01:51:36
13007,17,Female,Mumbai,Undergraduate,2018-03-13 00:26:41
12683,20,Male,Bangalore,School,2017-08-16 05:59:21
48510,19,Male,Bangalore,Postgraduate,2024-02-23 19:29:15
27561,15,Male,Bangalore,School,2024-06-14 17:08:00
14497,28,Female,Kolkata,Postgraduate,2024-06-08 22:18:15
27486,15,Female,Chennai,School,2017-12-27 16:41:54
15065,29,Female,Delhi,School,2022-02-19 16:26:12
15605,25,Female,Chennai,Postgraduate,2020-03-24 20:34:32
15683,21,Female,Mumbai,Postgraduate,2017-03-09 19:41:12
40409,25,Female,Kolkata,Postgraduate,2023-07-29 01:49:09
15525,29,Female,Delhi,School,2022-07-09 20:53:38
2828,24,Male,Delhi,School,2019-05-01 19:20:28
49881,27,Male,Chennai,Undergraduate,2020-11-08 20:07:56
13034,27,Female,Kolkata,Undergraduate,2022-05-01 12:54:51
5186,18,Male,Bangalore,School,2020-04-07 02:51:10
33388,16,Male,Bangalore,School,2023-05-08 10:46:25
19718,29,Male,Bangalore,Postgraduate,2020-10-02 20:39:10
27428,22,Female,Kolkata,Postgraduate,2020-12-30 06:52:02
46361,19,Female,Bangalore,School,2019-07-25 09:53:14
19962,21,Female,Delhi,Postgraduate,2019-01-09 09:32:06
4605,27,Female,Bangalore,Postgraduate,2018-05-04 06:34:16
371,22,Male,Delhi,Undergraduate,2021-02-24 19:26:46
41725,15,Female,Bangalore,Postgraduate,2017-08-06 12:32:06
8488,20,Male,Bangalore,Postgraduate,2017-01-03 23:46:28
6218,29,Female,Delhi,School,2022-05-05 01:16:37
26735,26,Male,Kolkata,Undergraduate,2019-02-05 13:50:29
29202,28,Male,Chennai,School,2023-03-11 10:43:52
34253,29,Female,Mumbai,Postgraduate,2020-05-12 08:26:49
12278,15,Male,Kolkata,Postgraduate,2019-11-30 02:00:48
27071,15,Female,Chennai,Postgraduate,2022-05-20 20:00:28
40133,26,Female,Bangalore,Postgraduate,2020-07-01 01:57:33
7197,19,Male,Kolkata,Undergraduate,2021-07-05 18:14:37
39503,15,Male,Kolkata,Undergraduate,2018-07-23 16:47:31
27520,28,Female,Delhi,School,2023-10-25 01:50:08
7179,22,Female,Mumbai,Postgraduate,2019-11-17 02:33:46
33484,20,Male,Mumbai,Undergraduate,2019-02-22 20:25:47
3810,23,Female,Delhi,School,2020-01-04 08:40:41
23188,28,Female,Bangalore,Postgraduate,2021-02-09 06:53:34
32595,27,Female,Chennai,Postgraduate,2018-10-07 10:41:25
27609,21,Female,Kolkata,School,2023-11-22 01:33:52
19867,21,Female,Chennai,Postgraduate,2023-10-15 04:54:13
16004,26,Male,Chennai,Undergraduate,2021-12-30 09:18:29
23787,25,Female,Mumbai,Postgraduate,2018-07-19 20:33:27
42449,28,Female,Bangalore,School,2020-05-20 03:43:31
15388,22,Male,Bangalore,Postgraduate,2023-06-19 11:17:43
